Hybridization REF	TCGA-E2-A1BD-01A-11R-A12P-07
CHCHD4	-0.7025
TNR	-0.0035
CUTA	-0.3905
USP44	-3.982
DPP10	-0.126
IWS1	-0.0955
PCGF1	-0.0285
SULT1C4	0.2725
NTF5	-0.5905
PTPN13	2.08375
SSTR5	-0.2965
SFRP1	-1.61425
IDH3B	-0.20625
SUOX	2.03083333333333
TMCO5	0.1095
GOLT1B	-0.832333333333333
MIB1	-0.951571428571428
PCDHGB1	0.096
SUSD1	-0.738
ICAM5	-3.11
PAPOLB	0.109
URM1	-0.2123
TMEM106B	0.332166666666667
LRIG2	-0.2785
SLC27A5	-0.6475
CLIC6	0.6744
ZNF420	0.815333333333333
SCN9A	-0.8729
KIAA1909	1.05525
ELMOD1	-0.0790000000000001
PRKAG1	0.73775
FAM64A	-2.41433333333333
EEF1G	-0.67945
SMAD5	0.29075
INCENP	-3.26325
WASF2	0.0945
GARS	-1.3846
CDK10	-0.514
HLX	0.195833333333333
MDM4	0.809375
ZNRF1	-1.26992857142857
HHATL	-0.8645
FAM21C	0.4489
HIST2H3C	0.2555
PFDN2	1.10725
ZNF200	-0.05825
NDN	-0.404
HBA2	-2.989
FBLN5	1.19425
PUM1	0.703785714285714
TNNT1	0.8575
C19orf59	-0.706166666666667
HNRPH2	1.47416666666667
RAB7A	0.376166666666667
PMS2	0.365875
BIRC3	-0.830333333333333
NRSN2	0.248375
OR52K2	-0.169666666666667
SPOCK1	-1.0035
H2AFY	1.27425
RXRB	0.11725
ZNF638	0.0281666666666666
ANKRD45	-0.085
ACTN4	-0.137666666666667
FXC1	0.239
EIF2B5	0.53275
VPS33A	-0.33375
PINK1	1.248875
FAM106A	1.555
SKIP	1.4925625
GAPDHS	-0.33975
MUM1L1	2.873
PSTPIP1	-0.0465
CNTNAP1	-0.9998
CYP26A1	-0.5335
APOL2	0.5509
TACC2	0.407125
COX7A2L	-0.447357142857143
HSD17B1	0.45225
ARRB2	-0.409
SLC7A6	-0.8306
HSD17B10	-0.351
RBJ	-0.8085
NUP155	-1.7895
MRPL10	-0.806833333333333
CYCS	-1.91783333333333
CCDC46	-0.3605
TECTA	1.297
GNAL	0.069
LPO	0.472
PEBP4	0.72275
DDX11	-1.604
C18orf12	0.049
TAF9B	0.840583333333333
IMP4	-0.264
RPA4	0.0593333333333334
NDUFS1	-1.184
UPK1A	0.1208
ARRDC2	0.427
C18orf20	-0.872
AES	1.21692857142857
CD2BP2	1.66216666666667
C16orf54	-0.14
UGT2B17	-2.325625
FGFR1	-0.895
CEACAM6	0.0079
CHRM5	-0.144
CERK	-1.641125
AP3S2	-0.105428571428571
ANKS4B	-0.00274999999999997
CLCNKA	0.0946666666666667
ZNF208	-0.514166666666667
HLA-DRB5	5.5455
CARKL	-1.164
GOT1	-0.274666666666667
CASP6	1.24125
HOXA1	-0.1205
RCL1	-0.0265
ZNF181	1.07283333333333
RAB40B	0.5075
MRPL38	-0.4325
LRRN2	2.65475
C3orf25	0.7705
OR5D14	0.2865
OR10AG1	0.57
BET1L	0.1842
FRY	4.84825
AK3L1	-1.04925
CSF3R	2.49583333333333
POLR3K	0.0055
ATG2B	0.672333333333333
EPS8	-1.07933333333333
DARS	0.072
C10orf56	0.697666666666667
DAD1	-0.20175
RIOK1	-0.803
HERC2	-0.25075
HSD11B2	0.716166666666667
FAM96B	-0.878
MGC13057	-1.43825
BSN	-0.89375
CAND1	-0.3745
HCST	1.00125
ACTR10	0.174
OR8D4	0.2805
NASP	-1.003
COL9A2	1.389
LYZL1	-0.7505
GPC5	-2.1915
TBL3	0.391666666666667
CENTD2	0.5928
OR5AP2	1.24075
TLR1	1.16525
LMO6	-0.03725
ZIC2	0.35425
CPNE5	0.656
ZMYND15	0.60625
FLJ22374	-0.97825
CCDC106	0.64175
PARP16	-0.15575
PDIA3	0.3425
C14orf126	0.0364999999999999
CECR2	0.454
SFRS1	-0.833714285714286
FIGLA	1.637
DCP1A	-0.239833333333333
MGC45800	-0.7812
TEKT1	1.72533333333333
C10orf67	-0.6785
CLN5	0.077375
NTN2L	-0.6485
GLE1L	-0.01975
CES2	-0.0687
GNAS	-0.334111111111111
DDX53	-1.137
TSPAN13	2.5605
MRPL52	-0.9639
SPIRE2	-0.355625
TAS2R39	0.4055
SCUBE3	0.0255
UCRC	-0.4495
CDKL3	0.732
KIAA1715	-0.7047
ZNF345	0.44975
RTF1	0.21225
DHRS7	0.91225
RIPK4	-2.202
EXOSC2	-1.08366666666667
MS4A2	1.8245
FGF17	-0.2415
WDR59	-0.587
EVI2A	-0.7525
IL17RC	0.425333333333333
HS3ST1	-0.27425
ITGB1BP2	-1.2845
RBPJ	-0.757
GIMAP1	3.354
INE1	-1.05916666666667
ALDH18A1	0.429
TPI1	-2.167125
GATA6	0.42525
CABP1	-1.42066666666667
ZNF484	1.196
DAPK3	0.7955
GJB1	-1.08416666666667
PIN1	-0.4405
SLC6A15	-2.2815
CNO	-0.50525
RIN2	2.24475
FRRS1	-1.8355
CYorf15B	-2.84383333333333
DMRT3	0.54825
ATAD1	-0.07775
OTUD4	-0.0758888888888889
ATOH8	-1.3475
ZSCAN16	1.416625
ASCC1	-0.1735
OTUD3	-0.400375
MGC33212	0.284
YME1L1	-0.141375
RP11-218C14.6	-0.5235
PCBP4	-0.55775
TNFRSF10A	0.6065
CDH10	-3.1005
KL	0.238875
SCP2	0.0425
C9orf119	0.275375
SON	-0.690833333333333
MAFK	0.366
SBNO2	0.8995
SLC6A6	0.341916666666667
SC4MOL	-0.64875
FAM35B	-0.2085
PPP1R9A	1.91025
PDZRN3	0.50175
CXorf20	0.518
C6orf126	1.8795
AVEN	-0.8645
FLJ21075	-1.2455
C14orf132	-0.667
PCK2	-0.504375
GUCY2C	0.4
BARX2	0.91225
PEX11G	1.8395
DAO	-0.635833333333333
C10orf49	-0.170333333333333
EDNRA	1.623
PPP2R5A	1.7016
DDX39	-1.34816666666667
SERF1A	1.288
ASCIZ	-0.0472
FNDC8	-0.27875
PTMS	0.212125
PHF7	1.67
PIP4K2B	0.14025
HHLA2	-0.46975
BDH2	1.2532
APOBEC2	-0.629333333333333
PENK	-0.7695
SMAD9	-1.2775
MT3	-0.88625
RGL1	-0.188625
ATG10	-0.207125
DLGAP4	0.3255
APPBP2	-0.729153846153846
BACE2	0.7815
LOC339344	0.140833333333333
ZNF395	1.1668125
HIST1H2BL	0.2485
ZNF467	0.205625
SLC25A21	-2.20675
PALM2	-0.2026
NSUN5C	-0.513
IL5	0.143555555555556
CLSTN2	3.59125
ANXA8L2	1.0465
PTGES	0.1585
GDAP1L1	-2.007
OPRK1	-1.09
WDR20	0.776083333333333
C12orf4	-0.117875
NUP88	-0.696125
XRCC6BP1	-1.59383333333333
FCGBP	0.936142857142857
LEMD2	-0.04375
NOMO1	0.42125
C10orf79	3.44928571428571
ZNF79	0.727
OCRL	1.1439
HSPA8	-1.44604166666667
DIDO1	-0.652458333333333
PLA2R1	0.497
COG3	0.1663
NGDN	0.0935
CBFA2T2	0.156125
PNOC	-1.93575
PRRG1	-0.152083333333333
AGGF1	-0.492642857142857
DPF2	0.58725
YIPF7	-0.847
TRPV5	0.3295
ZNF322B	0.659
MED12	0.350833333333333
CARS	-0.311
ABCC11	4.30183333333333
C9orf25	0.013
MYH1	0.4355
FRYL	-0.295272727272727
AGTRAP	0.1665
MMP27	0.978
ZNF432	0.448875
OR8D1	0.3685
OR13D1	0.17825
VWA1	1.5225
STON1	0.38225
IL5RA	0.031
PERP	0.4191
C10orf107	1.23833333333333
TNFSF12	2.755
FN1	-0.122708333333333
MTR	0.259666666666667
PHLPPL	-0.96
ZNF425	0.566
DHFR	-0.905055555555555
PPP1R12A	0.116125
RSPO2	-2.2824
ZNF7	-0.05025
ZNF583	0.454
TPMT	-0.618166666666667
GPR132	0.135666666666667
OR2T12	0.513
SERTAD2	-0.3319
ATP1A1	0.2987
FRMPD3	0.7515
ZNF672	0.7405
PLXNB3	0.30925
EML5	-0.2515
FAIM3	-0.4725
UBQLN2	0.76825
SORCS2	1.6915
PRIM2	-0.9665
ACVR2A	0.409
YWHAZ	0.392583333333333
PGM2L1	1.218875
GNAO1	-0.00907142857142856
RPL10	0.8641
RPS6KA6	-1.9075
PFKL	-0.752666666666667
SH3D19	-0.242125
AURKB	-1.99833333333333
ZC3H6	1.33775
DISC1	-0.560166666666667
FLJ39660	-1.98033333333333
TMEM25	2.842125
OSBPL10	-0.03125
CLTCL1	-1.548
ALG6	-0.21875
CATSPER4	-0.1565
LRTM1	-0.552
RRAD	2.12783333333333
TIPIN	-1.7065
CARD14	1.50075
RBM9	-0.147166666666667
RASSF4	-0.6245
SLC25A18	-0.127166666666667
C6orf58	-0.551
IGHD	-0.1255
PLA2G6	0.102
TPT1	2.118375
SEC63	0.2923
CCDC113	0.4187
TDRD10	0.167
KIAA1666	-1.33075
TOR1AIP1	0.60575
SYTL4	1.77933333333333
SPRR2F	-0.6205
CEBPD	3.35375
SNTG2	-1.1175
C20orf77	-0.304833333333333
TAS2R49	-3.107
C6orf173	-2.13266666666667
SVEP1	0.1475
PXN	-0.823
VIL2	0.565583333333333
C5orf21	1.024
DIXDC1	0.304375
GANAB	-0.3765
PDSS1	-1.591
NGFR	-0.303875
ATP8B4	0.188333333333333
BMP8A	1.998
CCDC132	-0.3785
GNRH1	-0.61825
OR10T2	0.21425
PDGFD	1.1315
OR6W1P	-0.0365
HARS	0.613333333333333
KRT77	0.1185
AQP8	-0.81125
ITGB1	-0.5003
ZNF254	0.4788
PAX1	0.1175
PSMC4	-0.8051
ANKRD22	2.89275
PSMD8	-0.4575
HTR1E	-0.111333333333333
SOX10	-1.0805
OR5B2	1.2195
RABGEF1	-0.895714285714286
MAP1LC3B	-0.93125
CYB5R4	0.21075
AGXT2L1	-1.1835
FLJ41603	2.62016666666667
TRAPPC2	1.24516666666667
FNTB	0.1098
FLJ14107	-0.275166666666667
AURKAIP1	-0.19375
DSE	0.798
NFKBIZ	1.058
OSBPL3	-1.96416666666667
LOC130576	0.52725
SLC39A9	0.717333333333333
LOC137886	-0.0305
RHCE	-3.507
ATG7	0.300333333333333
FAM82A	0.646833333333333
FBN3	-0.455
MCFD2	-1.494
CASP14	-0.317
EPS15	0.56475
SFRS2B	0.564416666666667
C19orf47	0.691
PLAC9	1.109
GPR23	0.002
BTNL3	0.706
RGS8	-1.9915
GNS	-0.94925
ENO2	-1.22283333333333
CBX1	0.2944
PEX26	0.34
LRP5	-1.09433333333333
ADAMTSL4	-2.4165
ARR3	-0.276166666666667
MAP1A	-0.25975
CD2	2.4525
NAV2	-0.5153125
TMEM69	0.087
ATXN7	-1.02966666666667
CHN2	0.743333333333333
ZNF781	-0.3895
HAS2	-4.126
KIAA0241	-0.554666666666667
BIC	0.181666666666667
MOBKL2A	-0.55575
CYP2C9	-1.191
CNOT7	0.290142857142857
SFRS10	-1.34925
CST11	0.43975
FLJ37543	0.4345
NKAP	-0.40625
RUNX1T1	2.43225
EAF1	-0.2822
IL4I1	1.63925
LRRC61	0.344333333333333
PSIP1	-0.955833333333333
SPRR4	-0.405
ZFP90	-0.310833333333333
AP2B1	0.934384615384615
SLC30A7	-0.0759166666666667
C7orf28A	-0.314
S100B	-3.26333333333333
BMP2	-2.07575
ESR1	3.79466666666667
ZFPL1	0.2095
ARHGAP12	0.318
LRRC19	-0.0718333333333333
ZNF767	-0.765333333333333
NACA	0.8056
OLIG1	-2.162125
PRF1	0.388
LST1	2.0805
SPATA9	0.1635
CNFN	1.272
CDK4	-0.9726
TCF15	-1.545
PARC	0.759
PPM2C	0.82
LOC283345	0.245
FAM107B	-0.058
DMXL1	0.343125
RBM3	0.783375
HTR5A	-1.22183333333333
SCFD1	-0.289666666666667
EPHB3	1.950875
ROPN1L	2.50366666666667
RAMP3	0.343
TSPYL5	2.54318181818182
GAP43	-1.877
PAPD4	0.320375
PDE3A	-2.885
TNFRSF10C	0.88125
JMJD5	0.8155
RASGEF1A	0.1495
C16orf65	-0.136
HIPK3	-0.0191666666666667
XYLT2	0.61225
XPOT	-1.5915
GAL3ST1	-1.4235
DHCR7	-2.20625
AMIGO3	0.369333333333333
FGFR4	-1.99383333333333
CRAT	1.7525
PPP1R14D	0.05
TRIM14	-0.375666666666667
TMPRSS11D	-0.193
SLC7A11	-2.42461538461539
OR10H2	0.12
PPM1E	-1.2478
DOCK4	-0.570125
FAM127A	-1.030625
ENOPH1	-0.83025
SLC5A3	-0.7104
ZNF530	0.2762
NTS	-6.53825
FRMD4A	-0.065625
BCL11B	-3.388
PRM1	-0.67875
UQCC	0.1842
S100A16	0.182666666666667
PLS3	-1.30375
WWOX	-0.917214285714286
CCDC23	0.0675
GTSE1	-2.25416666666667
GP2	2.2775
FLJ32549	0.2805
CHIT1	0.80425
KLF9	0.271375
RPS24	0.5585
MIA	-2.02725
FIGN	-0.609
PYROXD1	-0.68975
PCSK2	-0.524428571428571
MRPL9	0.121
RPL24	0.496
C12orf32	-0.348125
HIST1H2BE	0.34125
RGS18	2.00475
LFNG	0.775875
RAB4B	0.5613
FBXO25	1.48166666666667
TSPAN31	1.095
ARL8A	1.16857142857143
C10orf83	-0.2266
OR51B6	0.663
CNKSR2	-0.0403333333333333
C1orf156	1.59525
IBSP	1.681
GFRA2	-0.1874
ALKBH7	1.0546
NEK10	4.82425
VN1R3	-0.0605
LOC91948	1.932
CPZ	-0.00525
IHPK3	0.8432
COL8A1	0.912
RBPJL	-0.04
OR10A4	0.01175
CASP8AP2	-0.1095
MMP12	-1.4195
OR8B12	-1.181
CDCA5	-2.61866666666667
LIX1L	-2.9195
PEX11B	1.970875
GABRA1	0.3295
HABP2	-0.6775
REEP1	3.45883333333333
FBXO15	4.08025
CD68	0.5465
WFDC9	0.1625
GHDC	0.418166666666667
SMARCA1	0.07275
SPAST	-0.666833333333333
PLXND1	0.358166666666667
MLCK	null
INTS5	0.33
BSG	-0.270357142857143
PARP8	0.111166666666667
TEAD4	-1.06216666666667
ZNF498	0.04975
TMEM89	-0.4355
DTX4	0.8995
TNRC6B	0.3320625
ARMC2	-0.33575
FGFBP1	-2.792
TIMM8A	-1.896
AJAP1	-2.1641
ZNF608	0.15025
SLC25A42	-0.08875
SYP	-0.169166666666667
MMP11	4.20666666666667
USP40	1.1697
C3orf62	0.314833333333333
MYO1E	-0.6601
LRFN4	-1.338
XCL1	-0.507
GPR155	-0.467875
VPS29	-1.10375
CARHSP1	0.12425
ARHGAP20	-0.0128333333333333
GREM2	0.894928571428571
CCDC102B	2.20925
ZNF577	1.37283333333333
HDDC2	-1.8935
SHC2	-0.2856
NCOA5	0.8585
INPPL1	-0.6695
CHGB	-2.088
IHH	-0.972
DDEF2	-0.863363636363636
DIAPH3	-2.27228571428571
BUB3	0.550916666666667
GGH	-0.190666666666667
VPS35	0.2541
CNN2	0.822090909090909
ASNA1	0.0925
WDTC1	0.46175
AMAC1	2.2775
HAS3	-0.960166666666667
SLC1A6	-1.5425
ZNF563	-0.00700000000000001
C1S	2.72925
TCF7L1	1.204625
OR10Z1	0.587
ME2	-1.8778
C6orf151	-1.15475
KPNA4	-1.0018
GLO1	-0.586875
WDR61	-1.17333333333333
CD302	0.80025
SIRT7	0.423833333333333
C11orf59	0.4435
PKIG	0.17475
PPIL3	-1.32975
CCDC74B	1.311
ZNF528	1.01575
EFNA5	0.285
FCGRT	0.61725
NOL4	0.8255
CCS	-0.039
LOC374491	0.0755
MFSD7	3.1705
ZNF555	0.48625
LIMS3	-1.444
TSSC4	0.315333333333333
COL11A2	-0.7635
C1orf119	0.905333333333333
BPNT1	1.151125
CHRNA6	-0.001
C1orf173	2.6255
PLD2	0.8155
ORC1L	-3.28275
SASH1	2.1595
CDC14B	-0.680375
RLBP1L1	0.833
LDLRAP1	-0.3232
NAT8B	0.0588333333333333
HHEX	-3.4685
LGALS7	1.4305
PLCH1	-0.01475
OR1M1	-0.161
PRAMEF16	-0.47275
HECTD1	-0.192
C14orf39	null
TLN2	1.4223
HDAC4	-1.49092857142857
SYCP2L	-2.817
GLRA1	0.752
RPS6	1.412125
hCG_1757335	-1.32
KLHL1	-0.7635
CTNNBIP1	0.997833333333333
SCAND2	0.0783
HMGN2	-0.7843
YAF2	-0.91
BRPF1	0.10075
LIAS	-0.671
CTA-246H3.1	-4.3185
SAG	5.309
C20orf10	-0.619
HNRNPA2B1	-0.154166666666667
GADD45A	-0.328833333333333
MSH4	0.9185
TMEM70	-1.09225
HIST1H2AM	0.431625
C19orf26	0.296
C1orf50	0.314
GNG3	1.484
FTO	-0.96925
CALCB	-1.024
PPP3R1	-0.109625
C15orf42	-2.8465
CCNJ	-0.73325
GNAZ	-0.316666666666667
PSD	0.269
FAM57A	-1.67175
STIM2	0.4465
DHX8	-0.151
MOGAT3	0.84575
UBE3B	1.247
PLAT	-0.0396666666666667
C6orf206	1.013
COPE	-0.2757
EIF3A	0.22
C1QL2	0.095
IQCE	0.54125
KIAA0182	-0.406
SLC22A7	-0.1227
PPFIA2	0.6165
ADAMTS15	-0.7185
ODZ1	0.333
THBS4	2.808
ARHGAP1	0.706625
B4GALNT3	-0.0776666666666667
FCHO1	-3.176
LOC440456	-0.345
HOXD10	1.0688
CXCR3	0.2355
CHI3L2	1.33825
SRPX2	0.7985
ZNF132	0.882
UBAC2	1.00033333333333
RPL32P3	-0.067
CBWD6	1.564
ST6GALNAC4	-0.566
KIAA0391	-0.1765
LOC388969	0.86575
KRTAP5-8	1.52533333333333
ZNF786	0.34075
LYVE1	0.0498333333333333
GPR144	0.485
APOH	-4.770875
TSC22D2	1.1825
PLCD1	-0.063
FLG2	null
M-RIP	0.2462
NDUFV1	-1.133
POLDIP2	0.364833333333333
RAB3GAP2	0.887166666666667
RPSAP15	0.0055
CLEC7A	-0.50275
HSPA14	-0.20825
TAAR5	0.1315
FAM132A	-1.39775
C2orf43	-1.21075
OR10V1	0.0905
SELPLG	-0.2895
C1QTNF6	-0.646666666666667
OPCML	0.7193
DTYMK	-0.865
ALDH16A1	-0.24475
F13B	-2.014
MGC16169	1.34425
KIRREL2	-1.32666666666667
C14orf32	-0.987
SLAIN2	0.62
HSD3B2	-0.0215
AMMECR1L	-0.3285
LRRC37B	-0.4245
HMG20A	-0.395333333333333
C22orf27	-0.2708
FBXL22	-0.332
AP1B1	0.0898333333333333
TNKS1BP1	1.007
CD74	4.56775
HSPA12B	2.33916666666667
PLSCR1	-0.236166666666667
SLC35E1	-0.106
FEZ1	-1.82725
APOD	6.41475
C16orf44	-0.004
C1orf166	0.2975
KCTD11	0.53725
NELF	-1.051
SRP54	-0.602666666666667
MGC35361	0.2275
GPR35	-2.83
NRGN	-0.854875
SIGLEC12	-0.28625
SCN1B	-0.553
IFNW1	0.826
STAR	-2.995
HLA-DQA2	3.27933333333333
RNASEH2B	-0.90725
TAAR2	0.248
VAMP5	0.487333333333333
TUBA1C	-1.29285714285714
PIK3R2	-0.668
ARD1A	-0.4405
EBF2	-0.174166666666667
CAMSAP1L1	1.5395
CYP3A43	0.283
AKR1B1	-3.05375
KIAA1729	0.630125
KAL1	0.5997
CYBB	0.161375
UXS1	-0.38975
LOC338579	-0.1065
C11orf45	-0.3135
SHB	0.99825
IKZF4	0.12425
NDUFA1	-0.52975
HSPE1	-1.02575
C1orf215	-0.1935
GPR113	-0.170333333333333
ZNF573	1.496
TBX18	0.2195
GGTA1	4.83675
PCDHGA8	-0.208
RPS6KL1	0.213625
DPP9	0.112875
SLC43A2	0.766
COPS3	-0.89
PMPCB	0.0566666666666667
HYLS1	-0.0395
LSM8	-1.1845
PDE6B	2.206375
C10orf118	1.39433333333333
OR1C1	0.641333333333333
ZNF415	1.69375
OR2F1	-0.15525
ZDHHC13	-0.320625
FZD8	1.4023
TCEA1	-0.8324
SUSD4	2.293875
C22orf24	-1.3085
TNFRSF14	-0.5285
TRIM28	0.199333333333333
FGF5	-1.16971428571429
CSPG5	-1.13233333333333
RNF133	-0.65
FKBP15	1.15675
BZW2	0.0215
NSMCE1	1.3845
PTPRN	-1.07425
TST	-0.137875
POP1	-1.569
RNF24	-0.277166666666667
SFRS4	-0.974375
REPS1	-0.87175
CD70	-1.4135
PDXDC1	-0.226625
SRC	1.0146
NTNG1	-1.5638
SETD1B	0.7825
TINP1	0.5462
ZNF606	2.2325
SSR1	-1.866625
RGNEF	1.09866666666667
NFS1	-0.601333333333333
CENTB5	-0.70875
CRMP1	-0.981833333333333
ADAM18	0.00249999999999998
CCDC87	1.1325
LRRC8B	-0.37625
CSNK1G1	-0.172166666666667
MAFB	1.947
C12orf45	-0.4225
C1orf54	2.0255
DPEP1	1.116
FLJ13137	0.484
C14orf118	-1.5575
ANKRD19	0.943833333333333
ABCA9	1.0516
TMEM87A	0.0687777777777779
BBS5	0.7125
CYP17A1	0.334428571428571
SCG3	-2.8934
ESCO2	-2.148
GFER	0.462
NRIP2	-0.0178333333333333
DDX59	0.842333333333333
RIC8B	-0.1006
TNNI1	0.0945
KTELC1	0.214583333333333
GPR85	-0.0586666666666666
SP3	0.400875
GOSR2	-0.159583333333333
DDX1	-0.409
DSCR9	-1.987
KIAA1984	-1.50725
FLRT3	-0.51675
RNPS1	-0.622357142857143
ZNF772	1.56
SLC25A10	-0.349666666666667
ADAMTS3	-0.7427
TBC1D7	-2.117
PCYOX1L	0.61425
LOC339745	1.366875
VPS54	-0.50625
PCDHB12	-0.994875
C4orf6	-1.20725
CCL5	1.519
PEX5	0.076125
LENG1	0.557
LOC51336	-0.597666666666667
FLJ25371	-0.641
WDR45L	-0.394
SPAG8	1.20116666666667
GUCA1C	-0.477
LOX	-2.87133333333333
FIZ1	1.323
BAG5	-0.309583333333333
BUD13	-0.82
MGC2752	-0.0715
IQSEC3	0.213
TGFBR3	-0.31525
CASP9	-0.71125
PPA2	-0.16375
MED24	1.015875
MAP3K7	-0.16
SRPR	-1.051875
C17orf81	0.43025
RIPPLY1	1.301
EID2	-0.146
AKR1C1	-3.31966666666667
IMMP2L	0.62125
SPSB4	0.1725
BAG4	0.4295
ZNF32	1.66216666666667
KLHL34	0.54675
BRD2	0.254625
IL32	-0.806666666666667
FAM53B	0.672166666666667
SLC7A1	-0.4715
KAAG1	1.0685
CCDC54	0.394
PRKCQ	-2.03175
TIRAP	-0.636
SPSB1	0.8125
USP36	0.06
FLJ32569	-0.038
LYZ	-0.73825
TMEM186	0.462333333333333
TPM2	0.265666666666667
C9orf100	-0.209333333333333
PPP1R11	0.1523
OLFML3	1.0932
ELAVL1	-0.421916666666667
DNAJC17	0.7185
ABCA2	-0.0445
BNIP3L	0.848875
ATP10D	-0.384
GALNT8	-0.229833333333333
PRKCH	1.037
USP12	-0.3815
STXBP1	-1.4143
LSM2	-0.950666666666667
ANKRD30A	5.9485
LAP3	-0.3125
C9orf40	-2.27716666666667
KATNAL2	1.21233333333333
RG9MTD2	0.926
PNPLA7	0.3915
IDH1	-0.506
C1orf57	0.83625
XRCC5	0.5142
TBRG4	-0.488875
DCDC5	1.638
POU5F1	-4.40475
RAB1A	-0.181571428571429
KRTAP15-1	0.52
INHA	-1.085
WDR90	0.332875
MLL2	0.547166666666667
FAM104B	0.13675
SF3B14	1.25975
STX1B	1.55
SNX12	0.06
KMO	-0.0198333333333333
FAM100B	-0.52425
CDRT15	0.7885
RAB9A	0.275333333333333
RUFY3	0.38675
UBE2U	-0.31
NFKB1	0.7038
FBXO38	1.14675
VRK3	0.69875
TUBB8	-0.859
IFNA6	0.862
AYTL1	-1.12383333333333
RBP3	0.1672
MUC13	-0.93475
C8orf30A	-0.9285
MFAP1	-0.787
NHLH1	0.1475
CXorf34	-0.5265
SP8	-1.6525
RNF151	-0.00200000000000001
TDRD7	0.23825
KCND2	2.60575
FKBP9L	0.622666666666667
C17orf44	1.044375
TIMM17B	-0.654
WIPF1	-0.549
SNX15	-0.4698
IGF2R	-0.4354
SBSN	-0.1215
RBM15B	0.23025
AGBL5	-0.512833333333333
APEX2	-0.0985
C17orf39	-1.37025
UBE3A	-0.009
SPANXC	-4.2995
TGFB1I1	0.113
RBM13	-0.69125
TOP2B	0.174333333333333
NPVF	0.645
RIMS4	0.364625
RAD54L2	-0.722333333333333
RSPO3	2.90166666666667
C2orf47	-0.47225
TSPAN4	-0.0539166666666667
DNAL1	-0.306
DKFZp761E198	-1.30425
NLE1	-0.9775
TPST1	-0.89725
SREBF1	1.93175
CLEC12B	-1.034
FUK	-0.0745
IL21	0.418
LTK	-1.80925
DKKL1	0.553
EPAS1	0.0815
UBTF	1.0955
HIST2H2AB	0.344416666666667
TMPRSS12	0.398
KIAA0427	1.42716666666667
CYP8B1	0.414166666666667
FPRL2	1.608
LOC402573	-0.102
HSDL2	1.18183333333333
SEMA6B	-0.128
AKR1A1	0.540357142857143
CLTB	0.5
NXT2	-0.187333333333333
HSPB7	-2.5345
MLLT11	-2.30166666666667
OLFM3	0.9232
SEC61B	-0.17675
GPR139	0.216
RRP15	0.482375
OR3A2	-1.461
RSL1D1	0.46625
P2RX7	-1.97716666666667
PSME2	0.15325
ADNP2	-0.89575
RBM25	-0.2485
IFITM1	1.88575
POLR2E	-0.2925
ZNF643	-0.8885
ZBTB25	-0.604833333333333
SPTBN4	0.241875
FBXO28	0.12075
CLEC10A	0.4035
EPHA8	-0.433428571428571
BEST4	0.416
GAS6	1.41116666666667
TSHR	0.77
TMTC1	-0.8045
GSTM2	0.3725
ETV1	-1.10075
ADAM11	-1.37783333333333
ERGIC2	-0.1725
ATP6V0E2	0.716666666666667
HGFAC	-2.553
CTTNBP2NL	0.099
FLJ20628	-1.597
MTCH2	-0.7365
BACH2	-0.547
AUTS2	1.651
FSD1L	-0.096
RPRM	-2.444
PPP2R3A	-0.586333333333333
BAT2	-0.611625
LPHN2	0.036
MGC71993	0.402166666666667
PPARGC1B	-1.66025
CENPT	-1.363625
RNF123	0.375166666666667
COL27A1	0.191
ZP2	0.9285
C2orf21	-0.214
CCDC78	-1.156
MCM8	-2.17483333333333
PHLDB2	-1.318625
PLAUR	-1.131875
HDPY-30	1.1235
BMP5	-2.66933333333333
MUM1	-0.222875
FAM62C	-0.6895
MID2	1.084
SYT16	1.3085
ISG20L1	-1.7165
C2orf40	2.01275
SRRM2	-0.0413571428571428
FCRL1	-0.835375
C1orf90	0.307166666666667
MEP1B	-0.573
PCSK7	0.5355
PBX2	-0.69375
CENTB1	-0.402333333333333
GLT6D1	0.62
HGS	-0.1505
WDR51B	0.1155
KCNJ8	0.46
NOL10	-0.148375
EDEM3	0.937375
TCOF1	-0.963
SLC16A1	-3.97916666666667
SF3B3	-1.560625
NUDT21	-1.44525
ZNF235	-0.298
KIAA0644	3.61025
ERC1	-0.3163125
NKIRAS2	-0.452166666666667
TRMT5	-0.584
PPP1R7	0.321
C14orf177	1.3655
HTRA4	0.6955
FAM139A	-0.242833333333333
C16orf30	4.3515
C10orf32	1.257375
VCX2	-3.8505
MGC27016	-0.565333333333334
LARP5	0.807333333333333
THNSL2	2.3075
TRADD	-0.183
C1QTNF1	0.061125
C1orf43	0.5367
AS3MT	-1.73025
SCARF1	0.998333333333333
PHF23	0.443625
B3GNT2	-0.1815
FNBP1	-0.0345
ZNF780A	-0.331
MAGEB2	-2.676
FANCG	-0.936
EYA2	0.93475
ZNF471	-0.161125
C14orf153	-0.0311666666666667
BCL2L14	0.259333333333333
EFS	0.263666666666667
CKAP4	-0.284
ZNF224	0.5681
ZNF652	-0.96875
TMEM4	-0.465125
SCN3B	-0.00449999999999999
OAT	1.31225
DRD1	-0.02725
IQGAP2	2.04533333333333
CDYL	-2.08066666666667
PFN3	-0.11625
ANKS1A	-0.77725
COBLL1	0.288333333333333
C2orf55	2.00516666666667
PRCP	0.3255
TMEM130	3.05425
SPINK1	-1.172
NDUFB1	-1.73125
DIO3	1.797
