Hybridization REF	TCGA-E2-A15G-01A-11R-A12D-07
C17orf58	0.52325
MYO3A	0.8015
SERPINE2	-4.31766666666667
AARSD1	-0.63725
C14orf73	-1.20525
ADAM33	-0.327
ZNF491	0.959
MAPK6	-1.85183333333333
TCN1	-1.49633333333333
SLC24A6	1.351
UBE2R2	1.12625
H1FNT	-0.086
TATDN2	-0.0671666666666667
LILRB1	1.99875
P2RY5	1.528
NUCB2	0.4455
C2orf37	-0.2005
SNX27	0.6725
MTA3	0.730875
FOXO4	1.235
ID4	-1.3745
SOX5	-2.49283333333333
PXMP3	0.412125
OR52M1	-0.199
SFT2D3	-0.1375
INA	-4.432
MCOLN1	0.379
NFIX	1.5867
CLEC14A	5.152
HIBCH	0.218833333333333
PLA2G5	0.66925
TIMM10	-0.856
MED17	-0.0199
COL4A4	-0.741
TPP1	0.3315
GJA3	-1.724
TMPRSS5	-1.55075
AADACL3	0.723
DNMBP	-0.245
ENPP5	5.6255
NQO1	-1.5422
ZSCAN2	-0.787125
SEC24C	0.9475
GTF2A1L	-0.2675
AXIN2	-0.1908
FAM33A	-2.29333333333333
C16orf13	-0.5285
SPNS2	0.647
TAF1	1.1835
AP1G2	0.4095
RBM42	0.588333333333333
HCN2	0.445666666666667
EFHB	2.0165
RUSC1	0.6425
GRIK5	-0.3205
USP21	0.0688333333333333
ATAD3C	0.663
ORMDL2	1.09525
PRSS7	-4.48825
PSAT1	-6.63425
FLJ13195	-1.35916666666667
TBC1D1	0.548333333333333
IFNG	0.5595
OTOS	-0.311
ZNF773	1.2925
EMD	-0.93675
RETN	-0.63525
CCL8	2.852
APH1A	1.342625
COX18	-0.25175
GTF2IRD2	-0.19
CCDC82	-2.65208333333333
PAFAH2	0.9925
NPEPL1	-0.4697
RP11-114G1.1	0.0925
TP53INP1	1.541625
ZNF300	-0.712833333333333
FOXL2	-3.88875
LARP2	0.4015
LATS1	0.42575
HTR6	-0.059
SPOCK2	-0.732333333333333
RNF144B	2.98383333333333
HTATIP2	-1.224125
MGC10334	0.282833333333333
CENTA2	1.636
FGF2	-2.4875
FXYD7	-0.10575
PHYHIPL	-3.611375
GPR34	5.8825
DDX6	0.231166666666667
OR10W1	0.311
LHFPL1	-1.0665
ZNF313	-0.720857142857143
VPS28	0.246
AP3M1	0.0442
AKR1CL2	-0.582
TRAF4	-0.270375
OR2B11	0.063
C19orf12	-1.0185
AKAP9	1.181
C1orf62	0.89125
SLC20A1	-1.1659
FAM112A	-0.1505
LDB2	0.108875
MRPS23	-0.9275
KLK5	-0.31925
SPTB	-0.5115
EFEMP2	-0.09425
EFNB2	0.57175
PCM1	1.36871428571429
NMNAT3	2.03875
TSG101	0.81
C8orf40	0.296333333333333
NOB1	-1.32925
ABHD3	0.76025
GTF3C4	-0.0855
PIGN	1.0035
GALNTL1	0.455
AEBP1	1.399
OR9Q1	0.63
ANKRD2	-0.726125
CCL28	1.58825
TRIM38	1.34633333333333
TMCC1	0.346916666666667
SMG5	-0.024
LRRC7	-2.572
NCAPD2	-1.21683333333333
C6orf153	-0.78525
C1orf74	0.64375
OTUD6A	-0.189
DCP2	-0.6965
TMEM24	0.903
RPL18	-0.1795
TMEM177	-0.57825
LRRC37A3	1.057
C1D	-0.7005
LDHC	1.57825
UBE4B	-0.152
NIT1	1.102875
BTN3A3	0.371625
RASD1	0.173
COMMD3	1.286
SHFM1	0.046
BIRC8	-0.10975
DUT	-1.0335
C12orf51	2.1455
LRRC59	-1.02333333333333
LY6H	1.24575
WDR22	1.26441666666667
EDEM1	-0.0425714285714285
ADH1A	2.802
PANX2	-0.4408
CYP11B1	0.23075
CDC73	-0.5575
GPR172A	-0.23925
GSTM3	3.55984615384615
KCNA5	0.08925
SERAC1	0.536833333333333
NFATC2	0.1935
ANAPC5	-0.0694
C15orf24	-0.039
NFATC2IP	0.6885
TNRC6C	1.01883333333333
MGC102966	-3.1385
FGD5	1.60283333333333
MED9	-0.4355
RAB13	1.36266666666667
C15orf49	-0.4115
CRYGS	-0.0503
C12orf53	-1.0608
LOC283693	0.184
COX6B2	-0.944625
PHF14	0.01625
FAM3A	0.02125
RPL13	-0.5219
PRDX2	0.000600000000000002
FLJ34047	-1.81025
PRMT3	-1.1265
KCTD19	-0.907
TRIM10	-1.14016666666667
MGC26597	0.207
GCNT4	-0.02075
GPRASP1	0.006
CDKN1C	-0.934416666666667
RHBDL2	1.5351
HSPH1	-0.48325
AQP1	3.18975
COL17A1	-2.4854
GFAP	0.0508571428571429
CDC16	-0.0255
KIAA1614	0.231
C6orf118	0.356666666666667
ZSWIM5	-0.471
FAM83F	2.77225
LYNX1	0.46025
SYNPR	-1.5145
XG	2.03166666666667
PRSS16	1.11325
KIF13B	2.17735714285714
PCDH9	-2.651875
HIST1H2AH	0.899833333333333
RBM18	-0.65375
ZNF626	0.592625
HEXIM2	0.4255
ITFG1	-0.5495
TUBG2	-0.5105
SFRS7	-0.399833333333333
C9orf14	0.678
EXTL1	-2.755
GBP3	2.312
WDR5	-1.451
RARG	0.928
MYO7A	-0.840375
CECR6	1.31725
C13orf3	-3.056625
SFRS18	0.537375
ACVR1B	-0.172666666666667
PSMD1	-0.7263
C7orf31	-0.501
ILVBL	-1.483
IFNGR1	0.76825
RNF186	-0.89025
NOL9	-0.57725
MAGEL2	-0.74275
SLC29A2	-0.3515
NHSL1	-2.504
RBMX	-0.6815
PSORS1C2	0.1085
RAD51L3	-0.279416666666667
LCN6	1.32475
ORAI2	0.328375
BRUNOL6	0.8697
OR4K5	-0.2505
CDC123	-0.49075
MSLN	-2.2235
WWTR1	-1.54683333333333
ZNF700	-0.393
COBL	0.65925
PPP1R16B	-0.404
GAS7	-0.5976
MDN1	-0.8165
HAAO	-0.5885
C9orf68	2.285
TNFAIP2	1.05575
FOXN1	0.0495
hCG_2033311	-0.825666666666667
ATP6V0D2	-0.2529
RPL41	0.0295
SLC38A1	0.180125
ARHGAP6	-1.64816666666667
ADAD2	-1.09025
PHF20L1	-0.1390625
MCM3AP	0.11
ST3GAL3	-0.672666666666667
SNX1	1.55766666666667
ELF5	-1.59133333333333
PARP3	1.39325
RBM8A	0.083875
LINGO4	-0.3065
ITGA9	0.0548333333333333
ZFR	-0.06925
ACSL6	-1.012
FLJ20699	-0.1931
DAOA	-0.673
FABP4	4.1535
KCNB1	-1.56525
CANX	-0.3179
SLC25A28	0.788833333333333
ADIPOR2	0.492125
ECHDC2	2.542125
SMA4	0.68625
FRZB	3.084125
PABPC1	0.0696666666666666
DMRTB1	-0.96175
APOBEC3G	-0.9445
CATSPER2	-0.2555
CUEDC1	2.38866666666667
STARD9	-1.220125
CLDN8	2.464125
LOC23117	0.00763636363636363
E2F6	-0.933722222222222
TMEM126B	-1.03166666666667
DPY19L4	0.817
GIMAP5	2.5085
NDUFA9	-0.536833333333333
FAM77C	1.458
CTPS2	1.12175
LOC51035	0.078125
WDSOF1	-1.29475
EGLN3	-0.092375
PITX3	0.0853333333333333
OR52E8	-0.346
GRM4	1.0895
KLK1	-3.32083333333333
GPM6B	-3.11125
RRAGD	-2.9215
PAGE5	-3.41225
UCHL5	-1.38166666666667
ULK3	-0.289166666666667
AIM2	-0.2625
PNO1	-1.02666666666667
OR2F2	-0.24
GNAT2	-1.3445
SIX1	1.2875
ST13	-0.233833333333333
ZBTB44	0.244875
TIMP2	-1.66125
ZMAT4	-1.14825
GTF2IRD1	0.448
ZNF19	1.25933333333333
ZNF714	0.123
RSC1A1	-0.465
C9orf80	0.27825
PSMA8	1.066
TMEM141	0.26625
COX4I1	-0.6535
CTAGE1	0.508833333333333
DTWD1	-0.31475
HSD11B1	-0.02625
KRT6B	-0.901625
ARID4B	1.1665
LHFPL3	-0.34625
WWP2	0.605416666666667
ZNF326	-0.00366666666666667
RGPD1	-0.6785
CTSH	0.238
FASTKD1	-1.0605
PAF1	0.8255
TTC9C	-1.21725
IFT57	0.3805
PRSS36	1.07
IL20RB	-2.505
ZNF592	0.0193333333333333
DCTD	-0.1077
CFP	0.16875
MFNG	-0.539
JMJD2B	2.27325
ALDH3B1	-0.317
THSD4	2.75766666666667
KCNJ5	2.50566666666667
LMNA	0.338
TBCD	0.260125
ZNF250	-0.0296666666666667
CASQ2	1.72583333333333
PEG10	-3.71116666666667
PRAME	-5.28113333333333
NP	-1.7985
TRIM59	-0.589
ZNF12	0.706
XTP3TPA	0.253
SIGLEC7	-0.6283
PANK4	-0.338
FAM70A	-3.04783333333333
SNED1	0.49675
HIP1	1.1626
RAET1E	0.161333333333333
AMAC1L2	-0.0215
AHNAK2	-0.237083333333333
TOE1	-0.42
RECQL4	-2.082
SPRYD3	1.2335
DPAGT1	-0.26625
MAGED2	4.0653
ANKRD55	-0.38475
TRPS1	4.58066666666667
DOK7	0.9055
TFPI2	-7.22725
GTF2H3	-0.237
CYP4F11	-2.0545
LHX2	-5.23933333333333
ATG16L1	1.17066666666667
ASB12	0.6015
C1orf116	3.6935
NF2	-0.65085
POM121	-0.1509
PHYHD1	2.9112
TXNDC17	-0.0903333333333333
DKFZp779O175	-0.80475
NUP62	-0.463
MYO18B	0.307166666666667
PRAMEF1	-0.018
TCBA1	0.84575
TMEM168	0.96075
FJX1	-1.23266666666667
CLCF1	0.226
SEPN1	0.11625
IGSF2	0.32375
NUDCD1	-1.194
TFF3	3.03
NDFIP1	0.816142857142857
CHCHD4	-0.7675
TNR	-0.1045
CUTA	-0.342333333333333
USP44	-4.4115
DPP10	-1.3038
IWS1	-0.3875
PCGF1	-0.8895
SULT1C4	-0.781
NTF5	-1.6605
PTPN13	1.313
SSTR5	0.618
SFRP1	-3.216125
IDH3B	-0.98025
SUOX	2.43583333333333
TMCO5	-0.54275
GOLT1B	-0.8415
MIB1	0.547
PCDHGB1	0.7525
SUSD1	-1.0125
ICAM5	-4.03016666666667
PAPOLB	-0.162333333333333
URM1	-0.6724
TMEM106B	0.471333333333333
LRIG2	-0.147
SLC27A5	-1.32025
CLIC6	5.4604
ZNF420	2.64316666666667
SCN9A	-2.5317
KIAA1909	0.24175
ELMOD1	-3.06875
PRKAG1	0.95225
FAM64A	-2.98077777777778
EEF1G	-0.2694
SMAD5	2.09775
INCENP	-3.2905
WASF2	-0.8045
GARS	-1.2306
CDK10	-0.0382
HLX	0.681833333333333
MDM4	0.523
ZNRF1	-0.842142857142857
HHATL	-1.73483333333333
FAM21C	0.9
HIST2H3C	-0.169
PFDN2	-0.07275
ZNF200	-0.454
NDN	-1.448
HBA2	-2.80633333333333
FBLN5	0.46475
PUM1	0.785714285714286
TNNT1	-3.1035
C19orf59	-1.45483333333333
HNRPH2	1.50716666666667
RAB7A	0.602666666666667
PMS2	0.146125
BIRC3	-0.980833333333333
NRSN2	0.01675
OR52K2	0.454166666666667
SPOCK1	-1.21007142857143
H2AFY	1.70725
RXRB	0.5355
ZNF638	0.645666666666667
ANKRD45	-0.655
ACTN4	-0.667333333333333
FXC1	0.25775
EIF2B5	0.341
VPS33A	-0.1225
PINK1	1.039
FAM106A	1.046
SKIP	1.0409375
GAPDHS	-1.06425
MUM1L1	4.21625
PSTPIP1	-0.46575
CNTNAP1	-2.448
CYP26A1	-0.222
APOL2	0.1604
TACC2	0.71625
COX7A2L	-0.690285714285714
HSD17B1	0.417875
ARRB2	-0.3215
SLC7A6	-1.3285
HSD17B10	-0.312
RBJ	0.461
NUP155	-1.897
MRPL10	-0.633
CYCS	-1.33866666666667
CCDC46	-0.924
TECTA	0.2715
GNAL	-1.47925
LPO	0.125
PEBP4	3.283
DDX11	-1.438
C18orf12	-0.1955
TAF9B	0.505083333333333
IMP4	-0.21225
RPA4	-0.835333333333333
NDUFS1	-0.6185
UPK1A	-1.11916666666667
ARRDC2	-0.234166666666667
C18orf20	0.2825
AES	0.833857142857143
CD2BP2	1.24983333333333
C16orf54	0.6765
UGT2B17	4.24575
FGFR1	-0.846318181818182
CEACAM6	1.9023
CHRM5	-0.24775
CERK	-0.940125
AP3S2	0.403928571428571
ANKS4B	-1.459
CLCNKA	0.0181666666666667
ZNF208	0.442833333333333
HLA-DRB5	4.082
CARKL	-0.538
GOT1	-0.692333333333333
CASP6	1.898125
HOXA1	-0.5525
RCL1	-0.529
ZNF181	1.001
RAB40B	1.3475
MRPL38	-0.601125
LRRN2	3.04725
C3orf25	1.922
OR5D14	0.108
OR10AG1	-0.0135
BET1L	0.3262
FRY	4.1945
AK3L1	-1.38125
CSF3R	2.2515
POLR3K	-0.00116666666666667
ATG2B	1.2825
EPS8	0.0143333333333333
DARS	-0.53225
C10orf56	-0.235
DAD1	0.225333333333333
RIOK1	-0.519333333333333
HERC2	0.04775
HSD11B2	0.9155
FAM96B	-0.649
MGC13057	-3.51728571428571
BSN	-0.0905
CAND1	-0.1195
HCST	1.046
ACTR10	0.273333333333333
OR8D4	0.706
NASP	-1.2912
COL9A2	0.6345
LYZL1	-1.064
GPC5	-3.747
TBL3	-0.257166666666667
CENTD2	0.5875
OR5AP2	0.333
TLR1	2.08425
LMO6	-0.02075
ZIC2	-3.262875
CPNE5	0.78675
ZMYND15	1.648
FLJ22374	-1.86425
CCDC106	0.367
PARP16	-0.3105
PDIA3	0.48575
C14orf126	-0.3115
CECR2	0.003
SFRS1	-0.760285714285714
FIGLA	0.6985
DCP1A	0.178666666666667
MGC45800	-2.1212
TEKT1	0.785833333333333
C10orf67	0.139
CLN5	0.75075
NTN2L	-0.2055
GLE1L	-0.08825
CES2	-0.1103
GNAS	0.476444444444445
DDX53	0.872
TSPAN13	3.4795
MRPL52	-0.9397
SPIRE2	-0.2505
TAS2R39	0.30775
SCUBE3	1.75875
UCRC	-0.4243
CDKL3	0.136
KIAA1715	-0.5734
ZNF345	2.13775
RTF1	0.127375
DHRS7	0.5305
RIPK4	-1.41583333333333
EXOSC2	-1.62183333333333
MS4A2	2.8615
FGF17	-0.38125
WDR59	-0.8205
EVI2A	-0.95875
IL17RC	1.27783333333333
HS3ST1	1.5365
ITGB1BP2	-2.2005
RBPJ	-0.978
GIMAP1	2.443
INE1	0.471166666666667
ALDH18A1	0.83725
TPI1	-1.936875
GATA6	-0.133
CABP1	-1.29233333333333
ZNF484	0.465
DAPK3	0.2505
GJB1	-1.51325
PIN1	-0.333
SLC6A15	-3.98716666666667
CNO	0.02775
RIN2	1.862625
FRRS1	-1.2325
CYorf15B	-4.61071428571429
DMRT3	1.01475
ATAD1	-0.087375
OTUD4	-0.177333333333333
ATOH8	-1.786
ZSCAN16	1.194125
ASCC1	-0.3995
OTUD3	1.098625
MGC33212	0.3895
YME1L1	0.168
RP11-218C14.6	0.5155
PCBP4	-0.55875
TNFRSF10A	1.3045
CDH10	-4.1035
KL	2.193
SCP2	0.318333333333333
C9orf119	-0.157375
SON	0.207
MAFK	-0.5215
SBNO2	0.7465
SLC6A6	-0.389166666666667
SC4MOL	-1.255
FAM35B	0.19875
PPP1R9A	2.058375
PDZRN3	1.18375
CXorf20	1.658
C6orf126	1.97
AVEN	-1.2135
FLJ21075	-2.812
C14orf132	0.338
PCK2	0.21
GUCY2C	0.2995
BARX2	1.075
PEX11G	1.928
DAO	-1.63116666666667
C10orf49	-0.116
EDNRA	1.3895
PPP2R5A	2.263
DDX39	-1.9265
SERF1A	-0.256
ASCIZ	0.0446
FNDC8	-0.00749999999999999
PTMS	-0.34375
PHF7	2.29025
PIP4K2B	-0.1303125
HHLA2	-0.073
BDH2	1.1043
APOBEC2	-0.75075
PENK	0.650166666666667
SMAD9	-1.516
MT3	-1.45
RGL1	-0.430625
ATG10	-0.8495
DLGAP4	0.983666666666667
APPBP2	-0.885857142857143
BACE2	-0.856357142857143
LOC339344	0.4985
ZNF395	1.250375
HIST1H2BL	0.2745
ZNF467	1.15475
SLC25A21	-0.75775
PALM2	-0.311833333333333
NSUN5C	-0.2965
IL5	0.1371
CLSTN2	3.44875
ANXA8L2	-2.42875
PTGES	0.6205
GDAP1L1	-2.68516666666667
OPRK1	-0.906833333333333
WDR20	0.4355
C12orf4	0.044875
NUP88	-0.56
XRCC6BP1	-0.7645
FCGBP	3.32185714285714
LEMD2	0.32075
NOMO1	0.71075
C10orf79	3.52825
ZNF79	0.8573
OCRL	0.2979
HSPA8	-0.475791666666667
DIDO1	-0.0789583333333334
PLA2R1	2.8715
COG3	0.3742
NGDN	-0.5235
CBFA2T2	0.493625
PNOC	-3.5875
PRRG1	-0.744583333333333
AGGF1	0.0670714285714286
DPF2	0.05025
YIPF7	0.3555
TRPV5	0.534
ZNF322B	1.088
MED12	0.534833333333333
CARS	-0.117833333333333
ABCC11	3.901
C9orf25	-0.219
MYH1	0.17
FRYL	0.754916666666667
AGTRAP	0.1455
MMP27	0.248
ZNF432	0.38175
OR8D1	0.1275
OR13D1	0.17925
VWA1	1.6655
STON1	-1.9355
IL5RA	-0.98125
PERP	0.2631
C10orf107	0.513666666666667
TNFSF12	1.8385
FN1	-0.662916666666666
MTR	0.120333333333333
PHLPPL	-0.299666666666667
ZNF425	1.584
DHFR	-1.34744444444444
PPP1R12A	0.69525
RSPO2	-2.35657142857143
ZNF7	0.04725
ZNF583	0.6695
TPMT	-0.433166666666667
GPR132	1.0255
OR2T12	-0.9065
SERTAD2	-0.0964
ATP1A1	-0.0637
FRMPD3	0.6055
ZNF672	0.293
PLXNB3	0.350875
EML5	0.3145
FAIM3	1.1645
UBQLN2	1.30375
SORCS2	0.82125
PRIM2	-1.759
ACVR2A	-0.303
YWHAZ	-0.660166666666667
PGM2L1	0.870571428571428
GNAO1	0.810571428571429
RPL10	0.1471
RPS6KA6	0.8285
PFKL	-0.5855
SH3D19	-0.2495
AURKB	-3.18683333333333
ZC3H6	1.617625
DISC1	-0.631
FLJ39660	-3.16216666666667
TMEM25	3.473
OSBPL10	0.191
CLTCL1	-2.31966666666667
ALG6	-0.209
CATSPER4	-0.195
LRTM1	-0.304
RRAD	0.1135
TIPIN	-1.77
CARD14	1.39275
RBM9	0.134
RASSF4	0.04325
SLC25A18	-0.449
C6orf58	-1.1175
IGHD	0.0745
PLA2G6	-0.0785
TPT1	0.892
SEC63	1.3375
CCDC113	0.9776
TDRD10	1.121
KIAA1666	-0.645375
TOR1AIP1	1.31583333333333
SYTL4	2.27716666666667
SPRR2F	-1.762
CEBPD	2.27775
SNTG2	-1.0705
C20orf77	-0.344666666666667
TAS2R49	0.315
C6orf173	-2.78366666666667
SVEP1	0.0311
PXN	-0.105785714285714
VIL2	1.39358333333333
C5orf21	1.12816666666667
DIXDC1	0.2525
GANAB	-0.207166666666667
PDSS1	-1.5625
NGFR	-0.671625
ATP8B4	1.521
BMP8A	0.1815
CCDC132	-0.24275
GNRH1	-0.74125
OR10T2	-0.4025
PDGFD	2.1495
OR6W1P	0.375
HARS	-0.21725
KRT77	-0.611
AQP8	-0.7025
ITGB1	0.2433
ZNF254	0.3727
PAX1	-0.3185
PSMC4	-0.7019
ANKRD22	3.6715
PSMD8	-0.1755
HTR1E	-0.999666666666667
SOX10	-3.1671
OR5B2	0.0745
RABGEF1	-0.831214285714286
MAP1LC3B	-0.746
CYB5R4	0.3875
AGXT2L1	2.05625
FLJ41603	2.01133333333333
TRAPPC2	0.256833333333333
FNTB	0.5723
FLJ14107	0.0508333333333333
AURKAIP1	-0.1025
DSE	0.89575
NFKBIZ	2.92466666666667
OSBPL3	-1.95
LOC130576	2.0085
SLC39A9	0.944833333333333
LOC137886	0.038
RHCE	-2.4865
ATG7	0.246
FAM82A	0.304333333333333
FBN3	-0.4415
MCFD2	-1.26283333333333
CASP14	-0.0975
EPS15	-0.0761666666666667
SFRS2B	0.9625
C19orf47	0.363
PLAC9	1.0915
GPR23	-0.6555
BTNL3	-0.0113333333333333
RGS8	0.7
GNS	0.09625
ENO2	-1.53966666666667
CBX1	1.2187
PEX26	0.3195
LRP5	0.315
ADAMTSL4	-2.875
ARR3	0.476166666666667
MAP1A	-0.675
CD2	1.818
NAV2	-0.4474375
TMEM69	-0.13525
ATXN7	-0.549166666666667
CHN2	0.709833333333333
ZNF781	-0.0611666666666667
HAS2	-5.268
KIAA0241	-0.716
BIC	0.2565
MOBKL2A	-0.53475
CYP2C9	0.025
CNOT7	0.110642857142857
SFRS10	-0.19225
CST11	0.1825
FLJ37543	-0.221
NKAP	-0.439
RUNX1T1	2.19025
EAF1	0.0028
IL4I1	0.554
LRRC61	-0.264333333333333
PSIP1	-2.42825
SPRR4	-0.575
ZFP90	1.208
AP2B1	-0.571538461538462
SLC30A7	0.2435
C7orf28A	0.208666666666667
S100B	-3.62033333333333
BMP2	-2.656625
ESR1	4.92633333333333
ZFPL1	0.158
ARHGAP12	0.505
LRRC19	0.2412
ZNF767	0.544333333333333
NACA	0.3474
OLIG1	-3.211125
PRF1	0.49975
LST1	2.45583333333333
SPATA9	-0.0718333333333333
CNFN	0.623
CDK4	-1.1071
TCF15	-1.50816666666667
PARC	0.43825
PPM2C	3.231
LOC283345	0.8515
FAM107B	0.36275
DMXL1	0.163625
RBM3	0.692125
HTR5A	-1.951
SCFD1	-0.164
EPHB3	2.0395
ROPN1L	1.23133333333333
RAMP3	4.118
TSPYL5	-0.0638181818181818
GAP43	-3.2215
PAPD4	-0.041
PDE3A	-2.73275
TNFRSF10C	1.2435
JMJD5	0.3625
RASGEF1A	1.4816
C16orf65	0.6865
HIPK3	0.394666666666667
XYLT2	0.26875
XPOT	-1.43466666666667
GAL3ST1	-2.599
DHCR7	-1.943
AMIGO3	-0.1995
FGFR4	-3.10816666666667
CRAT	2.0095
PPP1R14D	-0.414
TRIM14	0.9408
TMPRSS11D	0.5185
SLC7A11	-2.89464285714286
OR10H2	0.1145
PPM1E	-2.0081
DOCK4	0.249375
FAM127A	-1.19525
ENOPH1	-1.07075
SLC5A3	-1.3273
ZNF530	0.9101
NTS	-6.65525
FRMD4A	0.55225
BCL11B	-4.41016666666667
PRM1	-0.506
UQCC	-0.4011
S100A16	0.925166666666667
PLS3	-2.08575
WWOX	2.0065
CCDC23	0.23825
GTSE1	-2.68566666666667
GP2	3.9395
FLJ32549	-0.1085
CHIT1	1.617
KLF9	0.30525
RPS24	0.4938
MIA	-4.60325
FIGN	-0.5225
PYROXD1	0.183875
PCSK2	-1.143
MRPL9	-0.04675
RPL24	0.247
C12orf32	-0.698375
HIST1H2BE	0.20725
RGS18	3.1635
LFNG	2.019
RAB4B	0.7638
FBXO25	0.895666666666667
TSPAN31	0.936333333333333
ARL8A	0.643357142857143
C10orf83	-0.1443
OR51B6	0.04
CNKSR2	-0.162
C1orf156	1.1065
IBSP	2.7865
GFRA2	0.0701
ALKBH7	0.4876
NEK10	4.4915
VN1R3	0.0813333333333333
LOC91948	-0.1225
CPZ	-1.339
IHPK3	-0.184833333333333
COL8A1	0.5055
RBPJL	0.225
OR10A4	0.41425
CASP8AP2	-0.677875
MMP12	-2.4785
OR8B12	-0.3795
CDCA5	-3.352
LIX1L	-2.196
PEX11B	1.3795
GABRA1	-0.1755
HABP2	-0.127
REEP1	3.8955
FBXO15	2.71125
CD68	0.55925
WFDC9	0.6015
GHDC	0.238166666666667
SMARCA1	-0.39025
SPAST	-0.527833333333333
PLXND1	-0.654833333333333
MLCK	-1.055
INTS5	0.791333333333334
BSG	-1.31742857142857
PARP8	0.773166666666667
TEAD4	-0.976333333333333
ZNF498	-0.655875
TMEM89	-0.917666666666667
DTX4	-0.837625
TNRC6B	0.193875
ARMC2	-0.2965
FGFBP1	-4.62583333333333
TIMM8A	-1.6515
AJAP1	-2.364
ZNF608	1.2685
SLC25A42	-0.263375
SYP	-0.1305
MMP11	3.01083333333333
USP40	1.1137
C3orf62	0.638
MYO1E	-1.7336
LRFN4	-1.2905
XCL1	-0.56
GPR155	0.571625
VPS29	-0.187625
CARHSP1	-0.89325
ARHGAP20	-0.343
GREM2	-1.22564285714286
CCDC102B	1.654
ZNF577	1.16366666666667
HDDC2	-0.94225
SHC2	0.7235
NCOA5	0.636666666666667
INPPL1	-0.318
CHGB	-3.685
IHH	0.1185
DDEF2	-1.04775
DIAPH3	-3.39590476190476
BUB3	0.457666666666667
GGH	-3.03411111111111
VPS35	-0.1542
CNN2	0.385083333333333
ASNA1	-0.37225
WDTC1	0.66075
AMAC1	-0.6205
HAS3	-2.92766666666667
SLC1A6	-2.98016666666667
ZNF563	0.1135
C1S	1.3225
TCF7L1	2.797875
OR10Z1	0.5735
ME2	-1.4133
C6orf151	-1.1215
KPNA4	-0.6888
GLO1	-0.67475
WDR61	-0.430333333333333
CD302	1.47
SIRT7	0.287666666666667
C11orf59	0.4895
PKIG	-0.44925
PPIL3	-0.1865
CCDC74B	2.2425
ZNF528	1.031
EFNA5	-1.1725
FCGRT	1.17725
NOL4	0.1594
CCS	-0.021
LOC374491	-0.27975
MFSD7	3.405
ZNF555	0.33025
LIMS3	-1.927
TSSC4	0.109666666666667
COL11A2	-1.6915
C1orf119	0.676
BPNT1	0.720875
CHRNA6	1.8405
C1orf173	4.8848
PLD2	1.17325
ORC1L	-3.8215
SASH1	1.262375
CDC14B	-0.1805
RLBP1L1	0.3895
LDLRAP1	0.00809999999999995
NAT8B	-0.482833333333333
HHEX	-0.634
LGALS7	-0.0615
PLCH1	-0.422875
OR1M1	0.4195
PRAMEF16	-0.2395
HECTD1	-0.073
C14orf39	-0.076
TLN2	0.9281
HDAC4	-1.721
SYCP2L	-1.3995
GLRA1	-0.6855
RPS6	0.279875
hCG_1757335	-0.5995
KLHL1	-0.122
CTNNBIP1	0.757333333333333
SCAND2	0.4733
HMGN2	-0.2278
YAF2	0.3965
BRPF1	0.57775
LIAS	0.2505
CTA-246H3.1	-3.424
SAG	2.66275
C20orf10	0.98725
HNRNPA2B1	-0.231333333333333
GADD45A	0.0381666666666667
MSH4	0.1175
TMEM70	-0.77375
HIST1H2AM	0.234125
C19orf26	-0.149166666666667
C1orf50	-0.0625
GNG3	1.06125
FTO	-0.67
CALCB	-1.6195
PPP3R1	-0.3865
C15orf42	-3.618
CCNJ	-1.628
GNAZ	-0.873266666666667
PSD	-0.0693333333333333
FAM57A	-2.49725
STIM2	0.382166666666667
DHX8	-0.162
MOGAT3	-0.75575
UBE3B	1.42116666666667
PLAT	-0.0143333333333333
C6orf206	0.1405
COPE	-1.0563
EIF3A	0.848875
C1QL2	-0.6805
IQCE	0.406916666666667
KIAA0182	0.22525
SLC22A7	-0.5036
PPFIA2	0.5065
ADAMTS15	2.146
ODZ1	-1.384
THBS4	4.20333333333333
ARHGAP1	0.9865
B4GALNT3	0.261333333333333
FCHO1	-3.1915
LOC440456	0.10425
HOXD10	0.848833333333333
CXCR3	0.0273333333333333
CHI3L2	0.124375
SRPX2	0.29275
ZNF132	1.92683333333333
UBAC2	0.670166666666667
RPL32P3	0.455
CBWD6	0.5135
ST6GALNAC4	-0.244
KIAA0391	-0.1145
LOC388969	0.50225
KRTAP5-8	0.436833333333333
ZNF786	0.5685
LYVE1	1.1405
GPR144	-0.3155
APOH	-6.0465
TSC22D2	0.7225
PLCD1	0.31525
FLG2	1.4885
M-RIP	0.3198
NDUFV1	-0.583
POLDIP2	0.289666666666667
RAB3GAP2	0.555666666666667
RPSAP15	-0.67125
CLEC7A	1.287
HSPA14	-0.39575
TAAR5	0.07025
FAM132A	-2.1645
C2orf43	-1.10625
OR10V1	-0.0355
SELPLG	0.6605
C1QTNF6	-0.920333333333333
OPCML	0.1535
DTYMK	-1.2455
ALDH16A1	-0.365
F13B	-2.8255
MGC16169	1.02175
KIRREL2	-2.70783333333333
C14orf32	-0.290833333333333
SLAIN2	0.7175
HSD3B2	-0.731
AMMECR1L	0.1552
LRRC37B	-0.9315
HMG20A	-0.754666666666667
C22orf27	0.1719
FBXL22	-0.493
AP1B1	0.420333333333333
TNKS1BP1	1.092
CD74	3.31475
HSPA12B	1.66333333333333
PLSCR1	-0.434666666666667
SLC35E1	0.778666666666667
