Hybridization REF	TCGA-BH-A0DG-01A-21R-A12P-07
NRSN2	0.58025
OR52K2	0.0585
SPOCK1	1.69807142857143
H2AFY	0.501
RXRB	-1.0005
ZNF638	-0.178
ANKRD45	-0.51725
ACTN4	-0.4885
FXC1	0.62175
EIF2B5	-0.53125
VPS33A	-0.1825
PINK1	-0.133375
FAM106A	0.2525
SKIP	2.6995
GAPDHS	0.523
MUM1L1	2.02775
PSTPIP1	1.0945
CNTNAP1	-1.9251
CYP26A1	-0.154
APOL2	1.0169
TACC2	0.152375
COX7A2L	0.144642857142857
HSD17B1	0.670875
ARRB2	-0.12325
SLC7A6	-0.436
HSD17B10	-0.3585
RBJ	-0.052
NUP155	-1.751
MRPL10	-1.14416666666667
CYCS	-1.5375
CCDC46	1.4535
TECTA	-0.083
GNAL	-0.0175
LPO	2.942
PEBP4	1.14575
DDX11	-2.29825
C18orf12	0.6295
TAF9B	-0.850916666666667
IMP4	0.642
RPA4	-0.2585
NDUFS1	-0.55725
UPK1A	-0.788333333333333
ARRDC2	0.354166666666667
C18orf20	-0.0635
AES	0.295
CD2BP2	0.2935
C16orf54	0.2255
UGT2B17	1.9065
FGFR1	-0.334
CEACAM6	5.7164
CHRM5	0.773
CERK	-0.4205
AP3S2	0.0191428571428571
ANKS4B	-1.2385
CLCNKA	0.1325
ZNF208	-0.314166666666667
HLA-DRB5	5.0545
CARKL	0.90675
GOT1	-0.631666666666667
CASP6	0.931125
HOXA1	-0.0475
RCL1	0.018
ZNF181	0.528166666666667
RAB40B	1.4665
MRPL38	0.90825
LRRN2	-0.212
C3orf25	-0.093
OR5D14	0.407
OR10AG1	0.7455
BET1L	0.9547
FRY	3.81975
AK3L1	-1.5615
CSF3R	1.3
POLR3K	-0.446
ATG2B	0.322833333333333
EPS8	0.0625
DARS	-1.17625
C10orf56	0.601333333333333
DAD1	0.813833333333333
RIOK1	-0.9955
HERC2	-0.22375
HSD11B2	0.480166666666667
FAM96B	-0.405
MGC13057	-1.80625
BSN	-0.36425
CAND1	-0.225166666666667
HCST	2.47125
ACTR10	0.433666666666667
OR8D4	0.6925
NASP	-1.7577
COL9A2	-0.6345
LYZL1	-1.0855
GPC5	-1.841
TBL3	-1.00266666666667
CENTD2	0.4142
OR5AP2	-0.18275
TLR1	2.66175
LMO6	-0.375
ZIC2	-3.388875
CPNE5	0.7365
ZMYND15	1.3855
FLJ22374	0.61825
CCDC106	-0.65875
PARP16	-0.26625
PDIA3	-0.1135
C14orf126	0.36975
CECR2	-0.9865
SFRS1	-0.356142857142857
FIGLA	0.7335
DCP1A	-0.572833333333333
MGC45800	-1.1944
TEKT1	-0.2205
C10orf67	-0.8185
CLN5	0.759625
NTN2L	0.0675
GLE1L	-0.57525
CES2	-0.4493
GNAS	0.258722222222222
DDX53	-1.137
TSPAN13	2.31775
MRPL52	-0.3806
SPIRE2	-0.39975
TAS2R39	0.09725
SCUBE3	-0.1645
UCRC	0.5691
CDKL3	-0.391
KIAA1715	-0.5037
ZNF345	1.051
RTF1	-0.01225
DHRS7	1.47325
RIPK4	-1.89783333333333
EXOSC2	-1.38633333333333
MS4A2	3.33025
FGF17	-0.03575
WDR59	-0.772125
EVI2A	-0.48975
IL17RC	1.17866666666667
HS3ST1	3.27775
ITGB1BP2	-1.319
RBPJ	-0.683
GIMAP1	3.7885
INE1	-0.8695
ALDH18A1	0.081125
TPI1	-1.6115
GATA6	0.27625
CABP1	-0.970166666666667
ZNF484	0.911
DAPK3	0.595
GJB1	-2.78941666666667
PIN1	-0.2775
SLC6A15	-4.56375
CNO	0.4515
RIN2	3.068875
FRRS1	1.127
CYorf15B	-5.06757142857143
DMRT3	2.47375
ATAD1	0.01125
OTUD4	0.00394444444444444
ATOH8	-1.3005
ZSCAN16	1.200875
ASCC1	-0.45075
OTUD3	0.435375
MGC33212	-0.104166666666667
YME1L1	-0.203875
RP11-218C14.6	-0.5675
PCBP4	-0.43575
TNFRSF10A	-0.27725
CDH10	-4.4
KL	2.252875
SCP2	0.876416666666667
C9orf119	-0.15775
SON	-0.4725
MAFK	0.2215
SBNO2	0.01
SLC6A6	0.219833333333333
SC4MOL	0.665625
FAM35B	0.03775
PPP1R9A	1.327125
PDZRN3	0.410125
CXorf20	0.093
C6orf126	2.0455
AVEN	-0.00175
FLJ21075	-2.363
C14orf132	0.948
PCK2	0.04975
GUCY2C	0.149
BARX2	0.138
PEX11G	0.6655
DAO	-1.60616666666667
C10orf49	0.43875
EDNRA	3.09866666666667
PPP2R5A	0.9195
DDX39	-0.3215
SERF1A	-0.21275
ASCIZ	0.3543
FNDC8	-0.0425
PTMS	0.88575
PHF7	0.1105
PIP4K2B	-0.0443125
HHLA2	-0.00524999999999998
BDH2	0.7364
APOBEC2	-1.35775
PENK	0.5465
SMAD9	-0.8575
MT3	-1.1725
RGL1	0.895875
ATG10	-0.936375
DLGAP4	0.118833333333333
APPBP2	1.82464285714286
BACE2	-0.380857142857143
LOC339344	0.626166666666667
ZNF395	-1.0485625
HIST1H2BL	0.8285
ZNF467	1.4205
SLC25A21	-1.31575
PALM2	-0.751333333333333
NSUN5C	-0.79275
IL5	-0.306
CLSTN2	3.63675
ANXA8L2	0.41475
PTGES	0.04525
GDAP1L1	-2.10316666666667
OPRK1	-1.9815
WDR20	0.29625
C12orf4	-0.0745
NUP88	-0.27475
XRCC6BP1	-0.6095
FCGBP	1.31335714285714
LEMD2	-0.06775
NOMO1	-0.3075
C10orf79	0.754125
ZNF79	0.5003
OCRL	-0.017
HSPA8	-0.619833333333333
DIDO1	0.0324166666666666
PLA2R1	1.837
COG3	0.4277
NGDN	0.188
CBFA2T2	0.164
PNOC	0.33225
PRRG1	0.330666666666667
AGGF1	0.303285714285714
DPF2	-0.6015
YIPF7	0.571
TRPV5	0.17775
ZNF322B	1.474
MED12	-0.0931666666666667
CARS	-0.8265
ABCC11	5.17316666666667
C9orf25	0.452
MYH1	1.548
FRYL	0.518083333333333
AGTRAP	0.4415
MMP27	1.5685
ZNF432	0.053625
OR8D1	0.492
OR13D1	-0.267
VWA1	2.518
STON1	1.16625
IL5RA	0.02275
PERP	1.0824
C10orf107	-0.108333333333333
TNFSF12	2.5095
FN1	1.039125
MTR	-0.0758333333333333
PHLPPL	0.0965
ZNF425	0.48125
DHFR	-1.87311111111111
PPP1R12A	0.173
RSPO2	-3.3085
ZNF7	-0.725
ZNF583	0.9005
TPMT	-0.7705
GPR132	1.051625
OR2T12	-0.40725
SERTAD2	0.2412
ATP1A1	-1.0628
FRMPD3	0.9335
ZNF672	0.14575
PLXNB3	-0.25375
EML5	-0.307
FAIM3	0.6005
UBQLN2	0.4405
SORCS2	1.778
PRIM2	-1.889
ACVR2A	0.833333333333333
YWHAZ	-0.0575833333333333
PGM2L1	1.731625
GNAO1	-0.139857142857143
RPL10	0.1181
RPS6KA6	1.5
PFKL	-0.531166666666667
SH3D19	0.80775
AURKB	-2.24266666666667
ZC3H6	0.932125
DISC1	0.280666666666667
FLJ39660	-2.84383333333333
TMEM25	1.237625
OSBPL10	0.797625
CLTCL1	-1.12233333333333
ALG6	-0.1355
CATSPER4	-0.1815
LRTM1	0.442
RRAD	0.838333333333333
TIPIN	-1.85
CARD14	0.06675
RBM9	-0.241333333333333
RASSF4	0.50175
SLC25A18	-0.874166666666667
C6orf58	-0.586666666666667
IGHD	0.5965
PLA2G6	-0.003
TPT1	0.984375
SEC63	0.2122
CCDC113	0.0538
TDRD10	0.703625
KIAA1666	0.394
TOR1AIP1	0.478333333333333
SYTL4	1.36866666666667
SPRR2F	-1.435
CEBPD	2.30725
SNTG2	-0.509
C20orf77	-0.5145
TAS2R49	-1.836
C6orf173	-0.750833333333333
SVEP1	1.0968
PXN	-0.470714285714286
VIL2	0.905583333333333
C5orf21	0.85075
DIXDC1	0.20425
GANAB	-0.952666666666667
PDSS1	-1.44025
NGFR	0.42225
ATP8B4	1.74225
BMP8A	-0.274
CCDC132	0.154666666666667
GNRH1	-0.68125
OR10T2	-0.58875
PDGFD	3.27083333333333
OR6W1P	0.26
HARS	-0.502166666666667
KRT77	0.1435
AQP8	-0.2775
ITGB1	0.6083
ZNF254	0.4411
PAX1	0.155333333333333
PSMC4	-0.2142
ANKRD22	4.45
PSMD8	0.0346666666666667
HTR1E	-1.14216666666667
SOX10	-1.5184
OR5B2	0.451
RABGEF1	-0.550714285714286
MAP1LC3B	-0.101
CYB5R4	0.84325
AGXT2L1	-4.3855
FLJ41603	1.93683333333333
TRAPPC2	0.588833333333333
FNTB	0.3384
FLJ14107	-0.843
AURKAIP1	2.0495
DSE	2.00375
NFKBIZ	0.0448333333333333
OSBPL3	-1.52033333333333
LOC130576	0.2985
SLC39A9	0.872
LOC137886	-0.074
RHCE	-2.4495
ATG7	0.292166666666667
FAM82A	0.764666666666667
FBN3	-0.3905
MCFD2	-0.931
CASP14	-0.1575
EPS15	0.951333333333333
SFRS2B	0.102083333333333
C19orf47	-0.519
PLAC9	1.6665
GPR23	0.1925
BTNL3	-0.844333333333333
RGS8	0.482
GNS	0.57275
ENO2	-3.17283333333333
CBX1	-0.28
PEX26	0.287
LRP5	-0.308
ADAMTSL4	-2.11533333333333
ARR3	0.262833333333333
MAP1A	0.2655
CD2	4.62825
NAV2	-0.9181875
TMEM69	-0.415
ATXN7	-1.162
CHN2	-0.301666666666667
ZNF781	-0.3775
HAS2	-3.27066666666667
KIAA0241	-0.689
BIC	1.339
MOBKL2A	0.17625
CYP2C9	-0.082
CNOT7	-0.769642857142857
SFRS10	-0.72525
CST11	0.651
FLJ37543	0.5575
NKAP	-0.89325
RUNX1T1	3.446
EAF1	0.3561
IL4I1	2.8055
LRRC61	-0.553666666666667
PSIP1	-1.70066666666667
SPRR4	0.4975
ZFP90	0.206
AP2B1	-0.418
SLC30A7	1.31216666666667
C7orf28A	0.186166666666667
S100B	-1.19483333333333
BMP2	-2.190625
ESR1	2.64091666666667
ZFPL1	-0.07075
ARHGAP12	0.5995
LRRC19	0.184166666666667
ZNF767	-1.09483333333333
NACA	-0.1297
OLIG1	-2.333125
PRF1	1.19125
LST1	3.17083333333333
SPATA9	-0.709
CNFN	0.9705
CDK4	-0.6436
TCF15	-0.792666666666667
PARC	-0.21925
PPM2C	1.1185
LOC283345	-0.903
FAM107B	0.71225
DMXL1	-0.217125
RBM3	0.158375
HTR5A	-1.6455
SCFD1	-0.127
EPHB3	2.632375
ROPN1L	-0.915166666666667
RAMP3	1.3065
TSPYL5	3.34818181818182
GAP43	-3.38
PAPD4	-0.061
PDE3A	-2.013
TNFRSF10C	0.17925
JMJD5	-0.4095
RASGEF1A	0.471
C16orf65	0.165833333333333
HIPK3	1.103
XYLT2	1.50675
XPOT	-1.7135
GAL3ST1	-1.988
DHCR7	0.3135
AMIGO3	0.0738333333333333
FGFR4	-1.27733333333333
CRAT	1.4235
PPP1R14D	0.119
TRIM14	0.5195
TMPRSS11D	-0.429
SLC7A11	-3.1125
OR10H2	0.29125
PPM1E	-2.2269
DOCK4	0.555125
FAM127A	0.5275
ENOPH1	-0.4145
SLC5A3	-0.1638
ZNF530	0.0167
NTS	-6.28725
FRMD4A	0.6715
BCL11B	-2.05416666666667
PRM1	-0.2645
UQCC	-1.1653
S100A16	1.34133333333333
PLS3	-0.0535
WWOX	-0.184642857142857
CCDC23	0.7455
GTSE1	-1.667
GP2	5.091
FLJ32549	0.04675
CHIT1	4.57075
KLF9	0.13875
RPS24	0.4298
MIA	-0.37125
FIGN	0.014
PYROXD1	-0.639375
PCSK2	0.550375
MRPL9	0.19
RPL24	-0.042375
C12orf32	-1.56625
HIST1H2BE	1.03375
RGS18	4.2835
LFNG	2.62725
RAB4B	0.1135
FBXO25	-0.657666666666667
TSPAN31	0.665166666666667
ARL8A	0.746071428571429
C10orf83	-0.5205
OR51B6	0.386
CNKSR2	0.33125
C1orf156	0.72325
IBSP	1.6905
GFRA2	0.986
ALKBH7	1.5587
NEK10	2.4355
VN1R3	0.462166666666667
LOC91948	0.0345
CPZ	-0.316
IHPK3	-0.0403333333333333
COL8A1	1.362
RBPJL	-0.0605
OR10A4	0.20725
CASP8AP2	-0.762875
MMP12	2.7195
OR8B12	0.1215
CDCA5	-2.0635
LIX1L	-1.1695
PEX11B	0.88975
GABRA1	0.2005
HABP2	0.633
REEP1	1.126
FBXO15	2.80625
CD68	1.368
WFDC9	-0.3755
GHDC	0.00516666666666667
SMARCA1	-0.05525
SPAST	0.551666666666667
PLXND1	-0.101666666666667
MLCK	-1.389
INTS5	-0.0613333333333333
BSG	-0.7875
PARP8	1.304
TEAD4	-1.37633333333333
ZNF498	-0.40375
TMEM89	-0.452333333333333
DTX4	1.077625
TNRC6B	0.4838125
ARMC2	-0.626375
FGFBP1	-0.936333333333333
TIMM8A	-0.897666666666667
AJAP1	-1.7143
ZNF608	0.342
SLC25A42	-0.900125
SYP	-0.0456666666666667
MMP11	3.53116666666667
USP40	0.24
C3orf62	-0.574333333333333
MYO1E	-0.5348
LRFN4	-0.529
XCL1	2.3965
GPR155	0.752625
VPS29	0.24275
CARHSP1	-0.21125
ARHGAP20	1.53683333333333
GREM2	0.239
CCDC102B	3.631
ZNF577	0.194
HDDC2	-0.70175
SHC2	2.0133
NCOA5	1.01216666666667
INPPL1	-0.5875
CHGB	-2.71
IHH	-0.119
DDEF2	0.227833333333333
DIAPH3	-2.53980952380952
BUB3	-0.209
GGH	-2.04411111111111
VPS35	0.2242
CNN2	0.647083333333333
ASNA1	-0.59675
WDTC1	0.3155
AMAC1	1.169
HAS3	-0.557333333333333
SLC1A6	-1.8985
ZNF563	-0.4745
C1S	3.99475
TCF7L1	0.229625
OR10Z1	-0.064
ME2	-0.6188
C6orf151	-1.03775
KPNA4	0.2683
GLO1	-0.962875
WDR61	-0.392333333333333
CD302	0.97375
SIRT7	-0.0196666666666667
C11orf59	0.59175
PKIG	-0.613
PPIL3	-1.31175
CCDC74B	1.03175
ZNF528	0.84325
EFNA5	0.1875
FCGRT	1.78425
NOL4	-0.3717
CCS	0.3245
LOC374491	1.23975
MFSD7	3.6705
ZNF555	0.31125
LIMS3	-1.212
TSSC4	0.862
COL11A2	-1.37
C1orf119	0.00166666666666666
BPNT1	0.187125
CHRNA6	1.4915
C1orf173	2.4935
PLD2	0.566
ORC1L	-3.155
SASH1	1.67175
CDC14B	-0.674625
RLBP1L1	-0.575333333333333
LDLRAP1	-0.7681
NAT8B	-0.0783333333333333
HHEX	-1.608
LGALS7	1.9815
PLCH1	-1.215
OR1M1	0.002
PRAMEF16	-0.879
HECTD1	-0.253
C14orf39	-0.0805
TLN2	-0.0345
HDAC4	-0.803571428571428
SYCP2L	-3.1595
GLRA1	-0.0850000000000001
RPS6	0.012
hCG_1757335	-0.4805
KLHL1	0.0165
CTNNBIP1	0.0473333333333333
SCAND2	-1.0651
HMGN2	-0.4199
YAF2	0.286
BRPF1	-0.43375
LIAS	-1.1315
CTA-246H3.1	-1.2255
SAG	0.42875
C20orf10	-0.01725
HNRNPA2B1	-1.13416666666667
GADD45A	-1.88966666666667
MSH4	-0.3715
TMEM70	-0.0595
HIST1H2AM	1.83875
C19orf26	0.016
C1orf50	0.496
GNG3	-0.22175
FTO	0.28525
CALCB	-1.1435
PPP3R1	0.059125
C15orf42	-2.363125
CCNJ	0.26
GNAZ	-0.383266666666667
PSD	0.0965
FAM57A	-0.896
STIM2	0.6155
DHX8	-0.41325
MOGAT3	-1.246
UBE3B	0.532166666666667
PLAT	1.5535
C6orf206	2.6385
COPE	-0.0488
EIF3A	-0.104875
C1QL2	-0.182
IQCE	0.357583333333333
KIAA0182	-0.16825
SLC22A7	-0.3598
PPFIA2	0.7555
ADAMTS15	0.447
ODZ1	-0.845
THBS4	4.35583333333333
ARHGAP1	1.366125
B4GALNT3	-0.127
FCHO1	-1.7375
LOC440456	0.0815
HOXD10	-0.381333333333333
CXCR3	2.89083333333333
CHI3L2	-1.4145
SRPX2	2.88
ZNF132	0.693333333333333
UBAC2	-0.0726666666666667
RPL32P3	-1.2255
CBWD6	-0.4565
ST6GALNAC4	-0.6485
KIAA0391	0.4995
LOC388969	1.0705
KRTAP5-8	-0.3925
ZNF786	0.02975
LYVE1	4.9935
GPR144	0.05925
APOH	-5.778
TSC22D2	-0.544166666666667
PLCD1	0.0545
FLG2	0.3965
M-RIP	-0.2371
NDUFV1	-0.401
POLDIP2	-0.275
RAB3GAP2	0.829166666666667
RPSAP15	-0.75775
CLEC7A	1.9975
HSPA14	-0.9215
TAAR5	0.3275
FAM132A	1.15325
C2orf43	0.154
OR10V1	0.3225
SELPLG	0.89375
C1QTNF6	0.946166666666667
OPCML	2.1827
DTYMK	-0.4495
ALDH16A1	0.7105
F13B	-2.337
MGC16169	0.44225
KIRREL2	-2.12516666666667
C14orf32	0.1635
SLAIN2	0.7485
HSD3B2	0.287
AMMECR1L	0.0898
LRRC37B	-0.9675
HMG20A	-0.579
C22orf27	0.2419
FBXL22	0.97
AP1B1	0.153833333333333
TNKS1BP1	1.1165
CD74	3.823
HSPA12B	2.21883333333333
PLSCR1	1.1615
SLC35E1	-0.508666666666667
FEZ1	-1.485
APOD	4.011875
C16orf44	0.48125
C1orf166	-0.7175
KCTD11	0.35675
NELF	-1.466
SRP54	0.0718333333333333
MGC35361	-0.3015
GPR35	-1.8335
NRGN	-0.992375
SIGLEC12	0.638
SCN1B	-0.479
IFNW1	0.484
STAR	-4.116
HLA-DQA2	4.18033333333333
RNASEH2B	-0.535
TAAR2	0.1575
VAMP5	0.815666666666667
TUBA1C	-0.985285714285715
PIK3R2	0.00362499999999999
ARD1A	0.341333333333333
EBF2	0.948333333333333
CAMSAP1L1	0.441
CYP3A43	-0.33425
AKR1B1	-1.4595
KIAA1729	0.837625
KAL1	1.5544
CYBB	1.279875
UXS1	-0.1585
LOC338579	1.1275
C11orf45	0.35025
SHB	0.145125
IKZF4	0.391625
NDUFA1	0.462375
HSPE1	-0.5035
C1orf215	-0.3225
GPR113	0.113333333333333
ZNF573	0.72575
TBX18	0.6635
GGTA1	7.037
PCDHGA8	0.228
RPS6KL1	-0.6015
DPP9	0.159375
SLC43A2	1.62725
COPS3	-0.959
PMPCB	-0.3695
HYLS1	-0.9365
LSM8	-0.462666666666667
PDE6B	0.722625
C10orf118	1.2757
OR1C1	0.248666666666667
ZNF415	-0.37025
OR2F1	0.624
ZDHHC13	0.619125
FZD8	-0.5372
TCEA1	-0.7238
SUSD4	-1.465
C22orf24	0.1945
TNFRSF14	1.38675
TRIM28	-0.640666666666667
FGF5	-2.60342857142857
CSPG5	-1.87116666666667
RNF133	0.155
FKBP15	-0.1215
BZW2	-0.368
NSMCE1	0.10125
PTPRN	-0.666
TST	1.260125
POP1	-0.879
RNF24	-0.217833333333333
SFRS4	-1.035125
REPS1	-0.356
CD70	-2.05116666666667
PDXDC1	0.325375
SRC	0.287
NTNG1	-2.9108
SETD1B	0.1935
TINP1	0.2184
ZNF606	1.00883333333333
SSR1	0.9773125
RGNEF	-0.157166666666667
NFS1	-0.741666666666667
CENTB5	0.328083333333333
CRMP1	-1.17666666666667
ADAM18	0.651
CCDC87	2.16416666666667
LRRC8B	0.122
CSNK1G1	-0.389916666666667
MAFB	2.81366666666667
C12orf45	0.07
C1orf54	2.78075
DPEP1	0.717833333333333
FLJ13137	1.7375
C14orf118	0.304166666666667
ANKRD19	0.32375
ABCA9	3.2118
TMEM87A	0.7996
BBS5	0.6333
CYP17A1	-0.523875
SCG3	-3.21716666666667
ESCO2	-2.67
GFER	0.434833333333333
NRIP2	0.141833333333333
DDX59	0.415333333333333
RIC8B	-0.9078
TNNI1	-0.1695
KTELC1	-0.277333333333333
GPR85	0.473333333333333
SP3	0.524875
GOSR2	-0.125583333333333
DDX1	-0.31425
DSCR9	0.4715
KIAA1984	-1.116875
FLRT3	0.7415
RNPS1	-0.994571428571429
ZNF772	1.374
SLC25A10	0.0265
ADAMTS3	-1.5058
TBC1D7	-1.4475
PCYOX1L	-0.805
LOC339745	0.9745
VPS54	-0.308625
PCDHB12	1.94425
C4orf6	-1.38075
CCL5	3.364
PEX5	-1.337875
LENG1	0.7935
LOC51336	-1.74
FLJ25371	1.3415
WDR45L	-0.092
SPAG8	-0.4885
GUCA1C	0.1875
LOX	-0.5875
FIZ1	0.7155
BAG5	0.4715
BUD13	-0.756833333333333
MGC2752	-0.340375
IQSEC3	0.632428571428571
TGFBR3	-0.4965
CASP9	-1.322875
PPA2	-0.061875
MED24	-0.69725
MAP3K7	-0.101
SRPR	-0.301375
C17orf81	-1.4055
RIPPLY1	-0.6395
EID2	0.115
AKR1C1	-1.911
IMMP2L	-0.243625
SPSB4	0.6545
BAG4	0.898
ZNF32	1.54366666666667
KLHL34	1.983
BRD2	-0.64475
IL32	0.2225
FAM53B	0.4985
SLC7A1	-1.443375
KAAG1	-0.286
CCDC54	0.315
PRKCQ	-1.86375
TIRAP	0.54275
SPSB1	1.4185
USP36	-0.0955
FLJ32569	0.404
LYZ	0.449375
TMEM186	-0.225166666666667
TPM2	1.27816666666667
C9orf100	-1.22483333333333
PPP1R11	-0.1711
OLFML3	1.5067
ELAVL1	-0.312083333333333
DNAJC17	0.881833333333333
ABCA2	-1.31725
BNIP3L	-0.937375
ATP10D	2.598
GALNT8	-0.546166666666667
PRKCH	1.858
USP12	0.15
STXBP1	-2.0854
LSM2	-0.483333333333333
ANKRD30A	6.181
LAP3	0.321
C9orf40	-1.66816666666667
KATNAL2	0.0875
RG9MTD2	0.011
PNPLA7	0.43925
IDH1	-0.2115
C1orf57	0.82
XRCC5	-0.3244
TBRG4	-0.910625
DCDC5	0.715833333333333
POU5F1	-4.22825
RAB1A	0.980857142857143
KRTAP15-1	-0.844
INHA	-1.93616666666667
WDR90	-0.858375
MLL2	0.471666666666667
FAM104B	0.04675
SF3B14	-0.49125
STX1B	-0.377
SNX12	0.16525
KMO	2.17066666666667
FAM100B	0.81975
CDRT15	0.063
RAB9A	0.724
RUFY3	0.663375
UBE2U	-0.730166666666667
NFKB1	1.3242
FBXO38	0.27375
VRK3	0.184
TUBB8	-0.6385
IFNA6	0.0205
AYTL1	-0.768166666666667
RBP3	0.383166666666667
MUC13	-0.518
C8orf30A	0.0505
MFAP1	-0.321
NHLH1	0.57375
CXorf34	-1.024
SP8	-6.2095
RNF151	0.0203333333333333
TDRD7	0.494
KCND2	6.5255
FKBP9L	0.376666666666667
C17orf44	1.76625
TIMM17B	-0.3345
WIPF1	0.7929
SNX15	-0.5492
IGF2R	0.0065
SBSN	-0.961
RBM15B	-0.31275
AGBL5	-0.853333333333333
APEX2	0.2365
C17orf39	-0.06175
UBE3A	-0.0221
SPANXC	-2.2935
TGFB1I1	0.2255
RBM13	-1.53475
TOP2B	0.275833333333333
NPVF	-0.3695
RIMS4	0.759375
RAD54L2	-0.649666666666667
RSPO3	5.0615
C2orf47	-0.023
TSPAN4	-0.520333333333333
DNAL1	-0.02225
DKFZp761E198	-0.71525
NLE1	-0.77425
TPST1	-0.01025
SREBF1	0.315875
CLEC12B	-0.1025
FUK	-0.09425
IL21	-0.045
LTK	-1.5515
DKKL1	-0.98475
EPAS1	-0.2535
UBTF	-0.4118
HIST2H2AB	0.979833333333333
TMPRSS12	0.561375
KIAA0427	0.488166666666667
CYP8B1	-1.2036
FPRL2	4.66275
LOC402573	-0.51875
HSDL2	-0.325333333333333
SEMA6B	-0.233166666666667
AKR1A1	0.680357142857143
CLTB	0.749416666666667
NXT2	0.751
HSPB7	-0.32
MLLT11	-1.35616666666667
OLFM3	-0.564333333333333
SEC61B	0.786166666666667
GPR139	-0.4715
RRP15	-0.531625
OR3A2	-1.9115
RSL1D1	-0.5618125
P2RX7	-0.684333333333333
PSME2	1.11175
ADNP2	0.51825
RBM25	0.36875
IFITM1	1.40725
POLR2E	-0.67675
ZNF643	-0.9095
ZBTB25	-0.811333333333333
SPTBN4	-0.15975
FBXO28	0.97825
CLEC10A	2.78825
EPHA8	-0.873875
BEST4	0.523
GAS6	0.3515
TSHR	-0.516333333333333
TMTC1	0.794318181818182
GSTM2	-0.653166666666667
ETV1	-0.55925
ADAM11	-1.69416666666667
ERGIC2	-0.124166666666667
ATP6V0E2	0.528666666666667
HGFAC	-2.26033333333333
CTTNBP2NL	0.21325
FLJ20628	-1.19
MTCH2	-0.1075
BACH2	0.499
AUTS2	2.54166666666667
FSD1L	-0.7215
RPRM	-2.7395
PPP2R3A	0.8415
BAT2	-1.154875
LPHN2	0.155666666666667
MGC71993	0.790333333333333
PPARGC1B	-1.2015
CENPT	-1.104125
RNF123	-0.619
COL27A1	-0.9797
ZP2	-0.0735
C2orf21	0.903
CCDC78	-2.68825
MCM8	-2.00283333333333
PHLDB2	0.2355
PLAUR	-0.2855
HDPY-30	-0.1635
BMP5	-3.25275
MUM1	-0.1785
FAM62C	-1.273
MID2	1.4715
SYT16	0.0305
ISG20L1	-0.977
C2orf40	4.401
SRRM2	-0.223571428571429
FCRL1	0.69425
C1orf90	1.61016666666667
MEP1B	-0.66
PCSK7	0.00450000000000001
PBX2	-0.75625
CENTB1	0.300833333333333
GLT6D1	0.1955
HGS	0.298083333333333
WDR51B	-0.547
KCNJ8	2.0565
NOL10	-0.96175
EDEM3	1.65125
TCOF1	-1.29083333333333
SLC16A1	-3.03016666666667
SF3B3	-1.035375
NUDT21	-0.658875
ZNF235	0.495
KIAA0644	3.0275
ERC1	0.07375
NKIRAS2	-0.4685
TRMT5	-0.9365
PPP1R7	0.08775
C14orf177	0.808
HTRA4	3.08275
FAM139A	0.668333333333333
C16orf30	5.5105
C10orf32	1.625125
VCX2	-4.26925
MGC27016	-0.311666666666667
LARP5	0.134666666666667
THNSL2	2.04783333333333
TRADD	0.5755
C1QTNF1	0.73625
C1orf43	0.6248
AS3MT	-1.82125
SCARF1	2.23325
PHF23	0.128
B3GNT2	0.983666666666667
FNBP1	-0.1855
ZNF780A	-0.1305
MAGEB2	-3.83675
FANCG	-1.212
EYA2	2.5025
ZNF471	1.0525
C14orf153	-0.286833333333333
BCL2L14	0.74425
EFS	0.9735
CKAP4	-0.454833333333333
ZNF224	0.2464
ZNF652	-0.212
TMEM4	0.122625
SCN3B	0.6985
OAT	1.2325
DRD1	-0.04025
IQGAP2	0.2565
CDYL	-0.7995
PFN3	0.34525
ANKS1A	-0.14125
COBLL1	0.244833333333333
C2orf55	0.830833333333333
PRCP	2.45275
TMEM130	1.8085
SPINK1	0.7145
NDUFB1	1.39675
DIO3	0.752375
PRTG	-2.20316666666667
PVRL1	0.623
CNTD2	1.684
MYL4	-2.57733333333333
SLC17A1	-0.15225
RGMB	0.4021
TAF5L	-0.973625
FAM27E1	-2.817
CCDC59	-0.67575
MED20	-0.4865
CHMP4A	0.785375
FBXL12	-0.499333333333333
TOMM20	-0.32275
ZNF364	0.18825
COL22A1	1.3245
C13orf8	-0.767
TBC1D14	-0.028
MRPS35	0.044375
LOC51057	-0.2055
MSC	1.03516666666667
CILP	5.6205
ATXN7L2	-0.39775
BTLA	3.584
SEC23B	-0.02525
RDH13	-0.22675
C17orf63	1.11366666666667
TIA1	-0.873333333333333
RHOXF1	0.840166666666667
SPAR	0.0725
SPTLC1	-0.14125
HMGB3	0.255769230769231
TOPBP1	-1.1545
NAT8	-2.76825
KLF11	0.320875
HOMER3	0.139166666666667
KCNAB3	-0.525
C9orf85	-0.53725
HCG3	0.31625
MGC34821	0.238
PHLDA3	0.86025
ODF3	0.694333333333333
KLHDC4	-0.272833333333333
GABARAP	1.0635
AGR3	5.3235
EXOC5	-0.1976875
AADACL2	-1.10325
LOC91893	-0.672833333333333
RPL36A	-0.365
SLCO1B3	-0.77475
PTPDC1	-0.37775
DUSP7	-0.124
NRP1	0.9585
VSTM2L	0.392833333333333
PLEK	2.89175
NLRP3	2.3765
