Hybridization REF	TCGA-BH-A1F0-11B-23R-A137-07
MAGEH1	1.962
PRPF40A	-0.763
SMR3A	0.5055
SPINK2	-0.1595
THAP2	0.66475
NPY5R	4.010375
IRF4	-1.247
SPESP1	0.777
OR10S1	0.418
DTD1	-0.29775
TUBE1	0.46475
DDX19A	-0.8965
PDPN	0.20925
TMEM34	0.527916666666667
MGAM	2.39425
COL3A1	5.42066666666667
GFM2	-0.3715
OR5A2	-2.427
PSG9	-0.51875
ARHGEF11	-0.226
IVNS1ABP	-0.7165
SIGIRR	0.77775
DUSP19	-0.301375
DNAJC14	-0.3815
ACSS1	-0.131625
IL1RAPL2	-0.1835
C4orf30	-1.54875
SEPT4	4.24
LANCL3	-1.573
SPAG17	0.762166666666667
PRDX3	0.868375
HNF1A	-1.526125
P4HA2	-1.471
RFWD3	-1.55016666666667
MOV10	-0.955
DNAJA5	-0.118071428571429
LOC729440	0.14125
LOC200383	2.586
SMC2	-2.4265
MIXL1	-1.29566666666667
TMEM9	-0.969
FAM86A	0.192
ZNF174	-0.3562
MYH14	-1.07825
CCR8	0.869666666666667
VPS37C	0.4245
GPATCH1	0.043
B3GNT8	2.655
TBX4	-0.27425
CNR2	0.666166666666667
PCDH1	0.838
C5orf29	2.546
OCIAD2	0.71875
PLCG2	1.947
KIAA0247	1.934375
HRH3	-0.1077
CAPN13	2.64625
CCR1	-0.8091
MGC15523	-0.118666666666667
UVRAG	0.6945
DNAJA2	0.0615
ITGA2B	-1.1055
CLDN5	4.882875
PTPRN2	-0.718307692307693
ZNF512	-0.138
PSAP	0.854428571428571
CCDC140	-0.7575
LRRC55	-0.111
CYP26C1	-0.0415
C8orf47	2.36425
LYN	-0.27025
DUSP6	1.93916666666667
TGFB3	2.3898
ELK1	-1.584
PCDH11Y	1.2994
HGD	-2.98475
C17orf58	0.4495
MYO3A	-1.6995
SERPINE2	-4.22183333333333
AARSD1	-0.858625
C14orf73	-0.65425
ADAM33	0.87975
ZNF491	-0.1435
MAPK6	-1.62466666666667
TCN1	6.389
SLC24A6	0.8855
UBE2R2	-0.83425
H1FNT	0.5845
TATDN2	-0.378666666666667
LILRB1	0.861
P2RY5	2.9965
NUCB2	0.50475
C2orf37	-0.2925
SNX27	-0.215166666666667
MTA3	-0.1175
FOXO4	0.65025
ID4	4.03683333333333
SOX5	-1.20216666666667
PXMP3	1.304375
OR52M1	0.304
SFT2D3	0.06175
INA	-3.58583333333333
MCOLN1	0.731
NFIX	0.6139
CLEC14A	6.514
HIBCH	0.1035
PLA2G5	2.725
TIMM10	-0.0735
MED17	0.362
COL4A4	-0.763
TPP1	0.0805
GJA3	-2.35766666666667
TMPRSS5	-0.09575
AADACL3	0.469
DNMBP	0.165
ENPP5	3.7665
NQO1	-1.3312
ZSCAN2	-0.259125
SEC24C	-0.739
GTF2A1L	1.295
AXIN2	-0.5466
FAM33A	-1.7465
C16orf13	-0.641
SPNS2	1.539
TAF1	-0.91225
AP1G2	-0.871333333333333
RBM42	-0.574833333333333
HCN2	0.504833333333333
EFHB	-0.0350000000000001
RUSC1	-1.0515
GRIK5	0.079
USP21	-1.01216666666667
ATAD3C	0.5175
ORMDL2	-0.088375
PRSS7	-3.9425
PSAT1	-4.20175
FLJ13195	-0.277666666666667
TBC1D1	0.186833333333333
IFNG	2.5165
OTOS	0.321166666666667
ZNF773	-0.0225
EMD	-1.6145
RETN	-0.185
CCL8	5.6175
APH1A	0.488375
COX18	-0.461625
GTF2IRD2	-0.091
CCDC82	0.504833333333333
PAFAH2	-0.4111
NPEPL1	-1.2339
RP11-114G1.1	-0.1415
TP53INP1	0.621625
ZNF300	-0.332833333333333
FOXL2	-3.6145
LARP2	0.128916666666667
LATS1	0.08725
HTR6	-0.482
SPOCK2	0.173833333333333
RNF144B	2.99533333333333
HTATIP2	-0.263375
MGC10334	-0.354416666666667
CENTA2	2.47983333333333
FGF2	2.84675
FXYD7	-0.24925
PHYHIPL	-1.31557142857143
GPR34	6.93975
DDX6	-1.498
OR10W1	0.2145
LHFPL1	-0.706
ZNF313	-0.685428571428571
VPS28	0.4425
AP3M1	-0.0822
AKR1CL2	-0.306
TRAF4	-0.775
OR2B11	0.2885
C19orf12	1.57883333333333
AKAP9	-0.11
C1orf62	-0.017
SLC20A1	-2.2896
FAM112A	0.2715
LDB2	3.143875
MRPS23	-1.177
KLK5	4.982875
SPTB	0.1437
EFEMP2	1.25575
EFNB2	0.942375
PCM1	0.180071428571429
NMNAT3	2.443375
TSG101	0.595
C8orf40	0.9045
NOB1	-1.08825
ABHD3	-0.61075
GTF3C4	-1.348875
PIGN	0.170333333333333
GALNTL1	1.82325
AEBP1	0.94975
OR9Q1	-0.19
ANKRD2	0.525875
CCL28	1.8965
TRIM38	0.117
TMCC1	0.08075
SMG5	-0.51175
LRRC7	-0.0815
NCAPD2	-2.4245
C6orf153	-0.9315
C1orf74	-0.50725
OTUD6A	0.1955
DCP2	-0.919166666666667
TMEM24	-0.9205
RPL18	0.165333333333333
TMEM177	-1.1035
LRRC37A3	-0.15825
C1D	-0.439333333333333
LDHC	-0.90825
UBE4B	0.0645
NIT1	0.257
BTN3A3	1.072125
RASD1	3.112875
COMMD3	0.56425
SHFM1	-0.0995
BIRC8	1.0625
DUT	-0.86875
C12orf51	-0.8525
LRRC59	-0.567166666666667
LY6H	1.582
WDR22	0.523416666666667
EDEM1	0.000428571428571413
ADH1A	4.893
PANX2	-0.3918
CYP11B1	0.67075
CDC73	-0.78075
GPR172A	-0.76225
GSTM3	2.39461538461538
KCNA5	1.230125
SERAC1	-0.276666666666667
NFATC2	0.8425
ANAPC5	-0.1546
C15orf24	0.42625
NFATC2IP	-1.40475
TNRC6C	-0.406166666666667
MGC102966	2.079125
FGD5	1.85466666666667
MED9	0.12775
RAB13	0.169
C15orf49	-0.13
CRYGS	-0.2314
C12orf53	-0.9004
LOC283693	-0.5905
COX6B2	0.539625
PHF14	-0.26675
FAM3A	-0.481125
RPL13	0.0727
PRDX2	-0.368
FLJ34047	-1.786
PRMT3	-1.3605
KCTD19	-1.2505
TRIM10	-0.461833333333333
MGC26597	-1.762
GCNT4	0.32925
GPRASP1	3.19275
CDKN1C	2.7005
RHBDL2	0.7177
HSPH1	-1.11325
AQP1	4.780625
COL17A1	3.3302
GFAP	1.236875
CDC16	0.20575
KIAA1614	0.534
C6orf118	-0.145
ZSWIM5	-1.38575
FAM83F	3.36125
LYNX1	1.13075
SYNPR	0.346666666666667
XG	5.16333333333333
PRSS16	1.6785
KIF13B	1.01642857142857
PCDH9	2.780375
HIST1H2AH	0.033
RBM18	-1.083
ZNF626	0.4635
HEXIM2	-0.380166666666667
ITFG1	0.512
TUBG2	-1.648
SFRS7	0.288833333333333
C9orf14	0.088
EXTL1	0.13625
GBP3	1.935
WDR5	-2.0245
RARG	-0.303
MYO7A	0.217125
CECR6	0.331
C13orf3	-4.066375
SFRS18	-0.47
ACVR1B	0.366666666666667
PSMD1	-0.9144
C7orf31	0.838666666666667
ILVBL	-0.46975
IFNGR1	2.466
RNF186	4.6445
NOL9	-1.0105
MAGEL2	0.4275
SLC29A2	-0.26475
NHSL1	-0.89075
RBMX	-1.0015
PSORS1C2	0.344875
RAD51L3	-0.31125
LCN6	3.34
ORAI2	-1.40725
BRUNOL6	-0.00479999999999999
OR4K5	0.176
CDC123	-0.868
MSLN	-1.66516666666667
WWTR1	-1.14183333333333
ZNF700	-1.4655
COBL	-0.5325
PPP1R16B	1.620375
GAS7	-0.1432
MDN1	-1.484625
HAAO	0.939
C9orf68	1.3935
TNFAIP2	1.018375
FOXN1	0.172
hCG_2033311	-0.292666666666667
ATP6V0D2	-1.8531
RPL41	1.560625
SLC38A1	0.0375
ARHGAP6	-0.681416666666666
ADAD2	1.187
PHF20L1	-0.264
MCM3AP	-0.1225
ST3GAL3	0.765833333333333
SNX1	-0.2565
ELF5	5.16
PARP3	0.239125
RBM8A	-0.31075
LINGO4	0.149
ITGA9	1.48983333333333
ZFR	-0.64
ACSL6	-0.389857142857143
FLJ20699	0.7114
DAOA	0.804666666666667
FABP4	7.871
KCNB1	2.00275
CANX	0.285
SLC25A28	1.1125
ADIPOR2	0.267
ECHDC2	2.164
SMA4	-0.50675
FRZB	4.370875
PABPC1	-0.944666666666667
DMRTB1	0.350625
APOBEC3G	0.37475
CATSPER2	0.00833333333333334
CUEDC1	-0.626
STARD9	1.049125
CLDN8	7.512
LOC23117	-0.6545
E2F6	-0.431277777777778
TMEM126B	0.422
DPY19L4	0.157
GIMAP5	4.49966666666667
NDUFA9	-0.529833333333333
FAM77C	-4.176
CTPS2	-1.24975
LOC51035	0.39525
WDSOF1	-1.00925
EGLN3	0.010375
PITX3	0.607833333333333
OR52E8	0.129
GRM4	0.1175
KLK1	-1.949
GPM6B	1.29275
RRAGD	0.291833333333333
PAGE5	-3.239
UCHL5	-1.34416666666667
ULK3	-1.52016666666667
AIM2	1.057
PNO1	-0.944166666666667
OR2F2	-0.024
GNAT2	-0.8585
SIX1	0.37775
ST13	0.240583333333333
ZBTB44	0.410875
TIMP2	-0.10875
ZMAT4	-3.1105
GTF2IRD1	-1.23816666666667
ZNF19	0.277833333333333
ZNF714	-1.347
RSC1A1	0.06075
C9orf80	0.432
PSMA8	0.184166666666667
TMEM141	-0.46875
COX4I1	0.0931428571428572
CTAGE1	-0.294166666666667
DTWD1	0.6475
HSD11B1	4.39
KRT6B	5.902125
ARID4B	0.68125
LHFPL3	-0.428
WWP2	0.206166666666667
ZNF326	0.258
RGPD1	-0.207
CTSH	0.993
FASTKD1	-1.1135
PAF1	0.5197
TTC9C	-0.265
IFT57	1.3897
PRSS36	1.1385
IL20RB	-1.373
ZNF592	-0.159166666666667
DCTD	-0.1511
CFP	2.91325
MFNG	1.3675
JMJD2B	-0.195
ALDH3B1	-1.0795
THSD4	0.830166666666667
KCNJ5	1.67016666666667
LMNA	-0.0546666666666666
TBCD	-0.38575
ZNF250	-0.388
CASQ2	4.36916666666667
PEG10	-2.37575
PRAME	-5.2696
NP	-0.499875
TRIM59	-1.53666666666667
ZNF12	-0.171625
XTP3TPA	-0.87675
SIGLEC7	-1.3923
PANK4	-1.02375
FAM70A	0.331166666666667
SNED1	0.3945
HIP1	-0.7898
RAET1E	-1.21233333333333
AMAC1L2	-0.298
AHNAK2	-0.288583333333333
TOE1	-0.821833333333333
RECQL4	-2.8495
SPRYD3	0.85625
DPAGT1	-0.78175
MAGED2	0.8919
ANKRD55	-0.15075
TRPS1	3.86616666666667
DOK7	-1.6375
TFPI2	-3.34125
GTF2H3	-1.121
CYP4F11	-1.688625
LHX2	-5.03366666666667
ATG16L1	-0.227833333333333
ASB12	0.5285
C1orf116	3.38075
NF2	-0.5382
POM121	-0.8685
PHYHD1	2.9994
TXNDC17	-1.0225
DKFZp779O175	-0.77125
NUP62	-0.391642857142857
MYO18B	-1.27566666666667
PRAMEF1	-0.2065
TCBA1	1.68125
TMEM168	0.9615
FJX1	-0.642166666666667
CLCF1	-0.03
SEPN1	-0.078625
IGSF2	0.321
NUDCD1	-0.284166666666667
TFF3	2.81483333333333
NDFIP1	0.849785714285714
CHCHD4	-0.66175
TNR	0.4265
CUTA	-0.23
USP44	-2.65675
DPP10	-1.0348
IWS1	-0.587333333333333
PCGF1	-0.096
SULT1C4	0.6105
NTF5	4.51325
PTPN13	1.05
SSTR5	0.0935
SFRP1	3.184625
IDH3B	-0.6715
SUOX	0.641666666666667
TMCO5	0.5015
GOLT1B	-0.59325
MIB1	-1.2935
PCDHGB1	-0.1755
SUSD1	-0.40075
ICAM5	-2.697
PAPOLB	0.37425
URM1	-0.6569
TMEM106B	0.0986666666666667
LRIG2	-0.3625
SLC27A5	-0.47575
CLIC6	3.642
ZNF420	0.443
SCN9A	0.1504
KIAA1909	-0.425
ELMOD1	-2.273
PRKAG1	-1.15475
FAM64A	-4.10433333333333
EEF1G	0.02285
SMAD5	-1.3855
INCENP	-2.89625
WASF2	-1.286
GARS	-2.0311
CDK10	-0.912
HLX	0.924166666666666
MDM4	-0.844375
ZNRF1	-1.10978571428571
HHATL	1.1095
FAM21C	0.7012
HIST2H3C	-0.3515
PFDN2	0.58275
ZNF200	-0.56425
NDN	1.75275
HBA2	1.08233333333333
FBLN5	3.622875
PUM1	-0.0962857142857143
TNNT1	-3.861
C19orf59	-0.846666666666667
HNRPH2	0.969166666666667
RAB7A	-0.300833333333333
PMS2	-0.98575
BIRC3	0.00850000000000001
NRSN2	-0.038125
OR52K2	0.374833333333333
SPOCK1	-0.667214285714286
H2AFY	-0.83125
RXRB	-0.74275
ZNF638	-0.5945
ANKRD45	0.60775
ACTN4	-0.275
FXC1	0.6915
EIF2B5	-0.56475
VPS33A	-0.56575
PINK1	0.92975
FAM106A	-0.764
SKIP	2.1135
GAPDHS	-0.24725
MUM1L1	2.33975
PSTPIP1	0.85425
CNTNAP1	-1.2206
CYP26A1	-3.95075
APOL2	0.6608
TACC2	0.300375
COX7A2L	0.527214285714286
HSD17B1	1.105125
ARRB2	-0.5825
SLC7A6	-0.0585
HSD17B10	-0.752
RBJ	0.3735
NUP155	-2.24925
MRPL10	-0.1655
CYCS	-1.02841666666667
CCDC46	1.6795
TECTA	0.223
GNAL	-0.364
LPO	-0.256
PEBP4	1.63925
DDX11	-2.27275
C18orf12	1.2705
TAF9B	-0.201083333333333
IMP4	-0.204
RPA4	0.146
NDUFS1	-0.77425
UPK1A	-1.05216666666667
ARRDC2	0.665833333333333
C18orf20	2.527
AES	-0.261
CD2BP2	-0.635333333333333
C16orf54	0.8885
UGT2B17	-0.651
FGFR1	0.0181363636363636
CEACAM6	-1.5898
CHRM5	-0.09775
CERK	-1.42175
AP3S2	0.300785714285714
ANKS4B	-0.65825
CLCNKA	0.0551666666666667
ZNF208	-0.4535
HLA-DRB5	4.154
CARKL	-0.20475
GOT1	-1.07783333333333
CASP6	-0.230875
HOXA1	0.411
RCL1	0.95575
ZNF181	0.9855
RAB40B	1.8445
MRPL38	-0.298
LRRN2	0.71625
C3orf25	-0.198
OR5D14	0.986
OR10AG1	0.531
BET1L	0.8332
FRY	5.377
AK3L1	0.9435
CSF3R	1.21816666666667
POLR3K	-1.13266666666667
ATG2B	-0.3175
EPS8	0.770166666666667
DARS	0.189125
C10orf56	1.55566666666667
DAD1	0.220333333333333
RIOK1	-0.66
HERC2	-0.34025
HSD11B2	-0.2845
FAM96B	-0.3185
MGC13057	0.143625
BSN	0.352
CAND1	-0.938
HCST	2.2385
ACTR10	0.982333333333333
OR8D4	-0.494
NASP	-1.7357
COL9A2	0.725333333333333
LYZL1	-2.501
GPC5	-0.512
TBL3	-1.3355
CENTD2	0.2301
OR5AP2	0.952
TLR1	3.06525
LMO6	-0.8005
ZIC2	-2.475375
CPNE5	0.9435
ZMYND15	1.76525
FLJ22374	0.4975
CCDC106	-0.414
PARP16	-0.115
PDIA3	-0.105
C14orf126	0.267
CECR2	-0.002
SFRS1	-0.865357142857143
FIGLA	0.342
DCP1A	0.608666666666667
MGC45800	-0.2999
TEKT1	0.5844
C10orf67	-0.721
CLN5	1.55925
NTN2L	0.192
GLE1L	-1.74825
CES2	0.0573
GNAS	-0.823
DDX53	-0.913
TSPAN13	1.8125
MRPL52	-0.4464
SPIRE2	-0.496375
TAS2R39	0.1005
SCUBE3	0.0125
UCRC	0.9304
CDKL3	0.834
KIAA1715	-0.747
ZNF345	0.7925
RTF1	-0.54025
DHRS7	1.329
RIPK4	-0.935666666666667
EXOSC2	-1.357
MS4A2	3.3575
FGF17	0.3035
WDR59	0.112
EVI2A	-1.49525
IL17RC	0.4435
HS3ST1	2.3505
ITGB1BP2	-1.675
RBPJ	-0.594166666666667
GIMAP1	4.977
INE1	-1.38433333333333
ALDH18A1	-1.70975
TPI1	-1.716625
GATA6	1.5885
CABP1	0.660833333333333
ZNF484	0.714
DAPK3	-0.1675
GJB1	-2.2535
PIN1	-0.771375
SLC6A15	-3.305
CNO	-0.1825
RIN2	1.883375
FRRS1	-0.673
CYorf15B	-3.54866666666667
DMRT3	1.886375
ATAD1	0.16725
OTUD4	-0.842555555555555
ATOH8	1.45175
ZSCAN16	1.12525
ASCC1	-0.6685
OTUD3	0.605875
MGC33212	-0.624
YME1L1	-0.383625
RP11-218C14.6	-0.189
PCBP4	0.45025
TNFRSF10A	-1.1975
CDH10	-1.51183333333333
KL	4.04275
SCP2	0.993083333333333
C9orf119	0.46975
SON	-0.377833333333333
MAFK	0.013
SBNO2	-0.6015
SLC6A6	-0.79625
SC4MOL	-1.053375
FAM35B	-0.393125
PPP1R9A	0.69325
PDZRN3	1.28475
CXorf20	0.1955
C6orf126	-0.197
AVEN	0.03575
FLJ21075	-2.0045
C14orf132	0.76025
PCK2	-0.513125
GUCY2C	1.17
BARX2	1.52025
PEX11G	1.2175
DAO	-0.884333333333334
C10orf49	0.5125
EDNRA	2.05066666666667
PPP2R5A	0.8512
DDX39	-1.83366666666667
SERF1A	0.7675
ASCIZ	0.37
FNDC8	-0.204
PTMS	-0.451875
PHF7	0.55425
PIP4K2B	-0.317375
HHLA2	0.577
BDH2	1.8216
APOBEC2	-0.3665
PENK	2.678
SMAD9	-0.43675
MT3	-0.3115
RGL1	1.737875
ATG10	-1.019625
DLGAP4	-0.9785
APPBP2	-0.761
BACE2	-0.313785714285714
LOC339344	0.294666666666667
ZNF395	0.0060625
HIST1H2BL	-1.73025
ZNF467	0.748
SLC25A21	-1.53325
PALM2	-1.28516666666667
NSUN5C	-1.243
IL5	-0.605
CLSTN2	2.7235
ANXA8L2	1.76875
PTGES	0.97575
GDAP1L1	-1.68083333333333
OPRK1	-0.294166666666667
WDR20	0.6635
C12orf4	0.250375
NUP88	-0.49875
XRCC6BP1	-0.626166666666667
FCGBP	3.10242857142857
LEMD2	-0.30525
NOMO1	-1.49725
C10orf79	1.44785714285714
ZNF79	0.7208
OCRL	-0.3791
HSPA8	-0.584541666666667
DIDO1	-0.204291666666667
PLA2R1	2.639
COG3	0.384
NGDN	0.289
CBFA2T2	0.182375
PNOC	0.964
PRRG1	-0.0905
AGGF1	-0.619642857142857
DPF2	0.43775
YIPF7	1.667
TRPV5	0.685333333333333
ZNF322B	0.07575
MED12	-0.452
CARS	-1.25433333333333
ABCC11	1.7105
C9orf25	0.5285
MYH1	4.788
FRYL	-0.363583333333333
AGTRAP	-0.48675
MMP27	2.989
ZNF432	0.10325
OR8D1	0.2695
OR13D1	-0.1715
VWA1	1.60475
STON1	2.3335
IL5RA	-0.256
PERP	1.583
C10orf107	1.41616666666667
TNFSF12	3.6765
FN1	-2.16525
MTR	-0.638333333333333
PHLPPL	0.285333333333333
ZNF425	0.545
DHFR	-1.42527777777778
PPP1R12A	-0.094
RSPO2	-3.393625
ZNF7	-0.3275
ZNF583	0.75875
TPMT	-1.46
GPR132	0.00974999999999999
OR2T12	-2.26275
SERTAD2	0.1246
ATP1A1	0.0117
FRMPD3	0.39775
ZNF672	-0.53675
PLXNB3	0.129625
EML5	0.4945
FAIM3	-0.1695
UBQLN2	0.52225
SORCS2	1.3935
PRIM2	-2.3585
ACVR2A	1.193
YWHAZ	0.363166666666667
PGM2L1	0.868
GNAO1	-0.145071428571429
RPL10	0.9383
RPS6KA6	-1.1155
PFKL	-0.980333333333333
SH3D19	2.18625
AURKB	-3.352
ZC3H6	1.749125
DISC1	0.448
FLJ39660	-3.78266666666667
TMEM25	1.25
OSBPL10	0.3435
CLTCL1	-1.01333333333333
ALG6	-0.7445
CATSPER4	0.21
LRTM1	-0.1805
RRAD	3.72066666666667
TIPIN	-1.42275
CARD14	0.12975
RBM9	-0.797
RASSF4	0.16925
SLC25A18	1.636
C6orf58	0.567833333333333
IGHD	0.6045
PLA2G6	-0.079
TPT1	2.17125
SEC63	-0.0869
CCDC113	0.1616
TDRD10	1.510625
KIAA1666	-1.6655
TOR1AIP1	0.141583333333333
SYTL4	0.7525
SPRR2F	-0.744
CEBPD	3.96775
SNTG2	2.55275
C20orf77	-0.479
TAS2R49	-0.95
C6orf173	-1.51483333333333
SVEP1	3.0594
PXN	-0.385071428571429
VIL2	-0.574
C5orf21	0.83375
DIXDC1	0.78325
GANAB	-1.722
PDSS1	-1.57425
NGFR	1.297
ATP8B4	4.2075
BMP8A	1.6085
CCDC132	-0.496333333333333
GNRH1	-0.0815
OR10T2	-0.447
PDGFD	4.81633333333333
OR6W1P	-0.104
HARS	-0.397083333333333
KRT77	-0.5095
AQP8	-0.33725
ITGB1	0.4682
ZNF254	-0.1983
PAX1	0.277166666666667
PSMC4	-1.2231
ANKRD22	2.77525
PSMD8	0.0401666666666667
HTR1E	-1.3305
SOX10	-0.0081
OR5B2	0.612
RABGEF1	-0.590571428571429
MAP1LC3B	0.14475
CYB5R4	0.87075
AGXT2L1	-2.31033333333333
FLJ41603	3.58983333333333
TRAPPC2	0.565333333333333
FNTB	-0.3627
FLJ14107	-0.660833333333333
AURKAIP1	-0.1485
DSE	2.29225
NFKBIZ	1.86133333333333
OSBPL3	-1.75866666666667
LOC130576	1.8575
SLC39A9	-0.0745
LOC137886	0.154083333333333
RHCE	-2.9055
ATG7	-0.0525
FAM82A	2.36516666666667
FBN3	-0.0785
MCFD2	-0.779333333333333
CASP14	0.131
EPS15	1.56225
SFRS2B	1.40866666666667
C19orf47	0.0715
PLAC9	4.1645
GPR23	-0.5065
BTNL3	1.09166666666667
RGS8	-0.4815
GNS	0.429625
ENO2	-2.60916666666667
CBX1	-1.1144
PEX26	0.177
LRP5	-0.2785
ADAMTSL4	-0.189166666666667
ARR3	0.0348333333333334
MAP1A	-0.11475
CD2	3.84
NAV2	0.3156875
TMEM69	-0.39925
ATXN7	-0.474333333333333
CHN2	-0.664
ZNF781	1.26916666666667
HAS2	-2.958
KIAA0241	-1.35616666666667
BIC	1.36625
MOBKL2A	-0.08125
CYP2C9	-1.7025
CNOT7	-0.0862857142857143
SFRS10	-0.4315
CST11	0.65475
FLJ37543	0.962
NKAP	-0.68225
RUNX1T1	4.218
EAF1	-0.3686
IL4I1	1.3785
LRRC61	-0.607666666666667
PSIP1	-1.1555
SPRR4	0.667
ZFP90	-0.233
AP2B1	-1.32238461538462
SLC30A7	0.251833333333333
C7orf28A	-0.346833333333333
S100B	2.80866666666667
BMP2	0.885875
ESR1	2.37425
ZFPL1	-0.26825
ARHGAP12	0.654
LRRC19	-1.3145
ZNF767	-0.758333333333333
NACA	0.992
OLIG1	-2.328625
PRF1	1.05525
LST1	3.133
SPATA9	0.433
CNFN	0.706
CDK4	-0.9316
TCF15	1.731
PARC	0.2745
PPM2C	1.578
LOC283345	-0.8295
FAM107B	0.423
DMXL1	0.457625
RBM3	1.7735
HTR5A	-1.0995
SCFD1	0.0343333333333333
EPHB3	2.018625
ROPN1L	0.382833333333333
RAMP3	2.43725
TSPYL5	1.91063636363636
GAP43	-2.825
PAPD4	-0.00975
PDE3A	-2.5525
TNFRSF10C	1.69275
JMJD5	-0.380833333333333
RASGEF1A	1.0896
C16orf65	0.668166666666667
HIPK3	1.81266666666667
XYLT2	-0.3795
XPOT	-1.76366666666667
GAL3ST1	-1.088
DHCR7	-2.1215
AMIGO3	0.362333333333333
FGFR4	-2.40683333333333
CRAT	0.024
PPP1R14D	0.4035
TRIM14	-0.7986
TMPRSS11D	0.575
SLC7A11	-3.833
OR10H2	0.33525
PPM1E	-2.1057
DOCK4	0.756875
FAM127A	-0.336625
ENOPH1	-0.63925
SLC5A3	-0.1358
ZNF530	-0.6727
NTS	-5.415
FRMD4A	1.05125
BCL11B	-2.12
PRM1	-0.196
UQCC	-1.0027
S100A16	0.0923333333333333
PLS3	0.5275
WWOX	-0.219571428571429
CCDC23	0.58025
GTSE1	-3.35516666666667
GP2	3.3455
FLJ32549	-0.087375
CHIT1	0.55175
KLF9	2.43525
RPS24	1.3991
MIA	2.0305
FIGN	-0.5275
PYROXD1	0.826875
PCSK2	-0.450285714285714
MRPL9	-0.54175
RPL24	0.828375
C12orf32	-1.39
HIST1H2BE	-1.91425
RGS18	3.42525
LFNG	1.68375
RAB4B	-0.9153
FBXO25	1.104
TSPAN31	1.1865
ARL8A	-0.086357142857143
C10orf83	-0.3969
OR51B6	-0.3315
CNKSR2	1.57575
C1orf156	0.6885
IBSP	-1.3695
GFRA2	1.291
ALKBH7	1.1134
NEK10	1.84375
VN1R3	-0.1426
LOC91948	-0.4665
CPZ	0.5905
IHPK3	0.0375
COL8A1	0.56075
RBPJL	-0.1135
OR10A4	0.04675
CASP8AP2	-0.189
MMP12	-0.534
OR8B12	0.0915
CDCA5	-4.60216666666667
LIX1L	-0.7475
PEX11B	0.315875
GABRA1	-0.1122
HABP2	-0.5075
REEP1	1.10316666666667
FBXO15	1.7865
CD68	0.86525
WFDC9	-0.003
GHDC	0.234166666666667
SMARCA1	-0.039
SPAST	-0.627166666666667
PLXND1	-0.0734166666666667
MLCK	-1.0375
INTS5	-0.625333333333333
BSG	-0.455071428571429
PARP8	0.937666666666667
TEAD4	-1.5995
ZNF498	-0.24925
TMEM89	-0.482666666666667
DTX4	0.922875
TNRC6B	0.72325
ARMC2	0.000250000000000002
FGFBP1	1.578
TIMM8A	-1.01383333333333
AJAP1	-1.8646
ZNF608	0.8185
SLC25A42	0.07
SYP	-0.592833333333333
MMP11	-0.425333333333333
USP40	-0.065
C3orf62	-0.495333333333333
MYO1E	-0.9965
LRFN4	-0.5475
XCL1	1.654
GPR155	0.963
VPS29	0.46325
CARHSP1	-2.075
ARHGAP20	2.83716666666667
GREM2	1.22128571428571
CCDC102B	2.80125
ZNF577	1.10666666666667
HDDC2	-0.112375
SHC2	1.3755
NCOA5	0.192166666666667
INPPL1	-1.37
CHGB	-2.5077
IHH	0.2015
DDEF2	0.0644166666666667
DIAPH3	-3.96304761904762
BUB3	-0.883083333333333
GGH	-2.05388888888889
VPS35	-0.2679
CNN2	0.405083333333333
ASNA1	-1.0645
WDTC1	0.63625
AMAC1	-1.157
HAS3	2.20316666666667
SLC1A6	-1.2895
ZNF563	-0.043
C1S	4.50375
TCF7L1	0.62875
OR10Z1	0.3425
ME2	-1.0572
C6orf151	-0.524375
KPNA4	-0.3848
GLO1	-0.27975
WDR61	0.190333333333333
CD302	3.03725
SIRT7	-0.851333333333333
C11orf59	0.26875
PKIG	0.074
PPIL3	0.3895
CCDC74B	0.114125
ZNF528	0.6185
EFNA5	0.8275
FCGRT	2.5065
NOL4	0.7763
CCS	0.187
LOC374491	-0.0095
MFSD7	3.7365
ZNF555	0.655
LIMS3	1.99275
TSSC4	0.715833333333333
COL11A2	-1.095
C1orf119	0.673666666666667
BPNT1	-1.300625
CHRNA6	-0.2845
C1orf173	1.4894
PLD2	0.17225
ORC1L	-4.20875
SASH1	2.749125
CDC14B	0.5495
RLBP1L1	1.16525
LDLRAP1	-0.0785
NAT8B	-0.2445
HHEX	-1.6455
LGALS7	3.487
PLCH1	-0.749
OR1M1	0.2835
PRAMEF16	-0.096
HECTD1	-0.2935
C14orf39	-0.8485
TLN2	1.0136
HDAC4	-0.826642857142857
SYCP2L	-2.5795
GLRA1	0.624
RPS6	1.15875
hCG_1757335	-0.3455
KLHL1	-0.156
CTNNBIP1	1.3365
SCAND2	-0.7537
HMGN2	-0.025
YAF2	0.12875
BRPF1	-0.252
LIAS	-0.33925
CTA-246H3.1	-0.653
SAG	1.76425
C20orf10	0.91075
HNRNPA2B1	-1.89516666666667
GADD45A	-0.8265
MSH4	-0.7555
TMEM70	0.245
HIST1H2AM	-1.9025
C19orf26	0.659
C1orf50	0.33275
GNG3	-0.22875
FTO	1.40225
CALCB	-0.7815
PPP3R1	0.4065
C15orf42	-4.188
CCNJ	0.40825
GNAZ	1.1316
PSD	-0.632666666666667
FAM57A	-1.16425
STIM2	0.227166666666667
DHX8	-0.23325
MOGAT3	-0.356
