Hybridization REF	TCGA-C8-A1HI-01A-11R-A137-07
CCRN4L	0.268125
CBR4	-0.760333333333333
KIFC1	-2.5795
SLC7A14	-1.43483333333333
LHX5	0.2635
TRPC7	-0.06
LPXN	-0.94375
SERPINA1	-1.40625
RPS13	-0.6864
BPIL3	0.2365
PRKAA1	-0.616
FADS2	1.0193
ENAH	0.635625
PRO1768	-0.779
APBA2BP	0.787
LIPH	3.88483333333333
C3orf33	0.26925
RCC2	-0.514428571428571
ALDH1A2	-3.5512
RNF103	2.02875
AHCY	-0.56725
ALG12	0.499
CCL17	0.62225
ZNF543	1.81516666666667
ESRRG	3.6646
CNGA1	2.48125
RDH5	-0.520333333333333
OTX1	-1.2166
PTGFR	-1.77866666666667
CDR2	1.216875
SELE	4.81925
NLGN2	-1.298
EXOSC9	-0.668
ZNF566	0.2975
KLRC2	-4.8625
GPR12	0.8035
KIAA0196	0.242
PDRG1	-0.61
SSR3	0.00421428571428574
MSI1	-0.0385
CST9	3.777
CC2D1A	0.2365
PLAGL1	-0.799611111111111
ZNF778	-0.2045
RNF2	1.325375
KLF6	0.405833333333333
THBD	1.45783333333333
tcag7.1314	1.17925
NR5A1	-0.51
ABCD2	0.05525
DNAJC7	-1.20775
CLEC4C	0.41
TM2D3	2.307625
CCDC4	-3.832
PLAC2	0.1135
DCD	3.828
FAAH	1.8385
POLA1	-1.0395
TM7SF2	0.342375
FLJ39822	-0.193833333333333
FLOT2	-0.339625
MAP4K1	-0.833333333333333
SRP68	0.575
C21orf74	-0.466
ARPC5	0.26225
LOC126075	1.4625
HECW2	0.60025
ZDHHC4	-0.2975
ANKRD42	1.4785
PDE9A	-0.6225
ABCA8	2.66175
NDUFS2	0.78675
UBR5	-0.58
BTBD16	-2.98025
LOC554174	0.5385
ZNF20	1.4285
KIAA1843	0.405
WDR17	1.172125
C15orf33	1.656
RNF113A	0.2245
CAMKK1	-0.4232
CLCN2	-0.229
ANXA6	-0.21
LOC340069	0.2325
EMID1	-0.04
DPM3	-0.1685
ELA1	-0.561
SLC25A13	-1.0683
KRT24	2.7105
SMPD1	0.763333333333333
TH	-0.053125
COL6A2	0.433714285714286
ANKS1B	1.859
GPR126	-3.1539
ZC3H12A	-0.185833333333333
TMEM47	1.12116666666667
C2orf51	0.176666666666667
C1orf88	3.57783333333333
HSF2BP	0.73125
AKAP10	0.287
RPAP3	0.219
KLHDC8B	1.334125
STOM	1.4547
MUPCDH	-0.134875
C10orf72	-0.1105
PLEKHA3	1.36441666666667
TCP11L1	-0.1485
CWF19L1	-0.023875
SPEF1	1.89653846153846
YSK4	1.072
ELN	2.6521
SAMD8	0.0671666666666667
MPI	-0.678333333333333
MEPCE	0.2192
ABCC3	0.824
NANOGP1	-4.7385
KCNK17	3.96725
HLA-DMB	3.96083333333333
RRAGA	1.08025
ANGEL1	0.49825
RBM32B	0.4655
CPN1	-3.3845
MGC52282	-0.5237
HLA-A	0.80125
OR9G4	0.593
EDNRB	-1.57275
SCD	-0.101142857142857
C14orf80	-0.4015
BAGE2	-0.1645
RABL4	1.40183333333333
RCVRN	-0.367
SHANK1	0.092
NLRP7	-2.82425
CD226	0.94075
STAT3	0.8936875
SYNJ2	0.2021
TPCN2	-0.187833333333333
WDR36	-0.368916666666667
MBD4	-0.12975
ROBO1	-0.5037
ST3GAL6	-2.84
SLAMF8	3.12566666666667
ATN1	0.170833333333333
GPR141	0.852
KRT36	0.4255
TPH1	1.2015
DDX52	-0.41225
ZSCAN29	1.09216666666667
TRPT1	-0.9435
DPEP3	0.3995
DENND4A	-0.57975
TSPAN16	0.135
PTCHD2	0.225
LOC145814	1.326
CAP1	0.152166666666667
EIF5A2	-0.6901
NT5DC3	-0.88525
SEPT9	0.019375
SEZ6L2	0.070375
EGFLAM	3.5415
VPS11	1.12075
NDUFB5	-0.157
CIDEA	0.9765
IER5L	1.60925
N6AMT1	0.0505
FAM83C	-0.1805
OXR1	1.04075
IRX1	2.0885
DGKB	-0.7008
GCN5L2	-1.99025
MIR16	0.311125
FBXW9	-0.5705
WDR4	-1.61316666666667
PDC	0.3865
VPS33B	-0.065
HEXB	0.646
FLJ32214	0.44125
TCEB3	-0.00525
CRLF1	-1.25225
ABI3BP	1.10325
C8orf22	-4.00275
PYCR1	-0.398125
KIAA1706	0.9255
CDK5R2	0.63075
WAS	0.0185
C12orf60	0.4105
CCBL2	0.10975
MADD	0.431
C5orf34	-1.54475
WDR42A	1.2316
KLF12	-0.875375
HSPA1A	3.07725
ITM2C	-1.37891666666667
DAPK2	2.79483333333333
LOC442590	0.269
SUMF2	-0.152125
CENPA	-2.701
TMED5	-0.662875
CDH6	-1.2484
BRP44	1.327875
THG1L	-0.0025
GABRA2	-3.24
C14orf166	-0.0585
MYL1	-1.54216666666667
TNFSF18	-1.5695
PAP2D	-1.04266666666667
PPIB	0.1305
KLHL4	-1.170875
SFN	0.771333333333333
CCDC127	0.78175
FRAP1	0.1165
GOLGA5	1.3695
SDCCAG1	0.03425
MGC21675	-0.0526666666666667
C10orf95	-1.74575
KIAA1345	0.236833333333333
C1orf163	-1.773
LACE1	-0.0711666666666667
OR10K2	-0.6105
CENPN	-2.72776
TMED2	1.22775
UGT1A6	-1.791
ANG	0.16525
U2AF1	-0.861
CASC2	0.211166666666667
NMT2	-1.04716666666667
OSGEPL1	0.388
DFNB31	-0.481
SLC6A20	0.89775
DKC1	-0.9365
FXYD4	-1.0185
WDR64	0.202
MGC5590	0.7405
CREBZF	-0.0888333333333333
DAZ1	-0.51975
PRPSAP1	-0.163
GCHFR	-1.37825
TTC7A	-0.7595
LOC196993	1.514
UBD	-0.1515
S100A1	-0.319625
RPL6	0.3985
DNAJB6	0.667
NAGS	1.1055
C2orf58	-0.267
KERA	1.6185
MT1X	-0.3871
UBE2B	1.6838
KEAP1	0.9335
MST1	-3.489625
OMA1	0.879
ABLIM2	0.94975
BCL2L13	-0.361
JAZF1	0.207833333333333
TMEM63B	1.742
S100A8	-0.234
ARFIP2	1.39925
UROS	0.00525
KHDRBS2	0.7545
POLQ	-3.012875
SOAT1	-1.68975
SPAG4	-1.32325
MRPS30	0.74
LOC494141	-0.35075
OR2T11	1.2905
ORAOV1	-0.7559
ZNF184	-0.102833333333333
TCEB3B	-0.114166666666667
ADAM21	0.267
GDPD1	0.60025
SPINLW1	0.80875
PRR14	-0.0951666666666667
KCTD9	-1.7156
NUDT3	0.78675
KIAA1822	0.5714
HIST1H4K	2.525
DFNA5	-1.5965
GABPA	-0.7575
C14orf44	1.01575
POLB	0.066625
PTAR1	-0.32175
SEC31A	0.885
TRIM58	1.19425
TAS2R14	-1.0795
VPS8	0.861875
H1F0	0.198666666666667
PRKCB1	-3.6575
UGT2A1	0.553
TOR1B	0.10925
LSS	-0.936166666666667
C2orf19	0.3985
HNRNPC	0.488285714285714
TMEM100	-0.9095
LOC116349	-0.16175
OR51M1	0.8705
CCDC142	-0.73125
ISG15	3.04
ZCCHC14	-0.22925
CREBL2	0.88625
TGDS	-1.854
DC2	-0.9515
CACNA2D3	-1.57371428571429
ZNF429	-0.886625
LYPD6	-0.226666666666667
SUCLG1	-0.062
OR51I1	-1.3145
MAGEH1	2.10375
PRPF40A	-0.577
SMR3A	0.7425
SPINK2	-0.63275
THAP2	1.991625
NPY5R	-0.714625
IRF4	-2.0385
SPESP1	2.96483333333333
OR10S1	0.479
DTD1	-1.15875
TUBE1	-0.53925
DDX19A	-0.7305
PDPN	-1.17925
TMEM34	0.34275
MGAM	3.513
COL3A1	5.57861111111111
GFM2	0.3155
OR5A2	-0.6195
PSG9	-0.643
ARHGEF11	1.02516666666667
IVNS1ABP	-1.2466875
SIGIRR	1.0185
DUSP19	0.560625
DNAJC14	0.8064
ACSS1	0.963375
IL1RAPL2	0.4535
C4orf30	-1.32
SEPT4	3.68725
LANCL3	-1.6905
SPAG17	4.92683333333333
PRDX3	0.01625
HNF1A	-1.72325
P4HA2	0.577875
RFWD3	-1.4195
MOV10	0.2755
DNAJA5	0.458928571428571
LOC729440	0.16125
LOC200383	1.708375
SMC2	-2.308
MIXL1	-1.63183333333333
TMEM9	0.32
FAM86A	2.196
ZNF174	0.7875
MYH14	-1.406
CCR8	0.4435
VPS37C	0.8905
GPATCH1	0.0396666666666667
B3GNT8	2.4995
TBX4	-0.4975
CNR2	0.508333333333333
PCDH1	2.79975
C5orf29	4.935875
OCIAD2	1.47525
PLCG2	0.88425
KIAA0247	2.191125
HRH3	0.1957
CAPN13	3.885875
CCR1	-0.7241
MGC15523	-0.124055555555556
UVRAG	1.124
DNAJA2	0.549833333333333
ITGA2B	-0.872166666666667
CLDN5	3.4665
PTPRN2	-0.525714285714286
ZNF512	-0.723166666666667
PSAP	0.836857142857143
CCDC140	-0.769
LRRC55	-0.41575
CYP26C1	-0.2775
C8orf47	-0.4765
LYN	-0.62525
DUSP6	1.462
TGFB3	3.35253333333333
ELK1	0.4488
PCDH11Y	-0.4915
HGD	0.652
C17orf58	1.68475
MYO3A	-0.283
SERPINE2	-4.38066666666667
AARSD1	-1.271375
C14orf73	-1.8055
ADAM33	0.07075
ZNF491	0.688
MAPK6	0.759
TCN1	5.74083333333333
SLC24A6	0.871
UBE2R2	0.6455
H1FNT	0.0485
TATDN2	0.262333333333333
LILRB1	1.891
P2RY5	1.246
NUCB2	0.8485
C2orf37	1.13825
SNX27	0.942
MTA3	0.128875
FOXO4	0.658625
ID4	1.70133333333333
SOX5	-1.80366666666667
PXMP3	0.67825
OR52M1	0.042
SFT2D3	0.28275
INA	-3.91883333333333
MCOLN1	1.00875
NFIX	0.095
CLEC14A	5.5085
HIBCH	-0.7775
PLA2G5	0.67025
TIMM10	-0.2705
MED17	-0.2591
COL4A4	-1.6345
TPP1	0.688
GJA3	-0.818833333333333
TMPRSS5	-1.51375
AADACL3	0.348
DNMBP	-1.299
ENPP5	4.74333333333333
NQO1	0.0433
ZSCAN2	-0.730375
SEC24C	-0.0418333333333333
GTF2A1L	-0.221
AXIN2	0.0596
FAM33A	-0.0500833333333333
C16orf13	0.227125
SPNS2	0.542
TAF1	-0.5965
AP1G2	0.378166666666667
RBM42	-0.780666666666667
HCN2	0.151
EFHB	1.05633333333333
RUSC1	1.97133333333333
GRIK5	0.1085
USP21	0.2085
ATAD3C	0.17975
ORMDL2	0.659
PRSS7	-4.316
PSAT1	-4.77775
FLJ13195	0.371833333333333
TBC1D1	-0.2095
IFNG	1.79125
OTOS	0.8425
ZNF773	0.758
EMD	-1.03425
RETN	1.873
CCL8	4.412
APH1A	2.0515
COX18	0.10775
GTF2IRD2	0.031
CCDC82	-1.62716666666667
PAFAH2	0.8583
NPEPL1	-1.1162
RP11-114G1.1	0.3635
TP53INP1	2.201
ZNF300	-1.43966666666667
FOXL2	-3.48075
LARP2	-0.0594166666666667
LATS1	0.47725
HTR6	0.401
SPOCK2	-0.229166666666667
RNF144B	3.40466666666667
HTATIP2	-0.10175
MGC10334	0.0778333333333333
CENTA2	1.778
FGF2	0.627
FXYD7	0.157
PHYHIPL	-2.19428571428571
GPR34	5.497
DDX6	-0.271
OR10W1	2.243
LHFPL1	-1.0735
ZNF313	-0.168357142857143
VPS28	0.88025
AP3M1	-0.5544
AKR1CL2	-0.7535
TRAF4	-0.148
OR2B11	0.563
C19orf12	-0.367333333333333
AKAP9	0.4615
C1orf62	1.229
SLC20A1	-0.7835
FAM112A	0.808
LDB2	0.98
MRPS23	0.67925
KLK5	4.546
SPTB	-0.00489999999999999
EFEMP2	0.727
EFNB2	0.4175
PCM1	-1.11342857142857
NMNAT3	2.4335
TSG101	0.956833333333333
C8orf40	0.0431666666666667
NOB1	-1.45275
ABHD3	-0.9005
GTF3C4	-0.4305
PIGN	0.607333333333333
GALNTL1	-0.58325
AEBP1	1.75225
OR9Q1	0.907
ANKRD2	-0.18625
CCL28	-1.3375
TRIM38	1.45683333333333
TMCC1	0.518083333333333
SMG5	-0.076
LRRC7	-0.461
NCAPD2	-2.064
C6orf153	-0.52625
C1orf74	0.922
OTUD6A	0.271
DCP2	-0.792166666666667
TMEM24	0.89125
RPL18	-0.450166666666667
TMEM177	-0.38325
LRRC37A3	2.39525
C1D	-0.739666666666667
LDHC	0.48175
UBE4B	0.0176666666666667
NIT1	0.353875
BTN3A3	0.615375
RASD1	0.818625
COMMD3	0.2675
SHFM1	0.27375
BIRC8	0.43175
DUT	-0.27675
C12orf51	0.1085
LRRC59	0.5955
LY6H	-0.53975
WDR22	0.48625
EDEM1	0.3505
ADH1A	3.4515
PANX2	-0.2136
CYP11B1	0.706
CDC73	-0.06
GPR172A	0.11325
GSTM3	1.11907692307692
KCNA5	1.17925
SERAC1	0.735166666666667
NFATC2	-0.232
ANAPC5	-0.0401
C15orf24	0.37125
NFATC2IP	-0.693916666666667
TNRC6C	1.065
MGC102966	1.041375
FGD5	0.708666666666667
MED9	-0.216
RAB13	0.674166666666667
C15orf49	0.4705
CRYGS	-0.5455
C12orf53	-0.1541
LOC283693	-0.503
COX6B2	0.325375
PHF14	0.20375
FAM3A	-0.164625
RPL13	-0.8311
PRDX2	-0.0218
FLJ34047	-3.048
PRMT3	-0.951
KCTD19	-2.254
TRIM10	-0.7325
MGC26597	-0.05
GCNT4	0.589
GPRASP1	1.557
CDKN1C	0.09
RHBDL2	1.0491
HSPH1	0.58675
AQP1	3.405125
COL17A1	3.783
GFAP	0.784625
CDC16	-0.3805
KIAA1614	0.4185
C6orf118	0.637833333333333
ZSWIM5	0.61175
FAM83F	3.0845
LYNX1	0.8480625
SYNPR	-0.94
XG	3.53716666666667
PRSS16	0.771625
KIF13B	0.694785714285714
PCDH9	-0.506625
HIST1H2AH	3.5125
RBM18	-0.24525
ZNF626	-0.034375
HEXIM2	0.5465
ITFG1	0.5115
TUBG2	-1.077
SFRS7	-0.422666666666667
C9orf14	-1.6915
EXTL1	-0.58475
GBP3	2.12633333333333
WDR5	-0.59825
RARG	0.9645
MYO7A	-0.22075
CECR6	0.04225
C13orf3	-2.137125
SFRS18	-1.439875
ACVR1B	0.0231666666666667
PSMD1	-0.3335
C7orf31	0.559333333333333
ILVBL	-0.34625
IFNGR1	1.0585
RNF186	2.4645
NOL9	-1.449
MAGEL2	0.20725
SLC29A2	-0.40875
NHSL1	-1.0285
RBMX	-0.7945
PSORS1C2	0.52225
RAD51L3	-0.140166666666667
LCN6	1.8235
ORAI2	-0.636375
BRUNOL6	-0.4974
OR4K5	0.115
CDC123	-1.307625
MSLN	-1.66216666666667
WWTR1	-1.492
ZNF700	-0.948833333333333
COBL	0.32575
PPP1R16B	0.033625
GAS7	0.0687
MDN1	-0.736625
HAAO	0.272
C9orf68	1.22775
TNFAIP2	0.355375
FOXN1	0.533
hCG_2033311	0.118666666666667
ATP6V0D2	0.8435
RPL41	0.387
SLC38A1	0.337875
ARHGAP6	-1.24466666666667
ADAD2	0.25725
PHF20L1	-0.36825
MCM3AP	0.665666666666667
ST3GAL3	-0.452833333333333
SNX1	2.079
ELF5	4.73675
PARP3	0.040125
RBM8A	-0.000625000000000009
LINGO4	0.541
ITGA9	1.73683333333333
ZFR	0.0125
ACSL6	0.960375
FLJ20699	0.0298
DAOA	0.2475
FABP4	3.4155
KCNB1	-0.8015
CANX	0.3506
SLC25A28	0.1425
ADIPOR2	-0.34525
ECHDC2	0.96325
SMA4	2.30225
FRZB	4.0345
PABPC1	-0.8355
DMRTB1	-0.43725
APOBEC3G	0.3295
CATSPER2	-1.42016666666667
CUEDC1	0.484
STARD9	-1.0745
CLDN8	5.385125
LOC23117	-1.45077272727273
E2F6	-0.399333333333333
TMEM126B	-0.681333333333333
DPY19L4	1.17575
GIMAP5	3.50433333333333
NDUFA9	-0.826833333333333
FAM77C	-0.3525
CTPS2	2.08925
LOC51035	-0.261625
WDSOF1	-0.58975
EGLN3	-1.401
PITX3	0.500833333333333
OR52E8	-1.2205
GRM4	0.267
KLK1	-1.7765
GPM6B	0.20025
RRAGD	-0.906666666666667
PAGE5	-3.6245
UCHL5	-1.15433333333333
ULK3	-0.2685
AIM2	0.504166666666667
PNO1	-1.1675
OR2F2	0.1035
GNAT2	-0.7785
SIX1	-1.833
ST13	0.13025
ZBTB44	0.8545
TIMP2	-0.47375
ZMAT4	-1.257
GTF2IRD1	0.177833333333333
ZNF19	0.7315
ZNF714	-2.186
RSC1A1	0.3235
C9orf80	0.2385
PSMA8	-0.146333333333333
TMEM141	0.532
COX4I1	-0.560142857142857
CTAGE1	0.4145
DTWD1	0.061
HSD11B1	0.534
KRT6B	5.333125
ARID4B	1.66575
LHFPL3	-0.34325
WWP2	0.0603333333333333
ZNF326	-0.444
RGPD1	-0.687
CTSH	0.751
FASTKD1	-1.61275
PAF1	1.0154
TTC9C	-0.4805
IFT57	1.1429
PRSS36	-0.349
IL20RB	-2.2055
ZNF592	0.0141666666666667
DCTD	-0.5059
CFP	0.82
MFNG	-0.881875
JMJD2B	0.229
ALDH3B1	-0.42025
THSD4	2.42733333333333
KCNJ5	2.933
LMNA	0.446166666666667
TBCD	0.19775
ZNF250	0.0836666666666667
CASQ2	2.97683333333333
PEG10	-1.64225
PRAME	-1.895
NP	-0.372625
TRIM59	0.200666666666667
ZNF12	0.23125
XTP3TPA	-0.5905
SIGLEC7	-0.0835
PANK4	0.4555
FAM70A	-0.0136666666666667
SNED1	0.51675
HIP1	-0.1048
RAET1E	-0.323166666666667
AMAC1L2	-1.5865
AHNAK2	-1.35508333333333
TOE1	-1.14516666666667
RECQL4	-2.06725
SPRYD3	2.0235
DPAGT1	-0.021
MAGED2	2.3286
ANKRD55	-1.05175
TRPS1	4.51008333333333
DOK7	-0.53275
TFPI2	-0.88825
GTF2H3	-0.153833333333333
CYP4F11	-0.070375
LHX2	-4.1365
ATG16L1	1.12566666666667
ASB12	0.6635
C1orf116	3.370875
NF2	-0.6287
POM121	-0.5425
PHYHD1	1.7387
TXNDC17	-0.0208333333333333
DKFZp779O175	0.04825
NUP62	-0.000642857142857141
MYO18B	-0.331166666666667
PRAMEF1	-0.131
TCBA1	0.833875
TMEM168	0.92925
FJX1	0.226666666666667
CLCF1	0.2485
SEPN1	0.00625
IGSF2	1.19575
NUDCD1	-0.626666666666667
TFF3	3.89233333333333
NDFIP1	1.318
CHCHD4	0.07825
TNR	0.1195
CUTA	-1.20483333333333
USP44	-3.58275
DPP10	-0.509666666666667
IWS1	-0.221166666666667
PCGF1	0.368
SULT1C4	-0.1125
NTF5	3.4755
PTPN13	0.3
SSTR5	0.1335
SFRP1	1.607625
IDH3B	-0.6465
SUOX	2.53583333333333
TMCO5	-0.28875
GOLT1B	-0.45825
MIB1	-0.599928571428571
PCDHGB1	1.3995
SUSD1	-0.39475
ICAM5	-2.36116666666667
PAPOLB	0.05125
URM1	-0.7241
TMEM106B	0.481666666666667
LRIG2	-0.65625
SLC27A5	-1.44925
CLIC6	5.4922
ZNF420	1.00233333333333
SCN9A	-1.3932
KIAA1909	-0.19075
ELMOD1	-0.53925
PRKAG1	0.5315
FAM64A	-3.10244444444444
EEF1G	-0.91735
SMAD5	0.35425
INCENP	-2.95175
WASF2	-1.583
GARS	-1.1449
CDK10	-0.7513
HLX	0.173166666666667
MDM4	0.125
ZNRF1	-1.60114285714286
HHATL	-1.48466666666667
FAM21C	0.1701
HIST2H3C	0.491
PFDN2	0.956125
ZNF200	-0.0155
NDN	-0.04425
HBA2	-3.07683333333333
FBLN5	1.976125
PUM1	-0.0353571428571429
TNNT1	-0.127666666666667
C19orf59	-0.7805
HNRPH2	1.70416666666667
RAB7A	0.481666666666667
PMS2	-0.3085
BIRC3	-1.398
NRSN2	0.71375
OR52K2	0.7705
SPOCK1	-1.304
H2AFY	1.0625
RXRB	-0.036
ZNF638	0.284
ANKRD45	0.91125
ACTN4	0.00900000000000001
FXC1	0.64675
EIF2B5	0.832
VPS33A	0.75675
PINK1	0.50675
FAM106A	-0.9185
SKIP	1.3799375
GAPDHS	0.24175
MUM1L1	3.63275
PSTPIP1	0.11575
CNTNAP1	-2.1211
CYP26A1	0.6895
APOL2	0.485
TACC2	0.1785
COX7A2L	0.0372142857142857
HSD17B1	0.1764375
ARRB2	-0.70375
SLC7A6	-0.8684
HSD17B10	-0.389
RBJ	-0.1625
NUP155	-1.547
MRPL10	-0.643833333333333
CYCS	-1.27675
CCDC46	0.5975
TECTA	0.642
GNAL	0.2645
LPO	0.439
PEBP4	1.076
DDX11	-2.7615
C18orf12	0.472
TAF9B	0.5525
IMP4	0.1825
RPA4	-1.8115
NDUFS1	-0.48725
UPK1A	-0.399333333333333
ARRDC2	0.244833333333333
C18orf20	1.525
AES	0.289357142857143
CD2BP2	0.855666666666667
C16orf54	-0.295
UGT2B17	2.986
FGFR1	-0.403590909090909
CEACAM6	5.8199
CHRM5	0.3895
CERK	-0.885875
AP3S2	1.75792857142857
ANKS4B	-1.32325
CLCNKA	0.383833333333333
ZNF208	-0.813166666666667
HLA-DRB5	4.584
CARKL	-0.8525
GOT1	-0.810666666666667
CASP6	0.45325
HOXA1	-0.6365
RCL1	0.309
ZNF181	1.042
RAB40B	1.1505
MRPL38	0.568375
LRRN2	1.622
C3orf25	1.659
OR5D14	0.3225
OR10AG1	1.2405
BET1L	0.9199
FRY	3.69825
AK3L1	-0.90975
CSF3R	1.05916666666667
POLR3K	0.208833333333333
ATG2B	1.494
EPS8	-0.693166666666667
DARS	-0.59875
C10orf56	0.5045
DAD1	0.491583333333333
RIOK1	-1.0065
HERC2	-0.02675
HSD11B2	-1.0785
FAM96B	-0.71075
MGC13057	-2.0575
BSN	-0.24075
CAND1	0.314666666666667
HCST	1.5015
ACTR10	0.506333333333333
OR8D4	0.353
NASP	-1.6422
COL9A2	0.663
LYZL1	-0.6735
GPC5	-2.65575
TBL3	-0.0225
CENTD2	0.7146
OR5AP2	0.09675
TLR1	1.80575
LMO6	0.166
ZIC2	-3.408125
CPNE5	0.64875
ZMYND15	1.06675
FLJ22374	0.277
CCDC106	0.469
PARP16	-0.07
PDIA3	1.1705
C14orf126	-0.1525
CECR2	-0.8545
SFRS1	-0.379785714285714
FIGLA	0.319
DCP1A	-0.284166666666667
MGC45800	-2.5705
TEKT1	1.473
C10orf67	-0.482
CLN5	1.42225
NTN2L	0.0605
GLE1L	0.35575
CES2	-0.2788
GNAS	0.113777777777778
DDX53	0.0055
TSPAN13	4.389
MRPL52	-0.5738
SPIRE2	-0.148875
TAS2R39	0.2365
SCUBE3	0.42075
UCRC	0.0587
CDKL3	0.44725
KIAA1715	-0.08
ZNF345	0.11325
RTF1	0.555875
DHRS7	1.2265
RIPK4	-0.301666666666667
EXOSC2	-1.58233333333333
MS4A2	4.0805
FGF17	-0.36
WDR59	-0.97875
EVI2A	-1.259
IL17RC	0.970833333333333
HS3ST1	2.18725
ITGB1BP2	-2.8565
RBPJ	-0.884333333333333
GIMAP1	3.294
INE1	-1.97266666666667
ALDH18A1	-0.696875
TPI1	-1.85175
GATA6	0.0245
CABP1	-0.914
ZNF484	0.833
DAPK3	0.6705
GJB1	-0.897083333333333
PIN1	-0.278625
SLC6A15	-3.92972727272727
CNO	0.337
RIN2	1.633875
FRRS1	0.3125
CYorf15B	-4.30871428571429
DMRT3	1.459
ATAD1	-0.4155
OTUD4	-0.156666666666667
ATOH8	-1.58475
ZSCAN16	1.200875
ASCC1	-1.05725
OTUD3	-0.28475
MGC33212	-0.406333333333333
YME1L1	-0.541125
RP11-218C14.6	0.19675
PCBP4	0.3075
TNFRSF10A	-0.34925
CDH10	-4.49366666666667
KL	1.841875
SCP2	0.799083333333333
C9orf119	0.355875
SON	-0.602416666666667
MAFK	-0.0775
SBNO2	0.9025
SLC6A6	0.578166666666667
SC4MOL	-0.429
FAM35B	-0.52825
PPP1R9A	1.155
PDZRN3	1.0235
CXorf20	1.0365
C6orf126	1.131
AVEN	-0.42125
FLJ21075	-2.207
C14orf132	0.167
PCK2	-0.471875
GUCY2C	-0.6415
BARX2	2.7895
PEX11G	1.347
DAO	-0.916833333333333
C10orf49	0.139
EDNRA	3.27116666666667
PPP2R5A	2.2395
DDX39	-0.640166666666667
SERF1A	0.45175
ASCIZ	0.3781
FNDC8	-0.0925
PTMS	-0.599375
PHF7	1.1435
PIP4K2B	0.38375
HHLA2	-0.41375
BDH2	0.4861
APOBEC2	-1.307
PENK	1.447
SMAD9	-0.70625
MT3	-0.815
RGL1	-0.006625
ATG10	-0.903625
DLGAP4	-0.367833333333333
APPBP2	0.868785714285714
BACE2	-1.78785714285714
LOC339344	0.398666666666667
ZNF395	-0.4533125
HIST1H2BL	2.3715
ZNF467	1.12925
SLC25A21	-1.123
PALM2	-0.279
NSUN5C	-0.80425
IL5	1.1579
CLSTN2	2.62725
ANXA8L2	1.11375
PTGES	0.285375
GDAP1L1	-2.0545
OPRK1	-0.647833333333333
WDR20	1.15008333333333
C12orf4	-0.25675
NUP88	-0.679625
XRCC6BP1	-0.589833333333333
FCGBP	1.97764285714286
LEMD2	-0.044
NOMO1	0.5745
C10orf79	1.816125
ZNF79	1.8123
OCRL	0.4961
HSPA8	-0.0811666666666667
DIDO1	-0.323
PLA2R1	2.09675
COG3	0.2812
NGDN	0.1665
CBFA2T2	0.064625
PNOC	-1.13575
PRRG1	0.2745
AGGF1	-0.336785714285714
DPF2	0.50275
YIPF7	0.0805
TRPV5	0.1875
ZNF322B	0.50975
MED12	0.191
CARS	-0.182
ABCC11	4.32516666666667
C9orf25	0.52
MYH1	0.3635
FRYL	-0.0305
AGTRAP	0.17875
MMP27	1.051
ZNF432	-0.361875
OR8D1	-0.035
OR13D1	0.5385
VWA1	1.953
STON1	-0.19175
IL5RA	-0.1625
PERP	1.585
C10orf107	0.922166666666667
TNFSF12	2.06925
FN1	-1.0055
MTR	-0.3615
PHLPPL	-0.678
ZNF425	0.909
DHFR	-2.182
PPP1R12A	0.211625
RSPO2	-3.634375
ZNF7	0.19075
ZNF583	-0.1015
TPMT	-1.0505
GPR132	0.250125
OR2T12	-0.60575
SERTAD2	-0.1531
ATP1A1	0.4184
FRMPD3	1.45925
ZNF672	0.676
PLXNB3	1.327375
EML5	-0.0435
FAIM3	-0.1305
UBQLN2	0.608
SORCS2	1.50025
PRIM2	-1.408
ACVR2A	1.671
YWHAZ	0.343416666666667
PGM2L1	0.08675
GNAO1	-0.380071428571429
RPL10	0.1111
RPS6KA6	1.928
PFKL	-0.371666666666667
SH3D19	0.31875
AURKB	-2.81766666666667
ZC3H6	0.564125
DISC1	-0.364833333333333
FLJ39660	-3.99133333333333
TMEM25	2.2855
OSBPL10	0.3915
CLTCL1	-1.43166666666667
ALG6	-0.83
CATSPER4	0.854
LRTM1	0.127
RRAD	1.76366666666667
TIPIN	-2.6055
CARD14	1.748875
RBM9	-0.686666666666667
RASSF4	-0.89375
SLC25A18	-0.825
C6orf58	-0.48
IGHD	-0.0025
PLA2G6	-0.089
TPT1	0.795625
SEC63	-0.0097
CCDC113	0.3483
TDRD10	0.2315
KIAA1666	-0.960875
TOR1AIP1	0.929083333333333
SYTL4	1.62983333333333
SPRR2F	-1.2045
CEBPD	1.25875
SNTG2	-0.44175
C20orf77	-0.0100833333333333
TAS2R49	-0.922
C6orf173	-2.46083333333333
SVEP1	1.0314
PXN	-0.260785714285714
VIL2	0.409
C5orf21	0.957416666666667
DIXDC1	0.681
GANAB	-0.851833333333333
PDSS1	-1.78625
NGFR	2.361
ATP8B4	2.163
BMP8A	0.971
CCDC132	-0.0516666666666667
GNRH1	-2.11525
OR10T2	-0.483
PDGFD	3.8425
OR6W1P	0.4735
HARS	0.223833333333333
KRT77	0.013
AQP8	-0.4635
ITGB1	-0.536
ZNF254	-0.6655
PAX1	0.401333333333333
PSMC4	-0.0416
ANKRD22	4.843
PSMD8	0.293666666666667
HTR1E	-1.1215
SOX10	-0.2878
OR5B2	0.4315
