Hybridization REF	TCGA-E2-A14Y-01A-21R-A12D-07
HNRPF	0.539375
COL11A1	5.29716666666667
UBAP2	-0.233
CDKN2AIPNL	-1.5185
C20orf174	1.60575
SPRED2	-0.68275
PLA2G12A	0.357333333333333
ICEBERG	3.92466666666667
SCN10A	-0.329
C11orf65	0.49925
GBP5	5.6635
PITPNC1	-0.373166666666667
POU3F3	2.1745
NCOA7	0.57575
LIN7C	0.4898
LOC348840	-1.5465
NKX2-2	-2.89325
ANKRD13D	1.084625
LOC123688	0.76925
FUT2	3.681
TAAR8	0.4385
FZD4	-1.0245
PNMA3	-1.19733333333333
OR4L1	0.7215
WIT1	-2.74875
EXOC3L	2.1645
ATPBD4	-0.3563
KRBA1	-0.4025
UBXD6	-1.62925
HOXB7	-0.818071428571429
C7orf23	-1.4445
UNQ338	1.31175
STAB2	0.65725
CDC20B	0.193
IRF9	2.05475
CENTG1	0.0463333333333333
TNPO2	-0.036
MCPH1	-0.33
BMS1P5	-1.96825
SLC26A7	2.2105
HIST1H3J	1.57125
C9orf3	1.7126
LBH	1.631
MYO1D	2.138
PTDSS2	0.1565
NFU1	-0.49925
DEPDC4	-1.85225
WNT7B	1.1891
GLP2R	0.298833333333333
SETD4	0.169
DYNLT3	-0.0065
FKBP11	-0.729333333333333
SESTD1	-0.1955
FLII	-0.594
RPS16	0.8858
CHPF	-0.1785
CSNK2A1	-0.134
SUMO1P1	-0.39175
FKBP6	-0.5875
ZNF214	-0.335666666666667
TWIST1	-0.622333333333333
DDX56	-0.126833333333333
TRAM1L1	1.4318
EPO	-2.20066666666667
MRPS18B	-0.00375
ZNF682	-2.43866666666667
RPL14	-0.0608333333333334
MAFF	0.4975
LOC51136	-1.6295
LY96	-0.5715
DDX20	-1.4325
ABTB1	0.241
ARL5A	-0.5629
CCT6A	-0.38775
HEPACAM	-1.23666666666667
EHHADH	-0.9545
RBAK	-1.4025
CGB1	3.40075
ITGB5	-0.3814
YIPF3	-0.524
FKBP2	0.58925
NR1D1	0.9922
TMEM110	1.269
NEK2	-0.452666666666667
PRAMEF8	-2.38325
C20orf52	0.434833333333333
PCDHGA3	0.386
VWA3B	0.40175
NDUFA5	0.29025
THAP9	-0.4165
FLVCR2	0.1485
AP1S1	-0.85125
SMAD6	-0.76125
SAV1	0.80875
SAT1	2.53075
ZNF251	0.83775
ADAMTS7	0.3714
RPP38	0.08
C1orf211	0.2975
YPEL2	-0.43355
RBMS1	0.0865
ZNF445	-0.358333333333333
NRXN2	0.267333333333333
PGBD4	-0.685875
UGT2B28	-2.48175
WBSCR16	-0.914
NLRC3	-0.10625
ASTL	1.0255
ST6GALNAC1	-2.238
ZADH2	-1.227125
MLLT4	0.594416666666667
ARL6	-0.265
MEF2C	-1.0225
CBFA2T3	-3.305
AFF3	-0.831928571428571
COG7	-0.5195
MYB	-1.7485
PLXNA3	0.6615
XRCC2	-1.13733333333333
MMS19	-0.011375
ST8SIA5	-0.7215
CHPT1	1.46333333333333
KIAA1712	-0.376625
OR6X1	0.442
ACTR3	0.118375
UGCG	-0.411666666666667
OR4P4	0.536
ZAP70	-2.567
LPP	0.56925
ZNF485	-0.615
PTPRCAP	-0.21125
IL12RB1	0.649
ATRX	-0.4068
CHST8	1.879125
C14orf109	0.0395
ARV1	0.81575
NMB	1.71814285714286
COX5A	0.579666666666667
EIF6	0.029
MPPED2	-0.3335
SEMG1	-1.5905
CHRDL1	-0.376
TRAF3IP2	0.92875
WNK2	-0.013125
LILRA4	1.925
LAMA2	1.46625
PXT1	0.2495
RLBP1	-2.64125
CD300C	0.088
SLTM	0.157125
FLJ10404	0.361625
APOBEC3D	-0.943333333333333
RENBP	0.0283333333333333
ATXN7L1	-0.519
NID1	-0.5745
TUBGCP3	-0.3105
ITIH5	0.248444444444444
CCDC110	1.57775
C8A	-2.10325
MGC87042	-1.159
HOXC13	1.28325
TFDP2	-1.04525
HCP5	2.06775
POLI	-0.783
UCN	0.0813333333333333
ZNF764	0.0891666666666667
C8orf45	0.715
FHL3	-0.298
SPATA5L1	0.315
MMRN2	2.31383333333333
NDST1	1.18166666666667
COL20A1	0.1785
ZNF248	-1.14683333333333
PELP1	-0.3375
MBL2	-3.0625
RNF41	0.211125
C5orf24	0.353875
THOC5	-0.56775
SERINC3	-0.418083333333333
RP11-151A6.2	0.09325
CDCP2	0.59175
HIST1H2AA	0.627
C11orf75	1.59416666666667
FKBP7	-0.67775
DDOST	-0.39425
GPNMB	-0.375333333333333
TTF2	-2.04216666666667
KCNT1	0.419
SLC39A14	-2.012
NGRN	0.5536
GPR137B	0.47075
MECP2	-0.336875
PSMA1	-0.141
C16orf73	-4.47025
TMEM60	-0.4265
CSN3	0.0035
NOS1	0.6905
RAB7L1	-0.8525
YBX2	0.3575
KIAA1166	0.143125
FUBP3	-0.148666666666667
ABCG1	1.2845
ACACA	-0.7085
ARL11	-0.435
ATOH1	0.451
ODF1	0.469
CREB3L3	-1.1875
TMEM127	0.775428571428571
DSCAML1	-0.69175
PLN	1.92966666666667
LYPLA1	0.0525833333333333
PRDM9	-2.2305
SASP	1.3405
PLUNC	2.18866666666667
INTU	-0.3235
HISPPD1	-0.961
LNPEP	0.458333333333333
YARS2	-0.187
APCDD1L	-0.6795
ZCCHC4	-0.6751
FBXO22	0.136833333333333
TTLL13	-0.233
ZNF669	-1.6195
PTGDR	2.22375
DDX27	0.42625
KIAA0409	0.0931666666666667
GJB6	5.18425
ASB8	0.0605
PLP2	1.10766666666667
MEPE	0.217
OR10J5	0.6755
KRT222P	-1.003
COQ7	0.208166666666667
C1orf101	0.241
RERG	0.7329
CHMP5	1.16125
THAP11	-0.22475
ZNF43	-2.37333333333333
ZRANB3	-0.696
KRT13	1.787
MRPL19	-0.06725
RBBP9	-0.07075
SPATA17	-0.158375
BXDC5	-0.979166666666667
PAFAH1B1	-0.669083333333333
MAGEE1	0.132
OSTF1	1.21925
KIAA0323	-0.28875
TXNDC13	-1.17116666666667
CNTN4	2.672625
LCE1B	1.6165
UNQ501	0.512
ZNF154	-1.20425
C3orf64	-0.075
SYT5	0.2059
PON1	0.1235
FLJ10357	-1.300875
ATP4A	-1.056
GNPDA1	-0.692666666666667
MGAT1	1.08083333333333
C14orf121	0.62125
SLC35B2	0.11375
MIER3	0.636
CHEK1	-0.823375
ZNF8	-0.269
TXNDC1	-0.858
CKB	0.2796
RTN3	0.516571428571429
FZD2	-1.13716666666667
PART1	0.56025
PSMB6	-0.39
PCDHB8	-1.412
PHC3	-0.8946
PPP1R8	0.195166666666667
NOVA2	1.82016666666667
TNFRSF11B	-1.623625
GOLPH3	1.4795
UBLCP1	-0.76875
SUHW3	0.366
TTLL1	0.3175
OPN4	0.6675
OR13G1	0.6565
ZPBP2	-0.266833333333333
HSD17B11	-3.415125
C9orf50	0.0865
DHDDS	0.0955
CTSW	0.7654
NEFM	-2.78066666666667
MRPL28	-0.83075
SYN1	1.14183333333333
PIGV	-0.458333333333333
ZIM2	-0.46225
APBB1	-0.0855
SND1	-0.9245
C1orf123	-0.592166666666667
CHD3	-0.45925
BHLHB8	0.91275
RNASE2	-0.306666666666667
BCAP31	0.709
SLC25A44	0.484333333333333
CHD6	-0.9687
PIB5PA	0.959384615384615
SELS	0.25175
LOC541471	0.236875
FAT2	4.198
ZNF81	-0.866
OR4C16	0.2465
FLJ10081	-0.6263
LRRC4	0.2305
CS	0.265333333333333
N4BP2	-1.218625
IGFBP7	0.12775
ZNF318	-0.538583333333333
NDNL2	-0.213625
ZNF609	-0.479375
SIRT4	-0.28225
EXOSC10	-0.229
ECE2	0.662
OVGP1	-0.73775
GTPBP3	0.49075
PACS2	0.8276
C19orf36	-0.173
ARL4C	-0.22125
ATG4B	-0.2925
UBQLNL	-1.296
RHOXF2B	-3.147
PLEKHG2	0.506
GALR1	-0.784
AQP4	0.345333333333333
HDAC7A	-0.0831666666666667
DCUN1D3	0.11
OR8A1	-0.285
CCRN4L	1.2805
CBR4	-0.241666666666667
KIFC1	-0.525833333333333
SLC7A14	-1.386
LHX5	-0.5945
TRPC7	0.5505
LPXN	-1.51875
SERPINA1	-2.198875
RPS13	-0.4344
BPIL3	-0.1325
PRKAA1	0.24575
FADS2	1.4173
ENAH	0.3496875
PRO1768	0.7595
APBA2BP	0.53475
LIPH	0.643
C3orf33	-0.66825
RCC2	1.13178571428571
ALDH1A2	-3.3385
RNF103	0.00475
AHCY	0.01625
ALG12	1.1385
CCL17	1.078
ZNF543	0.515166666666667
ESRRG	2.4322
CNGA1	3.83325
RDH5	-0.834
OTX1	0.5472
PTGFR	-1.44933333333333
CDR2	-1.2835
SELE	3.77125
NLGN2	-1.26966666666667
EXOSC9	-0.283
ZNF566	-0.585666666666667
KLRC2	-3.2535
GPR12	2.3685
KIAA0196	0.34075
PDRG1	-0.07775
SSR3	-0.428857142857143
MSI1	1.01
CST9	-0.435
CC2D1A	0.293375
PLAGL1	-0.372444444444444
ZNF778	-0.8145
RNF2	-0.161875
KLF6	0.603166666666667
THBD	2.83816666666667
tcag7.1314	0.695
NR5A1	0.130833333333333
ABCD2	-0.748
DNAJC7	-1.4275
CLEC4C	-0.014
TM2D3	0.27375
CCDC4	-2.0855
PLAC2	0.373
DCD	0.838
FAAH	0.887375
POLA1	-0.538333333333333
TM7SF2	0.526625
FLJ39822	-1.89383333333333
FLOT2	0.519375
MAP4K1	-0.620666666666667
SRP68	0.914625
C21orf74	0.177
ARPC5	0.571
LOC126075	0.88275
HECW2	1.35225
ZDHHC4	-0.653
ANKRD42	0.5738
PDE9A	-1.57383333333333
ABCA8	-1.489
NDUFS2	0.38225
UBR5	0.279
BTBD16	-1.71775
LOC554174	0.6535
ZNF20	-1.3465
KIAA1843	0.043
WDR17	-1.062
C15orf33	0.2635
RNF113A	-0.05625
CAMKK1	-0.4577
CLCN2	-0.17
ANXA6	-2.0675
LOC340069	0.598
EMID1	-0.4525
DPM3	0.153166666666667
ELA1	0.292
SLC25A13	0.029
KRT24	0.61375
SMPD1	-1.207
TH	0.327125
COL6A2	0.616357142857143
ANKS1B	0.2515
GPR126	-0.699
ZC3H12A	1.82216666666667
TMEM47	0.755166666666667
C2orf51	0.283166666666667
C1orf88	-0.424333333333333
HSF2BP	0.63175
AKAP10	0.17275
RPAP3	-0.5675
KLHDC8B	1.533
STOM	0.8369
MUPCDH	0.467875
C10orf72	-0.8185
PLEKHA3	0.397916666666667
TCP11L1	0.04825
CWF19L1	0.00125
SPEF1	0.353846153846154
YSK4	0.2075
ELN	2.7842
SAMD8	0.838833333333333
MPI	-0.792
MEPCE	0.1661
ABCC3	-1.264375
NANOGP1	-1.2955
KCNK17	0.811875
HLA-DMB	3.73133333333333
RRAGA	0.0725
ANGEL1	-0.31
RBM32B	0.7375
CPN1	-2.1835
MGC52282	-0.6684
HLA-A	1.25041666666667
OR9G4	0.7855
EDNRB	-3.110625
SCD	0.967071428571429
C14orf80	0.0578333333333333
BAGE2	-0.543
RABL4	0.3055
RCVRN	0.257
SHANK1	0.373
NLRP7	-2.46175
CD226	0.22325
STAT3	0.15075
SYNJ2	-1.2996
TPCN2	0.307
WDR36	-0.322
MBD4	0.354
ROBO1	0.8171
ST3GAL6	-1.91825
SLAMF8	3.52816666666667
ATN1	0.879833333333333
GPR141	0.7845
KRT36	0.611
TPH1	0.6215
DDX52	0.5575
ZSCAN29	0.4585
TRPT1	-0.180666666666667
DPEP3	1.1725
DENND4A	-1.216625
TSPAN16	-0.665
PTCHD2	-0.3995
LOC145814	0.22275
CAP1	-0.5275
EIF5A2	-0.8007
NT5DC3	-1.066
SEPT9	-0.204875
SEZ6L2	-0.531375
EGFLAM	2.74375
VPS11	0.315375
NDUFB5	0.0511666666666667
CIDEA	1.90666666666667
IER5L	1.865
N6AMT1	0.5055
FAM83C	0.33975
OXR1	1.08158333333333
IRX1	0.979
DGKB	-1.0195
GCN5L2	-1.65
MIR16	-0.165125
FBXW9	0.7525
WDR4	0.784833333333333
PDC	-0.1695
VPS33B	-0.2555
HEXB	-0.78925
FLJ32214	1.08775
TCEB3	0.21275
CRLF1	-3.47725
ABI3BP	-1.407
C8orf22	-2.3625
PYCR1	-0.520875
KIAA1706	-0.11
CDK5R2	1.32525
WAS	0.6155
C12orf60	-1.2065
CCBL2	-1.32475
MADD	0.0255
C5orf34	-1.11975
WDR42A	0.2784
KLF12	-0.4795
HSPA1A	2.06925
ITM2C	-1.52416666666667
DAPK2	2.2915
LOC442590	-1.7005
SUMF2	-0.381125
CENPA	-0.621923076923077
TMED5	-0.972375
CDH6	-1.3198
BRP44	0.867125
THG1L	-0.1125
GABRA2	-2.99375
C14orf166	-0.31925
MYL1	-1.83866666666667
TNFSF18	-0.0875
PAP2D	-2.017
PPIB	-0.8345
KLHL4	-1.01675
SFN	2.99783333333333
CCDC127	1.10825
FRAP1	-0.18475
GOLGA5	0.35625
SDCCAG1	-0.543625
MGC21675	-0.131166666666667
C10orf95	-0.06425
KIAA1345	-1.34783333333333
C1orf163	-0.0255
LACE1	0.211
OR10K2	0.181
CENPN	-1.30292
TMED2	0.37975
UGT1A6	0.4335
ANG	-0.82875
U2AF1	-0.571166666666667
CASC2	0.116166666666667
NMT2	-0.831666666666667
OSGEPL1	0.072375
DFNB31	-0.049
SLC6A20	0.00599999999999999
DKC1	-0.527
FXYD4	0.551
WDR64	0.2985
MGC5590	1.072
CREBZF	0.02
DAZ1	-0.09575
PRPSAP1	-1.27725
GCHFR	0.8275
TTC7A	0.67725
LOC196993	-0.017
UBD	2.84366666666667
S100A1	0.185375
RPL6	1.10583333333333
DNAJB6	0.46055
NAGS	-0.2572
C2orf58	0.216
KERA	1.60233333333333
MT1X	-0.1285
UBE2B	0.2008
KEAP1	0.82525
MST1	-2.786625
OMA1	0.604
ABLIM2	0.4075
BCL2L13	-0.0325833333333333
JAZF1	-0.282833333333333
TMEM63B	1.93
S100A8	6.4107
ARFIP2	-0.148
UROS	0.2015
KHDRBS2	-2.171
POLQ	-1.7825
SOAT1	-0.54725
SPAG4	-1.13
MRPS30	0.1815
LOC494141	0.144
OR2T11	0.6945
ORAOV1	0.0835
ZNF184	-0.417666666666667
TCEB3B	-0.2745
ADAM21	0.2355
GDPD1	-0.89975
SPINLW1	-0.17575
PRR14	-0.692666666666667
KCTD9	0.3548
NUDT3	0.83275
KIAA1822	0.6451
HIST1H4K	1.4525
DFNA5	-1.802
GABPA	-1.0135
C14orf44	-0.50425
POLB	-0.481375
PTAR1	-1.237
SEC31A	0.5338
TRIM58	-2.76675
TAS2R14	-0.562
VPS8	-0.559375
H1F0	-0.730666666666667
PRKCB1	-3.54716666666667
UGT2A1	0.6835
TOR1B	-0.58425
LSS	-0.620083333333333
C2orf19	0.631
HNRNPC	0.548785714285714
TMEM100	-1.73433333333333
LOC116349	-0.651
OR51M1	0.567
CCDC142	-0.5145
ISG15	3.4921875
ZCCHC14	-0.301125
CREBL2	-0.58925
TGDS	-1.95975
DC2	-0.73925
CACNA2D3	-1.318
ZNF429	-2.722375
LYPD6	-2.16366666666667
SUCLG1	0.1645
OR51I1	0.126
MAGEH1	-0.3025
PRPF40A	-0.398
SMR3A	0.9265
SPINK2	-1.81225
THAP2	0.4845
NPY5R	2.8775
IRF4	-2.44325
SPESP1	-2.26383333333333
OR10S1	0.581
DTD1	-0.12025
TUBE1	-1.24225
DDX19A	-0.958
PDPN	-1.839
TMEM34	0.124666666666667
MGAM	-0.19925
COL3A1	5.25333333333333
GFM2	-0.4614
OR5A2	0.043
PSG9	-1.22425
ARHGEF11	-0.62
IVNS1ABP	0.842625
SIGIRR	1.692
DUSP19	-0.974875
DNAJC14	0.035
ACSS1	-1.630375
IL1RAPL2	0.1435
C4orf30	-1.83125
SEPT4	1.00475
LANCL3	0.21075
SPAG17	0.930833333333334
PRDX3	-0.10625
HNF1A	-0.953125
P4HA2	0.46075
RFWD3	-1.22416666666667
MOV10	-0.335
DNAJA5	0.916285714285714
LOC729440	0.7355
LOC200383	0.298875
SMC2	-0.84575
MIXL1	-0.860333333333333
TMEM9	0.18875
FAM86A	0.495
ZNF174	-1.4013
MYH14	-0.448
CCR8	-0.095
VPS37C	0.148666666666667
GPATCH1	0.0885
B3GNT8	2.315
TBX4	-0.33775
CNR2	0.667333333333333
PCDH1	1.27825
C5orf29	1.08825
OCIAD2	1.21475
PLCG2	1.15575
KIAA0247	1.76725
HRH3	0.2221
CAPN13	1.706125
CCR1	-0.7192
MGC15523	-0.603722222222222
UVRAG	-0.308666666666667
DNAJA2	-0.527
ITGA2B	-0.279833333333333
CLDN5	3.082875
PTPRN2	-2.61628571428571
ZNF512	-0.853166666666667
PSAP	0.480857142857143
CCDC140	-2.758
LRRC55	0.57925
CYP26C1	0.2985
C8orf47	-2.2885
LYN	-0.2315
DUSP6	-0.285666666666667
TGFB3	1.2946
ELK1	-0.3498
PCDH11Y	0.596833333333333
HGD	-3.3665
C17orf58	-1.36425
MYO3A	0.7955
SERPINE2	-4.00983333333333
AARSD1	-0.300125
C14orf73	-1.05225
ADAM33	0.514
ZNF491	-0.566
MAPK6	-0.507
TCN1	4.6205
SLC24A6	1.0355
UBE2R2	-0.029
H1FNT	0.717
TATDN2	0.3685
LILRB1	0.96825
P2RY5	0.2745
NUCB2	-1.133
C2orf37	0.548
SNX27	0.0121666666666667
MTA3	0.63075
FOXO4	0.14625
ID4	2.55366666666667
SOX5	-2.975
PXMP3	1.18525
OR52M1	0.9035
SFT2D3	-0.670625
INA	-2.9715
MCOLN1	1.62175
NFIX	0.9003
CLEC14A	5.11616666666667
HIBCH	-0.132833333333333
PLA2G5	0.65925
TIMM10	0.0228333333333333
MED17	0.1307
COL4A4	-1.202
TPP1	-0.283666666666667
GJA3	-0.856
TMPRSS5	2.7335
AADACL3	0.856
DNMBP	-2.49425
ENPP5	0.1725
NQO1	-1.1675
ZSCAN2	0.66775
SEC24C	-0.3155
GTF2A1L	-0.107
AXIN2	-2.0147
FAM33A	0.208
C16orf13	0.028
SPNS2	0.85625
TAF1	-0.81875
AP1G2	-0.237333333333333
RBM42	0.007
HCN2	1.47916666666667
EFHB	-1.69383333333333
RUSC1	0.855666666666667
GRIK5	0.6775
USP21	-0.3555
ATAD3C	1.224
ORMDL2	0.93725
PRSS7	-3.03825
PSAT1	-1.1155
FLJ13195	-1.91666666666667
TBC1D1	0.834166666666667
IFNG	2.7785
OTOS	0.723833333333333
ZNF773	-1.171
EMD	-0.7155
RETN	0.417
CCL8	4.6365
APH1A	0.51175
COX18	-0.275875
GTF2IRD2	0.4255
CCDC82	-0.711583333333333
PAFAH2	0.4884
NPEPL1	-0.3904
RP11-114G1.1	0.612
TP53INP1	-0.0745
ZNF300	-3.13083333333333
FOXL2	-3.17725
LARP2	0.54125
LATS1	-0.34
HTR6	0.822
SPOCK2	0.1615
RNF144B	3.847
HTATIP2	0.945
MGC10334	0.462166666666667
CENTA2	2.03716666666667
FGF2	-0.257
FXYD7	0.72075
PHYHIPL	-2.256625
GPR34	1.5275
DDX6	-0.130333333333333
OR10W1	0.2915
LHFPL1	0.862
ZNF313	0.0406428571428571
VPS28	1.62025
AP3M1	-0.1955
AKR1CL2	-0.88175
TRAF4	1.908
OR2B11	1.1915
C19orf12	-0.64
AKAP9	-0.6445
C1orf62	0.22575
SLC20A1	-1.0666
FAM112A	0.6415
LDB2	-0.04175
MRPS23	-0.62975
KLK5	4.8075
SPTB	-0.2112
EFEMP2	-0.314
EFNB2	2.721375
PCM1	-1.8655
NMNAT3	0.770875
TSG101	-0.179
C8orf40	-1.1095
NOB1	-1.48525
ABHD3	-0.60775
GTF3C4	0.128875
PIGN	0.3895
GALNTL1	-0.96525
AEBP1	0.6635
OR9Q1	0.854
ANKRD2	0.844125
CCL28	1.387
TRIM38	-0.127333333333333
TMCC1	0.34925
SMG5	0.912
LRRC7	-0.436
NCAPD2	-1.00066666666667
C6orf153	0.37725
C1orf74	2.70425
OTUD6A	0.741
DCP2	-0.699
TMEM24	0.53825
RPL18	-0.207
TMEM177	-0.08075
LRRC37A3	-1.83575
C1D	-0.4645
LDHC	3.1235
UBE4B	0.724666666666667
NIT1	0.171875
BTN3A3	-0.275875
RASD1	3.638625
COMMD3	-0.54875
SHFM1	0.5395
BIRC8	0.5965
DUT	-0.631
C12orf51	-0.26
LRRC59	0.906166666666667
LY6H	0.5315
WDR22	0.245666666666667
EDEM1	0.572285714285714
ADH1A	0.2325
PANX2	0.2053
CYP11B1	1.20575
CDC73	-0.02975
GPR172A	1.91975
GSTM3	-0.652692307692308
KCNA5	-0.770625
SERAC1	0.564
NFATC2	0.361
ANAPC5	-0.2927
C15orf24	0.11375
NFATC2IP	-0.750583333333333
TNRC6C	-0.149833333333333
MGC102966	4.299875
FGD5	-0.307
MED9	0.283
RAB13	-0.769666666666667
C15orf49	0.481
CRYGS	-0.709
C12orf53	-0.834
LOC283693	-0.3895
COX6B2	0.070375
PHF14	-0.954875
FAM3A	0.247875
RPL13	-1.0068
PRDX2	1.0706
FLJ34047	-1.38175
PRMT3	0.18325
KCTD19	-1.436
TRIM10	0.169666666666667
MGC26597	0.453
GCNT4	0.4955
GPRASP1	-1.64175
CDKN1C	0.898833333333333
RHBDL2	3.4411
HSPH1	-0.326
AQP1	2.401125
COL17A1	-0.7156
GFAP	0.64025
CDC16	-0.1975
KIAA1614	-0.0115
C6orf118	-0.143333333333333
ZSWIM5	-2.5095
FAM83F	3.47125
LYNX1	2.18725
SYNPR	-0.63575
XG	4.87816666666667
PRSS16	1.120875
KIF13B	0.385571428571429
PCDH9	-1.826
HIST1H2AH	0.490666666666667
RBM18	0.61725
ZNF626	-1.58775
HEXIM2	-0.810833333333333
ITFG1	-0.967
TUBG2	-0.869
SFRS7	-0.0553333333333333
C9orf14	-0.2945
EXTL1	-1.56575
GBP3	0.805
WDR5	0.0025
RARG	0.988
MYO7A	0.12725
CECR6	-1.24875
C13orf3	0.040125
SFRS18	-1.219875
ACVR1B	0.894166666666667
PSMD1	-0.1535
C7orf31	-1.31116666666667
ILVBL	1.19275
IFNGR1	1.46475
RNF186	-0.48025
NOL9	-0.26925
MAGEL2	-0.59875
SLC29A2	0.7945
NHSL1	0.75025
RBMX	-1.035
PSORS1C2	0.98825
RAD51L3	-0.56775
LCN6	0.85925
ORAI2	-1.318
BRUNOL6	-0.2283
OR4K5	0.1325
CDC123	-0.635625
MSLN	1.99733333333333
WWTR1	0.509833333333333
ZNF700	-1.69283333333333
COBL	0.7225
PPP1R16B	-0.126375
GAS7	-0.8197
MDN1	-0.832875
HAAO	0.37
C9orf68	0.02125
TNFAIP2	1.621625
FOXN1	0.493
hCG_2033311	1.1015
ATP6V0D2	0.4846
RPL41	1.125375
SLC38A1	-0.02925
ARHGAP6	-1.98366666666667
ADAD2	0.561
PHF20L1	0.6499375
MCM3AP	0.430833333333333
ST3GAL3	-0.371166666666667
SNX1	-0.438333333333333
ELF5	3.389
PARP3	-1.385375
RBM8A	0.0200625
LINGO4	0.8375
ITGA9	2.16383333333333
ZFR	0.3515
ACSL6	-1.126875
FLJ20699	-1.387
DAOA	-0.14375
FABP4	2.45225
KCNB1	-2.0715
CANX	-0.0824
SLC25A28	0.6075
ADIPOR2	0.25725
ECHDC2	1.174
SMA4	-0.945
FRZB	2.1135
PABPC1	1.13116666666667
DMRTB1	0.056625
APOBEC3G	-1.3365
CATSPER2	-0.6065
CUEDC1	-0.148666666666667
STARD9	-1.65725
CLDN8	2.94225
LOC23117	-1.63790909090909
E2F6	-0.551666666666667
TMEM126B	-0.9285
DPY19L4	0.945
GIMAP5	2.80383333333333
NDUFA9	-0.0233333333333333
FAM77C	-3.3275
CTPS2	-0.34575
LOC51035	-0.182
WDSOF1	1.06975
EGLN3	0.898125
PITX3	1.55916666666667
OR52E8	0.131
GRM4	0.7345
KLK1	0.260666666666667
GPM6B	-0.333875
RRAGD	-0.161166666666667
PAGE5	-3.085
UCHL5	-0.566
ULK3	-0.0306666666666667
AIM2	4.29466666666667
PNO1	-0.526666666666667
OR2F2	0.406
GNAT2	-0.573
SIX1	-0.1445
ST13	-0.439916666666667
ZBTB44	0.34
TIMP2	-0.035
ZMAT4	-3.6455
GTF2IRD1	0.171666666666667
ZNF19	-2.28916666666667
ZNF714	-2.08775
RSC1A1	0.0585
C9orf80	0.36925
PSMA8	1.239
TMEM141	0.45775
COX4I1	-0.399285714285714
CTAGE1	-0.467666666666667
DTWD1	0.14775
HSD11B1	0.58175
KRT6B	6.319625
ARID4B	0.4725
LHFPL3	0.445
WWP2	-0.347666666666667
ZNF326	-0.6215
RGPD1	-0.4665
CTSH	1.84533333333333
FASTKD1	0.013
PAF1	0.5204
TTC9C	-0.2065
IFT57	-0.4764
PRSS36	-0.169
IL20RB	3.149
ZNF592	0.8515
DCTD	-0.8803
CFP	1.11275
MFNG	-1.349
JMJD2B	-0.35975
ALDH3B1	-0.386625
THSD4	-1.82333333333333
KCNJ5	1.116
LMNA	0.794166666666667
TBCD	0.76825
ZNF250	1.193
CASQ2	0.166333333333333
PEG10	-3.85125
PRAME	-4.65233333333333
NP	1.724
TRIM59	-0.149333333333333
ZNF12	-1.053
XTP3TPA	-0.48425
SIGLEC7	-0.7394
PANK4	0.166
FAM70A	-3.08716666666667
SNED1	-1.9625
HIP1	-0.9995
RAET1E	1.706
AMAC1L2	-1.3945
AHNAK2	2.04325
TOE1	-0.518666666666667
RECQL4	0.59775
SPRYD3	0.78825
DPAGT1	-0.104
MAGED2	-0.4054
ANKRD55	-0.75175
TRPS1	3.4795
DOK7	-1.597
TFPI2	-4.6475
GTF2H3	-0.295166666666667
CYP4F11	-0.258
LHX2	-1.76683333333333
ATG16L1	0.239
ASB12	-0.02
C1orf116	4.33175
NF2	-0.0959
POM121	-0.3743
PHYHD1	0.3932
TXNDC17	0.501333333333333
DKFZp779O175	-0.28825
NUP62	0.552571428571429
MYO18B	-1.271
PRAMEF1	0.577
TCBA1	0.206625
TMEM168	-0.2235
FJX1	0.590833333333333
CLCF1	0.4095
SEPN1	-0.4365
IGSF2	-0.63375
NUDCD1	0.727
TFF3	-1.712
NDFIP1	0.2775
CHCHD4	0.00275
TNR	0.7315
CUTA	-0.104333333333333
USP44	-4.25025
DPP10	1.16466666666667
IWS1	-0.270166666666667
PCGF1	-0.2635
SULT1C4	-0.001
NTF5	2.8055
PTPN13	0.7195
SSTR5	0.204
SFRP1	-0.790875
IDH3B	-0.3365
SUOX	-0.259333333333333
TMCO5	0.8275
GOLT1B	-0.416
MIB1	-0.815142857142857
PCDHGB1	0.091
SUSD1	-1.0365
ICAM5	-1.81866666666667
PAPOLB	0.135
URM1	-0.2161
TMEM106B	-0.548
LRIG2	-0.92425
SLC27A5	-2.093
CLIC6	-0.4416
ZNF420	-1.00183333333333
SCN9A	-1.7909
KIAA1909	0.62125
ELMOD1	-2.61125
PRKAG1	-0.0785
FAM64A	-0.645222222222222
EEF1G	0.2349
SMAD5	-1.18925
INCENP	-1.03725
WASF2	-0.421
GARS	-0.6735
CDK10	-0.4923
HLX	0.5665
MDM4	-0.828125
ZNRF1	-1.06885714285714
HHATL	-0.861333333333333
FAM21C	0.4086
HIST2H3C	-0.14025
PFDN2	1.602875
ZNF200	-1.02
NDN	-2.1705
HBA2	-2.41133333333333
FBLN5	0.59725
PUM1	-0.147285714285714
TNNT1	-1.0515
C19orf59	0.855333333333333
HNRPH2	-0.261166666666667
RAB7A	-0.175833333333333
PMS2	-0.4375
BIRC3	-1.20733333333333
NRSN2	0.8475
OR52K2	0.449666666666667
SPOCK1	-0.896857142857143
H2AFY	0.38575
RXRB	-0.3915
ZNF638	-0.415333333333333
ANKRD45	-0.01225
ACTN4	0.719666666666667
FXC1	0.648
EIF2B5	-0.13475
VPS33A	-0.345
PINK1	-0.014625
FAM106A	-1.3705
