Hybridization REF	TCGA-AR-A1AO-01A-11R-A12P-07
AMOTL2	0.4745
C6orf120	0.27925
PSRC1	-1.81375
PLA2G10	0.77125
KIF5C	0.416857142857143
MRPL37	-0.6325
C17orf62	0.699
C9orf135	-0.9278
DUSP10	1.6341
CLCNKB	0.425
PSMA5	0.183375
C8orf53	-0.21375
AMPD3	2.35233333333333
PIAS1	-0.15375
ADCYAP1R1	-0.7115
GYLTL1B	0.0565
CDH20	1.17366666666667
FBXO7	0.015
TMEM134	1.203
FLJ14213	1.10366666666667
ZNF3	-1.25225
LRRFIP1	0.831
CNOT2	-0.100083333333333
ABI3	3.6425
ALDH5A1	-0.62525
HNT	1.2946
SERPINA4	-4.44075
TK2	0.90975
STMN1	-0.717111111111111
GUCA2A	0.556666666666667
GALNT10	0.245214285714286
DPP6	-1.0659
C9orf93	-1.049625
PRELID2	-0.82675
STK39	-1.211
SFTPA1	-1.639
CKS2	-1.74944444444444
RHO	0.625125
C20orf135	0.14275
XKR3	-2.2715
CR1	2.111875
RPS6KA2	1.584
C20orf112	0.57025
MRPL22	0.32975
C4orf23	0.0981666666666667
GADD45B	1.219
KLHDC1	1.05233333333333
C2orf48	-3.1525
ZNF287	0.588
DAAM2	-0.6245
DPPA2	-3.0295
TCTN3	-0.0825
DNAJB11	1.562375
FPR1	4.09075
DEFB4	-0.056
PTCD2	-0.809
SMOC2	5.24233333333333
CABP7	3.4795
SERPINB11	-0.306
MAGEF1	0.52425
NDE1	-0.692666666666667
ITGA10	-0.291
FSHB	-0.031
ANXA2	2.538125
HORMAD2	0.40725
HLCS	-0.10475
MCF2L	0.379666666666667
FH	0.54925
TBC1D24	1.43025
KIAA1505	1.14775
LGALS2	2.31675
CNBD1	-0.4915
SYNPO2L	-1.09025
PTPN23	-0.477428571428571
C1orf183	-0.312
MAGEA8	-2.9625
DGCR8	-1.786125
GSR	-0.7955
PAQR7	0.28875
ZNF676	-0.9885
CACNA1C	0.4972
SP7	0.2325
PDCD6	-0.33575
NRN1L	-1.27
BRI3BP	-0.877
KIAA1183	1.324
ASB4	0.8505
CCL23	3.7842
OBSL1	-0.137375
SLC12A7	0.2115
KIAA0240	1.2715
CD1B	-0.563
FCGR2A	3.32525
MDC1	-1.73075
HTR1A	0.118
OCEL1	-0.23325
ATP11B	0.3325625
FBXO34	0.0588333333333333
PCDH12	3.94666666666667
RPE	0.10825
C17orf74	-0.131
CSDC2	0.109833333333333
PET112L	0.29875
TMBIM1	1.2825
P2RXL1	-0.22575
TCHP	-0.735
TRMT1	-0.684
F2RL2	-0.55275
LRRC32	2.935
IMPG2	0.5085
BGLAP	-0.12025
LOC493869	-0.62525
MRAS	3.106375
SLC35F5	0.16875
CBWD1	-0.276
AXL	-1.08925
ATP2C2	1.8375
TELO2	-0.4425
PNPLA3	-0.84875
PCDHB14	0.897
CD276	1.566
KRT80	-1.307
DUSP28	0.002
CSNK1E	-0.497916666666667
SRP14	0.872
KCNQ4	-0.61
KRT72	1.1435
CCDC117	0.178625
C6orf89	-0.202722222222222
TUBB2B	-1.59933333333333
RTN4IP1	-0.65025
CR1L	-1.44633333333333
CEND1	0.647
C12orf41	-0.270666666666667
RNF31	-0.17975
UBN1	-0.0171666666666667
C17orf32	0.77
SLC5A7	1.12125
GPR92	1.99716666666667
ESAM	2.8829
CTNNA1	0.633
HRBL	-0.2038
CBX4	-0.4265
TMEM182	-0.2275
SH3TC2	-0.634833333333333
IL10	2.9945
PXMP4	1.493
RNF167	-0.6524
PAK7	3.758
ETV3	-0.5105
ATPIF1	0.0961666666666667
LOC554207	-2.50116666666667
OR8H1	0.047
WDFY3	0.77
DPM1	-0.1585
GPSM1	-0.6465
WDR92	-0.0264
LRP1	1.271
ANKH	-0.148125
THUMPD3	-0.73575
POLR1B	-1.18525
OLFM4	7.11916666666667
RAD9B	0.40575
TSPY2	-3.0295
PAX6	-0.649
SCG2	-1.760875
SLC17A6	0.63375
FMO3	2.782125
PADI4	0.144166666666667
TUBB4	0.1899
NLK	-0.367
POU4F3	1.232
SDF4	0.03375
ITGBL1	1.90833333333333
NETO1	-2.061125
TAP2	0.648125
ABBA-1	-0.116583333333333
GNAI1	1.1125
VPS4B	0.96275
NOPE	0.8417
GALNT6	1.76716666666667
SESN1	0.780875
GBE1	-0.798222222222222
CLASP1	0.086
RASGEF1B	2.690125
ACOT11	0.413357142857143
AFAP1	0.401
OR2H2	0.772
DPY19L2P1	-1.35775
DZIP1	-1.38325
SEC22C	-0.286583333333333
GPR161	-0.280166666666667
RNF146	0.60375
WDR74	-0.60675
GALP	-2.6305
PURA	0.41
DNPEP	0.605916666666667
RP11-78J21.1	-0.743
ERBB2	0.865125
FANCM	-1.5505
NEO1	0.939833333333333
DDX3Y	-5.2625
RPS3A	0.64175
MXRA7	-0.702142857142857
LGALS3	1.40733333333333
GLT8D1	-0.514
CFL2	-1.28933333333333
UPB1	-0.3465
NAP1L5	0.097625
CLDN14	1.16525
DHX38	-0.4045
BTBD1	0.3095
TARS2	-0.889666666666667
ABCF1	-0.3466
FCF1	0.3805
LRRC49	-0.278
GUCY1B2	-1.093
C1orf177	1.07933333333333
SMARCA4	-0.412428571428571
LRP8	-1.57483333333333
TAGLN3	-1.52
MRPL14	-0.596
TTRAP	0.7755
ZDHHC20	1.242
NFE2L3	-0.98775
KIAA1377	-0.271
PALMD	1.8348
TMEM43	0.33425
TTL	-0.86275
STAT5B	-1.239
SSB	-0.324875
OR10H5	-0.2125
SLC22A13	-1.81575
AKAP3	0.82425
TIMM23	0.863
OAS2	3.08025
KIAA0423	-0.119
TRIM11	0.494833333333333
GLIS3	1.678875
TMEM50B	0.990333333333333
ARHGEF4	-0.384875
DEGS1	0.0761818181818182
TBL1XR1	1.10593333333333
G6PD	-1.42975
SP140	1.9363
MUC17	0.468272727272727
NUDC	0.1171
DNAJC5B	4.73266666666667
SCARA3	0.529
CPA3	7.06416666666667
BCAT2	-0.588875
MFN1	0.1373
NRG3	-0.8565
SNX11	0.31525
PLEKHH1	-1.22616666666667
GPR177	-0.424833333333333
HCFC2	0.8195
TCAP	0.01275
MOCOS	-2.5735
C14orf93	-0.548
PRDM10	-0.102666666666667
SLC16A4	-0.263
SRGAP1	-0.218333333333333
VIP	0.0365
DUSP27	1.19416666666667
LILRA1	2.8291
MC2R	0.493
MGC24103	-1.516
MBTD1	-3.237
FUT11	-0.1595
USP33	0.0566
C15orf39	-0.764
MAP3K12	-0.1275
PAAF1	-0.686833333333333
BARHL1	0.129
FLJ16165	0.0514999999999999
PIWIL2	-2.08875
SYNE1	0.669166666666667
CMTM4	0.216375
TSPYL1	0.4854
GUF1	-0.875833333333333
TMEM157	1.0815
WDR44	0.493
HIST1H3C	0.49975
DKFZp666G057	-0.297
RNPEP	-0.51575
GAS2L2	-0.1512
ADH4	-5.202
GRPR	-0.5845
FBXL17	1.85175
ZBTB10	-0.176083333333333
Gcom1	0.758166666666667
HTRA1	2.6768
ZNF585A	-0.6185
SLC26A2	-0.348428571428571
OTOP3	-0.306833333333333
WISP1	2.70833333333333
ATP2B4	-0.118
FLJ10769	0.10225
CRAMP1L	-0.249125
CHST12	-0.935
RAB22A	0.481916666666667
TARDBP	-0.159714285714286
STAU1	-0.48525
CRB3	1.5745
MIG7	-0.579
CHMP1A	-0.074
ZNF160	-0.46775
B3GALT6	0.311625
BARX1	-1.4655
C6orf167	-1.7319375
NXNL1	0.6995
DHX29	0.3875
HADHB	0.13175
PLXNB2	0.646
ILDR1	-1.8245
SLC15A3	4.20225
GAS2	-3.02116666666667
C20orf69	-1.226
NUMB	0.74975
TNIP1	0.126
MESP1	0.498833333333333
PSKH1	-0.21775
NSFL1C	-0.191375
RHOG	0.8495
HEY1	-0.921833333333333
KNG1	-2.43385714285714
ITGAX	4.2476
LIN9	-0.830333333333333
CANT1	-0.309875
XRN1	0.200571428571429
CCDC96	1.2475
HEATR6	-1.62166666666667
GNG7	0.881666666666667
RUNX2	1.7511875
SOX1	0.299166666666667
FCRL5	1.9194
ZNF99	-0.259875
FAM9A	-0.2335
SNX22	0.721333333333333
MBNL3	-1.48483333333333
ODC1	-0.7688
ADORA2B	-1.56033333333333
NR2F6	0.22475
ZFYVE16	-0.370722222222222
SYNJ2BP	-0.0506
POLE	-1.411125
E2F2	-0.45075
THRA	0.555833333333333
PTGES2	-0.481833333333333
HIP1R	-0.271
TMUB1	-0.771
ENO3	-2.596
RSPH10B	-0.349
CXorf39	1.05425
IRGC	0.028
GPR109B	1.349
FLJ13305	-1.91
LCE3A	-0.275
TNFRSF18	1.51
DET1	0.23225
TRPM3	-0.659272727272727
C16orf79	-1.0765
FECH	-0.246833333333333
RAP2A	1.11816666666667
CRIP1	1.3615
AZIN1	0.23175
SLC7A7	5.03825
IL10RA	2.5006
TMEM64	-2.134
CDC42EP4	0.2388
C16orf58	-0.4539
ARG2	-2.33975
POU5F1P4	-4.64675
FAM62B	-0.06475
DNAH8	-1.9729
ASH2L	-0.26475
TSLP	-1.283
CNTNAP5	-0.6884
TMEM16C	2.99475
IFNA14	1.804
SLC1A3	3.501125
CABYR	0.22025
BCL7B	0.2266
NUDT13	-2.1625
C13orf28	1.3285
C1orf53	-0.07375
ARL6IP4	0.0919
RPL35A	0.11825
EMR3	3.03
RAB40C	0.153833333333333
SLC41A1	-0.836166666666667
LRCH1	0.3505
LY6G5B	-0.689
FAM124A	0.143142857142857
MGC10981	-4.0145
CLIP3	-0.2351
MAP4K2	0.774333333333333
CHIC1	-0.39575
SULF1	2.91166666666667
C20orf30	0.1475
PRDM5	-0.5775
ELOVL1	0.9075
C11orf48	-0.49425
SLC39A10	-0.5175
KCNV1	-0.00499999999999995
ACP1	-1.221
ZMYM2	-1.02975
B3GNT6	0.334833333333333
C9orf69	0.59425
C2orf15	-0.988
C20orf166	0.371
HSP90AA6P	-0.438
EDG7	-2.358
NEURL	0.437375
LPL	4.2285
CLEC2D	0.122714285714286
GRRP1	2.657
CD8B	-1.7784
HIST1H3D	-0.261833333333333
SLC6A12	1.828375
FAM27L	0.059
CD84	4.2256
RASA1	-0.726
PHKG1	-0.385
MAGEA11	-1.977
IMPA1	-0.8635
NPM3	-1.33675
RARRES1	6.04675
SH3BP1	1.001125
B3GNTL1	0.442
ARPC5L	0.522
KLHL26	-0.055
SIM2	-3.122
GJC1	0.766
C20orf194	0.50975
EXO1	-2.2085
SLC2A2	-3.53866666666667
LOC285074	-1.09
LRG1	0.20625
KIRREL	-0.467
PIK3R1	2.10271428571429
C4orf34	0.87025
MAF	0.848166666666667
ADCY4	4.6805
ZMIZ2	0.6063
SLC46A3	2.49066666666667
STAMBP	-0.284166666666667
CCDC16	0.62775
MS4A12	-1.156
TCF20	0.8485
LRRC46	0.067
C20orf152	0.196
MRPS6	-0.00175000000000002
ABCB11	-0.633
KCNC2	0.882166666666667
CDH19	-0.852
C9orf123	-0.1645
SSH3	0.21875
LDLRAD1	-2.112
CCBE1	-0.295
ZNF135	0.865125
TAAR1	1.086
WFDC12	1.036
CCDC42	0.3525
FLJ12529	-1.28075
PER1	-0.4
TIMM50	-0.255
SMARCAD1	-0.178
FAM26C	0.764
TP53TG3	-1.24433333333333
SH3RF1	0.5631
LMCD1	1.915
GPR63	-0.2875
FLJ21986	-2.1905
AIFM3	0.2175
MICAL1	1.51033333333333
BLZF1	0.2385
IQCA	1.70883333333333
PCDHGC3	0.143
SAC	0.17775
BCL6B	3.09566666666667
DDO	0.98025
MARCO	4.6395
DCHS1	1.10233333333333
C1orf170	1.40966666666667
CD200R1	3.16116666666667
C22orf15	-0.675
SEPT11	0.452166666666667
ADNP	-1.1495
UST	0.3172
C13orf34	-0.563833333333333
RFFL	0.635285714285714
APBA3	-0.137
C2orf60	-0.5265
CUTL1	-0.6699
PMS1	-0.65425
ZNF689	-0.256
EIF3E	-0.650166666666667
IL9	0.8716
RPL31	-0.147875
LY9	2.133
ATP2B3	-0.03075
KDELR2	0.514958333333333
TFCP2	-0.08525
NLRP12	0.794375
FLJ45422	-1.10425
TLE4	0.2713
ZNF570	0.1115
FLJ43806	-1.7885
TLK2	-0.50375
CIR	3.27775
MARS2	-0.148
COL24A1	1.08375
SDF2L1	0.2995
HIBADH	0.002
IGFBP3	-2.29921428571429
C12orf23	0.93875
PSPC1	-0.36
C20orf43	0.36475
TRAV20	1.59
ARHGAP24	1.347875
KIAA1975	-0.65425
C1QA	4.2953
DNTT	-4.99216666666667
C10orf6	-0.519333333333333
C11orf41	0.30825
HNRPF	0.689625
COL11A1	4.39583333333333
UBAP2	-1.31516666666667
CDKN2AIPNL	-1.8995
C20orf174	5.518
SPRED2	-1.38425
PLA2G12A	-0.5075
ICEBERG	-0.123166666666667
SCN10A	0.424
C11orf65	0.111
GBP5	6.10675
PITPNC1	-0.394
POU3F3	1.9745
NCOA7	1.095125
LIN7C	0.7057
LOC348840	-1.3655
NKX2-2	-2.98925
ANKRD13D	0.37075
LOC123688	-0.24475
FUT2	2.47883333333333
TAAR8	1.392
FZD4	0.712916666666667
PNMA3	1.398
OR4L1	-0.4
WIT1	-2.99
EXOC3L	1.716
ATPBD4	-0.2277
KRBA1	-0.8685
UBXD6	-0.066
HOXB7	-0.815714285714286
C7orf23	0.0255
UNQ338	0.201
STAB2	3.7905
CDC20B	1.148
IRF9	1.952
CENTG1	1.24283333333333
TNPO2	-1.3835
MCPH1	-0.110125
BMS1P5	-1.54425
SLC26A7	1.84825
HIST1H3J	0.82625
C9orf3	-0.0337
LBH	1.861125
MYO1D	0.455375
PTDSS2	-0.2385
NFU1	0.30275
DEPDC4	-2.58675
WNT7B	0.4336
GLP2R	-0.604666666666667
SETD4	-0.682
DYNLT3	-0.0934
FKBP11	-0.712166666666667
SESTD1	-0.375833333333333
FLII	0.424
RPS16	0.2899
CHPF	-0.202
CSNK2A1	-0.5935
SUMO1P1	0.505
FKBP6	-0.482
ZNF214	0.0533333333333333
TWIST1	2.13566666666667
DDX56	-0.906666666666667
TRAM1L1	1.9669
EPO	-2.148
MRPS18B	-0.724
ZNF682	-0.4385
RPL14	-0.261333333333333
MAFF	-0.07525
LOC51136	-0.069875
LY96	2.4505
DDX20	-0.41225
ABTB1	1.15416666666667
ARL5A	0.2292
CCT6A	-1.40375
HEPACAM	-0.4825
EHHADH	-0.736833333333333
RBAK	-1.187
CGB1	3.92125
ITGB5	0.7051
YIPF3	-0.9375
FKBP2	0.14525
NR1D1	-1.1827
TMEM110	0.4875
NEK2	-2.41783333333333
PRAMEF8	-3.53275
C20orf52	-0.582833333333333
PCDHGA3	-1.3025
VWA3B	0.708
NDUFA5	-0.024875
THAP9	-0.79575
FLVCR2	1.60816666666667
AP1S1	-1.757
SMAD6	-0.7105
SAV1	0.793875
SAT1	2.51375
ZNF251	0.247875
ADAMTS7	0.5943
RPP38	-0.15675
C1orf211	-1.153
YPEL2	1.1231
RBMS1	0.88875
ZNF445	0.014
NRXN2	0.798333333333333
PGBD4	-0.533
UGT2B28	2.33475
WBSCR16	-0.6826
NLRC3	0.952875
ASTL	0.3215
ST6GALNAC1	-2.71025
ZADH2	-0.627
MLLT4	0.177
ARL6	0.114166666666667
MEF2C	1.2425
CBFA2T3	-0.945
AFF3	0.1095
COG7	-0.3885
MYB	-1.85616666666667
PLXNA3	0.2105
XRCC2	-1.98083333333333
MMS19	-0.315875
ST8SIA5	-1.254875
CHPT1	-0.0776666666666667
KIAA1712	-0.80575
OR6X1	0.7805
ACTR3	0.50925
UGCG	0.381
OR4P4	0.3425
ZAP70	-1.68675
LPP	1.201375
ZNF485	-0.478
PTPRCAP	1.4495
IL12RB1	1.223
ATRX	-0.1213
CHST8	-0.2685
C14orf109	1.22275
ARV1	0.303
NMB	-0.00757142857142859
COX5A	-0.359833333333333
EIF6	-0.26
MPPED2	-1.4805
SEMG1	-1.211
CHRDL1	0.072
TRAF3IP2	0.9675
WNK2	-0.015875
LILRA4	4.65616666666667
LAMA2	4.40575
PXT1	-0.634
RLBP1	-3.7715
CD300C	2.602
SLTM	-0.224125
FLJ10404	-0.1065
APOBEC3D	-0.542333333333333
RENBP	1.58716666666667
ATXN7L1	0.108375
NID1	0.0485
TUBGCP3	-0.84625
ITIH5	1.78822222222222
CCDC110	1.68925
C8A	-3.06275
MGC87042	0.94175
HOXC13	-1.96525
TFDP2	-1.0075
HCP5	2.239625
POLI	-0.47575
UCN	-1.35283333333333
ZNF764	0.0126666666666667
C8orf45	0.18425
FHL3	-0.807
SPATA5L1	-0.37475
MMRN2	3.90966666666667
NDST1	0.89
COL20A1	-0.382333333333333
ZNF248	-0.685
PELP1	-0.902
MBL2	-3.128
RNF41	-0.25
C5orf24	0.0112857142857143
THOC5	-0.869428571428571
SERINC3	0.251
RP11-151A6.2	0.55075
CDCP2	1.38725
HIST1H2AA	0.526
C11orf75	1.87333333333333
FKBP7	1.6695
DDOST	-0.008
GPNMB	4.34733333333333
TTF2	-1.65116666666667
KCNT1	0.1746
SLC39A14	-1.584625
NGRN	0.6124
GPR137B	2.85875
MECP2	-0.535125
PSMA1	-0.01325
C16orf73	-5.31475
TMEM60	0.791666666666667
CSN3	0.297
NOS1	0.402166666666667
RAB7L1	0.237833333333333
YBX2	0.1025
KIAA1166	-0.1275
FUBP3	-0.345166666666667
ABCG1	2.0595
ACACA	-0.958666666666667
ARL11	2.0019
ATOH1	-0.65
ODF1	0.515833333333333
CREB3L3	-1.58016666666667
TMEM127	1.3945
DSCAML1	0.29675
PLN	1.6125
LYPLA1	-0.72125
PRDM9	-1.99375
SASP	1.30475
PLUNC	0.542166666666667
INTU	0.201
HISPPD1	-0.032
LNPEP	0.169166666666667
YARS2	-0.464833333333333
APCDD1L	0.1015
ZCCHC4	-0.2751
FBXO22	-0.788833333333333
TTLL13	-0.2155
ZNF669	-0.7785
PTGDR	4.35825
DDX27	0.31575
KIAA0409	0.1135
GJB6	1.0415
ASB8	0.3075
PLP2	-0.387666666666667
MEPE	1.48875
OR10J5	0.1445
KRT222P	1.99125
COQ7	0.000833333333333329
C1orf101	1.211
RERG	0.8375
CHMP5	0.93425
THAP11	0.399875
ZNF43	-0.577833333333333
ZRANB3	-1.33333333333333
KRT13	3.514375
MRPL19	-0.310375
RBBP9	-1.03625
SPATA17	0.48625
BXDC5	-0.1265
PAFAH1B1	-0.316916666666667
MAGEE1	-0.00475
OSTF1	1.674
KIAA0323	-0.934
TXNDC13	-0.249166666666667
CNTN4	1.433375
LCE1B	0.888
UNQ501	0.3245
ZNF154	-0.11525
C3orf64	1.542
SYT5	-0.3768
PON1	0.1906
FLJ10357	-0.083375
ATP4A	-0.7905
GNPDA1	-0.241
MGAT1	1.926
C14orf121	-0.4835
SLC35B2	-0.3
MIER3	0.307
CHEK1	-2.06575
ZNF8	-0.420166666666667
TXNDC1	-0.376333333333333
CKB	0.2414
RTN3	0.642142857142857
FZD2	-0.866833333333333
PART1	-0.305125
PSMB6	-0.1335
PCDHB8	-1.927
PHC3	-0.475777777777778
PPP1R8	-0.760666666666667
NOVA2	2.06433333333333
TNFRSF11B	-4.337
GOLPH3	0.646166666666667
UBLCP1	-0.17875
SUHW3	-0.62
TTLL1	1.11775
OPN4	0.3865
OR13G1	0.434
ZPBP2	0.7114
HSD17B11	-0.159
C9orf50	-0.3075
DHDDS	0.417785714285714
CTSW	2.2814
NEFM	-1.902
MRPL28	-0.45725
SYN1	0.5385
PIGV	-0.0888333333333333
ZIM2	-0.96675
APBB1	0.127833333333333
SND1	-0.7125
C1orf123	0.301666666666667
CHD3	-1.3055
BHLHB8	0.28725
RNASE2	0.9255
BCAP31	1.6295
SLC25A44	-0.141
CHD6	-1.0854
PIB5PA	-0.170923076923077
SELS	0.39625
LOC541471	-0.005125
FAT2	2.424
ZNF81	0.0975
OR4C16	-0.0524999999999999
FLJ10081	-0.5899
LRRC4	0.489
CS	-0.4445
N4BP2	-1.06275
IGFBP7	1.5325
ZNF318	-0.2755
NDNL2	0.789125
ZNF609	-0.199125
SIRT4	0.12125
EXOSC10	-0.674
ECE2	0.473083333333333
OVGP1	-0.51825
GTPBP3	-0.44675
PACS2	0.512
C19orf36	-1.01033333333333
ARL4C	0.7065
ATG4B	-0.433875
UBQLNL	1.13825
RHOXF2B	-4.0565
PLEKHG2	-1.075
GALR1	-0.6425
AQP4	0.57325
HDAC7A	0.2485
DCUN1D3	0.66875
OR8A1	0.6015
CCRN4L	0.382
CBR4	-0.239333333333333
KIFC1	-3.10983333333333
SLC7A14	-1.69566666666667
LHX5	-0.13
TRPC7	-1.6225
LPXN	1.84925
SERPINA1	-2.21475
RPS13	-0.6022
BPIL3	-0.00749999999999998
PRKAA1	-0.3565
FADS2	1.3431
ENAH	0.186375
PRO1768	0.2715
APBA2BP	-1.34075
LIPH	1.35083333333333
C3orf33	-0.40025
RCC2	0.249785714285714
ALDH1A2	-2.994
RNF103	1.48375
AHCY	-0.301
ALG12	0.4255
CCL17	3.27975
ZNF543	1.02716666666667
ESRRG	1.6906
CNGA1	1.97375
RDH5	0.106333333333333
OTX1	-1.2736
PTGFR	1.16433333333333
CDR2	0.14575
SELE	7.29975
NLGN2	-0.4265
EXOSC9	-0.93525
ZNF566	-0.0975
KLRC2	-2.459
GPR12	0.4065
KIAA0196	-0.54375
PDRG1	-0.685
SSR3	0.129785714285714
MSI1	0.3325
CST9	-0.1675
CC2D1A	-0.050375
PLAGL1	0.195666666666667
ZNF778	-0.12
RNF2	0.649875
KLF6	1.51266666666667
THBD	3.16183333333333
tcag7.1314	1.375
NR5A1	-0.592333333333333
ABCD2	0.012
DNAJC7	-1.86975
CLEC4C	2.851
TM2D3	0.90275
CCDC4	-3.8225
PLAC2	0.996
DCD	2.286
FAAH	0.350125
POLA1	-1.042
TM7SF2	-1.093125
FLJ39822	-1.05483333333333
FLOT2	0.083375
MAP4K1	0.532
SRP68	0.360375
C21orf74	1.599
ARPC5	0.952375
LOC126075	1.4345
HECW2	0.69725
ZDHHC4	-0.829
ANKRD42	0.8774
PDE9A	0.431666666666667
ABCA8	2.581
NDUFS2	0.005
UBR5	-0.757625
BTBD16	-2.93325
LOC554174	0.618
ZNF20	-0.016
KIAA1843	0.981
WDR17	-0.297625
C15orf33	0.0385
RNF113A	-0.005
CAMKK1	-0.6555
CLCN2	0.03625
ANXA6	-1.7505
LOC340069	-0.493
EMID1	0.806
DPM3	-0.350833333333333
ELA1	-0.8715
SLC25A13	-0.317
KRT24	-0.5985
SMPD1	0.0388333333333333
TH	0.340125
COL6A2	1.87014285714286
ANKS1B	0.618
GPR126	-1.3327
ZC3H12A	0.623
TMEM47	1.232
C2orf51	0.0982
C1orf88	0.929
HSF2BP	-0.5665
AKAP10	-0.256
RPAP3	-0.3135
KLHDC8B	0.98875
STOM	1.363
MUPCDH	0.23275
C10orf72	-0.338
PLEKHA3	0.903583333333333
TCP11L1	0.682
CWF19L1	0.476125
SPEF1	0.313545454545455
YSK4	0.42125
ELN	2.2577
SAMD8	1.33233333333333
MPI	-1.0825
MEPCE	0.0978
ABCC3	0.09475
NANOGP1	-3.4665
KCNK17	2.239875
HLA-DMB	5.509
RRAGA	0.79225
ANGEL1	0.147
RBM32B	0.244
CPN1	-3.38575
MGC52282	0.6602
HLA-A	3.05075
OR9G4	0.2945
EDNRB	0.385125
SCD	0.436285714285714
C14orf80	-0.546666666666667
BAGE2	-1.1545
RABL4	0.911
RCVRN	-1.3545
SHANK1	-0.5535
NLRP7	-1.61825
CD226	2.82725
STAT3	0.5453125
SYNJ2	-2.0629
TPCN2	1.32466666666667
WDR36	-0.426083333333333
MBD4	0.59125
ROBO1	-0.2745
ST3GAL6	-1.204
SLAMF8	4.82033333333333
ATN1	0.3645
GPR141	0.61325
KRT36	-0.386
TPH1	0.572
DDX52	-0.2305
ZSCAN29	-0.466166666666667
TRPT1	-0.620833333333333
DPEP3	0.451
DENND4A	-0.65075
TSPAN16	0.363
PTCHD2	0.07
LOC145814	-0.14925
CAP1	0.348833333333333
EIF5A2	0.4499
NT5DC3	-1.491875
SEPT9	-0.52575
SEZ6L2	0.112625
EGFLAM	4.52575
VPS11	0.652125
NDUFB5	0.368666666666667
CIDEA	4.45866666666667
IER5L	1.2355
N6AMT1	0.244
FAM83C	-0.09925
OXR1	0.408333333333333
IRX1	1.458
DGKB	-0.913
GCN5L2	-2.44125
MIR16	0.517
FBXW9	0.39325
WDR4	-1.00166666666667
PDC	1.0585
VPS33B	-0.2075
HEXB	1.7095
FLJ32214	0.05275
TCEB3	-0.079
CRLF1	-3.481
ABI3BP	2.215
C8orf22	-4.2595
PYCR1	-0.0615
KIAA1706	2.0675
CDK5R2	0.7235
WAS	1.3215
C12orf60	-0.81025
CCBL2	-0.49325
MADD	0.19375
C5orf34	-1.86925
WDR42A	0.0405
KLF12	0.180625
HSPA1A	1.5735
ITM2C	-0.941333333333333
DAPK2	1.75566666666667
LOC442590	0.564
SUMF2	0.120125
CENPA	-1.46138461538462
TMED5	0.338125
CDH6	-1.4055
BRP44	1.015625
THG1L	-0.59625
GABRA2	-2.10925
C14orf166	-0.07975
MYL1	-1.0516
TNFSF18	0.2435
PAP2D	-2.2005
PPIB	-0.09475
KLHL4	-0.526125
SFN	-0.274833333333333
CCDC127	0.52875
FRAP1	-0.5015
GOLGA5	0.964
SDCCAG1	-0.200875
MGC21675	-0.564166666666667
C10orf95	-0.70225
KIAA1345	-1.05416666666667
C1orf163	-1.3545
LACE1	0.1525
OR10K2	-0.00699999999999998
CENPN	-1.18028
TMED2	0.527
UGT1A6	0.424
ANG	-0.502
U2AF1	-0.487833333333333
CASC2	0.136
NMT2	0.115833333333333
OSGEPL1	-0.086875
DFNB31	-1.157
SLC6A20	0.0425
DKC1	-0.35325
FXYD4	-1.2175
WDR64	1.397
MGC5590	0.4225
CREBZF	-0.668666666666667
DAZ1	-0.37575
PRPSAP1	-1.1945
GCHFR	0.91375
TTC7A	0.326375
LOC196993	-0.357
UBD	3.07983333333333
S100A1	-0.74425
RPL6	0.2225
DNAJB6	0.78125
NAGS	0.74
C2orf58	0.216
KERA	2.3085
MT1X	-0.1757
UBE2B	1.1739
KEAP1	0.3185
MST1	-3.30375
OMA1	0.4125
ABLIM2	1.71475
BCL2L13	-0.364416666666667
JAZF1	-0.0313333333333333
TMEM63B	-0.336
S100A8	5.5598
ARFIP2	0.1135
UROS	0.50375
KHDRBS2	-0.858
POLQ	-2.64
SOAT1	0.998
SPAG4	-1.95725
MRPS30	-1.06566666666667
LOC494141	-0.137
OR2T11	0.0045
ORAOV1	-0.3964
ZNF184	-0.182666666666667
TCEB3B	-0.33725
ADAM21	-0.435
GDPD1	-0.57
SPINLW1	1.31875
PRR14	-0.532833333333333
KCTD9	-0.1163
NUDT3	0.197
KIAA1822	0.6965
HIST1H4K	0.121
DFNA5	0.52875
GABPA	-0.11725
C14orf44	-0.2245
POLB	0.356375
PTAR1	-0.8905
SEC31A	0.826
TRIM58	-3.453
TAS2R14	-0.5755
VPS8	0.056625
H1F0	-0.945666666666667
PRKCB1	-0.4325
UGT2A1	-0.3525
TOR1B	0.159
LSS	-0.880416666666667
C2orf19	-0.2705
HNRNPC	0.0882857142857142
TMEM100	0.2455
LOC116349	-0.0595
OR51M1	0.501
CCDC142	-1.35275
ISG15	3.033125
ZCCHC14	-0.062625
CREBL2	1.383375
TGDS	-0.89775
DC2	0.61025
CACNA2D3	-0.567642857142857
ZNF429	-1.129625
LYPD6	0.174166666666667
SUCLG1	0.00416666666666667
OR51I1	-0.6735
MAGEH1	2.15225
PRPF40A	-0.031
SMR3A	0.2785
SPINK2	0.8725
THAP2	0.325125
NPY5R	0.338125
IRF4	-1.604375
SPESP1	0.324333333333333
OR10S1	0.3985
DTD1	-0.126
TUBE1	-0.87225
DDX19A	-0.314
PDPN	1.371375
TMEM34	-0.0199166666666667
