Hybridization REF	TCGA-BH-A0C1-01B-11R-A12D-07
CACNA2D3	-1.82242857142857
ZNF429	0.24425
LYPD6	-1.18533333333333
SUCLG1	-0.62
OR51I1	-0.307
MAGEH1	1.9355
PRPF40A	0.1355
SMR3A	0.2325
SPINK2	-0.6215
THAP2	0.132875
NPY5R	-1.263
IRF4	-2.56575
SPESP1	-0.534833333333333
OR10S1	0.422
DTD1	-0.59375
TUBE1	-0.529
DDX19A	-0.8015
PDPN	0.13425
TMEM34	0.53375
MGAM	3.276
COL3A1	5.55277777777778
GFM2	0.307
OR5A2	0.4415
PSG9	-1.90966666666667
ARHGEF11	0.658333333333333
IVNS1ABP	0.06875
SIGIRR	0.0805
DUSP19	-0.2785
DNAJC14	0.3607
ACSS1	0.4085
IL1RAPL2	0.7095
C4orf30	0.087
SEPT4	2.16425
LANCL3	-2.39075
SPAG17	3.695
PRDX3	-0.465125
HNF1A	-1.494625
P4HA2	-0.7365
RFWD3	-1.01033333333333
MOV10	-0.932
DNAJA5	1.04935714285714
LOC729440	0.68275
LOC200383	0.215428571428571
SMC2	-1.83375
MIXL1	-1.13933333333333
TMEM9	0.15225
FAM86A	0.507
ZNF174	0.1434
MYH14	-1.15125
CCR8	0.67425
VPS37C	0.857166666666667
GPATCH1	0.160833333333333
B3GNT8	2.3495
TBX4	-1.935
CNR2	0.323166666666667
PCDH1	1.746
C5orf29	4.656
OCIAD2	0.91075
PLCG2	-0.05925
KIAA0247	1.854875
HRH3	-0.5264
CAPN13	4.4825
CCR1	-0.9313
MGC15523	-0.470166666666667
UVRAG	0.343
DNAJA2	-0.476
ITGA2B	-0.740833333333333
CLDN5	3.418875
PTPRN2	1.41707142857143
ZNF512	0.656666666666667
PSAP	0.708142857142857
CCDC140	-2.485
LRRC55	-0.29675
CYP26C1	0.6545
C8orf47	-0.15
LYN	-0.03525
DUSP6	1.4805
TGFB3	3.52933333333333
ELK1	0.0164
PCDH11Y	-0.379166666666667
HGD	-4.30275
C17orf58	-0.6175
MYO3A	0.431
SERPINE2	-4.11083333333333
AARSD1	-1.107125
C14orf73	-1.54125
ADAM33	0.196
ZNF491	0.5205
MAPK6	-0.646
TCN1	0.8025
SLC24A6	-0.001
UBE2R2	0.51525
H1FNT	0.04525
TATDN2	-0.372666666666667
LILRB1	2.4025
P2RY5	1.2835
NUCB2	-0.08025
C2orf37	0.852
SNX27	1.23516666666667
MTA3	1.380375
FOXO4	0.436375
ID4	-0.1875
SOX5	-2.90916666666667
PXMP3	0.193875
OR52M1	-0.039
SFT2D3	0.65875
INA	-3.08966666666667
MCOLN1	0.83575
NFIX	0.5493
CLEC14A	5.2785
HIBCH	0.481333333333333
PLA2G5	0.9635
TIMM10	-0.743833333333333
MED17	0.4286
COL4A4	-1.7005
TPP1	0.929333333333333
GJA3	-0.847666666666667
TMPRSS5	-1.52375
AADACL3	0.116
DNMBP	-0.56325
ENPP5	3.9205
NQO1	-0.4776
ZSCAN2	-0.682125
SEC24C	-0.345833333333333
GTF2A1L	1.4925
AXIN2	-0.4936
FAM33A	-1.90066666666667
C16orf13	0.222375
SPNS2	0.71475
TAF1	-0.11
AP1G2	-0.603166666666667
RBM42	0.429333333333333
HCN2	0.747333333333333
EFHB	0.403166666666667
RUSC1	0.7595
GRIK5	0.354
USP21	1.29683333333333
ATAD3C	0.73075
ORMDL2	0.7195
PRSS7	-4.00175
PSAT1	-5.35775
FLJ13195	-1.5405
TBC1D1	-0.440833333333333
IFNG	2.22175
OTOS	0.229333333333333
ZNF773	-0.0718333333333333
EMD	-1.509
RETN	-0.74125
CCL8	4.029
APH1A	-0.16325
COX18	-0.535125
GTF2IRD2	0.05025
CCDC82	-1.66783333333333
PAFAH2	0.2377
NPEPL1	-1.403
RP11-114G1.1	1.5755
TP53INP1	2.3425
ZNF300	0.529333333333333
FOXL2	-3.83866666666667
LARP2	0.1845
LATS1	0.64525
HTR6	0.301
SPOCK2	0.9555
RNF144B	4.35783333333333
HTATIP2	-2.335
MGC10334	-0.0355833333333333
CENTA2	1.93766666666667
FGF2	-1.76425
FXYD7	0.22425
PHYHIPL	-2.69657142857143
GPR34	5.46825
DDX6	-0.034
OR10W1	0.18
LHFPL1	-2.3235
ZNF313	-0.304071428571429
VPS28	0.95625
AP3M1	-0.1152
AKR1CL2	-2.0765
TRAF4	-1.316875
OR2B11	0.2685
C19orf12	0.589833333333333
AKAP9	1.254
C1orf62	-0.3035
SLC20A1	-0.6254
FAM112A	0.496
LDB2	1.372125
MRPS23	-1.9125
KLK5	2.68675
SPTB	-0.9157
EFEMP2	0.67975
EFNB2	1.909125
PCM1	0.849142857142857
NMNAT3	1.66825
TSG101	0.210166666666667
C8orf40	0.428166666666667
NOB1	-1.37675
ABHD3	-0.5615
GTF3C4	-0.234125
PIGN	1.50133333333333
GALNTL1	0.161
AEBP1	2.53675
OR9Q1	0.6235
ANKRD2	0.0778750000000001
CCL28	-1.24525
TRIM38	0.725833333333333
TMCC1	0.422833333333333
SMG5	-0.179
LRRC7	-0.7645
NCAPD2	-1.679
C6orf153	-0.50025
C1orf74	0.94875
OTUD6A	-0.1435
DCP2	-0.341
TMEM24	1.0725
RPL18	0.0338333333333333
TMEM177	0.375
LRRC37A3	0.127
C1D	-0.1455
LDHC	-2.5715
UBE4B	-0.499333333333333
NIT1	0.389125
BTN3A3	0.798375
RASD1	3.378375
COMMD3	0.45025
SHFM1	-0.15225
BIRC8	-0.05025
DUT	-1.32775
C12orf51	-0.251
LRRC59	-1.06166666666667
LY6H	1.39825
WDR22	0.598083333333333
EDEM1	-0.13
ADH1A	3.158
PANX2	-0.4582
CYP11B1	0.51775
CDC73	0.607
GPR172A	-0.24675
GSTM3	-1.34469230769231
KCNA5	0.172625
SERAC1	1.079
NFATC2	0.435
ANAPC5	-1.1331
C15orf24	-0.8215
NFATC2IP	-1.53558333333333
TNRC6C	0.401
MGC102966	-1.815875
FGD5	1.98316666666667
MED9	-0.3235
RAB13	0.922166666666667
C15orf49	-0.4865
CRYGS	-1.7066
C12orf53	-0.9284
LOC283693	-0.833
COX6B2	-0.624375
PHF14	0.234625
FAM3A	-0.444
RPL13	-0.471
PRDX2	0.657
FLJ34047	-1.3485
PRMT3	-0.543
KCTD19	-2.113
TRIM10	-0.494666666666667
MGC26597	-0.298333333333333
GCNT4	0.3165
GPRASP1	0.418
CDKN1C	-1.1465
RHBDL2	0.1639
HSPH1	0.4195
AQP1	2.868375
COL17A1	-0.3272
GFAP	-0.18025
CDC16	-0.501
KIAA1614	-0.112
C6orf118	-0.9012
ZSWIM5	-1.86425
FAM83F	3.18825
LYNX1	0.31775
SYNPR	-0.92575
XG	2.8715
PRSS16	0.991875
KIF13B	2.137
PCDH9	-1.309875
HIST1H2AH	-0.318333333333333
RBM18	-0.9985
ZNF626	0.5
HEXIM2	-0.7615
ITFG1	-0.516
TUBG2	-1.1995
SFRS7	0.06375
C9orf14	-0.38
EXTL1	-0.627
GBP3	1.2395
WDR5	-1.54425
RARG	1.06783333333333
MYO7A	-0.502125
CECR6	3.22125
C13orf3	-1.1455
SFRS18	-0.99075
ACVR1B	0.202166666666667
PSMD1	0.0795
C7orf31	-0.476833333333333
ILVBL	-0.75125
IFNGR1	1.63125
RNF186	1.03575
NOL9	-1.29225
MAGEL2	0.79375
SLC29A2	-0.23625
NHSL1	-0.32225
RBMX	0.0525
PSORS1C2	0.337625
RAD51L3	-0.387583333333333
LCN6	1.22275
ORAI2	-0.084
BRUNOL6	0.1729
OR4K5	-0.207
CDC123	-0.631875
MSLN	-1.902
WWTR1	0.105666666666667
ZNF700	0.0726666666666667
COBL	0.367
PPP1R16B	0.446
GAS7	0.224
MDN1	-0.775375
HAAO	0.709
C9orf68	2.7885
TNFAIP2	0.119
FOXN1	0.1925
hCG_2033311	0.923
ATP6V0D2	-0.4193
RPL41	0.846875
SLC38A1	1.28875
ARHGAP6	-0.442416666666667
ADAD2	0.11725
PHF20L1	0.0850625
MCM3AP	-0.429
ST3GAL3	-0.503833333333333
SNX1	0.224333333333333
ELF5	1.3405
PARP3	0.51775
RBM8A	0.165375
LINGO4	0.645
ITGA9	-0.0246666666666667
ZFR	0.329
ACSL6	-0.584
FLJ20699	0.2089
DAOA	0.911666666666667
FABP4	4.31475
KCNB1	-1.1075
CANX	0.64
SLC25A28	0.1475
ADIPOR2	0.24575
ECHDC2	0.955375
SMA4	0.45575
FRZB	3.56925
PABPC1	0.0796666666666667
DMRTB1	0.0381428571428571
APOBEC3G	0.3875
CATSPER2	-1.37083333333333
CUEDC1	0.949166666666667
STARD9	-1.7175
CLDN8	5.624125
LOC23117	-1.24268181818182
E2F6	-0.347
TMEM126B	-1.02283333333333
DPY19L4	0.804
GIMAP5	3.35416666666667
NDUFA9	0.0438333333333333
FAM77C	-0.6345
CTPS2	1.2095
LOC51035	-0.15625
WDSOF1	-0.83075
EGLN3	0.451125
PITX3	0.650833333333333
OR52E8	-0.2815
GRM4	0.622
KLK1	-1.92366666666667
GPM6B	-0.95325
RRAGD	-1.16416666666667
PAGE5	-3.7395
UCHL5	-0.7995
ULK3	-0.967166666666667
AIM2	1.054
PNO1	-0.463666666666667
OR2F2	0.472
GNAT2	-0.8905
SIX1	2.789
ST13	0.4385
ZBTB44	0.11775
TIMP2	-0.03
ZMAT4	0.63175
GTF2IRD1	0.180333333333333
ZNF19	0.620166666666667
ZNF714	-0.307
RSC1A1	-0.2455
C9orf80	0.46275
PSMA8	0.201166666666667
TMEM141	0.403
COX4I1	-0.618785714285714
CTAGE1	0.321
DTWD1	-1.32375
HSD11B1	1.75825
KRT6B	1.371375
ARID4B	2.0595
LHFPL3	0.2765
WWP2	0.0909166666666666
ZNF326	-0.437
RGPD1	-0.613
CTSH	1.0635
FASTKD1	-0.875625
PAF1	0.2239
TTC9C	-0.63875
IFT57	0.2341
PRSS36	0.3225
IL20RB	-2.7445
ZNF592	-0.3515
DCTD	-0.2605
CFP	1.85275
MFNG	-0.2665
JMJD2B	1.28175
ALDH3B1	-0.83325
THSD4	1.65733333333333
KCNJ5	2.90233333333333
LMNA	-0.0648333333333333
TBCD	-0.3445
ZNF250	0.471833333333333
CASQ2	1.3114
PEG10	-1.1815
PRAME	-5.0258
NP	-0.491
TRIM59	-0.110833333333333
ZNF12	0.305625
XTP3TPA	0.23075
SIGLEC7	-0.4112
PANK4	-0.97825
FAM70A	-1.734
SNED1	0.517
HIP1	0.9193
RAET1E	0.296833333333333
AMAC1L2	0.011
AHNAK2	-0.35125
TOE1	-1.35233333333333
RECQL4	-1.57625
SPRYD3	0.96825
DPAGT1	-0.30975
MAGED2	1.5519
ANKRD55	-0.3835
TRPS1	4.63991666666667
DOK7	1.79575
TFPI2	-4.60175
GTF2H3	-1.38166666666667
CYP4F11	0.325125
LHX2	-2.5095
ATG16L1	1.03883333333333
ASB12	0.8545
C1orf116	3.5395
NF2	-0.7487
POM121	-0.4972
PHYHD1	2.4346
TXNDC17	-0.182666666666667
DKFZp779O175	-0.86725
NUP62	-0.0135714285714286
MYO18B	-1.77566666666667
PRAMEF1	-0.332
TCBA1	1.329625
TMEM168	1.2695
FJX1	0.433333333333333
CLCF1	-0.40125
SEPN1	0.952
IGSF2	2.23475
NUDCD1	-0.112833333333333
TFF3	3.17766666666667
NDFIP1	1.29
CHCHD4	-0.4175
TNR	0.4405
CUTA	0.506333333333333
USP44	-4.43875
DPP10	-1.214
IWS1	0.0101666666666667
PCGF1	0.8835
SULT1C4	-0.387
NTF5	-0.1565
PTPN13	1.34
SSTR5	0.063
SFRP1	-2.0195
IDH3B	-0.36175
SUOX	1.25233333333333
TMCO5	0.37575
GOLT1B	-0.35075
MIB1	0.925714285714286
PCDHGB1	0.4545
SUSD1	-0.19175
ICAM5	-3.10883333333333
PAPOLB	-0.05075
URM1	-0.0934
TMEM106B	0.918166666666667
LRIG2	-1.6005
SLC27A5	-0.148
CLIC6	0.7488
ZNF420	1.50266666666667
SCN9A	-1.1771
KIAA1909	1.3115
ELMOD1	-2.2035
PRKAG1	-0.40725
FAM64A	-1.24622222222222
EEF1G	-0.13985
SMAD5	1.5685
INCENP	-1.84625
WASF2	-2.033
GARS	-1.1639
CDK10	-1.13
HLX	0.0423333333333333
MDM4	0.445375
ZNRF1	-0.339357142857143
HHATL	-1.44816666666667
FAM21C	0.8581
HIST2H3C	-1.12425
PFDN2	0.228125
ZNF200	-0.77175
NDN	-0.05625
HBA2	-1.19433333333333
FBLN5	1.876
PUM1	0.109785714285714
TNNT1	-1.25816666666667
C19orf59	-1.05533333333333
HNRPH2	1.30716666666667
RAB7A	0.1485
PMS2	-0.50075
BIRC3	0.281666666666667
NRSN2	0.731125
OR52K2	0.295166666666667
SPOCK1	0.619428571428571
H2AFY	0.8845
RXRB	-0.2375
ZNF638	0.143833333333333
ANKRD45	-0.08175
ACTN4	0.6515
FXC1	0.30725
EIF2B5	-0.22575
VPS33A	-0.8205
PINK1	-0.216625
FAM106A	-2.6935
SKIP	0.5470625
GAPDHS	0.12
MUM1L1	4.84325
PSTPIP1	1.195
CNTNAP1	-1.5784
CYP26A1	-2.6855
APOL2	-0.0718
TACC2	0.71875
COX7A2L	0.0927142857142857
HSD17B1	0.24875
ARRB2	-0.2155
SLC7A6	-0.653
HSD17B10	0.0365
RBJ	0.0355
NUP155	-1.42
MRPL10	-1.33966666666667
CYCS	-1.20825
CCDC46	0.257333333333333
TECTA	0.5235
GNAL	-0.84125
LPO	0.1205
PEBP4	3.40825
DDX11	-1.90875
C18orf12	0.305
TAF9B	-0.0128333333333333
IMP4	-0.01125
RPA4	-2.02033333333333
NDUFS1	-0.55275
UPK1A	-0.612666666666667
ARRDC2	0.633666666666667
C18orf20	0.467
AES	0.549
CD2BP2	0.229333333333333
C16orf54	-0.531
UGT2B17	2.707
FGFR1	-0.613454545454545
CEACAM6	2.5018
CHRM5	0.26125
CERK	-1.1985
AP3S2	0.0105
ANKS4B	-1.0245
CLCNKA	0.127
ZNF208	0.6205
HLA-DRB5	4.5875
CARKL	-0.535
GOT1	0.0335
CASP6	0.81475
HOXA1	-0.321
RCL1	0.27975
ZNF181	0.769833333333333
RAB40B	0.227
MRPL38	-0.749
LRRN2	2.831
C3orf25	0.355
OR5D14	0.8375
OR10AG1	-2.438
BET1L	0.1887
FRY	3.8475
AK3L1	-1.38225
CSF3R	1.63316666666667
POLR3K	-0.812333333333333
ATG2B	0.1835
EPS8	0.157833333333333
DARS	-0.455625
C10orf56	0.522333333333333
DAD1	0.003
RIOK1	-0.153333333333333
HERC2	-1.3435
HSD11B2	0.652
FAM96B	-1.06425
MGC13057	-1.09975
BSN	-0.34475
CAND1	0.683
HCST	1.752
ACTR10	-0.219
OR8D4	0.85
NASP	-2.0746
COL9A2	0.442666666666667
LYZL1	-1.712
GPC5	-3.633
TBL3	-0.078
CENTD2	0.0441
OR5AP2	-0.016
TLR1	1.8735
LMO6	-0.2295
ZIC2	0.495625
CPNE5	-0.69825
ZMYND15	1.91225
FLJ22374	-0.283
CCDC106	0.72175
PARP16	-0.78575
PDIA3	0.08875
C14orf126	-0.15325
CECR2	0.4765
SFRS1	-1.06778571428571
FIGLA	0.513
DCP1A	-0.0261666666666667
MGC45800	-2.2881
TEKT1	-0.169
C10orf67	1.076
CLN5	0.445625
NTN2L	0.05
GLE1L	-0.43175
CES2	-0.4304
GNAS	0.254277777777778
DDX53	null
TSPAN13	2.782
MRPL52	-0.6719
SPIRE2	-0.0657499999999999
TAS2R39	0.6
SCUBE3	0.51575
UCRC	0.3178
CDKL3	-0.15275
KIAA1715	-0.0872
ZNF345	1.02725
RTF1	-0.331125
DHRS7	-0.03825
RIPK4	-1.039
EXOSC2	-1.07533333333333
MS4A2	3.28975
FGF17	-0.96275
WDR59	-0.956625
EVI2A	-0.772
IL17RC	0.43
HS3ST1	1.81325
ITGB1BP2	-2.0445
RBPJ	-0.962
GIMAP1	3.4855
INE1	-1.21383333333333
ALDH18A1	1.408875
TPI1	-1.46475
GATA6	1.47725
CABP1	-0.723
ZNF484	0.54475
DAPK3	0.6835
GJB1	-2.58191666666667
PIN1	-0.01625
SLC6A15	-3.837
CNO	-0.1965
RIN2	3.27825
FRRS1	0.3545
CYorf15B	-4.35925
DMRT3	1.49485714285714
ATAD1	0.176125
OTUD4	-0.0750555555555556
ATOH8	-1.3255
ZSCAN16	1.421125
ASCC1	-0.48525
OTUD3	0.1605
MGC33212	-0.509833333333333
YME1L1	-0.19475
RP11-218C14.6	-0.40125
PCBP4	0.13525
TNFRSF10A	0.59025
CDH10	-3.72483333333333
KL	2.767625
SCP2	0.193916666666667
C9orf119	-0.0965
SON	0.39825
MAFK	-0.021
SBNO2	0.931
SLC6A6	-0.583916666666667
SC4MOL	-1.155
FAM35B	0.8685
PPP1R9A	1.778375
PDZRN3	1.185
CXorf20	0.969
C6orf126	1.267
AVEN	-0.402
FLJ21075	-1.715
C14orf132	0.651625
PCK2	-0.807125
GUCY2C	-1.002
BARX2	-0.084
PEX11G	0.5815
DAO	-1.072
C10orf49	0.1345
EDNRA	2.71483333333333
PPP2R5A	1.6882
DDX39	-1.22133333333333
SERF1A	0.2505
ASCIZ	0.4449
FNDC8	-0.6005
PTMS	0.87525
PHF7	-0.43875
PIP4K2B	-0.4975625
HHLA2	0.311666666666667
BDH2	0.6338
APOBEC2	-0.66825
PENK	-0.509666666666667
SMAD9	-1.1675
MT3	-0.95825
RGL1	0.493375
ATG10	-0.642625
DLGAP4	1.17383333333333
APPBP2	-1.13285714285714
BACE2	0.674142857142857
LOC339344	0.845
ZNF395	0.2311875
HIST1H2BL	-0.78075
ZNF467	1.490875
SLC25A21	-0.14925
PALM2	-0.8892
NSUN5C	-0.8505
IL5	-0.523
CLSTN2	1.59875
ANXA8L2	-1.75925
PTGES	0.50425
GDAP1L1	-1.809
OPRK1	-1.363
WDR20	0.375666666666667
C12orf4	0.79225
NUP88	-1.064375
XRCC6BP1	-0.605333333333333
FCGBP	0.499642857142857
LEMD2	0.101
NOMO1	-0.975
C10orf79	1.413125
ZNF79	0.0568
OCRL	0.487111111111111
HSPA8	-0.00762500000000001
DIDO1	0.082625
PLA2R1	2.57525
COG3	0.6004
NGDN	-0.6925
CBFA2T2	0.700125
PNOC	-1.6135
PRRG1	-0.1055
AGGF1	0.359142857142857
DPF2	0.5945
YIPF7	-0.512
TRPV5	0.2555
ZNF322B	0.97825
MED12	0.449666666666667
CARS	-0.982333333333333
ABCC11	4.356
C9orf25	-0.0735
MYH1	0.9775
FRYL	0.341833333333333
AGTRAP	-0.22075
MMP27	1.8865
ZNF432	0.3455
OR8D1	0.044
OR13D1	-0.40125
VWA1	1.48075
STON1	1.10425
IL5RA	0.00199999999999999
PERP	0.7629
C10orf107	-1.16683333333333
TNFSF12	1.98875
FN1	1.02883333333333
MTR	0.0585
PHLPPL	-0.379833333333333
ZNF425	0.2835
DHFR	-1.27122222222222
PPP1R12A	-0.029
RSPO2	-1.69133333333333
ZNF7	-0.16975
ZNF583	0.46225
TPMT	-0.687666666666667
GPR132	0.975625
OR2T12	-0.97075
SERTAD2	0.7248
ATP1A1	-0.3955
FRMPD3	0.55175
ZNF672	0.6275
PLXNB3	1.00425
EML5	0.819
FAIM3	0.672
UBQLN2	0.945
SORCS2	2.8165
PRIM2	-1.985
ACVR2A	0.478166666666667
YWHAZ	0.17125
PGM2L1	1.4025
GNAO1	-0.0548461538461539
RPL10	0.1199
RPS6KA6	-0.214
PFKL	0.240833333333333
SH3D19	1.078125
AURKB	-2.74416666666667
ZC3H6	1.728375
DISC1	0.291666666666667
FLJ39660	-2.54583333333333
TMEM25	1.936
OSBPL10	-0.225625
CLTCL1	-1.74916666666667
ALG6	-0.27825
CATSPER4	0.0865
LRTM1	-0.059
RRAD	1.1095
TIPIN	-2.7305
CARD14	1.121875
RBM9	0.2335
RASSF4	0.56925
SLC25A18	3.17666666666667
C6orf58	-0.919333333333333
IGHD	0.301
PLA2G6	-0.393
TPT1	0.3605
SEC63	1.2144
CCDC113	0.0228
TDRD10	2.31225
KIAA1666	-1.657875
TOR1AIP1	0.922666666666667
SYTL4	1.13333333333333
SPRR2F	-1.0875
CEBPD	2.96125
SNTG2	1.77425
C20orf77	0.290916666666667
TAS2R49	0.199
C6orf173	-1.23733333333333
SVEP1	0.1692
PXN	-1.04828571428571
VIL2	1.469
C5orf21	1.375
DIXDC1	0.857625
GANAB	-0.609333333333333
PDSS1	-0.86375
NGFR	0.275875
ATP8B4	1.2025
BMP8A	-0.4075
CCDC132	0.4405
GNRH1	-1.90625
OR10T2	-0.115
PDGFD	2.19066666666667
OR6W1P	0.196
HARS	-0.191833333333333
KRT77	0.842
AQP8	-0.4055
ITGB1	1.0437
ZNF254	0.7095
PAX1	-0.0723333333333333
PSMC4	-0.3001
ANKRD22	5.0405
PSMD8	-0.158333333333333
HTR1E	-0.9255
SOX10	-2.4431
OR5B2	1.897
RABGEF1	-0.812785714285714
MAP1LC3B	-0.1325
CYB5R4	0.50275
AGXT2L1	-3.03666666666667
FLJ41603	2.585
TRAPPC2	0.934833333333333
FNTB	0.1775
FLJ14107	-0.627666666666667
AURKAIP1	-0.6815
DSE	1.51025
NFKBIZ	-2.02083333333333
OSBPL3	-1.70133333333333
LOC130576	-2.71725
SLC39A9	0.995
LOC137886	0.420416666666667
RHCE	-3.2575
ATG7	0.201166666666667
FAM82A	0.990333333333333
FBN3	-0.443
MCFD2	-1.288
CASP14	-0.25
EPS15	0.313416666666667
SFRS2B	1.14283333333333
C19orf47	-0.317
PLAC9	0.5895
GPR23	3.8325
BTNL3	-0.2175
RGS8	0.5465
GNS	0.335125
ENO2	-2.99733333333333
CBX1	-0.4194
PEX26	-0.039
LRP5	-0.470333333333333
ADAMTSL4	-2.0365
ARR3	-0.0828333333333334
MAP1A	-0.036
CD2	4.77525
NAV2	-0.6494375
TMEM69	-1.0875
ATXN7	-1.092
CHN2	0.518166666666667
ZNF781	-0.6615
HAS2	-2.99616666666667
KIAA0241	-0.593833333333333
BIC	1.395
MOBKL2A	0.19025
CYP2C9	0.699
CNOT7	0.466142857142857
SFRS10	-0.59475
CST11	0.4975
FLJ37543	0.077
NKAP	-0.659
RUNX1T1	3.15075
EAF1	0.2214
IL4I1	2.68775
LRRC61	-0.0128333333333333
PSIP1	-1.63541666666667
SPRR4	-0.162
ZFP90	0.637166666666667
AP2B1	-1.08769230769231
SLC30A7	0.900583333333333
C7orf28A	-0.0493333333333333
S100B	-2.95316666666667
BMP2	-1.068875
ESR1	3.13541666666667
ZFPL1	0.18175
ARHGAP12	0.207
LRRC19	-0.155
ZNF767	-0.729333333333333
NACA	0.2823
OLIG1	-2.69025
PRF1	1.357
LST1	2.88983333333333
SPATA9	0.225833333333333
CNFN	1.087
CDK4	0.2745
TCF15	-1.90283333333333
PARC	0.4545
PPM2C	3.0615
LOC283345	-0.2115
FAM107B	0.29675
DMXL1	0.152875
RBM3	1.044625
HTR5A	-2.3195
SCFD1	-0.240333333333333
EPHB3	2.934
ROPN1L	-0.557833333333333
RAMP3	0.57275
TSPYL5	0.436272727272727
GAP43	-2.9105
PAPD4	0.124875
PDE3A	-2.4515
TNFRSF10C	1.33925
JMJD5	-0.817833333333333
RASGEF1A	-0.2905
C16orf65	-0.635166666666667
HIPK3	0.3095
XYLT2	-0.1425
XPOT	-1.777
GAL3ST1	-2.48825
DHCR7	-1.34775
AMIGO3	-0.3365
FGFR4	-1.22016666666667
CRAT	2.10125
PPP1R14D	-0.154
TRIM14	0.6152
TMPRSS11D	0.2865
SLC7A11	-2.34214285714286
OR10H2	0.378
PPM1E	-2.08522222222222
DOCK4	0.8355
FAM127A	0.143375
ENOPH1	-0.14475
SLC5A3	-0.8806
ZNF530	0.3624
NTS	-6.44575
FRMD4A	0.39825
BCL11B	-1.85766666666667
PRM1	-0.2525
UQCC	-0.3869
S100A16	1.60716666666667
PLS3	-0.55025
WWOX	-0.0875
CCDC23	-0.365
GTSE1	-2.02416666666667
GP2	2.836
FLJ32549	-0.77975
CHIT1	1.119
KLF9	1.24
RPS24	0.0431
MIA	-2.33075
FIGN	-1.30375
PYROXD1	0.9315
PCSK2	1.7555
MRPL9	0.4475
RPL24	0.048875
C12orf32	-0.951875
HIST1H2BE	-0.90025
RGS18	4.16525
LFNG	3.138125
RAB4B	0.7831
FBXO25	0.9045
TSPAN31	0.802333333333333
ARL8A	1.21853846153846
C10orf83	-0.0571
OR51B6	0.4285
CNKSR2	0.411666666666667
C1orf156	1.4875
IBSP	1.6645
GFRA2	0.6368
ALKBH7	1.1728
NEK10	3.27325
VN1R3	0.088
LOC91948	0.0715
CPZ	0.45025
IHPK3	-0.467833333333333
COL8A1	0.7385
RBPJL	-1.3565
OR10A4	0.3915
CASP8AP2	-0.102375
MMP12	-0.3725
OR8B12	0.6485
CDCA5	-2.51833333333333
LIX1L	-1.052
PEX11B	2.148125
GABRA1	0.107666666666667
HABP2	0.8375
REEP1	2.01566666666667
FBXO15	0.10075
CD68	0.77575
WFDC9	0.069
GHDC	0.471666666666667
SMARCA1	0.50125
SPAST	0.00683333333333333
PLXND1	-0.285833333333333
MLCK	-1.0085
INTS5	-0.02
BSG	0.409357142857143
PARP8	1.696
TEAD4	-0.532833333333333
ZNF498	-0.124625
TMEM89	-0.695
DTX4	1.429
TNRC6B	0.612625
ARMC2	-0.437
FGFBP1	-3.93116666666667
TIMM8A	-1.28733333333333
AJAP1	-1.8441
ZNF608	-0.4345
SLC25A42	-0.74475
SYP	0.311666666666667
MMP11	3.6725
USP40	-0.1357
C3orf62	0.0768333333333333
MYO1E	-0.0545
LRFN4	-0.8645
XCL1	1.7905
GPR155	1.583875
VPS29	-0.826875
CARHSP1	-1.7755
ARHGAP20	1.34716666666667
GREM2	0.609785714285714
CCDC102B	3.818
ZNF577	0.399333333333333
HDDC2	-0.02225
SHC2	1.4399
NCOA5	0.829666666666667
INPPL1	-1.1705
CHGB	-3.4272
IHH	0.242
DDEF2	-0.685083333333333
DIAPH3	-1.94266666666667
BUB3	0.446
GGH	-0.633777777777778
VPS35	-0.0754
CNN2	1.04208333333333
ASNA1	0.24
WDTC1	0.43925
AMAC1	0.144
HAS3	-0.788
SLC1A6	-2.326
ZNF563	-0.3295
C1S	3.758
TCF7L1	0.964625
OR10Z1	0.9385
ME2	-0.2503
C6orf151	-0.116875
KPNA4	0.4255
GLO1	-0.6405
WDR61	-0.897666666666667
CD302	1.73725
SIRT7	-1.02316666666667
C11orf59	0.03875
PKIG	0.1595
PPIL3	-0.40075
CCDC74B	2.48475
ZNF528	1.05125
EFNA5	1.7665
FCGRT	0.948
NOL4	1.9692
CCS	-0.582
LOC374491	-0.73
MFSD7	3.438
ZNF555	0.06875
LIMS3	0.243
TSSC4	0.1155
COL11A2	-1.586
C1orf119	0.4705
BPNT1	0.510375
CHRNA6	1.7945
C1orf173	0.739
PLD2	1.052
ORC1L	-3.6895
SASH1	2.391375
CDC14B	-1.36
RLBP1L1	0.8055
LDLRAP1	-0.7969
NAT8B	-0.119666666666667
HHEX	-2.255
LGALS7	0.83075
PLCH1	-1.302875
OR1M1	0.165
PRAMEF16	-0.868
HECTD1	-0.18
C14orf39	0.9905
TLN2	0.1424
HDAC4	-0.594071428571429
SYCP2L	-1.52475
GLRA1	0.5425
RPS6	0.125625
hCG_1757335	0.17
KLHL1	-0.665
CTNNBIP1	0.3795
SCAND2	-0.9449
HMGN2	-0.7774
YAF2	0.36975
BRPF1	-0.7965
LIAS	-0.918
CTA-246H3.1	-1.75925
SAG	2.6515
C20orf10	0.443
HNRNPA2B1	-0.8735
GADD45A	-1.25383333333333
MSH4	0.4365
TMEM70	-0.1205
HIST1H2AM	-0.80425
C19orf26	0.0873333333333333
C1orf50	-0.56625
GNG3	-0.273
FTO	-0.02475
