Hybridization REF	TCGA-C8-A1HN-01A-11R-A137-07
ZNF287	1.577
DAAM2	-1.48275
DPPA2	-3.04116666666667
TCTN3	-0.250833333333333
DNAJB11	0.7675
FPR1	3.888
DEFB4	0.1205
PTCD2	-0.7455
SMOC2	4.96766666666667
CABP7	0.41225
SERPINB11	0.472
MAGEF1	1.008
NDE1	1.46733333333333
ITGA10	-0.4365
FSHB	0.242
ANXA2	0.9425
HORMAD2	0.4225
HLCS	0.95125
MCF2L	0.935
FH	0.227375
TBC1D24	1.71275
KIAA1505	1.809
LGALS2	-1.81725
CNBD1	-0.832
SYNPO2L	-1.16875
PTPN23	0.236214285714286
C1orf183	-0.656
MAGEA8	-1.00825
DGCR8	-1.944125
GSR	-1.09275
PAQR7	0.5115
ZNF676	-1.33575
CACNA1C	0.1221
SP7	0.493
PDCD6	0.49925
NRN1L	-0.744
BRI3BP	0.0155
KIAA1183	1.28775
ASB4	-0.38525
CCL23	0.7412
OBSL1	-1.18175
SLC12A7	0.674083333333333
KIAA0240	1.361375
CD1B	-3.38733333333333
FCGR2A	2.057625
MDC1	-0.43125
HTR1A	0.0451666666666666
OCEL1	1.4465
ATP11B	-1.065625
FBXO34	-0.194666666666667
PCDH12	3.612
RPE	-0.53
C17orf74	0.0375
CSDC2	0.148333333333333
PET112L	0.61425
TMBIM1	-0.042
P2RXL1	0.138
TCHP	-0.815
TRMT1	-1.31416666666667
F2RL2	-1.32272727272727
LRRC32	2.839
IMPG2	0.4085
BGLAP	-0.634
LOC493869	-2.04191666666667
MRAS	1.031875
SLC35F5	0.9605
CBWD1	0.511
AXL	-1.6065
ATP2C2	0.47075
TELO2	0.74425
PNPLA3	-3.03125
PCDHB14	0.443
CD276	0.43025
KRT80	-0.246125
DUSP28	0.5915
CSNK1E	-0.35275
SRP14	1.4995
KCNQ4	0.2475
KRT72	0.403
CCDC117	0.488875
C6orf89	0.359333333333333
TUBB2B	-4.04016666666667
RTN4IP1	-0.408
CR1L	-3.60266666666667
CEND1	-0.013375
C12orf41	-0.769
RNF31	0.502
UBN1	0.901333333333333
C17orf32	1.79875
SLC5A7	0.10925
GPR92	1.6315
ESAM	2.2131
CTNNA1	0.75175
HRBL	0.3798
CBX4	1.016
TMEM182	0.3875
SH3TC2	-1.10666666666667
IL10	0.859333333333333
PXMP4	1.667
RNF167	0.0524
PAK7	-0.484833333333333
ETV3	-0.493
ATPIF1	0.044
LOC554207	-1.46633333333333
OR8H1	0.53575
WDFY3	0.956
DPM1	0.171
GPSM1	0.564
WDR92	0.0789
LRP1	0.285
ANKH	-1.118375
THUMPD3	-0.79075
POLR1B	-0.47675
OLFM4	0.096
RAD9B	1.113
TSPY2	-3.466
PAX6	-2.87316666666667
SCG2	-2.873
SLC17A6	0.2815
FMO3	3.04825
PADI4	-0.337625
TUBB4	-0.5101
NLK	0.1425
POU4F3	-0.319
SDF4	0.11475
ITGBL1	2.89033333333333
NETO1	-2.382375
TAP2	0.055625
ABBA-1	-0.168666666666667
GNAI1	-1.17575
VPS4B	1.238
NOPE	-0.8462
GALNT6	0.598833333333333
SESN1	0.05825
GBE1	-1.50588888888889
CLASP1	0.45525
RASGEF1B	0.837875
ACOT11	0.627714285714286
AFAP1	0.839
OR2H2	0.42075
DPY19L2P1	-1.09675
DZIP1	-2.4125
SEC22C	-0.35675
GPR161	-1.008
RNF146	0.22175
WDR74	-0.571875
GALP	4.577
PURA	0.172
DNPEP	0.636666666666667
RP11-78J21.1	-1.42525
ERBB2	2.626875
FANCM	-1.97816666666667
NEO1	0.139333333333333
DDX3Y	-4.8797
RPS3A	1.189
MXRA7	0.165428571428571
LGALS3	-1.54816666666667
GLT8D1	0.17075
CFL2	-1.05183333333333
UPB1	0.00375
NAP1L5	-0.632
CLDN14	-0.156
DHX38	-1.18575
BTBD1	-0.23625
TARS2	0.243333333333333
ABCF1	-0.1553
FCF1	-0.0608333333333333
LRRC49	0.57
GUCY1B2	-1.931
C1orf177	0.5165
SMARCA4	-0.747071428571428
LRP8	-0.67
TAGLN3	-1.25475
MRPL14	0.122
TTRAP	-0.16425
ZDHHC20	0.622
NFE2L3	-2.715
KIAA1377	1.159875
PALMD	0.3194
TMEM43	-0.04825
TTL	-0.02975
STAT5B	-1.0105
SSB	-0.255875
OR10H5	0.8195
SLC22A13	-1.334
AKAP3	-1.14375
TIMM23	1.16866666666667
OAS2	1.63016666666667
KIAA0423	-1.24125
TRIM11	0.906166666666667
GLIS3	1.672625
TMEM50B	0.248166666666667
ARHGEF4	-1.96625
DEGS1	-0.392181818181818
TBL1XR1	0.719266666666667
G6PD	-0.7135
SP140	0.0683
MUC17	0.370357142857143
NUDC	0.0843
DNAJC5B	2.35316666666667
SCARA3	-0.412666666666667
CPA3	4.2015
BCAT2	0.222625
MFN1	0.1677
NRG3	0.398
SNX11	0.0795
PLEKHH1	-1.1065
GPR177	-2.37533333333333
HCFC2	0.321
TCAP	-0.5055
MOCOS	-3.05325
C14orf93	-0.15475
PRDM10	0.353
SLC16A4	-1.638
SRGAP1	0.707333333333333
VIP	0.119
DUSP27	1.04716666666667
LILRA1	1.2666
MC2R	0.328
MGC24103	-3.93475
MBTD1	-3.3345
FUT11	-0.597833333333333
USP33	0.7355
C15orf39	-0.92875
MAP3K12	0.3425
PAAF1	-1.07716666666667
BARHL1	0.1365
FLJ16165	-0.1765
PIWIL2	-3.24725
SYNE1	-0.07475
CMTM4	0.315375
TSPYL1	0.7711
GUF1	0.666166666666667
TMEM157	2.194
WDR44	0.5705
HIST1H3C	-0.029
DKFZp666G057	1.838
RNPEP	-0.0265
GAS2L2	0.418
ADH4	-4.72175
GRPR	5.306
FBXL17	0.612
ZBTB10	1.41525
Gcom1	0.341055555555556
HTRA1	2.0368
ZNF585A	0.0181666666666667
SLC26A2	-0.860785714285714
OTOP3	0.932833333333333
WISP1	1.94844444444444
ATP2B4	-0.489
FLJ10769	0.30375
CRAMP1L	0.3955
CHST12	-0.2525
RAB22A	1.626
TARDBP	0.0385714285714286
STAU1	-0.151
CRB3	1.78566666666667
MIG7	-0.98275
CHMP1A	0.245666666666667
ZNF160	0.173
B3GALT6	0.750875
BARX1	-2.099
C6orf167	-1.1363125
NXNL1	0.5785
DHX29	1.007625
HADHB	0.321
PLXNB2	0.480625
ILDR1	-1.81125
SLC15A3	2.66325
GAS2	-3.46166666666667
C20orf69	0.25825
NUMB	-0.39975
TNIP1	-0.57175
MESP1	2.59316666666667
PSKH1	0.032
NSFL1C	-0.8345
RHOG	-0.2105
HEY1	-0.720166666666667
KNG1	-2.38214285714286
ITGAX	2.0306
LIN9	-0.261
CANT1	1.532
XRN1	0.301428571428571
CCDC96	2.2524
HEATR6	-0.615833333333333
GNG7	0.53925
RUNX2	1.0246875
SOX1	-0.170833333333333
FCRL5	-0.2857
ZNF99	-0.227375
FAM9A	-0.3535
SNX22	0.6
MBNL3	-3.337
ODC1	-1.7683
ADORA2B	-0.866
NR2F6	0.4195
ZFYVE16	0.440666666666667
SYNJ2BP	-0.2662
POLE	-0.74025
E2F2	-0.445125
THRA	0.693
PTGES2	-0.539833333333333
HIP1R	-0.2445
TMUB1	-0.187666666666667
ENO3	-2.36875
RSPH10B	-0.7155
CXorf39	1.439
IRGC	0.301
GPR109B	-1.405
FLJ13305	-0.3205
LCE3A	-0.4685
TNFRSF18	1.84516666666667
DET1	0.67475
TRPM3	-0.397083333333333
C16orf79	-0.662
FECH	0.214
RAP2A	0.472166666666667
CRIP1	2.87666666666667
AZIN1	0.7385
SLC7A7	3.6715
IL10RA	0.7368
TMEM64	-1.29075
CDC42EP4	2.0384
C16orf58	0.5404
ARG2	-2.28775
POU5F1P4	-4.17275
FAM62B	-0.085375
DNAH8	-2.2092
ASH2L	1.3045
TSLP	-4.70966666666667
CNTNAP5	-0.275
TMEM16C	-1.16375
IFNA14	-0.103
SLC1A3	0.171875
CABYR	0.4285
BCL7B	-0.0945
NUDT13	-1.975
C13orf28	0.608
C1orf53	-0.262
ARL6IP4	0.3493
RPL35A	0.264
EMR3	0.39125
RAB40C	1.54258333333333
SLC41A1	-0.146
LRCH1	-0.86175
LY6G5B	-0.567
FAM124A	-0.2365
MGC10981	-3.52683333333333
CLIP3	0.4146
MAP4K2	0.429333333333333
CHIC1	1.19325
SULF1	3.35
C20orf30	-0.490428571428571
PRDM5	-1.5265
ELOVL1	0.45525
C11orf48	0.064375
SLC39A10	-0.177
KCNV1	-0.66975
ACP1	-0.478333333333333
ZMYM2	-1.48525
B3GNT6	0.0498333333333333
C9orf69	0.1105
C2orf15	0.08025
C20orf166	0.365
HSP90AA6P	-1.8335
EDG7	-0.093
NEURL	1.409
LPL	-0.0556666666666667
CLEC2D	-0.537571428571429
GRRP1	1.37316666666667
CD8B	-3.2108
HIST1H3D	0.465166666666667
SLC6A12	0.7665
FAM27L	-0.066
CD84	1.6868
RASA1	-0.5155
PHKG1	-0.252
MAGEA11	-1.635
IMPA1	-0.2206
NPM3	-1.99075
RARRES1	1.40125
SH3BP1	0.338125
B3GNTL1	1.396
ARPC5L	0.0903333333333333
KLHL26	0.10575
SIM2	-0.561
GJC1	0.55
C20orf194	-0.89825
EXO1	-1.41025
SLC2A2	-2.99016666666667
LOC285074	-0.27125
LRG1	2.25525
KIRREL	-0.9405
PIK3R1	-0.6395
C4orf34	0.59875
MAF	-0.982722222222222
ADCY4	3.252
ZMIZ2	0.0716
SLC46A3	2.90183333333333
STAMBP	0.3265
CCDC16	0.84575
MS4A12	0.273
TCF20	-0.303
LRRC46	2.55075
C20orf152	0.86275
MRPS6	-0.994125
ABCB11	1.3215
KCNC2	2.4815
CDH19	-3.275
C9orf123	1.178
SSH3	1.315
LDLRAD1	0.66
CCBE1	-0.926
ZNF135	1.147
TAAR1	-0.1175
WFDC12	0.334
CCDC42	-0.0498333333333333
FLJ12529	-0.46925
PER1	-0.930166666666667
TIMM50	0.0245
SMARCAD1	-0.0961666666666666
FAM26C	0.46
TP53TG3	0.132833333333333
SH3RF1	1.9304
LMCD1	2.22625
GPR63	0.08
FLJ21986	-2.483375
AIFM3	0.10325
MICAL1	0.0055
BLZF1	0.880333333333333
IQCA	-0.207
PCDHGC3	-0.32
SAC	0.7375
BCL6B	2.28066666666667
DDO	0.8
MARCO	1.765
DCHS1	1.47733333333333
C1orf170	1.32716666666667
CD200R1	0.6185
C22orf15	-0.4035
SEPT11	-0.703333333333333
ADNP	-0.1375
UST	-1.3608
C13orf34	-1.16166666666667
RFFL	1.03814285714286
APBA3	0.134
C2orf60	-0.437625
CUTL1	-0.3148
PMS1	-0.732375
ZNF689	0.1435
EIF3E	-0.543666666666667
IL9	-0.121333333333333
RPL31	-0.3805
LY9	-0.186833333333333
ATP2B3	0.08925
KDELR2	0.0732083333333333
TFCP2	-0.860375
NLRP12	2.04225
FLJ45422	0.01575
TLE4	-2.1516
ZNF570	-0.2445
FLJ43806	-0.6615
TLK2	0.064625
CIR	0.782
MARS2	0.0465
COL24A1	1.039
SDF2L1	-0.196
HIBADH	-0.1845
IGFBP3	-2.5835
C12orf23	1.2905
PSPC1	-0.7305
C20orf43	0.72
TRAV20	1.023
ARHGAP24	0.491375
KIAA1975	0.282125
C1QA	3.6494
DNTT	-4.67433333333333
C10orf6	-0.542666666666667
C11orf41	-0.229125
HNRPF	0.98575
COL11A1	6.29266666666667
UBAP2	-0.859
CDKN2AIPNL	-0.9485
C20orf174	3.208
SPRED2	0.84675
PLA2G12A	-0.094
ICEBERG	-1.92
SCN10A	-0.096
C11orf65	0.83675
GBP5	4.74775
PITPNC1	-2.3935
POU3F3	0.9345
NCOA7	-1.193625
LIN7C	-0.218
LOC348840	-1.508
NKX2-2	-2.76275
ANKRD13D	0.489625
LOC123688	0.34
FUT2	1.3725
TAAR8	0.5025
FZD4	-0.860083333333333
PNMA3	-1.40383333333333
OR4L1	0.587
WIT1	-2.7545
EXOC3L	1.7385
ATPBD4	0.9551
KRBA1	-0.53425
UBXD6	0.10975
HOXB7	0.273857142857143
C7orf23	-1.252
UNQ338	-0.91125
STAB2	0.342
CDC20B	-0.079
IRF9	1.4755
CENTG1	0.254583333333333
TNPO2	-1.0495
MCPH1	-0.571125
BMS1P5	-2.5635
SLC26A7	0.705
HIST1H3J	1.1915
C9orf3	-0.3812
LBH	0.987
MYO1D	0.56925
PTDSS2	-0.33425
NFU1	-0.028
DEPDC4	-0.9755
WNT7B	-0.2295
GLP2R	-0.303166666666667
SETD4	-0.6846
DYNLT3	0.6605
FKBP11	-1.64016666666667
SESTD1	0.278666666666667
FLII	-0.95725
RPS16	-0.1742
CHPF	-0.133666666666667
CSNK2A1	-1.12533333333333
SUMO1P1	0.1935
FKBP6	-0.2315
ZNF214	1.45433333333333
TWIST1	4.49066666666667
DDX56	-0.8425
TRAM1L1	2.2184
EPO	0.476166666666667
MRPS18B	0.027
ZNF682	-0.131
RPL14	-0.501833333333333
MAFF	0.19475
LOC51136	0.18275
LY96	-0.27375
DDX20	-0.07375
ABTB1	1.12166666666667
ARL5A	-0.0111
CCT6A	-0.6935
HEPACAM	-1.36283333333333
EHHADH	-1.00833333333333
RBAK	-0.562
CGB1	0.053
ITGB5	0.5641
YIPF3	0.08375
FKBP2	0.62725
NR1D1	0.5526
TMEM110	0.0435
NEK2	-0.0288333333333333
PRAMEF8	-2.63775
C20orf52	1.4135
PCDHGA3	-0.608
VWA3B	-0.2435
NDUFA5	0.84
THAP9	-0.295
FLVCR2	-0.7345
AP1S1	-0.778
SMAD6	-1.1275
SAV1	-0.15575
SAT1	1.025
ZNF251	1.549875
ADAMTS7	0.2863
RPP38	0.34
C1orf211	-0.5165
YPEL2	0.84995
RBMS1	-1.40575
ZNF445	-0.12
NRXN2	-0.187333333333333
PGBD4	-0.181375
UGT2B28	-1.047
WBSCR16	-0.7239
NLRC3	0.096
ASTL	0.1985
ST6GALNAC1	-3.29275
ZADH2	-0.284
MLLT4	0.5535
ARL6	1.472
MEF2C	0.17075
CBFA2T3	0.461
AFF3	1.46657142857143
COG7	1.32783333333333
MYB	-0.638666666666667
PLXNA3	1.0525
XRCC2	-0.788333333333333
MMS19	-0.672
ST8SIA5	-1.151375
CHPT1	-0.984333333333333
KIAA1712	0.552
OR6X1	0.674
ACTR3	0.09125
UGCG	2.8415
OR4P4	1.016
ZAP70	-3.11375
LPP	0.915625
ZNF485	0.25875
PTPRCAP	-0.57375
IL12RB1	0.40775
ATRX	-0.0235
CHST8	2.428625
C14orf109	-0.78125
ARV1	0.87625
NMB	-1.18657142857143
COX5A	-0.470833333333333
EIF6	0.34825
MPPED2	-0.634
SEMG1	-2.2235
CHRDL1	-0.4805
TRAF3IP2	1.2945
WNK2	0.205375
LILRA4	2.37516666666667
LAMA2	2.7425
PXT1	0.4035
RLBP1	-3.17625
CD300C	0.48325
SLTM	0.078875
FLJ10404	-0.8201875
APOBEC3D	-0.9635
RENBP	0.667166666666667
ATXN7L1	-0.40575
NID1	0.0205
TUBGCP3	-0.4875
ITIH5	0.0675
CCDC110	3.2995
C8A	-2.367
MGC87042	-0.63
HOXC13	1.6275
TFDP2	-0.69625
HCP5	0.728875
POLI	0.47675
UCN	-0.2125
ZNF764	1.728
C8orf45	-0.19625
FHL3	-0.93475
SPATA5L1	-0.535
MMRN2	2.74383333333333
NDST1	0.492
COL20A1	0.193333333333333
ZNF248	-0.0933333333333333
PELP1	-0.608333333333333
MBL2	-3.608
RNF41	0.571
C5orf24	0.59025
THOC5	-1.027
SERINC3	1.96191666666667
RP11-151A6.2	2.06625
CDCP2	0.25775
HIST1H2AA	0.29925
C11orf75	-0.0453333333333333
FKBP7	-0.19675
DDOST	-0.53275
GPNMB	0.605333333333333
TTF2	-0.955666666666667
KCNT1	0.1435
SLC39A14	-1.594
NGRN	0.5637
GPR137B	2.51525
MECP2	0.22325
PSMA1	0.06375
C16orf73	-4.79975
TMEM60	0.290833333333333
CSN3	-0.316
NOS1	0.351833333333333
RAB7L1	-0.8595
YBX2	1.253
KIAA1166	-0.972625
FUBP3	-0.430333333333333
ABCG1	2.5905
ACACA	0.486583333333333
ARL11	2.1232
ATOH1	0.08
ODF1	-0.192333333333333
CREB3L3	-1.80016666666667
TMEM127	1.41971428571429
DSCAML1	-0.018
PLN	3.881
LYPLA1	-1.10925
PRDM9	-1.972
SASP	-1.49875
PLUNC	0.626
INTU	0.75875
HISPPD1	0.04475
LNPEP	-0.122
YARS2	-0.1355
APCDD1L	-1.6515
ZCCHC4	0.0058
FBXO22	-0.363
TTLL13	0.3625
ZNF669	-1.05566666666667
PTGDR	1.91325
DDX27	-0.0775
KIAA0409	-0.480666666666667
GJB6	0.515
ASB8	0.6405
PLP2	0.610833333333333
MEPE	0.78925
OR10J5	-0.198
KRT222P	3.965
COQ7	1.46333333333333
C1orf101	2.219
RERG	3.2086
CHMP5	2.046
THAP11	-0.40925
ZNF43	-0.914333333333333
ZRANB3	-0.519333333333333
KRT13	-0.060125
MRPL19	-0.60975
RBBP9	-0.481
SPATA17	1.428875
BXDC5	0.525166666666667
PAFAH1B1	-0.786416666666666
MAGEE1	0.866
OSTF1	0.3645
KIAA0323	0.685333333333333
TXNDC13	-1.6175
CNTN4	0.871875
LCE1B	1.382
UNQ501	0.88725
ZNF154	0.1195
C3orf64	-0.1625
SYT5	0.1233
PON1	-0.294833333333333
FLJ10357	-0.674625
ATP4A	-1.707
GNPDA1	-0.804333333333333
MGAT1	0.377166666666667
C14orf121	0.114
SLC35B2	-0.217
MIER3	1.0575
CHEK1	-2.22375
ZNF8	-0.0411666666666667
TXNDC1	-0.534833333333333
CKB	-2.0953
RTN3	1.30428571428571
FZD2	0.1275
PART1	-0.865375
PSMB6	-0.4595
PCDHB8	-0.5065
PHC3	0.3898
PPP1R8	-0.357333333333333
NOVA2	2.08233333333333
TNFRSF11B	-4.09575
GOLPH3	0.968
UBLCP1	-0.90275
SUHW3	-0.28925
TTLL1	1.177
OPN4	0.2955
OR13G1	0.274
ZPBP2	0.147
HSD17B11	-2.163
C9orf50	0.1835
DHDDS	-0.000999999999999993
CTSW	0.3177
NEFM	-3.15633333333333
MRPL28	-0.33
SYN1	0.277333333333333
PIGV	0.744166666666667
ZIM2	-0.95025
APBB1	0.289333333333333
SND1	-0.678
C1orf123	-0.0951666666666667
CHD3	-0.8025
BHLHB8	0.26725
RNASE2	0.2135
BCAP31	1.083125
SLC25A44	0.353666666666667
CHD6	-0.1338
PIB5PA	1.63592307692308
SELS	0.663375
LOC541471	0.190125
FAT2	-0.6245
ZNF81	-1.0665
OR4C16	0.6965
FLJ10081	0.0662
LRRC4	0.69525
CS	-0.5995
N4BP2	-0.6765
IGFBP7	1.527
ZNF318	0.154
NDNL2	0.10675
ZNF609	0.587
SIRT4	-0.00925000000000001
EXOSC10	-0.16325
ECE2	0.647333333333333
OVGP1	2.08625
GTPBP3	-0.2935
PACS2	-0.3539
C19orf36	-0.481
ARL4C	-1.456375
ATG4B	-0.251875
UBQLNL	-1.2325
RHOXF2B	-3.5965
PLEKHG2	-0.7435
GALR1	-0.8545
AQP4	0.586333333333333
HDAC7A	0.183666666666667
DCUN1D3	0.4445
OR8A1	-0.2265
CCRN4L	1.209375
CBR4	-1.47166666666667
KIFC1	-0.9975
SLC7A14	-1.3995
LHX5	0.8765
TRPC7	-0.2255
LPXN	-0.63125
SERPINA1	-1.8655
RPS13	-0.9661
BPIL3	-0.224
PRKAA1	-2.48725
FADS2	0.4871
ENAH	0.801875
PRO1768	-1.153
APBA2BP	1.52125
LIPH	2.27316666666667
C3orf33	-0.49825
RCC2	0.279071428571429
ALDH1A2	-3.7629
RNF103	2.11
AHCY	-0.08725
ALG12	0.6985
CCL17	1.62825
ZNF543	1.61666666666667
ESRRG	2.2827
CNGA1	1.59725
RDH5	-1.136
OTX1	-0.3788
PTGFR	-1.95733333333333
CDR2	0.76175
SELE	2.82575
NLGN2	-0.494166666666667
EXOSC9	-0.68475
ZNF566	0.412333333333333
KLRC2	-2.9175
GPR12	0.8115
KIAA0196	1.24225
PDRG1	-0.38575
SSR3	-0.472928571428571
MSI1	0.5575
CST9	2.835
CC2D1A	-0.054
PLAGL1	-0.988277777777778
ZNF778	-0.263
RNF2	0.041
KLF6	0.475
THBD	1.4275
tcag7.1314	1.91025
NR5A1	-0.229666666666667
ABCD2	0.07075
DNAJC7	-0.95775
CLEC4C	0.339
TM2D3	0.544125
CCDC4	-1.73
PLAC2	-1.092
DCD	0.7015
FAAH	1.811875
POLA1	0.190166666666667
TM7SF2	0.361875
FLJ39822	-1.61316666666667
FLOT2	0.612125
MAP4K1	-0.616
SRP68	0.529
C21orf74	1.1745
ARPC5	0.376875
LOC126075	1.882
HECW2	0.537875
ZDHHC4	-0.2005
ANKRD42	1.6912
PDE9A	-1.138
ABCA8	-0.70275
NDUFS2	0.121
UBR5	-0.3015
BTBD16	-2.9665
LOC554174	0.588
ZNF20	0.261
KIAA1843	0.21
WDR17	1.22675
C15orf33	0.1375
RNF113A	-0.25675
CAMKK1	-0.4392
CLCN2	0.93525
ANXA6	-1.172
LOC340069	0.774
EMID1	1.149
DPM3	0.252416666666667
ELA1	-0.0035
SLC25A13	-0.7241
KRT24	3.7675
SMPD1	-0.460333333333333
TH	-0.024375
COL6A2	0.180428571428571
ANKS1B	2.09075
GPR126	-2.2327
ZC3H12A	-0.145833333333333
TMEM47	-0.2475
C2orf51	0.0221666666666667
C1orf88	3.62
HSF2BP	-0.35025
AKAP10	-0.28125
RPAP3	-0.4085
KLHDC8B	1.331125
STOM	-0.5394
MUPCDH	-0.00600000000000001
C10orf72	-0.6875
PLEKHA3	0.577
TCP11L1	-0.53725
CWF19L1	0.112125
SPEF1	1.14415384615385
YSK4	0.35075
ELN	1.0561
SAMD8	-0.469166666666667
MPI	-1.10333333333333
MEPCE	0.3601
ABCC3	-1.551875
NANOGP1	-3.324
KCNK17	0.226125
HLA-DMB	4.21483333333333
RRAGA	0.5995
ANGEL1	-0.08975
RBM32B	0.1645
CPN1	-2.791
MGC52282	-0.5916
HLA-A	0.50225
OR9G4	0.5275
EDNRB	-2.075125
SCD	-0.6085
C14orf80	-0.995666666666667
BAGE2	0.753
RABL4	1.51183333333333
RCVRN	0.295
SHANK1	0.3115
NLRP7	-3.38575
CD226	0.79675
STAT3	-0.1956875
SYNJ2	0.2526
TPCN2	-0.173666666666667
WDR36	-0.798416666666667
MBD4	0.4055
ROBO1	-1.1222
ST3GAL6	-2.217
SLAMF8	2.85966666666667
ATN1	0.777
GPR141	1.33725
KRT36	0.531
TPH1	-0.98
DDX52	0.04
ZSCAN29	0.3535
TRPT1	0.3895
DPEP3	0.81975
DENND4A	-0.6475
TSPAN16	-0.5555
PTCHD2	-0.129
LOC145814	-0.01925
CAP1	0.0615
EIF5A2	-0.7149
NT5DC3	-0.843625
SEPT9	0.040375
SEZ6L2	1.096375
EGFLAM	2.70575
VPS11	0.69025
NDUFB5	0.0183333333333333
CIDEA	-0.0256666666666667
IER5L	0.59925
N6AMT1	0.76875
FAM83C	-0.22925
OXR1	1.72108333333333
IRX1	-0.1075
DGKB	-0.778666666666667
GCN5L2	-1.33275
MIR16	0.0315
FBXW9	0.1805
WDR4	-1.54316666666667
PDC	-0.2995
VPS33B	-0.37625
HEXB	-0.426
FLJ32214	0.42375
TCEB3	-0.55125
CRLF1	-3.29275
ABI3BP	-0.798
C8orf22	-3.74725
PYCR1	0.086875
KIAA1706	1.6775
CDK5R2	0.7435
WAS	0.416
C12orf60	0.94675
CCBL2	0.00925000000000003
MADD	-0.1035
C5orf34	-1.35575
WDR42A	0.3448
KLF12	-1.467375
HSPA1A	1.7875
ITM2C	-2.14233333333333
DAPK2	2.03866666666667
LOC442590	0.1925
SUMF2	-0.290125
CENPA	-0.717538461538461
TMED5	-0.47275
CDH6	-0.3209
BRP44	1.186625
THG1L	-0.8755
GABRA2	-3.784
C14orf166	-0.58075
MYL1	-1.0495
TNFSF18	-0.821
PAP2D	-0.838166666666667
PPIB	-0.964
KLHL4	-0.585125
SFN	-0.301
CCDC127	0.3725
FRAP1	-0.317
GOLGA5	-0.025
SDCCAG1	0.53875
MGC21675	0.4355
C10orf95	-0.7515
KIAA1345	-0.0245
C1orf163	-0.961
LACE1	-0.188333333333333
OR10K2	1.0255
CENPN	-2.14492
TMED2	0.88825
UGT1A6	-1.1325
ANG	-0.429
U2AF1	-1.15233333333333
CASC2	0.871833333333333
NMT2	-1.39266666666667
OSGEPL1	0.467
DFNB31	-0.651
SLC6A20	-0.220125
DKC1	-0.7175
FXYD4	-0.664
WDR64	-0.077
MGC5590	0.5445
CREBZF	0.846833333333333
DAZ1	-0.45225
PRPSAP1	-0.60975
GCHFR	-0.256
TTC7A	-0.673
LOC196993	0.648
UBD	-0.178
S100A1	0.335
RPL6	-0.00233333333333337
DNAJB6	0.66595
NAGS	0.8288
C2orf58	0.2635
KERA	0.707
MT1X	-0.2141
UBE2B	1.3897
KEAP1	0.194
MST1	-2.414875
OMA1	1.481
ABLIM2	-0.528
BCL2L13	-0.224666666666667
JAZF1	0.158166666666667
TMEM63B	1.1025
S100A8	-0.1985
ARFIP2	0.60475
UROS	2.789
KHDRBS2	-1.9455
POLQ	-1.7755
SOAT1	-1.6595
SPAG4	-0.38675
MRPS30	1.4615
LOC494141	-0.8775
OR2T11	0.847
ORAOV1	-0.1053
ZNF184	-0.173
TCEB3B	-0.461
ADAM21	0.3335
GDPD1	1.043
SPINLW1	0.23325
PRR14	0.2055
KCTD9	-1.0526
NUDT3	0.69775
KIAA1822	0.3054
HIST1H4K	1.3535
DFNA5	-2.0265
GABPA	-0.74125
C14orf44	0.211
POLB	0.12325
PTAR1	-1.14375
SEC31A	0.6743
TRIM58	-1.22
TAS2R14	-0.988
VPS8	0.2105
H1F0	0.623166666666667
PRKCB1	-4.203
UGT2A1	0.4265
TOR1B	0.1475
LSS	-1.96691666666667
C2orf19	0.453
HNRNPC	0.261857142857143
TMEM100	-1.93
LOC116349	0.66875
OR51M1	0.4915
CCDC142	-0.28575
ISG15	1.7855625
ZCCHC14	-0.656375
CREBL2	0.652375
TGDS	-1.5715
DC2	-0.3135
CACNA2D3	-2.011
ZNF429	-1.40975
LYPD6	0.762833333333333
SUCLG1	-0.220833333333333
OR51I1	-0.709
MAGEH1	2.362
PRPF40A	-0.121
SMR3A	0.448
SPINK2	-0.9595
THAP2	1.3765
NPY5R	-0.918
IRF4	-2.970875
SPESP1	-1.8905
OR10S1	0.6185
DTD1	-1.02025
TUBE1	-0.6465
DDX19A	-1.664
PDPN	-1.59125
TMEM34	0.979916666666667
MGAM	0.79625
COL3A1	5.72327777777778
GFM2	0.247
OR5A2	0.0725
PSG9	-2.46975
ARHGEF11	0.122
IVNS1ABP	-0.949125
SIGIRR	1.35425
DUSP19	-0.031875
DNAJC14	0.5328
ACSS1	0.223125
IL1RAPL2	0.201
C4orf30	-0.499
SEPT4	2.11575
LANCL3	-1.8485
SPAG17	-0.547666666666667
PRDX3	0.66175
HNF1A	-1.400375
P4HA2	-1.2105
RFWD3	-1.328
MOV10	-0.0785
DNAJA5	0.7
LOC729440	0.89225
LOC200383	1.555375
SMC2	-2.22025
MIXL1	-1.03783333333333
TMEM9	0.23375
FAM86A	1.9115
ZNF174	1.0132
MYH14	-1.34425
CCR8	0.51025
VPS37C	1.46866666666667
GPATCH1	0.0698333333333333
B3GNT8	2.688
TBX4	-0.31775
CNR2	0.278666666666667
PCDH1	1.286
C5orf29	4.2715
OCIAD2	1.80025
PLCG2	-0.07275
KIAA0247	1.16525
HRH3	0.3939
CAPN13	3.636
CCR1	-0.3368
MGC15523	-0.8395
UVRAG	-0.230833333333333
DNAJA2	0.255833333333333
ITGA2B	-0.0806666666666667
CLDN5	3.32775
PTPRN2	-1.31278571428571
