Hybridization REF	TCGA-BH-A0BO-01A-23R-A12D-07
NMB	0.307428571428571
COX5A	-1.45116666666667
EIF6	-0.6495
MPPED2	-0.404166666666667
SEMG1	-0.62
CHRDL1	3.0165
TRAF3IP2	0.845
WNK2	-0.000499999999999987
LILRA4	2.0025
LAMA2	5.838
PXT1	0.798
RLBP1	-3.48575
CD300C	1.52725
SLTM	0.082625
FLJ10404	-0.557333333333333
APOBEC3D	-2.53216666666667
RENBP	0.2995
ATXN7L1	0.058875
NID1	0.91775
TUBGCP3	-0.968625
ITIH5	2.26861111111111
CCDC110	2.0065
C8A	-2.61025
MGC87042	1.19225
HOXC13	-2.79675
TFDP2	-0.8755
HCP5	0.803125
POLI	1.0665
UCN	-0.789
ZNF764	-0.000166666666666667
C8orf45	0.31175
FHL3	-0.046
SPATA5L1	-0.1715
MMRN2	3.69333333333333
NDST1	0.9205
COL20A1	-0.485666666666667
ZNF248	-0.9955
PELP1	-0.621
MBL2	-2.25716666666667
RNF41	0.308875
C5orf24	0.155125
THOC5	-0.696125
SERINC3	0.484916666666667
RP11-151A6.2	0.678
CDCP2	-0.18675
HIST1H2AA	0.29675
C11orf75	0.02
FKBP7	0.227
DDOST	-0.25925
GPNMB	1.80733333333333
TTF2	-1.67816666666667
KCNT1	0.1205
SLC39A14	0.48775
NGRN	0.7204
GPR137B	2.07125
MECP2	0.241875
PSMA1	-0.643
C16orf73	-5.162
TMEM60	-0.317833333333333
CSN3	-0.3055
NOS1	0.161333333333333
RAB7L1	0.0693333333333333
YBX2	-1.2195
KIAA1166	-0.430375
FUBP3	0.238
ABCG1	0.7285
ACACA	-0.0785
ARL11	0.3828
ATOH1	0.1375
ODF1	0.276
CREB3L3	-2.04216666666667
TMEM127	1.18435714285714
DSCAML1	0.15925
PLN	2.992
LYPLA1	0.772333333333333
PRDM9	-1.73275
SASP	0.73425
PLUNC	-0.366
INTU	0.84575
HISPPD1	0.135
LNPEP	0.299833333333333
YARS2	-1.18033333333333
APCDD1L	-1.314
ZCCHC4	-0.6634
FBXO22	-0.709833333333333
TTLL13	-0.375
ZNF669	0.0226666666666667
PTGDR	1.237
DDX27	0.2055
KIAA0409	-0.053
GJB6	-0.2235
ASB8	0.151
PLP2	-0.210166666666667
MEPE	0.3375
OR10J5	0.1405
KRT222P	3.34375
COQ7	-0.225
C1orf101	1.44875
RERG	2.8203
CHMP5	0.358625
THAP11	-0.416375
ZNF43	0.0885
ZRANB3	-1.27283333333333
KRT13	1.55825
MRPL19	-0.550375
RBBP9	0.25925
SPATA17	1.09314285714286
BXDC5	0.308
PAFAH1B1	0.1015
MAGEE1	0.261
OSTF1	0.36275
KIAA0323	-0.08875
TXNDC13	0.596333333333333
CNTN4	2.424875
LCE1B	0.4395
UNQ501	0.006
ZNF154	0.3645
C3orf64	1.441
SYT5	0.125444444444444
PON1	1.66066666666667
FLJ10357	0.47875
ATP4A	-0.9125
GNPDA1	-0.5638
MGAT1	0.845
C14orf121	-0.02675
SLC35B2	-0.31225
MIER3	0.192166666666667
CHEK1	-4.43175
ZNF8	0.027
TXNDC1	-0.225166666666667
CKB	-0.9745
RTN3	-0.0860714285714286
FZD2	-1.864
PART1	0.144125
PSMB6	-0.36125
PCDHB8	-0.299
PHC3	0.1584
PPP1R8	-0.286333333333333
NOVA2	1.01733333333333
TNFRSF11B	0.929
GOLPH3	0.5045
UBLCP1	-0.223
SUHW3	-1.0715
TTLL1	0.7155
OPN4	0.2755
OR13G1	0.2255
ZPBP2	0.865
HSD17B11	-0.282
C9orf50	0.083
DHDDS	0.167
CTSW	0.9431
NEFM	1.02233333333333
MRPL28	-1.03075
SYN1	-0.116
PIGV	-0.258
ZIM2	-0.56525
APBB1	0.273166666666667
SND1	-0.755
C1orf123	-0.0828333333333333
CHD3	-0.2725
BHLHB8	-0.1315
RNASE2	1.05916666666667
BCAP31	-0.073
SLC25A44	0.852
CHD6	-0.6041
PIB5PA	1.60730769230769
SELS	0.81925
LOC541471	0.086125
FAT2	1.738
ZNF81	0.0565
OR4C16	-0.083
FLJ10081	0.0643
LRRC4	3.04675
CS	-0.523833333333333
N4BP2	-0.0315
IGFBP7	2.8675
ZNF318	-0.679666666666667
NDNL2	1.03925
ZNF609	0.17975
SIRT4	-0.56125
EXOSC10	-0.71725
ECE2	-0.215666666666667
OVGP1	0.74275
GTPBP3	-1.39075
PACS2	0.2801
C19orf36	-0.277333333333333
ARL4C	0.26875
ATG4B	-0.420875
UBQLNL	-0.18025
RHOXF2B	-3.8405
PLEKHG2	0.2915
GALR1	-0.9
AQP4	-1.052
HDAC7A	0.352166666666667
DCUN1D3	2.176
OR8A1	-0.636
CCRN4L	1.463625
CBR4	-0.0335
KIFC1	-3.82183333333333
SLC7A14	-1.19683333333333
LHX5	1.379
TRPC7	-0.2665
LPXN	-0.8175
SERPINA1	-1.790625
RPS13	-0.474
BPIL3	-0.2905
PRKAA1	-0.09075
FADS2	-0.7633
ENAH	0.5650625
PRO1768	-0.842
APBA2BP	-0.4605
LIPH	2.67416666666667
C3orf33	-0.077
RCC2	-0.958428571428571
ALDH1A2	-1.8879
RNF103	2.054
AHCY	-1.3985
ALG12	0.493
CCL17	2.93375
ZNF543	1.15466666666667
ESRRG	1.9159
CNGA1	1.1455
RDH5	1.37
OTX1	-1.4113
PTGFR	-0.400166666666667
CDR2	0.574625
SELE	7.251
NLGN2	-0.514
EXOSC9	-0.77275
ZNF566	0.252833333333333
KLRC2	-4.8435
GPR12	0.3755
KIAA0196	-0.02475
PDRG1	-0.772
SSR3	-0.758
MSI1	-0.4265
CST9	4.694
CC2D1A	-0.342
PLAGL1	0.206833333333333
ZNF778	-0.124
RNF2	1.1225
KLF6	2.27083333333333
THBD	4.935
tcag7.1314	1.04
NR5A1	-0.241666666666667
ABCD2	0.81425
DNAJC7	-2.26775
CLEC4C	-0.024
TM2D3	0.9385
CCDC4	-1.401
PLAC2	-2.82925
DCD	3.1795
FAAH	1.651125
POLA1	-1.08666666666667
TM7SF2	-0.59775
FLJ39822	0.357833333333333
FLOT2	-0.21125
MAP4K1	-0.599666666666667
SRP68	0.01475
C21orf74	-0.3915
ARPC5	0.587875
LOC126075	2.0955
HECW2	0.628875
ZDHHC4	-0.6235
ANKRD42	1.1089
PDE9A	-0.0786666666666667
ABCA8	3.99825
NDUFS2	0.18525
UBR5	-0.192875
BTBD16	-2.4685
LOC554174	-0.291
ZNF20	0.4505
KIAA1843	0.1985
WDR17	-0.398857142857143
C15orf33	0.591
RNF113A	-0.76075
CAMKK1	-0.1204
CLCN2	-0.91125
ANXA6	-1.614
LOC340069	0.3755
EMID1	0.450875
DPM3	-0.538
ELA1	0.5625
SLC25A13	-1.414
KRT24	0.80275
SMPD1	0.807
TH	0.11125
COL6A2	1.32592857142857
ANKS1B	1.52725
GPR126	-3.1201
ZC3H12A	0.998833333333333
TMEM47	1.071
C2orf51	-0.49
C1orf88	2.06916666666667
HSF2BP	-0.4705
AKAP10	0.19025
RPAP3	-0.469
KLHDC8B	0.10875
STOM	1.8341
MUPCDH	-0.575625
C10orf72	0.135125
PLEKHA3	0.733416666666667
TCP11L1	-0.2165
CWF19L1	0.00575000000000001
SPEF1	1.18738461538462
YSK4	-0.228
ELN	3.6857
SAMD8	1.17716666666667
MPI	-1.2995
MEPCE	-0.1574
ABCC3	-0.710375
NANOGP1	-4.2565
KCNK17	1.605875
HLA-DMB	4.60633333333333
RRAGA	1.16375
ANGEL1	-1.10275
RBM32B	0.456
CPN1	-3.0395
MGC52282	-0.5544
HLA-A	1.55808333333333
OR9G4	0.0095
EDNRB	1.002625
SCD	-0.605857142857143
C14orf80	-1.30183333333333
BAGE2	-0.641
RABL4	0.730833333333333
RCVRN	0.674
SHANK1	0.364
NLRP7	-3.04625
CD226	0.91775
STAT3	1.7110625
SYNJ2	-0.3286
TPCN2	-0.400833333333333
WDR36	-0.61725
MBD4	-0.28425
ROBO1	-0.4861
ST3GAL6	-2.43525
SLAMF8	2.62633333333333
ATN1	0.297333333333333
GPR141	0.229
KRT36	0.4235
TPH1	4.4655
DDX52	-0.18775
ZSCAN29	-0.00633333333333334
TRPT1	-0.6025
DPEP3	0.504
DENND4A	0.92325
TSPAN16	0.272
PTCHD2	-0.188
LOC145814	-1.3375
CAP1	0.646833333333333
EIF5A2	-0.2312
NT5DC3	-0.747875
SEPT9	-0.418375
SEZ6L2	-1.268
EGFLAM	4.33475
VPS11	0.32325
NDUFB5	-0.346
CIDEA	5.218
IER5L	-0.61825
N6AMT1	-0.5785
FAM83C	-0.424
OXR1	-0.00908333333333333
IRX1	0.5335
DGKB	-0.127333333333333
GCN5L2	-2.1
MIR16	0.447875
FBXW9	-0.265
WDR4	-2.07466666666667
PDC	-0.2405
VPS33B	-0.645
HEXB	0.13575
FLJ32214	0.0375
TCEB3	-0.39425
CRLF1	-2.8075
ABI3BP	2.98625
C8orf22	-4.091
PYCR1	-1.17875
KIAA1706	1.62425
CDK5R2	0.1315
WAS	0.724
C12orf60	-1.5855
CCBL2	0.483375
MADD	-0.42175
C5orf34	-2.72275
WDR42A	0.6195
KLF12	-0.88175
HSPA1A	1.34125
ITM2C	-1.76141666666667
DAPK2	2.402
LOC442590	0.3925
SUMF2	0.420125
CENPA	-4.33484615384615
TMED5	0.2845
CDH6	-0.3903
BRP44	0.65325
THG1L	-0.677
GABRA2	0.0195
C14orf166	-0.1145
MYL1	-1.70416666666667
TNFSF18	0.7865
PAP2D	-1.12866666666667
PPIB	-0.1975
KLHL4	0.12975
SFN	1.22816666666667
CCDC127	0.2385
FRAP1	-0.5195
GOLGA5	0.84375
SDCCAG1	0.09175
MGC21675	-0.5795
C10orf95	-1.34375
KIAA1345	-0.541333333333333
C1orf163	-0.781
LACE1	-0.919
OR10K2	-0.6335
CENPN	-2.70452
TMED2	1.001
UGT1A6	-1.388
ANG	-0.60975
U2AF1	-0.600333333333333
CASC2	0.079
NMT2	-0.194333333333333
OSGEPL1	-0.6245
DFNB31	-0.4485
SLC6A20	0.8925
DKC1	-0.73425
FXYD4	-1.0435
WDR64	-0.01125
MGC5590	0.186
CREBZF	0.021
DAZ1	0.27375
PRPSAP1	-0.59575
GCHFR	-0.72775
TTC7A	-0.577625
LOC196993	0.90875
UBD	1.06
S100A1	-0.61975
RPL6	-0.116
DNAJB6	0.6823
NAGS	1.2885
C2orf58	-0.068
KERA	1.4855
MT1X	1.6298
UBE2B	1.386
KEAP1	0.09075
MST1	-2.448
OMA1	0.7775
ABLIM2	1.6795
BCL2L13	-0.0281666666666667
JAZF1	0.443833333333333
TMEM63B	0.4695
S100A8	4.263
ARFIP2	0.87825
UROS	-0.11225
KHDRBS2	-0.536
POLQ	-4.090375
SOAT1	0.16525
SPAG4	-1.9665
MRPS30	-0.2775
LOC494141	-0.15325
OR2T11	0.472
ORAOV1	-0.9325
ZNF184	-0.38
TCEB3B	-0.398
ADAM21	0.1915
GDPD1	0.2235
SPINLW1	1.039
PRR14	-0.167
KCTD9	0.5936
NUDT3	0.26075
KIAA1822	0.2736
HIST1H4K	0.474
DFNA5	-1.414
GABPA	0.14475
C14orf44	1.39525
POLB	1.01725
PTAR1	-0.57275
SEC31A	0.2804
TRIM58	-0.0285
TAS2R14	-0.297
VPS8	0.26975
H1F0	-0.188333333333333
PRKCB1	-1.89
UGT2A1	0.233
TOR1B	-0.1415
LSS	-1.147
C2orf19	-0.1685
HNRNPC	0.367285714285714
TMEM100	1.15766666666667
LOC116349	-0.519
OR51M1	0.753
CCDC142	-1.59675
ISG15	0.3808125
ZCCHC14	-0.20525
CREBL2	1.2925
TGDS	-0.96875
DC2	-0.09425
CACNA2D3	-0.0145
ZNF429	-0.787875
LYPD6	0.8225
SUCLG1	0.00283333333333333
OR51I1	-1.097
MAGEH1	1.79625
PRPF40A	0.275
SMR3A	0.8
SPINK2	1.39675
THAP2	-0.31725
NPY5R	0.65625
IRF4	-1.45075
SPESP1	1.53866666666667
OR10S1	-0.035
DTD1	-0.97375
TUBE1	-0.2535
DDX19A	-0.6245
PDPN	0.526
TMEM34	0.204333333333333
MGAM	2.202
COL3A1	6.34005555555555
GFM2	-0.5386
OR5A2	0.722
PSG9	-0.74825
ARHGEF11	0.328
IVNS1ABP	0.1006875
SIGIRR	0.507
DUSP19	-0.80275
DNAJC14	0.0219
ACSS1	0.15825
IL1RAPL2	0.244
C4orf30	-0.47275
SEPT4	2.582
LANCL3	-1.48025
SPAG17	3.38633333333333
PRDX3	0.699625
HNF1A	-1.945625
P4HA2	-0.82725
RFWD3	-1.59933333333333
MOV10	-0.604
DNAJA5	0.407285714285714
LOC729440	-0.0355
LOC200383	1.2885
SMC2	-2.7335
MIXL1	-0.989666666666666
TMEM9	-0.10325
FAM86A	0.404
ZNF174	-0.00850000000000001
MYH14	-1.0185
CCR8	-0.37975
VPS37C	1.108
GPATCH1	-0.421833333333333
B3GNT8	2.285
TBX4	-0.831
CNR2	-0.0123333333333333
PCDH1	2.101
C5orf29	3.699875
OCIAD2	0.48225
PLCG2	1.5595
KIAA0247	2.798375
HRH3	-0.3362
CAPN13	3.34575
CCR1	1.3798
MGC15523	-0.0669444444444444
UVRAG	0.561833333333333
DNAJA2	0.118
ITGA2B	-0.871333333333333
CLDN5	4.555
PTPRN2	-1.41778571428571
ZNF512	-0.116166666666667
PSAP	1.142
CCDC140	1.053
LRRC55	-0.18125
CYP26C1	0.4465
C8orf47	0.136
LYN	0.240875
DUSP6	1.52366666666667
TGFB3	4.5396
ELK1	-0.032
PCDH11Y	-0.2724
HGD	-2.69225
C17orf58	0.18675
MYO3A	0.1545
SERPINE2	-2.88183333333333
AARSD1	-1.1035
C14orf73	-1.565
ADAM33	0.74975
ZNF491	-0.4485
MAPK6	-0.3745
TCN1	2.7285
SLC24A6	1.006
UBE2R2	0.224
H1FNT	-0.27525
TATDN2	-0.0243333333333333
LILRB1	2.7455
P2RY5	1.2605
NUCB2	1.46925
C2orf37	0.28925
SNX27	0.915
MTA3	-0.370875
FOXO4	0.16775
ID4	1.34416666666667
SOX5	-1.24483333333333
PXMP3	0.364
OR52M1	-0.0495
SFT2D3	-0.414625
INA	-3.35533333333333
MCOLN1	0.33325
NFIX	1.5025
CLEC14A	6.25433333333333
HIBCH	0.375333333333333
PLA2G5	1.1285
TIMM10	-0.599666666666667
MED17	0.6258
COL4A4	-0.1655
TPP1	0.389
GJA3	-0.948666666666667
TMPRSS5	-0.76625
AADACL3	0.425
DNMBP	1.45475
ENPP5	3.28316666666667
NQO1	-0.9026
ZSCAN2	-0.823375
SEC24C	0.181166666666667
GTF2A1L	-1.184
AXIN2	-0.637
FAM33A	-1.96225
C16orf13	-1.15725
SPNS2	1.11675
TAF1	-0.2435
AP1G2	-0.1835
RBM42	-0.233833333333333
HCN2	0.174666666666667
EFHB	1.64
RUSC1	0.208833333333333
GRIK5	0.009
USP21	-0.4005
ATAD3C	-0.13075
ORMDL2	0.54925
PRSS7	-2.7315
PSAT1	-5.2195
FLJ13195	-0.403
TBC1D1	0.527833333333333
IFNG	1.03275
OTOS	-0.0865
ZNF773	0.303833333333333
EMD	-1.13975
RETN	0.83975
CCL8	5.782
APH1A	-0.54225
COX18	-0.74725
GTF2IRD2	-0.64975
CCDC82	-0.653583333333333
PAFAH2	0.4146
NPEPL1	-1.3474
RP11-114G1.1	0.9285
TP53INP1	0.817125
ZNF300	-1.36933333333333
FOXL2	-3.00525
LARP2	0.71
LATS1	0.42725
HTR6	-1.0435
SPOCK2	0.6205
RNF144B	3.46233333333333
HTATIP2	-1.3305
MGC10334	-0.188833333333333
CENTA2	1.58616666666667
FGF2	2.69875
FXYD7	-0.1235
PHYHIPL	-2.37171428571429
GPR34	5.2325
DDX6	-0.00499999999999997
OR10W1	-0.0125
LHFPL1	-1.5625
ZNF313	-0.580142857142857
VPS28	0.34775
AP3M1	-0.1277
AKR1CL2	-0.76575
TRAF4	0.37575
OR2B11	-0.1215
C19orf12	0.745166666666667
AKAP9	0.0734999999999999
C1orf62	0.45875
SLC20A1	0.5511
FAM112A	0.017
LDB2	2.027875
MRPS23	-0.73725
KLK5	2.6565
SPTB	-0.6261
EFEMP2	1.02525
EFNB2	3.002875
PCM1	0.828714285714286
NMNAT3	1.685625
TSG101	0.747333333333333
C8orf40	0.488333333333333
NOB1	-0.85425
ABHD3	0.67975
GTF3C4	0.250625
PIGN	0.659666666666667
GALNTL1	0.806
AEBP1	2.424125
OR9Q1	0.6835
ANKRD2	-0.079375
CCL28	-0.9605
TRIM38	0.963166666666667
TMCC1	0.0230833333333334
SMG5	-0.09275
LRRC7	-0.5745
NCAPD2	-2.67016666666667
C6orf153	-0.8065
C1orf74	-0.191
OTUD6A	-0.4195
DCP2	-1.03166666666667
TMEM24	-0.54625
RPL18	-0.097
TMEM177	-0.79425
LRRC37A3	-0.09725
C1D	0.277833333333333
LDHC	-1.228
UBE4B	-1.00066666666667
NIT1	0.825875
BTN3A3	0.3225
RASD1	4.52375
COMMD3	0.671
SHFM1	-0.4875
BIRC8	0.31
DUT	-0.99725
C12orf51	0.11
LRRC59	-0.684333333333333
LY6H	1.25325
WDR22	0.700083333333333
EDEM1	0.0885714285714285
ADH1A	4.33
PANX2	-0.5864
CYP11B1	0.40925
CDC73	0.266
GPR172A	-0.3105
GSTM3	2.29569230769231
KCNA5	0.8845
SERAC1	0.163666666666667
NFATC2	0.7185
ANAPC5	-0.3915
C15orf24	0.51875
NFATC2IP	-0.6705
TNRC6C	0.526166666666667
MGC102966	1.79
FGD5	2.79666666666667
MED9	-0.0755
RAB13	0.391666666666667
C15orf49	0.082
CRYGS	-0.6398
C12orf53	-1.1022
LOC283693	-0.839
COX6B2	-0.0811249999999999
PHF14	0.01325
FAM3A	-0.728875
RPL13	-0.301
PRDX2	-0.3835
FLJ34047	-2.073
PRMT3	-0.7835
KCTD19	-1.655
TRIM10	-0.648833333333333
MGC26597	-1.4888
GCNT4	0.21825
GPRASP1	2.00325
CDKN1C	-0.0543333333333333
RHBDL2	1.9171
HSPH1	0.331
AQP1	4.311125
COL17A1	3.0625
GFAP	0.293125
CDC16	-0.19275
KIAA1614	-0.0735
C6orf118	0.134
ZSWIM5	-1.89325
FAM83F	3.5155
LYNX1	-0.15875
SYNPR	-0.959
XG	3.54716666666667
PRSS16	0.505625
KIF13B	2.375
PCDH9	-0.2355
HIST1H2AH	0.6615
RBM18	-0.8785
ZNF626	0.60125
HEXIM2	-1.37016666666667
ITFG1	-0.3185
TUBG2	-1.1345
SFRS7	0.554083333333333
C9orf14	0.398
EXTL1	-1.53
GBP3	2.899
WDR5	-1.35425
RARG	-0.128666666666667
MYO7A	-0.875875
CECR6	0.09575
C13orf3	-3.601
SFRS18	-0.390625
ACVR1B	-0.157333333333333
PSMD1	-0.4317
C7orf31	-0.3885
ILVBL	-0.917
IFNGR1	2.53775
RNF186	2.013
NOL9	-0.52125
MAGEL2	1.539
SLC29A2	-0.764
NHSL1	-1.37
RBMX	-0.853
PSORS1C2	0.116125
RAD51L3	-0.446416666666667
LCN6	3.79625
ORAI2	-0.312375
BRUNOL6	0.4175
OR4K5	0.00650000000000001
CDC123	-0.653625
MSLN	-2.0425
WWTR1	0.915166666666667
ZNF700	-0.682166666666667
COBL	0.211
PPP1R16B	0.5465
GAS7	1.085
MDN1	-0.609875
HAAO	0.3605
C9orf68	1.6265
TNFAIP2	1.56225
FOXN1	-0.095
hCG_2033311	-0.4085
ATP6V0D2	-0.1521
RPL41	0.23775
SLC38A1	0.5265
ARHGAP6	0.3875
ADAD2	-0.053
PHF20L1	0.0736875
MCM3AP	0.162333333333333
ST3GAL3	-0.6595
SNX1	1.04516666666667
ELF5	2.715
PARP3	0.694875
RBM8A	0.227375
LINGO4	-0.1055
ITGA9	1.06833333333333
ZFR	0.14775
ACSL6	-0.190375
FLJ20699	0.2661
DAOA	0.809333333333333
FABP4	6.575
KCNB1	1.31125
CANX	0.1792
SLC25A28	0.731333333333333
ADIPOR2	0.512125
ECHDC2	2.6715
SMA4	0.9155
FRZB	4.142125
PABPC1	-0.599166666666667
DMRTB1	-0.748875
APOBEC3G	-0.2045
CATSPER2	-1.13033333333333
CUEDC1	0.4985
STARD9	-0.404
CLDN8	4.439125
LOC23117	-0.858318181818182
E2F6	-0.151055555555556
TMEM126B	-0.384166666666667
DPY19L4	0.3155
GIMAP5	4.01583333333333
NDUFA9	-0.4985
FAM77C	-0.971
CTPS2	0.09975
LOC51035	-0.2095
WDSOF1	-0.437
EGLN3	2.1165
PITX3	0.166166666666667
OR52E8	0.2975
GRM4	-0.307
KLK1	-1.80466666666667
GPM6B	0.07375
RRAGD	-0.5335
PAGE5	-2.83525
UCHL5	-1.1645
ULK3	-0.448666666666667
AIM2	1.01
PNO1	0.692333333333333
OR2F2	-0.4275
GNAT2	-1.497
SIX1	-1.92575
ST13	0.213666666666667
ZBTB44	0.273125
TIMP2	-0.28725
ZMAT4	-2.487
GTF2IRD1	-0.378333333333333
ZNF19	0.227
ZNF714	-1.34075
RSC1A1	0.06875
C9orf80	-0.04775
PSMA8	-0.0478333333333333
TMEM141	-0.03075
COX4I1	-0.6885
CTAGE1	0.389
DTWD1	-0.2585
HSD11B1	3.178
KRT6B	5.731
ARID4B	1.3265
LHFPL3	0.189
WWP2	0.0829166666666667
ZNF326	0.00516666666666668
RGPD1	0.00700000000000001
CTSH	1.25733333333333
FASTKD1	-1.501125
PAF1	0.905
TTC9C	-0.97575
IFT57	0.7972
PRSS36	0.0755
IL20RB	-2.654
ZNF592	-0.0721666666666667
DCTD	-0.0673
CFP	3.29675
MFNG	0.032
JMJD2B	1.43475
ALDH3B1	-1.054375
THSD4	1.59766666666667
KCNJ5	2.09366666666667
LMNA	1.7365
TBCD	-0.2105
ZNF250	-0.077
CASQ2	3.44283333333333
PEG10	-4.11833333333333
PRAME	-5.94433333333333
NP	1.366
TRIM59	-1.78916666666667
ZNF12	0.4515
XTP3TPA	-0.09575
SIGLEC7	0.2546
PANK4	-0.707
FAM70A	-0.638833333333333
SNED1	1.0975
HIP1	0.2389
RAET1E	0.0135
AMAC1L2	-0.9665
AHNAK2	0.65475
TOE1	-0.563333333333333
RECQL4	-2.82725
SPRYD3	0.82025
DPAGT1	-0.51275
MAGED2	2.0287
ANKRD55	-0.16175
TRPS1	3.78183333333333
DOK7	-0.355
TFPI2	-3.52275
GTF2H3	-1.1175
CYP4F11	-0.604625
LHX2	-4.71633333333333
ATG16L1	0.589666666666667
ASB12	-0.506
C1orf116	3.354375
NF2	-0.3962
POM121	-0.5276
PHYHD1	2.5437
TXNDC17	-0.478166666666667
DKFZp779O175	-0.5035
NUP62	-0.2645
MYO18B	-0.690166666666667
PRAMEF1	-0.0475
TCBA1	1.1415
TMEM168	0.743
FJX1	1.19966666666667
CLCF1	2.52975
SEPN1	0.424625
IGSF2	0.20925
NUDCD1	-0.337333333333333
TFF3	1.0275
NDFIP1	1.12585714285714
CHCHD4	-0.94125
TNR	0.4025
CUTA	-0.608333333333333
USP44	-3.791
DPP10	-0.749666666666667
IWS1	0.0628333333333334
PCGF1	-0.077
SULT1C4	-0.989
NTF5	1.886
PTPN13	0.94475
SSTR5	0.2555
SFRP1	0.90775
IDH3B	-0.991375
SUOX	1.19083333333333
TMCO5	0.1305
GOLT1B	-0.12275
MIB1	0.374285714285714
PCDHGB1	0.172
SUSD1	0.43625
ICAM5	-2.747
PAPOLB	-0.07575
URM1	-0.7398
TMEM106B	0.240166666666667
LRIG2	-0.11675
SLC27A5	-1.447
CLIC6	4.8779
ZNF420	1.043
SCN9A	-0.8473
KIAA1909	-0.4915
ELMOD1	-1.11575
PRKAG1	-0.4035
FAM64A	-3.61788888888889
EEF1G	-0.3344
SMAD5	0.4195
INCENP	-3.13775
WASF2	-1.4715
GARS	-1.1724
CDK10	-1.0588
HLX	1.26816666666667
MDM4	0.124
ZNRF1	-1.14814285714286
HHATL	-0.374166666666667
FAM21C	0.4911
HIST2H3C	0.5995
PFDN2	0.38925
ZNF200	-0.39625
NDN	0.522
HBA2	-0.674
FBLN5	2.7075
PUM1	0.141571428571429
TNNT1	-4.65216666666667
C19orf59	2.7115
HNRPH2	1.38083333333333
RAB7A	0.507333333333333
PMS2	-0.875125
BIRC3	3.84483333333333
NRSN2	-0.00112499999999999
OR52K2	0.1792
SPOCK1	0.635642857142857
H2AFY	-0.05275
RXRB	-0.28825
ZNF638	0.0613333333333334
ANKRD45	0.5135
ACTN4	0.344833333333333
FXC1	0.70825
EIF2B5	-0.14825
VPS33A	-0.89525
PINK1	0.6465
FAM106A	-0.9125
SKIP	0.8179375
GAPDHS	-0.18025
MUM1L1	4.18325
PSTPIP1	1.01725
CNTNAP1	-1.417
CYP26A1	-1.60025
APOL2	0.9855
TACC2	1.19575
COX7A2L	-0.239142857142857
HSD17B1	0.2348125
ARRB2	0.27125
SLC7A6	-0.7041
HSD17B10	-0.68925
RBJ	0.6355
NUP155	-2.1835
MRPL10	-0.980833333333333
CYCS	-0.956666666666667
CCDC46	0.962833333333334
TECTA	0.64
GNAL	-0.045
LPO	-0.254
PEBP4	2.794
DDX11	-2.46125
C18orf12	0.181
TAF9B	0.156416666666667
IMP4	0.03675
RPA4	-0.361166666666667
NDUFS1	-0.59775
UPK1A	0.214833333333333
ARRDC2	0.263333333333333
C18orf20	0.16
AES	0.233142857142857
CD2BP2	0.316833333333333
C16orf54	0.5895
UGT2B17	-0.594125
FGFR1	0.251863636363636
CEACAM6	0.5032
CHRM5	0.08875
CERK	-0.6035
AP3S2	0.0185
ANKS4B	-1.65175
CLCNKA	0.122166666666667
ZNF208	0.0588333333333333
HLA-DRB5	5.286
CARKL	-0.48475
GOT1	-0.523833333333333
CASP6	0.837
HOXA1	-0.7925
RCL1	0.74675
ZNF181	0.8335
RAB40B	1.028
MRPL38	-0.397375
LRRN2	0.986
C3orf25	0.353
OR5D14	-0.3065
OR10AG1	0.632
BET1L	0.34
FRY	4.01275
AK3L1	-0.1595
CSF3R	2.68983333333333
POLR3K	-1.38766666666667
ATG2B	0.2
EPS8	0.3495
DARS	-0.519125
C10orf56	1.05416666666667
DAD1	-0.0345
RIOK1	0.138333333333333
HERC2	-0.37
HSD11B2	-0.0646666666666667
FAM96B	-0.4915
MGC13057	-0.806875
BSN	-0.7655
CAND1	-0.225666666666667
HCST	1.80725
ACTR10	0.487
OR8D4	0.445
NASP	-1.3505
COL9A2	2.60183333333333
LYZL1	-0.7875
GPC5	-2.797
TBL3	-0.598166666666667
CENTD2	0.3208
OR5AP2	-0.0176666666666667
TLR1	2.748
LMO6	-0.35075
ZIC2	-3.992
CPNE5	1.063
ZMYND15	1.724
FLJ22374	0.483
CCDC106	0.14975
PARP16	-0.89925
PDIA3	0.61425
C14orf126	-0.35925
CECR2	-1.013
SFRS1	-0.505142857142857
FIGLA	0.891
DCP1A	0.429
MGC45800	-0.7669
TEKT1	0.7034
C10orf67	0.71
CLN5	1.475625
NTN2L	-0.024
GLE1L	-0.824
CES2	-0.3967
GNAS	-0.271444444444444
DDX53	0.208
TSPAN13	2.39675
MRPL52	-1.1635
SPIRE2	-0.707375
TAS2R39	-0.3735
SCUBE3	-0.39275
UCRC	0.1316
CDKL3	-0.345
KIAA1715	-0.7846
ZNF345	0.7025
RTF1	0.26
DHRS7	1.481
RIPK4	-1.43233333333333
EXOSC2	-1.3385
MS4A2	4.26225
FGF17	-0.2085
WDR59	-1.115875
EVI2A	-0.35675
IL17RC	0.626166666666667
HS3ST1	3.046
ITGB1BP2	-1.419
RBPJ	-0.968166666666667
GIMAP1	3.6565
INE1	-0.859833333333333
ALDH18A1	-0.2015
TPI1	-1.7885
GATA6	2.54775
CABP1	-1.0435
ZNF484	0.92975
DAPK3	0.953
GJB1	-1.17425
PIN1	-0.4195
