Hybridization REF	TCGA-AR-A1AU-01A-11R-A12P-07
CHPF	0.377166666666667
CSNK2A1	-0.693166666666667
SUMO1P1	0.55
FKBP6	-0.2425
ZNF214	0.929833333333333
TWIST1	1.52333333333333
DDX56	-0.567
TRAM1L1	2.6909
EPO	-2.43366666666667
MRPS18B	-0.471
ZNF682	-0.831333333333333
RPL14	-0.203666666666667
MAFF	1.10925
LOC51136	-0.65575
LY96	0.40775
DDX20	-1.45625
ABTB1	1.39516666666667
ARL5A	-0.275
CCT6A	-1.26375
HEPACAM	-0.9305
EHHADH	-0.323
RBAK	-1.273
CGB1	6.282
ITGB5	0.4887
YIPF3	-0.41925
FKBP2	-0.078
NR1D1	-0.1981
TMEM110	0.0815
NEK2	-1.117
PRAMEF8	-3.9665
C20orf52	-0.685
PCDHGA3	0.1805
VWA3B	-0.143
NDUFA5	0.6885
THAP9	-1.19625
FLVCR2	-0.6805
AP1S1	-1.083375
SMAD6	-1.4325
SAV1	0.428125
SAT1	1.899625
ZNF251	1.620125
ADAMTS7	-0.2167
RPP38	-0.272
C1orf211	-1.8945
YPEL2	0.72321052631579
RBMS1	0.08075
ZNF445	-0.3485
NRXN2	1.27033333333333
PGBD4	-0.80375
UGT2B28	-3.2005
WBSCR16	-0.4723
NLRC3	0.037625
ASTL	0.393
ST6GALNAC1	-2.47725
ZADH2	-0.45825
MLLT4	-0.636666666666667
ARL6	0.878166666666667
MEF2C	-0.17225
CBFA2T3	-1.21
AFF3	2.74792857142857
COG7	-0.0585
MYB	0.0521666666666667
PLXNA3	0.317
XRCC2	-1.716
MMS19	-0.052
ST8SIA5	-1.86114285714286
CHPT1	1.69016666666667
KIAA1712	-0.380375
OR6X1	0.0365
ACTR3	-0.3235
UGCG	1.59716666666667
OR4P4	1.073
ZAP70	-3.199
LPP	1.163125
ZNF485	-1.235
PTPRCAP	-0.4175
IL12RB1	0.3275
ATRX	0.2576
CHST8	1.2695
C14orf109	-0.29125
ARV1	0.55775
NMB	-0.054
COX5A	-0.756333333333333
EIF6	-0.2255
MPPED2	2.72366666666667
SEMG1	-2.767
CHRDL1	1.04
TRAF3IP2	0.75375
WNK2	-0.77575
LILRA4	2.61566666666667
LAMA2	5.36125
PXT1	-4.184
RLBP1	-5.0705
CD300C	0.77775
SLTM	-0.074625
FLJ10404	0.2575625
APOBEC3D	-1.7425
RENBP	0.443333333333333
ATXN7L1	-0.279
NID1	0.265
TUBGCP3	-0.99825
ITIH5	2.25747058823529
CCDC110	3.53875
C8A	-2.73275
MGC87042	0.4565
HOXC13	0.98175
TFDP2	-1.615
HCP5	1.325875
POLI	0.5385
UCN	-1.00733333333333
ZNF764	0.2435
C8orf45	-0.1735
FHL3	-1.03475
SPATA5L1	-0.6565
MMRN2	3.36666666666667
NDST1	0.845833333333334
COL20A1	-0.974666666666667
ZNF248	-0.624666666666667
PELP1	-0.900833333333333
MBL2	-3.6602
RNF41	0.2015
C5orf24	-0.49375
THOC5	-0.12425
SERINC3	0.447833333333333
RP11-151A6.2	1.05775
CDCP2	-0.6465
HIST1H2AA	2.71466666666667
C11orf75	-0.168333333333333
FKBP7	0.1415
DDOST	-0.21175
GPNMB	1.44
TTF2	-2.31166666666667
KCNT1	0.6224
SLC39A14	-1.37975
NGRN	0.802
GPR137B	2.12675
MECP2	-0.609125
PSMA1	0.4755
C16orf73	-5.23525
TMEM60	0.851666666666667
CSN3	1.866
NOS1	-0.0796666666666666
RAB7L1	0.102
YBX2	-0.638
KIAA1166	-0.087375
FUBP3	-0.355833333333333
ABCG1	1.849
ACACA	-0.6355
ARL11	1.7096
ATOH1	2.562
ODF1	0.088
CREB3L3	-2.59483333333333
TMEM127	1.32621428571429
DSCAML1	0.7065
PLN	2.6634
LYPLA1	0.5985
PRDM9	-4.4035
SASP	0.42525
PLUNC	-1.6945
INTU	0.58075
HISPPD1	-0.35075
LNPEP	-0.797333333333333
YARS2	-1.00416666666667
APCDD1L	-1.557
ZCCHC4	-0.4116
FBXO22	-0.279333333333333
TTLL13	-2.307
ZNF669	-1.53566666666667
PTGDR	2.074
DDX27	-0.41325
KIAA0409	0.066
GJB6	0.615
ASB8	0.638
PLP2	0.678833333333333
MEPE	1.27625
OR10J5	0.8945
KRT222P	1.76875
COQ7	-0.283833333333333
C1orf101	0.96725
RERG	3.6422
CHMP5	1.406375
THAP11	0.309125
ZNF43	-0.648166666666667
ZRANB3	-1.09716666666667
KRT13	4.263625
MRPL19	-0.39375
RBBP9	-0.129375
SPATA17	0.945285714285714
BXDC5	0.562166666666667
PAFAH1B1	-0.832666666666667
MAGEE1	0.9105
OSTF1	0.455
KIAA0323	-0.357833333333333
TXNDC13	-1.27716666666667
CNTN4	2.5045
LCE1B	null
UNQ501	-0.7345
ZNF154	-0.109
C3orf64	0.24675
SYT5	0.214555555555556
PON1	-1.1356
FLJ10357	-0.017
ATP4A	-1.36
GNPDA1	-0.598333333333333
MGAT1	0.753666666666667
C14orf121	0.26
SLC35B2	-0.1855
MIER3	0.908666666666667
CHEK1	-3.713625
ZNF8	-1.18933333333333
TXNDC1	-0.586833333333333
CKB	-1.2989
RTN3	0.1235
FZD2	-0.899
PART1	-0.711
PSMB6	-1.01775
PCDHB8	-1.406
PHC3	-0.0241
PPP1R8	-0.430833333333333
NOVA2	1.6005
TNFRSF11B	-3.168125
GOLPH3	0.8855
UBLCP1	-0.40425
SUHW3	-1.3445
TTLL1	1.033
OPN4	-0.315
OR13G1	1.305
ZPBP2	0.2876
HSD17B11	-0.838125
C9orf50	0.4105
DHDDS	0.225285714285714
CTSW	0.8153
NEFM	-2.71433333333333
MRPL28	-0.737
SYN1	0.684
PIGV	0.0615
ZIM2	-0.85875
APBB1	1.16666666666667
SND1	-0.64275
C1orf123	-0.182
CHD3	-1.083
BHLHB8	0.50125
RNASE2	0.6245
BCAP31	1.1295
SLC25A44	-0.175333333333333
CHD6	-0.3786
PIB5PA	2.18669230769231
SELS	0.91525
LOC541471	-0.43975
FAT2	1.175
ZNF81	-1.0525
OR4C16	0.053
FLJ10081	-0.5166
LRRC4	-0.3735
CS	-0.536
N4BP2	-0.665
IGFBP7	1.492
ZNF318	-0.165916666666667
NDNL2	0.374625
ZNF609	0.409375
SIRT4	-0.15275
EXOSC10	-0.785
ECE2	0.177083333333333
OVGP1	0.2525
GTPBP3	-0.81525
PACS2	0.2589
C19orf36	0.771166666666667
ARL4C	-0.28225
ATG4B	-0.053375
UBQLNL	-0.3565
RHOXF2B	-3.47
PLEKHG2	-0.447
GALR1	-1.01
AQP4	0.741
HDAC7A	0.133666666666667
DCUN1D3	0.68575
OR8A1	-0.9595
CCRN4L	0.538875
CBR4	-0.376166666666667
KIFC1	-2.35016666666667
SLC7A14	-1.722
LHX5	0.6875
TRPC7	0.2035
LPXN	-0.72875
SERPINA1	-2.22375
RPS13	-0.1635
BPIL3	-0.9445
PRKAA1	-1.79825
FADS2	-0.1793
ENAH	0.23825
PRO1768	0.474
APBA2BP	-0.92375
LIPH	1.22666666666667
C3orf33	0.001
RCC2	-0.3455
ALDH1A2	-3.472
RNF103	2.31425
AHCY	-0.506375
ALG12	0.3965
CCL17	0.81425
ZNF543	0.711333333333333
ESRRG	1.7286
CNGA1	0.8325
RDH5	1.45416666666667
OTX1	-2.35311111111111
PTGFR	-2.79216666666667
CDR2	-0.663625
SELE	6.09175
NLGN2	-1.01766666666667
EXOSC9	-1.00625
ZNF566	-0.432666666666667
KLRC2	-2.2985
GPR12	0.8215
KIAA0196	0.64975
PDRG1	-0.34875
SSR3	0.454642857142857
MSI1	0.1515
CST9	4.2705
CC2D1A	0.22675
PLAGL1	-0.398411764705882
ZNF778	-0.3895
RNF2	-0.0668750000000001
KLF6	1.87716666666667
THBD	1.80966666666667
tcag7.1314	1.00425
NR5A1	-0.5035
ABCD2	0.781333333333333
DNAJC7	-2.08375
CLEC4C	-0.231
TM2D3	0.987625
CCDC4	-1.3945
PLAC2	-0.8965
DCD	-1.9535
FAAH	2.4385
POLA1	-1.15016666666667
TM7SF2	1.017875
FLJ39822	-0.582833333333333
FLOT2	0.305125
MAP4K1	-0.897833333333333
SRP68	0.355125
C21orf74	2.1365
ARPC5	0.147
LOC126075	0.73475
HECW2	-0.5445
ZDHHC4	-0.2915
ANKRD42	2.113
PDE9A	0.0133333333333333
ABCA8	1.617
NDUFS2	0.41675
UBR5	-0.478375
BTBD16	-3.22725
LOC554174	null
ZNF20	0.622
KIAA1843	-0.455
WDR17	-0.604428571428571
C15orf33	-0.16
RNF113A	-0.35825
CAMKK1	-0.9545
CLCN2	0.2775
ANXA6	-0.825
LOC340069	1.209
EMID1	0.94175
DPM3	-0.796666666666667
ELA1	0.4845
SLC25A13	-0.9255
KRT24	0.0875
SMPD1	0.283
TH	1.069125
COL6A2	1.03378571428571
ANKS1B	1.654
GPR126	-2.207
ZC3H12A	1.4945
TMEM47	1.087
C2orf51	-0.481333333333333
C1orf88	2.605
HSF2BP	0.22575
AKAP10	-0.44325
RPAP3	-0.7225
KLHDC8B	1.516875
STOM	0.9275
MUPCDH	0.4725
C10orf72	-0.727285714285714
PLEKHA3	0.962666666666667
TCP11L1	-0.3755
CWF19L1	-0.180625
SPEF1	1.09775
YSK4	-0.478
ELN	2.0929
SAMD8	0.158833333333333
MPI	-1.4775
MEPCE	-0.0756
ABCC3	-0.629875
NANOGP1	-2.9835
KCNK17	3.215625
HLA-DMB	4.08883333333333
RRAGA	0.85175
ANGEL1	-0.97075
RBM32B	1.5685
CPN1	-2.94525
MGC52282	1.9576
HLA-A	0.91175
OR9G4	0.3835
EDNRB	-0.053
SCD	-0.283357142857143
C14orf80	-0.999333333333333
BAGE2	-1.795
RABL4	1.245
RCVRN	0.9625
SHANK1	-0.012
NLRP7	-2.78825
CD226	1.2825
STAT3	0.1843125
SYNJ2	-1.3103
TPCN2	0.0343333333333333
WDR36	-1.12858333333333
MBD4	-0.25025
ROBO1	-1.2565
ST3GAL6	-2.75025
SLAMF8	3.26375
ATN1	0.624
GPR141	2.7345
KRT36	-0.211
TPH1	-1.5045
DDX52	-0.3305
ZSCAN29	-0.161833333333333
TRPT1	-0.300333333333333
DPEP3	-0.2155
DENND4A	-1.327125
TSPAN16	0.6415
PTCHD2	-1.276
LOC145814	-0.2725
CAP1	-0.364833333333333
EIF5A2	0.4342
NT5DC3	-0.459125
SEPT9	-1.074875
SEZ6L2	0.546125
EGFLAM	4.773
VPS11	0.570625
NDUFB5	-0.0671666666666667
CIDEA	4.485
IER5L	1.38675
N6AMT1	0.18375
FAM83C	-1.433
OXR1	0.756
IRX1	0.4685
DGKB	-1.472
GCN5L2	-2.269
MIR16	-0.140875
FBXW9	1.40925
WDR4	-0.262666666666667
PDC	-1.0255
VPS33B	-0.46475
HEXB	-0.36275
FLJ32214	0.14375
TCEB3	-1.00775
CRLF1	-3.779
ABI3BP	0.0505
C8orf22	-3.62525
PYCR1	-0.40925
KIAA1706	1.19875
CDK5R2	0.76925
WAS	0.2175
C12orf60	0.023
CCBL2	-0.39725
MADD	0.767
C5orf34	-2.1355
WDR42A	1.1557
KLF12	0.07925
HSPA1A	2.46
ITM2C	-1.55925
DAPK2	2.84633333333333
LOC442590	0.3575
SUMF2	0.08475
CENPA	-1.70884615384615
TMED5	-0.678875
CDH6	-1.2511
BRP44	1.133375
THG1L	-0.7545
GABRA2	-2.30666666666667
C14orf166	0.1095
MYL1	-2.48983333333333
TNFSF18	0.00900000000000001
PAP2D	-2.04516666666667
PPIB	-0.65175
KLHL4	-1.4285
SFN	0.425166666666667
CCDC127	0.497
FRAP1	-0.52675
GOLGA5	0.31225
SDCCAG1	0.305875
MGC21675	-0.2925
C10orf95	-0.348
KIAA1345	-0.182
C1orf163	-1.2265
LACE1	-0.896666666666667
OR10K2	0.022
CENPN	-1.76348
TMED2	1.1145
UGT1A6	-1.113
ANG	0.4235
U2AF1	-0.728166666666667
CASC2	-0.43
NMT2	-0.3905
OSGEPL1	0.407875
DFNB31	-0.924
SLC6A20	-0.705375
DKC1	-0.97575
FXYD4	-1.13
WDR64	0.3995
MGC5590	-0.3495
CREBZF	-0.353833333333333
DAZ1	-1.04475
PRPSAP1	-0.81
GCHFR	-0.965
TTC7A	-0.473125
LOC196993	1.2825
UBD	2.759
S100A1	-0.594125
RPL6	0.0595
DNAJB6	0.897
NAGS	1.5124
C2orf58	0.796
KERA	1.36783333333333
MT1X	1.0527
UBE2B	1.8221
KEAP1	0.21275
MST1	-2.39625
OMA1	0.7145
ABLIM2	2.21675
BCL2L13	-0.280833333333333
JAZF1	-0.182666666666667
TMEM63B	-0.355
S100A8	2.7352
ARFIP2	1.30525
UROS	0.29825
KHDRBS2	-1.6435
POLQ	-2.8775
SOAT1	-1.3025
SPAG4	-1.46075
MRPS30	0.670166666666667
LOC494141	-0.825333333333333
OR2T11	1.7515
ORAOV1	0.3978
ZNF184	-0.547166666666667
TCEB3B	-0.31975
ADAM21	-0.588
GDPD1	-0.88975
SPINLW1	1.117
PRR14	-0.480833333333333
KCTD9	-0.1265
NUDT3	-0.15775
KIAA1822	0.5757
HIST1H4K	1.2955
DFNA5	-1.97475
GABPA	-1.07625
C14orf44	-0.60875
POLB	0.539875
PTAR1	-0.193
SEC31A	0.2624
TRIM58	-0.618
TAS2R14	0.0925
VPS8	0.046125
H1F0	-0.0861666666666667
PRKCB1	-3.47383333333333
UGT2A1	0.456
TOR1B	-0.70125
LSS	-0.72
C2orf19	0.584
HNRNPC	0.449714285714286
TMEM100	1.8185
LOC116349	-0.52
OR51M1	1.7345
CCDC142	-1.521
ISG15	1.1680625
ZCCHC14	0.127625
CREBL2	1.08775
TGDS	-1.03075
DC2	0.379
CACNA2D3	-1.23485714285714
ZNF429	-0.915
LYPD6	0.293
SUCLG1	0.0565
OR51I1	-0.23
MAGEH1	2.216
PRPF40A	-0.5485
SMR3A	0.548
SPINK2	0.0555
THAP2	0.8115
NPY5R	1.887
IRF4	-3.086375
SPESP1	-0.423833333333333
OR10S1	1.459
DTD1	-0.199
TUBE1	-0.6495
DDX19A	-0.809
PDPN	-0.11775
TMEM34	-0.402833333333333
MGAM	1.588
COL3A1	5.70322222222222
GFM2	-0.7983
OR5A2	-1.231
PSG9	-1.85275
ARHGEF11	-0.310166666666667
IVNS1ABP	-0.527625
SIGIRR	1.67775
DUSP19	-0.053375
DNAJC14	-0.2171
ACSS1	-0.600875
IL1RAPL2	0.4215
C4orf30	-0.912
SEPT4	2.66175
LANCL3	-2.556
SPAG17	0.455166666666667
PRDX3	0.943875
HNF1A	-1.2235
P4HA2	-0.26425
RFWD3	-1.28666666666667
MOV10	-0.92525
DNAJA5	-0.0225714285714286
LOC729440	0.46525
LOC200383	0.47425
SMC2	-2.2705
MIXL1	-0.610833333333333
TMEM9	0.59
FAM86A	0.9115
ZNF174	-0.7895
MYH14	-1.0035
CCR8	0.879
VPS37C	0.1945
GPATCH1	-0.614833333333333
B3GNT8	2.456
TBX4	-1.15925
CNR2	-0.563666666666667
PCDH1	1.0755
C5orf29	4.3315
OCIAD2	1.97275
PLCG2	0.2395
KIAA0247	1.806875
HRH3	0.0488
CAPN13	3.415875
CCR1	-1.566
MGC15523	-0.141555555555556
UVRAG	-0.3995
DNAJA2	-0.100333333333333
ITGA2B	-0.9865
CLDN5	4.203125
PTPRN2	-0.592071428571429
ZNF512	-0.00466666666666666
PSAP	1.60957142857143
CCDC140	-1.4495
LRRC55	-0.574666666666667
CYP26C1	0.339
C8orf47	0.90225
LYN	-0.069375
DUSP6	-0.342166666666667
TGFB3	2.95766666666667
ELK1	-0.4679
PCDH11Y	-0.7108
HGD	0.60775
C17orf58	0.10425
MYO3A	-0.65
SERPINE2	-4.76116666666667
AARSD1	-0.241625
C14orf73	-1.17075
ADAM33	0.723
ZNF491	-0.287
MAPK6	-1.56166666666667
TCN1	2.69716666666667
SLC24A6	0.18
UBE2R2	-0.48725
H1FNT	-0.26875
TATDN2	0.140333333333333
LILRB1	1.3685
P2RY5	1.5285
NUCB2	1.7265
C2orf37	0.163
SNX27	-0.199666666666667
MTA3	0.04075
FOXO4	0.8665
ID4	1.24233333333333
SOX5	-2.70683333333333
PXMP3	1.40475
OR52M1	0.419
SFT2D3	-0.275
INA	-4.04583333333333
MCOLN1	1.17075
NFIX	0.0191
CLEC14A	5.648
HIBCH	0.348833333333333
PLA2G5	1.256
TIMM10	-1.32383333333333
MED17	-0.2076
COL4A4	-1.743
TPP1	0.329166666666667
GJA3	-1.3245
TMPRSS5	-0.934
AADACL3	0.1945
DNMBP	-0.598
ENPP5	2.79133333333333
NQO1	0.3747
ZSCAN2	-0.336125
SEC24C	0.0566666666666667
GTF2A1L	1.3315
AXIN2	-0.483
FAM33A	-0.903333333333333
C16orf13	-0.057375
SPNS2	0.83475
TAF1	-0.87625
AP1G2	0.0491666666666667
RBM42	-0.729166666666667
HCN2	0.6385
EFHB	0.289833333333333
RUSC1	0.873166666666667
GRIK5	-0.7635
USP21	-0.377833333333333
ATAD3C	1.18075
ORMDL2	0.258875
PRSS7	-4.13625
PSAT1	-4.46025
FLJ13195	-0.6165
TBC1D1	-0.141166666666667
IFNG	0.686666666666667
OTOS	1.24816666666667
ZNF773	-0.282666666666667
EMD	-0.5805
RETN	1.116
CCL8	4.9375
APH1A	-0.470375
COX18	-0.38325
GTF2IRD2	-0.274
CCDC82	-0.61975
PAFAH2	0.6446
NPEPL1	-0.9135
RP11-114G1.1	0.959
TP53INP1	1.04425
ZNF300	0.284
FOXL2	-4.054
LARP2	0.654416666666667
LATS1	0.2875
HTR6	-0.2545
SPOCK2	-0.1735
RNF144B	2.22083333333333
HTATIP2	0.538625
MGC10334	-0.0171666666666667
CENTA2	1.81566666666667
FGF2	0.6555
FXYD7	0.25275
PHYHIPL	-2.862125
GPR34	6.69975
DDX6	-1.31616666666667
OR10W1	1.0675
LHFPL1	-0.843
ZNF313	-0.783642857142857
VPS28	0.6145
AP3M1	0.3609
AKR1CL2	-1.453
TRAF4	0.29775
OR2B11	0.769
C19orf12	0.352166666666667
AKAP9	0.145166666666667
C1orf62	-0.430333333333333
SLC20A1	-0.5301
FAM112A	0.7565
LDB2	1.762
MRPS23	0.0405
KLK5	3.583625
SPTB	-0.869875
EFEMP2	1.4375
EFNB2	1.02525
PCM1	0.000142857142857143
NMNAT3	2.7085
TSG101	1.06583333333333
C8orf40	0.744
NOB1	-1.3845
ABHD3	-0.75575
GTF3C4	-0.9515
PIGN	0.659833333333333
GALNTL1	1.1325
AEBP1	1.953375
OR9Q1	-0.314
ANKRD2	1.348
CCL28	-0.12575
TRIM38	0.139
TMCC1	0.150833333333333
SMG5	-0.595
LRRC7	-1.556
NCAPD2	-2.0185
C6orf153	-0.69575
C1orf74	-0.33125
OTUD6A	-0.0655
DCP2	-0.7835
TMEM24	-0.562
RPL18	0.115833333333333
TMEM177	-1.047
LRRC37A3	-0.35925
C1D	0.957333333333333
LDHC	1.962
UBE4B	0.206666666666667
NIT1	0.52275
BTN3A3	-0.186125
RASD1	3.718875
COMMD3	0.7195
SHFM1	-0.0085
BIRC8	0.755
DUT	-0.9085
C12orf51	-0.619
LRRC59	-0.226833333333333
LY6H	1.12775
WDR22	-0.0684166666666667
EDEM1	0.0942142857142857
ADH1A	4.0395
PANX2	-0.1698
CYP11B1	0.45575
CDC73	-0.387
GPR172A	1.08875
GSTM3	0.403846153846154
KCNA5	-0.32075
SERAC1	-0.747666666666667
NFATC2	-0.3645
ANAPC5	-0.2031
C15orf24	0.59625
NFATC2IP	-1.48190909090909
TNRC6C	-0.2835
MGC102966	1.0445
FGD5	0.682333333333333
MED9	-0.5665
RAB13	0.0815
C15orf49	0.9155
CRYGS	-0.8632
C12orf53	0.4555
LOC283693	0.075
COX6B2	1.785
PHF14	-0.849375
FAM3A	-0.154625
RPL13	-0.2799
PRDX2	0.3888
FLJ34047	-2.6295
PRMT3	-0.48
KCTD19	-2.661
TRIM10	-0.904333333333333
MGC26597	-0.0271666666666668
GCNT4	-0.17475
GPRASP1	2.07675
CDKN1C	0.989916666666667
RHBDL2	1.2656
HSPH1	0.9805
AQP1	3.561125
COL17A1	2.1001
GFAP	1.190875
CDC16	0.606
KIAA1614	-0.282
C6orf118	-1.39
ZSWIM5	-0.84725
FAM83F	3.8565
LYNX1	1.169
SYNPR	-2.80225
XG	3.68433333333333
PRSS16	1.087875
KIF13B	0.745142857142857
PCDH9	-0.75175
HIST1H2AH	1.40166666666667
RBM18	-0.775
ZNF626	0.4375
HEXIM2	0.367333333333333
ITFG1	0.6855
TUBG2	-0.746
SFRS7	0.34225
C9orf14	-0.813
EXTL1	-0.07075
GBP3	1.63566666666667
WDR5	-1.576
RARG	0.0095
MYO7A	-0.12475
CECR6	0.19525
C13orf3	-1.759375
SFRS18	-0.76475
ACVR1B	0.6185
PSMD1	-0.7007
C7orf31	-0.7004
ILVBL	0.809
IFNGR1	1.25575
RNF186	4.43475
NOL9	-1.302
MAGEL2	1.26925
SLC29A2	0.21875
NHSL1	-1.29875
RBMX	-1.118
PSORS1C2	-0.067125
RAD51L3	0.0655
LCN6	1.506
ORAI2	-0.51275
BRUNOL6	-0.0427
OR4K5	0.209
CDC123	-0.399375
MSLN	-2.28666666666667
WWTR1	-1.25116666666667
ZNF700	-1.87883333333333
COBL	-0.12725
PPP1R16B	0.771875
GAS7	-0.0173
MDN1	-1.450375
HAAO	0.611
C9orf68	1.212
TNFAIP2	0.611
FOXN1	0.5275
hCG_2033311	-0.0368333333333333
ATP6V0D2	-0.5496
RPL41	0.93375
SLC38A1	0.82225
ARHGAP6	-1.36754545454545
ADAD2	1.3775
PHF20L1	0.4736875
MCM3AP	0.578
ST3GAL3	-0.362666666666667
SNX1	0.600833333333333
ELF5	3.421
PARP3	0.13175
RBM8A	-0.164
LINGO4	0.043
ITGA9	0.561833333333333
ZFR	-0.5625
ACSL6	0.119833333333333
FLJ20699	0.3279
DAOA	null
FABP4	6.987
KCNB1	0.2285
CANX	0.7026
SLC25A28	0.591833333333333
ADIPOR2	0.14025
ECHDC2	2.285
SMA4	-0.34425
FRZB	3.622875
PABPC1	-0.457
DMRTB1	-0.363714285714286
APOBEC3G	0.37275
CATSPER2	-0.1585
CUEDC1	-0.00633333333333334
STARD9	-0.427875
CLDN8	6.989125
LOC23117	-1.39154545454545
E2F6	-0.61
TMEM126B	-0.458166666666667
DPY19L4	0.87475
GIMAP5	3.86116666666667
NDUFA9	-0.136833333333333
FAM77C	2.9585
CTPS2	-0.24325
LOC51035	-0.422125
WDSOF1	0.21775
EGLN3	-0.541125
PITX3	0.8995
OR52E8	-1.011
GRM4	-0.1335
KLK1	-2.49216666666667
GPM6B	1.22625
RRAGD	-0.3985
PAGE5	-3.24775
UCHL5	-1.14683333333333
ULK3	-0.661833333333333
AIM2	-0.482833333333333
PNO1	-0.8
OR2F2	0.5315
GNAT2	-1.626
SIX1	0.50575
ST13	0.48275
ZBTB44	-0.5535
TIMP2	-0.534
ZMAT4	1.464
GTF2IRD1	0.0536666666666667
ZNF19	0.463666666666667
ZNF714	-1.63525
RSC1A1	-0.73325
C9orf80	-0.049
PSMA8	-0.28025
TMEM141	-0.2155
COX4I1	0.181071428571429
CTAGE1	-1.47616666666667
DTWD1	-0.4145
HSD11B1	3.3385
KRT6B	4.8155
ARID4B	1.369
LHFPL3	-0.6545
WWP2	-0.0055
ZNF326	-0.0548333333333333
RGPD1	-0.707
CTSH	0.480166666666667
FASTKD1	-0.8735
PAF1	0.6185
TTC9C	-0.83625
IFT57	1.6723
PRSS36	0.2545
IL20RB	-2.792
ZNF592	-0.537166666666667
DCTD	0.1626
CFP	1.38175
MFNG	-0.70225
JMJD2B	1.03275
ALDH3B1	-0.0615
THSD4	2.78416666666667
KCNJ5	2.8995
LMNA	-0.182
TBCD	0.4355
ZNF250	-0.0876666666666667
CASQ2	1.5985
PEG10	-3.94233333333333
PRAME	-0.8686
NP	-0.27625
TRIM59	-0.920833333333333
ZNF12	-0.415
XTP3TPA	0.27025
SIGLEC7	-0.0887
PANK4	-0.12675
FAM70A	-0.918833333333333
SNED1	-0.0065
HIP1	-0.5691
RAET1E	-0.6645
AMAC1L2	-0.3765
AHNAK2	-1.06266666666667
TOE1	-1.1075
RECQL4	-1.05875
SPRYD3	1.07175
DPAGT1	-0.6995
MAGED2	2.7327
ANKRD55	-2.4385
TRPS1	5.166
DOK7	0.7825
TFPI2	-4.66075
GTF2H3	-1.29266666666667
CYP4F11	0.9895
LHX2	-4.51683333333333
ATG16L1	-0.205166666666667
ASB12	0.1855
C1orf116	1.569125
NF2	-0.78715
POM121	-0.7157
PHYHD1	2.3871
TXNDC17	-0.709166666666667
DKFZp779O175	-0.728333333333333
NUP62	0.0362142857142857
MYO18B	-0.212333333333333
PRAMEF1	0.1125
TCBA1	1.28925
TMEM168	0.42575
FJX1	0.689833333333333
CLCF1	0.18975
SEPN1	0.0965
IGSF2	0.288
NUDCD1	0.41
TFF3	2.68766666666667
NDFIP1	0.657428571428571
CHCHD4	-0.5045
TNR	0.4955
CUTA	0.2115
USP44	-4.01025
DPP10	0.0838
IWS1	-0.732166666666667
PCGF1	-0.35
SULT1C4	0.3585
NTF5	3.06225
PTPN13	1.9315
SSTR5	-0.367
SFRP1	1.4365
IDH3B	-1.105125
SUOX	0.7765
TMCO5	0.64675
GOLT1B	-0.719
MIB1	-0.696785714285714
PCDHGB1	0.658
SUSD1	-0.1085
ICAM5	-2.54716666666667
PAPOLB	1.07775
URM1	-0.543
TMEM106B	0.4005
LRIG2	-1.466
SLC27A5	-0.53775
CLIC6	5.7137
ZNF420	0.143166666666667
SCN9A	-1.9367
KIAA1909	-0.9505
ELMOD1	-1.92725
PRKAG1	0.42075
FAM64A	-1.206
EEF1G	-0.26285
SMAD5	-0.9365
INCENP	-2.906
WASF2	-0.7955
GARS	-1.8292
CDK10	-0.2035
HLX	0.783166666666667
MDM4	-0.92325
ZNRF1	0.133285714285714
HHATL	-1.5285
FAM21C	0.6587
HIST2H3C	0.1525
PFDN2	0.5425
ZNF200	-1.14225
NDN	0.34725
HBA2	-2.28583333333333
FBLN5	2.412875
PUM1	0.0301428571428571
TNNT1	1.11483333333333
C19orf59	0.3715
HNRPH2	1.119
RAB7A	0.0103333333333333
PMS2	-0.66475
BIRC3	-0.253166666666667
NRSN2	0.097125
OR52K2	0.634333333333333
SPOCK1	-0.410928571428571
H2AFY	0.6275
RXRB	-0.44575
ZNF638	-0.4205
ANKRD45	0.3225
ACTN4	-0.379
FXC1	0.99425
EIF2B5	-0.26
VPS33A	-0.59675
PINK1	0.465875
FAM106A	-1.4525
SKIP	1.32357142857143
GAPDHS	1.235
MUM1L1	5.0595
PSTPIP1	0.1955
CNTNAP1	-0.9989
CYP26A1	-1.34075
APOL2	-0.0761
TACC2	0.597625
COX7A2L	0.821928571428572
HSD17B1	0.5061875
ARRB2	-0.56725
SLC7A6	-0.7958
HSD17B10	-0.83775
RBJ	-0.0105
NUP155	-2.123
MRPL10	-0.538333333333333
CYCS	-1.08633333333333
CCDC46	0.251166666666667
TECTA	0.652
GNAL	-0.53625
LPO	-0.0155
PEBP4	1.09375
DDX11	-2.23075
C18orf12	0.7335
TAF9B	0.528916666666667
IMP4	-0.028
RPA4	1.2935
NDUFS1	-0.88675
UPK1A	-1.037
ARRDC2	0.403333333333333
C18orf20	null
AES	0.448
CD2BP2	0.3925
C16orf54	-1.32
UGT2B17	-2.04557142857143
FGFR1	-0.305545454545455
CEACAM6	-1.0308
CHRM5	0.00175000000000002
CERK	-1.682625
AP3S2	0.169357142857143
ANKS4B	-1.45025
CLCNKA	0.262333333333333
ZNF208	-1.04816666666667
HLA-DRB5	4.437
CARKL	-0.6525
GOT1	-0.577
CASP6	0.6785
HOXA1	-0.838
RCL1	0.359
