Hybridization REF	TCGA-E2-A14S-01A-11R-A12D-07
DBH	-0.7955
TFAP2B	-2.14425
HIST1H2BJ	-1.2825
FAM46D	-0.048
TMEM11	-0.10525
C3orf32	-2.92475
PCCB	-1.02425
IPO13	0.054875
C6orf105	-5.01325
COMMD5	1.69125
SUV420H1	-0.343
LTBR	1.39325
ARHGAP15	-0.7145
HDHD2	1.032
TDRKH	0.152333333333333
LOC401052	1.5295
PSG4	-1.72175
GNB4	-0.9083
SPATA4	3.5185
SLC9A3	-0.373
OSBP	0.409666666666667
NBPF3	0.134416666666667
DOCK11	-1.4055
SLC39A5	-2.1475
PRR5	0.917
C10orf63	0.15625
SMTNL2	-1.68375
ADRA1A	-0.24
ASAH1	3.312
DOM3Z	0.5429
GIPR	0.658833333333333
AHI1	-0.05075
NADSYN1	0.797666666666667
RGS14	-0.7461
IL18BP	1.0664
RTN4RL1	2.48975
ARMC6	-0.37625
PSMD5	-0.820166666666667
HK3	1.0148
OR4S1	0.33475
RSU1	0.4228
MAD2L1	-1.719
EIF4A3	-0.5505
DLEC1	-0.310166666666667
E4F1	0.232666666666667
CHMP2B	0.0021
CAMSAP1	0.10575
RPS21	-0.701166666666666
ARID5A	1.569
UBE2N	0.0702
IGSF8	0.408333333333333
MAGEB6	-1.583
ACAD11	-0.8823
MGC4172	-0.715
LMO4	-1.60725
KLKB1	-0.026
HP	-1.018
HDAC3	0.14675
SCHIP1	-0.04375
CLCA1	0.0315
OLFML2A	0.87075
C1orf112	-1.04375
KIF19	0.36575
HAPLN4	-0.3011
CXCR7	-0.511166666666667
GOT2	0.0246
RAB38	-1.544
DCX	-1.56875
PPM1H	-0.506333333333333
NFYC	0.547833333333333
KIN	-0.462875
ZNF228	0.90325
PLSCR4	1.4815
HIG2	-0.4275
FAM79B	2.294
C21orf86	-1.0856
KCNK10	0.8335
ZNF738	-1.1645
FSTL5	-0.455666666666667
OR6A2	-0.467
OTOA	1.39716666666667
EXOC1	0.95525
AHRR	-3.10425
PDAP1	-2.00758333333333
C19orf6	0.183125
ZAN	0.03325
LY6G6E	-0.205
EIF4E2	-0.833
C20orf198	1.3685
ZNF324	0.31725
CYP3A5	-3.89083333333333
ENTPD7	1.39983333333333
MBOAT5	0.353666666666667
GJB5	-1.997
TTC13	0.12075
S100Z	-0.867666666666667
KIAA0664	-1.2125
PDGFRB	1.36741666666667
IL17D	-0.693
OR56B4	-0.2655
RDX	-2.1135
SLC34A3	0.696
IL28B	-0.788
JUND	0.65575
CHRNB1	-0.294125
CAMK2B	2.8715
FETUB	-1.75625
CXorf23	1.02825
MRTO4	-0.788625
TTC3	1.0594
NDUFB8	-0.197
EDG2	-0.0595
SEMA3G	1.23075
IL23A	-1.89725
GRHL1	1.1376
LOC441054	0.4405
WDR65	0.788
PSTK	-0.96825
STOML3	-0.0155
R3HDM2	0.0819
C5	-2.61225
SLC2A10	0.640833333333333
C3orf22	0.22825
PAQR3	-0.218923076923077
ANKRD26	0.103
HCRTR1	0.0815
LOC399947	-0.65925
PSD2	0.491
TIGD2	-0.205833333333333
SCRN1	-1.781125
COQ10A	-0.84375
DDI2	0.013
METTL7B	-0.828166666666667
UCN2	0.5895
FAM92A3	0.69925
WDR16	0.66
ZNF511	-0.152666666666667
ZMYM5	-0.969
POLR3G	-2.494
ZNF586	-0.19675
C1orf49	0.255
TANK	0.236333333333333
RCAN1	-1.45483333333333
PELI3	0.955666666666667
LIMD2	-0.624166666666667
TMEM189	0.5335
NTN4	0.791
LOC151300	1.3915
CLEC2A	-1.5505
GPR135	-0.39025
DPYSL4	-3.8923
JAK2	-0.121333333333333
TSHZ1	1.63666666666667
TM9SF4	-0.368375
ZNF264	0.788
SIRPG	1.356625
BICD1	-0.21825
HERC6	0.149333333333333
METTL5	-1.04
CASP1	0.60125
PRRT1	-0.296166666666667
PLA2G4C	1.87133333333333
ICA1L	0.361214285714286
TPTE2	0.116333333333333
OTUD7A	0.9155
AQP11	0.5895
APOA2	-5.0418
KALRN	-0.0678
SECTM1	0.98925
IFNAR1	-0.0925
TALDO1	-0.12125
RAB11FIP4	0.786083333333333
EIF5A	-1.3785
FAM49A	1.0145
NEGR1	-0.311833333333333
YTHDC2	0.873
EHD2	-1.320375
NCF1	2.5965
SCRT2	0.7665
HOXA5	-1.8595
NUP133	-0.43975
FGF12	0.1324375
SLMO2	-0.343125
SNTA1	-0.045875
CACNG2	-0.1695
GCM1	0.151375
ELF1	0.325333333333333
TLR5	3.2785
TCFL5	-1.18833333333333
RBMY2FP	-0.961
LOC100125556	0.776125
FAM129B	0.301625
MAP3K7IP1	0.60975
NCK2	0.1095
OXA1L	-0.681
FMO9P	-0.1155
ZSCAN12	0.07725
PSMD12	-0.610166666666667
HSCB	-0.519
CLDN10	-3.412
MGC13053	-0.343
HPCAL4	-0.708166666666667
ASZ1	0.835
MEX3D	-0.0345833333333333
NFAT5	-0.9456
CSPG4LYP1	-0.525333333333333
FBXO3	0.699
DVL1	-0.161833333333333
CMKLR1	2.186
TYMS	-1.757125
PEF1	1.0465
ZNF750	0.911166666666667
MCM5	-0.2726
MEGF11	-0.172
KCNK7	0.2125
PTP4A3	0.661
C1QTNF2	-1.35616666666667
OR6S1	0.756
FAM122B	-1.12275
ZNF551	-0.731375
HBQ1	-2.4165
GEMIN6	-0.3865
ARSK	0.02525
RBP7	1.845
CPNE9	0.20825
DSC1	1.0475
LOC730112	-0.10925
MAP2K4	0.716625
HS3ST5	1.7455
EPB41L3	2.79725
TEKT2	2.74175
CDKN2B	0.541666666666667
ZNF480	-0.9965
MAP3K6	0.0225
MAP6	0.8575
HN1	-0.5426
OR2L13	0.343666666666667
SLC16A11	0.03975
FAM96A	-0.736
APOL1	-0.52025
C5orf32	0.63525
RTP1	-0.948333333333333
RNF175	-0.59375
ZBTB41	1.080375
AHCTF1	-0.4793
SAE2	-0.1032
ITGA2	0.42925
MME	-3.15316666666667
CCDC14	-0.6875
MAST4	1.31864285714286
KRT33B	-0.469
KCTD2	0.0536666666666667
WDR26	-0.0555833333333333
MFI2	0.76975
NR4A3	-0.644625
ARSA	0.7595
UNKL	-0.0993333333333333
SULT6B1	-0.3255
CCNA2	-1.88883333333333
SOX15	-0.537
PPAPDC1B	-0.183
C19orf44	0.288
MCAT	1.16358333333333
ARID1B	0.047625
OR52N1	0.3885
C12orf48	-1.62325
MAGI1	0.698375
NIPA2	-0.542
GBX2	-1.7015
RSHL3	0.498
RAVER1	0.268833333333333
C15orf17	0.23325
SLC30A2	0.7155
ZNF518	-0.61775
PCYT1B	-1.28575
C10orf114	-1.84025
EIF3H	1.19441666666667
SLC25A39	-0.535
KIF1B	-0.486375
AMOTL2	-0.458
C6orf120	0.58875
PSRC1	-1.195
PLA2G10	-0.230875
KIF5C	1.6405
MRPL37	-0.805
C17orf62	-0.1865
C9orf135	-1.30683333333333
DUSP10	-0.3155
CLCNKB	-0.423
PSMA5	-0.3615
C8orf53	1.45925
AMPD3	0.785666666666667
PIAS1	-0.24375
ADCYAP1R1	0.164
GYLTL1B	-0.727
CDH20	0.508
FBXO7	0.22875
TMEM134	0.617166666666667
FLJ14213	0.503166666666667
ZNF3	-0.22225
LRRFIP1	0.298583333333333
CNOT2	0.16875
ABI3	2.73225
ALDH5A1	-1.39416666666667
HNT	1.3938
SERPINA4	-2.739
TK2	0.288727272727273
STMN1	-1.18988888888889
GUCA2A	0.3875
GALNT10	0.884642857142857
DPP6	-0.7053
C9orf93	0.340875
PRELID2	-0.142875
STK39	1.5115
SFTPA1	-0.617
CKS2	-1.75066666666667
RHO	0.297125
C20orf135	-0.31275
XKR3	-1.9675
CR1	-0.1855
RPS6KA2	0.0822142857142857
C20orf112	0.901
MRPL22	0.11525
C4orf23	0.699166666666667
GADD45B	1.466
KLHDC1	1.11266666666667
C2orf48	-1.9395
ZNF287	1.102
DAAM2	-0.90825
DPPA2	-2.73566666666667
TCTN3	0.438333333333333
DNAJB11	0.349625
FPR1	3.27
DEFB4	0.0865
PTCD2	-0.0463
SMOC2	4.27133333333333
CABP7	0.5785
SERPINB11	0.21
MAGEF1	0.41625
NDE1	0.410333333333333
ITGA10	-0.2565
FSHB	0.16
ANXA2	0.375875
HORMAD2	0.12825
HLCS	0.297
MCF2L	1.80266666666667
FH	-0.60775
TBC1D24	1.1915
KIAA1505	1.6865
LGALS2	-2.1
CNBD1	0.1165
SYNPO2L	-0.322
PTPN23	0.128642857142857
C1orf183	-0.912833333333333
MAGEA8	-2.7905
DGCR8	-0.724625
GSR	-0.15325
PAQR7	0.1275
ZNF676	0.49125
CACNA1C	0.1624
SP7	0.2675
PDCD6	-0.26075
NRN1L	-0.426
BRI3BP	0.0461666666666667
KIAA1183	0.89275
ASB4	0.06375
CCL23	0.2676
OBSL1	-1.079
SLC12A7	0.826583333333334
KIAA0240	1.07075
CD1B	-3.573
FCGR2A	1.947625
MDC1	-0.927
HTR1A	0.122166666666667
OCEL1	0.60025
ATP11B	-0.9590625
FBXO34	0.0643333333333333
PCDH12	3.80933333333333
RPE	-0.7695
C17orf74	0.1065
CSDC2	0.227833333333333
PET112L	0.876
TMBIM1	0.09275
P2RXL1	-0.05375
TCHP	-0.55475
TRMT1	-0.763833333333333
F2RL2	-0.283
LRRC32	2.5825
IMPG2	0.809
BGLAP	-0.199
LOC493869	-2.18091666666667
MRAS	0.76025
SLC35F5	0.1215
CBWD1	-0.0925
AXL	-1.898875
ATP2C2	2.901
TELO2	0.01875
PNPLA3	-3.98775
PCDHB14	-1.03775
CD276	0.13875
KRT80	-1.654875
DUSP28	-0.191
CSNK1E	-0.182166666666667
SRP14	0.9355
KCNQ4	0.3355
KRT72	-0.0971666666666667
CCDC117	3.703125
C6orf89	0.421888888888889
TUBB2B	-3.4106
RTN4IP1	-2.101
CR1L	-4.23116666666667
CEND1	0.44025
C12orf41	-0.565833333333333
RNF31	-0.003
UBN1	0.0775
C17orf32	0.707125
SLC5A7	-0.0925
GPR92	2.32666666666667
ESAM	2.4614
CTNNA1	0.632166666666667
HRBL	-0.0019
CBX4	0.5385
TMEM182	-0.33825
SH3TC2	-1.56766666666667
IL10	0.6165
PXMP4	0.981
RNF167	-0.2257
PAK7	-0.2455
ETV3	-0.5595
ATPIF1	0.3135
LOC554207	-1.33116666666667
OR8H1	0.26975
WDFY3	1.72825
DPM1	0.45975
GPSM1	0.2505
WDR92	-0.1518
LRP1	0.487833333333333
ANKH	-0.7505
THUMPD3	-1.22625
POLR1B	-0.5265
OLFM4	1.78983333333333
RAD9B	0.88175
TSPY2	-3.1775
PAX6	-2.16216666666667
SCG2	-2.836125
SLC17A6	-0.04975
FMO3	2.665875
PADI4	0.112714285714286
TUBB4	-1.1503
NLK	-0.17875
POU4F3	-0.476
SDF4	0.00425
ITGBL1	2.222
NETO1	-1.895625
TAP2	0.198625
ABBA-1	-0.26525
GNAI1	-0.2125
VPS4B	0.465
NOPE	-1.301
GALNT6	2.148
SESN1	0.066875
GBE1	-1.87333333333333
CLASP1	-0.086
RASGEF1B	0.56325
ACOT11	-0.342214285714286
AFAP1	0.72
OR2H2	0.2285
DPY19L2P1	0.0235
DZIP1	-3.3215
SEC22C	0.0379166666666667
GPR161	-1.13258333333333
RNF146	0.8565
WDR74	-0.668
GALP	0.3695
PURA	1.19175
DNPEP	0.6455
RP11-78J21.1	-0.82725
ERBB2	2.303625
FANCM	-0.736
NEO1	0.565666666666667
DDX3Y	-5.0282
RPS3A	0.65275
MXRA7	0.0236428571428572
LGALS3	-2.53716666666667
GLT8D1	0.385
CFL2	-1.74416666666667
UPB1	-0.03225
NAP1L5	-0.221875
CLDN14	-1.87075
DHX38	-1.15125
BTBD1	-0.06325
TARS2	-0.136333333333333
ABCF1	-0.3712
FCF1	0.247333333333333
LRRC49	0.17925
GUCY1B2	-2.7615
C1orf177	-0.0528333333333333
SMARCA4	-0.762357142857143
LRP8	-3.11483333333333
TAGLN3	-1.1085
MRPL14	-0.06575
TTRAP	-0.1415
ZDHHC20	-0.251
NFE2L3	-1.707
KIAA1377	-0.107125
PALMD	1.2545
TMEM43	-0.4565
TTL	-1.194375
STAT5B	-1.38616666666667
SSB	-0.723125
OR10H5	0.451
SLC22A13	-0.18725
AKAP3	-0.6035
TIMM23	-0.0571666666666667
OAS2	1.44933333333333
KIAA0423	0.98425
TRIM11	-0.00366666666666667
GLIS3	-0.36075
TMEM50B	0.3575
ARHGEF4	-2.267
DEGS1	-0.276090909090909
TBL1XR1	0.650333333333333
G6PD	-2.13125
SP140	0.287
MUC17	-0.0669285714285715
NUDC	-0.4069
DNAJC5B	2.927
SCARA3	-1.1105
CPA3	4.163
BCAT2	0.151875
MFN1	-0.2319
NRG3	0.157
SNX11	0.51
PLEKHH1	0.0906666666666667
GPR177	-2.19933333333333
HCFC2	0.07725
TCAP	-0.428
MOCOS	-2.17575
C14orf93	0.23625
PRDM10	1.05866666666667
SLC16A4	-1.23233333333333
SRGAP1	-0.1315
VIP	0.9005
DUSP27	1.7755
LILRA1	1.2972
MC2R	0.076
MGC24103	-2.211
MBTD1	-1.3125
FUT11	-0.6555
USP33	0.3207
C15orf39	-1.496
MAP3K12	0.221375
PAAF1	-0.567833333333333
BARHL1	-0.731
FLJ16165	-0.3395
PIWIL2	-3.8165
SYNE1	-0.0005
CMTM4	0.254
TSPYL1	-0.4132
GUF1	0.1035
TMEM157	2.226
WDR44	-0.024
HIST1H3C	-0.76475
DKFZp666G057	0.71
RNPEP	0.4695
GAS2L2	-0.0331666666666666
ADH4	-5.0325
GRPR	2.84683333333333
FBXL17	1.04725
ZBTB10	0.202583333333333
Gcom1	0.199277777777778
HTRA1	1.2437
ZNF585A	0.678666666666667
SLC26A2	0.187571428571429
OTOP3	0.130166666666667
WISP1	0.819666666666667
ATP2B4	-1.315
FLJ10769	1.14725
CRAMP1L	0.0505
CHST12	-0.8605
RAB22A	0.6155
TARDBP	-0.00271428571428571
STAU1	0.6365
CRB3	1.95616666666667
MIG7	-2.457
CHMP1A	-0.612833333333333
ZNF160	0.00925000000000001
B3GALT6	0.465
BARX1	-2.16066666666667
C6orf167	-1.994375
NXNL1	0.0585
DHX29	1.126125
HADHB	0.11325
PLXNB2	1.387375
ILDR1	-0.6995
SLC15A3	2.7995
GAS2	-3.6195
C20orf69	0.31875
NUMB	-0.13675
TNIP1	0.056125
MESP1	0.856333333333333
PSKH1	-0.35175
NSFL1C	-0.290375
RHOG	0.1425
HEY1	-2.68683333333333
KNG1	-1.701
ITGAX	1.9659
LIN9	-0.571666666666667
CANT1	1.035125
XRN1	-0.130857142857143
CCDC96	1.1699
HEATR6	-1.02783333333333
GNG7	1.36383333333333
RUNX2	0.28875
SOX1	0.439
FCRL5	0.2722
ZNF99	0.31825
FAM9A	0.1125
SNX22	0.3395
MBNL3	-2.01966666666667
ODC1	-1.4699
ADORA2B	-3.772
NR2F6	0.767
ZFYVE16	0.936833333333333
SYNJ2BP	0.6054
POLE	-1.088
E2F2	-0.905875
THRA	0.0228333333333333
PTGES2	-0.676166666666667
HIP1R	-0.078
TMUB1	-0.0876666666666667
ENO3	-2.217
RSPH10B	0.274
CXorf39	0.515125
IRGC	0.13775
GPR109B	-1.42125
FLJ13305	0.0375
LCE3A	-0.538
TNFRSF18	0.535833333333333
DET1	0.41225
TRPM3	-0.13675
C16orf79	-0.7345
FECH	-0.783333333333333
RAP2A	0.627833333333333
CRIP1	3.98283333333333
AZIN1	0.685625
SLC7A7	4.018
IL10RA	1.3049
TMEM64	-1.9975
CDC42EP4	0.9012
C16orf58	0.0117
ARG2	-2.79025
POU5F1P4	-4.09725
FAM62B	-0.51675
DNAH8	-1.7697
ASH2L	-0.7795
TSLP	-3.77466666666667
CNTNAP5	-0.2835
TMEM16C	-0.574
IFNA14	0.6325
SLC1A3	0.609125
CABYR	1.534
BCL7B	-0.0924
NUDT13	-0.8855
C13orf28	-0.38875
C1orf53	0.6475
ARL6IP4	0.4096
RPL35A	-0.426
EMR3	0.754
RAB40C	0.484333333333333
SLC41A1	-0.377666666666667
LRCH1	-0.31825
LY6G5B	-2.03
FAM124A	-0.159785714285714
MGC10981	-4.36533333333333
CLIP3	0.384
MAP4K2	0.597166666666667
CHIC1	0.759
SULF1	2.44483333333333
C20orf30	0.462428571428572
PRDM5	-0.7955
ELOVL1	0.262
C11orf48	-0.48125
SLC39A10	-0.2715
KCNV1	-0.0433333333333333
ACP1	-0.745
ZMYM2	-0.47075
B3GNT6	0.0025
C9orf69	-0.11575
C2orf15	1.86475
C20orf166	0.3
HSP90AA6P	-1.0665
EDG7	-1.0145
NEURL	2.8725
LPL	0.823
CLEC2D	0.386642857142857
GRRP1	1.47383333333333
CD8B	-3.5071
HIST1H3D	-2.415
SLC6A12	0.878875
FAM27L	-0.3725
CD84	2.1749
RASA1	0.199
PHKG1	-0.634
MAGEA11	-1.301
IMPA1	0.4454
NPM3	-1.34275
RARRES1	0.2755
SH3BP1	0.281875
B3GNTL1	0.0255
ARPC5L	-0.492666666666667
KLHL26	0.68075
SIM2	1.192
GJC1	0.451
C20orf194	-0.01675
EXO1	-2.31
SLC2A2	-2.25616666666667
LOC285074	-0.65675
LRG1	3.23375
KIRREL	-0.3025
PIK3R1	1.78692857142857
C4orf34	1.78025
MAF	-1.02516666666667
ADCY4	3.53983333333333
ZMIZ2	0.5923
SLC46A3	1.376
STAMBP	-0.208166666666667
CCDC16	0.2355
MS4A12	0.6085
TCF20	0.7945
LRRC46	1.3245
C20orf152	2.3935
MRPS6	-1.1595
ABCB11	0.198
KCNC2	0.0278333333333333
CDH19	-2.96616666666667
C9orf123	-0.093
SSH3	1.150125
LDLRAD1	-2.3305
CCBE1	-0.35425
ZNF135	1.729125
TAAR1	-0.668
WFDC12	-0.476
CCDC42	-0.0745
FLJ12529	-0.21825
PER1	-0.885166666666667
TIMM50	-0.669666666666667
SMARCAD1	-0.182666666666667
FAM26C	-0.0785
TP53TG3	-0.5135
SH3RF1	2.2589
LMCD1	1.38875
GPR63	-0.4715
FLJ21986	-1.992
AIFM3	0.88825
MICAL1	0.180833333333333
BLZF1	0.409333333333333
IQCA	-0.679333333333333
PCDHGC3	-1.5335
SAC	0.185
BCL6B	2.44483333333333
DDO	-0.3975
MARCO	0.522
DCHS1	0.8318
C1orf170	-0.641166666666667
CD200R1	0.891833333333333
C22orf15	-0.51
SEPT11	-0.716666666666667
ADNP	1.012
UST	-1.2644
C13orf34	-1.4015
RFFL	0.305428571428571
APBA3	-0.102
C2orf60	-0.737125
CUTL1	0.042
PMS1	-0.986875
ZNF689	-0.342
EIF3E	0.814833333333333
IL9	-0.0241666666666667
RPL31	-0.01875
LY9	0.529
ATP2B3	-0.13325
KDELR2	-0.265958333333333
TFCP2	0.8135
NLRP12	0.605375
FLJ45422	-0.644
TLE4	-1.7125
ZNF570	0.112
FLJ43806	-0.2215
TLK2	-0.442625
CIR	0.60975
MARS2	-0.049
COL24A1	-0.20225
SDF2L1	0.4445
HIBADH	-0.507166666666667
IGFBP3	-1.96921428571429
C12orf23	-0.12275
PSPC1	0.03575
C20orf43	0.327
TRAV20	0.2175
ARHGAP24	0.78375
KIAA1975	-0.929125
C1QA	3.4424
DNTT	-4.68833333333333
C10orf6	0.0553333333333333
C11orf41	-1.262125
HNRPF	0.426625
COL11A1	2.192
UBAP2	-0.463833333333333
CDKN2AIPNL	-0.323
C20orf174	1.8055
SPRED2	0.88025
PLA2G12A	0.951666666666667
ICEBERG	-1.30983333333333
SCN10A	0.685
C11orf65	-0.57975
GBP5	4.512
PITPNC1	-1.656
POU3F3	1.263
NCOA7	-1.17325
LIN7C	-0.3147
LOC348840	-0.815
NKX2-2	-0.94625
ANKRD13D	0.45475
LOC123688	-0.44975
FUT2	0.634666666666667
TAAR8	0.3435
FZD4	0.0844166666666667
PNMA3	0.277666666666667
OR4L1	-0.075
WIT1	-2.68475
EXOC3L	1.4215
ATPBD4	0.1538
KRBA1	-0.45475
UBXD6	1.60175
HOXB7	-1.17642857142857
C7orf23	-0.725
UNQ338	-0.74375
STAB2	0.246
CDC20B	0.1435
IRF9	0.859
CENTG1	-0.09025
TNPO2	-0.71925
MCPH1	-0.387875
BMS1P5	-1.0645
SLC26A7	0.815
HIST1H3J	-0.01725
C9orf3	0.5838
LBH	0.97575
MYO1D	0.227125
PTDSS2	0.82125
NFU1	0.76975
DEPDC4	-0.95225
WNT7B	1.6582
GLP2R	-0.273833333333333
SETD4	-0.2915
DYNLT3	-0.2155
FKBP11	0.159833333333333
SESTD1	1.24533333333333
FLII	-0.09175
RPS16	-0.4204
CHPF	-0.375333333333333
CSNK2A1	-0.280666666666667
SUMO1P1	-0.01225
FKBP6	-0.4785
ZNF214	1.931
TWIST1	-1.01466666666667
DDX56	-0.579
TRAM1L1	2.7176
EPO	-3.27583333333333
MRPS18B	-0.27125
ZNF682	-0.0233333333333333
RPL14	-0.00349999999999999
MAFF	-0.44625
LOC51136	-0.5555
LY96	-0.23375
DDX20	-0.32625
ABTB1	0.797666666666667
ARL5A	-0.1231
CCT6A	-0.873
HEPACAM	-1.35183333333333
EHHADH	-0.737833333333333
RBAK	-0.0853333333333333
CGB1	0.06925
ITGB5	-0.3935
YIPF3	0.12875
FKBP2	1.0505
NR1D1	-0.1264
TMEM110	0.464
NEK2	-1.34966666666667
PRAMEF8	-3.1915
C20orf52	0.835833333333333
PCDHGA3	-1.5255
VWA3B	0.00575000000000001
NDUFA5	0.269875
THAP9	-0.20875
FLVCR2	0.0958333333333333
AP1S1	-1.199375
SMAD6	-0.35175
SAV1	0.115625
SAT1	0.62475
ZNF251	2.63525
ADAMTS7	0.3559
RPP38	0.03425
C1orf211	-1.6245
YPEL2	1.0294
RBMS1	-0.8585
ZNF445	0.0345
NRXN2	0.119166666666667
PGBD4	-0.03825
UGT2B28	-3.6445
WBSCR16	-0.5868
NLRC3	0.361375
ASTL	0.2525
ST6GALNAC1	-3.25
ZADH2	-0.00387499999999998
MLLT4	1.103
ARL6	0.218333333333333
MEF2C	1.20725
CBFA2T3	-3.1955
AFF3	2.55942857142857
COG7	0.0203333333333333
MYB	1.0625
PLXNA3	0.188
XRCC2	-1.35583333333333
MMS19	-0.521625
ST8SIA5	-0.222125
CHPT1	2.43733333333333
KIAA1712	0.541625
OR6X1	0.4915
ACTR3	-0.305
UGCG	1.9885
OR4P4	0.285
ZAP70	-3.218
LPP	0.71
ZNF485	1.25675
PTPRCAP	-0.479
IL12RB1	0.396
ATRX	-0.2083
CHST8	0.992125
C14orf109	0.0405
ARV1	0.529
NMB	-1.47257142857143
COX5A	-0.482333333333333
EIF6	0.64825
MPPED2	0.0645
SEMG1	-1.624
CHRDL1	-0.4855
TRAF3IP2	0.4895
WNK2	0.253625
LILRA4	1.75633333333333
LAMA2	3.4575
PXT1	-0.662
RLBP1	-2.57325
CD300C	0.942
SLTM	0.276
FLJ10404	0.1384375
APOBEC3D	-0.889833333333333
RENBP	0.539
ATXN7L1	-0.026875
NID1	-0.09525
TUBGCP3	-0.335875
ITIH5	0.246666666666667
CCDC110	2.91375
C8A	-3.197
MGC87042	-1.7215
HOXC13	0.43725
TFDP2	-1.428
HCP5	0.637875
POLI	0.383
UCN	-0.308
ZNF764	0.143833333333333
C8orf45	1.541
FHL3	-0.9965
SPATA5L1	-0.48875
MMRN2	2.70716666666667
NDST1	0.850333333333333
COL20A1	-0.1815
ZNF248	-0.633666666666667
PELP1	-0.887166666666667
MBL2	-2.4525
RNF41	0.47775
C5orf24	0.77125
THOC5	-0.46225
SERINC3	0.811166666666667
RP11-151A6.2	-0.64375
CDCP2	0.19925
HIST1H2AA	0.2395
C11orf75	-0.818833333333333
FKBP7	-0.973
DDOST	0.06475
GPNMB	0.633166666666667
TTF2	-1.37083333333333
KCNT1	-0.1465
SLC39A14	-1.031625
NGRN	0.22
GPR137B	1.418
MECP2	0.113625
PSMA1	-0.672
C16orf73	-5.28775
TMEM60	-0.446833333333333
CSN3	-0.1585
NOS1	0.2325
RAB7L1	-0.295333333333333
YBX2	-0.3285
KIAA1166	-1.261125
FUBP3	0.0775
ABCG1	2.2815
ACACA	-0.515166666666667
ARL11	0.7923
ATOH1	0.824
ODF1	0.144833333333333
CREB3L3	-1.21766666666667
TMEM127	1.06878571428571
DSCAML1	1.859
PLN	2.20416666666667
LYPLA1	1.07816666666667
PRDM9	-1.75225
SASP	0.3775
PLUNC	-0.208166666666667
INTU	0.89525
HISPPD1	0.33725
LNPEP	0.148666666666667
YARS2	-0.289333333333333
APCDD1L	-2.3065
ZCCHC4	-0.529
FBXO22	-0.383166666666667
TTLL13	-0.071
ZNF669	-0.695166666666667
PTGDR	1.20425
DDX27	0.7425
KIAA0409	-0.487666666666667
GJB6	0.1035
ASB8	1.1605
PLP2	0.460166666666667
MEPE	0.46325
OR10J5	-0.2505
KRT222P	0.51825
COQ7	0.2325
C1orf101	0.843
RERG	3.8285
CHMP5	0.6805
THAP11	-0.320875
ZNF43	0.0321666666666667
ZRANB3	-0.495333333333333
KRT13	4.565375
MRPL19	-0.711875
RBBP9	0.1525
SPATA17	0.707625
BXDC5	0.0848333333333333
PAFAH1B1	-1.3465
MAGEE1	0.51325
OSTF1	0.1445
KIAA0323	0.153083333333333
TXNDC13	-0.2995
CNTN4	3.685
LCE1B	0.1195
UNQ501	1.6405
ZNF154	0.29675
C3orf64	-0.19175
SYT5	-0.0221
PON1	-0.442166666666667
FLJ10357	-0.115
ATP4A	-0.5435
GNPDA1	0.214666666666667
MGAT1	0.854666666666667
C14orf121	-0.22675
SLC35B2	-0.02925
MIER3	0.902166666666667
CHEK1	-1.318875
ZNF8	-0.226166666666667
TXNDC1	-0.588166666666667
CKB	-1.3115
RTN3	1.07121428571429
FZD2	-0.625666666666667
PART1	0.261125
PSMB6	-0.9505
PCDHB8	-1.806
PHC3	0.1434
PPP1R8	-0.2195
NOVA2	1.528
TNFRSF11B	-4.3355
GOLPH3	1.3935
UBLCP1	-0.1345
SUHW3	-1.10975
TTLL1	1.84225
OPN4	0.2335
OR13G1	0.186
ZPBP2	0.199
HSD17B11	-1.885625
C9orf50	0.332
DHDDS	-0.0352142857142857
CTSW	0.2376
NEFM	-2.18916666666667
MRPL28	-0.26925
SYN1	0.795166666666667
PIGV	0.330666666666667
ZIM2	0.086
APBB1	0.719
SND1	0.09075
C1orf123	-0.056
CHD3	-0.27775
BHLHB8	0.20675
RNASE2	1.029
BCAP31	0.3605
SLC25A44	0.207166666666667
CHD6	0.527
PIB5PA	4.01138461538461
SELS	0.5225
LOC541471	-1.60825
FAT2	-0.00599999999999998
ZNF81	0.255
OR4C16	0.1625
FLJ10081	0.8605
LRRC4	0.86675
CS	-0.567666666666667
N4BP2	0.330125
IGFBP7	1.57025
ZNF318	0.09525
NDNL2	0.919125
ZNF609	0.689125
SIRT4	0.16975
EXOSC10	0.09625
ECE2	-0.0675833333333333
OVGP1	1.89225
GTPBP3	-0.43175
PACS2	0.6352
C19orf36	-0.0113333333333333
ARL4C	-1.081625
ATG4B	-0.17925
UBQLNL	-0.6185
RHOXF2B	-4.6765
PLEKHG2	-0.937
GALR1	-1.2535
AQP4	0.0991666666666667
HDAC7A	0.269333333333333
DCUN1D3	-0.112
OR8A1	0.1505
CCRN4L	0.154125
CBR4	0.0166666666666667
KIFC1	-1.857
SLC7A14	-1.319
LHX5	-1.2555
TRPC7	-0.6335
LPXN	-0.05325
SERPINA1	-2.88625
RPS13	-0.5147
BPIL3	0.00750000000000001
PRKAA1	-3.28625
FADS2	-1.5064
ENAH	-0.26225
PRO1768	0.4585
APBA2BP	0.5765
LIPH	1.462
C3orf33	-1.8195
RCC2	-0.0846428571428571
ALDH1A2	-3.1122
RNF103	1.64675
AHCY	0.655
ALG12	1.283
CCL17	0.1285
ZNF543	1.21866666666667
