Hybridization REF	TCGA-BH-A0DV-11A-22R-A12P-07
NR4A2	0.714333333333333
PPCS	0.786
LONP1	-0.79025
SCYL3	0.87375
HERC2P2	0.0983333333333333
FIBCD1	-0.161
C15orf41	-0.418
DMC1	-0.845333333333333
C20orf27	-0.982
RPS6KA5	1.7395
FAHD1	-1.15733333333333
SLC12A4	0.6225
BRCA1	-2.41033333333333
GBL	0.572
SLK	-0.466333333333333
NUDT9P1	0.754
NOXO1	0.5025
USP52	0.04025
BAZ1B	-0.405875
SLCO2B1	1.544
BBS12	1.23483333333333
LRGUK	-1.30966666666667
TERF2IP	0.37225
COL1A1	-0.5795
KIAA0090	-0.1825
GRK5	-0.100833333333333
AP1S2	-1.8448
TMEM52	0.0391666666666667
CA11	1.009375
OR4A15	0.170666666666667
ACBD3	0.0741
SPAG11B	0.111125
PRDM2	0.8896
FOXP3	0.03525
SMYD3	-1.0224
LOC389199	1.039
LGI2	-2.43633333333333
NAPE-PLD	-0.2908
ANKRD6	1.7195
WDR45	0.692666666666667
SHROOM1	-1.2655
PSCD3	-0.4935
PYY	0.4375
KCNC1	1.2365
ARHGEF9	0.5423
OR8J1	-0.11275
GPR55	-0.2685
NS3BP	-0.408
C10orf22	0.434
NAT8L	-2.1025
DUSP4	1.041
FOXM1	-3.68633333333333
GRAMD2	2.8201
ZBTB48	0.802
BUD31	-0.479
PABPC5	0.804
CCDC41	-1.43725
FBXO11	-0.0385
C6orf148	0.0975
RFXAP	-0.7515
C6orf15	1.26483333333333
CDK8	-1.29166666666667
C6orf70	0.326125
TESSP2	0.267
ALG2	-0.283
PPP1R3D	0.48325
TPM3	-1.25894444444444
SYT13	0.036
EPB42	-1.332
CETN3	-0.52
PRY	-0.599
NTHL1	-0.0478333333333333
POLR2B	0.397
RPS28	0.979916666666667
P2RX3	-0.25775
LYZL4	-0.34775
WBP4	0.3811
PMM1	-0.11175
C11orf79	0.54825
CBLL1	-0.98325
IL1F10	0.896666666666667
VAX2	0.2125
SETDB1	0.6745
LRAP	-0.136166666666667
GCLM	-0.187666666666667
CPEB3	2.44925
PPM1A	0.09675
INTS1	-0.21025
CAMTA1	1.45983333333333
SAMSN1	-3.0225
LOC158830	-1.99166666666667
GMPPA	-0.380375
AIPL1	0.4785
IL24	-0.338
BDKRB1	-2.77
MLF1	0.7647
TAF12	-0.60425
ID1	-2.703875
THADA	-0.177125
PIK3CB	-0.97475
OR4N5	1.1455
TBC1D17	0.264833333333333
COX8A	-1.39475
CDCA4	-1.141
C2orf44	-0.41125
ZNF534	-0.93825
IMMP1L	0.151
NIPSNAP3B	1.0435
FTMT	1.916625
PWP2	-0.725833333333333
MMP15	-1.0922
DNAH11	-1.62
MTMR14	-0.111875
DNAL4	1.79675
IPP	0.557
TMEM59	0.721875
C1orf157	0.5105
RGS4	-2.193
DDX18	-0.719333333333333
SNX6	-0.11125
ZNHIT2	0.228666666666667
NCDN	0.0183333333333333
FLJ33534	0.97475
RAG1	-1.609125
OR4D10	0.288
PTPN5	-0.8695
POMT1	-0.00862500000000001
LRRC8A	-0.024
CYP1A1	-1.40425
CAPN1	0.406666666666667
DDHD2	-0.610125
GRIK2	-0.50725
GNRHR	-0.12875
PPBP	1.12275
HTR3A	-1.507125
SLITRK4	0.30825
ANKRD49	0.2105
BTF3	0.2893
SARS	-0.18
C13orf18	1.03216666666667
CACNB1	-0.190142857142857
QKI	0.349909090909091
SETMAR	1.53
MAN2B1	0.156166666666667
EML3	-0.091
ACADL	1.48366666666667
OFD1	0.647
DEFB114	0.846
CGA	-4.1277
PEX16	0.721
LRRC10	-0.5675
GNG12	-0.373
C1orf152	-1.20983333333333
CHRM1	0.3925
CD53	0.14275
DBH	-0.69075
TFAP2B	2.596625
HIST1H2BJ	-1.129
FAM46D	0.5425
TMEM11	-0.19675
C3orf32	-2.64075
PCCB	-0.975
IPO13	-0.18625
C6orf105	-2.53525
COMMD5	-0.19775
SUV420H1	0.4496
LTBR	1.10775
ARHGAP15	-0.673375
HDHD2	-0.01475
TDRKH	-1.13216666666667
LOC401052	1.2575
PSG4	-0.6465
GNB4	-1.2927
SPATA4	2.562
SLC9A3	0.0165
OSBP	0.579833333333333
NBPF3	0.0633333333333333
DOCK11	-1.126
SLC39A5	-1.4955
PRR5	1.0522
C10orf63	0.34325
SMTNL2	-0.85675
ADRA1A	0.64675
ASAH1	0.9827
DOM3Z	0.2855
GIPR	0.573666666666667
AHI1	-0.282833333333333
NADSYN1	-0.436666666666667
RGS14	0.2156
IL18BP	0.2336
RTN4RL1	1.24941666666667
ARMC6	-0.02975
PSMD5	-0.665
HK3	0.2762
OR4S1	0.84575
RSU1	0.7781
MAD2L1	-2.81511111111111
EIF4A3	-1.0815
DLEC1	0.3125
E4F1	0.626833333333333
CHMP2B	0.5574
CAMSAP1	-0.10975
RPS21	0.0706666666666667
ARID5A	2.24675
UBE2N	-0.4625
IGSF8	0.428666666666667
MAGEB6	-1.044
ACAD11	-0.6203
MGC4172	-0.05475
LMO4	1.157
KLKB1	-0.21425
HP	-1.4725
HDAC3	0.14625
SCHIP1	1.8905
CLCA1	0.6465
OLFML2A	1.59925
C1orf112	-2.1485
KIF19	1.08508333333333
HAPLN4	0.6045
CXCR7	-2.45
GOT2	-0.935
RAB38	-0.531875
DCX	3.50575
PPM1H	-0.180083333333333
NFYC	0.868416666666667
KIN	0.634125
ZNF228	1.31275
PLSCR4	2.631
HIG2	-1.95325
FAM79B	4.7445
C21orf86	-0.78
KCNK10	-0.40225
ZNF738	-0.365875
FSTL5	-1.5335
OR6A2	-0.1465
OTOA	0.847333333333333
EXOC1	0.38525
AHRR	-3.815375
PDAP1	-0.723416666666667
C19orf6	-0.0575
ZAN	0.0785
LY6G6E	0.318
EIF4E2	-0.76075
C20orf198	0.108
ZNF324	1.03325
CYP3A5	-3.59016666666667
ENTPD7	-0.913
MBOAT5	0.738333333333333
GJB5	1.44025
TTC13	-1.408
S100Z	-1.86
KIAA0664	0.4775
PDGFRB	1.07808333333333
IL17D	-1.3055
OR56B4	0.061
RDX	-1.39533333333333
SLC34A3	0.5185
IL28B	0.339
JUND	1.525
CHRNB1	0.2225
CAMK2B	2.348
FETUB	-0.5385
CXorf23	0.9315
MRTO4	-0.570875
TTC3	0.2669
NDUFB8	-1.024
EDG2	-0.511
SEMA3G	2.456
IL23A	-1.948
GRHL1	2.74
LOC441054	-1.028
WDR65	1.09185714285714
PSTK	0.2415
STOML3	0.523666666666667
R3HDM2	0.1537
C5	-2.4325
SLC2A10	0.242666666666667
C3orf22	0.24675
PAQR3	-1.20946153846154
ANKRD26	-0.331666666666667
HCRTR1	-0.49
LOC399947	-0.4115
PSD2	2.85625
TIGD2	1.53616666666667
SCRN1	-1.84725
COQ10A	-0.76625
DDI2	-0.0945
METTL7B	-0.847666666666667
UCN2	0.8205
FAM92A3	-1.121
WDR16	0.4575
ZNF511	-0.00916666666666667
ZMYM5	-0.237
POLR3G	-2.41375
ZNF586	0.72925
C1orf49	-0.377166666666667
TANK	2.00416666666667
RCAN1	3.39816666666667
PELI3	1.47316666666667
LIMD2	-0.829583333333333
TMEM189	-1.65
NTN4	2.33425
LOC151300	-0.2265
CLEC2A	-0.8985
GPR135	0.00387500000000002
DPYSL4	-1.3231
JAK2	-1.04483333333333
TSHZ1	0.662666666666667
TM9SF4	-0.91575
ZNF264	0.884833333333333
SIRPG	1.40375
BICD1	-0.073
HERC6	1.76316666666667
METTL5	-0.7025
CASP1	1.8635
PRRT1	-0.562666666666667
PLA2G4C	1.31083333333333
ICA1L	-0.203285714285714
TPTE2	0.354166666666667
OTUD7A	1.7435
AQP11	-2.19925
APOA2	-3.9537
KALRN	-0.5156
SECTM1	-0.643416666666667
IFNAR1	0.35325
TALDO1	-0.816625
RAB11FIP4	-0.6105
EIF5A	-1.2155
FAM49A	1.788
NEGR1	-0.5105
YTHDC2	-0.367375
EHD2	-0.427125
NCF1	0.8819
SCRT2	1.73
HOXA5	2.5825
NUP133	-0.19275
FGF12	-0.1508125
SLMO2	-0.93825
SNTA1	-0.104125
CACNG2	0.1575
GCM1	-0.142875
ELF1	0.608166666666667
TLR5	3.1
TCFL5	-1.86941666666667
RBMY2FP	-0.764
LOC100125556	0.121125
FAM129B	0.394
MAP3K7IP1	0.39325
NCK2	1.1015
OXA1L	0.02625
FMO9P	0.3015
ZSCAN12	0.7525
PSMD12	-0.863333333333333
HSCB	0.1405
CLDN10	-2.99275
MGC13053	-0.68675
HPCAL4	-0.928666666666667
ASZ1	-0.297
MEX3D	0.218166666666667
NFAT5	0.4473
CSPG4LYP1	-0.0535
FBXO3	0.7061
DVL1	-0.0543333333333333
CMKLR1	0.820833333333333
TYMS	-4.26625
PEF1	1.35325
ZNF750	2.44683333333333
MCM5	-0.1829
MEGF11	-1.171
KCNK7	0.4015
PTP4A3	0.203
C1QTNF2	-2.2135
OR6S1	-0.2445
FAM122B	-2.2615
ZNF551	-0.03725
HBQ1	-2.412
GEMIN6	-1.27725
ARSK	0.10575
RBP7	4.05283333333333
CPNE9	0.419
DSC1	3.77
LOC730112	0.736
MAP2K4	0.52725
HS3ST5	-1.8805
EPB41L3	-2.1105
TEKT2	1.649
CDKN2B	-1.40158333333333
ZNF480	-1.4325
MAP3K6	1.0813
MAP6	1.88866666666667
HN1	-1.781
OR2L13	0.6515
SLC16A11	1.30075
FAM96A	-1.31225
APOL1	-0.28825
C5orf32	-1.003
RTP1	-0.5295
RNF175	0.5025
ZBTB41	0.5855
AHCTF1	-0.2839
SAE2	-0.6792
ITGA2	1.5295
MME	2.76816666666667
CCDC14	-0.17775
MAST4	1.239
KRT33B	-0.479
KCTD2	0.500833333333333
WDR26	-0.30175
MFI2	1.097125
NR4A3	-0.0168571428571429
ARSA	0.56325
UNKL	0.558833333333333
SULT6B1	0.133
CCNA2	-4.11366666666667
SOX15	0.63
PPAPDC1B	-0.211583333333333
C19orf44	0.652
MCAT	1.22725
ARID1B	0.084125
OR52N1	0.1425
C12orf48	-2.45375
MAGI1	0.754
NIPA2	-1.38425
GBX2	-2.18675
RSHL3	0.51925
RAVER1	0.223666666666667
C15orf17	1.20075
SLC30A2	1.273125
ZNF518	0.04425
PCYT1B	0.32825
C10orf114	-1.9005
EIF3H	0.227583333333333
SLC25A39	-0.992166666666667
KIF1B	0.587375
AMOTL2	1.0225
C6orf120	0.318625
PSRC1	-2.15875
PLA2G10	-0.63975
KIF5C	0.616125
MRPL37	-0.869
C17orf62	-0.0676666666666667
C9orf135	-0.963833333333333
DUSP10	0.2447
CLCNKB	0.2835
PSMA5	-1.5455
C8orf53	0.4265
AMPD3	0.391166666666667
PIAS1	0.09175
ADCYAP1R1	-0.4515
GYLTL1B	2.06225
CDH20	-0.0956666666666667
FBXO7	-0.277
TMEM134	0.993666666666667
FLJ14213	0.311333333333333
ZNF3	0.19575
LRRFIP1	0.36175
CNOT2	0.3675
ABI3	1.98575
ALDH5A1	-0.478833333333333
HNT	1.0264
SERPINA4	-2.09475
TK2	0.5425
STMN1	-2.399
GUCA2A	-1.12333333333333
GALNT10	-0.461428571428571
DPP6	-0.58995
C9orf93	0.424875
PRELID2	-0.1995
STK39	-1.05175
SFTPA1	-1.5595
CKS2	-2.634
RHO	0.430625
C20orf135	-0.18175
XKR3	-2.4355
CR1	-0.128875
RPS6KA2	0.0457142857142857
C20orf112	0.08775
MRPL22	-0.078
C4orf23	1.26283333333333
GADD45B	1.311
KLHDC1	2.15216666666667
C2orf48	-1.392
ZNF287	1.5645
DAAM2	-0.454
DPPA2	-3.17666666666667
TCTN3	-0.2175
DNAJB11	-0.66325
FPR1	2.054
DEFB4	-0.5065
PTCD2	-0.3134
SMOC2	4.8705
CABP7	0.8605
SERPINB11	0.54225
MAGEF1	-0.0155
NDE1	-0.149
ITGA10	0.5395
FSHB	0.14
ANXA2	-0.189125
HORMAD2	-0.237
HLCS	-0.1295
MCF2L	1.51483333333333
FH	-0.32475
TBC1D24	0.0255
KIAA1505	0.79925
LGALS2	-0.924
CNBD1	0.058
SYNPO2L	-0.323
PTPN23	-0.095
C1orf183	-0.22
MAGEA8	-4.1335
DGCR8	-1.155
GSR	-1.57775
PAQR7	0.42525
ZNF676	-0.58125
CACNA1C	1.0628
SP7	-0.925
PDCD6	-0.61275
NRN1L	-0.012
BRI3BP	-1.88983333333333
KIAA1183	1.33725
ASB4	-0.06675
CCL23	2.0791
OBSL1	0.918875
SLC12A7	0.68425
KIAA0240	1.6675
CD1B	-3.908
FCGR2A	-0.32025
MDC1	-1.00375
HTR1A	-0.1755
OCEL1	-0.12575
ATP11B	-0.8798125
FBXO34	0.153333333333333
PCDH12	2.43966666666667
RPE	-0.93425
C17orf74	-0.4095
CSDC2	0.290833333333333
PET112L	0.125
TMBIM1	1.190375
P2RXL1	-0.029
TCHP	-0.815
TRMT1	-0.518833333333333
F2RL2	-1.34758333333333
LRRC32	1.51733333333333
IMPG2	0.4195
BGLAP	-0.36825
LOC493869	-2.74841666666667
MRAS	2.528
SLC35F5	-0.55175
CBWD1	-0.183
AXL	-2.13725
ATP2C2	0.4515
TELO2	-0.51225
PNPLA3	-4.64775
PCDHB14	1.67425
CD276	-0.7655
KRT80	-1.18925
DUSP28	-0.279
CSNK1E	0.628333333333333
SRP14	0.825
KCNQ4	0.061
KRT72	0.109
CCDC117	-0.75475
C6orf89	0.258444444444444
TUBB2B	-2.32383333333333
RTN4IP1	-0.8095
CR1L	-3.99166666666667
CEND1	0.54825
C12orf41	0.837333333333333
RNF31	-0.03075
UBN1	-0.561166666666667
C17orf32	0.2635
SLC5A7	0.1405
GPR92	0.489
ESAM	1.9304
CTNNA1	0.63075
HRBL	0.2056
CBX4	-0.48575
TMEM182	0.61975
SH3TC2	-0.0518333333333333
IL10	-0.2995
PXMP4	-0.5245
RNF167	-0.3934
PAK7	5.09933333333333
ETV3	-0.2355
ATPIF1	-1.02083333333333
LOC554207	-2.1865
OR8H1	-0.7685
WDFY3	0.776875
DPM1	-0.47925
GPSM1	-0.428
WDR92	-0.1523
LRP1	0.412
ANKH	-1.575625
THUMPD3	-1.0045
POLR1B	-1.079
OLFM4	6.3735
RAD9B	0.541
TSPY2	-4.3645
PAX6	-1.94666666666667
SCG2	-4.632
SLC17A6	-0.08275
FMO3	2.13725
PADI4	-0.341
TUBB4	-0.608
NLK	-1.99925
POU4F3	0.584
SDF4	-0.47525
ITGBL1	1.73316666666667
NETO1	-2.25625
TAP2	-0.3005
ABBA-1	0.2625
GNAI1	0.5705
VPS4B	0.8335
NOPE	-0.6436
GALNT6	1.34716666666667
SESN1	1.893
GBE1	-2.09711111111111
CLASP1	-0.39725
RASGEF1B	0.89525
ACOT11	-0.206357142857143
AFAP1	0.577
OR2H2	0.2305
DPY19L2P1	-0.53875
DZIP1	-1.97625
SEC22C	-0.734416666666667
GPR161	-0.0910833333333333
RNF146	0.85275
WDR74	0.056125
GALP	-2.622
PURA	1.54925
DNPEP	0.869416666666667
RP11-78J21.1	0.15025
ERBB2	1.438625
FANCM	-0.40225
NEO1	-0.0815
DDX3Y	-4.6066
RPS3A	1.46325
MXRA7	0.183928571428571
LGALS3	-0.806666666666667
GLT8D1	-0.13075
CFL2	-0.799833333333333
UPB1	0.18325
NAP1L5	0.808125
CLDN14	-3.18625
DHX38	0.90875
BTBD1	-0.779
TARS2	-0.352333333333333
ABCF1	-0.5754
FCF1	0.37
LRRC49	0.385
GUCY1B2	-2.8155
C1orf177	-0.0591666666666667
SMARCA4	-0.148642857142857
LRP8	-4.27283333333333
TAGLN3	-0.78825
MRPL14	-1.184
TTRAP	-0.12525
ZDHHC20	-0.47075
NFE2L3	-2.8895
KIAA1377	0.885625
PALMD	2.5595
TMEM43	-0.07
TTL	-1.74975
STAT5B	-0.0376666666666667
SSB	-0.45125
OR10H5	-0.1875
SLC22A13	-1.5565
AKAP3	0.85575
TIMM23	-0.207833333333333
OAS2	0.196333333333333
KIAA0423	1.0615
TRIM11	-0.173666666666667
GLIS3	-0.574375
TMEM50B	0.5965
ARHGEF4	0.68825
DEGS1	0.377454545454545
TBL1XR1	0.332
G6PD	-1.7725
SP140	0.5027
MUC17	-0.088
NUDC	-0.1302
DNAJC5B	0.595333333333333
SCARA3	1.12533333333333
CPA3	3.0785
BCAT2	-0.46475
MFN1	-0.7091
NRG3	0.402
SNX11	-0.015
PLEKHH1	-0.758
GPR177	0.602166666666667
HCFC2	-0.037
TCAP	-1.13125
MOCOS	-2.39625
C14orf93	0.038
PRDM10	-0.264666666666667
SLC16A4	1.42266666666667
SRGAP1	-1.0805
VIP	0.50425
DUSP27	-0.226666666666667
LILRA1	0.4633
MC2R	-0.2015
MGC24103	-2.6905
MBTD1	-0.1165
FUT11	-1.21833333333333
USP33	0.1944
C15orf39	-0.94325
MAP3K12	-0.41775
PAAF1	-1.055
BARHL1	0.413
FLJ16165	-0.842
PIWIL2	-2.91675
SYNE1	0.594166666666667
CMTM4	-0.1815
TSPYL1	1.2698
GUF1	-1.365
TMEM157	1.322
WDR44	-0.03075
HIST1H3C	1.17175
DKFZp666G057	0.723
RNPEP	-0.20925
GAS2L2	1.55383333333333
ADH4	-4.70475
GRPR	2.2105
FBXL17	2.283
ZBTB10	0.432166666666667
Gcom1	0.843555555555556
HTRA1	0.6972
ZNF585A	0.543333333333333
SLC26A2	0.175071428571429
OTOP3	0.115166666666667
WISP1	-1.54166666666667
ATP2B4	-0.897916666666667
FLJ10769	1.1225
CRAMP1L	0.028375
CHST12	-0.916
RAB22A	0.163833333333333
TARDBP	-0.221785714285714
STAU1	-0.90325
CRB3	0.806833333333333
MIG7	-0.37875
CHMP1A	-0.0498333333333333
ZNF160	0.414625
B3GALT6	-0.442375
BARX1	-1.94766666666667
C6orf167	-1.3345
NXNL1	0.438
DHX29	0.109
HADHB	-0.26725
PLXNB2	1.3795
ILDR1	-0.7025
SLC15A3	1.71775
GAS2	-2.47266666666667
C20orf69	-0.225
NUMB	-0.1005
TNIP1	0.16125
MESP1	1.77216666666667
PSKH1	-0.2035
NSFL1C	0.86325
RHOG	-0.505
HEY1	-0.4265
KNG1	-1.96675
ITGAX	0.7367
LIN9	-0.600333333333333
CANT1	0.29325
XRN1	0.147357142857143
CCDC96	0.7601
HEATR6	-0.928666666666667
GNG7	2.22
RUNX2	0.3136875
SOX1	0.567666666666667
FCRL5	0.8219
ZNF99	0.3245
FAM9A	0.153
SNX22	0.089
MBNL3	-1.98883333333333
ODC1	-2.0245
ADORA2B	-1.863
NR2F6	0.32175
ZFYVE16	-0.524666666666667
SYNJ2BP	0.3017
POLE	-0.822625
E2F2	-1.8185
THRA	1.358
PTGES2	-0.666833333333333
HIP1R	0.926166666666667
TMUB1	-1.07166666666667
ENO3	-2.3625
RSPH10B	-0.0045
CXorf39	-0.7395
IRGC	-0.206
GPR109B	0.178
FLJ13305	-0.7185
LCE3A	-0.3925
TNFRSF18	-1.22533333333333
DET1	0.407
TRPM3	0.98575
C16orf79	-0.957
FECH	-0.427833333333333
RAP2A	-0.160833333333333
CRIP1	-0.814166666666667
AZIN1	-0.913375
SLC7A7	1.37725
IL10RA	0.3873
TMEM64	-1.84875
CDC42EP4	1.9679
C16orf58	-0.364
ARG2	-1.9785
POU5F1P4	-4.228
FAM62B	-0.4005
DNAH8	-2.3311
ASH2L	-0.8375
TSLP	1.03616666666667
CNTNAP5	-0.290833333333333
TMEM16C	0.0515
IFNA14	-0.1205
SLC1A3	-0.92625
CABYR	1.87475
BCL7B	-0.4099
NUDT13	-0.8175
C13orf28	0.481333333333333
C1orf53	-0.91
ARL6IP4	0.207
RPL35A	1.173
EMR3	-0.5025
RAB40C	0.411916666666667
SLC41A1	-0.486666666666667
LRCH1	0.104
LY6G5B	-0.375
FAM124A	-0.127142857142857
MGC10981	-3.83033333333333
CLIP3	0.468
MAP4K2	-0.281833333333333
CHIC1	0.593
SULF1	1.1895
C20orf30	-0.403
PRDM5	-0.440375
ELOVL1	1.057
C11orf48	-1.554
SLC39A10	-0.8775
KCNV1	0.24425
ACP1	-0.380333333333333
ZMYM2	-0.054125
B3GNT6	-0.0315
C9orf69	0.4455
C2orf15	0.80425
C20orf166	0.3265
HSP90AA6P	-0.4355
EDG7	-0.324
NEURL	-1.46
LPL	1.4675
CLEC2D	0.0422142857142857
GRRP1	2.2635
CD8B	-1.7463
HIST1H3D	-1.64516666666667
SLC6A12	0.2135
FAM27L	-0.609
CD84	0.7955
RASA1	-0.1255
PHKG1	0.6615
MAGEA11	-0.8975
IMPA1	-0.7369
NPM3	-1.074
RARRES1	3.9005
SH3BP1	0.23575
B3GNTL1	-0.057
ARPC5L	-0.984166666666667
KLHL26	0.68675
SIM2	-2.412
GJC1	0.7805
C20orf194	0.78625
EXO1	-4.1935
SLC2A2	-2.613
LOC285074	0.0525
LRG1	-1.68275
KIRREL	0.302
PIK3R1	3.33071428571429
C4orf34	0.04475
MAF	-0.3525
ADCY4	4.09833333333333
ZMIZ2	0.4222
SLC46A3	0.736333333333333
STAMBP	-0.491666666666667
CCDC16	0.98125
MS4A12	0.0745
TCF20	0.1955
LRRC46	0.008
C20orf152	0.465
MRPS6	-0.7465
ABCB11	-0.372
KCNC2	2.66
CDH19	-2.15633333333333
C9orf123	1.28133333333333
SSH3	1.03875
LDLRAD1	-3.58725
CCBE1	-0.4855
ZNF135	1.542
TAAR1	1.8555
WFDC12	0.359
CCDC42	-0.034
FLJ12529	-0.0475
PER1	2.56783333333333
TIMM50	-0.878833333333333
SMARCAD1	0.353333333333333
FAM26C	-0.0455
TP53TG3	-0.679
SH3RF1	1.3158
LMCD1	1.27175
GPR63	-0.6345
FLJ21986	-2.742125
AIFM3	0.30575
MICAL1	0.270166666666667
BLZF1	0.267
IQCA	3.967
PCDHGC3	-1.264
SAC	0.75075
BCL6B	1.09416666666667
DDO	0.6825
MARCO	3.1295
DCHS1	0.791333333333333
C1orf170	1.227
CD200R1	1.05816666666667
C22orf15	-0.4875
SEPT11	-1.07933333333333
ADNP	-0.18025
UST	0.0106
C13orf34	-1.7345
RFFL	-0.320642857142857
APBA3	-0.5585
C2orf60	-0.313875
CUTL1	-1.1952
PMS1	-0.304375
ZNF689	1.0935
EIF3E	0.8985
IL9	-0.1092
RPL31	0.74775
LY9	0.908666666666667
ATP2B3	0.33825
KDELR2	-0.87475
TFCP2	-0.07875
NLRP12	-0.8795
FLJ45422	0.2765
TLE4	0.4964
ZNF570	0.149
FLJ43806	0.378
TLK2	-0.659375
CIR	1.02225
MARS2	-0.3995
COL24A1	-1.447
SDF2L1	-1.6585
HIBADH	0.0378333333333333
IGFBP3	-1.72921428571429
C12orf23	0.28325
PSPC1	0.52625
C20orf43	0.55325
TRAV20	-0.096
ARHGAP24	1.0705
KIAA1975	0.6865
C1QA	3.0708
DNTT	-4.6945
C10orf6	-0.84475
C11orf41	-0.039875
HNRPF	-0.31375
COL11A1	2.64783333333333
UBAP2	-0.655166666666667
CDKN2AIPNL	-1.12
C20orf174	3.55675
SPRED2	0.29
PLA2G12A	-0.848666666666667
ICEBERG	-1.616
SCN10A	-0.382
C11orf65	-0.0465
GBP5	3.206
PITPNC1	-0.699333333333333
POU3F3	2.203
NCOA7	0.386125
LIN7C	0.1859
LOC348840	-0.816
NKX2-2	-2.17975
ANKRD13D	0.38875
LOC123688	0.80025
FUT2	0.937166666666667
TAAR8	0.244
FZD4	-1.04866666666667
PNMA3	0.265333333333333
OR4L1	0.7445
WIT1	-3.25975
EXOC3L	1.33775
ATPBD4	0.894
KRBA1	0.25975
UBXD6	-1.0195
HOXB7	-1.62785714285714
C7orf23	0.3185
UNQ338	3.068
STAB2	1.39
CDC20B	0.263
IRF9	0.56825
CENTG1	0.171666666666667
TNPO2	-0.44025
MCPH1	0.18075
BMS1P5	-0.32275
SLC26A7	1.30375
HIST1H3J	-0.59
C9orf3	1.2571
LBH	2.0735
MYO1D	0.5385
PTDSS2	0.2185
NFU1	0.39075
DEPDC4	-0.685
WNT7B	-0.7816
GLP2R	0.138333333333333
SETD4	-0.1332
DYNLT3	-1.3206
FKBP11	-0.256
SESTD1	-0.0746666666666667
FLII	0.78475
RPS16	0.8545
CHPF	-0.124
CSNK2A1	-0.517
SUMO1P1	-0.03075
FKBP6	-1.657
ZNF214	1.047
TWIST1	-0.614333333333333
DDX56	-0.289333333333333
TRAM1L1	1.9832
EPO	-3.116
MRPS18B	-0.47275
ZNF682	-0.452166666666667
RPL14	1.00816666666667
MAFF	1.4695
LOC51136	-0.65075
LY96	-1.709
DDX20	-0.5095
ABTB1	1.55783333333333
ARL5A	-0.3372
CCT6A	-1.673
HEPACAM	-0.8605
EHHADH	-0.011
RBAK	0.21
CGB1	1.24775
ITGB5	-0.1841
YIPF3	-0.668
FKBP2	-0.643
NR1D1	1.5304
TMEM110	-0.412
NEK2	-4.3765
PRAMEF8	-3.33375
C20orf52	-1.56333333333333
PCDHGA3	0.315
VWA3B	-0.286
NDUFA5	0.18525
THAP9	-0.02025
FLVCR2	-1.06383333333333
AP1S1	-1.41475
SMAD6	-0.86575
SAV1	1.3305
SAT1	-0.39525
ZNF251	0.981875
ADAMTS7	-0.0513
RPP38	0.23625
C1orf211	-2.7355
YPEL2	0.76325
RBMS1	0.69025
ZNF445	-0.303
NRXN2	0.467166666666667
PGBD4	-0.02525
UGT2B28	-1.962
WBSCR16	-0.3081
NLRC3	0.246625
ASTL	0.08225
ST6GALNAC1	-1.8075
ZADH2	0.249
MLLT4	0.944916666666667
ARL6	-0.116166666666667
MEF2C	1.13725
CBFA2T3	-1.6175
AFF3	0.637071428571429
COG7	-0.065
MYB	-1.59716666666667
PLXNA3	0.051
XRCC2	-1.7865
MMS19	0.073375
ST8SIA5	-0.853125
CHPT1	0.1505
KIAA1712	-1.341125
OR6X1	-0.0275
ACTR3	-0.995625
UGCG	-0.0406666666666667
OR4P4	-0.428
ZAP70	-2.01425
LPP	1.6035
ZNF485	0.2515
PTPRCAP	0.4375
IL12RB1	-0.00425000000000001
ATRX	0.3364
CHST8	-1.522875
C14orf109	0.61875
ARV1	0.47275
NMB	-0.764285714285714
COX5A	-1.46166666666667
EIF6	-0.30175
MPPED2	0.7305
SEMG1	-1.804
CHRDL1	0.322
TRAF3IP2	1.95975
WNK2	1.208375
LILRA4	3.303
LAMA2	3.83875
PXT1	0.4415
RLBP1	-2.91625
CD300C	0.14525
SLTM	0.0935
FLJ10404	0.5900625
APOBEC3D	-2.09516666666667
RENBP	-0.5935
ATXN7L1	-0.203
NID1	-0.92775
TUBGCP3	-0.579
ITIH5	1.95138888888889
CCDC110	3.4755
C8A	-3.12475
MGC87042	-0.2205
HOXC13	-2.027
TFDP2	-1.3845
HCP5	1.207375
POLI	1.135
UCN	-1.4565
ZNF764	0.105666666666667
C8orf45	0.1065
FHL3	-0.09675
SPATA5L1	-0.2305
MMRN2	3.31416666666667
NDST1	0.500666666666667
COL20A1	-0.975333333333333
ZNF248	0.318333333333333
PELP1	-0.0435
MBL2	-2.22333333333333
RNF41	0.163375
C5orf24	0.04325
THOC5	-0.103125
SERINC3	0.155666666666667
RP11-151A6.2	0.2175
CDCP2	0.10425
HIST1H2AA	-0.5125
C11orf75	0.701166666666667
FKBP7	-0.61
DDOST	0.3415
GPNMB	-0.5405
TTF2	-1.82533333333333
KCNT1	0.0903333333333333
SLC39A14	-0.863625
NGRN	0.5964
GPR137B	-0.15675
MECP2	-0.531
PSMA1	-0.81025
C16orf73	-5.5265
TMEM60	0.363166666666667
CSN3	4.301
NOS1	0.502833333333333
RAB7L1	0.538333333333333
YBX2	-1.595
KIAA1166	0.0975
FUBP3	-0.810666666666667
ABCG1	0.821
ACACA	-1.01508333333333
ARL11	-0.1832
ATOH1	0.9705
ODF1	-0.264
CREB3L3	-1.3115
TMEM127	0.485785714285714
