Hybridization REF	TCGA-E2-A14Q-01A-11R-A12D-07
APOBEC3G	-0.0995
CATSPER2	-1.14833333333333
CUEDC1	1.58
STARD9	-0.78275
CLDN8	4.17025
LOC23117	-0.835545454545455
E2F6	-0.794944444444445
TMEM126B	-0.6445
DPY19L4	0.1925
GIMAP5	3.099
NDUFA9	-0.944166666666667
FAM77C	0.343
CTPS2	0.3075
LOC51035	0.530625
WDSOF1	-1.60975
EGLN3	-0.98575
PITX3	0.2455
OR52E8	0.062
GRM4	0.471
KLK1	-1.99983333333333
GPM6B	1.05075
RRAGD	-1.4485
PAGE5	-2.814
UCHL5	-1.39583333333333
ULK3	-0.5085
AIM2	0.2305
PNO1	-0.889333333333333
OR2F2	0.171
GNAT2	-0.19
SIX1	-1.12275
ST13	-0.273833333333333
ZBTB44	0.601
TIMP2	-0.536
ZMAT4	-1.78625
GTF2IRD1	-0.241
ZNF19	0.530333333333333
ZNF714	-0.1805
RSC1A1	0.18075
C9orf80	0.7375
PSMA8	0.425166666666667
TMEM141	0.80175
COX4I1	-0.544428571428571
CTAGE1	0.102833333333333
DTWD1	-0.41725
HSD11B1	0.68
KRT6B	4.743625
ARID4B	1.02725
LHFPL3	0.25275
WWP2	-0.136666666666667
ZNF326	-0.767333333333333
RGPD1	-0.5645
CTSH	0.788166666666667
FASTKD1	-1.149375
PAF1	1.7536
TTC9C	-0.0975
IFT57	0.3458
PRSS36	0.2435
IL20RB	-2.535
ZNF592	-0.0611666666666667
DCTD	-1.0681
CFP	0.98675
MFNG	-0.75125
JMJD2B	2.055
ALDH3B1	-0.591
THSD4	2.077
KCNJ5	0.886833333333333
LMNA	0.3815
TBCD	0.00387499999999998
ZNF250	0.310166666666667
CASQ2	1.30183333333333
PEG10	-3.64391666666667
PRAME	-5.85093333333333
NP	-0.672
TRIM59	-0.7525
ZNF12	0.086625
XTP3TPA	-0.15125
SIGLEC7	-0.8515
PANK4	-0.24025
FAM70A	-0.995666666666667
SNED1	0.07075
HIP1	0.7939
RAET1E	0.373333333333333
AMAC1L2	-0.9325
AHNAK2	0.664666666666667
TOE1	-0.979166666666667
RECQL4	-1.31575
SPRYD3	0.8345
DPAGT1	-0.05475
MAGED2	2.6804
ANKRD55	0.56675
TRPS1	4.53716666666667
DOK7	1.3155
TFPI2	-3.43325
GTF2H3	-0.594
CYP4F11	0.565125
LHX2	-3.99583333333333
ATG16L1	1.3675
ASB12	0.218
C1orf116	1.721625
NF2	-0.652
POM121	-0.5953
PHYHD1	2.2665
TXNDC17	0.0853333333333333
DKFZp779O175	-0.1165
NUP62	0.987571428571428
MYO18B	-0.207333333333333
PRAMEF1	-0.0005
TCBA1	0.30525
TMEM168	0.29175
FJX1	-0.278166666666667
CLCF1	0.15575
SEPN1	0.97925
IGSF2	0.61725
NUDCD1	-1.1735
TFF3	3.14516666666667
NDFIP1	0.775214285714286
CHCHD4	-0.993
TNR	0.5215
CUTA	0.141666666666667
USP44	-2.8215
DPP10	0.200666666666667
IWS1	-0.205666666666667
PCGF1	0.569
SULT1C4	0.0695
NTF5	2.19525
PTPN13	-0.994
SSTR5	0.0925
SFRP1	1.645125
IDH3B	-1.133375
SUOX	1.5045
TMCO5	0.16125
GOLT1B	-1.3635
MIB1	0.620214285714286
PCDHGB1	1.2595
SUSD1	-0.3415
ICAM5	-2.53333333333333
PAPOLB	0.328
URM1	-0.1479
TMEM106B	0.124333333333333
LRIG2	-0.615
SLC27A5	0.527
CLIC6	5.7307
ZNF420	1.09516666666667
SCN9A	-0.7802
KIAA1909	0.00775000000000001
ELMOD1	-1.9685
PRKAG1	-0.097
FAM64A	-2.97611111111111
EEF1G	-0.6142
SMAD5	0.886
INCENP	-2.26525
WASF2	-1.932
GARS	-1.3394
CDK10	-1.0529
HLX	-0.754666666666667
MDM4	-0.35975
ZNRF1	-1.06114285714286
HHATL	-0.844666666666667
FAM21C	0.5405
HIST2H3C	0.34125
PFDN2	0.352
ZNF200	-0.22225
NDN	-0.422
HBA2	-2.69216666666667
FBLN5	1.706375
PUM1	0.269928571428571
TNNT1	2.70016666666667
C19orf59	-0.4355
HNRPH2	1.06
RAB7A	0.216333333333333
PMS2	-0.335625
BIRC3	0.539666666666667
NRSN2	0.376
OR52K2	0.0971666666666667
SPOCK1	-0.2685
H2AFY	1.56975
RXRB	-0.75075
ZNF638	0.4265
ANKRD45	-0.079
ACTN4	0.358
FXC1	-0.10825
EIF2B5	0.19525
VPS33A	-0.31025
PINK1	0.6355
FAM106A	-0.314
SKIP	1.039875
GAPDHS	0.05125
MUM1L1	1.46725
PSTPIP1	0.45925
CNTNAP1	-1.378
CYP26A1	-0.303
APOL2	0.142
TACC2	0.88675
COX7A2L	0.203857142857143
HSD17B1	1.0559375
ARRB2	-0.6335
SLC7A6	-0.9453
HSD17B10	-0.00325
RBJ	0.21925
NUP155	-2.106
MRPL10	-1.26216666666667
CYCS	-0.738916666666667
CCDC46	-0.255
TECTA	0.1085
GNAL	-0.1255
LPO	0.1775
PEBP4	0.523
DDX11	-2.33275
C18orf12	0.161
TAF9B	-0.493583333333333
IMP4	-0.037
RPA4	-1.51933333333333
NDUFS1	-0.85025
UPK1A	-0.193833333333333
ARRDC2	0.665333333333333
C18orf20	0.3045
AES	1.23042857142857
CD2BP2	0.494
C16orf54	0.3005
UGT2B17	-1.11775
FGFR1	-0.900227272727273
CEACAM6	3.538
CHRM5	0.1205
CERK	-1.367875
AP3S2	0.652142857142857
ANKS4B	-1.07525
CLCNKA	0.272833333333333
ZNF208	0.535333333333333
HLA-DRB5	4.729
CARKL	-0.4865
GOT1	0.138166666666667
CASP6	0.268125
HOXA1	-0.594
RCL1	-0.25275
ZNF181	0.846166666666667
RAB40B	1.3205
MRPL38	0.09225
LRRN2	2.72725
C3orf25	1.2885
OR5D14	0.102
OR10AG1	0.175
BET1L	0.6366
FRY	3.36375
AK3L1	-1.0125
CSF3R	0.5765
POLR3K	0.0418333333333333
ATG2B	0.517
EPS8	-0.387666666666667
DARS	-0.941
C10orf56	0.334833333333333
DAD1	0.151916666666667
RIOK1	-0.967666666666667
HERC2	-0.0865
HSD11B2	0.554666666666667
FAM96B	-0.994
MGC13057	-0.67
BSN	0.2235
CAND1	-0.392666666666667
HCST	1.4245
ACTR10	-0.0653333333333333
OR8D4	-0.1215
NASP	-1.4937
COL9A2	-0.106666666666667
LYZL1	-0.5725
GPC5	-1.93375
TBL3	-0.5115
CENTD2	0.3194
OR5AP2	0.11375
TLR1	0.296
LMO6	-0.12525
ZIC2	-3.1475
CPNE5	0.346
ZMYND15	0.863
FLJ22374	0.3055
CCDC106	1.931
PARP16	0.005
PDIA3	1.26375
C14orf126	-0.427
CECR2	-0.712
SFRS1	-0.627642857142857
FIGLA	-0.174
DCP1A	0.194
MGC45800	-0.9181
TEKT1	-0.018
C10orf67	-0.2195
CLN5	0.788375
NTN2L	-0.2855
GLE1L	0.063
CES2	-0.8224
GNAS	0.812444444444444
DDX53	0.1485
TSPAN13	3.07525
MRPL52	-0.5338
SPIRE2	-0.064125
TAS2R39	0.5045
SCUBE3	-0.0735
UCRC	0.0736
CDKL3	-0.13725
KIAA1715	-0.6801
ZNF345	0.72575
RTF1	0.268
DHRS7	2.00125
RIPK4	-1.04666666666667
EXOSC2	-1.825
MS4A2	2.25875
FGF17	0.2595
WDR59	-1.377125
EVI2A	-1.54525
IL17RC	1.10866666666667
HS3ST1	1.013
ITGB1BP2	-0.92
RBPJ	-0.797166666666667
GIMAP1	2.9995
INE1	-0.964666666666667
ALDH18A1	-0.014625
TPI1	-2.2615
GATA6	-0.43
CABP1	0.0558333333333333
ZNF484	0.112
DAPK3	0.889
GJB1	-2.40366666666667
PIN1	-0.064625
SLC6A15	-2.90975
CNO	0.12175
RIN2	1.739375
FRRS1	-0.8985
CYorf15B	-3.41271428571428
DMRT3	0.104
ATAD1	-0.35425
OTUD4	-0.311777777777778
ATOH8	-0.82325
ZSCAN16	1.488625
ASCC1	-0.04125
OTUD3	0.4285
MGC33212	0.7235
YME1L1	0.255125
RP11-218C14.6	0.048
PCBP4	0.4975
TNFRSF10A	0.34925
CDH10	-2.406
KL	1.1265
SCP2	0.828166666666667
C9orf119	0.58175
SON	0.10775
MAFK	0.19
SBNO2	0.7555
SLC6A6	-0.140083333333333
SC4MOL	-1.4
FAM35B	0.723
PPP1R9A	0.885125
PDZRN3	0.667875
CXorf20	0.735
C6orf126	1.69525
AVEN	-0.34575
FLJ21075	0.0305
C14orf132	-0.972625
PCK2	-0.062375
GUCY2C	0.027
BARX2	0.27275
PEX11G	1.3135
DAO	-0.0983333333333333
C10orf49	-0.08975
EDNRA	2.32866666666667
PPP2R5A	2.1136
DDX39	-1.22366666666667
SERF1A	-0.299
ASCIZ	0.1355
FNDC8	0.1865
PTMS	0.339125
PHF7	1.65125
PIP4K2B	-0.2296875
HHLA2	-0.05225
BDH2	-0.1993
APOBEC2	0.093
PENK	-0.269
SMAD9	-0.5515
MT3	0.04675
RGL1	0.127625
ATG10	-0.55525
DLGAP4	0.907833333333333
APPBP2	-0.6165
BACE2	-0.0588571428571429
LOC339344	0.279833333333333
ZNF395	0.219375
HIST1H2BL	0.389
ZNF467	0.796875
SLC25A21	-1.24725
PALM2	-0.287333333333333
NSUN5C	-0.992
IL5	0.2687
CLSTN2	2.85275
ANXA8L2	0.399
PTGES	1.65125
GDAP1L1	-1.74333333333333
OPRK1	-0.624166666666667
WDR20	0.878583333333333
C12orf4	-0.744625
NUP88	-1.50775
XRCC6BP1	-0.882166666666667
FCGBP	1.38507142857143
LEMD2	0.17275
NOMO1	-0.51075
C10orf79	1.339
ZNF79	1.0132
OCRL	-0.3654
HSPA8	-0.291083333333333
DIDO1	-0.234208333333333
PLA2R1	1.05825
COG3	0.1382
NGDN	-0.513
CBFA2T2	0.223375
PNOC	-1.50725
PRRG1	-0.230916666666667
AGGF1	0.0709285714285714
DPF2	-0.1745
YIPF7	0.707
TRPV5	-0.00949999999999999
ZNF322B	0.26175
MED12	0.182666666666667
CARS	-0.509
ABCC11	2.27283333333333
C9orf25	0.053
MYH1	0.6805
FRYL	0.50425
AGTRAP	0.37425
MMP27	0.4
ZNF432	0.8285
OR8D1	0.231
OR13D1	0.08325
VWA1	1.8815
STON1	0.185
IL5RA	-0.137
PERP	1.2857
C10orf107	1.74316666666667
TNFSF12	2.22675
FN1	-0.937166666666667
MTR	-0.3335
PHLPPL	-0.0498333333333334
ZNF425	1.01075
DHFR	-2.50938888888889
PPP1R12A	0.372625
RSPO2	-0.98025
ZNF7	-0.32225
ZNF583	0.6685
TPMT	-0.0445
GPR132	0.473875
OR2T12	0.16425
SERTAD2	0.301
ATP1A1	-0.218
FRMPD3	0.43125
ZNF672	0.4105
PLXNB3	0.208
EML5	-0.401
FAIM3	0.582
UBQLN2	0.1735
SORCS2	0.7195
PRIM2	-1.4415
ACVR2A	0.100333333333333
YWHAZ	0.46525
PGM2L1	0.79125
GNAO1	0.0197857142857143
RPL10	-0.3909
RPS6KA6	-0.3295
PFKL	-0.503166666666667
SH3D19	0.119
AURKB	-3.019
ZC3H6	1.69275
DISC1	-0.507333333333333
FLJ39660	-2.7805
TMEM25	3.1315
OSBPL10	1.056625
CLTCL1	-1.58116666666667
ALG6	-0.8235
CATSPER4	0.4305
LRTM1	0.1445
RRAD	1.33066666666667
TIPIN	-1.6595
CARD14	1.205875
RBM9	0.253833333333333
RASSF4	-0.5805
SLC25A18	-0.5435
C6orf58	-0.6905
IGHD	0.536
PLA2G6	-0.2345
TPT1	0.615
SEC63	0.2916
CCDC113	0.3765
TDRD10	0.209
KIAA1666	-0.875875
TOR1AIP1	0.769833333333333
SYTL4	1.2015
SPRR2F	-0.654
CEBPD	3.0325
SNTG2	-0.6905
C20orf77	-0.11875
TAS2R49	-0.4
C6orf173	-1.51966666666667
SVEP1	0.611
PXN	-0.397
VIL2	1.37708333333333
C5orf21	1.16158333333333
DIXDC1	0.823625
GANAB	-0.564833333333333
PDSS1	-1.479
NGFR	0.818625
ATP8B4	1.09825
BMP8A	1.334
CCDC132	-0.0900833333333333
GNRH1	-1.18325
OR10T2	0.312
PDGFD	2.88966666666667
OR6W1P	0.223
HARS	-0.2375
KRT77	0.6765
AQP8	0.108
ITGB1	0.4065
ZNF254	0.6812
PAX1	0.217166666666667
PSMC4	0.7954
ANKRD22	2.43425
PSMD8	0.281166666666667
HTR1E	0.8155
SOX10	-0.8181
OR5B2	0.059
RABGEF1	-0.586857142857143
MAP1LC3B	-0.76225
CYB5R4	0.123
AGXT2L1	-2.29375
FLJ41603	2.4745
TRAPPC2	1.2135
FNTB	0.0602
FLJ14107	-0.690666666666667
AURKAIP1	0.93925
DSE	0.995
NFKBIZ	-0.486333333333333
OSBPL3	-2.091
LOC130576	2.258
SLC39A9	1.17
LOC137886	-0.0445
RHCE	-2.3825
ATG7	0.0676666666666667
FAM82A	0.364
FBN3	0.0075
MCFD2	-1.10433333333333
CASP14	0.0755
EPS15	0.904583333333333
SFRS2B	1.06125
C19orf47	0.5655
PLAC9	1.605
GPR23	-0.593
BTNL3	0.0408333333333333
RGS8	-0.0765
GNS	0.06675
ENO2	-2.283
CBX1	-0.6939
PEX26	-0.115
LRP5	-0.6165
ADAMTSL4	-1.66433333333333
ARR3	-0.0656666666666667
MAP1A	-0.50725
CD2	3.3275
NAV2	0.3395
TMEM69	-0.3045
ATXN7	-0.794666666666667
CHN2	1.636
ZNF781	-0.170333333333333
HAS2	-3.96583333333333
KIAA0241	-0.636833333333333
BIC	0.74975
MOBKL2A	0.3225
CYP2C9	-0.627
CNOT7	0.629714285714286
SFRS10	-0.601
CST11	0.1665
FLJ37543	0.036
NKAP	-0.77075
RUNX1T1	2.87625
EAF1	0.3517
IL4I1	1.30025
LRRC61	0.167
PSIP1	-1.87616666666667
SPRR4	0.438
ZFP90	0.289833333333333
AP2B1	-1.09423076923077
SLC30A7	0.07525
C7orf28A	-0.028
S100B	-1.307
BMP2	-1.85425
ESR1	5.16191666666667
ZFPL1	0.64025
ARHGAP12	0.972
LRRC19	0.3535
ZNF767	-0.927333333333333
NACA	0.3306
OLIG1	-1.321375
PRF1	0.74725
LST1	2.048
SPATA9	-0.3035
CNFN	0.7265
CDK4	-0.8255
TCF15	-0.419333333333333
PARC	0.68425
PPM2C	1.916
LOC283345	-0.1815
FAM107B	1.51975
DMXL1	0.005625
RBM3	-0.110625
HTR5A	-0.644
SCFD1	-0.5155
EPHB3	2.01875
ROPN1L	0.9615
RAMP3	2.19475
TSPYL5	2.75045454545455
GAP43	-2.8285
PAPD4	0.058125
PDE3A	-0.83975
TNFRSF10C	2.2405
JMJD5	0.145666666666667
RASGEF1A	0.6758
C16orf65	-0.288
HIPK3	0.274166666666667
XYLT2	-0.15
XPOT	-1.75083333333333
GAL3ST1	-1.444
DHCR7	-1.1175
AMIGO3	0.674666666666667
FGFR4	-2.35333333333333
CRAT	1.572375
PPP1R14D	0.2965
TRIM14	0.7034
TMPRSS11D	0.0825
SLC7A11	-2.386
OR10H2	0.262
PPM1E	-0.8031
DOCK4	-0.483875
FAM127A	0.037625
ENOPH1	-0.86325
SLC5A3	-0.7746
ZNF530	1.5924
NTS	-6.7645
FRMD4A	0.160875
BCL11B	-2.56183333333333
PRM1	-0.12325
UQCC	-0.5682
S100A16	0.639333333333333
PLS3	-0.9835
WWOX	-0.408642857142857
CCDC23	0.3825
GTSE1	-2.7565
GP2	4.989
FLJ32549	-0.403125
CHIT1	1.34
KLF9	1.255625
RPS24	0.2185
MIA	0.30775
FIGN	-0.97875
PYROXD1	-0.78475
PCSK2	-0.143625
MRPL9	-0.0915
RPL24	-0.20175
C12orf32	-1.256625
HIST1H2BE	0.3135
RGS18	1.88725
LFNG	1.87425
RAB4B	0.5171
FBXO25	0.839666666666667
TSPAN31	1.052
ARL8A	1.06242857142857
C10orf83	-0.0848
OR51B6	0.2185
CNKSR2	0.104
C1orf156	0.8345
IBSP	0.1895
GFRA2	0.2386
ALKBH7	1.0099
NEK10	2.6525
VN1R3	0.217
LOC91948	-0.001
CPZ	-0.405
IHPK3	0.0858333333333333
COL8A1	0.9245
RBPJL	0.1695
OR10A4	0.03825
CASP8AP2	-0.468125
MMP12	-1.326
OR8B12	0.197
CDCA5	-2.23516666666667
LIX1L	-1.303
PEX11B	1.5235
GABRA1	-0.108666666666667
HABP2	-0.219
REEP1	1.541
FBXO15	1.16075
CD68	-0.0995
WFDC9	0.0425
GHDC	0.443166666666667
SMARCA1	-1.44575
SPAST	0.0935
PLXND1	-0.778
MLCK	-0.1125
INTS5	0.2725
BSG	-0.214571428571429
PARP8	0.531
TEAD4	-1.88816666666667
ZNF498	-0.475125
TMEM89	-0.163833333333333
DTX4	-0.123625
TNRC6B	0.6459375
ARMC2	-0.239625
FGFBP1	-0.882833333333333
TIMM8A	-1.78566666666667
AJAP1	-2.2706
ZNF608	1.171
SLC25A42	-0.027375
SYP	0.561166666666667
MMP11	3.11266666666667
USP40	0.3417
C3orf62	0.0275
MYO1E	-0.7722
LRFN4	0.1535
XCL1	0.428833333333333
GPR155	-0.00650000000000001
VPS29	0.106125
CARHSP1	-1.304
ARHGAP20	0.324666666666667
GREM2	-0.0547857142857143
CCDC102B	0.933
ZNF577	0.926166666666667
HDDC2	-0.391875
SHC2	1.518
NCOA5	0.648
INPPL1	-0.6945
CHGB	0.3741
IHH	0.0695
DDEF2	0.4195
DIAPH3	-1.65147619047619
BUB3	-0.310916666666667
GGH	-2.54355555555555
VPS35	-0.2497
CNN2	1.13708333333333
ASNA1	0.1515
WDTC1	0.363
AMAC1	-0.2505
HAS3	-1.072
SLC1A6	-1.27116666666667
ZNF563	0.043
C1S	3.23475
TCF7L1	0.418125
OR10Z1	-0.048
ME2	-1.8642
C6orf151	-0.54775
KPNA4	-0.1439
GLO1	-0.88025
WDR61	-0.279666666666667
CD302	0.78825
SIRT7	0.32
C11orf59	0.7605
PKIG	0.9205
PPIL3	-1.0275
CCDC74B	2.44525
ZNF528	0.28125
EFNA5	0.2505
FCGRT	1.01725
NOL4	0.4606
CCS	0.30875
LOC374491	-0.547
MFSD7	3.659
ZNF555	0.221
LIMS3	-1.226
TSSC4	1.00833333333333
COL11A2	-1.0645
C1orf119	0.425
BPNT1	0.2165
CHRNA6	0.2495
C1orf173	0.8742
PLD2	0.06675
ORC1L	-3.58825
SASH1	2.19325
CDC14B	-0.709375
RLBP1L1	0.1275
LDLRAP1	0.3675
NAT8B	-0.078
HHEX	-0.5035
LGALS7	2.81475
PLCH1	-0.343875
OR1M1	0.3885
PRAMEF16	-0.05675
HECTD1	-0.3225
C14orf39	0.7055
TLN2	0.1474
HDAC4	-0.805785714285714
SYCP2L	-2.22775
GLRA1	0.2735
RPS6	-0.019125
hCG_1757335	-0.5605
KLHL1	-0.88
CTNNBIP1	1.236
SCAND2	-0.3357
HMGN2	-0.4688
YAF2	-0.15375
BRPF1	0.08975
LIAS	-0.68425
CTA-246H3.1	-2.01375
SAG	0.2425
C20orf10	0.29275
HNRNPA2B1	-0.72
GADD45A	-0.570666666666667
MSH4	0.394
TMEM70	-0.54725
HIST1H2AM	0.67375
C19orf26	0.272333333333333
C1orf50	0.56175
GNG3	0.42
FTO	0.40125
CALCB	-1.2395
PPP3R1	-0.404625
C15orf42	-2.88825
CCNJ	-0.682
GNAZ	-0.269666666666667
PSD	0.111333333333333
FAM57A	-1.89875
STIM2	0.631
DHX8	-0.5535
MOGAT3	-0.17175
UBE3B	1.00833333333333
PLAT	2.59533333333333
C6orf206	0.783
COPE	0.2803
EIF3A	0.5425
C1QL2	0.4645
IQCE	1.0455
KIAA0182	-0.0135833333333333
SLC22A7	0.0101
PPFIA2	0.358
ADAMTS15	0.463
ODZ1	-0.097
THBS4	3.643
ARHGAP1	0.955375
B4GALNT3	-0.128333333333333
FCHO1	-1.926
LOC440456	0.019
HOXD10	0.183
CXCR3	1.41433333333333
CHI3L2	-0.1985
SRPX2	1.191
ZNF132	1.50616666666667
UBAC2	0.0781666666666667
RPL32P3	-0.1335
CBWD6	0.3115
ST6GALNAC4	0.3955
KIAA0391	0.0716666666666667
LOC388969	0.36725
KRTAP5-8	0.0843333333333334
ZNF786	0.59625
LYVE1	0.401166666666667
GPR144	0.35775
APOH	-5.8075
TSC22D2	0.887833333333333
PLCD1	0.58525
FLG2	-0.167
M-RIP	-0.3763
NDUFV1	-0.9265
POLDIP2	-0.873166666666667
RAB3GAP2	0.0075
RPSAP15	-0.99625
CLEC7A	0.341125
HSPA14	-0.22375
TAAR5	0.036
FAM132A	-0.64025
C2orf43	-0.5775
OR10V1	0.069
SELPLG	-0.199
C1QTNF6	-0.259
OPCML	0.2371
DTYMK	-0.5185
ALDH16A1	1.685875
F13B	-0.4415
MGC16169	0.06425
KIRREL2	-1.069
C14orf32	-0.0831666666666667
SLAIN2	1.1338
HSD3B2	0.1735
AMMECR1L	0.1913
LRRC37B	-0.5205
HMG20A	-0.562666666666667
C22orf27	-0.3644
FBXL22	0.374
AP1B1	-0.111
TNKS1BP1	1.4735
CD74	3.12775
HSPA12B	2.0835
PLSCR1	0.111166666666667
SLC35E1	0.00883333333333334
FEZ1	-2.0925
APOD	2.91175
C16orf44	-0.34125
C1orf166	-0.0255
KCTD11	-0.22025
NELF	-1.41025
SRP54	-0.1575
MGC35361	-0.11
GPR35	-1.76
NRGN	-0.8615
SIGLEC12	0.08425
SCN1B	0.067
IFNW1	0.234
STAR	-4.68375
HLA-DQA2	3.00366666666667
RNASEH2B	-1.08075
TAAR2	0.0945
VAMP5	0.121166666666667
TUBA1C	-0.735857142857143
PIK3R2	0.492
ARD1A	-0.0791666666666667
EBF2	0.343333333333333
CAMSAP1L1	0.326
CYP3A43	0.23
AKR1B1	-2.43875
KIAA1729	0.21375
KAL1	0.4013
CYBB	0.00150000000000001
UXS1	-0.07825
LOC338579	0.037
C11orf45	0.201
SHB	0.848125
IKZF4	0.0725
NDUFA1	0.38175
HSPE1	-0.2705
C1orf215	0.11225
GPR113	-0.171833333333333
ZNF573	0.97375
TBX18	-0.117
GGTA1	4.01675
PCDHGA8	-0.2775
RPS6KL1	0.2105
DPP9	0.269
SLC43A2	1.732125
COPS3	-1.31275
PMPCB	-0.446666666666667
HYLS1	0.1465
LSM8	-1.07933333333333
PDE6B	1.867375
C10orf118	1.7823
OR1C1	0.0133333333333333
ZNF415	1.4315
OR2F1	0.0045
ZDHHC13	0.64425
FZD8	0.012
TCEA1	0.2352
SUSD4	1.51775
C22orf24	0.727
TNFRSF14	0.63425
TRIM28	1.33733333333333
FGF5	-1.342
CSPG5	-0.153166666666667
RNF133	0.545
FKBP15	0.38925
BZW2	0.58875
NSMCE1	-0.022
PTPRN	-0.20475
TST	0.07625
POP1	-1.403
RNF24	-0.910333333333333
SFRS4	-0.146125
REPS1	-0.14725
CD70	-2.6065
PDXDC1	0.4785
SRC	0.2403
NTNG1	-1.14433333333333
SETD1B	0.26825
TINP1	-0.2548
ZNF606	3.91716666666667
SSR1	-0.292625
RGNEF	0.403166666666667
NFS1	-1.10083333333333
CENTB5	-0.687666666666667
CRMP1	-1.16716666666667
ADAM18	-0.1805
CCDC87	2.00266666666667
LRRC8B	-0.50025
CSNK1G1	0.756666666666666
MAFB	2.59383333333333
C12orf45	-0.9225
C1orf54	1.81
DPEP1	-0.370166666666667
FLJ13137	2.052
C14orf118	-0.194166666666667
ANKRD19	0.125916666666667
ABCA9	1.2231
TMEM87A	0.7818
BBS5	0.7137
CYP17A1	-0.021625
SCG3	-2.80133333333333
ESCO2	-1.4895
GFER	0.7985
NRIP2	-0.3645
DDX59	0.306833333333333
RIC8B	0.1974
TNNI1	0.061
KTELC1	-0.0786666666666666
GPR85	0.0506666666666667
SP3	0.547125
GOSR2	-0.23975
DDX1	-0.18875
DSCR9	-0.453
KIAA1984	-1.238625
FLRT3	2.0025
RNPS1	-0.311214285714286
ZNF772	2.1295
SLC25A10	0.219666666666667
ADAMTS3	1.6114
TBC1D7	-1.3505
PCYOX1L	-0.25475
LOC339745	2.228875
VPS54	-1.002375
PCDHB12	1.362125
C4orf6	-0.3835
CCL5	2.95425
PEX5	-1.344875
LENG1	1.0055
LOC51336	-1.86475
FLJ25371	-0.335
WDR45L	-0.232
SPAG8	0.598333333333333
GUCA1C	0.312
LOX	-2.222
FIZ1	1.7665
BAG5	0.695916666666667
BUD13	-0.215
MGC2752	1.454125
IQSEC3	0.442
TGFBR3	-0.037
CASP9	-0.229
PPA2	-0.574125
MED24	-0.284375
MAP3K7	0.1515
SRPR	0.194125
C17orf81	-1.267
RIPPLY1	0.2105
EID2	0.89325
AKR1C1	-3.25666666666667
IMMP2L	-0.07725
SPSB4	0.266
BAG4	0.026625
ZNF32	1.60083333333333
KLHL34	0.7
BRD2	0.204375
IL32	0.271333333333333
FAM53B	1.11366666666667
SLC7A1	-0.8645
KAAG1	0.3495
CCDC54	0.134333333333333
PRKCQ	-1.8055
TIRAP	0.736875
SPSB1	0.279333333333333
USP36	0.37
FLJ32569	0.2605
LYZ	-2.27
TMEM186	-0.7305
TPM2	-0.173333333333333
C9orf100	-0.752166666666667
PPP1R11	0.3801
OLFML3	0.4622
ELAVL1	-0.12075
DNAJC17	1.21683333333333
ABCA2	-0.268
BNIP3L	0.092875
ATP10D	0.9295
GALNT8	0.0491666666666667
PRKCH	1.36125
USP12	0.003
STXBP1	-1.1047
LSM2	-0.728
ANKRD30A	3.1605
LAP3	0.3745
C9orf40	-2.09066666666667
KATNAL2	0.0418333333333334
RG9MTD2	-0.3275
PNPLA7	0.80975
IDH1	-0.191
C1orf57	0.40975
XRCC5	0.2939
TBRG4	-1.097125
DCDC5	3.18816666666667
POU5F1	-4.94875
RAB1A	0.507214285714286
KRTAP15-1	-0.207
INHA	-0.997833333333333
WDR90	0.14
MLL2	0.4935
FAM104B	0.36575
SF3B14	-0.16625
STX1B	0.213
SNX12	0.28925
KMO	0.154666666666667
FAM100B	-0.39875
CDRT15	0.766
RAB9A	0.0513333333333333
RUFY3	0.24525
UBE2U	0.0368333333333333
NFKB1	0.869
FBXO38	0.1135
VRK3	1.78225
TUBB8	0.087
IFNA6	-0.149
AYTL1	-0.524666666666667
RBP3	-0.094
MUC13	-0.745
C8orf30A	-0.23
MFAP1	-0.2175
NHLH1	0.2715
CXorf34	-0.58
SP8	-3.362
RNF151	0.280833333333333
TDRD7	0.5415
KCND2	1.54875
FKBP9L	-0.259
C17orf44	1.383875
TIMM17B	-0.4695
WIPF1	-0.1496
SNX15	0.3101
IGF2R	-0.0681
SBSN	0.2035
RBM15B	0.48125
AGBL5	-0.479333333333333
APEX2	-0.15625
C17orf39	-1.50325
UBE3A	0.7334
SPANXC	-2.831
TGFB1I1	0.4985
RBM13	-1.3925
TOP2B	0.664666666666667
NPVF	0.0115
RIMS4	0.5675
RAD54L2	-0.406666666666667
RSPO3	2.237
C2orf47	-0.184
TSPAN4	-0.75525
DNAL1	1.097
DKFZp761E198	-0.178125
NLE1	-1.76325
TPST1	-0.60625
SREBF1	0.27975
CLEC12B	-0.000499999999999994
FUK	-0.3735
IL21	0.515
LTK	-1.748
DKKL1	1.07675
EPAS1	-0.26275
UBTF	0.0106
HIST2H2AB	-0.0758333333333333
TMPRSS12	0.142
KIAA0427	-0.217333333333333
CYP8B1	-0.618
FPRL2	2.37425
LOC402573	0.0335
HSDL2	0.6305
SEMA6B	-0.405833333333333
AKR1A1	0.703071428571429
CLTB	1.29458333333333
NXT2	0.0433333333333333
HSPB7	-0.888
MLLT11	-1.44666666666667
OLFM3	0.366166666666667
SEC61B	0.28425
GPR139	0.6955
RRP15	-0.854875
OR3A2	-0.2195
RSL1D1	-0.204875
P2RX7	0.2315
PSME2	0.697
ADNP2	-0.4115
RBM25	0.426833333333333
