Hybridization REF	TCGA-BH-A0H3-01A-11R-A12P-07
DMRTB1	-0.205875
APOBEC3G	0.51675
CATSPER2	-1.22416666666667
CUEDC1	0.878166666666667
STARD9	-1.463
CLDN8	3.284
LOC23117	-0.831045454545454
E2F6	-1.05038888888889
TMEM126B	-1.02916666666667
DPY19L4	-0.04525
GIMAP5	3.75666666666667
NDUFA9	-0.874833333333333
FAM77C	5.039
CTPS2	0.12125
LOC51035	0.388
WDSOF1	-1.7065
EGLN3	-0.1095
PITX3	1.18166666666667
OR52E8	0.3055
GRM4	0.5495
KLK1	-1.21383333333333
GPM6B	-0.815125
RRAGD	-1.374
PAGE5	-3.4
UCHL5	-2.32566666666667
ULK3	-0.0365
AIM2	1.46216666666667
PNO1	-1.44433333333333
OR2F2	0.516
GNAT2	-0.296
SIX1	0.00425
ST13	-1.00641666666667
ZBTB44	0.618375
TIMP2	0.866
ZMAT4	-0.40575
GTF2IRD1	-0.618
ZNF19	1.0995
ZNF714	-1.18225
RSC1A1	0.79075
C9orf80	-0.18275
PSMA8	0.300833333333333
TMEM141	1.1845
COX4I1	-0.1425
CTAGE1	-0.0908333333333333
DTWD1	-1.176
HSD11B1	1.14775
KRT6B	3.446125
ARID4B	0.2385
LHFPL3	-0.1825
WWP2	0.56525
ZNF326	-0.280333333333333
RGPD1	-1.3885
CTSH	0.6565
FASTKD1	-1.3565
PAF1	1.2257
TTC9C	0.05675
IFT57	-0.1645
PRSS36	0.7205
IL20RB	-2.453
ZNF592	0.610666666666667
DCTD	-0.5388
CFP	1.97
MFNG	-0.069375
JMJD2B	2.49925
ALDH3B1	-0.72975
THSD4	2.81866666666667
KCNJ5	2.6635
LMNA	0.595333333333333
TBCD	-0.12675
ZNF250	0.243666666666667
CASQ2	1.97816666666667
PEG10	-1.49025
PRAME	-5.25293333333333
NP	0.193
TRIM59	0.251
ZNF12	-0.201
XTP3TPA	-1.19025
SIGLEC7	0.0456
PANK4	-0.08725
FAM70A	-1.5845
SNED1	0.26
HIP1	0.4236
RAET1E	-1.853
AMAC1L2	-0.5765
AHNAK2	0.95075
TOE1	-0.903
RECQL4	-1.254
SPRYD3	1.4635
DPAGT1	-0.39125
MAGED2	2.6759
ANKRD55	-0.02975
TRPS1	2.76483333333333
DOK7	2.09975
TFPI2	-4.9495
GTF2H3	-1.17033333333333
CYP4F11	0.725875
LHX2	-3.67
ATG16L1	1.49116666666667
ASB12	0.158
C1orf116	2.868625
NF2	-0.7493
POM121	-0.8214
PHYHD1	0.2522
TXNDC17	-0.0571666666666667
DKFZp779O175	-0.7355
NUP62	-0.275071428571429
MYO18B	-0.721
PRAMEF1	0.185
TCBA1	1.01375
TMEM168	-0.00675
FJX1	1.71916666666667
CLCF1	-0.0385
SEPN1	1.226875
IGSF2	1.15525
NUDCD1	-1.70416666666667
TFF3	3.527
NDFIP1	0.298214285714286
CHCHD4	-1.51775
TNR	0.328
CUTA	0.699833333333333
USP44	-4.971
DPP10	-0.886333333333333
IWS1	-0.509333333333333
PCGF1	0.4625
SULT1C4	-0.41
NTF5	1.537
PTPN13	-1.46075
SSTR5	-0.00750000000000001
SFRP1	-1.85925
IDH3B	-0.88225
SUOX	1.0325
TMCO5	0.4765
GOLT1B	-0.80975
MIB1	-0.4055
PCDHGB1	0.871
SUSD1	-0.44175
ICAM5	-2.7525
PAPOLB	0.59075
URM1	0.1953
TMEM106B	-0.189166666666667
LRIG2	-0.45075
SLC27A5	-0.393
CLIC6	0.6108
ZNF420	0.380333333333333
SCN9A	-1.55722222222222
KIAA1909	0.25025
ELMOD1	-1.994
PRKAG1	-0.78025
FAM64A	-2.11411111111111
EEF1G	-0.9809
SMAD5	-0.2555
INCENP	-1.848
WASF2	-0.723
GARS	-1.3207
CDK10	-0.6826
HLX	0.706666666666667
MDM4	-0.2965
ZNRF1	-0.759785714285714
HHATL	-0.936666666666667
FAM21C	1.1997
HIST2H3C	-0.2985
PFDN2	0.367
ZNF200	-0.8525
NDN	0.2445
HBA2	-1.7125
FBLN5	2.416125
PUM1	0.117214285714286
TNNT1	-3.20383333333333
C19orf59	-0.652333333333333
HNRPH2	0.708833333333333
RAB7A	0.0921666666666667
PMS2	-0.791875
BIRC3	-0.261833333333333
NRSN2	1.3035
OR52K2	0.617833333333333
SPOCK1	0.612571428571429
H2AFY	0.682
RXRB	-0.557
ZNF638	-0.266833333333333
ANKRD45	0.3825
ACTN4	0.772
FXC1	-0.255
EIF2B5	-0.348
VPS33A	-0.20725
PINK1	0.9795
FAM106A	-0.991
SKIP	0.690875
GAPDHS	0.19525
MUM1L1	2.81125
PSTPIP1	1.2795
CNTNAP1	-1.1951
CYP26A1	1.79025
APOL2	0.412
TACC2	0.404375
COX7A2L	-0.510357142857143
HSD17B1	0.79325
ARRB2	-0.10225
SLC7A6	-0.3036
HSD17B10	-0.064
RBJ	-0.09125
NUP155	-2.401
MRPL10	-0.699166666666667
CYCS	-1.927
CCDC46	-0.0618333333333334
TECTA	0.539
GNAL	-0.2285
LPO	0.2775
PEBP4	2.228
DDX11	-1.61525
C18orf12	0.6925
TAF9B	-0.758583333333333
IMP4	0.097
RPA4	-0.494
NDUFS1	-0.9865
UPK1A	-0.00183333333333335
ARRDC2	0.684666666666667
C18orf20	0.957
AES	1.09592857142857
CD2BP2	0.0903333333333333
C16orf54	0.6955
UGT2B17	-2.279625
FGFR1	-0.300909090909091
CEACAM6	-2.5556
CHRM5	0.34325
CERK	-0.36825
AP3S2	1.12764285714286
ANKS4B	0.02475
CLCNKA	0.269166666666667
ZNF208	0.132166666666667
HLA-DRB5	5.14
CARKL	-0.27775
GOT1	-0.435833333333333
CASP6	-0.024875
HOXA1	-0.145
RCL1	-0.5195
ZNF181	0.382
RAB40B	0.474
MRPL38	0.300625
LRRN2	1.85675
C3orf25	0.9595
OR5D14	0.5755
OR10AG1	-1.389
BET1L	1.0218
FRY	3.25575
AK3L1	-0.485
CSF3R	0.897333333333333
POLR3K	-0.845
ATG2B	0.0225
EPS8	-1.09866666666667
DARS	-0.97175
C10orf56	0.9805
DAD1	-0.100833333333333
RIOK1	-1.02766666666667
HERC2	0.056
HSD11B2	2.96616666666667
FAM96B	-0.069
MGC13057	-1.5845
BSN	-0.10675
CAND1	-0.728333333333333
HCST	2.53375
ACTR10	-0.751166666666667
OR8D4	0.6335
NASP	-1.3949
COL9A2	1.49816666666667
LYZL1	0.096
GPC5	-2.85775
TBL3	-0.239333333333333
CENTD2	0.7963
OR5AP2	0.148
TLR1	2.46625
LMO6	0.4385
ZIC2	-3.011375
CPNE5	1.269
ZMYND15	1.5085
FLJ22374	-0.43025
CCDC106	1.36675
PARP16	-0.23375
PDIA3	0.943
C14orf126	0.16075
CECR2	0.413
SFRS1	-1.04714285714286
FIGLA	0.7495
DCP1A	-0.493833333333333
MGC45800	-0.9328
TEKT1	-0.0533333333333333
C10orf67	0.121
CLN5	0.384
NTN2L	0.365
GLE1L	-0.78125
CES2	0.5058
GNAS	0.501777777777778
DDX53	-0.516
TSPAN13	0.83975
MRPL52	-0.0401
SPIRE2	0.000500000000000056
TAS2R39	0.37275
SCUBE3	0.522
UCRC	0.3511
CDKL3	-0.287
KIAA1715	-1.169
ZNF345	1.15175
RTF1	0.116875
DHRS7	-0.11375
RIPK4	-1.87433333333333
EXOSC2	-1.7755
MS4A2	3.88425
FGF17	0.53675
WDR59	-0.413
EVI2A	-0.952
IL17RC	1.41766666666667
HS3ST1	2.1325
ITGB1BP2	-1.7055
RBPJ	-0.607666666666667
GIMAP1	4.0785
INE1	-1.38633333333333
ALDH18A1	0.22725
TPI1	-1.87875
GATA6	0.172
CABP1	-0.124333333333333
ZNF484	0.9355
DAPK3	0.991
GJB1	-1.37483333333333
PIN1	-0.010375
SLC6A15	-3.08366666666667
CNO	0.212
RIN2	1.843125
FRRS1	-0.1875
CYorf15B	-3.947625
DMRT3	0.91425
ATAD1	-0.590125
OTUD4	-0.428444444444444
ATOH8	-1.30125
ZSCAN16	0.952125
ASCC1	-0.78875
OTUD3	0.399875
MGC33212	0.182666666666667
YME1L1	-0.23925
RP11-218C14.6	0.559
PCBP4	0.2245
TNFRSF10A	-0.3435
CDH10	-3.6416
KL	1.813
SCP2	0.0366666666666667
C9orf119	0.4665
SON	-0.495583333333333
MAFK	0.4315
SBNO2	1.0635
SLC6A6	0.161583333333333
SC4MOL	-1.384125
FAM35B	0.09
PPP1R9A	0.982375
PDZRN3	0.8505
CXorf20	0.297
C6orf126	2.0335
AVEN	-0.164
FLJ21075	-2.228
C14orf132	-0.324
PCK2	-0.233375
GUCY2C	-0.2215
BARX2	-0.00949999999999999
PEX11G	1.8355
DAO	-0.605333333333333
C10orf49	0.7275
EDNRA	2.50983333333333
PPP2R5A	1.042
DDX39	-0.610833333333333
SERF1A	0.413
ASCIZ	0.6904
FNDC8	0.32775
PTMS	1.02775
PHF7	0.32675
PIP4K2B	0.7096875
HHLA2	1.28275
BDH2	0.643
APOBEC2	-0.69575
PENK	-0.239
SMAD9	-0.922
MT3	-0.35825
RGL1	-0.088125
ATG10	-1.396125
DLGAP4	0.64
APPBP2	-1.00035714285714
BACE2	-1.09878571428571
LOC339344	1.35583333333333
ZNF395	0.3623125
HIST1H2BL	1.15475
ZNF467	2.047875
SLC25A21	-1.05425
PALM2	-1.32716666666667
NSUN5C	-0.99425
IL5	-0.0566
CLSTN2	4.2595
ANXA8L2	0.69075
PTGES	3.24
GDAP1L1	-1.73783333333333
OPRK1	-1.192
WDR20	0.0130833333333333
C12orf4	-0.121
NUP88	-1.482125
XRCC6BP1	-0.819
FCGBP	0.1175
LEMD2	0.192
NOMO1	-0.42725
C10orf79	1.5135
ZNF79	0.996
OCRL	-0.3352
HSPA8	-1.41625
DIDO1	-0.185333333333333
PLA2R1	1.88925
COG3	0.7939
NGDN	-0.42275
CBFA2T2	0.288875
PNOC	-0.86025
PRRG1	-0.1535
AGGF1	-0.219785714285714
DPF2	1.062
YIPF7	0.602
TRPV5	0.2295
ZNF322B	0.8995
MED12	0.2305
CARS	-0.820666666666667
ABCC11	4.9375
C9orf25	0.668
MYH1	0.346
FRYL	0.0685833333333333
AGTRAP	1.06925
MMP27	0.991
ZNF432	-0.4065
OR8D1	0.439
OR13D1	0.68725
VWA1	2.57725
STON1	0.545
IL5RA	0.2795
PERP	-0.2346
C10orf107	-0.798666666666667
TNFSF12	2.856
FN1	0.92125
MTR	-0.356833333333333
PHLPPL	-0.231333333333333
ZNF425	0.2935
DHFR	-1.734
PPP1R12A	-0.0005
RSPO2	-2.8335
ZNF7	-0.70375
ZNF583	0.74075
TPMT	-1.88533333333333
GPR132	1.08475
OR2T12	-0.20625
SERTAD2	0.6123
ATP1A1	-0.368
FRMPD3	0.783
ZNF672	0.2015
PLXNB3	0.901875
EML5	-0.788
FAIM3	1.1115
UBQLN2	0.05775
SORCS2	3.231
PRIM2	-2.4995
ACVR2A	0.8485
YWHAZ	0.245583333333333
PGM2L1	0.199714285714286
GNAO1	0.033
RPL10	0.1817
RPS6KA6	-0.758
PFKL	0.227666666666667
SH3D19	0.49925
AURKB	-3.00866666666667
ZC3H6	1.550625
DISC1	0.119166666666667
FLJ39660	-2.793
TMEM25	3.708
OSBPL10	-0.54225
CLTCL1	-1.37966666666667
ALG6	-1.27825
CATSPER4	-0.2155
LRTM1	0.3665
RRAD	1.2875
TIPIN	-1.7765
CARD14	1.156
RBM9	-0.489833333333333
RASSF4	0.00525
SLC25A18	-0.8495
C6orf58	0.222
IGHD	0.8915
PLA2G6	0.243
TPT1	0.905375
SEC63	-0.6875
CCDC113	0.9427
TDRD10	0.393375
KIAA1666	0.03875
TOR1AIP1	-0.140583333333333
SYTL4	1.2075
SPRR2F	-0.3215
CEBPD	3.985
SNTG2	-0.6045
C20orf77	-0.259166666666667
TAS2R49	-0.759
C6orf173	-2.317
SVEP1	0.2483
PXN	-0.633714285714286
VIL2	0.211333333333333
C5orf21	0.943166666666667
DIXDC1	0.3845
GANAB	-0.112833333333333
PDSS1	-1.783
NGFR	1.012875
ATP8B4	1.07975
BMP8A	0.5095
CCDC132	-1.14258333333333
GNRH1	-1.2025
OR10T2	-0.17825
PDGFD	3.24166666666667
OR6W1P	0.5405
HARS	0.0809166666666667
KRT77	0.297
AQP8	0.331
ITGB1	-0.2465
ZNF254	0.7866
PAX1	0.8755
PSMC4	0.0208
ANKRD22	3.948
PSMD8	0.246166666666667
HTR1E	1.32983333333333
SOX10	-1.7782
OR5B2	0.0795
RABGEF1	-0.932214285714285
MAP1LC3B	-0.038
CYB5R4	-0.32025
AGXT2L1	-2.77425
FLJ41603	2.03633333333333
TRAPPC2	0.283166666666667
FNTB	0.2549
FLJ14107	-0.8765
AURKAIP1	0.87275
DSE	2.02975
NFKBIZ	2.45133333333333
OSBPL3	-1.39933333333333
LOC130576	0.45475
SLC39A9	1.10016666666667
LOC137886	-0.811
RHCE	-1.8235
ATG7	0.262166666666667
FAM82A	0.171166666666667
FBN3	0.2845
MCFD2	-0.710833333333333
CASP14	-0.0605
EPS15	0.614666666666667
SFRS2B	0.41825
C19orf47	0.1685
PLAC9	2.527
GPR23	-0.095
BTNL3	0.0931666666666667
RGS8	0.3585
GNS	0.162
ENO2	-2.03816666666667
CBX1	0.3725
PEX26	0.02
LRP5	-0.0335
ADAMTSL4	-2.28966666666667
ARR3	0.0745
MAP1A	0.54475
CD2	4.708
NAV2	-1.5648125
TMEM69	-0.08475
ATXN7	-1.52866666666667
CHN2	-0.130833333333333
ZNF781	-0.8665
HAS2	-3.01133333333333
KIAA0241	-0.6945
BIC	1.5405
MOBKL2A	0.95275
CYP2C9	0.6275
CNOT7	0.134071428571429
SFRS10	-1.751
CST11	0.30275
FLJ37543	-0.008
NKAP	-0.754
RUNX1T1	3.53675
EAF1	-0.5519
IL4I1	3.2445
LRRC61	0.7685
PSIP1	-2.26366666666667
SPRR4	0.216
ZFP90	0.556
AP2B1	1.02723076923077
SLC30A7	0.46175
C7orf28A	-0.642666666666667
S100B	-2.62683333333333
BMP2	-2.82375
ESR1	2.11283333333333
ZFPL1	0.33375
ARHGAP12	0.32725
LRRC19	-0.171666666666667
ZNF767	-1.0105
NACA	-0.1
OLIG1	-1.626875
PRF1	1.0725
LST1	3.40566666666667
SPATA9	-0.968
CNFN	1.7295
CDK4	-0.5736
TCF15	-0.637666666666667
PARC	0.8795
PPM2C	0.35025
LOC283345	-0.086
FAM107B	1.04875
DMXL1	-0.363875
RBM3	-0.12
HTR5A	-1.81133333333333
SCFD1	-0.327666666666667
EPHB3	2.639625
ROPN1L	0.0198333333333333
RAMP3	1.94525
TSPYL5	3.64681818181818
GAP43	-2.6345
PAPD4	-0.797375
PDE3A	-1.68925
TNFRSF10C	2.0405
JMJD5	0.3445
RASGEF1A	0.5528
C16orf65	0.2728
HIPK3	0.392333333333333
XYLT2	0.61325
XPOT	-1.96233333333333
GAL3ST1	-1.671
DHCR7	0.16725
AMIGO3	0.754
FGFR4	-1.33433333333333
CRAT	1.500125
PPP1R14D	0.467
TRIM14	0.7806
TMPRSS11D	0.112
SLC7A11	-3.34642857142857
OR10H2	0.62975
PPM1E	-1.9438
DOCK4	0.326
FAM127A	0.699125
ENOPH1	-0.6665
SLC5A3	-0.015
ZNF530	0.2556
NTS	-6.387
FRMD4A	0.752875
BCL11B	-2.1905
PRM1	-0.1795
UQCC	-0.4935
S100A16	0.558
PLS3	-0.3795
WWOX	0.0115
CCDC23	1.56275
GTSE1	-2.41583333333333
GP2	4.8375
FLJ32549	-0.525875
CHIT1	1.03875
KLF9	0.209625
RPS24	0.2996
MIA	-0.93075
FIGN	-2.0805
PYROXD1	-0.748125
PCSK2	-0.164875
MRPL9	-0.874
RPL24	0.288875
C12orf32	-1.238875
HIST1H2BE	1.2215
RGS18	3.259
LFNG	2.037625
RAB4B	0.8995
FBXO25	0.468333333333333
TSPAN31	0.874666666666667
ARL8A	0.827642857142857
C10orf83	-0.3507
OR51B6	0.5355
CNKSR2	-0.152
C1orf156	-0.2105
IBSP	1.9905
GFRA2	0.2758
ALKBH7	1.8683
NEK10	3.79
VN1R3	0.193833333333333
LOC91948	-0.4475
CPZ	1.36925
IHPK3	0.5565
COL8A1	1.45875
RBPJL	0.1015
OR10A4	0.40225
CASP8AP2	-1.401375
MMP12	-0.323333333333333
OR8B12	0.2935
CDCA5	-2.60866666666667
LIX1L	-1.129
PEX11B	0.66725
GABRA1	0.387166666666667
HABP2	0.312
REEP1	1.82666666666667
FBXO15	1.406
CD68	1.21525
WFDC9	0.105
GHDC	1.16616666666667
SMARCA1	-1.3855
SPAST	-0.496
PLXND1	-0.172083333333333
MLCK	-1.3455
INTS5	0.245166666666667
BSG	0.394571428571429
PARP8	-0.148333333333333
TEAD4	-0.605
ZNF498	0.173375
TMEM89	-0.0556666666666667
DTX4	0.2805
TNRC6B	0.281875
ARMC2	-0.9035
FGFBP1	-3.25366666666667
TIMM8A	-1.5675
AJAP1	-1.576
ZNF608	-0.24575
SLC25A42	0.229375
SYP	0.381
MMP11	3.96866666666667
USP40	0.3666
C3orf62	0.0713333333333333
MYO1E	-0.3427
LRFN4	1.08225
XCL1	1.52766666666667
GPR155	-0.026375
VPS29	-0.464875
CARHSP1	-0.55425
ARHGAP20	0.791833333333333
GREM2	0.103928571428571
CCDC102B	2.71475
ZNF577	0.654166666666667
HDDC2	-1.674125
SHC2	1.9612
NCOA5	0.7415
INPPL1	-0.448
CHGB	-2.45
IHH	0.348
DDEF2	-0.5395
DIAPH3	-2.41757142857143
BUB3	-0.192833333333333
GGH	-3.59377777777778
VPS35	0.312
CNN2	0.63975
ASNA1	0.06675
WDTC1	1.047
AMAC1	0.18
HAS3	-0.703
SLC1A6	-1.00266666666667
ZNF563	-0.522
C1S	4.25325
TCF7L1	0.888625
OR10Z1	0.858
ME2	-1.2005
C6orf151	0.086625
KPNA4	-0.4665
GLO1	-1.0985
WDR61	-0.721833333333333
CD302	1.3885
SIRT7	-0.4185
C11orf59	0.6285
PKIG	-0.11675
PPIL3	-0.26325
CCDC74B	0.783125
ZNF528	0.5065
EFNA5	0.0225
FCGRT	1.938
NOL4	0.7114
CCS	0.50425
LOC374491	-0.10775
MFSD7	3.7945
ZNF555	0.6015
LIMS3	-0.01975
TSSC4	0.999333333333333
COL11A2	-1.0665
C1orf119	0.955333333333333
BPNT1	-0.955375
CHRNA6	1.659
C1orf173	0.8282
PLD2	-0.10125
ORC1L	-3.48875
SASH1	1.10075
CDC14B	-1.131375
RLBP1L1	-0.11325
LDLRAP1	0.5115
NAT8B	0.209333333333333
HHEX	-2.722
LGALS7	1.579
PLCH1	-1.131
OR1M1	0.2435
PRAMEF16	-0.24
HECTD1	-0.802
C14orf39	-2.6095
TLN2	0.6797
HDAC4	-0.980428571428571
SYCP2L	-3.3175
GLRA1	-0.3995
RPS6	-0.45025
hCG_1757335	-1.463
KLHL1	-3.088
CTNNBIP1	1.61533333333333
SCAND2	-0.6051
HMGN2	-0.1113
YAF2	-0.41
BRPF1	-0.50225
LIAS	-1.169
CTA-246H3.1	-1.4875
SAG	2.12725
C20orf10	1.15425
HNRNPA2B1	-1.66683333333333
GADD45A	-1.76383333333333
MSH4	0.3225
TMEM70	-0.85475
HIST1H2AM	1.87675
C19orf26	0.444833333333333
C1orf50	0.52975
GNG3	0.278
FTO	2.17075
CALCB	-0.3105
PPP3R1	0.022375
C15orf42	-2.363
CCNJ	0.425
GNAZ	0.519866666666667
PSD	0.1445
FAM57A	-0.51325
STIM2	-0.2075
DHX8	0.33625
MOGAT3	0.20875
UBE3B	1.00516666666667
PLAT	3.46666666666667
C6orf206	1.176
COPE	0.642
EIF3A	-0.184625
C1QL2	0.3585
IQCE	1.00141666666667
KIAA0182	0.844333333333333
SLC22A7	-0.0215
PPFIA2	0.2845
ADAMTS15	1.0425
ODZ1	-0.043
THBS4	3.56183333333333
ARHGAP1	1.021875
B4GALNT3	-0.2085
FCHO1	-1.909
LOC440456	0.51425
HOXD10	0.395333333333333
CXCR3	3.16166666666667
CHI3L2	-0.331625
SRPX2	2.69975
ZNF132	1.4855
UBAC2	-0.169333333333333
RPL32P3	0.227
CBWD6	-0.978
ST6GALNAC4	-0.7735
KIAA0391	0.0553333333333333
LOC388969	0.672
KRTAP5-8	0.460166666666667
ZNF786	0.25025
LYVE1	1.3585
GPR144	0.22975
APOH	-5.9355
TSC22D2	-0.0268333333333333
PLCD1	0.08325
FLG2	0.227
M-RIP	-0.0385
NDUFV1	-1.11375
POLDIP2	0.0058333333333333
RAB3GAP2	0.2095
RPSAP15	-1.543
CLEC7A	1.204125
HSPA14	-1.1215
TAAR5	0.64975
FAM132A	0.231
C2orf43	-0.21225
OR10V1	0.336
SELPLG	1.136
C1QTNF6	1.526
OPCML	1.0138
DTYMK	-0.723
ALDH16A1	1.2335
F13B	-1.8245
MGC16169	-0.343
KIRREL2	-1.59066666666667
C14orf32	-0.533
SLAIN2	0.4588
HSD3B2	0.159
AMMECR1L	-0.368
LRRC37B	-0.6365
HMG20A	-0.34
C22orf27	0.2588
FBXL22	0.584
AP1B1	-0.111666666666667
TNKS1BP1	2.28775
CD74	4.263
HSPA12B	3.35566666666667
PLSCR1	0.8835
SLC35E1	-0.193666666666667
FEZ1	-1.65375
APOD	4.4445
C16orf44	0.85125
C1orf166	0.3285
KCTD11	0.3625
NELF	-0.568
SRP54	-0.6695
MGC35361	-0.8985
GPR35	-1.144
NRGN	-0.195625
SIGLEC12	0.18175
SCN1B	0.33775
IFNW1	-0.351
STAR	-4.29275
HLA-DQA2	4.595
RNASEH2B	-0.739
TAAR2	0.1105
VAMP5	1.21933333333333
TUBA1C	-1.08242857142857
PIK3R2	0.378625
ARD1A	-0.014
EBF2	0.561333333333333
CAMSAP1L1	0.07675
CYP3A43	1.077
AKR1B1	-1.862
KIAA1729	0.886125
KAL1	1.1241
CYBB	0.87225
UXS1	-0.62625
LOC338579	0.858
C11orf45	0.874
SHB	0.67775
IKZF4	1.008
NDUFA1	0.822125
HSPE1	-1.169
C1orf215	0.0135
GPR113	-0.0321666666666667
ZNF573	1.06725
TBX18	0.839
GGTA1	5.69275
PCDHGA8	-0.0335
RPS6KL1	-0.07575
DPP9	0.221375
SLC43A2	1.652
COPS3	-1.4485
PMPCB	-0.544833333333333
HYLS1	-0.341
LSM8	-1.12533333333333
PDE6B	2.052875
C10orf118	1.4881
OR1C1	0.457166666666667
ZNF415	0.9265
OR2F1	0.24425
ZDHHC13	-0.600375
FZD8	-0.3897
TCEA1	-0.7148
SUSD4	0.428
C22orf24	0.3085
TNFRSF14	1.196
TRIM28	-0.135666666666667
FGF5	-2.03625
CSPG5	-0.413
RNF133	0.127
FKBP15	0.2825
BZW2	-1.855
NSMCE1	-0.63375
PTPRN	-0.2475
TST	1.209125
POP1	-0.812
RNF24	0.000333333333333334
SFRS4	-0.7435
REPS1	-1.67425
CD70	-1.49916666666667
PDXDC1	-0.52775
SRC	1.2793
NTNG1	-1.6105
SETD1B	0.66825
TINP1	-0.3195
ZNF606	2.16666666666667
SSR1	0.2360625
RGNEF	-0.313666666666667
NFS1	-0.9165
CENTB5	-0.582833333333333
CRMP1	-0.287166666666667
ADAM18	-0.11625
CCDC87	2.6275
LRRC8B	-0.58725
CSNK1G1	-0.554833333333333
MAFB	3.13516666666667
C12orf45	-0.34725
C1orf54	2.57525
DPEP1	0.336666666666667
FLJ13137	2.254
C14orf118	0.450166666666667
ANKRD19	0.597833333333333
ABCA9	2.1147
TMEM87A	0.946
BBS5	0.7685
CYP17A1	0.413875
SCG3	-3.52183333333333
ESCO2	-2.98675
GFER	0.510333333333333
NRIP2	-0.1645
DDX59	0.016
RIC8B	0.435
TNNI1	-0.122
KTELC1	-0.291
GPR85	0.103166666666667
SP3	0.618875
GOSR2	0.317083333333333
DDX1	-0.4375
DSCR9	-0.363
KIAA1984	-1.11025
FLRT3	2.1105
RNPS1	0.0136428571428572
ZNF772	1.8245
SLC25A10	0.9315
ADAMTS3	-1.103
TBC1D7	-1.543
PCYOX1L	-0.126
LOC339745	0.89
VPS54	-1.916375
PCDHB12	1.321875
C4orf6	-0.2415
CCL5	4.060625
PEX5	-0.935875
LENG1	0.976
LOC51336	-2.86175
FLJ25371	-0.33
WDR45L	-0.156333333333333
SPAG8	0.162166666666667
GUCA1C	-0.394
LOX	-0.6885
FIZ1	1.6305
BAG5	-0.234916666666667
BUD13	-0.523333333333333
MGC2752	0.529125
IQSEC3	0.550875
TGFBR3	-1.07125
CASP9	-0.72025
PPA2	-0.15525
MED24	0.951
MAP3K7	-0.876
SRPR	0.01825
C17orf81	-1.9095
RIPPLY1	0.34175
EID2	0.221
AKR1C1	-3.0995
IMMP2L	-0.88125
SPSB4	1.303
BAG4	0.24225
ZNF32	1.33616666666667
KLHL34	1.497
BRD2	0.08825
IL32	0.653833333333333
FAM53B	1.37216666666667
SLC7A1	-0.38775
KAAG1	-0.309
CCDC54	0.430166666666667
PRKCQ	-1.63025
TIRAP	1.158
SPSB1	1.70433333333333
USP36	0.352
FLJ32569	-0.2875
LYZ	-1.6475
TMEM186	-0.688333333333333
TPM2	1.11916666666667
C9orf100	-0.675666666666667
PPP1R11	1.0424
OLFML3	2.3476
ELAVL1	0.168666666666667
DNAJC17	1.5455
ABCA2	0.038
BNIP3L	-0.037375
ATP10D	1.911
GALNT8	-0.540333333333333
PRKCH	1.50875
USP12	-1.001
STXBP1	-1.4148
LSM2	-0.713666666666667
ANKRD30A	6.1915
LAP3	0.26475
C9orf40	-2.14883333333333
KATNAL2	-0.158666666666667
RG9MTD2	0.26825
PNPLA7	1.183
IDH1	-1.2315
C1orf57	-0.0055
XRCC5	-0.3305
TBRG4	-1.26525
DCDC5	0.733833333333333
POU5F1	-4.3345
RAB1A	0.223071428571429
KRTAP15-1	-0.041
INHA	-0.510833333333333
WDR90	-0.42225
MLL2	0.887166666666667
FAM104B	-0.02225
SF3B14	-0.33375
STX1B	0.481
SNX12	0.4605
KMO	0.168
FAM100B	-0.18925
CDRT15	0.4785
RAB9A	-0.649833333333333
RUFY3	-0.1045
UBE2U	0.00416666666666667
NFKB1	1.3949
FBXO38	0.4935
VRK3	0.12325
TUBB8	-0.0555
IFNA6	0.074
AYTL1	-1.78316666666667
RBP3	-0.00928571428571434
MUC13	-1.7915
C8orf30A	0.8775
MFAP1	-0.579
NHLH1	0.83025
CXorf34	-1.10175
SP8	-3.882
RNF151	0.4035
TDRD7	1.0385
KCND2	3.85975
FKBP9L	0.6975
C17orf44	1.28725
TIMM17B	0.177
WIPF1	0.8882
SNX15	-0.0505
IGF2R	-0.2147
SBSN	-0.531
RBM15B	0.08325
AGBL5	0.0225
APEX2	0.61625
C17orf39	-1.4425
UBE3A	0.2946
SPANXC	-2.2055
TGFB1I1	1.209
RBM13	-1.15225
TOP2B	-1.1265
NPVF	-0.235
RIMS4	2.661875
RAD54L2	-0.274166666666667
RSPO3	3.428
C2orf47	-0.592
TSPAN4	-0.54475
DNAL1	0.06475
DKFZp761E198	-0.65025
NLE1	-0.7255
TPST1	-0.06075
SREBF1	1.124375
CLEC12B	-0.3485
FUK	0.96075
IL21	0.7
LTK	-1.33625
DKKL1	1.152
EPAS1	0.070625
UBTF	0.4965
HIST2H2AB	0.678583333333333
TMPRSS12	0.095
KIAA0427	1.00266666666667
CYP8B1	-0.478166666666667
FPRL2	3.9005
LOC402573	0.15725
HSDL2	-0.171
SEMA6B	0.359
AKR1A1	1.08028571428571
CLTB	1.31816666666667
NXT2	-0.671833333333333
HSPB7	-1.5065
MLLT11	-2.24983333333333
OLFM3	-0.418166666666667
SEC61B	0.791583333333333
GPR139	-0.414
RRP15	-1.3365
OR3A2	0
RSL1D1	-0.8321875
P2RX7	-0.853
PSME2	1.15925
ADNP2	-0.20125
