Hybridization REF	TCGA-BH-A1EW-01A-11R-A137-07
GPR34	3.7815
DDX6	-1.2335
OR10W1	0.239
LHFPL1	-1.2965
ZNF313	0.0721428571428571
VPS28	0.79275
AP3M1	0.0508
AKR1CL2	-0.85375
TRAF4	0.814125
OR2B11	0.3525
C19orf12	0.115166666666667
AKAP9	0.297166666666667
C1orf62	-0.692
SLC20A1	-0.4292
FAM112A	0.36
LDB2	1.347125
MRPS23	0.5645
KLK5	1.29575
SPTB	-0.5143
EFEMP2	0.26175
EFNB2	0.518625
PCM1	-0.901142857142857
NMNAT3	1.5205
TSG101	0.6755
C8orf40	0.8095
NOB1	-1.64875
ABHD3	-0.12375
GTF3C4	-0.657875
PIGN	0.433666666666667
GALNTL1	0.80975
AEBP1	1.065125
OR9Q1	0.6225
ANKRD2	0.132875
CCL28	-3.521
TRIM38	-0.284333333333333
TMCC1	-0.3575
SMG5	0.5225
LRRC7	-0.5615
NCAPD2	-1.92383333333333
C6orf153	-0.285
C1orf74	0.8615
OTUD6A	0.1985
DCP2	-0.608166666666667
TMEM24	0.26825
RPL18	-0.1795
TMEM177	-0.33175
LRRC37A3	-0.42625
C1D	0.161666666666667
LDHC	-1.73875
UBE4B	-0.182166666666667
NIT1	0.87675
BTN3A3	0.41325
RASD1	2.11375
COMMD3	0.565
SHFM1	-0.046
BIRC8	0.50375
DUT	-0.7865
C12orf51	-0.527
LRRC59	0.0163333333333333
LY6H	0.53
WDR22	0.265083333333333
EDEM1	1.17885714285714
ADH1A	3.651
PANX2	-0.1453
CYP11B1	0.3685
CDC73	-0.35275
GPR172A	0.5215
GSTM3	0.689615384615385
KCNA5	0.862875
SERAC1	0.2085
NFATC2	0.3675
ANAPC5	-0.7027
C15orf24	0.47775
NFATC2IP	-1.0395
TNRC6C	0.489166666666667
MGC102966	-1.220875
FGD5	0.6945
MED9	0.37125
RAB13	0.0891666666666667
C15orf49	0.034
CRYGS	1.5619
C12orf53	-0.5691
LOC283693	-0.168
COX6B2	-0.192125
PHF14	-0.535125
FAM3A	-0.2335
RPL13	-1.0079
PRDX2	-0.1635
FLJ34047	-1.44475
PRMT3	-0.82825
KCTD19	-1.1415
TRIM10	-0.202166666666667
MGC26597	-0.536333333333333
GCNT4	0.30975
GPRASP1	1.199
CDKN1C	0.28625
RHBDL2	1.0858
HSPH1	1.13825
AQP1	3.665125
COL17A1	0.0812
GFAP	0.34925
CDC16	-0.03025
KIAA1614	0.051
C6orf118	0.383666666666667
ZSWIM5	-1.76575
FAM83F	3.37825
LYNX1	0.3655
SYNPR	-0.71875
XG	3.2345
PRSS16	0.0865
KIF13B	0.460428571428571
PCDH9	-1.526
HIST1H2AH	0.706333333333333
RBM18	-0.324
ZNF626	-0.22475
HEXIM2	-0.180166666666667
ITFG1	2.2175
TUBG2	-0.0095
SFRS7	0.395083333333333
C9orf14	0.265
EXTL1	-1.2965
GBP3	2.2
WDR5	-0.77875
RARG	0.269833333333333
MYO7A	-0.25325
CECR6	-0.06025
C13orf3	-0.866375
SFRS18	-1.319875
ACVR1B	0.302333333333333
PSMD1	-0.2904
C7orf31	-0.632333333333333
ILVBL	-0.95275
IFNGR1	1.4645
RNF186	-0.929
NOL9	-1.01225
MAGEL2	0.23025
SLC29A2	-0.04825
NHSL1	-1.13725
RBMX	-1.307
PSORS1C2	0.352375
RAD51L3	-0.58275
LCN6	1.732
ORAI2	-0.444
BRUNOL6	-0.2003
OR4K5	0.139
CDC123	-0.13975
MSLN	-1.80966666666667
WWTR1	0.0506666666666667
ZNF700	-0.925166666666667
COBL	-0.509
PPP1R16B	0.6945
GAS7	-0.0739
MDN1	-1.16375
HAAO	0.038
C9orf68	0.91675
TNFAIP2	0.8715
FOXN1	0.2575
hCG_2033311	0.973833333333333
ATP6V0D2	0.2835
RPL41	0.563
SLC38A1	0.85675
ARHGAP6	-0.993916666666667
ADAD2	-0.38725
PHF20L1	0.4814375
MCM3AP	0.36
ST3GAL3	-0.466666666666667
SNX1	-0.000499999999999998
ELF5	1.177
PARP3	-0.73825
RBM8A	-0.0335
LINGO4	0.187
ITGA9	0.6295
ZFR	-0.36075
ACSL6	0.9075
FLJ20699	-0.1575
DAOA	-0.23175
FABP4	5.51775
KCNB1	-0.508
CANX	0.3183
SLC25A28	1.28416666666667
ADIPOR2	0.397125
ECHDC2	1.216375
SMA4	1.031
FRZB	3.390625
PABPC1	-0.452166666666667
DMRTB1	-0.040875
APOBEC3G	0.62275
CATSPER2	-1.092
CUEDC1	0.827166666666667
STARD9	-1.565125
CLDN8	1.636
LOC23117	-1.006
E2F6	0.357
TMEM126B	-0.335333333333333
DPY19L4	0.76525
GIMAP5	3.7415
NDUFA9	0.08
FAM77C	3.085
CTPS2	1.0935
LOC51035	-0.599375
WDSOF1	0.398
EGLN3	-0.33325
PITX3	0.463
OR52E8	0.261
GRM4	0.231
KLK1	-1.931
GPM6B	-1.739375
RRAGD	-0.948333333333333
PAGE5	-3.0555
UCHL5	-0.6045
ULK3	-0.846666666666667
AIM2	1.8225
PNO1	-0.105833333333333
OR2F2	-0.0795
GNAT2	-1.7825
SIX1	1.9215
ST13	0.197416666666667
ZBTB44	-0.392625
TIMP2	-0.39825
ZMAT4	0.129
GTF2IRD1	0.304
ZNF19	-0.208166666666667
ZNF714	-1.48
RSC1A1	-0.09475
C9orf80	0.1295
PSMA8	0.667
TMEM141	0.38825
COX4I1	-0.452785714285714
CTAGE1	-0.0395
DTWD1	-0.34025
HSD11B1	2.2395
KRT6B	2.440375
ARID4B	1.47525
LHFPL3	0.20075
WWP2	-0.202416666666667
ZNF326	0.208
RGPD1	-0.198
CTSH	1.34283333333333
FASTKD1	-1.00575
PAF1	0.7992
TTC9C	-0.267
IFT57	0.6282
PRSS36	0.613
IL20RB	-1.385
ZNF592	-0.134
DCTD	0.1231
CFP	3.02175
MFNG	0.071625
JMJD2B	1.0995
ALDH3B1	-0.946
THSD4	1.24666666666667
KCNJ5	1.79783333333333
LMNA	1.0545
TBCD	0.399125
ZNF250	0.0471666666666667
CASQ2	2.921
PEG10	-3.5545
PRAME	0.9906
NP	0.588
TRIM59	-0.616833333333333
ZNF12	-0.168
XTP3TPA	0.361
SIGLEC7	-0.0246
PANK4	-0.69125
FAM70A	-2.50983333333333
SNED1	0.7465
HIP1	-0.2921
RAET1E	-0.460833333333333
AMAC1L2	-0.5355
AHNAK2	-1.2865
TOE1	-0.638833333333333
RECQL4	-1.30575
SPRYD3	0.88625
DPAGT1	-0.31025
MAGED2	2.0334
ANKRD55	-0.3795
TRPS1	4.18416666666667
DOK7	1.088
TFPI2	-0.86175
GTF2H3	-0.947666666666667
CYP4F11	0.33625
LHX2	-3.36983333333333
ATG16L1	0.0116666666666667
ASB12	0.684
C1orf116	0.578125
NF2	-0.86605
POM121	-0.6029
PHYHD1	0.2768
TXNDC17	0.249666666666667
DKFZp779O175	-0.34
NUP62	0.187071428571429
MYO18B	-1.28666666666667
PRAMEF1	-0.116
TCBA1	0.795125
TMEM168	0.1215
FJX1	-0.148333333333333
CLCF1	0.46375
SEPN1	0.106375
IGSF2	0.32125
NUDCD1	0.706333333333333
TFF3	3.62916666666667
NDFIP1	0.980214285714285
CHCHD4	0.861
TNR	0.2515
CUTA	-0.353833333333333
USP44	-4.02025
DPP10	-0.485
IWS1	-0.2915
PCGF1	-0.0115
SULT1C4	-0.111
NTF5	-0.098
PTPN13	0.8145
SSTR5	0.562
SFRP1	0.444625
IDH3B	-0.328625
SUOX	1.19983333333333
TMCO5	0.25
GOLT1B	-0.21975
MIB1	-1.63185714285714
PCDHGB1	0.3925
SUSD1	-0.098
ICAM5	-2.95283333333333
PAPOLB	0.1575
URM1	-0.6715
TMEM106B	0.416166666666667
LRIG2	-1.01975
SLC27A5	-1.03225
CLIC6	5.0196
ZNF420	0.224333333333333
SCN9A	-1.1691
KIAA1909	-0.75825
ELMOD1	-1.8665
PRKAG1	0.49675
FAM64A	-1.41788888888889
EEF1G	-0.933
SMAD5	-0.684
INCENP	-2.7205
WASF2	-0.894
GARS	-1.4491
CDK10	-0.8625
HLX	0.409333333333333
MDM4	-0.667875
ZNRF1	-0.645142857142857
HHATL	-0.499333333333333
FAM21C	0.1995
HIST2H3C	0.66175
PFDN2	0.7775
ZNF200	-0.324
NDN	-0.5765
HBA2	-1.6215
FBLN5	2.467125
PUM1	-0.0472857142857143
TNNT1	-0.363333333333333
C19orf59	1.59833333333333
HNRPH2	1.02566666666667
RAB7A	-0.689666666666667
PMS2	-0.708625
BIRC3	0.564
NRSN2	0.4835
OR52K2	0.361333333333333
SPOCK1	-0.9955
H2AFY	0.2135
RXRB	-0.48325
ZNF638	-0.774666666666667
ANKRD45	0.105
ACTN4	0.058
FXC1	0.72725
EIF2B5	0.6875
VPS33A	-0.7485
PINK1	0.226125
FAM106A	-0.5285
SKIP	0.598625
GAPDHS	-0.30025
MUM1L1	4.5865
PSTPIP1	1.2945
CNTNAP1	-0.8736
CYP26A1	-2.25175
APOL2	0.6386
TACC2	0.639
COX7A2L	0.302928571428571
HSD17B1	1.7610625
ARRB2	-0.10675
SLC7A6	-0.3032
HSD17B10	-0.3195
RBJ	0.34725
NUP155	-1.16025
MRPL10	-0.055
CYCS	-1.40816666666667
CCDC46	0.507166666666667
TECTA	0.485
GNAL	-0.17125
LPO	0.481
PEBP4	0.835
DDX11	-1.73925
C18orf12	0.381
TAF9B	0.438
IMP4	0.091
RPA4	-0.340666666666667
NDUFS1	-0.51625
UPK1A	0.829666666666667
ARRDC2	-0.207833333333333
C18orf20	0.2435
AES	-0.242857142857143
CD2BP2	0.288
C16orf54	0.442
UGT2B17	-2.253125
FGFR1	-1.10163636363636
CEACAM6	0.1456
CHRM5	-0.06675
CERK	-0.981
AP3S2	0.8485
ANKS4B	-0.10825
CLCNKA	0.1695
ZNF208	-0.389
HLA-DRB5	4.3995
CARKL	-0.15425
GOT1	-0.318666666666667
CASP6	0.9125
HOXA1	-0.097
RCL1	0.5995
ZNF181	0.743166666666667
RAB40B	1.477
MRPL38	0.23125
LRRN2	0.594
C3orf25	0.207
OR5D14	0.4225
OR10AG1	0.0035
BET1L	0.986
FRY	3.1395
AK3L1	-1.1105
CSF3R	2.792
POLR3K	-0.371666666666667
ATG2B	0.0215
EPS8	-0.071
DARS	-0.387125
C10orf56	0.295
DAD1	-0.00166666666666666
RIOK1	-0.217166666666667
HERC2	-0.473
HSD11B2	1.0525
FAM96B	-0.333
MGC13057	-1.46775
BSN	-0.45575
CAND1	2.01433333333333
HCST	2.15175
ACTR10	0.334333333333333
OR8D4	0.496
NASP	-1.4186
COL9A2	0.310166666666667
LYZL1	-0.3015
GPC5	-2.40975
TBL3	-0.692333333333333
CENTD2	-0.3944
OR5AP2	0.26125
TLR1	2.627
LMO6	-0.3965
ZIC2	-1.50025
CPNE5	0.65325
ZMYND15	0.8995
FLJ22374	-0.088
CCDC106	0.2695
PARP16	-0.76625
PDIA3	0.40975
C14orf126	-0.786
CECR2	1.119
SFRS1	-0.209214285714286
FIGLA	1.448
DCP1A	-0.228
MGC45800	-1.5058
TEKT1	0.313833333333333
C10orf67	2.2445
CLN5	1.070625
NTN2L	0.0515
GLE1L	-0.79125
CES2	-0.5545
GNAS	-0.320944444444444
DDX53	-0.4975
TSPAN13	2.87275
MRPL52	-0.7477
SPIRE2	-0.19125
TAS2R39	0.3905
SCUBE3	0.27675
UCRC	1.1488
CDKL3	0.909
KIAA1715	-0.5508
ZNF345	-0.15025
RTF1	-0.168
DHRS7	1.02375
RIPK4	-2.18016666666667
EXOSC2	-0.909
MS4A2	3.77825
FGF17	-0.101
WDR59	-0.534375
EVI2A	-0.231
IL17RC	0.762166666666667
HS3ST1	3.0215
ITGB1BP2	-1.8305
RBPJ	-0.736666666666667
GIMAP1	3.8395
INE1	-1.50816666666667
ALDH18A1	-0.5965
TPI1	-1.14175
GATA6	1.16375
CABP1	-0.878833333333333
ZNF484	0.70025
DAPK3	0.1305
GJB1	-2.49016666666667
PIN1	-0.69
SLC6A15	-3.00016666666667
CNO	0.2335
RIN2	2.8035
FRRS1	-0.6075
CYorf15B	-3.95025
DMRT3	2.0005
ATAD1	0.244625
OTUD4	0.0806666666666667
ATOH8	-1.05025
ZSCAN16	1.48675
ASCC1	-0.31225
OTUD3	-0.1215
MGC33212	1.32433333333333
YME1L1	0.4415
RP11-218C14.6	0.11275
PCBP4	-0.64425
TNFRSF10A	-0.59375
CDH10	-3.20333333333333
KL	2.430625
SCP2	0.59875
C9orf119	0.847375
SON	-0.3875
MAFK	-0.125
SBNO2	0.789
SLC6A6	0.496333333333333
SC4MOL	0.816375
FAM35B	0.241375
PPP1R9A	0.376
PDZRN3	0.3505
CXorf20	0.00600000000000001
C6orf126	1.23075
AVEN	-0.735
FLJ21075	-2.1035
C14orf132	-0.589375
PCK2	-0.8325
GUCY2C	-0.6805
BARX2	-0.07225
PEX11G	1.1805
DAO	-0.745166666666667
C10orf49	0.259
EDNRA	0.956
PPP2R5A	0.6966
DDX39	-0.4105
SERF1A	0.7695
ASCIZ	-0.0564
FNDC8	-0.16625
PTMS	-0.117375
PHF7	-0.60475
PIP4K2B	0.5779375
HHLA2	0.68375
BDH2	1.3717
APOBEC2	-0.49325
PENK	1.108
SMAD9	-0.917
MT3	-0.63825
RGL1	0.2175
ATG10	-0.918375
DLGAP4	-0.369166666666667
APPBP2	-0.458785714285714
BACE2	0.924285714285714
LOC339344	0.282
ZNF395	-1.696375
HIST1H2BL	-1.14825
ZNF467	1.023
SLC25A21	-1.67875
PALM2	-0.815666666666667
NSUN5C	-1.04325
IL5	0.8122
CLSTN2	2.25575
ANXA8L2	-1.74025
PTGES	1.914
GDAP1L1	-1.66033333333333
OPRK1	-1.2525
WDR20	0.1985
C12orf4	0.618875
NUP88	-0.3695
XRCC6BP1	-0.4755
FCGBP	0.0860714285714286
LEMD2	0.15525
NOMO1	-0.6735
C10orf79	1.998375
ZNF79	0.6729
OCRL	0.7645
HSPA8	-0.468208333333333
DIDO1	-0.392333333333333
PLA2R1	0.75725
COG3	-0.1297
NGDN	-0.10225
CBFA2T2	0.09025
PNOC	-0.711
PRRG1	-0.309166666666667
AGGF1	-0.440571428571429
DPF2	-0.75325
YIPF7	0.0765
TRPV5	0.291
ZNF322B	0.495
MED12	-0.284666666666667
CARS	-0.722833333333333
ABCC11	4.32216666666667
C9orf25	0.506
MYH1	1.371
FRYL	-0.07625
AGTRAP	0.5755
MMP27	0.932
ZNF432	-0.564375
OR8D1	0.2765
OR13D1	0.3425
VWA1	2.4795
STON1	0.60875
IL5RA	0.12025
PERP	0.7251
C10orf107	-0.196666666666667
TNFSF12	2.225
FN1	-0.370625
MTR	-0.3745
PHLPPL	0.337333333333333
ZNF425	0.215
DHFR	-1.48944444444444
PPP1R12A	-0.8295
RSPO2	-2.321875
ZNF7	0.41875
ZNF583	0.68925
TPMT	-0.806
GPR132	1.155125
OR2T12	-0.20475
SERTAD2	0.2219
ATP1A1	-0.1716
FRMPD3	0.71275
ZNF672	0.50225
PLXNB3	0.2125
EML5	-0.186
FAIM3	0.8715
UBQLN2	0.54175
SORCS2	0.51925
PRIM2	-1.498
ACVR2A	0.766833333333333
YWHAZ	1.12758333333333
PGM2L1	1.02357142857143
GNAO1	-0.127785714285714
RPL10	0.1741
RPS6KA6	0.998
PFKL	-0.957666666666667
SH3D19	-0.080875
AURKB	-1.6735
ZC3H6	-0.5315
DISC1	-0.3635
FLJ39660	-2.61933333333333
TMEM25	2.323125
OSBPL10	-0.985125
CLTCL1	-1.30566666666667
ALG6	-0.18125
CATSPER4	0.296
LRTM1	0.307
RRAD	1.80933333333333
TIPIN	-1.111
CARD14	1.560375
RBM9	-1.33433333333333
RASSF4	-1.2095
SLC25A18	2.3215
C6orf58	-0.513666666666667
IGHD	0.422
PLA2G6	-0.1385
TPT1	0.43825
SEC63	0.0019
CCDC113	0.3111
TDRD10	0.2145
KIAA1666	-1.198625
TOR1AIP1	0.0815
SYTL4	0.91
SPRR2F	-0.8815
CEBPD	2.715
SNTG2	0.511
C20orf77	0.254083333333333
TAS2R49	-0.7635
C6orf173	-0.985
SVEP1	1.1811
PXN	-0.609714285714286
VIL2	1.402
C5orf21	-0.173833333333333
DIXDC1	0.305
GANAB	-0.728833333333333
PDSS1	-0.40325
NGFR	1.0015
ATP8B4	1.554
BMP8A	0.588
CCDC132	-0.242833333333333
GNRH1	-1.425
OR10T2	0.1235
PDGFD	2.5655
OR6W1P	0.303
HARS	-0.200666666666667
KRT77	-0.2955
AQP8	0.2265
ITGB1	-0.0954
ZNF254	-0.4814
PAX1	0.0635
PSMC4	-0.2022
ANKRD22	4.7645
PSMD8	0.478833333333333
HTR1E	-0.488166666666667
SOX10	-1.7489
OR5B2	0.277
RABGEF1	-0.1325
MAP1LC3B	-0.2275
CYB5R4	1.21175
AGXT2L1	0.53025
FLJ41603	1.93266666666667
TRAPPC2	0.854333333333333
FNTB	-0.0883
FLJ14107	-0.8475
AURKAIP1	-0.0425
DSE	1.7605
NFKBIZ	-0.625333333333333
OSBPL3	-1.65433333333333
LOC130576	0.84225
SLC39A9	0.405666666666667
LOC137886	0.806
RHCE	-1.478
ATG7	0.281166666666667
FAM82A	1.36
FBN3	0.101
MCFD2	-0.964833333333333
CASP14	-0.1665
EPS15	0.52975
SFRS2B	0.416916666666667
C19orf47	-0.204
PLAC9	1.703
GPR23	-1.5785
BTNL3	0.149833333333333
RGS8	0.3605
GNS	0.70175
ENO2	-2.046
CBX1	0.0239
PEX26	0.0525
LRP5	-0.462
ADAMTSL4	-1.562
ARR3	0.0225
MAP1A	-0.532
CD2	4.16775
NAV2	-1.2390625
TMEM69	-0.4405
ATXN7	-0.807833333333333
CHN2	0.0188333333333333
ZNF781	-0.7355
HAS2	-1.314
KIAA0241	-0.6095
BIC	1.60275
MOBKL2A	-0.087
CYP2C9	0.7105
CNOT7	-0.755928571428571
SFRS10	0.163
CST11	1.11975
FLJ37543	0.365
NKAP	-0.55075
RUNX1T1	1.6905
EAF1	0.9873
IL4I1	2.98525
LRRC61	-0.151833333333333
PSIP1	-1.10191666666667
SPRR4	-0.082
ZFP90	-0.402833333333333
AP2B1	0.0251538461538461
SLC30A7	0.793416666666667
C7orf28A	0.1675
S100B	-1.38
BMP2	-2.2575
ESR1	2.85058333333333
ZFPL1	-0.50325
ARHGAP12	0.58
LRRC19	-0.0936666666666667
ZNF767	-0.960666666666667
NACA	0.6305
OLIG1	-1.621125
PRF1	1.58225
LST1	2.78966666666667
SPATA9	-0.7105
CNFN	1.3415
CDK4	-0.5407
TCF15	-1.40016666666667
PARC	-0.187
PPM2C	0.63375
LOC283345	-0.6255
FAM107B	0.98025
DMXL1	0.50825
RBM3	0.566625
HTR5A	-1.31116666666667
SCFD1	-0.361833333333333
EPHB3	3.0795
ROPN1L	0.914833333333333
RAMP3	1.37925
TSPYL5	1.73054545454545
GAP43	-1.884
PAPD4	0.090625
PDE3A	-1.633
TNFRSF10C	1.5445
JMJD5	-0.286333333333333
RASGEF1A	0.1304
C16orf65	-0.0918333333333333
HIPK3	0.824666666666667
XYLT2	1.15
XPOT	-0.924166666666667
GAL3ST1	-1.73525
DHCR7	-0.951
AMIGO3	0.4345
FGFR4	-1.84533333333333
CRAT	1.05125
PPP1R14D	0.477
TRIM14	0.6866
TMPRSS11D	0.03
SLC7A11	-1.67171428571429
OR10H2	0.41125
PPM1E	-0.0141
DOCK4	0.349625
FAM127A	-0.383875
ENOPH1	0.54425
SLC5A3	-1.2037
ZNF530	-0.1226
NTS	-5.914
FRMD4A	0.079875
BCL11B	-1.87866666666667
PRM1	-0.17625
UQCC	-0.1795
S100A16	0.174166666666667
PLS3	-0.9315
WWOX	-0.0841428571428571
CCDC23	0.093
GTSE1	-1.64833333333333
GP2	3.9665
FLJ32549	0.52275
CHIT1	3.8725
KLF9	0.591875
RPS24	0.5731
MIA	-2.3375
FIGN	-1.45425
PYROXD1	0.154
PCSK2	0.37625
MRPL9	-0.291
RPL24	-0.67325
C12orf32	-0.433625
HIST1H2BE	-1.166
RGS18	4.069
LFNG	0.44375
RAB4B	-0.0516
FBXO25	-0.398666666666667
TSPAN31	1.22316666666667
ARL8A	0.875428571428572
C10orf83	-0.8324
OR51B6	0.353
CNKSR2	-0.092
C1orf156	1.514
IBSP	1.1045
GFRA2	0.1184
ALKBH7	0.4729
NEK10	2.61325
VN1R3	0.2325
LOC91948	-0.2205
CPZ	-0.09975
IHPK3	0.156833333333333
COL8A1	-0.1685
RBPJL	-0.0635
OR10A4	0.15675
CASP8AP2	-0.445375
MMP12	0.524833333333333
OR8B12	0.498
CDCA5	-1.88133333333333
LIX1L	-1.351
PEX11B	0.879375
GABRA1	0.189333333333333
HABP2	-0.0175
REEP1	-0.539166666666667
FBXO15	2.8055
CD68	1.182
WFDC9	0.248
GHDC	0.328833333333333
SMARCA1	0.97475
SPAST	0.14
PLXND1	-0.674833333333333
MLCK	-1.8315
INTS5	-0.129166666666667
BSG	-0.681214285714286
PARP8	-0.763333333333333
TEAD4	-0.483666666666667
ZNF498	-0.733875
TMEM89	-0.354166666666667
DTX4	0.292375
TNRC6B	0.12
ARMC2	-0.16625
FGFBP1	-3.04433333333333
TIMM8A	-0.299
AJAP1	-1.6147
ZNF608	0.69725
SLC25A42	-0.25675
SYP	-0.0276666666666667
MMP11	2.73316666666667
USP40	0.3434
C3orf62	-0.349
MYO1E	-0.3527
LRFN4	-0.75125
XCL1	0.963333333333333
GPR155	-0.025375
VPS29	-0.094625
CARHSP1	-0.80925
ARHGAP20	0.721833333333333
GREM2	1.52071428571429
CCDC102B	2.2575
ZNF577	-0.411666666666667
HDDC2	-0.4875
SHC2	0.232
NCOA5	0.5605
INPPL1	-0.9885
CHGB	-2.8084
IHH	-0.056
DDEF2	-0.317416666666667
DIAPH3	-2.564
BUB3	-0.181083333333333
GGH	0.350444444444444
VPS35	2.1013
CNN2	-0.126916666666667
ASNA1	-0.549
WDTC1	0.51675
AMAC1	-0.2245
HAS3	-0.672833333333333
SLC1A6	-0.9215
ZNF563	-0.729
C1S	3.36725
TCF7L1	-0.959625
OR10Z1	0.3595
ME2	-1.2111
C6orf151	-0.47675
KPNA4	-0.0765
GLO1	0.15225
WDR61	-0.568166666666667
CD302	1.756
SIRT7	-0.0866666666666667
C11orf59	0.15075
PKIG	0.284
PPIL3	-0.406
CCDC74B	1.81375
ZNF528	-1.53575
EFNA5	0.6115
FCGRT	2.16575
NOL4	-0.0626
CCS	-0.23725
LOC374491	-0.159
MFSD7	3.0255
ZNF555	0.464
LIMS3	-0.2265
TSSC4	0.581166666666667
COL11A2	-1.168
C1orf119	0.721833333333333
BPNT1	-0.1145
CHRNA6	0.461
C1orf173	0.9588
PLD2	-0.1405
ORC1L	-2.85675
SASH1	1.592125
CDC14B	-1.159125
RLBP1L1	0.957
LDLRAP1	-0.4651
NAT8B	0.227333333333333
HHEX	-1.6315
LGALS7	1.49775
PLCH1	-0.291375
OR1M1	0.2475
PRAMEF16	-0.0245
HECTD1	-0.597
C14orf39	-0.2665
TLN2	-1.3793
HDAC4	-1.029
SYCP2L	-3.21325
GLRA1	0.1755
RPS6	0.017875
hCG_1757335	1.712
KLHL1	-0.852
CTNNBIP1	0.794333333333333
SCAND2	-0.5309
HMGN2	0.5092
YAF2	0.42725
BRPF1	0.6965
LIAS	-0.3825
CTA-246H3.1	-2.001
SAG	2.74375
C20orf10	0.88325
HNRNPA2B1	-0.832666666666667
GADD45A	-0.543833333333333
MSH4	-0.1555
TMEM70	1.34075
HIST1H2AM	-0.566875
C19orf26	0.211833333333333
C1orf50	0.30225
GNG3	-0.72825
FTO	-0.2045
CALCB	0.327
PPP3R1	-0.170875
C15orf42	-1.91725
CCNJ	0.7445
GNAZ	0.542066666666667
PSD	0.0386666666666667
FAM57A	-0.422
STIM2	0.603833333333333
DHX8	0.10325
MOGAT3	-0.07575
UBE3B	0.4465
PLAT	0.250166666666667
C6orf206	0.7945
COPE	-0.5609
EIF3A	-0.19275
C1QL2	-0.21175
IQCE	0.038
KIAA0182	-0.247666666666667
SLC22A7	-0.1575
PPFIA2	0.289
ADAMTS15	0.5735
ODZ1	-0.3475
THBS4	4.36466666666667
ARHGAP1	0.60875
B4GALNT3	-0.0758333333333333
FCHO1	-2.1635
LOC440456	0.293
HOXD10	0.925833333333333
CXCR3	2.48666666666667
CHI3L2	0.01625
SRPX2	1.438
ZNF132	0.976833333333333
UBAC2	0.2165
RPL32P3	-0.583
CBWD6	1.7845
ST6GALNAC4	0.564
KIAA0391	-0.1575
LOC388969	0.108
KRTAP5-8	0.274166666666667
ZNF786	0.3125
LYVE1	4.2605
GPR144	0.04225
APOH	-4.857
TSC22D2	0.159833333333333
PLCD1	-0.2405
FLG2	0.0935
M-RIP	-0.3308
NDUFV1	-1.392
POLDIP2	0.208666666666667
RAB3GAP2	0.8135
RPSAP15	-1.04275
CLEC7A	1.451875
HSPA14	0.58325
TAAR5	0.42525
FAM132A	-0.36775
C2orf43	-0.676
OR10V1	-0.0095
SELPLG	0.57475
C1QTNF6	-0.579166666666667
OPCML	0.241
DTYMK	-0.7015
ALDH16A1	0.201875
F13B	-1.998
MGC16169	0.89375
KIRREL2	-2.51116666666667
C14orf32	0.0729166666666667
SLAIN2	0.7795
HSD3B2	0.134
AMMECR1L	-0.1109
LRRC37B	0.1285
HMG20A	-0.441
C22orf27	0.448
FBXL22	-0.1395
AP1B1	-0.0586666666666667
TNKS1BP1	0.541
CD74	3.50475
HSPA12B	1.94916666666667
PLSCR1	2.3535
SLC35E1	-0.715833333333333
FEZ1	-1.75525
APOD	5.225375
C16orf44	-0.509
C1orf166	-0.0095
KCTD11	-0.09625
NELF	-1.17075
SRP54	-0.126
MGC35361	-0.25975
GPR35	-1.4745
NRGN	-0.6395
SIGLEC12	0.14025
SCN1B	-0.06625
IFNW1	0.501
STAR	-3.5225
HLA-DQA2	3.62016666666667
RNASEH2B	-1.75075
TAAR2	0.2815
VAMP5	0.878
TUBA1C	-0.550142857142857
PIK3R2	-0.619125
ARD1A	-0.166166666666667
EBF2	0.193333333333333
CAMSAP1L1	0.9845
CYP3A43	0.16425
AKR1B1	-2.3065
KIAA1729	1.319875
KAL1	0.5003
CYBB	1.0915
UXS1	0.16575
LOC338579	0.4285
C11orf45	-0.24
SHB	1.15925
IKZF4	0.621375
NDUFA1	0.209625
HSPE1	0.3235
C1orf215	0.02
GPR113	-0.0208333333333333
ZNF573	0.22525
TBX18	0.174
GGTA1	6.71175
PCDHGA8	-0.3925
RPS6KL1	-0.165
DPP9	0.601375
SLC43A2	1.476375
COPS3	-0.517
PMPCB	-0.603666666666667
HYLS1	-0.488
LSM8	-1.21983333333333
PDE6B	1.947
C10orf118	0.9482
OR1C1	0.260333333333333
ZNF415	-0.721
OR2F1	0.236
ZDHHC13	0.903375
FZD8	-0.9447
TCEA1	-0.2034
SUSD4	3.172
C22orf24	0.2075
TNFRSF14	-0.3085
TRIM28	-0.6675
FGF5	-2.37375
CSPG5	-0.603833333333333
RNF133	0.3205
FKBP15	-0.034
BZW2	0.32825
NSMCE1	0.544
PTPRN	-0.28975
TST	2.008625
POP1	-0.482
RNF24	0.419
SFRS4	-1.396125
REPS1	-0.26275
CD70	-2.0265
PDXDC1	-0.25675
SRC	0.7139
NTNG1	-1.821
SETD1B	-0.16975
TINP1	0.3994
ZNF606	1.2675
SSR1	0.388125
RGNEF	-0.267666666666667
NFS1	-0.150666666666667
CENTB5	-0.562
CRMP1	-0.4085
ADAM18	0.4095
CCDC87	1.646
LRRC8B	0.1085
CSNK1G1	-0.114666666666667
MAFB	2.56433333333333
C12orf45	-0.409
C1orf54	2.52025
DPEP1	-0.451333333333333
FLJ13137	1.0255
