Hybridization REF	TCGA-AR-A1AY-01A-21R-A12P-07
UGT2B17	-2.174875
FGFR1	-1.50595454545455
CEACAM6	-3.56777777777778
CHRM5	0.5275
CERK	0.232375
AP3S2	-1.47985714285714
ANKS4B	-1.5525
CLCNKA	-0.204666666666667
ZNF208	-0.7575
HLA-DRB5	3.6755
CARKL	-2.38575
GOT1	-1.37316666666667
CASP6	1.534125
HOXA1	0.393
RCL1	0.912
ZNF181	1.00966666666667
RAB40B	1.5605
MRPL38	-0.646125
LRRN2	2.44125
C3orf25	-0.0055
OR5D14	0.244
OR10AG1	-0.146
BET1L	0.2264
FRY	2.4925
AK3L1	-0.96475
CSF3R	-0.203666666666667
POLR3K	0.569166666666667
ATG2B	-0.7008
EPS8	-0.128
DARS	0.341625
C10orf56	-1.02183333333333
DAD1	-0.27875
RIOK1	1.9525
HERC2	-0.99425
HSD11B2	0.0853333333333333
FAM96B	-1.26675
MGC13057	-0.819
BSN	-1.4625
CAND1	0.5155
HCST	0.73925
ACTR10	0.591
OR8D4	-0.7375
NASP	0.1918
COL9A2	-0.448
LYZL1	1.082
GPC5	-2.1265
TBL3	-0.171
CENTD2	-0.1955
OR5AP2	1.161
TLR1	2.4235
LMO6	-0.3545
ZIC2	-1.131
CPNE5	-0.385
ZMYND15	0.7935
FLJ22374	-0.13775
CCDC106	-0.4055
PARP16	-1.12925
PDIA3	1.282
C14orf126	-0.285666666666667
CECR2	0.5665
SFRS1	0.664928571428571
FIGLA	2.305
DCP1A	-0.121833333333333
MGC45800	-1.9573
TEKT1	1.126
C10orf67	0.783
CLN5	-0.00200000000000002
NTN2L	-0.837
GLE1L	-0.32075
CES2	-0.8343
GNAS	-0.629117647058824
DDX53	3.335
TSPAN13	2.312
MRPL52	-1.4126
SPIRE2	-0.347125
TAS2R39	-0.5135
SCUBE3	0.781
UCRC	-0.0363
CDKL3	0.068
KIAA1715	-0.2792
ZNF345	1.03725
RTF1	0.357125
DHRS7	0.839
RIPK4	-1.21516666666667
EXOSC2	-1.35316666666667
MS4A2	3.02475
FGF17	-0.0795
WDR59	0.024875
EVI2A	0.18325
IL17RC	0.546833333333333
HS3ST1	1.7315
ITGB1BP2	-1.161
RBPJ	-0.5815
GIMAP1	1.881
INE1	-1.856
ALDH18A1	0.379
TPI1	-0.146125
GATA6	1.98975
CABP1	-0.265
ZNF484	-1.588
DAPK3	0.809
GJB1	-3.32833333333333
PIN1	-0.754
SLC6A15	0.677166666666667
CNO	-0.864
RIN2	2.299875
FRRS1	-0.7655
CYorf15B	-4.16385714285714
DMRT3	1.249125
ATAD1	-2.1015
OTUD4	0.118777777777778
ATOH8	-1.461
ZSCAN16	1.865
ASCC1	0.4595
OTUD3	-0.00837500000000004
MGC33212	1.0705
YME1L1	1.26275
RP11-218C14.6	-0.51675
PCBP4	0.6005
TNFRSF10A	0.92725
CDH10	-3.7802
KL	0.27275
SCP2	1.31066666666667
C9orf119	-0.4115
SON	-0.01925
MAFK	0.333
SBNO2	0.5895
SLC6A6	-1.21775
SC4MOL	0.02675
FAM35B	0.189125
PPP1R9A	1.234125
PDZRN3	0.961625
CXorf20	0.8655
C6orf126	-0.0395
AVEN	-0.271
FLJ21075	-1.205
C14orf132	-1.683875
PCK2	-1.5555
GUCY2C	-0.391
BARX2	-1.36833333333333
PEX11G	0.5435
DAO	-1.21766666666667
C10orf49	-0.182
EDNRA	1.08683333333333
PPP2R5A	0.5285
DDX39	-0.5245
SERF1A	0.7645
ASCIZ	0.5942
FNDC8	0.0593333333333333
PTMS	-0.076125
PHF7	-0.31075
PIP4K2B	-0.8905
HHLA2	-0.466666666666667
BDH2	0.1892
APOBEC2	-0.199
PENK	-0.659333333333333
SMAD9	-2.09575
MT3	0.22075
RGL1	0.14575
ATG10	-0.5625
DLGAP4	1.24416666666667
APPBP2	-1.22264285714286
BACE2	0.517285714285714
LOC339344	-0.492666666666667
ZNF395	0.1686875
HIST1H2BL	-0.36675
ZNF467	-1.205375
SLC25A21	-1.13225
PALM2	2.0625
NSUN5C	-0.1315
IL5	0.467111111111111
CLSTN2	0.1665
ANXA8L2	-0.42025
PTGES	-0.87925
GDAP1L1	-2.3115
OPRK1	3.5105
WDR20	0.582416666666667
C12orf4	1.543125
NUP88	-0.268625
XRCC6BP1	-0.797666666666667
FCGBP	0.875642857142857
LEMD2	0.233
NOMO1	0.48925
C10orf79	0.759571428571429
ZNF79	-0.2791
OCRL	0.3719
HSPA8	1.02375
DIDO1	-0.486583333333333
PLA2R1	-0.282
COG3	-0.576
NGDN	-0.27675
CBFA2T2	0.388428571428571
PNOC	-2.897
PRRG1	0.705916666666667
AGGF1	-1.10435714285714
DPF2	0.55
YIPF7	-0.4275
TRPV5	0.466
ZNF322B	1.05925
MED12	0.415166666666667
CARS	0.454833333333333
ABCC11	-0.883333333333333
C9orf25	0.0635
MYH1	null
FRYL	-1.564
AGTRAP	-0.93325
MMP27	0.5855
ZNF432	0.47775
OR8D1	1.6665
OR13D1	0.19275
VWA1	-0.01125
STON1	0.763
IL5RA	-0.96575
PERP	2.3403
C10orf107	0.97
TNFSF12	0.45425
FN1	0.771958333333333
MTR	-0.610666666666667
PHLPPL	-0.0845
ZNF425	0.4965
DHFR	-0.101777777777778
PPP1R12A	0.747625
RSPO2	-1.28385714285714
ZNF7	0.729
ZNF583	1.48625
TPMT	0.855
GPR132	0.1085
OR2T12	-0.13925
SERTAD2	0.4762
ATP1A1	0.9896
FRMPD3	-0.28725
ZNF672	0.0195
PLXNB3	0.0255
EML5	0.174
FAIM3	-0.6175
UBQLN2	0.75975
SORCS2	-0.19325
PRIM2	1.686
ACVR2A	0.522
YWHAZ	2.16341666666667
PGM2L1	1.59671428571429
GNAO1	-0.112285714285714
RPL10	-0.0559
RPS6KA6	0.168
PFKL	-0.0236666666666667
SH3D19	-0.29075
AURKB	0.153166666666667
ZC3H6	-1.0045
DISC1	-0.358166666666667
FLJ39660	-0.626166666666667
TMEM25	0.886625
OSBPL10	-1.214625
CLTCL1	-1.66083333333333
ALG6	1.55975
CATSPER4	-1.4065
LRTM1	0.352
RRAD	0.387666666666667
TIPIN	-0.5955
CARD14	0.08675
RBM9	0.665666666666667
RASSF4	0.9355
SLC25A18	-0.750333333333333
C6orf58	-0.257833333333333
IGHD	-0.6235
PLA2G6	-0.4995
TPT1	-0.041625
SEC63	2.8659
CCDC113	0.3431
TDRD10	0.315714285714286
KIAA1666	-2.0545
TOR1AIP1	0.804
SYTL4	-0.736833333333333
SPRR2F	-0.9805
CEBPD	1.14825
SNTG2	-1.789
C20orf77	0.405583333333333
TAS2R49	-0.0155
C6orf173	1.794
SVEP1	-0.205
PXN	-0.681357142857143
VIL2	0.592333333333333
C5orf21	0.211416666666667
DIXDC1	-0.77625
GANAB	0.0458333333333333
PDSS1	1.608
NGFR	-1.1245
ATP8B4	0.4415
BMP8A	0.4285
CCDC132	0.833666666666667
GNRH1	0.312
OR10T2	0.496333333333333
PDGFD	1.0945
OR6W1P	-0.4705
HARS	-1.16875
KRT77	0.753
AQP8	-0.3725
ITGB1	1.621
ZNF254	-0.0953
PAX1	-0.0483333333333333
PSMC4	-0.4305
ANKRD22	2.92225
PSMD8	-0.238833333333333
HTR1E	-1.37183333333333
SOX10	0.7957
OR5B2	0.377
RABGEF1	0.322571428571429
MAP1LC3B	-0.66075
CYB5R4	1.299
AGXT2L1	-2.43925
FLJ41603	1.61166666666667
TRAPPC2	0.132666666666667
FNTB	-0.6652
FLJ14107	-0.199833333333333
AURKAIP1	-1.62325
DSE	1.95425
NFKBIZ	0.266333333333333
OSBPL3	0.1405
LOC130576	-0.59475
SLC39A9	-0.0516666666666667
LOC137886	0.791333333333333
RHCE	-1.783
ATG7	-0.330833333333333
FAM82A	-0.213
FBN3	-0.061
MCFD2	-0.961166666666667
CASP14	0.4675
EPS15	0.0564166666666667
SFRS2B	1.30641666666667
C19orf47	0.726
PLAC9	-1.7115
GPR23	-0.097
BTNL3	-0.473
RGS8	0.572
GNS	0.332875
ENO2	-2.05633333333333
CBX1	-0.4981
PEX26	-0.229
LRP5	-0.319666666666667
ADAMTSL4	-4.5505
ARR3	0.574
MAP1A	-0.37575
CD2	1.74125
NAV2	-0.1624375
TMEM69	0.177
ATXN7	-0.662
CHN2	-1.3175
ZNF781	-0.2145
HAS2	-1.70216666666667
KIAA0241	-0.3815
BIC	1.31375
MOBKL2A	-0.70675
CYP2C9	1.685
CNOT7	1.35714285714286
SFRS10	0.115
CST11	4.3975
FLJ37543	0.17
NKAP	0.03675
RUNX1T1	0.4595
EAF1	-0.3294
IL4I1	2.969
LRRC61	0.000166666666666648
PSIP1	0.818166666666667
SPRR4	-0.227
ZFP90	-0.2525
AP2B1	-1.48053846153846
SLC30A7	1.28441666666667
C7orf28A	1.20933333333333
S100B	-0.578333333333333
BMP2	0.52025
ESR1	-0.937916666666667
ZFPL1	1.07325
ARHGAP12	1.2925
LRRC19	-0.5
ZNF767	-0.465
NACA	0.7174
OLIG1	-1.158375
PRF1	-0.49075
LST1	2.23933333333333
SPATA9	-0.7244
CNFN	1.298
CDK4	0.6255
TCF15	1.17583333333333
PARC	-1.25175
PPM2C	2.8995
LOC283345	-0.3685
FAM107B	0.1875
DMXL1	-0.04725
RBM3	1.211125
HTR5A	-1.97333333333333
SCFD1	0.0116666666666667
EPHB3	2.942875
ROPN1L	-0.896666666666667
RAMP3	-1.3665
TSPYL5	4.01145454545455
GAP43	-2.8755
PAPD4	-0.704
PDE3A	-2.33525
TNFRSF10C	-0.67325
JMJD5	-0.4465
RASGEF1A	3.2372
C16orf65	-0.3044
HIPK3	0.580166666666667
XYLT2	-1.94025
XPOT	0.303
GAL3ST1	-2.32275
DHCR7	-1.53625
AMIGO3	0.325666666666667
FGFR4	-2.4965
CRAT	-1.936
PPP1R14D	-0.432
TRIM14	0.1034
TMPRSS11D	0.081
SLC7A11	-1.31385714285714
OR10H2	0.15
PPM1E	-0.250888888888889
DOCK4	0.4735
FAM127A	-1.16225
ENOPH1	-0.059
SLC5A3	-1.0571
ZNF530	0.2288
NTS	-7.5465
FRMD4A	0.769875
BCL11B	-3.0235
PRM1	-0.555
UQCC	-0.5081
S100A16	1.31683333333333
PLS3	0.6965
WWOX	-0.0248571428571428
CCDC23	-0.00049999999999999
GTSE1	-0.891
GP2	-0.153
FLJ32549	-0.82125
CHIT1	1.036
KLF9	-0.244625
RPS24	-0.5214
MIA	2.91675
FIGN	-1.45575
PYROXD1	2.238625
PCSK2	-1.1555
MRPL9	0.6595
RPL24	-0.11325
C12orf32	0.089625
HIST1H2BE	-0.30325
RGS18	2.763
LFNG	-0.379125
RAB4B	0.5044
FBXO25	2.2405
TSPAN31	0.263
ARL8A	1.35935714285714
C10orf83	-1.054
OR51B6	-0.175
CNKSR2	1.277
C1orf156	1.92275
IBSP	3.408
GFRA2	-0.3042
ALKBH7	-0.0819000000000001
NEK10	-1.0495
VN1R3	-0.192166666666667
LOC91948	1.691
CPZ	-1.62775
IHPK3	1.5466
COL8A1	0.7985
RBPJL	-0.1635
OR10A4	-0.54525
CASP8AP2	0.7565
MMP12	6.88266666666667
OR8B12	0.7275
CDCA5	-0.233333333333333
LIX1L	-0.549
PEX11B	1.286875
GABRA1	0.182166666666667
HABP2	1.4745
REEP1	0.101166666666667
FBXO15	-0.09525
CD68	0.66875
WFDC9	-0.374
GHDC	-1.91933333333333
SMARCA1	-2.55125
SPAST	1.24733333333333
PLXND1	-0.118666666666667
MLCK	0.718
INTS5	-0.0483333333333333
BSG	1.4685
PARP8	0.097
TEAD4	-0.734833333333333
ZNF498	-0.623625
TMEM89	-0.35
DTX4	1.099
TNRC6B	0.1249375
ARMC2	-1.256125
FGFBP1	-0.837166666666667
TIMM8A	-0.848333333333333
AJAP1	-2.2226
ZNF608	-1.2415
SLC25A42	-0.697875
SYP	0.161166666666667
MMP11	2.53366666666667
USP40	-1.1077
C3orf62	-0.8635
MYO1E	-0.2408
LRFN4	-0.49475
XCL1	0.0746
GPR155	-0.824875
VPS29	0.146125
CARHSP1	-1.2805
ARHGAP20	-0.640166666666667
GREM2	0.160769230769231
CCDC102B	1.88775
ZNF577	1.16033333333333
HDDC2	-0.72925
SHC2	-2.032
NCOA5	0.8765
INPPL1	-0.893
CHGB	-2.8034
IHH	-0.2655
DDEF2	-0.967416666666666
DIAPH3	-1.17147619047619
BUB3	-0.0955
GGH	2.23722222222222
VPS35	0.0752
CNN2	1.29708333333333
ASNA1	0.2315
WDTC1	0.078
AMAC1	0.765
HAS3	-1.5825
SLC1A6	0.662166666666667
ZNF563	-0.539
C1S	3.263
TCF7L1	3.47275
OR10Z1	0.1715
ME2	0.7784
C6orf151	-1.068625
KPNA4	0.367
GLO1	1.211
WDR61	-0.847333333333333
CD302	0.87475
SIRT7	0.881166666666667
C11orf59	0.8335
PKIG	0.29775
PPIL3	-0.97725
CCDC74B	0.10675
ZNF528	0.35775
EFNA5	0.926
FCGRT	-0.8905
NOL4	5.31633333333333
CCS	-0.743
LOC374491	-0.661
MFSD7	1.5445
ZNF555	0.632
LIMS3	-1.36825
TSSC4	0.1675
COL11A2	-0.583
C1orf119	0.474666666666667
BPNT1	1.586125
CHRNA6	-1.334
C1orf173	0.9145
PLD2	0.4575
ORC1L	-1.64625
SASH1	1.509
CDC14B	-1.613
RLBP1L1	0.666333333333333
LDLRAP1	0.2648
NAT8B	-0.5695
HHEX	-4.202
LGALS7	-0.6545
PLCH1	1.56375
OR1M1	0.9335
PRAMEF16	-0.143333333333333
HECTD1	0.167
C14orf39	0.3985
TLN2	-0.608
HDAC4	-1.22757142857143
SYCP2L	-1.77975
GLRA1	-0.045
RPS6	1.222375
hCG_1757335	0.8985
KLHL1	-0.459
CTNNBIP1	0.237666666666667
SCAND2	-0.6839
HMGN2	-0.2177
YAF2	0.654
BRPF1	0.47025
LIAS	-1.217
CTA-246H3.1	-4.09925
SAG	-1.33575
C20orf10	-0.280666666666667
HNRNPA2B1	0.699833333333333
GADD45A	-1.08833333333333
MSH4	-0.2625
TMEM70	0.55575
HIST1H2AM	-0.7455
C19orf26	-0.596333333333333
C1orf50	-0.10025
GNG3	-0.2275
FTO	-1.66425
CALCB	0.574
PPP3R1	1.262375
C15orf42	-1.132
CCNJ	-0.065
GNAZ	0.8396
PSD	-0.137
FAM57A	-0.4755
STIM2	0.219333333333333
DHX8	-1.53975
MOGAT3	0.274333333333333
UBE3B	-0.0488333333333333
PLAT	-1
C6orf206	0.3965
COPE	-0.5916
EIF3A	0.112125
C1QL2	1.90375
IQCE	0.230583333333333
KIAA0182	-0.283
SLC22A7	-0.2405
PPFIA2	0.601
ADAMTS15	0.082
ODZ1	-1.3635
THBS4	0.0416666666666667
ARHGAP1	0.054375
B4GALNT3	0.4762
FCHO1	-1.674
LOC440456	0.01075
HOXD10	0.521333333333333
CXCR3	-0.627
CHI3L2	3.069
SRPX2	0.806
ZNF132	-0.322833333333333
UBAC2	0.9575
RPL32P3	1.1485
CBWD6	0.997
ST6GALNAC4	-1.481
KIAA0391	0.150666666666667
LOC388969	0.146
KRTAP5-8	-0.166333333333333
ZNF786	-0.1775
LYVE1	1.94033333333333
GPR144	0.530333333333333
APOH	-6.20357142857143
TSC22D2	1.3405
PLCD1	-0.7125
FLG2	1.7135
M-RIP	-0.0691
NDUFV1	-0.638
POLDIP2	-0.191
RAB3GAP2	0.820833333333333
RPSAP15	0.95025
CLEC7A	3.757625
HSPA14	2.32075
TAAR5	0.4105
FAM132A	-1.925
C2orf43	-1.223
OR10V1	0.0529999999999999
SELPLG	-1.40325
C1QTNF6	-1.8198
OPCML	0.9032
DTYMK	-1.1255
ALDH16A1	-2.211875
F13B	-2.0495
MGC16169	-0.16575
KIRREL2	0.533666666666667
C14orf32	-0.924
SLAIN2	0.5805
HSD3B2	-0.2655
AMMECR1L	-0.5386
LRRC37B	-1.0465
HMG20A	-1.51133333333333
C22orf27	0.7575
FBXL22	0.754
AP1B1	1.20533333333333
TNKS1BP1	0.971
CD74	2.17675
HSPA12B	1.11983333333333
PLSCR1	0.599833333333333
SLC35E1	0.378
FEZ1	-2.10925
APOD	0.506875
C16orf44	0.09225
C1orf166	-0.8505
KCTD11	0.40375
NELF	-1.0185
SRP54	-0.241
MGC35361	-0.247
GPR35	-1.9
NRGN	-1.546125
SIGLEC12	-0.126333333333333
SCN1B	0.045
IFNW1	4.175
STAR	-2.137
HLA-DQA2	4.5425
RNASEH2B	-0.32525
TAAR2	0.566
VAMP5	-0.600833333333333
TUBA1C	0.941071428571429
PIK3R2	-0.116875
ARD1A	-0.505166666666667
EBF2	0.2852
CAMSAP1L1	2.32625
CYP3A43	0.4065
AKR1B1	-0.21325
KIAA1729	0.524125
KAL1	0.4739
CYBB	0.59225
UXS1	0.37675
LOC338579	0.9525
C11orf45	0.83875
SHB	0.136875
IKZF4	-0.334625
NDUFA1	-0.881625
HSPE1	-0.82075
C1orf215	0.456666666666667
GPR113	0.169
ZNF573	0.07625
TBX18	-1.792
GGTA1	4.19675
PCDHGA8	-0.842
RPS6KL1	-0.11
DPP9	0.3845
SLC43A2	0.104625
COPS3	-0.8945
PMPCB	0.155333333333333
HYLS1	1.5375
LSM8	-0.927
PDE6B	0.1645
C10orf118	1.15666666666667
OR1C1	0.0388333333333333
ZNF415	2.17825
OR2F1	-0.5585
ZDHHC13	1.745
FZD8	2.139
TCEA1	1.2856
SUSD4	2.31825
C22orf24	-0.2695
TNFRSF14	-2.12475
TRIM28	-0.0858333333333333
FGF5	-2.305
CSPG5	0.0783333333333333
RNF133	0.68975
FKBP15	-0.309
BZW2	0.63975
NSMCE1	0.0845
PTPRN	0.28375
TST	-0.2735
POP1	-0.0135
RNF24	-1.21366666666667
SFRS4	-0.454875
REPS1	0.61225
CD70	-1.48683333333333
PDXDC1	0.362875
SRC	1.9423
NTNG1	-1.6256
SETD1B	0.96025
TINP1	-0.016
ZNF606	1.29166666666667
SSR1	0.9359375
RGNEF	0.402666666666667
NFS1	-0.665833333333333
CENTB5	-0.832333333333333
CRMP1	2.89433333333333
ADAM18	3.2905
CCDC87	0.634666666666667
LRRC8B	0.718
CSNK1G1	-0.964727272727273
MAFB	2.72833333333333
C12orf45	0.601
C1orf54	1.62025
DPEP1	-1.3468
FLJ13137	-0.589
C14orf118	-0.323
ANKRD19	0.131454545454545
ABCA9	0.0973
TMEM87A	0.015
BBS5	0.432
CYP17A1	-0.265
SCG3	-2.0585
ESCO2	0.0565
GFER	-0.912833333333333
NRIP2	-0.538166666666667
DDX59	1.2165
RIC8B	-0.0295
TNNI1	-1.1695
KTELC1	0.17275
GPR85	0.631666666666667
SP3	0.21275
GOSR2	0.172416666666667
DDX1	-0.64625
DSCR9	-0.082
KIAA1984	-3.11383333333333
FLRT3	-1.7665
RNPS1	-0.236214285714286
ZNF772	-0.972
SLC25A10	-0.363833333333333
ADAMTS3	-0.6484
TBC1D7	0.3845
PCYOX1L	-1.212
LOC339745	-0.0785
VPS54	0.121125
PCDHB12	-0.613125
C4orf6	-1.5775
CCL5	1.52625
PEX5	0.66325
LENG1	0.506666666666667
LOC51336	-1.59475
FLJ25371	-0.521
WDR45L	0.403833333333333
SPAG8	-0.205833333333333
GUCA1C	1.177
LOX	-0.214
FIZ1	0.1325
BAG5	0.199833333333333
BUD13	0.405333333333333
MGC2752	-0.68775
IQSEC3	0.763571428571429
TGFBR3	-0.85775
CASP9	-2.465125
PPA2	-0.103375
MED24	-0.114
MAP3K7	0.623
SRPR	0.305875
C17orf81	0.59225
RIPPLY1	2.49133333333333
EID2	0.068
AKR1C1	-2.545
IMMP2L	0.632375
SPSB4	0.4755
BAG4	0.557
ZNF32	2.0785
KLHL34	5.70175
BRD2	-0.02975
IL32	0.993166666666667
FAM53B	0.158
SLC7A1	-0.492375
KAAG1	0.793
CCDC54	0.644
PRKCQ	-1.736
TIRAP	-0.119
SPSB1	0.395
USP36	-0.529
FLJ32569	-0.252
LYZ	1.69375
TMEM186	0.290333333333333
TPM2	-0.813
C9orf100	-0.7455
PPP1R11	0.6659
OLFML3	-0.0298
ELAVL1	0.367583333333333
DNAJC17	-0.723666666666667
ABCA2	-1.2835
BNIP3L	-0.121625
ATP10D	-1.3665
GALNT8	-0.4745
PRKCH	0.27225
USP12	-0.21625
STXBP1	-2.16455555555556
LSM2	0.0528333333333333
ANKRD30A	-0.884
LAP3	-0.386
C9orf40	-1.18133333333333
KATNAL2	1.112
RG9MTD2	0.74675
PNPLA7	-0.3865
IDH1	-0.302
C1orf57	0.23925
XRCC5	0.4662
TBRG4	-0.347625
DCDC5	0.3185
POU5F1	-3.3115
RAB1A	1.19464285714286
KRTAP15-1	-0.3425
INHA	-1.96166666666667
WDR90	-0.7475
MLL2	0.433833333333333
FAM104B	1.0105
SF3B14	1.47475
STX1B	-0.175
SNX12	-0.02125
KMO	1.3165
FAM100B	-0.5675
CDRT15	0.056
RAB9A	1.3885
RUFY3	0.02575
UBE2U	0.343
NFKB1	0.4181
FBXO38	-0.84575
VRK3	0.23975
TUBB8	-0.7485
IFNA6	0.904
AYTL1	0.943
RBP3	0.308571428571429
MUC13	-1.50825
C8orf30A	-0.389
MFAP1	-1.151
NHLH1	0.67325
CXorf34	-0.209
SP8	-2.4975
RNF151	-0.119166666666667
TDRD7	-0.6345
KCND2	2.65475
FKBP9L	1.41483333333333
C17orf44	0.867625
TIMM17B	-1.0135
WIPF1	-1.1366
SNX15	-0.1065
IGF2R	-0.6918
SBSN	4.115
RBM15B	0.444
AGBL5	-1.51091666666667
APEX2	-0.2595
C17orf39	-1.8155
UBE3A	0.1775
SPANXC	-3.4075
TGFB1I1	-0.9735
RBM13	-0.047
TOP2B	1.367
NPVF	0.526
RIMS4	-1.113375
RAD54L2	-0.063
RSPO3	5.67283333333333
C2orf47	-0.552
TSPAN4	-1.17966666666667
DNAL1	-0.7275
DKFZp761E198	-0.50225
NLE1	-1.648
TPST1	-0.3045
SREBF1	-1.351625
CLEC12B	-0.759
FUK	0.01625
IL21	-0.413
LTK	-1.992
DKKL1	1.17
EPAS1	-1.46675
UBTF	-0.0258
HIST2H2AB	-0.896666666666667
TMPRSS12	0.888
KIAA0427	1.63983333333333
CYP8B1	-0.464666666666667
FPRL2	3.51275
LOC402573	0.34125
HSDL2	-0.0391666666666667
SEMA6B	-0.729833333333333
AKR1A1	-0.241142857142857
CLTB	1.00136363636364
NXT2	2.18633333333333
HSPB7	-1.4975
MLLT11	0.3815
OLFM3	0.1658
SEC61B	-0.0613333333333334
GPR139	0.8925
RRP15	1.658375
OR3A2	0.9875
RSL1D1	1.0998125
P2RX7	-1.69933333333333
PSME2	-0.30275
ADNP2	0.914
RBM25	-0.266166666666667
IFITM1	-0.7325
POLR2E	0.46475
ZNF643	0.6805
ZBTB25	-1.4145
SPTBN4	-0.4565
FBXO28	1.621
CLEC10A	0.444
EPHA8	-0.621
BEST4	-0.2265
GAS6	0.6655
TSHR	-0.50725
TMTC1	-1.53804545454545
GSTM2	-2.37533333333333
ETV1	-1.323875
ADAM11	-1.0185
ERGIC2	0.708666666666667
ATP6V0E2	0.191166666666667
HGFAC	-1.7268
CTTNBP2NL	1.28175
FLJ20628	-0.71475
MTCH2	0.5965
BACH2	0.671
AUTS2	1.37783333333333
FSD1L	1.292
RPRM	-0.6825
PPP2R3A	2.034
BAT2	-0.54625
LPHN2	2
MGC71993	-0.0908333333333334
PPARGC1B	-0.3695
CENPT	-1.607375
RNF123	0.0261666666666667
COL27A1	0.1196
ZP2	1.398
C2orf21	1.4615
CCDC78	-3.06275
MCM8	-1.91583333333333
PHLDB2	-0.580375
PLAUR	1.011375
HDPY-30	1.318
BMP5	-0.9475
MUM1	-0.05225
FAM62C	-0.813
MID2	1.47316666666667
SYT16	0.288
ISG20L1	-1.7514
C2orf40	3.74625
SRRM2	-0.261285714285714
FCRL1	0.0836666666666667
C1orf90	0.107333333333333
MEP1B	-0.1785
PCSK7	1.9587
PBX2	-1.5225
CENTB1	-0.590666666666667
GLT6D1	0.637
HGS	-0.258416666666667
WDR51B	1.3795
KCNJ8	-0.1295
NOL10	0.061125
EDEM3	0.841
TCOF1	-0.613166666666667
SLC16A1	-1.36033333333333
SF3B3	0.0835
NUDT21	-0.620875
ZNF235	0.097
KIAA0644	1.3765
ERC1	-0.4025
NKIRAS2	-0.6575
TRMT5	-0.59375
PPP1R7	-0.13425
C14orf177	0.743
HTRA4	0.88025
FAM139A	-0.106833333333333
C16orf30	3.759
C10orf32	0.00812499999999999
VCX2	-5.73225
MGC27016	-1.0666
LARP5	1.36983333333333
THNSL2	0.678666666666667
TRADD	-0.702666666666667
C1QTNF1	-0.184625
C1orf43	1.1192
AS3MT	-0.92925
SCARF1	0.46125
PHF23	0.186375
B3GNT2	1.34466666666667
FNBP1	-0.2815
ZNF780A	0.719
MAGEB2	-2.46375
FANCG	-0.09825
EYA2	5.18375
ZNF471	2.5325
C14orf153	-0.237833333333333
BCL2L14	-0.248333333333333
EFS	1.74316666666667
CKAP4	1.168
ZNF224	-0.6155
ZNF652	-0.482
TMEM4	0.45125
SCN3B	-0.041125
OAT	2.79525
DRD1	0.202
IQGAP2	-1.65733333333333
CDYL	0.147666666666667
PFN3	0.68025
ANKS1A	-0.43075
COBLL1	-0.535333333333333
C2orf55	-0.8345
PRCP	1.06875
TMEM130	-0.42775
SPINK1	1.44475
NDUFB1	-2.15
DIO3	0.139857142857143
PRTG	-2.7222
PVRL1	1.07225
CNTD2	1.115
MYL4	-3.2985
SLC17A1	0.5515
RGMB	-0.3121
TAF5L	0.198
FAM27E1	-1.1445
CCDC59	0.81625
MED20	0.818333333333333
CHMP4A	-0.181625
FBXL12	-1.27766666666667
TOMM20	-0.125875
ZNF364	0.85475
COL22A1	1.4175
C13orf8	-0.24525
TBC1D14	-0.190785714285714
MRPS35	1.247625
LOC51057	0.127
MSC	-0.229666666666667
CILP	4.9945
ATXN7L2	-0.51625
BTLA	0.682666666666667
SEC23B	-0.176
RDH13	0.973
C17orf63	0.595833333333333
TIA1	0.824666666666667
RHOXF1	-0.4545
SPAR	0.522666666666667
SPTLC1	0.442625
HMGB3	0.793153846153846
TOPBP1	-0.446666666666667
NAT8	-3.02
KLF11	0.87
HOMER3	1.264
KCNAB3	-0.44075
C9orf85	0.47375
HCG3	0.5535
MGC34821	-0.0125
PHLDA3	1.20325
ODF3	-0.304333333333333
KLHDC4	1.09716666666667
GABARAP	0.1135
AGR3	-0.981
EXOC5	0.0446875
AADACL2	-0.06
LOC91893	-0.664
RPL36A	-1.2605
SLCO1B3	-0.826333333333333
PTPDC1	-1.4595
DUSP7	-0.921
NRP1	-0.340642857142857
VSTM2L	2.65283333333333
PLEK	1.6835
NLRP3	0.169
TUSC5	0.5555
GPR3	0.00716666666666667
RAB8B	-0.8105
UBE2E3	0.1275
RC3H1	0.864
MED29	0.545916666666667
CCDC50	-1.3531875
C20orf111	1.22266666666667
PRDX6	0.17
TETRAN	0.907
BCAN	2.4685
SMPD4	-0.6511875
AKAP7	1.10675
ZNF500	-1.32916666666667
FGF11	1.0422
FLJ11151	0.0671666666666667
FARSB	0.155333333333333
MARCH10	-0.085
ACYP2	-0.634125
HTATIP	0.649
CLDN4	1.916
GRM8	0.288666666666667
SLC22A18	-1.2635
RNF141	1.09975
GRK6	0.299
VPS26A	0.6406
PIGZ	-1.14025
LYSMD4	-1.8825
CRLS1	-0.448166666666667
KIAA0562	0.2526
WFDC5	0.84075
TTTY12	1.4845
MGC16824	-0.297375
FLJ25476	0.541333333333333
WDR8	-1.22033333333333
SEPT5	-0.938
PROK2	-0.472333333333333
RPGRIP1	0.20125
MTHFR	-1.26386363636364
NEURL2	-1.355
TRIM60	0.4985
DACH1	2.46725
PLK3	-1.05075
UBE2F	-0.1535
