Hybridization REF	TCGA-E2-A15C-01A-31R-A12D-07
TAAR1	0.3095
WFDC12	-0.07
CCDC42	-0.411
FLJ12529	-1.57375
PER1	-0.145333333333333
TIMM50	-0.546166666666667
SMARCAD1	-0.187333333333333
FAM26C	0.306
TP53TG3	-2.19516666666667
SH3RF1	1.8211
LMCD1	2.20125
GPR63	-0.157
FLJ21986	-2.89275
AIFM3	-1.36275
MICAL1	-0.302833333333333
BLZF1	0.500833333333333
IQCA	3.83783333333333
PCDHGC3	-0.9325
SAC	-0.29925
BCL6B	2.26316666666667
DDO	0.97825
MARCO	0.94675
DCHS1	0.897166666666667
C1orf170	2.75983333333333
CD200R1	1.18466666666667
C22orf15	-0.2755
SEPT11	-0.0388333333333333
ADNP	-0.094
UST	0.9974
C13orf34	-1.049
RFFL	0.466642857142857
APBA3	-0.0695
C2orf60	-0.29825
CUTL1	-0.6342
PMS1	-0.811875
ZNF689	0.3515
EIF3E	-0.625333333333333
IL9	0.339
RPL31	-0.054125
LY9	0.528
ATP2B3	0.3105
KDELR2	-0.0437083333333333
TFCP2	0.27525
NLRP12	0.364875
FLJ45422	-0.5405
TLE4	-0.9356
ZNF570	-0.5985
FLJ43806	-0.317
TLK2	-0.960375
CIR	0.979
MARS2	-0.394
COL24A1	0.82175
SDF2L1	-0.198
HIBADH	-0.0205
IGFBP3	-2.004
C12orf23	1.4215
PSPC1	-0.237
C20orf43	0.329
TRAV20	0.037
ARHGAP24	0.686125
KIAA1975	0.698125
C1QA	3.3302
DNTT	-5.19783333333333
C10orf6	-0.630583333333333
C11orf41	0.316
HNRPF	0.67375
COL11A1	6.81516666666667
UBAP2	-0.8845
CDKN2AIPNL	-0.3145
C20orf174	3.98675
SPRED2	0.05375
PLA2G12A	0.337333333333333
ICEBERG	-2.819
SCN10A	0.037
C11orf65	0.63625
GBP5	4.55625
PITPNC1	-2.409
POU3F3	1.0915
NCOA7	-0.16075
LIN7C	0.4051
LOC348840	-1.4975
NKX2-2	-3.367
ANKRD13D	0.272
LOC123688	0.28375
FUT2	0.477666666666667
TAAR8	0.636
FZD4	0.688916666666667
PNMA3	-1.06383333333333
OR4L1	0.3235
WIT1	-1.89375
EXOC3L	1.1765
ATPBD4	0.2761
KRBA1	0.09125
UBXD6	-0.57
HOXB7	-0.913357142857143
C7orf23	-0.2
UNQ338	-0.7435
STAB2	0.773
CDC20B	0.1765
IRF9	1.69675
CENTG1	0.0420833333333333
TNPO2	-0.824
MCPH1	-0.653375
BMS1P5	-1.09025
SLC26A7	0.598333333333333
HIST1H3J	0.832
C9orf3	1.308
LBH	0.927125
MYO1D	0.287625
PTDSS2	0.5335
NFU1	0.46825
DEPDC4	-1.337
WNT7B	0.8288
GLP2R	-0.506166666666667
SETD4	-0.2072
DYNLT3	-0.1249
FKBP11	-0.356166666666667
SESTD1	0.311333333333333
FLII	0.073
RPS16	0.0159
CHPF	-0.768166666666667
CSNK2A1	-0.238
SUMO1P1	0.039
FKBP6	-0.7715
ZNF214	-0.8935
TWIST1	0.0561666666666667
DDX56	-0.893833333333333
TRAM1L1	1.9235
EPO	-2.24916666666667
MRPS18B	0.37725
ZNF682	-0.968666666666667
RPL14	-0.163166666666667
MAFF	-0.47875
LOC51136	-0.5975
LY96	0.17325
DDX20	-0.393
ABTB1	0.752
ARL5A	-0.2702
CCT6A	-1.6335
HEPACAM	-1.34566666666667
EHHADH	-0.139666666666667
RBAK	-1.27883333333333
CGB1	0.36075
ITGB5	0.9739
YIPF3	-0.24725
FKBP2	0.85725
NR1D1	0.032
TMEM110	-0.0015
NEK2	-2.75566666666667
PRAMEF8	-2.80825
C20orf52	-0.130666666666667
PCDHGA3	-0.891
VWA3B	-0.00974999999999998
NDUFA5	0.1185
THAP9	0.369
FLVCR2	-1.10783333333333
AP1S1	-2.195625
SMAD6	-1.20725
SAV1	0.88075
SAT1	0.429875
ZNF251	1.871625
ADAMTS7	0.1253
RPP38	-0.04475
C1orf211	-1.531
YPEL2	1.3823
RBMS1	-1.1615
ZNF445	-0.223
NRXN2	0.207
PGBD4	-0.39775
UGT2B28	-3.2325
WBSCR16	-0.3231
NLRC3	0.56625
ASTL	0.49375
ST6GALNAC1	-3.3555
ZADH2	0.7225
MLLT4	0.33425
ARL6	-0.0303333333333333
MEF2C	0.5735
CBFA2T3	-0.1475
AFF3	1.91442857142857
COG7	0.8585
MYB	1.89433333333333
PLXNA3	0.289
XRCC2	-2.1585
MMS19	-0.154125
ST8SIA5	-0.93625
CHPT1	1.13766666666667
KIAA1712	-0.356
OR6X1	1.0005
ACTR3	-0.52125
UGCG	2.64433333333333
OR4P4	-0.002
ZAP70	-2.76325
LPP	0.589
ZNF485	-0.5175
PTPRCAP	0.566
IL12RB1	0.50775
ATRX	0.0378
CHST8	1.386375
C14orf109	0.67175
ARV1	0.5075
NMB	-0.655142857142857
COX5A	-1.44433333333333
EIF6	0.04525
MPPED2	-0.361
SEMG1	-2.76
CHRDL1	-0.058
TRAF3IP2	0.23875
WNK2	-0.3845
LILRA4	2.58983333333333
LAMA2	4.201
PXT1	0.227
RLBP1	-4.17433333333333
CD300C	0.305
SLTM	0.369125
FLJ10404	-0.520625
APOBEC3D	-2.4315
RENBP	-0.543333333333333
ATXN7L1	-0.411625
NID1	-0.0465
TUBGCP3	-0.795625
ITIH5	0.935
CCDC110	2.35575
C8A	-2.80275
MGC87042	-1.06725
HOXC13	0.86125
TFDP2	-1.31175
HCP5	0.960375
POLI	1.32675
UCN	0.9205
ZNF764	0.99
C8orf45	1.085
FHL3	-0.9415
SPATA5L1	0.18075
MMRN2	2.94033333333333
NDST1	0.878666666666667
COL20A1	-0.304833333333333
ZNF248	-0.471
PELP1	-0.456
MBL2	-3.69083333333333
RNF41	-0.14025
C5orf24	-0.010125
THOC5	-1.473875
SERINC3	0.331083333333333
RP11-151A6.2	1.136
CDCP2	-0.5515
HIST1H2AA	0.72525
C11orf75	0.107333333333333
FKBP7	0.1825
DDOST	-0.60425
GPNMB	0.590333333333333
TTF2	-2.3815
KCNT1	0.24
SLC39A14	-1.29475
NGRN	0.7773
GPR137B	0.86225
MECP2	0.011625
PSMA1	-0.73275
C16orf73	-5.18625
TMEM60	0.171
CSN3	0.156
NOS1	0.3355
RAB7L1	0.051
YBX2	0.8235
KIAA1166	-0.678875
FUBP3	0.264166666666667
ABCG1	2.433
ACACA	-1.10258333333333
ARL11	-0.5836
ATOH1	0.157
ODF1	-0.195
CREB3L3	-2.09933333333333
TMEM127	1.642
DSCAML1	-0.779
PLN	3.2475
LYPLA1	1.60808333333333
PRDM9	-2.853
SASP	1.27575
PLUNC	0.163666666666667
INTU	0.92675
HISPPD1	-0.227
LNPEP	-0.372833333333333
YARS2	-0.550333333333333
APCDD1L	-1.1945
ZCCHC4	-0.1905
FBXO22	-0.204166666666667
TTLL13	-0.1935
ZNF669	-1.508
PTGDR	2.447
DDX27	0.4485
KIAA0409	-0.137333333333333
GJB6	0.35975
ASB8	0.67225
PLP2	-0.200333333333333
MEPE	-0.49175
OR10J5	0.5785
KRT222P	0.6505
COQ7	1.58133333333333
C1orf101	2.481
RERG	3.2612
CHMP5	1.51425
THAP11	-0.05625
ZNF43	-0.00833333333333335
ZRANB3	-0.974
KRT13	5.117
MRPL19	-0.7445
RBBP9	0.119875
SPATA17	1.27075
BXDC5	0.513333333333333
PAFAH1B1	-0.550333333333333
MAGEE1	0.00725000000000001
OSTF1	0.2815
KIAA0323	0.03575
TXNDC13	-1.14766666666667
CNTN4	2.205625
LCE1B	1.636
UNQ501	1.5635
ZNF154	0.0235
C3orf64	-0.45875
SYT5	-0.2796
PON1	-0.297
FLJ10357	-0.320625
ATP4A	-1.238
GNPDA1	-0.469666666666667
MGAT1	0.6985
C14orf121	0.084
SLC35B2	-0.30025
MIER3	1.31783333333333
CHEK1	-3.457875
ZNF8	-0.143833333333333
TXNDC1	-0.633166666666667
CKB	-1.3493
RTN3	0.567785714285714
FZD2	-1.36766666666667
PART1	-0.78325
PSMB6	-0.202
PCDHB8	-0.6275
PHC3	-0.0191
PPP1R8	-0.493333333333333
NOVA2	1.56733333333333
TNFRSF11B	-0.959875
GOLPH3	0.258666666666667
UBLCP1	-1.261
SUHW3	-0.91075
TTLL1	1.5855
OPN4	0.5605
OR13G1	0.289
ZPBP2	0.1208
HSD17B11	-1.807875
C9orf50	0.5885
DHDDS	0.293357142857143
CTSW	0.744
NEFM	-0.480833333333333
MRPL28	0.000750000000000001
SYN1	0.4105
PIGV	0.887666666666667
ZIM2	0.42325
APBB1	0.241833333333333
SND1	-0.591
C1orf123	-0.2005
CHD3	-0.6375
BHLHB8	-0.18425
RNASE2	-0.0538333333333333
BCAP31	0.33225
SLC25A44	-0.0498333333333333
CHD6	0.0571
PIB5PA	1.91061538461538
SELS	0.637125
LOC541471	-0.299125
FAT2	1.4435
ZNF81	-0.0275
OR4C16	0.3715
FLJ10081	0.1801
LRRC4	1.54425
CS	-1.28333333333333
N4BP2	-1.074
IGFBP7	2.235
ZNF318	-0.1925
NDNL2	0.32425
ZNF609	0.119375
SIRT4	0.2395
EXOSC10	-0.1545
ECE2	-0.284545454545455
OVGP1	0.576
GTPBP3	0.61375
PACS2	0.6001
C19orf36	0.177
ARL4C	-0.880875
ATG4B	-0.087375
UBQLNL	-0.074
RHOXF2B	-3.531
PLEKHG2	-0.381
GALR1	-1.1505
AQP4	0.1915
HDAC7A	0.339833333333333
DCUN1D3	0.46925
OR8A1	-0.162
CCRN4L	-0.189125
CBR4	0.378833333333333
KIFC1	-3.0085
SLC7A14	-1.079
LHX5	-0.973
TRPC7	-0.088
LPXN	-1.01925
SERPINA1	-1.618
RPS13	-0.7011
BPIL3	-1.0085
PRKAA1	-1.89775
FADS2	-1.4455
ENAH	0.127375
PRO1768	0.148
APBA2BP	0.61975
LIPH	2.96716666666667
C3orf33	-0.7255
RCC2	0.188285714285714
ALDH1A2	-3.3982
RNF103	2.226
AHCY	-0.35875
ALG12	-0.4335
CCL17	1.33525
ZNF543	1.04583333333333
ESRRG	1.391
CNGA1	0.21
RDH5	-1.22166666666667
OTX1	-0.9599
PTGFR	-1.6355
CDR2	-0.027875
SELE	4.541
NLGN2	-0.508833333333333
EXOSC9	-1.0815
ZNF566	0.298166666666667
KLRC2	-3.7645
GPR12	1.0265
KIAA0196	1.01275
PDRG1	0.267
SSR3	-0.111357142857143
MSI1	-0.355
CST9	2.538
CC2D1A	-0.215875
PLAGL1	-0.536611111111111
ZNF778	-0.352
RNF2	-0.111875
KLF6	0.772166666666667
THBD	1.57866666666667
tcag7.1314	1.29025
NR5A1	-0.423666666666667
ABCD2	0.21975
DNAJC7	-2.2825
CLEC4C	0.149
TM2D3	1.218375
CCDC4	-1.921
PLAC2	-0.16275
DCD	2.344
FAAH	1.715375
POLA1	-0.873666666666667
TM7SF2	0.118875
FLJ39822	-0.242166666666667
FLOT2	-0.153
MAP4K1	-0.543333333333333
SRP68	0.44175
C21orf74	0.581
ARPC5	-0.06625
LOC126075	2.12075
HECW2	-0.18825
ZDHHC4	-0.14375
ANKRD42	2.0954
PDE9A	-1.1975
ABCA8	0.97425
NDUFS2	-0.0905
UBR5	0.16675
BTBD16	-2.65825
LOC554174	-0.2075
ZNF20	0.59
KIAA1843	0.536
WDR17	-1.90825
C15orf33	0.774
RNF113A	-0.21825
CAMKK1	-0.2141
CLCN2	-0.56575
ANXA6	-0.6915
LOC340069	0.4985
EMID1	-0.450375
DPM3	-0.0645833333333333
ELA1	0.0495
SLC25A13	-1.2259
KRT24	0.00750000000000002
SMPD1	-0.2765
TH	0.34575
COL6A2	1.14257142857143
ANKS1B	1.64625
GPR126	-1.5262
ZC3H12A	0.463666666666667
TMEM47	0.461
C2orf51	-0.6075
C1orf88	3.28733333333333
HSF2BP	0.58275
AKAP10	-0.2725
RPAP3	-0.674
KLHDC8B	0.693375
STOM	2.0037
MUPCDH	0.1485
C10orf72	-1.009625
PLEKHA3	1.2885
TCP11L1	-0.3525
CWF19L1	0.3605
SPEF1	2.74069230769231
YSK4	0.363333333333333
ELN	2.8219
SAMD8	0.365666666666667
MPI	-0.6225
MEPCE	-0.0239
ABCC3	-0.355375
NANOGP1	-3.708
KCNK17	1.7465
HLA-DMB	4.27916666666667
RRAGA	0.61175
ANGEL1	-0.53575
RBM32B	0.021
CPN1	-3.24675
MGC52282	-0.7923
HLA-A	0.851416666666667
OR9G4	0.3385
EDNRB	-2.091
SCD	-1.3535
C14orf80	0.179833333333333
BAGE2	-0.597
RABL4	0.603
RCVRN	0.074
SHANK1	0.15
NLRP7	-1.5765
CD226	1.0015
STAT3	0.41875
SYNJ2	-1.2427
TPCN2	-0.321666666666667
WDR36	-0.80525
MBD4	-0.07925
ROBO1	-1.141
ST3GAL6	-3.28025
SLAMF8	2.98966666666667
ATN1	0.332833333333333
GPR141	-0.083
KRT36	0.5605
TPH1	-0.792
DDX52	-0.29275
ZSCAN29	0.068
TRPT1	-0.1975
DPEP3	0.2325
DENND4A	-0.949
TSPAN16	-1.19
PTCHD2	-0.185
LOC145814	-0.03125
CAP1	0.131
EIF5A2	-1.1328
NT5DC3	-1.17325
SEPT9	-0.493
SEZ6L2	-1.987625
EGFLAM	3.8365
VPS11	0.894125
NDUFB5	-0.507833333333333
CIDEA	1.83733333333333
IER5L	0.76775
N6AMT1	0.7175
FAM83C	-1.01275
OXR1	1.21041666666667
IRX1	0.333
DGKB	-0.661833333333333
GCN5L2	-1.2115
MIR16	1.238
FBXW9	0.83475
WDR4	-1.48683333333333
PDC	-0.1865
VPS33B	-0.2385
HEXB	-0.3625
FLJ32214	0.50225
TCEB3	-0.91275
CRLF1	-2.9315
ABI3BP	1.76525
C8orf22	-3.81875
PYCR1	-0.799875
KIAA1706	0.248
CDK5R2	0.793375
WAS	-0.1555
C12orf60	-0.0565
CCBL2	0.2045
MADD	0.25
C5orf34	-2.5635
WDR42A	0.5961
KLF12	0.69775
HSPA1A	3.143
ITM2C	-1.19875
DAPK2	2.492
LOC442590	1.3715
SUMF2	-0.109625
CENPA	-2.852
TMED5	-0.451875
CDH6	-1.1523
BRP44	0.729
THG1L	-0.90075
GABRA2	-3.7215
C14orf166	-0.09725
MYL1	-2.31766666666667
TNFSF18	0.102
PAP2D	-1.06816666666667
PPIB	-0.99375
KLHL4	-0.41525
SFN	-0.144
CCDC127	1.1805
FRAP1	-0.7355
GOLGA5	1.254
SDCCAG1	0.1955
MGC21675	0.393166666666667
C10orf95	0.10675
KIAA1345	-1.10433333333333
C1orf163	-0.9325
LACE1	-0.109666666666667
OR10K2	-0.4115
CENPN	-2.9766
TMED2	0.97225
UGT1A6	-1.944
ANG	-0.3325
U2AF1	-0.91
CASC2	0.627
NMT2	-0.9655
OSGEPL1	0.38325
DFNB31	-0.485
SLC6A20	0.00812500000000001
DKC1	-1.18225
FXYD4	-1.06575
WDR64	0.25025
MGC5590	0.22
CREBZF	0.034
DAZ1	-0.81425
PRPSAP1	-0.879
GCHFR	-1.25975
TTC7A	-0.617125
LOC196993	1.19525
UBD	2.1515
S100A1	-0.02575
RPL6	0.219166666666667
DNAJB6	0.7341
NAGS	1.8622
C2orf58	0.325
KERA	1.20883333333333
MT1X	-0.3252
UBE2B	1.085
KEAP1	0.141
MST1	-1.777625
OMA1	1.7
ABLIM2	1.61875
BCL2L13	-0.852
JAZF1	-0.597333333333333
TMEM63B	0.403
S100A8	-0.4682
ARFIP2	1.12875
UROS	0.155
KHDRBS2	-0.2635
POLQ	-3.113125
SOAT1	-1.365
SPAG4	-0.36125
MRPS30	1.19083333333333
LOC494141	-0.75925
OR2T11	0.0495
ORAOV1	-0.5834
ZNF184	0.188333333333333
TCEB3B	0.161
ADAM21	0.0265
GDPD1	-0.44925
SPINLW1	-0.48325
PRR14	0.0378333333333333
KCTD9	-0.8322
NUDT3	0.274
KIAA1822	0.8911
HIST1H4K	1.1845
DFNA5	-2.57675
GABPA	-0.79375
C14orf44	1.847
POLB	0.9555
PTAR1	-0.77925
SEC31A	0.5579
TRIM58	-0.7965
TAS2R14	0.036
VPS8	-0.19375
H1F0	0.479
PRKCB1	-2.38233333333333
UGT2A1	0.2145
TOR1B	-0.3235
LSS	-1.67341666666667
C2orf19	0.4865
HNRNPC	0.586357142857143
TMEM100	-1.50133333333333
LOC116349	0.41275
OR51M1	0.2165
CCDC142	-0.69125
ISG15	1.116375
ZCCHC14	-0.365875
CREBL2	0.901
TGDS	-0.87175
DC2	-0.08775
CACNA2D3	-2.07814285714286
ZNF429	-0.588125
LYPD6	2.24266666666667
SUCLG1	-0.407
OR51I1	-0.483
MAGEH1	1.2265
PRPF40A	-0.212
SMR3A	1.149
SPINK2	-0.9335
THAP2	0.7065
NPY5R	3.9295
IRF4	-1.252125
SPESP1	-1.8465
OR10S1	0.702
DTD1	-0.62225
TUBE1	-0.54525
DDX19A	-1.246
PDPN	-0.154875
TMEM34	0.314916666666667
MGAM	0.288666666666667
COL3A1	5.78038888888889
GFM2	-0.203
OR5A2	0.268
PSG9	-1.481
ARHGEF11	-0.738
IVNS1ABP	-0.8358125
SIGIRR	1.5815
DUSP19	-0.11025
DNAJC14	-0.0303
ACSS1	1.187
IL1RAPL2	0.749
C4orf30	-0.183
SEPT4	2.0775
LANCL3	-2.42025
SPAG17	1.35233333333333
PRDX3	0.7445
HNF1A	-1.437625
P4HA2	-0.472375
RFWD3	-1.59383333333333
MOV10	-0.2925
DNAJA5	-0.0299285714285714
LOC729440	0.641
LOC200383	0.0385
SMC2	-1.8425
MIXL1	-1.19133333333333
TMEM9	-0.4025
FAM86A	1.6425
ZNF174	0.4566
MYH14	-0.666
CCR8	-0.00100000000000001
VPS37C	1.39166666666667
GPATCH1	0.430166666666667
B3GNT8	2.7505
TBX4	-0.86875
CNR2	1.17083333333333
PCDH1	1.478
C5orf29	4.59625
OCIAD2	1.4745
PLCG2	0.4915
KIAA0247	2.595375
HRH3	0.0224
CAPN13	4.431
CCR1	-0.9996
MGC15523	0.00572222222222219
UVRAG	-0.279333333333333
DNAJA2	-0.847333333333333
ITGA2B	-0.9595
CLDN5	3.3685
PTPRN2	-1.95278571428571
ZNF512	-0.356
PSAP	0.594285714285714
CCDC140	-2.781
LRRC55	0.10975
CYP26C1	0.039
C8orf47	-0.22875
LYN	-0.140625
DUSP6	-0.957
TGFB3	3.3252
ELK1	-0.807
PCDH11Y	-0.611
HGD	-1.3795
C17orf58	1.30825
MYO3A	-0.522
SERPINE2	-2.5765
AARSD1	-0.2395
C14orf73	-1.79
ADAM33	0.06625
ZNF491	0.28
MAPK6	-2.01966666666667
TCN1	4.87733333333333
SLC24A6	0.9835
UBE2R2	-0.16275
H1FNT	0.372
TATDN2	-0.1225
LILRB1	1.29575
P2RY5	0.915
NUCB2	-0.3955
C2orf37	-0.017
SNX27	0.325666666666667
MTA3	0.410375
FOXO4	0.775375
ID4	0.3555
SOX5	-0.7355
PXMP3	1.885875
OR52M1	0.211
SFT2D3	0.441
INA	-3.25483333333333
MCOLN1	0.64625
NFIX	-0.3093
CLEC14A	5.42283333333333
HIBCH	0.05
PLA2G5	2.19175
TIMM10	-0.836166666666667
MED17	0.2626
COL4A4	-0.8435
TPP1	0.603333333333333
GJA3	-1.21116666666667
TMPRSS5	-0.56175
AADACL3	0.307
DNMBP	-0.54725
ENPP5	0.4765
NQO1	-0.3622
ZSCAN2	-0.402375
SEC24C	-0.236333333333333
GTF2A1L	0.6325
AXIN2	-0.3305
FAM33A	-1.69408333333333
C16orf13	0.0815
SPNS2	1.19
TAF1	-0.54925
AP1G2	0.0966666666666667
RBM42	0.159166666666667
HCN2	0.790833333333333
EFHB	2.01716666666667
RUSC1	-0.474166666666667
GRIK5	0.168
USP21	-0.442833333333333
ATAD3C	1.2875
ORMDL2	0.9395
PRSS7	-3.8385
PSAT1	-4.83175
FLJ13195	-1.04883333333333
TBC1D1	-0.878666666666667
IFNG	1.6305
OTOS	0.464
ZNF773	-1.33583333333333
EMD	-1.51975
RETN	-0.31275
CCL8	3.9055
APH1A	-0.330125
COX18	-0.370875
GTF2IRD2	-0.24275
CCDC82	-1.70383333333333
PAFAH2	1.3028
NPEPL1	-0.3763
RP11-114G1.1	0.888
TP53INP1	2.57
ZNF300	-1.83716666666667
FOXL2	-3.4985
LARP2	0.402083333333333
LATS1	0.09025
HTR6	0.352
SPOCK2	0.3545
RNF144B	2.85166666666667
HTATIP2	-2.3375
MGC10334	0.359833333333333
CENTA2	1.93
FGF2	-2.05175
FXYD7	0.13975
PHYHIPL	-2.342625
GPR34	4.884
DDX6	-0.954166666666667
OR10W1	-0.1295
LHFPL1	-0.4035
ZNF313	-0.350214285714286
VPS28	1.57175
AP3M1	-0.3066
AKR1CL2	-0.913
TRAF4	-0.368125
OR2B11	0.6075
C19orf12	0.0175
AKAP9	1.59683333333333
C1orf62	-0.009
SLC20A1	-0.5962
FAM112A	0.22325
LDB2	0.874625
MRPS23	-0.67375
KLK5	2.469625
SPTB	-0.8531
EFEMP2	0.85775
EFNB2	0.61875
PCM1	0.0576428571428571
NMNAT3	1.141625
TSG101	0.843666666666667
C8orf40	1.16183333333333
NOB1	-1.98525
ABHD3	0.625
GTF3C4	-0.1795
PIGN	1.36
GALNTL1	2.12125
AEBP1	2.5625
OR9Q1	0.7435
ANKRD2	0.14
CCL28	-1.23525
TRIM38	-0.0665
TMCC1	0.25475
SMG5	-0.16975
LRRC7	-0.9555
NCAPD2	-1.986
C6orf153	-0.466
C1orf74	0.03925
OTUD6A	0.4295
DCP2	-0.543
TMEM24	1.041
RPL18	-0.162
TMEM177	-0.32225
LRRC37A3	0.732
C1D	-0.0291666666666667
LDHC	-2.4615
UBE4B	0.532166666666667
NIT1	0.4285
BTN3A3	0.445375
RASD1	3.809875
COMMD3	0.25375
SHFM1	-0.443
BIRC8	-0.314
DUT	-0.66225
C12orf51	0.3215
LRRC59	-0.412
LY6H	1.95375
WDR22	0.456083333333333
EDEM1	0.471928571428571
ADH1A	2.95
PANX2	-0.3963
CYP11B1	0.69625
CDC73	-0.90675
GPR172A	0.47225
GSTM3	3.46069230769231
KCNA5	-0.127875
SERAC1	0.7345
NFATC2	-0.184
ANAPC5	-0.3082
C15orf24	0.1915
NFATC2IP	-0.03425
TNRC6C	0.219
MGC102966	0.688125
FGD5	0.6055
MED9	0.2935
RAB13	0.296166666666667
C15orf49	0.1215
CRYGS	0.0749
C12orf53	-0.7848
LOC283693	-0.5025
COX6B2	2.08775
PHF14	-0.23725
FAM3A	-0.440875
RPL13	-0.6039
PRDX2	-0.1429
FLJ34047	-2.335
PRMT3	-0.93025
KCTD19	2.2265
TRIM10	-0.499666666666667
MGC26597	-0.7798
GCNT4	-0.10725
GPRASP1	0.71025
CDKN1C	0.44625
RHBDL2	2.0186
HSPH1	0.168
AQP1	3.240625
COL17A1	1.7926
GFAP	0.245
CDC16	-0.03425
KIAA1614	-0.4875
C6orf118	-0.388333333333333
ZSWIM5	0.25075
FAM83F	2.66725
LYNX1	0.6836875
SYNPR	-0.49025
XG	4.12566666666667
PRSS16	-0.447625
KIF13B	1.42157142857143
PCDH9	-1.69475
HIST1H2AH	1.111
RBM18	-0.28075
ZNF626	0.28925
HEXIM2	1.4565
ITFG1	-0.2195
TUBG2	-1.099
SFRS7	-0.0665
C9orf14	0.269
EXTL1	-0.72375
GBP3	2.09916666666667
WDR5	-1.99
RARG	0.305
MYO7A	-0.793
CECR6	-0.263
C13orf3	-2.532625
SFRS18	-0.656625
ACVR1B	0.0616666666666666
PSMD1	-0.5093
C7orf31	-0.287
ILVBL	0.4405
IFNGR1	0.95175
RNF186	3.029
NOL9	-0.89725
MAGEL2	0.898
SLC29A2	0.07325
NHSL1	-1.29575
RBMX	-0.998
PSORS1C2	0.40675
RAD51L3	-0.752333333333333
LCN6	0.8275
ORAI2	-0.847125
BRUNOL6	0.3867
OR4K5	-0.069
CDC123	-0.723125
MSLN	-2.31383333333333
WWTR1	-1.59416666666667
ZNF700	-0.7805
COBL	-0.10325
PPP1R16B	0.503375
GAS7	-0.0784
MDN1	-1.3635
HAAO	0.15
C9orf68	1.14625
TNFAIP2	0.8415
FOXN1	0.215
hCG_2033311	0.207833333333333
ATP6V0D2	1.103
RPL41	0.988875
SLC38A1	1.354625
ARHGAP6	-1.26783333333333
ADAD2	-0.32875
PHF20L1	0.4864375
MCM3AP	0.4575
ST3GAL3	-0.680666666666667
SNX1	0.118666666666667
ELF5	1.67575
PARP3	0.31675
RBM8A	-0.427375
LINGO4	-0.142
ITGA9	0.3205
ZFR	-0.3415
ACSL6	-0.501625
FLJ20699	-0.0553
DAOA	0.15775
FABP4	3.65725
KCNB1	-1.308
CANX	0.0379
SLC25A28	0.481333333333333
ADIPOR2	0.14175
ECHDC2	1.64875
SMA4	0.34775
FRZB	3.429875
PABPC1	-0.0796666666666667
DMRTB1	-0.634571428571428
APOBEC3G	-0.3905
CATSPER2	-0.00583333333333334
CUEDC1	0.712666666666667
STARD9	-0.85025
CLDN8	5.291125
LOC23117	-0.163909090909091
E2F6	-0.506888888888889
TMEM126B	-0.397666666666667
DPY19L4	1.1605
GIMAP5	3.12833333333333
NDUFA9	-0.348833333333333
FAM77C	0.67
CTPS2	-0.226
LOC51035	0.411875
WDSOF1	-0.16575
EGLN3	0.25825
PITX3	0.779833333333333
OR52E8	0.072
GRM4	0.77
KLK1	-1.77883333333333
GPM6B	-2.253
RRAGD	-1.7965
PAGE5	-3.27825
UCHL5	-1.8375
ULK3	-0.887166666666667
AIM2	1.25733333333333
PNO1	-0.849166666666667
OR2F2	-0.9985
GNAT2	-0.1855
SIX1	3.6655
ST13	-0.4295
ZBTB44	0.204375
TIMP2	-0.55225
ZMAT4	-2.27175
GTF2IRD1	0.2515
ZNF19	0.1145
ZNF714	-1.35475
RSC1A1	-0.0605
C9orf80	0.4485
PSMA8	0.463
TMEM141	1.1735
COX4I1	-0.876142857142857
CTAGE1	-0.678333333333333
DTWD1	-0.20575
HSD11B1	2.32875
KRT6B	4.89475
ARID4B	0.677875
LHFPL3	-0.3665
WWP2	-0.131416666666667
ZNF326	-0.0935
RGPD1	-0.4695
CTSH	1.0175
FASTKD1	-1.03625
PAF1	0.7722
TTC9C	-0.545
IFT57	0.4847
PRSS36	0.933
IL20RB	-1.522
ZNF592	0.06
DCTD	-0.7359
CFP	0.978
MFNG	-0.352625
JMJD2B	1.4345
ALDH3B1	-1.593
THSD4	2.9015
KCNJ5	2.52033333333333
LMNA	0.185
TBCD	0.228875
ZNF250	1.1075
CASQ2	1.154
PEG10	-0.674916666666667
PRAME	-4.7944
NP	-0.7485
TRIM59	-0.291166666666667
ZNF12	0.0465
XTP3TPA	0.538
SIGLEC7	-0.7785
PANK4	-0.49675
FAM70A	-1.7745
SNED1	0.6865
HIP1	-0.3938
RAET1E	-1.32283333333333
AMAC1L2	-1.1
AHNAK2	0.554083333333333
TOE1	-0.576
RECQL4	-1.3615
SPRYD3	0.838
DPAGT1	-0.379
MAGED2	2.4721
ANKRD55	-0.51675
TRPS1	5.04366666666667
DOK7	1.22875
TFPI2	-6.432
GTF2H3	-0.506333333333333
CYP4F11	0.507125
LHX2	-4.60633333333333
ATG16L1	0.839
ASB12	0.027
C1orf116	2.499625
NF2	-1.01225
POM121	-0.9176
PHYHD1	3.1609
TXNDC17	-0.0158333333333333
DKFZp779O175	-1.03766666666667
NUP62	0.0453571428571429
MYO18B	-0.888333333333333
PRAMEF1	-0.4585
TCBA1	0.493
TMEM168	0.59825
FJX1	-0.472666666666667
CLCF1	-0.6375
SEPN1	-0.0765
IGSF2	-0.0583333333333333
NUDCD1	0.0886666666666667
TFF3	3.4145
NDFIP1	0.322928571428571
CHCHD4	-0.8505
TNR	0.353
CUTA	0.0496666666666667
USP44	-4.3735
