Hybridization REF	TCGA-AR-A1AK-01A-21R-A12P-07
TNPO2	-0.59825
MCPH1	-0.40325
BMS1P5	-1.6105
SLC26A7	-0.42125
HIST1H3J	0.50775
C9orf3	0.7596
LBH	1.6795
MYO1D	0.951625
PTDSS2	-0.092
NFU1	0.8795
DEPDC4	-1.46825
WNT7B	-1.0559
GLP2R	-0.520666666666667
SETD4	-0.3946
DYNLT3	0.133
FKBP11	-1.46283333333333
SESTD1	-0.245666666666667
FLII	-0.28425
RPS16	0.1377
CHPF	-0.755666666666667
CSNK2A1	-0.7895
SUMO1P1	-0.1715
FKBP6	-0.817
ZNF214	1.6175
TWIST1	0.363666666666667
DDX56	-0.986666666666667
TRAM1L1	2.8311
EPO	-3.359
MRPS18B	0.17
ZNF682	-0.257
RPL14	-0.4685
MAFF	0.579
LOC51136	0.038625
LY96	1.1025
DDX20	-0.274
ABTB1	1.52083333333333
ARL5A	0.1818
CCT6A	-1.4565
HEPACAM	-1.2852
EHHADH	-0.371833333333333
RBAK	-0.980666666666667
CGB1	4.26625
ITGB5	0.5838
YIPF3	0.06425
FKBP2	-0.54175
NR1D1	-0.2018
TMEM110	0.431
NEK2	-0.845
PRAMEF8	-3.36075
C20orf52	1.05733333333333
PCDHGA3	-0.454
VWA3B	-0.1745
NDUFA5	0.2055
THAP9	-0.626
FLVCR2	0.666
AP1S1	-1.959
SMAD6	-1.1905
SAV1	0.5
SAT1	1.319875
ZNF251	1.08725
ADAMTS7	0.3625
RPP38	0.73575
C1orf211	-1.152
YPEL2	0.79755
RBMS1	0.000749999999999987
ZNF445	-0.174
NRXN2	1.0295
PGBD4	-0.563875
UGT2B28	-2.80125
WBSCR16	-0.5741
NLRC3	1.07825
ASTL	0.26525
ST6GALNAC1	-1.86125
ZADH2	-0.13375
MLLT4	0.498083333333333
ARL6	0.208666666666667
MEF2C	1.33
CBFA2T3	-1.634
AFF3	1.90664285714286
COG7	0.480833333333333
MYB	0.081
PLXNA3	-0.1215
XRCC2	-2.11533333333333
MMS19	-0.648375
ST8SIA5	-1.02275
CHPT1	1.055
KIAA1712	0.146125
OR6X1	0.217
ACTR3	-0.347375
UGCG	1.66116666666667
OR4P4	0.4695
ZAP70	-1.97425
LPP	0.361625
ZNF485	-0.792
PTPRCAP	1.02925
IL12RB1	0.71075
ATRX	-0.3302
CHST8	1.43025
C14orf109	0.762
ARV1	1.15975
NMB	-0.845714285714286
COX5A	-0.413
EIF6	-0.26525
MPPED2	0.180166666666667
SEMG1	-1.5435
CHRDL1	0.8525
TRAF3IP2	0.6885
WNK2	-0.18675
LILRA4	3.25283333333333
LAMA2	5.122
PXT1	0.533
RLBP1	-3.585
CD300C	1.663
SLTM	-0.157625
FLJ10404	0.26425
APOBEC3D	-0.8145
RENBP	1.14833333333333
ATXN7L1	0.47625
NID1	0.0815
TUBGCP3	-1.041125
ITIH5	1.13277777777778
CCDC110	1.5405
C8A	-3.112
MGC87042	-1.2195
HOXC13	-1.8265
TFDP2	-0.81425
HCP5	1.83575
POLI	0.41975
UCN	-0.604
ZNF764	0.718166666666667
C8orf45	-0.81225
FHL3	-0.498
SPATA5L1	-0.415
MMRN2	3.6425
NDST1	0.779333333333334
COL20A1	-0.541166666666667
ZNF248	-0.253
PELP1	-0.212666666666667
MBL2	-3.08866666666667
RNF41	0.961125
C5orf24	0.304875
THOC5	-0.7535
SERINC3	0.70425
RP11-151A6.2	0.058
CDCP2	-0.425
HIST1H2AA	-0.056
C11orf75	0.213833333333333
FKBP7	-0.01075
DDOST	-0.4205
GPNMB	1.2545
TTF2	-2.073
KCNT1	0.227
SLC39A14	-1.548625
NGRN	0.348
GPR137B	2.49625
MECP2	-0.515375
PSMA1	-0.21475
C16orf73	-5.011
TMEM60	0.466166666666667
CSN3	0.8265
NOS1	0.440333333333333
RAB7L1	-0.187166666666667
YBX2	0.7655
KIAA1166	-0.51325
FUBP3	-0.446666666666667
ABCG1	1.9335
ACACA	-0.14325
ARL11	1.1857
ATOH1	-1.2485
ODF1	0.459333333333333
CREB3L3	-1.61333333333333
TMEM127	1.81335714285714
DSCAML1	1.8425
PLN	3.428
LYPLA1	-0.104916666666667
PRDM9	-2.43375
SASP	1.167
PLUNC	0.430166666666667
INTU	0.25625
HISPPD1	0.3185
LNPEP	0.5195
YARS2	-0.504
APCDD1L	-1.397
ZCCHC4	-0.4101
FBXO22	-0.698833333333333
TTLL13	-0.4405
ZNF669	-0.680833333333333
PTGDR	3.03025
DDX27	0.31675
KIAA0409	-0.161333333333333
GJB6	-0.184
ASB8	0.7845
PLP2	0.394
MEPE	0.1365
OR10J5	-0.244
KRT222P	2.461
COQ7	0.673
C1orf101	2.1255
RERG	3.1837
CHMP5	0.6305
THAP11	-0.03325
ZNF43	-0.6255
ZRANB3	-1.12616666666667
KRT13	4.566125
MRPL19	-0.8075
RBBP9	-0.797375
SPATA17	1.344
BXDC5	0.300833333333333
PAFAH1B1	-0.412416666666667
MAGEE1	0.60825
OSTF1	-0.0485
KIAA0323	-0.0308333333333333
TXNDC13	-0.696333333333333
CNTN4	2.365375
LCE1B	1.388
UNQ501	1.554
ZNF154	0.2715
C3orf64	0.45775
SYT5	0.0547777777777778
PON1	0.388333333333333
FLJ10357	-0.152
ATP4A	-0.5505
GNPDA1	-0.0985
MGAT1	1.08233333333333
C14orf121	0.1655
SLC35B2	-0.17575
MIER3	0.926333333333333
CHEK1	-3.087625
ZNF8	-0.346666666666667
TXNDC1	-0.491333333333333
CKB	-1.9412
RTN3	0.106285714285714
FZD2	-0.184666666666667
PART1	-0.590625
PSMB6	-0.018
PCDHB8	-1.2445
PHC3	-0.1955
PPP1R8	-0.895666666666667
NOVA2	2.1055
TNFRSF11B	-3.625375
GOLPH3	0.865833333333333
UBLCP1	-0.20625
SUHW3	-0.8
TTLL1	1.25375
OPN4	0.4915
OR13G1	-0.1735
ZPBP2	0.321333333333333
HSD17B11	-0.44875
C9orf50	1.6295
DHDDS	0.0931428571428571
CTSW	1.7309
NEFM	-2.68983333333333
MRPL28	-0.38625
SYN1	0.529333333333333
PIGV	-0.00366666666666667
ZIM2	0.393
APBB1	1.51416666666667
SND1	-0.9835
C1orf123	-0.0253333333333333
CHD3	-1.24325
BHLHB8	0.1625
RNASE2	1.135
BCAP31	0.096
SLC25A44	0.631833333333333
CHD6	-0.4031
PIB5PA	2.01715384615385
SELS	0.614375
LOC541471	0.109125
FAT2	0.7925
ZNF81	-0.345
OR4C16	-0.1725
FLJ10081	0.1856
LRRC4	0.413
CS	-0.720666666666667
N4BP2	-1.069
IGFBP7	2.68125
ZNF318	-0.0448333333333334
NDNL2	0.625875
ZNF609	-0.10875
SIRT4	-0.4515
EXOSC10	-0.28275
ECE2	0.028
OVGP1	1.032
GTPBP3	0.43175
PACS2	0.3846
C19orf36	-0.3155
ARL4C	-0.4625
ATG4B	-0.339125
UBQLNL	1.49025
RHOXF2B	-3.908
PLEKHG2	-0.8235
GALR1	-0.668
AQP4	0.841166666666667
HDAC7A	0.419166666666667
DCUN1D3	0.1585
OR8A1	0.445
CCRN4L	1.431
CBR4	-0.315166666666667
KIFC1	-2.689
SLC7A14	-1.6632
LHX5	-0.4435
TRPC7	-0.2425
LPXN	-0.022
SERPINA1	-1.263375
RPS13	-0.3738
BPIL3	-1.1565
PRKAA1	-1.79175
FADS2	-0.074
ENAH	-0.6206875
PRO1768	-2.4095
APBA2BP	0.94275
LIPH	1.76466666666667
C3orf33	-0.1495
RCC2	0.285857142857143
ALDH1A2	-3.2509
RNF103	1.8635
AHCY	-0.4875
ALG12	0.5655
CCL17	2.714
ZNF543	1.0175
ESRRG	1.02
CNGA1	2.84275
RDH5	0.0265
OTX1	-1.4759
PTGFR	-1.13366666666667
CDR2	-0.142875
SELE	6.6225
NLGN2	-0.886333333333333
EXOSC9	-0.44
ZNF566	-0.320666666666667
KLRC2	-3.4115
GPR12	0.703
KIAA0196	0.897
PDRG1	-0.01725
SSR3	-0.333714285714286
MSI1	-0.391
CST9	2.682
CC2D1A	0.462375
PLAGL1	0.0303888888888889
ZNF778	-0.582
RNF2	0.018
KLF6	1.61283333333333
THBD	2.83866666666667
tcag7.1314	1.096
NR5A1	-0.359
ABCD2	0.83875
DNAJC7	-1.56275
CLEC4C	0.9255
TM2D3	0.439375
CCDC4	-1.9665
PLAC2	0.668
DCD	0.553
FAAH	1.326875
POLA1	-1.3595
TM7SF2	-0.03225
FLJ39822	0.337666666666667
FLOT2	0.758875
MAP4K1	0.544666666666667
SRP68	0.393875
C21orf74	-0.041
ARPC5	0.042375
LOC126075	1.35775
HECW2	0.550125
ZDHHC4	0.049
ANKRD42	1.0706
PDE9A	-0.558833333333333
ABCA8	2.6455
NDUFS2	0.703
UBR5	-0.7925
BTBD16	-2.29675
LOC554174	null
ZNF20	1.44
KIAA1843	-0.3715
WDR17	0.083
C15orf33	1.709
RNF113A	-0.6685
CAMKK1	-0.7599
CLCN2	0.235
ANXA6	-0.384
LOC340069	0.757
EMID1	1.492625
DPM3	0.230083333333333
ELA1	0.0285
SLC25A13	-1.2892
KRT24	-0.01375
SMPD1	-0.219833333333333
TH	-0.056875
COL6A2	0.432714285714286
ANKS1B	2.363
GPR126	-2.342
ZC3H12A	0.748666666666667
TMEM47	0.775166666666667
C2orf51	-0.524333333333333
C1orf88	3.85283333333333
HSF2BP	-0.1615
AKAP10	-0.0055
RPAP3	-0.431
KLHDC8B	0.794875
STOM	1.9058
MUPCDH	-0.21725
C10orf72	-0.271875
PLEKHA3	0.801666666666667
TCP11L1	-0.50825
CWF19L1	0.013875
SPEF1	1.876
YSK4	2.0305
ELN	2.3601
SAMD8	0.3395
MPI	-0.624333333333333
MEPCE	0.0813
ABCC3	0.439125
NANOGP1	-3.1285
KCNK17	2.1835
HLA-DMB	4.75933333333333
RRAGA	0.896
ANGEL1	-0.19825
RBM32B	-0.124
CPN1	-3.2155
MGC52282	-0.1707
HLA-A	2.254
OR9G4	0.1865
EDNRB	0.295
SCD	-0.868071428571429
C14orf80	-0.605666666666667
BAGE2	-1.575
RABL4	1.61966666666667
RCVRN	0.1795
SHANK1	-0.0235
NLRP7	-3.01475
CD226	3.02475
STAT3	0.8109375
SYNJ2	-1.5771
TPCN2	1.95583333333333
WDR36	-0.755166666666667
MBD4	-0.05775
ROBO1	-1.3778
ST3GAL6	-1.7805
SLAMF8	3.709
ATN1	0.469166666666667
GPR141	0.95225
KRT36	0.508
TPH1	0.5295
DDX52	-0.11
ZSCAN29	-0.137166666666667
TRPT1	-0.783
DPEP3	0.921
DENND4A	-1.211125
TSPAN16	-0.8365
PTCHD2	0.0445
LOC145814	-0.11025
CAP1	0.039
EIF5A2	-0.6643
NT5DC3	-0.622
SEPT9	-0.168625
SEZ6L2	-1.265625
EGFLAM	3.8285
VPS11	0.74525
NDUFB5	-0.0943333333333333
CIDEA	3.538
IER5L	1.4105
N6AMT1	0.28025
FAM83C	-0.9705
OXR1	0.865666666666667
IRX1	0.8965
DGKB	-1
GCN5L2	-1.29175
MIR16	-0.018625
FBXW9	1.067
WDR4	-2.10533333333333
PDC	0.162
VPS33B	-0.10475
HEXB	0.41175
FLJ32214	-0.0645
TCEB3	-0.44125
CRLF1	-3.55525
ABI3BP	2.14925
C8orf22	-3.92375
PYCR1	-0.645625
KIAA1706	0.946
CDK5R2	0.41575
WAS	0.748
C12orf60	0.991
CCBL2	-0.371625
MADD	0.19275
C5orf34	-1.289
WDR42A	1.2875
KLF12	-0.0805
HSPA1A	1.3055
ITM2C	-1.44566666666667
DAPK2	2.64866666666667
LOC442590	1.1305
SUMF2	0.06
CENPA	-2.37730769230769
TMED5	-0.490375
CDH6	-0.561
BRP44	2.797625
THG1L	-0.70475
GABRA2	-2.0195
C14orf166	-0.0155
MYL1	-1.64433333333333
TNFSF18	0.2075
PAP2D	-1.75016666666667
PPIB	-1.508
KLHL4	-0.81625
SFN	0.330333333333333
CCDC127	0.76425
FRAP1	-0.50375
GOLGA5	0.481
SDCCAG1	0.141
MGC21675	-0.0315
C10orf95	-0.806
KIAA1345	-1.03466666666667
C1orf163	-1.2185
LACE1	-0.416333333333333
OR10K2	-0.313
CENPN	-2.20364
TMED2	0.77625
UGT1A6	-0.8675
ANG	-0.01775
U2AF1	-0.923166666666667
CASC2	0.759166666666667
NMT2	-0.857333333333333
OSGEPL1	0.51325
DFNB31	-0.938
SLC6A20	-0.0645
DKC1	-1.25775
FXYD4	-0.92075
WDR64	0.4035
MGC5590	1.043
CREBZF	-0.458833333333333
DAZ1	-0.796
PRPSAP1	-0.233
GCHFR	0.54525
TTC7A	0.348625
LOC196993	1.318
UBD	2.78033333333333
S100A1	-0.4885
RPL6	-0.115166666666667
DNAJB6	0.4896
NAGS	1.0612
C2orf58	0.451
KERA	1.448
MT1X	0.3452
UBE2B	1.3662
KEAP1	0.4405
MST1	-2.400375
OMA1	0.173
ABLIM2	2.0915
BCL2L13	-0.184583333333333
JAZF1	0.0348333333333333
TMEM63B	0.357
S100A8	0.5079
ARFIP2	1.2035
UROS	0.56725
KHDRBS2	-1.5805
POLQ	-2.6145
SOAT1	0.386
SPAG4	-1.2795
MRPS30	-1.02666666666667
LOC494141	-0.571
OR2T11	0.5935
ORAOV1	1.6048
ZNF184	-0.1175
TCEB3B	0.0866666666666667
ADAM21	-0.3115
GDPD1	0.29125
SPINLW1	0.12
PRR14	-0.0438333333333333
KCTD9	-0.2989
NUDT3	-0.4465
KIAA1822	0.3894
HIST1H4K	1.459
DFNA5	-1.65075
GABPA	-0.217
C14orf44	0.48825
POLB	-0.157875
PTAR1	-0.44775
SEC31A	0.2896
TRIM58	-0.82425
TAS2R14	-0.506
VPS8	-0.1355
H1F0	-0.0655
PRKCB1	-1.79933333333333
UGT2A1	-0.2605
TOR1B	-0.07775
LSS	-1.78016666666667
C2orf19	0.252
HNRNPC	0.0135714285714286
TMEM100	-0.385333333333333
LOC116349	0.773
OR51M1	0.313
CCDC142	-0.5165
ISG15	3.6998125
ZCCHC14	-0.398875
CREBL2	1.34
TGDS	-1.36025
DC2	-0.13425
CACNA2D3	-0.838785714285714
ZNF429	-1.035625
LYPD6	1.1165
SUCLG1	-0.498166666666667
OR51I1	-0.8355
MAGEH1	1.96125
PRPF40A	-0.3705
SMR3A	0.3665
SPINK2	-0.283
THAP2	0.173
NPY5R	-0.2355
IRF4	-2.118
SPESP1	-1.64616666666667
OR10S1	0.172
DTD1	-0.74425
TUBE1	-0.6285
DDX19A	-0.984
PDPN	-0.674625
TMEM34	0.07625
MGAM	1.05975
COL3A1	5.25716666666667
GFM2	-0.103
OR5A2	-0.2385
PSG9	-1.70025
ARHGEF11	0.271833333333333
IVNS1ABP	-0.486875
SIGIRR	1.6485
DUSP19	-0.344875
DNAJC14	-0.1262
ACSS1	0.019625
IL1RAPL2	0.554
C4orf30	-1.198
SEPT4	2.85425
LANCL3	-2.19
SPAG17	4.41183333333333
PRDX3	-0.28575
HNF1A	-1.589
P4HA2	-0.863875
RFWD3	-1.65583333333333
MOV10	-0.36775
DNAJA5	0.167642857142857
LOC729440	0.17775
LOC200383	1.231875
SMC2	-1.9185
MIXL1	-0.904833333333333
TMEM9	1.105
FAM86A	1.53
ZNF174	0.449
MYH14	-0.929
CCR8	0.35375
VPS37C	-0.0111666666666667
GPATCH1	-0.1235
B3GNT8	2.67
TBX4	-0.26525
CNR2	0.365833333333333
PCDH1	1.1275
C5orf29	5.985375
OCIAD2	1.77025
PLCG2	1.12975
KIAA0247	1.9035
HRH3	-0.156888888888889
CAPN13	3.918375
CCR1	0.7474
MGC15523	-0.0987222222222222
UVRAG	-0.0291666666666667
DNAJA2	-0.747333333333333
ITGA2B	0.108166666666667
CLDN5	3.86675
PTPRN2	0.459
ZNF512	-0.0971666666666667
PSAP	1.37214285714286
CCDC140	-1.537
LRRC55	-0.35675
CYP26C1	-0.185
C8orf47	0.6775
LYN	0.913875
DUSP6	0.167333333333333
TGFB3	3.255
ELK1	-0.6147
PCDH11Y	0.018
HGD	-0.7345
C17orf58	0.69975
MYO3A	0.333
SERPINE2	-3.88483333333333
AARSD1	0.035125
C14orf73	-0.1855
ADAM33	0.3625
ZNF491	0.436
MAPK6	-1.5705
TCN1	2.60516666666667
SLC24A6	1.163
UBE2R2	-0.1955
H1FNT	0.39475
TATDN2	0.3275
LILRB1	2.786
P2RY5	2.4305
NUCB2	0.0865
C2orf37	0.14325
SNX27	0.824166666666667
MTA3	-0.139375
FOXO4	0.689125
ID4	1.821
SOX5	-0.190166666666667
PXMP3	1.448625
OR52M1	0.1615
SFT2D3	-0.015375
INA	-3.68666666666667
MCOLN1	1.2685
NFIX	0.859
CLEC14A	5.748
HIBCH	-0.4555
PLA2G5	0.87975
TIMM10	-0.3185
MED17	-0.1862
COL4A4	-1.108
TPP1	0.827166666666667
GJA3	-2.6474
TMPRSS5	-1.08575
AADACL3	0.0265
DNMBP	-0.59825
ENPP5	3.759
NQO1	-0.7371
ZSCAN2	-0.568375
SEC24C	-0.8955
GTF2A1L	-0.074
AXIN2	0.344
FAM33A	-0.849166666666667
C16orf13	0.313125
SPNS2	1.25
TAF1	-0.7635
AP1G2	-0.503333333333333
RBM42	-0.0553333333333333
HCN2	0.810666666666667
EFHB	1.75516666666667
RUSC1	0.797
GRIK5	0.208
USP21	0.303666666666667
ATAD3C	0.6245
ORMDL2	1.1665
PRSS7	-4.47025
PSAT1	-5.5135
FLJ13195	-1.04383333333333
TBC1D1	0.418833333333333
IFNG	4.65525
OTOS	0.265333333333333
ZNF773	-0.0538333333333333
EMD	-1.3585
RETN	0.42025
CCL8	4.832
APH1A	0.786875
COX18	-0.582875
GTF2IRD2	-0.66625
CCDC82	-0.452
PAFAH2	-0.0678
NPEPL1	-0.3087
RP11-114G1.1	0.704
TP53INP1	1.62425
ZNF300	-1.12483333333333
FOXL2	-3.807
LARP2	0.153
LATS1	0.42975
HTR6	-0.4955
SPOCK2	1.487
RNF144B	2.17683333333333
HTATIP2	-0.53925
MGC10334	0.0124166666666667
CENTA2	3.406
FGF2	0.269
FXYD7	-0.00325
PHYHIPL	-2.08725
GPR34	6.645
DDX6	-1.33933333333333
OR10W1	0.151
LHFPL1	0.2445
ZNF313	0.126857142857143
VPS28	1.165
AP3M1	-0.3538
AKR1CL2	-1.38675
TRAF4	0.520875
OR2B11	0.452
C19orf12	-0.0656666666666667
AKAP9	0.690166666666667
C1orf62	0.061
SLC20A1	1.3745
FAM112A	0.1995
LDB2	1.881125
MRPS23	0.23875
KLK5	3.564
SPTB	-0.477111111111111
EFEMP2	0.4355
EFNB2	0.762125
PCM1	-0.245357142857143
NMNAT3	2.8855
TSG101	0.7755
C8orf40	0.0045
NOB1	-1.39775
ABHD3	-0.534
GTF3C4	-0.537125
PIGN	0.313
GALNTL1	0.6615
AEBP1	1.5465
OR9Q1	0.7505
ANKRD2	-0.262
CCL28	-0.21925
TRIM38	0.723833333333333
TMCC1	0.222083333333333
SMG5	0.26025
LRRC7	-0.02
NCAPD2	-1.89216666666667
C6orf153	-0.4935
C1orf74	0.66175
OTUD6A	0.1395
DCP2	-0.583666666666667
TMEM24	-0.0095
RPL18	-0.271
TMEM177	-0.37175
LRRC37A3	0.26475
C1D	0.0181666666666667
LDHC	0.505
UBE4B	-0.224166666666667
NIT1	0.65825
BTN3A3	1.18525
RASD1	4.821375
COMMD3	0.6845
SHFM1	0.3045
BIRC8	-0.79325
DUT	-0.86325
C12orf51	-0.0145
LRRC59	-0.0751666666666667
LY6H	2.38425
WDR22	0.31925
EDEM1	0.129714285714286
ADH1A	3.931
PANX2	0.2807
CYP11B1	0.514
CDC73	-0.5825
GPR172A	0.39775
GSTM3	3.47669230769231
KCNA5	0.846625
SERAC1	0.214833333333333
NFATC2	0.7735
ANAPC5	-0.0333
C15orf24	0.6135
NFATC2IP	-0.973583333333333
TNRC6C	0.485
MGC102966	1.282375
FGD5	1.451
MED9	0.60725
RAB13	0.248333333333333
C15orf49	0.327
CRYGS	-0.338
C12orf53	-1.2788
LOC283693	-0.332
COX6B2	0.226125
PHF14	-0.114
FAM3A	-0.282875
RPL13	-0.4245
PRDX2	0.8495
FLJ34047	-3.5555
PRMT3	-0.918
KCTD19	-1.8895
TRIM10	-0.5245
MGC26597	0.9898
GCNT4	0.38025
GPRASP1	1.673
CDKN1C	0.689166666666667
RHBDL2	1.3179
HSPH1	-0.9915
AQP1	3.8295
COL17A1	2.2621
GFAP	0.555875
CDC16	-0.73375
KIAA1614	-0.106
C6orf118	0.7125
ZSWIM5	-1.26875
FAM83F	3.3095
LYNX1	1.2485
SYNPR	-2.03625
XG	2.4715
PRSS16	0.68475
KIF13B	0.9565
PCDH9	-1.28425
HIST1H2AH	1.05716666666667
RBM18	-0.2615
ZNF626	0.2855
HEXIM2	1.2515
ITFG1	-0.3515
TUBG2	-0.0805
SFRS7	-0.105416666666667
C9orf14	2.808
EXTL1	0.0325
GBP3	1.6285
WDR5	-1.436
RARG	0.734166666666667
MYO7A	-0.163625
CECR6	0.92725
C13orf3	-2.35025
SFRS18	-0.706625
ACVR1B	0.323333333333333
PSMD1	-0.3028
C7orf31	0.366333333333333
ILVBL	0.07225
IFNGR1	1.6205
RNF186	2.58225
NOL9	-1.23675
MAGEL2	0.07075
SLC29A2	0.29625
NHSL1	-1.293
RBMX	-1.362
PSORS1C2	0.364625
RAD51L3	-0.0545
LCN6	3.436
ORAI2	-0.59425
BRUNOL6	0.0486
OR4K5	-0.1335
CDC123	-0.0635
MSLN	-2.24633333333333
WWTR1	-0.794833333333333
ZNF700	-0.264333333333333
COBL	-0.318
PPP1R16B	0.493625
GAS7	0.1759
MDN1	-1.2875
HAAO	0.5295
C9orf68	0.77175
TNFAIP2	1.356
FOXN1	0.1415
hCG_2033311	0.435
ATP6V0D2	-0.6542
RPL41	1.103375
SLC38A1	0.6955
ARHGAP6	-0.467666666666667
ADAD2	0.364
PHF20L1	0.2509375
MCM3AP	0.108833333333333
ST3GAL3	-0.474333333333333
SNX1	0.280666666666667
ELF5	2.77875
PARP3	-0.018125
RBM8A	-0.126
LINGO4	0.1745
ITGA9	1.05083333333333
ZFR	-0.42425
ACSL6	1.09575
FLJ20699	0.5192
DAOA	-0.045
FABP4	5.854
KCNB1	0.22825
CANX	0.3504
SLC25A28	1.07516666666667
ADIPOR2	0.446625
ECHDC2	1.503625
SMA4	0.92425
FRZB	4.44775
PABPC1	-0.997833333333333
DMRTB1	-0.3355
APOBEC3G	1.627
CATSPER2	-0.589666666666667
CUEDC1	1.0025
STARD9	-0.055875
CLDN8	5.389125
LOC23117	-0.6395
E2F6	-0.397722222222222
TMEM126B	-0.6835
DPY19L4	0.64125
GIMAP5	3.88916666666667
NDUFA9	-0.281666666666667
FAM77C	3.4685
CTPS2	0.1235
LOC51035	0.308125
WDSOF1	-0.55525
EGLN3	-0.975375
PITX3	0.7865
OR52E8	0.156
GRM4	-0.00399999999999998
KLK1	-1.70016666666667
GPM6B	-0.642375
RRAGD	-0.663333333333333
PAGE5	-2.62325
UCHL5	-1.08333333333333
ULK3	-0.636666666666667
AIM2	2.51466666666667
PNO1	-0.645833333333333
OR2F2	-0.1295
GNAT2	-2.484
SIX1	-0.245
ST13	-0.106416666666667
ZBTB44	0.061125
TIMP2	0.31325
ZMAT4	-2.268
GTF2IRD1	-0.137166666666667
ZNF19	0.387333333333333
ZNF714	-2.09775
RSC1A1	-0.05225
C9orf80	-0.06825
PSMA8	0.499333333333333
TMEM141	-0.00675
COX4I1	-0.315571428571429
CTAGE1	-0.176666666666667
DTWD1	-0.30725
HSD11B1	2.31875
KRT6B	4.311875
ARID4B	1.373375
LHFPL3	0.4195
WWP2	0.275416666666667
ZNF326	0.434
RGPD1	-0.0905
CTSH	1.42166666666667
FASTKD1	-1.51425
PAF1	0.6232
TTC9C	-0.559
IFT57	0.9936
PRSS36	0.6365
IL20RB	-1.931
ZNF592	0.238666666666667
DCTD	-0.4021
CFP	2.44525
MFNG	0.54975
JMJD2B	0.8975
ALDH3B1	-0.5215
THSD4	1.45866666666667
KCNJ5	3.13366666666667
LMNA	0.0436666666666667
TBCD	0.375375
ZNF250	-0.594
CASQ2	2.73716666666667
PEG10	-1.07566666666667
PRAME	-5.30573333333333
NP	-0.247375
TRIM59	-0.674
ZNF12	-0.35725
XTP3TPA	0.6665
SIGLEC7	1.0548
PANK4	-0.3895
FAM70A	-0.145833333333333
SNED1	0.68225
HIP1	-0.4193
RAET1E	-1.213
AMAC1L2	-0.79
AHNAK2	-0.256833333333333
TOE1	-0.423333333333333
RECQL4	-1.446
SPRYD3	0.997
DPAGT1	-0.87825
MAGED2	2.8987
ANKRD55	0.95275
TRPS1	3.95
DOK7	2.3515
TFPI2	-2.93325
GTF2H3	-0.6885
CYP4F11	2.493125
LHX2	-3.84666666666667
ATG16L1	0.363333333333333
ASB12	0.3605
C1orf116	2.236125
NF2	-0.6086
POM121	-0.6451
PHYHD1	2.3886
TXNDC17	0.128833333333333
DKFZp779O175	0.23725
NUP62	-0.0539285714285714
MYO18B	-0.726833333333333
PRAMEF1	0.486
TCBA1	0.124375
TMEM168	0.187
FJX1	0.0496666666666667
CLCF1	0.75675
SEPN1	0.70425
IGSF2	-0.0845
NUDCD1	0.0408333333333333
TFF3	2.34383333333333
NDFIP1	0.9705
CHCHD4	-0.5165
TNR	0.347
CUTA	0.145333333333333
USP44	-3.378
DPP10	-0.2154
IWS1	-0.375166666666667
PCGF1	0.488
SULT1C4	0.331
NTF5	2.593
PTPN13	0.52425
SSTR5	0.353
SFRP1	1.05475
IDH3B	-0.532375
SUOX	1.31083333333333
TMCO5	0.817
GOLT1B	-0.531
MIB1	-0.990428571428571
PCDHGB1	-0.359
SUSD1	-0.52425
ICAM5	-3.12066666666667
PAPOLB	0.668666666666667
URM1	-0.454
TMEM106B	0.162666666666667
LRIG2	-0.65575
SLC27A5	-0.6285
CLIC6	1.1912
ZNF420	0.290166666666667
SCN9A	-1.5663
KIAA1909	-1.14425
ELMOD1	-2.25325
PRKAG1	0.41825
FAM64A	-1.79666666666667
EEF1G	-0.3815
SMAD5	-0.7535
INCENP	-2.67175
WASF2	-0.9255
GARS	-1.9811
CDK10	-1.1504
HLX	1.4375
MDM4	-0.109
ZNRF1	-0.823285714285714
HHATL	-1.23733333333333
FAM21C	0.8488
HIST2H3C	0.00849999999999999
PFDN2	0.34025
ZNF200	-0.66025
NDN	-0.328
HBA2	-2.12066666666667
FBLN5	2.426125
PUM1	-0.0653571428571428
TNNT1	0.580833333333333
C19orf59	-0.1405
HNRPH2	0.6495
RAB7A	-0.00366666666666667
PMS2	-0.92475
BIRC3	0.534833333333333
NRSN2	0.432125
OR52K2	0.700166666666667
SPOCK1	-0.125714285714286
H2AFY	0.52075
RXRB	-0.46025
ZNF638	-0.7255
ANKRD45	0.644
ACTN4	-0.375333333333333
FXC1	0.21375
EIF2B5	-0.47375
VPS33A	0.05525
PINK1	0.51775
FAM106A	-0.536
SKIP	1.5096875
GAPDHS	-0.7025
MUM1L1	2.2725
PSTPIP1	1.6855
CNTNAP1	-1.5426
CYP26A1	-2.43475
APOL2	0.5623
TACC2	0.233875
COX7A2L	0.153357142857143
HSD17B1	2.212375
ARRB2	0.7705
SLC7A6	-0.7165
HSD17B10	-0.4745
RBJ	-0.02825
NUP155	-1.94425
MRPL10	0.0851666666666667
CYCS	-1.64616666666667
CCDC46	0.785166666666667
TECTA	0.535
GNAL	-0.77375
LPO	0.0765
PEBP4	1.8955
DDX11	-1.643
C18orf12	0.3385
TAF9B	-0.578666666666667
IMP4	-0.16875
RPA4	0.993
NDUFS1	-0.71125
UPK1A	-0.7885
ARRDC2	1.0115
C18orf20	0.777
AES	-0.164857142857143
CD2BP2	0.2795
C16orf54	1.009
UGT2B17	-2.722625
