Hybridization REF	TCGA-E2-A14N-01A-31R-A137-07
PSMB6	-0.76275
PCDHB8	-1.79
PHC3	-0.0285
PPP1R8	0.301
NOVA2	0.955666666666667
TNFRSF11B	0.640125
GOLPH3	0.665333333333333
UBLCP1	-0.4255
SUHW3	0.4855
TTLL1	1.049
OPN4	-0.1575
OR13G1	0.0465
ZPBP2	0.6845
HSD17B11	-3.002875
C9orf50	-0.516
DHDDS	-0.247285714285714
CTSW	0.7574
NEFM	-3.08983333333333
MRPL28	-0.6635
SYN1	0.045
PIGV	-0.8855
ZIM2	-1.55575
APBB1	-1.28133333333333
SND1	-0.502
C1orf123	-0.347833333333333
CHD3	0.07575
BHLHB8	0.59675
RNASE2	0.111666666666667
BCAP31	0.24525
SLC25A44	0.749333333333333
CHD6	-1.4361
PIB5PA	-0.695
SELS	-0.353625
LOC541471	-0.373
FAT2	2.9455
ZNF81	0.224
OR4C16	-1.313
FLJ10081	-0.2055
LRRC4	1.02775
CS	0.0481666666666667
N4BP2	-0.457375
IGFBP7	-0.408
ZNF318	-0.626083333333333
NDNL2	-0.25425
ZNF609	-0.145375
SIRT4	-0.46675
EXOSC10	-0.68525
ECE2	0.943916666666667
OVGP1	0.20825
GTPBP3	1.02375
PACS2	0.5221
C19orf36	-1.6365
ARL4C	-0.562625
ATG4B	-0.2975
UBQLNL	0.7065
RHOXF2B	-3.9705
PLEKHG2	0.056
GALR1	-0.535
AQP4	0.618
HDAC7A	-0.1025
DCUN1D3	0.4135
OR8A1	-0.6765
CCRN4L	2.089625
CBR4	-0.857333333333333
KIFC1	-1.26233333333333
SLC7A14	-2.31833333333333
LHX5	2.905
TRPC7	-0.3735
LPXN	-0.582
SERPINA1	-3.000375
RPS13	0.185
BPIL3	-1.2185
PRKAA1	-0.15425
FADS2	2.13
ENAH	0.9400625
PRO1768	0.133
APBA2BP	-1.09925
LIPH	0.566
C3orf33	0.33275
RCC2	0.273928571428571
ALDH1A2	-3.67544444444444
RNF103	0.08275
AHCY	-0.596625
ALG12	0.7805
CCL17	3.149
ZNF543	0.911
ESRRG	1.4632
CNGA1	-0.1515
RDH5	-1.07516666666667
OTX1	0.7765
PTGFR	2.116
CDR2	-0.26575
SELE	7.30675
NLGN2	-1.486
EXOSC9	-0.7045
ZNF566	0.608166666666667
KLRC2	-4.5335
GPR12	0.618
KIAA0196	0.62325
PDRG1	-0.872
SSR3	0.262071428571429
MSI1	-0.027
CST9	-1.0135
CC2D1A	0.05625
PLAGL1	0.169611111111111
ZNF778	0.436
RNF2	0.051375
KLF6	2.39783333333333
THBD	0.126666666666667
tcag7.1314	-0.10875
NR5A1	-0.0283333333333333
ABCD2	1.022
DNAJC7	-1.6885
CLEC4C	1.162
TM2D3	0.1375
CCDC4	-0.994
PLAC2	0.64425
DCD	6.815
FAAH	0.464625
POLA1	-0.328166666666667
TM7SF2	-0.809625
FLJ39822	-2.423
FLOT2	0.06675
MAP4K1	-0.429333333333333
SRP68	0.288125
C21orf74	-0.338
ARPC5	0.277625
LOC126075	-0.696
HECW2	0.06425
ZDHHC4	-0.53175
ANKRD42	1.1524
PDE9A	0.494833333333333
ABCA8	-0.72475
NDUFS2	0.17975
UBR5	0.439
BTBD16	-1.8855
LOC554174	0.806
ZNF20	-0.064
KIAA1843	-0.4655
WDR17	0.281142857142857
C15orf33	0.395
RNF113A	-0.64775
CAMKK1	-0.281
CLCN2	3.16675
ANXA6	-1.4175
LOC340069	-0.043
EMID1	0.993
DPM3	0.236916666666667
ELA1	-0.2575
SLC25A13	0.1027
KRT24	-0.6625
SMPD1	-1.0945
TH	-0.024375
COL6A2	-0.650428571428571
ANKS1B	0.59525
GPR126	-1.2302
ZC3H12A	0.0333333333333333
TMEM47	0.652333333333333
C2orf51	-0.3805
C1orf88	2.63633333333333
HSF2BP	-1.08375
AKAP10	-0.057
RPAP3	-0.436
KLHDC8B	-0.67625
STOM	-0.1757
MUPCDH	0.178875
C10orf72	-0.608875
PLEKHA3	0.391583333333333
TCP11L1	0.4135
CWF19L1	0.356375
SPEF1	-0.180615384615385
YSK4	-0.5415
ELN	1.1015
SAMD8	0.725333333333333
MPI	-1.20916666666667
MEPCE	0.3719
ABCC3	-3.666125
NANOGP1	-3.099
KCNK17	-0.06425
HLA-DMB	3.6105
RRAGA	1.30275
ANGEL1	0.30675
RBM32B	0.253
CPN1	-3.211
MGC52282	-0.6563
HLA-A	1.79391666666667
OR9G4	0.609
EDNRB	-3.05875
SCD	-0.354142857142857
C14orf80	-0.320166666666667
BAGE2	-0.731
RABL4	0.0688333333333333
RCVRN	0.065
SHANK1	-0.1745
NLRP7	-3.42475
CD226	2.282
STAT3	1.1338125
SYNJ2	-1.58466666666667
TPCN2	0.902833333333333
WDR36	-0.614583333333333
MBD4	0.805
ROBO1	1.1209
ST3GAL6	-2.2305
SLAMF8	3.95233333333333
ATN1	1.077
GPR141	0.3935
KRT36	-0.264
TPH1	-0.7835
DDX52	0.53075
ZSCAN29	0.549166666666667
TRPT1	-1.00783333333333
DPEP3	0.5905
DENND4A	-0.717
TSPAN16	-1.608
PTCHD2	-0.3805
LOC145814	1.8995
CAP1	0.2065
EIF5A2	-0.1955
NT5DC3	-0.599625
SEPT9	-0.3275
SEZ6L2	-0.66875
EGFLAM	3.044
VPS11	0.225
NDUFB5	0.334666666666667
CIDEA	3.37833333333333
IER5L	0.51525
N6AMT1	0.17725
FAM83C	-1.82133333333333
OXR1	1.46058333333333
IRX1	2.2285
DGKB	-1.09525
GCN5L2	-1.588
MIR16	-0.01925
FBXW9	0.4165
WDR4	-0.638333333333333
PDC	-0.7995
VPS33B	-0.825
HEXB	-1.31625
FLJ32214	0.7235
TCEB3	0.75675
CRLF1	-4.0975
ABI3BP	0.621
C8orf22	-3.7525
PYCR1	-0.8325
KIAA1706	0.2855
CDK5R2	0.81775
WAS	0.2615
C12orf60	-0.21125
CCBL2	0.02375
MADD	-0.25125
C5orf34	-0.83
WDR42A	0.3913
KLF12	0.24575
HSPA1A	-0.783
ITM2C	-1.51241666666667
DAPK2	2.56
LOC442590	0.0395
SUMF2	0.416125
CENPA	0.568846153846154
TMED5	0.071625
CDH6	-1.7518
BRP44	0.753875
THG1L	-0.87675
GABRA2	-3.614
C14orf166	0.37475
MYL1	-3.32983333333333
TNFSF18	0.522
PAP2D	-0.7685
PPIB	0.172
KLHL4	-2.95057142857143
SFN	-1.37816666666667
CCDC127	-0.38925
FRAP1	-0.37075
GOLGA5	-0.85325
SDCCAG1	0.4295
MGC21675	0.4095
C10orf95	0.04325
KIAA1345	0.62
C1orf163	0.174
LACE1	0.709166666666667
OR10K2	-0.722
CENPN	-0.73812
TMED2	-0.049
UGT1A6	-2.0795
ANG	-2.23825
U2AF1	-0.766333333333333
CASC2	-0.0896
NMT2	0.0851666666666667
OSGEPL1	-0.222375
DFNB31	-1.377
SLC6A20	0.412
DKC1	0.5835
FXYD4	-1.762
WDR64	0.41425
MGC5590	0.319
CREBZF	-0.2075
DAZ1	-0.43525
PRPSAP1	-0.8745
GCHFR	-2.32925
TTC7A	-0.0185
LOC196993	0.0597499999999999
UBD	4.60566666666667
S100A1	1.192
RPL6	0.655166666666667
DNAJB6	0.81845
NAGS	-0.1777
C2orf58	-0.5945
KERA	-0.126166666666667
MT1X	0.3855
UBE2B	-0.9293
KEAP1	0.5505
MST1	-3.7155
OMA1	0.9585
ABLIM2	0.7605
BCL2L13	0.966166666666667
JAZF1	0.344666666666667
TMEM63B	1.2475
S100A8	2.2326
ARFIP2	0.4855
UROS	1.05725
KHDRBS2	-2.2825
POLQ	-1.201125
SOAT1	-0.03
SPAG4	-2.40475
MRPS30	-1.05316666666667
LOC494141	0.42475
OR2T11	-0.1135
ORAOV1	-0.13
ZNF184	-0.413166666666667
TCEB3B	0.0683333333333333
ADAM21	0.166
GDPD1	0.3635
SPINLW1	0.23275
PRR14	-0.1795
KCTD9	-0.3227
NUDT3	0.652
KIAA1822	-0.02
HIST1H4K	0.6015
DFNA5	-2.36575
GABPA	0.65275
C14orf44	-0.471
POLB	0.478875
PTAR1	-0.46675
SEC31A	1.7256
TRIM58	-2.54125
TAS2R14	-0.303
VPS8	0.486375
H1F0	-0.465833333333333
PRKCB1	-2.39283333333333
UGT2A1	0.0595
TOR1B	-0.05775
LSS	-0.966583333333333
C2orf19	0.427
HNRNPC	0.293428571428572
TMEM100	-0.3745
LOC116349	0.36125
OR51M1	-0.1035
CCDC142	-0.43075
ISG15	3.700375
ZCCHC14	-0.037375
CREBL2	-0.432625
TGDS	-1.7485
DC2	0.34825
CACNA2D3	-2.19457142857143
ZNF429	-1.110625
LYPD6	-1.55733333333333
SUCLG1	-0.214333333333333
OR51I1	-2.2325
MAGEH1	-0.01575
PRPF40A	1.2815
SMR3A	0.1155
SPINK2	-0.47375
THAP2	-0.16325
NPY5R	2.375
IRF4	-2.7785
SPESP1	-2.6215
OR10S1	-0.045
DTD1	-0.13625
TUBE1	-1.06225
DDX19A	-0.309
PDPN	-2.361625
TMEM34	0.0530833333333333
MGAM	-0.032
COL3A1	4.96433333333333
GFM2	-0.7951
OR5A2	-0.122
PSG9	-2.208
ARHGEF11	-0.2525
IVNS1ABP	-0.5299375
SIGIRR	-0.95425
DUSP19	0.06575
DNAJC14	-0.3093
ACSS1	-1.004
IL1RAPL2	0.00750000000000001
C4orf30	-0.33075
SEPT4	0.681
LANCL3	-0.76125
SPAG17	0.456833333333333
PRDX3	-1.029125
HNF1A	-1.68175
P4HA2	-1.42675
RFWD3	0.136166666666667
MOV10	-0.1005
DNAJA5	-0.563285714285714
LOC729440	-0.8065
LOC200383	0.805875
SMC2	-1.2505
MIXL1	-0.8198
TMEM9	0.4515
FAM86A	0.467
ZNF174	-0.2435
MYH14	-0.29725
CCR8	1.18825
VPS37C	-0.158833333333333
GPATCH1	0.4775
B3GNT8	1.071
TBX4	-0.3185
CNR2	0.714833333333333
PCDH1	0.7305
C5orf29	2.450375
OCIAD2	-0.85925
PLCG2	1.61025
KIAA0247	1.428
HRH3	0.016
CAPN13	2.017375
CCR1	-0.154
MGC15523	-0.2055
UVRAG	1.46533333333333
DNAJA2	0.0418333333333333
ITGA2B	-1.15016666666667
CLDN5	3.067875
PTPRN2	-2.88985714285714
ZNF512	0.3295
PSAP	0.315428571428571
CCDC140	-3.577
LRRC55	-0.08925
CYP26C1	-0.556
C8orf47	2.427
LYN	1.502875
DUSP6	-1.9445
TGFB3	1.361
ELK1	-0.0533
PCDH11Y	0.4514
HGD	-3.8255
C17orf58	0.46225
MYO3A	-0.2875
SERPINE2	-2.93433333333333
AARSD1	-0.80625
C14orf73	-0.899
ADAM33	-0.094
ZNF491	-0.7495
MAPK6	-0.795166666666667
TCN1	0.4835
SLC24A6	0.646
UBE2R2	0.91025
H1FNT	0.464
TATDN2	1.461
LILRB1	2.243
P2RY5	0.966
NUCB2	0.06125
C2orf37	1.31625
SNX27	0.358
MTA3	-0.14175
FOXO4	-0.13825
ID4	-0.0085
SOX5	-1.3508
PXMP3	0.282375
OR52M1	0.554
SFT2D3	-0.67825
INA	-3.41483333333333
MCOLN1	0.997
NFIX	1.4051
CLEC14A	4.729
HIBCH	0.075
PLA2G5	0.20225
TIMM10	0.138333333333333
MED17	0.5502
COL4A4	-0.6245
TPP1	-0.6765
GJA3	-1.89716666666667
TMPRSS5	0.125
AADACL3	0.4725
DNMBP	-2.7365
ENPP5	2.32016666666667
NQO1	-1.8804
ZSCAN2	0.689875
SEC24C	-0.553666666666667
GTF2A1L	0.1245
AXIN2	-1.5107
FAM33A	-0.957083333333333
C16orf13	0.461875
SPNS2	0.76875
TAF1	-0.00925000000000001
AP1G2	-1.27583333333333
RBM42	0.845333333333333
HCN2	0.294833333333333
EFHB	-0.147
RUSC1	0.625666666666667
GRIK5	0.4245
USP21	0.0376666666666667
ATAD3C	0.58675
ORMDL2	0.23575
PRSS7	-3.896
PSAT1	-0.1715
FLJ13195	-1.85966666666667
TBC1D1	0.864166666666667
IFNG	2.28325
OTOS	0.280666666666667
ZNF773	-1.66483333333333
EMD	-0.996
RETN	1.1485
CCL8	5.926
APH1A	0.339875
COX18	0.0215
GTF2IRD2	0.4395
CCDC82	-0.713166666666667
PAFAH2	-0.3691
NPEPL1	-0.7287
RP11-114G1.1	0.319
TP53INP1	-0.67725
ZNF300	-3.17266666666667
FOXL2	-3.275
LARP2	0.206
LATS1	-0.12725
HTR6	0.7095
SPOCK2	1.07166666666667
RNF144B	1.4145
HTATIP2	0.12875
MGC10334	0.747333333333334
CENTA2	1.89916666666667
FGF2	-1.84225
FXYD7	0.30325
PHYHIPL	-3.05257142857143
GPR34	3.32725
DDX6	0.399166666666667
OR10W1	-2.172
LHFPL1	-2.7275
ZNF313	-0.623928571428571
VPS28	0.26
AP3M1	-1.0724
AKR1CL2	0.2715
TRAF4	0.755375
OR2B11	0.4955
C19orf12	0.6975
AKAP9	-0.396833333333333
C1orf62	0.593
SLC20A1	-1.9941
FAM112A	0.355
LDB2	-0.99275
MRPS23	-0.7355
KLK5	0.80225
SPTB	-0.0601
EFEMP2	-1.23225
EFNB2	-0.5865
PCM1	-1.5175
NMNAT3	1.41075
TSG101	-0.0683333333333333
C8orf40	0.0673333333333333
NOB1	-0.936
ABHD3	-1.325
GTF3C4	0.41975
PIGN	0.215666666666667
GALNTL1	2.56175
AEBP1	-0.753
OR9Q1	1.255
ANKRD2	0.381625
CCL28	-1.75675
TRIM38	0.585
TMCC1	0.767
SMG5	1.131
LRRC7	-0.5195
NCAPD2	-0.420833333333333
C6orf153	-0.17475
C1orf74	1.24725
OTUD6A	0.3855
DCP2	-1.57016666666667
TMEM24	-0.086
RPL18	-0.753666666666667
TMEM177	0.54275
LRRC37A3	-0.71375
C1D	-0.587166666666667
LDHC	-1.6845
UBE4B	-0.273833333333333
NIT1	-0.24725
BTN3A3	-0.516
RASD1	0.43625
COMMD3	0.226
SHFM1	0.8765
BIRC8	0.7435
DUT	-0.704
C12orf51	0.4295
LRRC59	-0.0385
LY6H	-0.42225
WDR22	0.40425
EDEM1	0.1075
ADH1A	3.545
PANX2	0.8833
CYP11B1	1.11775
CDC73	0.5465
GPR172A	1.4685
GSTM3	-3.05807692307692
KCNA5	-0.347
SERAC1	0.0871666666666667
NFATC2	-0.1055
ANAPC5	0.0953
C15orf24	-0.533
NFATC2IP	-0.617916666666667
TNRC6C	-0.225
MGC102966	0.86375
FGD5	-0.463166666666667
MED9	0.19975
RAB13	-0.467333333333333
C15orf49	0.396
CRYGS	-0.3034
C12orf53	-1.428
LOC283693	-0.5105
COX6B2	-0.164375
PHF14	0.885375
FAM3A	-0.495875
RPL13	-0.6037
PRDX2	0.1619
FLJ34047	-2.39775
PRMT3	-0.13525
KCTD19	-1.595
TRIM10	-0.192833333333333
MGC26597	-0.0556666666666666
GCNT4	0.22825
GPRASP1	-0.315
CDKN1C	-2.42558333333333
RHBDL2	3.6212
HSPH1	0.51
AQP1	2.066125
COL17A1	-0.0393
GFAP	0.562375
CDC16	-0.15775
KIAA1614	-0.122
C6orf118	2.39
ZSWIM5	-3.552
FAM83F	4.882
LYNX1	1.146625
SYNPR	-2.503
XG	3.31516666666667
PRSS16	0.158375
KIF13B	-0.473571428571429
PCDH9	1.667375
HIST1H2AH	0.398833333333333
RBM18	0.65725
ZNF626	1.061625
HEXIM2	-1.2605
ITFG1	-1.1285
TUBG2	-1.029
SFRS7	-0.101666666666667
C9orf14	1.1
EXTL1	-2.4375
GBP3	-1.19533333333333
WDR5	0.1945
RARG	0.498166666666667
MYO7A	-0.166
CECR6	-0.313
C13orf3	1.092375
SFRS18	0.46475
ACVR1B	0.4395
PSMD1	-0.2195
C7orf31	-0.179333333333333
ILVBL	-0.20325
IFNGR1	1.41275
RNF186	2.52675
NOL9	-0.0285
MAGEL2	-1.3845
SLC29A2	0.08125
NHSL1	-0.8975
RBMX	-0.803
PSORS1C2	0.810875
RAD51L3	0.1115
LCN6	1.073
ORAI2	-0.7575
BRUNOL6	-0.327888888888889
OR4K5	0.2465
CDC123	0.817125
MSLN	-2.022
WWTR1	3.07833333333333
ZNF700	-0.994166666666667
COBL	0.672
PPP1R16B	-0.107125
GAS7	-1.6995
MDN1	0.333125
HAAO	-0.081
C9orf68	0.8485
TNFAIP2	2.8715
FOXN1	-0.4415
hCG_2033311	0.3435
ATP6V0D2	-0.3232
RPL41	0.232125
SLC38A1	0.723
ARHGAP6	-2.61158333333333
ADAD2	-0.806
PHF20L1	1.1780625
MCM3AP	-0.150666666666667
ST3GAL3	-1.19533333333333
SNX1	-0.855
ELF5	6.973
PARP3	-1.111375
RBM8A	0.5535625
LINGO4	0.4425
ITGA9	-0.3165
ZFR	-0.17825
ACSL6	1.106
FLJ20699	-0.1261
DAOA	1.621
FABP4	6.22775
KCNB1	-0.84925
CANX	0.5437
SLC25A28	0.990333333333333
ADIPOR2	0.500875
ECHDC2	0.995375
SMA4	-1.67975
FRZB	1.558
PABPC1	0.905
DMRTB1	-0.150625
APOBEC3G	-0.51475
CATSPER2	-0.831
CUEDC1	0.713
STARD9	-1.200125
CLDN8	5.510375
LOC23117	-1.08359090909091
E2F6	0.0714444444444445
TMEM126B	0.115
DPY19L4	-0.08925
GIMAP5	4.04483333333333
NDUFA9	0.584666666666667
FAM77C	0.366
CTPS2	0.49425
LOC51035	-0.582
WDSOF1	1.02375
EGLN3	-2.21075
PITX3	0.750166666666667
OR52E8	3.3905
GRM4	0.5215
KLK1	-3.0305
GPM6B	-0.12075
RRAGD	0.627833333333333
PAGE5	-3.48275
UCHL5	0.419666666666667
ULK3	-0.670833333333333
AIM2	3.09966666666667
PNO1	-0.467166666666667
OR2F2	0.6265
GNAT2	0.425
SIX1	1.7735
ST13	-0.02375
ZBTB44	1.14325
TIMP2	-1.41775
ZMAT4	-4.30225
GTF2IRD1	-0.1855
ZNF19	-0.205666666666667
ZNF714	-1.37225
RSC1A1	0.0215
C9orf80	-0.362
PSMA8	0.5704
TMEM141	-0.81375
COX4I1	-0.690428571428572
CTAGE1	-0.118333333333333
DTWD1	-0.82575
HSD11B1	1.41625
KRT6B	5.14625
ARID4B	0.587875
LHFPL3	0.61375
WWP2	0.0681818181818182
ZNF326	0.406666666666667
RGPD1	-3.116
CTSH	-0.296666666666667
FASTKD1	0.218625
PAF1	0.9269
TTC9C	0.187
IFT57	-0.3647
PRSS36	1.4635
IL20RB	0.2405
ZNF592	0.165666666666667
DCTD	-0.1956
CFP	2.5805
MFNG	-1.140875
JMJD2B	-0.23275
ALDH3B1	-1.430625
THSD4	-1.9805
KCNJ5	2.39416666666667
LMNA	-0.356166666666667
TBCD	-0.29525
ZNF250	0.437166666666667
CASQ2	1.29333333333333
PEG10	-0.86775
PRAME	-1.85466666666667
NP	0.501125
TRIM59	1.82233333333333
ZNF12	0.085875
XTP3TPA	-0.57675
SIGLEC7	-0.3645
PANK4	-0.49825
FAM70A	-3.3252
SNED1	-2.5085
HIP1	0.0957
RAET1E	-1.811
AMAC1L2	-0.647
AHNAK2	-1.05075
TOE1	0.155833333333333
RECQL4	-0.10675
SPRYD3	0.29925
DPAGT1	0.09
MAGED2	-0.704
ANKRD55	0.84325
TRPS1	4.67275
DOK7	-2.662
TFPI2	-5.1155
GTF2H3	-0.00333333333333333
CYP4F11	-1.81975
LHX2	-4.54433333333333
ATG16L1	0.097
ASB12	0.711
C1orf116	3.096
NF2	-0.28955
POM121	0.3416
PHYHD1	1.0448
TXNDC17	0.113666666666667
DKFZp779O175	-1.47
NUP62	0.284357142857143
MYO18B	-1.43066666666667
PRAMEF1	-0.2425
TCBA1	-0.597142857142857
TMEM168	0.73875
FJX1	2.45216666666667
CLCF1	-1.4015
SEPN1	-0.786375
IGSF2	0.44225
NUDCD1	0.794333333333333
TFF3	-2.54383333333333
NDFIP1	-0.115785714285714
CHCHD4	0.401
TNR	0.797
CUTA	-0.576166666666667
USP44	-4.24725
DPP10	0.305
IWS1	-0.209333333333333
PCGF1	-0.15975
SULT1C4	-0.123
NTF5	-0.20525
PTPN13	0.583
SSTR5	0.3685
SFRP1	2.22975
IDH3B	-0.683125
SUOX	0.440166666666667
TMCO5	1.5705
GOLT1B	-0.0815
MIB1	-0.140142857142857
PCDHGB1	0.085
SUSD1	-0.62525
ICAM5	-3.26366666666667
PAPOLB	0.407
URM1	-0.6007
TMEM106B	-0.00816666666666667
LRIG2	0.5225
SLC27A5	0.1305
CLIC6	-0.3398
ZNF420	0.145333333333333
SCN9A	-1.8881
KIAA1909	2.32425
ELMOD1	-3.28633333333333
PRKAG1	-1.20875
FAM64A	0.151111111111111
EEF1G	-0.75605
SMAD5	0.34025
INCENP	-1.06575
WASF2	-1.0095
GARS	0.6451
CDK10	-1.0211
HLX	-0.608333333333333
MDM4	0.33575
ZNRF1	-0.7225
HHATL	-1.55966666666667
FAM21C	0.1591
HIST2H3C	-0.056
PFDN2	1.957
ZNF200	-0.74075
NDN	-2.0705
HBA2	-2.95016666666667
FBLN5	2.091125
PUM1	0.695714285714286
TNNT1	-3.86833333333333
C19orf59	1.58716666666667
HNRPH2	-0.0775
RAB7A	0.457166666666667
PMS2	-0.03975
BIRC3	1.63416666666667
NRSN2	0.3005
OR52K2	0.4155
SPOCK1	-2.73057142857143
H2AFY	0.777
RXRB	-1.0925
ZNF638	-0.0478333333333333
ANKRD45	1.10775
ACTN4	0.2295
FXC1	0.77775
EIF2B5	-0.12725
VPS33A	0.042
PINK1	0.1475
FAM106A	0.244
SKIP	2.387
GAPDHS	-0.180333333333333
MUM1L1	0.5115
PSTPIP1	1.46975
CNTNAP1	-2.352
CYP26A1	-4.84525
APOL2	0.0908
TACC2	0.98375
COX7A2L	0.482142857142857
HSD17B1	2.2965
ARRB2	-0.16575
SLC7A6	-0.2046
HSD17B10	-0.242
RBJ	0.40225
NUP155	-0.791
MRPL10	-0.999833333333333
CYCS	-0.0965
CCDC46	-0.183
TECTA	-0.1255
GNAL	-0.75375
LPO	0.4185
PEBP4	-0.646333333333333
DDX11	-0.5835
C18orf12	0.7045
TAF9B	-1.68375
IMP4	0.000249999999999993
RPA4	1.19533333333333
NDUFS1	-0.535
UPK1A	-1.78183333333333
ARRDC2	0.274
C18orf20	0.6985
AES	-0.527642857142857
CD2BP2	-1.39883333333333
C16orf54	-0.101
UGT2B17	-2.74125
FGFR1	-1.65177272727273
CEACAM6	-3.5522
CHRM5	-0.09025
CERK	-0.502625
AP3S2	-0.671714285714286
ANKS4B	-1.70825
CLCNKA	-0.338166666666667
ZNF208	-0.748333333333333
HLA-DRB5	3.745
CARKL	-0.44775
GOT1	-0.4725
CASP6	1.834
HOXA1	-0.1025
RCL1	1.35525
ZNF181	0.699333333333333
RAB40B	1.285
MRPL38	0.684
LRRN2	-0.2645
C3orf25	-0.0705
OR5D14	0.299
OR10AG1	null
BET1L	-0.0253
FRY	1.8275
AK3L1	1.80175
CSF3R	0.530333333333333
POLR3K	-0.620333333333333
ATG2B	-1.00166666666667
EPS8	-1.17033333333333
DARS	-0.813125
C10orf56	-1.62333333333333
DAD1	-0.119916666666667
RIOK1	1.026
HERC2	-0.087
HSD11B2	0.538833333333333
FAM96B	-0.975
MGC13057	0.805875
BSN	-1.608
CAND1	-0.153166666666667
HCST	2.53625
ACTR10	-0.636
OR8D4	-0.486
NASP	-0.0077
COL9A2	0.3765
LYZL1	-0.841
GPC5	-3.08266666666667
TBL3	-1.26616666666667
CENTD2	-0.1276
OR5AP2	0.446
TLR1	3.30475
LMO6	-0.06425
ZIC2	-4.259
CPNE5	0.625
ZMYND15	2.68325
FLJ22374	1.80025
CCDC106	-0.1245
PARP16	-0.879
PDIA3	1.48
C14orf126	-0.508
CECR2	-0.483
SFRS1	-0.549857142857143
FIGLA	2.575
DCP1A	-0.169666666666667
MGC45800	-1.9557
TEKT1	0.8172
C10orf67	0.187
CLN5	-0.213
NTN2L	0.4555
GLE1L	-0.7435
CES2	-0.7594
GNAS	0.0840555555555556
DDX53	-0.3775
TSPAN13	1.12625
MRPL52	-0.433
SPIRE2	-0.07925
TAS2R39	0.34975
SCUBE3	0.4615
UCRC	0.034
CDKL3	-1.304
KIAA1715	-0.4023
ZNF345	0.88425
RTF1	-0.02725
DHRS7	1.1975
RIPK4	-0.672
EXOSC2	-0.850166666666667
MS4A2	-1.69825
FGF17	-0.8085
WDR59	0.033875
EVI2A	-1.5475
IL17RC	1.5205
HS3ST1	2.4165
ITGB1BP2	-1.218
RBPJ	-1.3765
GIMAP1	3.0195
INE1	-1.3495
ALDH18A1	0.68275
TPI1	0.066125
GATA6	1.7785
CABP1	-0.873833333333333
ZNF484	-0.6625
DAPK3	0.181
GJB1	-2.80533333333333
PIN1	-0.87175
SLC6A15	0.258416666666667
CNO	-0.36475
RIN2	1.203125
FRRS1	0.3135
CYorf15B	-3.817375
DMRT3	0.138625
ATAD1	-3.43275
OTUD4	0.586111111111111
ATOH8	-1.71875
ZSCAN16	0.705875
ASCC1	0.2205
OTUD3	0.364
MGC33212	-0.0376666666666667
YME1L1	1.033
RP11-218C14.6	0.0736666666666667
PCBP4	1.39075
TNFRSF10A	-0.192
CDH10	-5.362
KL	0.682125
SCP2	0.0536666666666667
C9orf119	0.09375
SON	-0.744416666666667
MAFK	0.085
SBNO2	1.0225
SLC6A6	-0.0154166666666667
SC4MOL	-0.30675
FAM35B	-0.175
PPP1R9A	1.354625
PDZRN3	1.188875
CXorf20	0.909
C6orf126	1.38175
AVEN	0.059
FLJ21075	-2.7155
C14orf132	-3.284125
PCK2	-0.949375
GUCY2C	0.091
BARX2	0.88575
PEX11G	-0.2935
DAO	-1.40083333333333
C10orf49	-0.01275
EDNRA	1.54866666666667
PPP2R5A	0.8808
DDX39	0.550333333333333
SERF1A	-0.53475
ASCIZ	-0.0779
FNDC8	-0.31925
PTMS	0.690625
PHF7	0.47175
PIP4K2B	0.4744375
HHLA2	0.3715
BDH2	0.0519
APOBEC2	-1.177
PENK	-1.485
SMAD9	-0.829
MT3	0.28525
RGL1	0.19825
ATG10	-1.517875
DLGAP4	0.351833333333333
APPBP2	-1.86778571428571
BACE2	0.410428571428571
LOC339344	0.484666666666667
ZNF395	-1.7213125
HIST1H2BL	-0.8785
ZNF467	0.93025
SLC25A21	-1.9175
PALM2	1.59166666666667
NSUN5C	-1.03175
IL5	0.0994444444444444
CLSTN2	-0.41875
ANXA8L2	-0.8725
PTGES	0.593625
GDAP1L1	-1.866
OPRK1	1.7305
WDR20	-0.530833333333333
C12orf4	1.185375
NUP88	-0.00575
XRCC6BP1	-0.786833333333333
FCGBP	0.3335
LEMD2	-0.56875
NOMO1	-0.621
C10orf79	-0.075875
ZNF79	0.2621
OCRL	0.4269
HSPA8	-0.646833333333333
DIDO1	-0.391375
PLA2R1	0.011
COG3	-0.1568
NGDN	-0.261
CBFA2T2	-0.280625
PNOC	-1.62825
PRRG1	0.519833333333333
AGGF1	-0.218
DPF2	-0.698
YIPF7	1.0435
TRPV5	0.742333333333333
ZNF322B	0.27125
MED12	-0.533333333333333
CARS	-0.0203333333333333
ABCC11	-1.144
C9orf25	1.1965
MYH1	-0.478
FRYL	-0.433916666666667
AGTRAP	-0.33425
MMP27	1.25
ZNF432	-1.3365
OR8D1	-1.757
OR13D1	-0.30175
VWA1	2.581
STON1	0.38975
IL5RA	-0.997
PERP	0.8519
C10orf107	-1.97866666666667
TNFSF12	0.60375
FN1	-0.598208333333333
MTR	0.109166666666667
PHLPPL	-0.4535
ZNF425	0.69275
DHFR	-1.41538888888889
PPP1R12A	-0.026
RSPO2	-1.28125
ZNF7	0.66775
ZNF583	-0.79
TPMT	-1.7195
GPR132	0.96625
OR2T12	-0.1715
SERTAD2	0.2812
ATP1A1	-0.599
FRMPD3	0.45425
ZNF672	0.14175
PLXNB3	0.1125
