Hybridization REF	TCGA-BH-A0DI-01A-21R-A12P-07
LCN6	1.20525
ORAI2	-0.28975
BRUNOL6	-0.1739
OR4K5	0.062
CDC123	-0.60025
MSLN	-1.5085
WWTR1	-0.0381666666666667
ZNF700	-1.44233333333333
COBL	0.26
PPP1R16B	-0.063625
GAS7	1.2165
MDN1	-1.23875
HAAO	0.713
C9orf68	1.0955
TNFAIP2	0.795
FOXN1	0.3245
hCG_2033311	-0.243333333333333
ATP6V0D2	1.4318
RPL41	0.434
SLC38A1	0.381375
ARHGAP6	0.884666666666667
ADAD2	-0.07575
PHF20L1	0.1230625
MCM3AP	0.158
ST3GAL3	-0.188833333333333
SNX1	0.784
ELF5	1.7465
PARP3	-0.242375
RBM8A	-0.7820625
LINGO4	0.4095
ITGA9	0.696
ZFR	-0.1105
ACSL6	0.00700000000000003
FLJ20699	0.6226
DAOA	1.23975
FABP4	5.8655
KCNB1	0.065
CANX	0.8661
SLC25A28	0.568833333333333
ADIPOR2	-0.317875
ECHDC2	1.309625
SMA4	-0.0045
FRZB	3.975
PABPC1	-0.640333333333333
DMRTB1	-0.559375
APOBEC3G	0.5455
CATSPER2	-1.03016666666667
CUEDC1	1.13366666666667
STARD9	-0.34175
CLDN8	5.2175
LOC23117	-1.52745454545455
E2F6	-0.550666666666667
TMEM126B	-0.361333333333333
DPY19L4	0.6205
GIMAP5	3.316
NDUFA9	-0.318166666666667
FAM77C	-1.715
CTPS2	-0.4825
LOC51035	0.488125
WDSOF1	-1.03275
EGLN3	1.184
PITX3	1.0255
OR52E8	-0.2755
GRM4	0.2865
KLK1	-1.53166666666667
GPM6B	-0.093375
RRAGD	-0.122333333333333
PAGE5	-2.805
UCHL5	-1.467
ULK3	-0.614833333333333
AIM2	0.679833333333333
PNO1	-1.131
OR2F2	-0.1915
GNAT2	-0.804
SIX1	2.6955
ST13	-0.0770833333333333
ZBTB44	-0.795125
TIMP2	0.5835
ZMAT4	0.56875
GTF2IRD1	-0.1185
ZNF19	0.735
ZNF714	-1.62225
RSC1A1	-0.2835
C9orf80	-0.4815
PSMA8	-0.194666666666667
TMEM141	0.164
COX4I1	-0.0285714285714286
CTAGE1	-0.0861666666666667
DTWD1	-0.4325
HSD11B1	1.922
KRT6B	4.555375
ARID4B	0.733625
LHFPL3	1.0085
WWP2	0.487083333333333
ZNF326	-0.253833333333333
RGPD1	-0.432
CTSH	1.79066666666667
FASTKD1	-1.334375
PAF1	0.9842
TTC9C	-0.51425
IFT57	0.497
PRSS36	0.207
IL20RB	-2.5595
ZNF592	-0.0196666666666667
DCTD	-0.3152
CFP	1.772
MFNG	0.138875
JMJD2B	0.22025
ALDH3B1	-0.372875
THSD4	0.7935
KCNJ5	3.28933333333333
LMNA	0.651666666666667
TBCD	0.483875
ZNF250	-0.166166666666667
CASQ2	1.587
PEG10	-2.11733333333333
PRAME	-5.05593333333333
NP	-0.238375
TRIM59	0.585666666666667
ZNF12	0.158
XTP3TPA	-0.064
SIGLEC7	0.2155
PANK4	0.075
FAM70A	-0.924
SNED1	1.01575
HIP1	-0.2386
RAET1E	-0.750333333333333
AMAC1L2	-0.788
AHNAK2	0.54675
TOE1	-0.844666666666667
RECQL4	-1.739
SPRYD3	0.88975
DPAGT1	-0.5895
MAGED2	2.1262
ANKRD55	-0.0675
TRPS1	4.12716666666667
DOK7	-2.37275
TFPI2	-6.299
GTF2H3	-0.892
CYP4F11	-2.13025
LHX2	-2.36183333333333
ATG16L1	0.231833333333333
ASB12	0.511
C1orf116	3.46725
NF2	-0.1955
POM121	-0.4732
PHYHD1	1.2147
TXNDC17	-0.613333333333333
DKFZp779O175	-0.32425
NUP62	0.141357142857143
MYO18B	-0.774166666666667
PRAMEF1	0.1805
TCBA1	1.27675
TMEM168	0.8775
FJX1	0.215
CLCF1	0.845
SEPN1	0.396125
IGSF2	0.64525
NUDCD1	-1.1275
TFF3	1.11466666666667
NDFIP1	1.129
CHCHD4	-1.206
TNR	0.242
CUTA	0.232166666666667
USP44	-4.05325
DPP10	-0.0473333333333333
IWS1	-0.350833333333333
PCGF1	-0.22775
SULT1C4	0.004
NTF5	1.8935
PTPN13	1.11475
SSTR5	0.6235
SFRP1	1.190375
IDH3B	-0.55875
SUOX	1.50016666666667
TMCO5	0.3255
GOLT1B	-0.77675
MIB1	-0.168642857142857
PCDHGB1	0.4265
SUSD1	0.021
ICAM5	-2.503
PAPOLB	-0.46525
URM1	-0.3568
TMEM106B	0.490666666666667
LRIG2	-0.82675
SLC27A5	-1.302
CLIC6	0.5894
ZNF420	1.41766666666667
SCN9A	-0.8477
KIAA1909	-0.293
ELMOD1	-1.51525
PRKAG1	0.419
FAM64A	-2.72533333333333
EEF1G	0.1785
SMAD5	-0.0455
INCENP	-3.06125
WASF2	-0.622
GARS	-1.0042
CDK10	-0.2328
HLX	1.919
MDM4	-0.777125
ZNRF1	-0.472857142857143
HHATL	-0.948666666666667
FAM21C	1.5225
HIST2H3C	0.23025
PFDN2	-0.136625
ZNF200	-0.704
NDN	1.25725
HBA2	-1.55233333333333
FBLN5	2.515125
PUM1	0.305428571428571
TNNT1	1.3835
C19orf59	0.6335
HNRPH2	0.873
RAB7A	0.435833333333333
PMS2	-0.5795
BIRC3	-0.336
NRSN2	0.469125
OR52K2	0.118666666666667
SPOCK1	1.06507142857143
H2AFY	0.9325
RXRB	0.225
ZNF638	-0.3165
ANKRD45	0.167
ACTN4	0.0473333333333333
FXC1	-0.03575
EIF2B5	1.14275
VPS33A	-0.66825
PINK1	1.112
FAM106A	-0.6355
SKIP	0.9575625
GAPDHS	0.600333333333333
MUM1L1	4.492
PSTPIP1	1.2505
CNTNAP1	-0.7726
CYP26A1	-1.64475
APOL2	1.3285
TACC2	0.344625
COX7A2L	0.0673571428571429
HSD17B1	0.6689375
ARRB2	0.24975
SLC7A6	-0.6498
HSD17B10	-0.548
RBJ	-0.28
NUP155	-1.2315
MRPL10	-0.5625
CYCS	-1.52983333333333
CCDC46	0.814833333333333
TECTA	-0.4755
GNAL	-0.10175
LPO	-0.15
PEBP4	0.79175
DDX11	-1.6345
C18orf12	0.4675
TAF9B	-0.0610833333333333
IMP4	-0.2425
RPA4	-0.159166666666667
NDUFS1	-0.8665
UPK1A	-0.176333333333333
ARRDC2	1.00266666666667
C18orf20	0.5185
AES	0.823857142857143
CD2BP2	0.377333333333333
C16orf54	0.792
UGT2B17	-1.721125
FGFR1	2.17881818181818
CEACAM6	-0.3406
CHRM5	0.06675
CERK	-0.860375
AP3S2	0.412857142857143
ANKS4B	-0.3515
CLCNKA	0.145833333333333
ZNF208	-1.00583333333333
HLA-DRB5	4.5835
CARKL	-0.52125
GOT1	-0.160833333333333
CASP6	0.32075
HOXA1	-0.611
RCL1	-0.5635
ZNF181	0.521
RAB40B	1.315
MRPL38	0.149125
LRRN2	1.61175
C3orf25	0.2735
OR5D14	0.593
OR10AG1	0.6375
BET1L	0.2758
FRY	3.38675
AK3L1	-0.49775
CSF3R	1.05333333333333
POLR3K	-1.21083333333333
ATG2B	0.280833333333333
EPS8	-0.100666666666667
DARS	-0.597875
C10orf56	1.4005
DAD1	0.449
RIOK1	-0.947666666666667
HERC2	0.19975
HSD11B2	0.142
FAM96B	-0.05975
MGC13057	-1.1225
BSN	0.55725
CAND1	-0.307333333333333
HCST	1.78425
ACTR10	0.345333333333333
OR8D4	0.252
NASP	-1.29
COL9A2	0.142833333333333
LYZL1	-1.7085
GPC5	-2.7465
TBL3	-0.3735
CENTD2	0.9928
OR5AP2	0.05925
TLR1	1.742
LMO6	-0.28475
ZIC2	-1.888375
CPNE5	0.9075
ZMYND15	0.86925
FLJ22374	0.15275
CCDC106	0.35825
PARP16	-0.26025
PDIA3	0.92675
C14orf126	-0.7165
CECR2	0.049
SFRS1	-0.9415
FIGLA	0.198
DCP1A	-0.4055
MGC45800	-1.1685
TEKT1	-0.251
C10orf67	-0.325
CLN5	0.5
NTN2L	0.272
GLE1L	-0.97225
CES2	0.0116
GNAS	-0.509833333333333
DDX53	-0.99
TSPAN13	2.11
MRPL52	-0.8214
SPIRE2	0.094875
TAS2R39	0.3375
SCUBE3	0.04625
UCRC	0.4997
CDKL3	0.104
KIAA1715	-0.335
ZNF345	0.64375
RTF1	0.06275
DHRS7	1.10625
RIPK4	-1.56583333333333
EXOSC2	-1.53283333333333
MS4A2	3.74425
FGF17	-0.0815
WDR59	-0.5365
EVI2A	0.09375
IL17RC	0.878666666666667
HS3ST1	2.45275
ITGB1BP2	-1.3325
RBPJ	-0.902166666666667
GIMAP1	3.587
INE1	-1.2735
ALDH18A1	-0.232625
TPI1	-1.277625
GATA6	1.284
CABP1	-0.435
ZNF484	0.349
DAPK3	0.7985
GJB1	-2.22708333333333
PIN1	0.03375
SLC6A15	-3.57341666666667
CNO	-0.7655
RIN2	2.54525
FRRS1	0.133
CYorf15B	-3.618375
DMRT3	2.244375
ATAD1	-0.244
OTUD4	0.807055555555555
ATOH8	-0.58125
ZSCAN16	0.434625
ASCC1	-0.213
OTUD3	-0.00375
MGC33212	-1.03333333333333
YME1L1	-0.16475
RP11-218C14.6	0.71575
PCBP4	-0.094
TNFRSF10A	-0.6165
CDH10	-2.86383333333333
KL	2.04125
SCP2	0.358166666666667
C9orf119	0.4315
SON	-0.206166666666667
MAFK	0.265
SBNO2	0.8185
SLC6A6	-0.163833333333333
SC4MOL	-0.926375
FAM35B	-0.100375
PPP1R9A	1.063375
PDZRN3	1.167875
CXorf20	5.458
C6orf126	1.71025
AVEN	0.362
FLJ21075	-1.6445
C14orf132	0.332375
PCK2	-0.718
GUCY2C	0.57
BARX2	0.02925
PEX11G	1.229
DAO	-0.585333333333333
C10orf49	0.53825
EDNRA	3.00433333333333
PPP2R5A	0.8162
DDX39	-1.23183333333333
SERF1A	0.37875
ASCIZ	0.6042
FNDC8	-0.153
PTMS	0.744125
PHF7	0.78825
PIP4K2B	0.0178125
HHLA2	1.19625
BDH2	0.8628
APOBEC2	-1.02825
PENK	1.89333333333333
SMAD9	-0.225
MT3	-0.5555
RGL1	0.799375
ATG10	-0.739375
DLGAP4	-0.135666666666667
APPBP2	-0.287928571428571
BACE2	-0.339214285714286
LOC339344	1.52283333333333
ZNF395	-0.494375
HIST1H2BL	0.2465
ZNF467	2.334375
SLC25A21	-1.943
PALM2	-1.0935
NSUN5C	-0.90075
IL5	-1.08955555555556
CLSTN2	2.13775
ANXA8L2	2.08575
PTGES	0.118
GDAP1L1	-1.727
OPRK1	-0.8865
WDR20	0.387583333333333
C12orf4	0.29075
NUP88	-1.249875
XRCC6BP1	-1.37516666666667
FCGBP	1.679
LEMD2	0.1515
NOMO1	0.0865
C10orf79	0.636
ZNF79	0.8762
OCRL	0.0637
HSPA8	-0.45325
DIDO1	-0.37825
PLA2R1	2.531
COG3	0.9959
NGDN	-0.4345
CBFA2T2	0.089875
PNOC	-0.364
PRRG1	-0.0586666666666667
AGGF1	-0.298928571428572
DPF2	0.275
YIPF7	0.5195
TRPV5	0.237
ZNF322B	0.82475
MED12	0.206833333333333
CARS	-0.8605
ABCC11	2.8685
C9orf25	0.232
MYH1	2.131
FRYL	-0.463
AGTRAP	0.19075
MMP27	1.2765
ZNF432	-0.216
OR8D1	0.6075
OR13D1	0.481
VWA1	2.662
STON1	1.08475
IL5RA	0.264
PERP	0.3287
C10orf107	0.00883333333333331
TNFSF12	2.6375
FN1	1.960375
MTR	-0.367666666666667
PHLPPL	-0.205
ZNF425	1.99925
DHFR	-2.145
PPP1R12A	0.07275
RSPO2	-2.279625
ZNF7	-0.033
ZNF583	0.61325
TPMT	-0.847333333333333
GPR132	1.273125
OR2T12	-0.29025
SERTAD2	0.111
ATP1A1	0.182
FRMPD3	0.26625
ZNF672	-0.179
PLXNB3	0.38625
EML5	-0.3435
FAIM3	0.697
UBQLN2	0.87925
SORCS2	3.6135
PRIM2	-1.9925
ACVR2A	1.27383333333333
YWHAZ	-0.152416666666667
PGM2L1	2.12625
GNAO1	0.286230769230769
RPL10	0.2862
RPS6KA6	-0.831
PFKL	0.46
SH3D19	0.966125
AURKB	-2.7305
ZC3H6	0.548375
DISC1	0.223666666666667
FLJ39660	-3.36016666666667
TMEM25	1.873
OSBPL10	-0.013125
CLTCL1	-0.627333333333333
ALG6	-0.103
CATSPER4	0.2625
LRTM1	0.2085
RRAD	2.51733333333333
TIPIN	-1.84375
CARD14	0.755
RBM9	0.0201666666666667
RASSF4	0.3465
SLC25A18	-0.172166666666667
C6orf58	-0.666166666666667
IGHD	0.379
PLA2G6	0.0855
TPT1	0.863
SEC63	0.2543
CCDC113	0.2032
TDRD10	0.55025
KIAA1666	-0.20825
TOR1AIP1	0.50375
SYTL4	0.0291666666666667
SPRR2F	-0.643
CEBPD	2.77125
SNTG2	-1.003
C20orf77	-0.453833333333333
TAS2R49	-1.355
C6orf173	-1.5895
SVEP1	1.0253
PXN	-0.293928571428571
VIL2	-0.183
C5orf21	0.773833333333333
DIXDC1	0.58575
GANAB	-0.248666666666667
PDSS1	-1.6195
NGFR	1.3885
ATP8B4	1.77775
BMP8A	0.86
CCDC132	-0.744416666666667
GNRH1	-1.999
OR10T2	0.4445
PDGFD	2.99716666666667
OR6W1P	0.0925
HARS	0.2935
KRT77	-0.452
AQP8	0.3025
ITGB1	0.7231
ZNF254	-0.8214
PAX1	-0.021
PSMC4	0.0131
ANKRD22	4.82225
PSMD8	0.207166666666667
HTR1E	0.540833333333333
SOX10	-0.6791
OR5B2	1.625
RABGEF1	-0.678785714285714
MAP1LC3B	0.14175
CYB5R4	0.38475
AGXT2L1	-1.85325
FLJ41603	1.8595
TRAPPC2	0.2055
FNTB	0.7253
FLJ14107	-0.7485
AURKAIP1	-0.0275
DSE	2.50375
NFKBIZ	-1.266
OSBPL3	-1.2825
LOC130576	0.81775
SLC39A9	0.853166666666667
LOC137886	-0.1785
RHCE	-2.74
ATG7	0.4345
FAM82A	0.848166666666667
FBN3	0.172
MCFD2	-1.01683333333333
CASP14	0.2165
EPS15	0.51425
SFRS2B	0.307666666666667
C19orf47	0.4625
PLAC9	2.0105
GPR23	0.133
BTNL3	2.13983333333333
RGS8	0.0125
GNS	0.812
ENO2	-1.43933333333333
CBX1	0.1477
PEX26	0.201
LRP5	-0.117166666666667
ADAMTSL4	-1.24116666666667
ARR3	-0.217166666666667
MAP1A	0.79625
CD2	3.591
NAV2	-0.6919375
TMEM69	-0.7885
ATXN7	-1.09066666666667
CHN2	-0.719166666666667
ZNF781	-0.108833333333333
HAS2	-1.99516666666667
KIAA0241	-1.20883333333333
BIC	1.326
MOBKL2A	0.193
CYP2C9	0.4465
CNOT7	-0.464571428571429
SFRS10	-1.05575
CST11	0.4435
FLJ37543	0.5195
NKAP	-0.53925
RUNX1T1	3.683
EAF1	-0.5893
IL4I1	3.23
LRRC61	0.438833333333333
PSIP1	-1.97725
SPRR4	1.1235
ZFP90	0.4515
AP2B1	-0.101692307692308
SLC30A7	0.733
C7orf28A	-0.0335
S100B	-1.48183333333333
BMP2	-1.427
ESR1	2.24608333333333
ZFPL1	0.184
ARHGAP12	-0.07425
LRRC19	0.0893333333333334
ZNF767	0.00333333333333332
NACA	0.1356
OLIG1	-2.461375
PRF1	1.046
LST1	2.8435
SPATA9	-0.0898333333333333
CNFN	1.15
CDK4	-0.5086
TCF15	-0.771
PARC	0.48775
PPM2C	1.32975
LOC283345	-0.434
FAM107B	1.083
DMXL1	0.663125
RBM3	0.02575
HTR5A	-1.52466666666667
SCFD1	-0.0725
EPHB3	3.462375
ROPN1L	-0.6565
RAMP3	0.91275
TSPYL5	1.37581818181818
GAP43	-0.858
PAPD4	-0.124
PDE3A	-1.431
TNFRSF10C	0.56325
JMJD5	0.38
RASGEF1A	1.0226
C16orf65	0.292666666666667
HIPK3	0.2265
XYLT2	0.60875
XPOT	-1.54516666666667
GAL3ST1	-1.5635
DHCR7	-0.72725
AMIGO3	0.1035
FGFR4	-0.794666666666667
CRAT	0.451875
PPP1R14D	0.0905
TRIM14	-0.2852
TMPRSS11D	-0.778
SLC7A11	-0.853428571428571
OR10H2	0.3675
PPM1E	-1.282
DOCK4	0.346625
FAM127A	0.32675
ENOPH1	-0.891
SLC5A3	-0.3738
ZNF530	-0.2361
NTS	-6.144
FRMD4A	0.7375
BCL11B	-2.0615
PRM1	-0.379
UQCC	-0.4213
S100A16	1.27066666666667
PLS3	0.5385
WWOX	-0.646642857142857
CCDC23	0.46625
GTSE1	-2.08066666666667
GP2	1.3705
FLJ32549	-0.558
CHIT1	4.25825
KLF9	1.403875
RPS24	0.4665
MIA	0.0805
FIGN	-1.0725
PYROXD1	-0.115125
PCSK2	-0.532
MRPL9	-0.605
RPL24	-0.106875
C12orf32	-0.737625
HIST1H2BE	0.323
RGS18	3.7015
LFNG	0.554875
RAB4B	0.1464
FBXO25	0.194166666666667
TSPAN31	0.951333333333333
ARL8A	0.290928571428571
C10orf83	-0.1707
OR51B6	0.1875
CNKSR2	0.7415
C1orf156	-0.00125000000000002
IBSP	2.305
GFRA2	0.1416
ALKBH7	1.129
NEK10	0.30425
VN1R3	0.183666666666667
LOC91948	-0.3185
CPZ	2.0395
IHPK3	0.329833333333333
COL8A1	1.534
RBPJL	-0.189
OR10A4	0.26
CASP8AP2	-1.380125
MMP12	4.89333333333333
OR8B12	-0.1285
CDCA5	-2.90466666666667
LIX1L	-0.4305
PEX11B	0.387125
GABRA1	0.131833333333333
HABP2	0.9195
REEP1	1.623
FBXO15	1.7855
CD68	1.984
WFDC9	-0.0605
GHDC	-0.273333333333333
SMARCA1	0.04125
SPAST	-0.228
PLXND1	0.322083333333333
MLCK	-0.8585
INTS5	0.664166666666667
BSG	-0.0537142857142857
PARP8	-0.260666666666667
TEAD4	-0.11
ZNF498	-0.55125
TMEM89	0.0136666666666667
DTX4	0.31
TNRC6B	0.5499375
ARMC2	-0.103
FGFBP1	-2.37316666666667
TIMM8A	-1.43016666666667
AJAP1	-1.6428
ZNF608	0.4465
SLC25A42	-0.194875
SYP	0.8515
MMP11	3.5595
USP40	0.5832
C3orf62	-0.484166666666667
MYO1E	0.2947
LRFN4	-0.58575
XCL1	0.707
GPR155	1.01625
VPS29	0.00974999999999999
CARHSP1	-0.87
ARHGAP20	1.68333333333333
GREM2	1.58121428571429
CCDC102B	3.21425
ZNF577	0.0688333333333333
HDDC2	-0.438375
SHC2	1.9138
NCOA5	0.629833333333333
INPPL1	-0.098
CHGB	-2.1373
IHH	0.0715
DDEF2	-0.692
DIAPH3	-3.00666666666667
BUB3	-0.400166666666667
GGH	-2.14077777777778
VPS35	0.2905
CNN2	1.24183333333333
ASNA1	0.1765
WDTC1	0.65875
AMAC1	-1.39
HAS3	-0.903333333333333
SLC1A6	-0.852166666666667
ZNF563	-0.2775
C1S	4.8
TCF7L1	-0.33275
OR10Z1	0.5855
ME2	-1.0583
C6orf151	-1.368
KPNA4	-0.1475
GLO1	-0.610125
WDR61	-0.342
CD302	1.1275
SIRT7	0.318666666666667
C11orf59	0.9835
PKIG	0.30925
PPIL3	-0.1825
CCDC74B	-0.06325
ZNF528	-0.4375
EFNA5	-0.063
FCGRT	2.2295
NOL4	0.6382
CCS	0.43975
LOC374491	-0.528
MFSD7	3.2305
ZNF555	0.1375
LIMS3	0.5995
TSSC4	0.495166666666667
COL11A2	-1.159
C1orf119	0.772166666666667
BPNT1	-0.37625
CHRNA6	0.572
C1orf173	0.188285714285714
PLD2	0.52725
ORC1L	-3.38775
SASH1	1.130875
CDC14B	-0.625875
RLBP1L1	-0.182
LDLRAP1	0.1243
NAT8B	0.100166666666667
HHEX	-2.7065
LGALS7	1.91625
PLCH1	-1.528875
OR1M1	0.1655
PRAMEF16	-0.0705
HECTD1	-0.6055
C14orf39	-0.416
TLN2	0.27
HDAC4	-1.13892857142857
SYCP2L	-3.45525
GLRA1	0.1085
RPS6	0.072125
hCG_1757335	-0.7345
KLHL1	-0.953
CTNNBIP1	0.874666666666667
SCAND2	0.0223
HMGN2	-0.1345
YAF2	-0.43025
BRPF1	-0.07025
LIAS	-1.31175
CTA-246H3.1	0.36275
SAG	0.3705
C20orf10	-0.28575
HNRNPA2B1	-1.1875
GADD45A	-0.447666666666667
MSH4	-0.542
TMEM70	-0.3475
HIST1H2AM	1.011125
C19orf26	0.262333333333333
C1orf50	0.163
GNG3	-0.128
FTO	0.54725
CALCB	-0.28
PPP3R1	-0.0517500000000001
C15orf42	-3.214125
CCNJ	-0.71275
GNAZ	0.312266666666667
PSD	0.320666666666667
FAM57A	-0.607
STIM2	0.492833333333333
DHX8	0.147
MOGAT3	0.16875
UBE3B	0.5505
PLAT	1.71933333333333
C6orf206	0.5815
COPE	-0.1595
EIF3A	0.0035
C1QL2	0.60875
IQCE	0.128166666666667
KIAA0182	-0.366416666666667
SLC22A7	-0.127777777777778
PPFIA2	0.4595
ADAMTS15	0.3715
ODZ1	0.1215
THBS4	3.99133333333333
ARHGAP1	1.284125
B4GALNT3	-0.596166666666667
FCHO1	-1.9555
LOC440456	0.19875
HOXD10	0.7045
CXCR3	2.08866666666667
CHI3L2	-0.093
SRPX2	2.749
ZNF132	0.712
UBAC2	0.873
RPL32P3	-0.3065
CBWD6	-0.03
ST6GALNAC4	-0.2065
KIAA0391	-0.0435
LOC388969	0.20575
KRTAP5-8	0.0736666666666667
ZNF786	1.47975
LYVE1	3.12533333333333
GPR144	-0.7475
APOH	-5.053125
TSC22D2	0.559
PLCD1	0.08925
FLG2	0.641
M-RIP	0.4642
NDUFV1	-0.05675
POLDIP2	0.131333333333333
RAB3GAP2	0.145333333333333
RPSAP15	-0.93675
CLEC7A	1.609125
HSPA14	-1.088
TAAR5	0.3405
FAM132A	-0.4035
C2orf43	-0.261
OR10V1	0.191
SELPLG	1.0295
C1QTNF6	1.51716666666667
OPCML	0.6592
DTYMK	-0.8575
ALDH16A1	0.028
F13B	null
MGC16169	0.81075
KIRREL2	-1.83616666666667
C14orf32	-0.256916666666667
SLAIN2	0.222
HSD3B2	-0.2245
AMMECR1L	-0.261
LRRC37B	-0.713
HMG20A	-0.365666666666667
C22orf27	0.333
FBXL22	0.4735
AP1B1	0.990333333333333
TNKS1BP1	1.823
CD74	3.95725
HSPA12B	2.3365
PLSCR1	0.392
SLC35E1	-0.3215
FEZ1	-0.38775
APOD	2.817625
C16orf44	-0.02275
C1orf166	0.7605
KCTD11	0.53175
NELF	-0.768
SRP54	-0.184833333333333
MGC35361	-0.2685
GPR35	-1.3175
NRGN	-0.689875
SIGLEC12	0.464
SCN1B	0.097
IFNW1	1.3385
STAR	-3.5775
HLA-DQA2	2.9675
RNASEH2B	-1.019
TAAR2	0.1205
VAMP5	1.07716666666667
TUBA1C	-0.798
PIK3R2	-0.06325
ARD1A	-0.2995
EBF2	0.389333333333333
CAMSAP1L1	0.8485
CYP3A43	0.48625
AKR1B1	-1.00325
KIAA1729	0.017375
KAL1	1.6607
CYBB	1.587875
UXS1	0.02675
LOC338579	0.2845
C11orf45	0.759
SHB	0.846625
IKZF4	0.210375
NDUFA1	0.10525
HSPE1	-0.8955
C1orf215	0.40225
GPR113	0.0203333333333333
ZNF573	0.7175
TBX18	1.4425
GGTA1	6.90375
PCDHGA8	-3.0885
RPS6KL1	-0.026
DPP9	0.13275
SLC43A2	1.285
COPS3	-1.0235
PMPCB	-0.5485
HYLS1	-1.4325
LSM8	-1.04266666666667
PDE6B	0.742625
C10orf118	0.6625
OR1C1	0.428
ZNF415	1.15125
OR2F1	0.4955
ZDHHC13	-0.814875
FZD8	0.1062
TCEA1	-0.9738
SUSD4	3.357125
C22orf24	0.0455
TNFRSF14	0.78175
TRIM28	-0.204666666666667
FGF5	-1.567875
CSPG5	-0.902833333333333
RNF133	0.1875
FKBP15	0.9905
BZW2	-0.56175
NSMCE1	-0.0885
PTPRN	0.362
TST	0.080125
POP1	-1.859
RNF24	-0.6215
SFRS4	-1.221875
REPS1	-0.7825
CD70	-1.79083333333333
PDXDC1	-0.464625
SRC	0.2504
NTNG1	-1.55533333333333
SETD1B	0.319
TINP1	0.1838
ZNF606	0.489333333333333
SSR1	0.36225
RGNEF	-0.0315
NFS1	-1.05983333333333
CENTB5	-0.585
CRMP1	0.224
ADAM18	0.09
CCDC87	1.04516666666667
LRRC8B	0.40075
CSNK1G1	-0.640166666666667
MAFB	4.18683333333333
C12orf45	-0.4015
C1orf54	2.7555
DPEP1	0.445666666666667
FLJ13137	0.249
C14orf118	0.103333333333333
ANKRD19	0.859916666666667
ABCA9	3.3043
TMEM87A	-0.4513
BBS5	0.5268
CYP17A1	0.00999999999999999
SCG3	-2.37016666666667
ESCO2	-2.953
GFER	-0.234666666666667
NRIP2	-0.2135
DDX59	0.301333333333333
RIC8B	-0.0871
TNNI1	0.0605
KTELC1	-0.180416666666667
GPR85	0.542333333333333
SP3	0.393
GOSR2	0.455333333333333
DDX1	-0.38125
DSCR9	-1.095
KIAA1984	-0.8825
FLRT3	0.028
RNPS1	-0.610071428571429
ZNF772	-0.483
SLC25A10	0.0348333333333333
ADAMTS3	-0.5999
TBC1D7	-1.2615
PCYOX1L	-0.213
LOC339745	2.8775
VPS54	-0.601
PCDHB12	1.096875
C4orf6	-0.72875
CCL5	3.202375
PEX5	-0.637
LENG1	0.281833333333333
LOC51336	-2.7515
FLJ25371	0.248
WDR45L	0.1115
SPAG8	-0.173
GUCA1C	-0.4625
LOX	-0.1645
FIZ1	0.786
BAG5	0.823166666666667
BUD13	-0.665333333333333
MGC2752	-0.318875
IQSEC3	-0.0495
TGFBR3	0.20475
CASP9	-1.189875
PPA2	0.11575
MED24	0.1745
MAP3K7	-0.634
SRPR	-0.14275
C17orf81	-0.5515
RIPPLY1	0.05875
EID2	-0.03975
AKR1C1	-2.13516666666667
IMMP2L	0.046875
SPSB4	0.8985
BAG4	2.600625
ZNF32	1.05066666666667
KLHL34	1.59125
BRD2	0.30975
IL32	0.247
FAM53B	0.3145
SLC7A1	-1.2055
KAAG1	-0.9105
CCDC54	0.407166666666667
PRKCQ	-1.61825
TIRAP	0.305
SPSB1	1.9145
USP36	-0.28575
FLJ32569	0.942
LYZ	1.041125
TMEM186	-0.541666666666667
TPM2	1.5005
C9orf100	-1.44833333333333
PPP1R11	0.6825
OLFML3	2.5985
ELAVL1	-0.368166666666667
DNAJC17	0.182833333333333
ABCA2	-0.523
BNIP3L	-0.676
ATP10D	1.605
GALNT8	-0.239666666666667
PRKCH	1.23225
USP12	-0.501
STXBP1	-1.222
LSM2	-0.687166666666667
ANKRD30A	4.6695
LAP3	-0.0605
C9orf40	-1.8115
KATNAL2	-0.500666666666667
RG9MTD2	0.0345
PNPLA7	0.92325
IDH1	-0.5725
C1orf57	-1.01575
XRCC5	0.0215
TBRG4	-1.151375
DCDC5	0.1205
POU5F1	-4.11525
RAB1A	0.455714285714286
KRTAP15-1	0.103
INHA	-1.24733333333333
WDR90	-0.4165
MLL2	0.5695
FAM104B	0.3885
SF3B14	0.00225000000000001
STX1B	-1.2305
SNX12	0.0515
KMO	1.6205
FAM100B	-0.38625
CDRT15	-0.1225
RAB9A	0.0535
RUFY3	0.43725
UBE2U	-0.3334
NFKB1	0.6452
FBXO38	0.34475
VRK3	0.09375
TUBB8	-0.334
IFNA6	-0.6715
AYTL1	0.31
RBP3	0.3475
MUC13	-0.338
C8orf30A	-0.4035
MFAP1	-0.2385
NHLH1	0.61775
CXorf34	-0.78125
SP8	-3.4445
RNF151	-0.127333333333333
TDRD7	0.38975
KCND2	4.50225
FKBP9L	1.01983333333333
C17orf44	1.272
TIMM17B	-0.5605
WIPF1	0.9273
SNX15	-0.0257
IGF2R	0.08
SBSN	-0.9285
RBM15B	-0.12825
AGBL5	-0.333333333333333
APEX2	-0.2475
C17orf39	-1.6295
UBE3A	0.7479
SPANXC	-2.2985
