Hybridization REF	TCGA-E2-A15H-01A-11R-A12D-07
POLR3K	0.451333333333333
ATG2B	0.304
EPS8	0.231333333333333
DARS	-0.228125
C10orf56	0.008
DAD1	1.14108333333333
RIOK1	-0.994333333333333
HERC2	0.2585
HSD11B2	2.08333333333333
FAM96B	0.3095
MGC13057	-2.531375
BSN	-1.33525
CAND1	-0.12
HCST	1.18075
ACTR10	0.214166666666667
OR8D4	0.1725
NASP	-0.649
COL9A2	0.142166666666667
LYZL1	-1.291
GPC5	-3.4665
TBL3	0.622166666666667
CENTD2	0.9831
OR5AP2	0.16275
TLR1	0.69075
LMO6	-0.07725
ZIC2	-4.353125
CPNE5	0.92475
ZMYND15	0.53525
FLJ22374	-2.53425
CCDC106	0.709
PARP16	-0.93125
PDIA3	0.4565
C14orf126	-0.034
CECR2	1.0255
SFRS1	0.127214285714286
FIGLA	0.373
DCP1A	-0.0456666666666667
MGC45800	-1.6782
TEKT1	-0.38
C10orf67	-0.8295
CLN5	0.137625
NTN2L	0.32
GLE1L	0.177
CES2	0.257
GNAS	-0.1455
DDX53	0.8485
TSPAN13	1.951
MRPL52	-0.5146
SPIRE2	0.111625
TAS2R39	0.27775
SCUBE3	-0.409
UCRC	-0.4234
CDKL3	-1.0865
KIAA1715	-0.4402
ZNF345	0.1145
RTF1	-0.308625
DHRS7	0.74575
RIPK4	-2.4545
EXOSC2	-1.2285
MS4A2	1.6975
FGF17	-0.032
WDR59	-0.3865
EVI2A	-1.2915
IL17RC	1.60683333333333
HS3ST1	1.03725
ITGB1BP2	-1.9535
RBPJ	-0.811
GIMAP1	2.3555
INE1	-0.069
ALDH18A1	-0.059125
TPI1	-1.073375
GATA6	-1.51
CABP1	-0.600833333333333
ZNF484	0.33525
DAPK3	1.581
GJB1	2.28983333333333
PIN1	-0.260875
SLC6A15	-4.01841666666667
CNO	0.2035
RIN2	2.555375
FRRS1	-0.149
CYorf15B	-4.08257142857143
DMRT3	1.056125
ATAD1	0.383125
OTUD4	-0.054
ATOH8	-1.6305
ZSCAN16	0.96375
ASCC1	-0.1725
OTUD3	0.323875
MGC33212	-1.17433333333333
YME1L1	-0.09975
RP11-218C14.6	0.05875
PCBP4	0.35675
TNFRSF10A	0.2205
CDH10	-4.34683333333333
KL	1.09557142857143
SCP2	0.394666666666667
C9orf119	0.16625
SON	-0.497666666666667
MAFK	0.173
SBNO2	1.011
SLC6A6	0.591333333333333
SC4MOL	-0.648125
FAM35B	0.1715
PPP1R9A	0.91925
PDZRN3	0.13825
CXorf20	0.658
C6orf126	1.6065
AVEN	0.11925
FLJ21075	-2.0945
C14orf132	-1.742125
PCK2	0.34625
GUCY2C	-0.0365
BARX2	1.20375
PEX11G	1.6075
DAO	-1.3445
C10orf49	0.545333333333333
EDNRA	2.04366666666667
PPP2R5A	1.5238
DDX39	-1.01766666666667
SERF1A	-0.665
ASCIZ	-0.452
FNDC8	-0.0065
PTMS	0.206375
PHF7	0.19025
PIP4K2B	0.8341875
HHLA2	-0.1575
BDH2	0.2068
APOBEC2	-0.9725
PENK	-1.25783333333333
SMAD9	-1.349
MT3	-0.908
RGL1	-0.26125
ATG10	-0.50675
DLGAP4	0.569666666666667
APPBP2	0.0236428571428571
BACE2	-1.59071428571429
LOC339344	0.9625
ZNF395	0.0307500000000001
HIST1H2BL	1.94725
ZNF467	1.711875
SLC25A21	-2.07625
PALM2	-0.2245
NSUN5C	-0.02
IL5	0.1122
CLSTN2	2.09225
ANXA8L2	1.9035
PTGES	2.069875
GDAP1L1	-2.43916666666667
OPRK1	-0.993833333333333
WDR20	0.157
C12orf4	-0.139625
NUP88	-1.44475
XRCC6BP1	-0.9555
FCGBP	1.046
LEMD2	0.391
NOMO1	-0.4415
C10orf79	1.9435
ZNF79	0.8128
OCRL	0.2325
HSPA8	0.160916666666667
DIDO1	-0.181708333333333
PLA2R1	1.49775
COG3	0.9813
NGDN	-0.3115
CBFA2T2	-0.243875
PNOC	-2.06325
PRRG1	-0.0284166666666666
AGGF1	0.0805714285714285
DPF2	-0.1915
YIPF7	0.1475
TRPV5	-0.129
ZNF322B	0.673
MED12	0.135
CARS	0.256
ABCC11	5.16283333333333
C9orf25	0.782
MYH1	0.401
FRYL	0.426916666666667
AGTRAP	0.309
MMP27	0.32
ZNF432	-0.496125
OR8D1	0.122
OR13D1	0.79325
VWA1	2.79025
STON1	-0.7175
IL5RA	-0.00974999999999999
PERP	0.0868
C10orf107	-1.6365
TNFSF12	1.5385
FN1	1.66670833333333
MTR	-0.520166666666667
PHLPPL	-0.510833333333333
ZNF425	-0.20375
DHFR	-0.963333333333333
PPP1R12A	0.32625
RSPO2	-2.21125
ZNF7	0.6305
ZNF583	-0.132
TPMT	-1.02833333333333
GPR132	1.214125
OR2T12	0.04125
SERTAD2	-0.0789
ATP1A1	-0.01
FRMPD3	0.78525
ZNF672	0.218
PLXNB3	0.86875
EML5	-0.436
FAIM3	1.2155
UBQLN2	0.4405
SORCS2	1.891
PRIM2	-0.908
ACVR2A	-0.497666666666667
YWHAZ	0.934416666666667
PGM2L1	0.344375
GNAO1	-0.349357142857143
RPL10	0.7197
RPS6KA6	0.1235
PFKL	0.599833333333333
SH3D19	-0.01575
AURKB	-1.48316666666667
ZC3H6	0.052
DISC1	-0.852166666666667
FLJ39660	-2.86216666666667
TMEM25	3.463
OSBPL10	0.00325
CLTCL1	-1.34166666666667
ALG6	-0.66675
CATSPER4	0.514
LRTM1	0.053
RRAD	0.603833333333333
TIPIN	-2.2215
CARD14	2.41375
RBM9	-0.259833333333333
RASSF4	0.06975
SLC25A18	0.317333333333333
C6orf58	0.078
IGHD	0.2605
PLA2G6	0.2225
TPT1	1.49875
SEC63	0.0928
CCDC113	0.7043
TDRD10	0.218
KIAA1666	-0.971125
TOR1AIP1	0.6115
SYTL4	1.8245
SPRR2F	-1.9085
CEBPD	3.2575
SNTG2	-1.90675
C20orf77	-0.177
TAS2R49	-0.654
C6orf173	-2.28433333333333
SVEP1	0.117666666666667
PXN	-0.0410714285714286
VIL2	0.604583333333333
C5orf21	0.574916666666667
DIXDC1	0.516375
GANAB	-0.0616666666666667
PDSS1	-1.32425
NGFR	0.852375
ATP8B4	0.13525
BMP8A	0.793
CCDC132	-0.439083333333333
GNRH1	-1.50125
OR10T2	0.132333333333333
PDGFD	1.571
OR6W1P	0.4855
HARS	0.50975
KRT77	-0.4165
AQP8	-0.5565
ITGB1	0.3754
ZNF254	-1.1234
PAX1	0.218833333333333
PSMC4	-0.4153
ANKRD22	4.9805
PSMD8	-0.627166666666667
HTR1E	-1.471
SOX10	-1.717
OR5B2	0.2825
RABGEF1	-1.22164285714286
MAP1LC3B	-0.948
CYB5R4	-0.067
AGXT2L1	-2.49725
FLJ41603	2.38666666666667
TRAPPC2	-0.1055
FNTB	0.2427
FLJ14107	-0.7915
AURKAIP1	-0.02675
DSE	1.1265
NFKBIZ	0.231666666666667
OSBPL3	-1.88183333333333
LOC130576	-1.8835
SLC39A9	0.582833333333333
LOC137886	-0.0569166666666667
RHCE	-3.789
ATG7	1.2965
FAM82A	-0.0638333333333333
FBN3	0.1355
MCFD2	-1.31433333333333
CASP14	-0.5215
EPS15	0.41475
SFRS2B	0.0830833333333333
C19orf47	-0.133
PLAC9	-0.093
GPR23	-0.756
BTNL3	0.239333333333333
RGS8	0.116
GNS	0.07075
ENO2	-2.271
CBX1	-0.2564
PEX26	0.324
LRP5	-0.398333333333333
ADAMTSL4	-3.42683333333333
ARR3	0.085
MAP1A	0.34625
CD2	2.458
NAV2	-1.6014375
TMEM69	0.184
ATXN7	-0.203666666666667
CHN2	-0.709166666666667
ZNF781	-0.606833333333333
HAS2	-3.90283333333333
KIAA0241	-0.4435
BIC	0.44675
MOBKL2A	0.2085
CYP2C9	1.125
CNOT7	-0.624071428571429
SFRS10	-0.36175
CST11	0.2325
FLJ37543	0.378
NKAP	-0.636
RUNX1T1	2.45275
EAF1	0.1568
IL4I1	2.25325
LRRC61	0.2915
PSIP1	-3.32941666666667
SPRR4	0.3085
ZFP90	0.280666666666667
AP2B1	-0.0710769230769231
SLC30A7	0.606166666666667
C7orf28A	-0.443333333333333
S100B	-3.91566666666667
BMP2	-2.754125
ESR1	2.47616666666667
ZFPL1	0.58525
ARHGAP12	0.75975
LRRC19	0.449
ZNF767	-0.207
NACA	-0.0207
OLIG1	-2.145
PRF1	0.601
LST1	2.32633333333333
SPATA9	0.0828333333333334
CNFN	-0.1735
CDK4	-0.4649
TCF15	-1.201
PARC	-0.1785
PPM2C	1.764
LOC283345	0.0685
FAM107B	0.15425
DMXL1	-0.141375
RBM3	0.38225
HTR5A	-1.6445
SCFD1	-0.406166666666667
EPHB3	2.358375
ROPN1L	-0.8305
RAMP3	0.05625
TSPYL5	3.56181818181818
GAP43	-3.481
PAPD4	-0.362625
PDE3A	-2.92
TNFRSF10C	-0.4925
JMJD5	0.431
RASGEF1A	-0.8016
C16orf65	0.2615
HIPK3	1.01283333333333
XYLT2	-0.508
XPOT	-1.327
GAL3ST1	-1.75575
DHCR7	-0.84625
AMIGO3	0.291666666666667
FGFR4	-2.701
CRAT	1.885625
PPP1R14D	-0.3615
TRIM14	0.2786
TMPRSS11D	-0.434
SLC7A11	-3.76114285714286
OR10H2	0.392
PPM1E	-1.6999
DOCK4	-0.092625
FAM127A	-0.22375
ENOPH1	-1.01775
SLC5A3	0.0393
ZNF530	-0.1933
NTS	-7.02775
FRMD4A	0.610375
BCL11B	-3.829
PRM1	-0.063
UQCC	-0.0783
S100A16	1.293
PLS3	-1.30075
WWOX	-1.50107142857143
CCDC23	-0.12625
GTSE1	-1.33833333333333
GP2	4.068
FLJ32549	0.27925
CHIT1	1.05975
KLF9	0.30125
RPS24	0.6583
MIA	-1.11275
FIGN	-0.631
PYROXD1	-0.021375
PCSK2	-0.832714285714286
MRPL9	-0.0435
RPL24	0.149375
C12orf32	-0.7715
HIST1H2BE	2.02975
RGS18	1.351
LFNG	2.468125
RAB4B	-0.097
FBXO25	-0.0736666666666667
TSPAN31	1.28316666666667
ARL8A	0.581
C10orf83	-0.8352
OR51B6	0.39
CNKSR2	0.312
C1orf156	0.33125
IBSP	3.7795
GFRA2	0.3523
ALKBH7	0.0159
NEK10	4.49625
VN1R3	-0.0605
LOC91948	-1.0085
CPZ	0.4935
IHPK3	0.689666666666667
COL8A1	1.29775
RBPJL	-0.6395
OR10A4	-0.081
CASP8AP2	-1.347
MMP12	0.0578333333333333
OR8B12	-0.248
CDCA5	-1.49033333333333
LIX1L	-1.9575
PEX11B	1.64525
GABRA1	-0.00633333333333333
HABP2	0.1765
REEP1	-0.212666666666667
FBXO15	2.75425
CD68	0.83025
WFDC9	-0.733
GHDC	0.477833333333333
SMARCA1	0.279
SPAST	-0.638833333333333
PLXND1	-0.233333333333333
MLCK	-1.3425
INTS5	1.004
BSG	0.1475
PARP8	-0.5175
TEAD4	-0.0938333333333333
ZNF498	-0.9005
TMEM89	-0.725
DTX4	1.199375
TNRC6B	-0.2914375
ARMC2	-0.982
FGFBP1	-3.144
TIMM8A	-0.537666666666667
AJAP1	-2.2291
ZNF608	-1.4485
SLC25A42	-0.3415
SYP	0.0413333333333333
MMP11	4.18
USP40	1.4026
C3orf62	0.144
MYO1E	-1.3421
LRFN4	0.56025
XCL1	-0.183166666666667
GPR155	-0.68425
VPS29	0.341125
CARHSP1	-0.49325
ARHGAP20	-0.0825
GREM2	-0.404642857142857
CCDC102B	1.6375
ZNF577	0.2055
HDDC2	-2.28925
SHC2	0.5607
NCOA5	1.30866666666667
INPPL1	0.516
CHGB	-3.7517
IHH	-0.1085
DDEF2	-0.565166666666667
DIAPH3	-1.63009523809524
BUB3	1.14016666666667
GGH	-1.60466666666667
VPS35	0.1918
CNN2	0.872
ASNA1	-0.294
WDTC1	0.63225
AMAC1	0.1295
HAS3	-1.81133333333333
SLC1A6	-1.215
ZNF563	-0.9335
C1S	2.94375
TCF7L1	-0.724875
OR10Z1	0.275
ME2	-0.8758
C6orf151	-1.050625
KPNA4	0.0975
GLO1	-0.80075
WDR61	-0.826166666666667
CD302	-1.02
SIRT7	0.209166666666667
C11orf59	0.93525
PKIG	-1.18725
PPIL3	-0.87875
CCDC74B	-0.217
ZNF528	0.6885
EFNA5	0.103
FCGRT	0.74275
NOL4	1.4104
CCS	0.54425
LOC374491	-0.978
MFSD7	4.215
ZNF555	-0.4575
LIMS3	-1.3145
TSSC4	1.08916666666667
COL11A2	-1.9765
C1orf119	0.0501666666666667
BPNT1	1.03575
CHRNA6	0.7085
C1orf173	2.5027
PLD2	0.78225
ORC1L	-2.48225
SASH1	1.728625
CDC14B	-1.6085
RLBP1L1	-0.033
LDLRAP1	-0.5543
NAT8B	-0.411666666666667
HHEX	-3.19
LGALS7	1.42975
PLCH1	0.773375
OR1M1	-0.224
PRAMEF16	-0.09375
HECTD1	-0.367
C14orf39	-0.0355
TLN2	0.0774
HDAC4	-1.92785714285714
SYCP2L	-3.27625
GLRA1	0.5045
RPS6	-0.22525
hCG_1757335	-0.313
KLHL1	-1.059
CTNNBIP1	0.0495
SCAND2	-0.2567
HMGN2	-0.96
YAF2	-0.14575
BRPF1	0.64975
LIAS	-0.084
CTA-246H3.1	-0.51
SAG	2.251
C20orf10	1.15025
HNRNPA2B1	-0.842166666666667
GADD45A	-2.27466666666667
MSH4	0.064
TMEM70	-0.2175
HIST1H2AM	2.615375
C19orf26	0.0498333333333333
C1orf50	0.37525
GNG3	0.0665
FTO	0.14075
CALCB	-1.251
PPP3R1	-0.552625
C15orf42	-2.059125
CCNJ	-1.4665
GNAZ	-1.67046666666667
PSD	0.153333333333333
FAM57A	-1.883
STIM2	-0.425833333333333
DHX8	-0.4765
MOGAT3	-0.14925
UBE3B	1.07866666666667
PLAT	1.2705
C6orf206	0.6125
COPE	-0.4377
EIF3A	0.881375
C1QL2	0.08725
IQCE	0.45975
KIAA0182	0.213833333333333
SLC22A7	-0.0852
PPFIA2	-0.035
ADAMTS15	0.4535
ODZ1	-0.5075
THBS4	3.34
ARHGAP1	1.448
B4GALNT3	-0.485
FCHO1	-3.0765
LOC440456	0.12325
HOXD10	0.515
CXCR3	0.564
CHI3L2	-0.324875
SRPX2	2.485
ZNF132	1.108
UBAC2	1.32516666666667
RPL32P3	0.3435
CBWD6	1.8315
ST6GALNAC4	-0.0295
KIAA0391	0.5295
LOC388969	0.752
KRTAP5-8	0.4085
ZNF786	-0.1805
LYVE1	0.167333333333333
GPR144	0.29575
APOH	-6.844625
TSC22D2	0.0651666666666667
PLCD1	-0.04525
FLG2	0.533
M-RIP	0.094
NDUFV1	0.24625
POLDIP2	0.369666666666667
RAB3GAP2	0.341666666666667
RPSAP15	0.17325
CLEC7A	0.613875
HSPA14	-0.91875
TAAR5	0.375
FAM132A	0.18925
C2orf43	-0.86425
OR10V1	-0.923
SELPLG	0.39625
C1QTNF6	0.77
OPCML	2.4262
DTYMK	-0.537
ALDH16A1	-0.45875
F13B	-1.507
MGC16169	0.9725
KIRREL2	-2.44616666666667
C14orf32	-0.552666666666667
SLAIN2	0.2279
HSD3B2	-0.4725
AMMECR1L	0.3881
LRRC37B	-1.133
HMG20A	-0.803166666666667
C22orf27	0.418
FBXL22	-0.3165
AP1B1	1.18083333333333
TNKS1BP1	2.1985
CD74	3.99075
HSPA12B	2.22716666666667
PLSCR1	-0.150666666666667
SLC35E1	0.250666666666667
FEZ1	-1.42925
APOD	2.582
C16orf44	0.747
C1orf166	0.7735
KCTD11	0.60725
NELF	-0.2375
SRP54	-0.344
MGC35361	-0.2565
GPR35	-1.2465
NRGN	-0.7525
SIGLEC12	-0.115
SCN1B	-0.01575
IFNW1	0.6415
STAR	-5.786
HLA-DQA2	2.0285
RNASEH2B	-0.41925
TAAR2	0.0385
VAMP5	0.532333333333333
TUBA1C	-0.380642857142857
PIK3R2	-0.016875
ARD1A	0.1695
EBF2	0.3595
CAMSAP1L1	0.4535
CYP3A43	0.19
AKR1B1	-2.56525
KIAA1729	0.31075
KAL1	0.3279
CYBB	-0.8505
UXS1	-1.21425
LOC338579	0.526333333333333
C11orf45	1.37025
SHB	0.478625
IKZF4	-0.33125
NDUFA1	-0.784375
HSPE1	-0.3855
C1orf215	-0.224
GPR113	-0.269333333333333
ZNF573	-0.23725
TBX18	-0.404
GGTA1	3.8835
PCDHGA8	0.31
RPS6KL1	0.0715
DPP9	0.250875
SLC43A2	0.490125
COPS3	-1.2395
PMPCB	-0.4945
HYLS1	0.095
LSM8	-1.04933333333333
PDE6B	2.042875
C10orf118	1.5625
OR1C1	0.591166666666667
ZNF415	0.1185
OR2F1	-0.38825
ZDHHC13	0.283125
FZD8	-0.0802
TCEA1	-0.8729
SUSD4	0.287875
C22orf24	0.1235
TNFRSF14	-0.45025
TRIM28	0.0886666666666667
FGF5	-1.663625
CSPG5	-0.755
RNF133	0.59875
FKBP15	0.512
BZW2	-0.18175
NSMCE1	0.53675
PTPRN	0.13275
TST	0.2635
POP1	-0.684
RNF24	-0.759666666666667
SFRS4	-0.93025
REPS1	-1.252
CD70	-2.43383333333333
PDXDC1	-0.29875
SRC	0.3792
NTNG1	-2.09666666666667
SETD1B	0.95175
TINP1	-0.3406
ZNF606	0.6095
SSR1	-0.302625
RGNEF	0.476833333333333
NFS1	-0.271833333333333
CENTB5	-0.0991666666666666
CRMP1	-1.30316666666667
ADAM18	0.278
CCDC87	2.98433333333333
LRRC8B	-0.3655
CSNK1G1	0.161333333333333
MAFB	1.9055
C12orf45	-0.29875
C1orf54	1.45875
DPEP1	-0.5885
FLJ13137	0.893
C14orf118	-0.5135
ANKRD19	0.969
ABCA9	1.4381
TMEM87A	0.2863
BBS5	0.1946
CYP17A1	-0.3435
SCG3	-5.34816666666667
ESCO2	-2.12325
GFER	0.322833333333333
NRIP2	0.122666666666667
DDX59	0.0973333333333333
RIC8B	-0.0364
TNNI1	-0.463
KTELC1	-0.273
GPR85	-0.579333333333333
SP3	0.6035
GOSR2	-0.361583333333333
DDX1	-0.693
DSCR9	0.0305
KIAA1984	-1.26575
FLRT3	0.66375
RNPS1	-0.365071428571429
ZNF772	0.4665
SLC25A10	0.541666666666667
ADAMTS3	-1.489
TBC1D7	-1.9195
PCYOX1L	-1.07275
LOC339745	1.05625
VPS54	-1.270375
PCDHB12	0.92125
C4orf6	-0.86875
CCL5	2.512
PEX5	-0.159
LENG1	0.428166666666667
LOC51336	-1.2165
FLJ25371	-0.1045
WDR45L	-0.931166666666667
SPAG8	-0.44
GUCA1C	-1.395
LOX	-2.25583333333333
FIZ1	0.3025
BAG5	0.549416666666667
BUD13	-0.488666666666667
MGC2752	-0.406625
IQSEC3	0.2135
TGFBR3	-1.789
CASP9	-2.38375
PPA2	0.435625
MED24	2.998125
MAP3K7	-0.681
SRPR	-0.147375
C17orf81	-1.41175
RIPPLY1	0.70375
EID2	-1.00325
AKR1C1	-3.31783333333333
IMMP2L	-0.8645
SPSB4	-0.178
BAG4	-0.10975
ZNF32	1.17666666666667
KLHL34	0.882
BRD2	0.318
IL32	0.258166666666667
FAM53B	0.202333333333333
SLC7A1	-0.2365
KAAG1	0.6755
CCDC54	-0.0711666666666667
PRKCQ	-2.47975
TIRAP	0.85525
SPSB1	1.01733333333333
USP36	-0.155
FLJ32569	0.926
LYZ	-1.02025
TMEM186	0.386666666666667
TPM2	0.840333333333333
C9orf100	0.341833333333333
PPP1R11	0.646
OLFML3	1.5715
ELAVL1	-1.13766666666667
DNAJC17	0.840166666666667
ABCA2	0.77075
BNIP3L	-1.472125
ATP10D	1.6895
GALNT8	-0.0928333333333333
PRKCH	0.6465
USP12	-0.23225
STXBP1	-1.8963
LSM2	-1.063
ANKRD30A	4.9905
LAP3	-0.65225
C9orf40	-2.28183333333333
KATNAL2	-0.8865
RG9MTD2	-0.06275
PNPLA7	0.77025
IDH1	-0.733
C1orf57	0.306
XRCC5	-0.0702
TBRG4	-0.464125
DCDC5	0.712666666666667
POU5F1	-4.962
RAB1A	0.586428571428572
KRTAP15-1	0.576
INHA	-2.054
WDR90	1.11575
MLL2	0.181833333333333
FAM104B	0.17925
SF3B14	-0.4765
STX1B	-0.131
SNX12	0.067
KMO	2.06366666666667
FAM100B	-0.521
CDRT15	-0.2135
RAB9A	-0.00333333333333333
RUFY3	0.177125
UBE2U	-0.241
NFKB1	0.7195
FBXO38	1.3255
VRK3	0.24175
TUBB8	0.111
IFNA6	-0.8305
AYTL1	-1.8865
RBP3	0.208857142857143
MUC13	-1.25875
C8orf30A	0.543
MFAP1	-0.6735
NHLH1	0.40975
CXorf34	-0.09175
SP8	-3.8535
RNF151	0.1875
TDRD7	0.3365
KCND2	3.038
FKBP9L	-0.0960000000000001
C17orf44	1.097125
TIMM17B	0.4645
WIPF1	-0.1024
SNX15	0.0373
IGF2R	0.1634
SBSN	-0.705
RBM15B	0.3825
AGBL5	-1.3205
APEX2	0.708
C17orf39	-2.01275
UBE3A	0.0522
SPANXC	-2.715
TGFB1I1	0.811
RBM13	-1.66125
TOP2B	-0.191166666666667
NPVF	0.462
RIMS4	2.160625
RAD54L2	-0.085
RSPO3	2.88816666666667
C2orf47	-0.3905
TSPAN4	-0.559416666666667
DNAL1	-0.26275
DKFZp761E198	0.241625
NLE1	-1.01
TPST1	-0.78525
SREBF1	1.971625
CLEC12B	-0.905
FUK	-0.03975
IL21	0.2145
LTK	-2.6035
DKKL1	0.56
EPAS1	-0.995375
UBTF	0.5835
HIST2H2AB	1.08566666666667
TMPRSS12	0.000428571428571421
KIAA0427	0.813166666666667
CYP8B1	-0.7266
FPRL2	2.82025
LOC402573	-0.2975
HSDL2	0.518166666666667
SEMA6B	-0.272666666666667
AKR1A1	0.729714285714286
CLTB	0.8285
NXT2	0.234166666666667
HSPB7	-2.544
MLLT11	-2.86316666666667
OLFM3	0.431833333333333
SEC61B	0.427416666666667
GPR139	-0.756
RRP15	-0.2955
OR3A2	-0.214
RSL1D1	0.150875
P2RX7	-0.921833333333333
PSME2	0.2325
ADNP2	0.1865
RBM25	0.16875
IFITM1	1.24625
POLR2E	0.1195
ZNF643	-2.3135
ZBTB25	-0.749166666666667
SPTBN4	0.16825
FBXO28	0.16675
CLEC10A	1.267
EPHA8	-0.514
BEST4	-0.2315
GAS6	0.5925
TSHR	-0.0483333333333333
TMTC1	-1.05561904761905
GSTM2	-1.56283333333333
ETV1	-1.784375
ADAM11	-0.938166666666667
ERGIC2	0.224
ATP6V0E2	1.80916666666667
HGFAC	-1.834
CTTNBP2NL	0.63075
FLJ20628	-0.8015
MTCH2	-0.07575
BACH2	-0.449166666666667
AUTS2	1.61716666666667
FSD1L	0.57225
RPRM	-2.93566666666667
PPP2R3A	-0.231333333333333
BAT2	-0.16625
LPHN2	-1.02666666666667
MGC71993	0.163333333333333
PPARGC1B	-1.2725
CENPT	-0.770875
RNF123	1.053
COL27A1	-1.1536
ZP2	-0.9115
C2orf21	-0.034
CCDC78	2.4875
MCM8	-1.84666666666667
PHLDB2	-1.142625
PLAUR	-0.20025
HDPY-30	-0.1875
BMP5	-3.29275
MUM1	-0.24175
FAM62C	-0.3825
MID2	0.804
SYT16	-0.464
ISG20L1	-0.8461
C2orf40	4.3645
SRRM2	0.450142857142857
FCRL1	0.0934999999999999
C1orf90	-0.00866666666666667
MEP1B	-0.1895
PCSK7	1.3718
PBX2	-1.226
CENTB1	0.148
GLT6D1	0.0505
HGS	0.42775
WDR51B	-0.08675
KCNJ8	-0.2735
NOL10	-0.986
EDEM3	1.903625
TCOF1	-1.216
SLC16A1	-4.05266666666667
SF3B3	-0.397375
NUDT21	-0.776125
ZNF235	-0.3625
KIAA0644	2.98525
ERC1	1.248375
NKIRAS2	0.409
TRMT5	-1.38575
PPP1R7	-0.28675
C14orf177	0.2195
HTRA4	0.737
FAM139A	-0.285833333333333
C16orf30	4.4825
C10orf32	0.9075
VCX2	-5.522
MGC27016	-0.6792
LARP5	1.03333333333333
THNSL2	2.749
TRADD	1.20133333333333
C1QTNF1	0.589875
C1orf43	1.2191
AS3MT	-1.8575
SCARF1	0.863
PHF23	0.1095
B3GNT2	-0.154833333333333
FNBP1	-0.7175
ZNF780A	-0.2965
MAGEB2	-3.14275
FANCG	-0.2245
EYA2	3.80966666666667
ZNF471	1.139125
C14orf153	0.398333333333333
BCL2L14	0.0625
EFS	0.467333333333333
CKAP4	0.692
ZNF224	-0.4095
ZNF652	-1.373
TMEM4	-0.70325
SCN3B	0.420875
OAT	1.9205
DRD1	-0.042875
IQGAP2	0.790166666666666
CDYL	-1.75983333333333
PFN3	0.86925
ANKS1A	0.038
COBLL1	0.5575
C2orf55	1.9745
PRCP	0.63175
TMEM130	0.51525
SPINK1	1.49025
NDUFB1	0.00499999999999999
DIO3	0.925375
PRTG	-2.69316666666667
PVRL1	1.211875
CNTD2	1.5305
MYL4	-3.06883333333333
SLC17A1	-0.144666666666667
RGMB	0.5031
TAF5L	-1.037875
FAM27E1	-1.6965
CCDC59	-1.0905
MED20	-0.193
CHMP4A	0.94375
FBXL12	-1.29083333333333
TOMM20	-0.143625
ZNF364	0.57275
COL22A1	2.18
C13orf8	-0.768
TBC1D14	0.303
MRPS35	0.641
LOC51057	-0.1775
MSC	1.162
CILP	5.73433333333333
ATXN7L2	-0.1885
BTLA	0.512
SEC23B	0.274
RDH13	0.41975
C17orf63	-0.575
TIA1	-0.974333333333333
RHOXF1	-0.257666666666667
SPAR	-0.513166666666667
SPTLC1	-0.221
HMGB3	-0.113923076923077
TOPBP1	-0.674666666666667
NAT8	-3.33375
KLF11	-0.899375
HOMER3	-0.351166666666667
KCNAB3	-0.88825
C9orf85	0.20175
HCG3	0.13175
MGC34821	1.179
PHLDA3	0.6875
ODF3	0.777
KLHDC4	1.07916666666667
GABARAP	0.5125
AGR3	5.76475
EXOC5	-0.347625
AADACL2	0.114666666666667
LOC91893	-0.263166666666667
RPL36A	-0.2865
SLCO1B3	-3.4845
PTPDC1	-0.616
DUSP7	0.0175
NRP1	-0.107071428571429
VSTM2L	-0.529833333333333
PLEK	1.10225
NLRP3	0.905
TUSC5	0.21675
GPR3	0.163
RAB8B	-1.575875
UBE2E3	-2.2795
RC3H1	1.95075
MED29	0.52875
CCDC50	-1.056875
C20orf111	-0.163166666666667
PRDX6	-0.243
TETRAN	1.89225
BCAN	-0.491166666666667
SMPD4	0.2470625
AKAP7	-1.72025
ZNF500	-0.0351666666666667
FGF11	-0.116166666666667
FLJ11151	-2.16816666666667
FARSB	-0.934166666666667
MARCH10	0.3515
ACYP2	-1.13175
HTATIP	1.2
CLDN4	2.837
GRM8	-0.16
SLC22A18	1.159
RNF141	0.762666666666666
GRK6	0.16625
VPS26A	0.7082
PIGZ	-2.34725
LYSMD4	-1.1
CRLS1	-0.6315
KIAA0562	-0.4606
WFDC5	0.348666666666667
TTTY12	-0.3525
MGC16824	0.02025
FLJ25476	0.0835
WDR8	-0.019
SEPT5	-1.1195
PROK2	-2.20483333333333
RPGRIP1	0.80125
MTHFR	-0.718090909090909
NEURL2	-0.5125
TRIM60	-0.294
DACH1	5.124375
PLK3	0.52925
UBE2F	0.58275
ATP5I	-0.02825
TMEM28	-0.39575
MRPS34	0.98575
LOC129293	-1.4365
DAP3	0.799
KRT28	-0.281
PHF3	-0.24925
RASL10B	-1.5375
DVL2	-1.356
OSTalpha	-3.87433333333333
DICER1	1.26975
ARMCX5	-0.2255
AMN1	-0.132
SSBP4	-0.241333333333333
CAPZA2	-0.666875
IFNA2	0.117
XIRP1	0.18
CYFIP1	0.232666666666667
MAP1D	-1.39975
NPAS1	-1.97
MFAP3	0.23775
TRPV6	0.716
SOCS6	0.56525
TAF7L	-0.0555
RAB37	0.0275
YWHAE	-0.334428571428571
CREG2	-2.895
MOSPD2	-0.58575
ADAT2	-1.87916666666667
