Hybridization REF	TCGA-BH-A0BT-01A-11R-A12P-07
TRIM11	0.5535
GLIS3	0.05375
TMEM50B	1.51233333333333
ARHGEF4	-1.86825
DEGS1	1.80545454545455
TBL1XR1	1.0103
G6PD	-1.53425
SP140	-0.1828
MUC17	0.362214285714286
NUDC	0.1694
DNAJC5B	0.759833333333333
SCARA3	-0.930333333333333
CPA3	3.176
BCAT2	1.19225
MFN1	-0.0199
NRG3	1.3215
SNX11	0.93275
PLEKHH1	-0.824833333333333
GPR177	-2.05233333333333
HCFC2	0.85925
TCAP	-1.348
MOCOS	-0.432
C14orf93	-0.2905
PRDM10	-0.2045
SLC16A4	1.19933333333333
SRGAP1	-0.602833333333333
VIP	0.36275
DUSP27	0.748833333333333
LILRA1	0.6842
MC2R	0.4655
MGC24103	-0.95025
MBTD1	-3.6905
FUT11	-0.0316666666666666
USP33	0.6784
C15orf39	-1.161
MAP3K12	-0.16325
PAAF1	-0.437833333333333
BARHL1	0.254
FLJ16165	-0.274
PIWIL2	-2.4165
SYNE1	-0.591916666666667
CMTM4	0.43925
TSPYL1	1.493
GUF1	-0.437833333333333
TMEM157	1.4875
WDR44	0.427
HIST1H3C	-0.068
DKFZp666G057	1.601
RNPEP	0.99025
GAS2L2	0.0701666666666667
ADH4	-3.90975
GRPR	3.171
FBXL17	2.244
ZBTB10	-0.013
Gcom1	0.460722222222222
HTRA1	0.9641
ZNF585A	-0.167166666666667
SLC26A2	-0.342142857142857
OTOP3	0.7795
WISP1	0.398222222222222
ATP2B4	-0.2325
FLJ10769	0.58075
CRAMP1L	-0.6455
CHST12	-2.2065
RAB22A	0.22275
TARDBP	-0.808214285714286
STAU1	-0.06075
CRB3	2.54916666666667
MIG7	-1.80175
CHMP1A	0.3835
ZNF160	-0.2545
B3GALT6	0.0955
BARX1	-1.45516666666667
C6orf167	-1.64475
NXNL1	0.6145
DHX29	0.981375
HADHB	0.4325
PLXNB2	1.39375
ILDR1	-2.0765
SLC15A3	2.036
GAS2	-4.271
C20orf69	-0.60075
NUMB	0.50375
TNIP1	0.128
MESP1	-0.537833333333333
PSKH1	-0.36325
NSFL1C	0.194375
RHOG	0.57825
HEY1	-1.58983333333333
KNG1	-1.751125
ITGAX	1.4823
LIN9	-0.987833333333333
CANT1	1.79725
XRN1	-0.458142857142857
CCDC96	2.2377
HEATR6	-1.47133333333333
GNG7	-0.117166666666667
RUNX2	0.8224375
SOX1	1.328
FCRL5	-0.1067
ZNF99	0.0665
FAM9A	0.0455
SNX22	0.684666666666667
MBNL3	-3.65033333333333
ODC1	-2.0826
ADORA2B	-3.27116666666667
NR2F6	1.0185
ZFYVE16	0.291833333333333
SYNJ2BP	-0.0401
POLE	-0.7185
E2F2	-1.160875
THRA	0.669333333333333
PTGES2	-0.409333333333333
HIP1R	0.5765
TMUB1	-0.000833333333333343
ENO3	-2.22075
RSPH10B	-0.3685
CXorf39	1.73475
IRGC	0.581
GPR109B	-0.31875
FLJ13305	-2.42
LCE3A	-0.449
TNFRSF18	1.539
DET1	-0.42475
TRPM3	0.0258333333333333
C16orf79	-1.2115
FECH	0.375
RAP2A	-0.0468333333333333
CRIP1	4.19516666666667
AZIN1	0.056125
SLC7A7	2.75975
IL10RA	0.1054
TMEM64	-3.272
CDC42EP4	1.1586
C16orf58	-0.0808
ARG2	-2.93975
POU5F1P4	-4.78225
FAM62B	-0.594125
DNAH8	-1.6128
ASH2L	0.037125
TSLP	-3.6795
CNTNAP5	-0.844166666666667
TMEM16C	-0.00225
IFNA14	1.599
SLC1A3	-0.78425
CABYR	1.491
BCL7B	0.0345
NUDT13	-0.8595
C13orf28	0.639
C1orf53	1.40625
ARL6IP4	0.454
RPL35A	-0.24325
EMR3	0.668
RAB40C	0.65425
SLC41A1	-1.0345
LRCH1	-0.815
LY6G5B	-0.2075
FAM124A	-0.236857142857143
MGC10981	-3.3435
CLIP3	-0.278
MAP4K2	0.408666666666667
CHIC1	-0.00625
SULF1	1.77066666666667
C20orf30	0.192857142857143
PRDM5	-0.935375
ELOVL1	1.418
C11orf48	-0.793875
SLC39A10	-0.029
KCNV1	-0.184
ACP1	-1.09366666666667
ZMYM2	-1.372125
B3GNT6	0.227666666666667
C9orf69	0.14325
C2orf15	1.4245
C20orf166	1.052
HSP90AA6P	-1.3255
EDG7	0.0475
NEURL	-0.4755
LPL	0.784166666666667
CLEC2D	-1.12064285714286
GRRP1	1.28966666666667
CD8B	-3.3988
HIST1H3D	-0.997666666666667
SLC6A12	0.425125
FAM27L	0.413
CD84	0.56
RASA1	0.61
PHKG1	0.141
MAGEA11	-1.3395
IMPA1	-0.6529
NPM3	-1.799
RARRES1	1.8595
SH3BP1	0.605
B3GNTL1	0.067
ARPC5L	-0.0878333333333333
KLHL26	0.7185
SIM2	-2.846
GJC1	0.6805
C20orf194	-0.3505
EXO1	-2.653
SLC2A2	-2.53033333333333
LOC285074	-0.59225
LRG1	3.52
KIRREL	-0.742
PIK3R1	1.57621428571429
C4orf34	1.87325
MAF	-0.986333333333333
ADCY4	3.109
ZMIZ2	0.4602
SLC46A3	1.93983333333333
STAMBP	-0.4495
CCDC16	0.56275
MS4A12	0.1975
TCF20	-0.324
LRRC46	2.5335
C20orf152	0.3065
MRPS6	-1.870125
ABCB11	0.2445
KCNC2	0.474333333333333
CDH19	-2.38683333333333
C9orf123	-0.0143333333333333
SSH3	1.832875
LDLRAD1	1.676
CCBE1	-0.4105
ZNF135	1.5035
TAAR1	0.293
WFDC12	0.6085
CCDC42	-0.328666666666667
FLJ12529	-0.9415
PER1	0.158666666666667
TIMM50	-0.350833333333333
SMARCAD1	-0.333333333333333
FAM26C	0.5355
TP53TG3	-2.36916666666667
SH3RF1	2.2236
LMCD1	1.58275
GPR63	0.674
FLJ21986	-2.707375
AIFM3	-0.356
MICAL1	1.32583333333333
BLZF1	1.32916666666667
IQCA	-0.391333333333333
PCDHGC3	0.588
SAC	-0.25925
BCL6B	1.8265
DDO	1.29825
MARCO	2.276
DCHS1	0.955333333333333
C1orf170	1.39266666666667
CD200R1	0.311333333333333
C22orf15	-0.11
SEPT11	-0.4195
ADNP	-0.3035
UST	-1.3743
C13orf34	-1.62733333333333
RFFL	0.983785714285714
APBA3	0.4135
C2orf60	-0.497875
CUTL1	-0.4449
PMS1	-0.13225
ZNF689	-0.06
EIF3E	-1.07666666666667
IL9	-0.447166666666667
RPL31	-0.4955
LY9	-0.3235
ATP2B3	0.24875
KDELR2	0.529
TFCP2	0.5155
NLRP12	0.288625
FLJ45422	-1.76025
TLE4	-2.0955
ZNF570	-0.142
FLJ43806	-0.5085
TLK2	-0.7415
CIR	0.01675
MARS2	-0.008
COL24A1	0.37375
SDF2L1	-0.487
HIBADH	-0.286833333333333
IGFBP3	-3.178
C12orf23	0.961875
PSPC1	-0.686
C20orf43	-0.0295
TRAV20	0.3185
ARHGAP24	-0.247875
KIAA1975	-2.03
C1QA	3.3438
DNTT	-4.87683333333333
C10orf6	-0.42925
C11orf41	-1.088625
HNRPF	0.764625
COL11A1	3.17616666666667
UBAP2	-1.22383333333333
CDKN2AIPNL	-1.5735
C20orf174	0.484
SPRED2	0.56475
PLA2G12A	0.604333333333333
ICEBERG	-2.02616666666667
SCN10A	-0.1675
C11orf65	0.76025
GBP5	1.94375
PITPNC1	-1.7275
POU3F3	2.573
NCOA7	-1.37825
LIN7C	0.4939
LOC348840	-2.065
NKX2-2	-3.61525
ANKRD13D	0.53125
LOC123688	-0.2665
FUT2	2.52016666666667
TAAR8	0.4865
FZD4	-0.408166666666667
PNMA3	-1.66133333333333
OR4L1	0.5925
WIT1	-2.88875
EXOC3L	1.9785
ATPBD4	-0.4372
KRBA1	-0.81575
UBXD6	0.4295
HOXB7	1.1125
C7orf23	-0.8585
UNQ338	0.1375
STAB2	1.9145
CDC20B	-0.51775
IRF9	1.8745
CENTG1	0.596416666666667
TNPO2	-1.25525
MCPH1	0.1255
BMS1P5	-2.87175
SLC26A7	0.87225
HIST1H3J	1.0075
C9orf3	-1.226
LBH	1.482125
MYO1D	1.0805
PTDSS2	-0.0955
NFU1	0.93625
DEPDC4	-1.34725
WNT7B	0.7688
GLP2R	0.125833333333333
SETD4	-0.926
DYNLT3	-0.059
FKBP11	-1.03916666666667
SESTD1	0.319833333333333
FLII	0.773
RPS16	-0.3683
CHPF	1.1645
CSNK2A1	-0.55
SUMO1P1	-0.14375
FKBP6	-0.472
ZNF214	1.02833333333333
TWIST1	-1.05616666666667
DDX56	-0.429333333333333
TRAM1L1	2.3915
EPO	-2.38683333333333
MRPS18B	0.03775
ZNF682	-0.419833333333333
RPL14	-0.276833333333333
MAFF	-0.293
LOC51136	-0.24525
LY96	-0.859
DDX20	-0.375
ABTB1	1.12116666666667
ARL5A	-0.1792
CCT6A	-1.57575
HEPACAM	-0.7115
EHHADH	1.12466666666667
RBAK	-1.03083333333333
CGB1	-0.05525
ITGB5	0.8869
YIPF3	0.56375
FKBP2	0.74075
NR1D1	-0.9105
TMEM110	2.0015
NEK2	-1.15416666666667
PRAMEF8	-2.43325
C20orf52	0.466
PCDHGA3	0.101
VWA3B	0.30275
NDUFA5	0.25425
THAP9	-0.3485
FLVCR2	-1.5145
AP1S1	-1.344375
SMAD6	-0.6865
SAV1	0.52775
SAT1	-0.4175
ZNF251	-0.305375
ADAMTS7	0.4968
RPP38	0.028
C1orf211	-1.76
YPEL2	1.5962
RBMS1	-1.109
ZNF445	-0.185166666666667
NRXN2	0.239333333333333
PGBD4	-1.36142857142857
UGT2B28	2.65475
WBSCR16	-0.9176
NLRC3	-0.380125
ASTL	0.50825
ST6GALNAC1	-3.2705
ZADH2	0.6555
MLLT4	0.295083333333333
ARL6	0.3465
MEF2C	0.22325
CBFA2T3	-0.638
AFF3	1.77807142857143
COG7	0.446333333333333
MYB	0.462666666666667
PLXNA3	0.8885
XRCC2	-2.20233333333333
MMS19	-0.143375
ST8SIA5	-0.840375
CHPT1	-0.9065
KIAA1712	-0.713
OR6X1	0.459
ACTR3	0.066
UGCG	0.221333333333333
OR4P4	0.429
ZAP70	-3.48825
LPP	1.520875
ZNF485	0.0805
PTPRCAP	-0.71325
IL12RB1	0.4085
ATRX	-0.1924
CHST8	-1.043
C14orf109	0.3925
ARV1	1.0835
NMB	-1.36471428571429
COX5A	-0.249
EIF6	-0.09675
MPPED2	-0.32
SEMG1	-1.298
CHRDL1	-0.4305
TRAF3IP2	1.3605
WNK2	1.12075
LILRA4	1.15566666666667
LAMA2	2.66125
PXT1	-0.3895
RLBP1	-2.89175
CD300C	0.78975
SLTM	-0.455125
FLJ10404	-0.1518125
APOBEC3D	-1.3645
RENBP	0.237166666666667
ATXN7L1	0.814625
NID1	-0.3285
TUBGCP3	-1.020875
ITIH5	1.28111111111111
CCDC110	1.9965
C8A	-2.0705
MGC87042	1.234
HOXC13	-2.2705
TFDP2	-1.0775
HCP5	0.9505
POLI	0.568
UCN	-0.769
ZNF764	0.562333333333333
C8orf45	0.4055
FHL3	-0.6135
SPATA5L1	-1.04525
MMRN2	2.57433333333333
NDST1	1.72666666666667
COL20A1	-0.1445
ZNF248	-1.15233333333333
PELP1	-0.292333333333333
MBL2	-2.76383333333333
RNF41	0.610625
C5orf24	0.18625
THOC5	-0.672125
SERINC3	0.64025
RP11-151A6.2	1.1415
CDCP2	-0.2165
HIST1H2AA	0.83525
C11orf75	-0.892833333333333
FKBP7	-0.40175
DDOST	0.258
GPNMB	-0.882166666666667
TTF2	-1.7125
KCNT1	0.1255
SLC39A14	-1.05525
NGRN	0.5785
GPR137B	2.62625
MECP2	-0.773875
PSMA1	-0.02075
C16orf73	-4.29325
TMEM60	0.508333333333333
CSN3	-0.238
NOS1	0.814333333333333
RAB7L1	-0.934
YBX2	-0.9055
KIAA1166	-1.27125
FUBP3	0.0316666666666667
ABCG1	1.1525
ACACA	0.117
ARL11	-0.4018
ATOH1	1.0635
ODF1	0.0166666666666667
CREB3L3	-1.436
TMEM127	1.67257142857143
DSCAML1	1.59725
PLN	3.37133333333333
LYPLA1	0.647916666666667
PRDM9	-1.77575
SASP	-1.034
PLUNC	0.0295
INTU	0.22875
HISPPD1	0.768
LNPEP	1.07616666666667
YARS2	-0.610833333333333
APCDD1L	-1.8565
ZCCHC4	-0.6154
FBXO22	-0.381
TTLL13	0.1145
ZNF669	-0.7655
PTGDR	5.31
DDX27	-0.946
KIAA0409	-0.223166666666667
GJB6	-0.8625
ASB8	0.54425
PLP2	1.19816666666667
MEPE	0.16275
OR10J5	0.0525
KRT222P	1.7875
COQ7	0.355333333333333
C1orf101	1.92675
RERG	3.5439
CHMP5	0.8795
THAP11	-0.115
ZNF43	-0.0661666666666667
ZRANB3	-1.0115
KRT13	0.688
MRPL19	0.053125
RBBP9	-0.0665
SPATA17	1.522625
BXDC5	0.0498333333333333
PAFAH1B1	-0.0436666666666667
MAGEE1	0.08025
OSTF1	1.053
KIAA0323	0.3295
TXNDC13	-0.3505
CNTN4	-0.2055
LCE1B	1.067
UNQ501	1.57925
ZNF154	0.64675
C3orf64	-0.4775
SYT5	-0.1033
PON1	1.08033333333333
FLJ10357	-0.70075
ATP4A	-0.8775
GNPDA1	-1.192
MGAT1	0.948166666666666
C14orf121	0.2105
SLC35B2	0.353
MIER3	0.740166666666667
CHEK1	-3.128875
ZNF8	-0.3255
TXNDC1	-0.073
CKB	-1.3048
RTN3	1.01378571428571
FZD2	-1.17633333333333
PART1	1.99525
PSMB6	0.3485
PCDHB8	-0.9345
PHC3	0.3823
PPP1R8	-1.29466666666667
NOVA2	2.57116666666667
TNFRSF11B	-2.50125
GOLPH3	0.936166666666667
UBLCP1	-0.50925
SUHW3	-1.4545
TTLL1	1.93425
OPN4	0.564
OR13G1	0.125
ZPBP2	0.491
HSD17B11	-2.208375
C9orf50	-0.257
DHDDS	0.4185
CTSW	0.0344
NEFM	-2.7285
MRPL28	-0.32075
SYN1	0.832833333333333
PIGV	0.941166666666667
ZIM2	-0.90925
APBB1	0.270166666666667
SND1	-0.16825
C1orf123	-0.0461666666666667
CHD3	-0.158
BHLHB8	0.50975
RNASE2	-0.1895
BCAP31	1.09025
SLC25A44	0.560166666666667
CHD6	-0.6359
PIB5PA	2.365
SELS	0.8365
LOC541471	0.464125
FAT2	-0.238
ZNF81	-0.5305
OR4C16	0.4695
FLJ10081	-0.3809
LRRC4	-0.12175
CS	0.354666666666667
N4BP2	-1.538
IGFBP7	1.29825
ZNF318	0.13625
NDNL2	0.348
ZNF609	-0.6465
SIRT4	0.1865
EXOSC10	-0.286
ECE2	-0.17175
OVGP1	1.7205
GTPBP3	-0.511
PACS2	0.9687
C19orf36	2.21683333333333
ARL4C	-2.36975
ATG4B	-0.18775
UBQLNL	-0.8555
RHOXF2B	-3.8915
PLEKHG2	-1.4645
GALR1	0.3975
AQP4	0.291
HDAC7A	-0.0296666666666667
DCUN1D3	-0.047
OR8A1	0.366
CCRN4L	0.59175
CBR4	0.581166666666667
KIFC1	-2.9475
SLC7A14	-1.39983333333333
LHX5	0.3255
TRPC7	0.2275
LPXN	-1.13925
SERPINA1	-1.718
RPS13	-0.5406
BPIL3	-0.277
PRKAA1	-1.619
FADS2	1.1641
ENAH	-0.925375
PRO1768	0.101
APBA2BP	0.5455
LIPH	3.83683333333333
C3orf33	0.20675
RCC2	-0.291285714285714
ALDH1A2	-3.5033
RNF103	2.33675
AHCY	-0.701125
ALG12	0.9885
CCL17	0.23375
ZNF543	0.992333333333333
ESRRG	3.0992
CNGA1	-0.129
RDH5	0.0715
OTX1	-0.8296
PTGFR	-2.23116666666667
CDR2	-0.860125
SELE	2.95925
NLGN2	-0.9035
EXOSC9	-1.36925
ZNF566	-0.226833333333333
KLRC2	-5.3475
GPR12	0.784
KIAA0196	0.5445
PDRG1	-0.45825
SSR3	0.237928571428571
MSI1	0.04
CST9	3.288
CC2D1A	0.548375
PLAGL1	-1.40772222222222
ZNF778	-1.1505
RNF2	1.91525
KLF6	-0.471666666666667
THBD	3.14
tcag7.1314	0.6945
NR5A1	0.194333333333333
ABCD2	-0.169
DNAJC7	-2.24975
CLEC4C	0.678
TM2D3	0.701
CCDC4	-1.0215
PLAC2	-2.12275
DCD	0.3335
FAAH	3.005125
POLA1	-0.927833333333333
TM7SF2	-0.3275
FLJ39822	-0.228833333333333
FLOT2	0.42625
MAP4K1	-0.423
SRP68	0.402375
C21orf74	0.499
ARPC5	0.4855
LOC126075	2.536
HECW2	0.781375
ZDHHC4	0.1435
ANKRD42	1.8441
PDE9A	-0.988166666666667
ABCA8	0.46375
NDUFS2	0.89175
UBR5	-0.295125
BTBD16	-2.337
LOC554174	0.898
ZNF20	1.4655
KIAA1843	1.0175
WDR17	-1.0925
C15orf33	1.404
RNF113A	-0.58075
CAMKK1	0.0548999999999999
CLCN2	-0.4685
ANXA6	-1.0805
LOC340069	0.778
EMID1	0.16875
DPM3	0.513083333333333
ELA1	-0.2085
SLC25A13	-1.2725
KRT24	-0.62475
SMPD1	0.965
TH	0.1075
COL6A2	0.0296428571428571
ANKS1B	2.99625
GPR126	-3.3857
ZC3H12A	-1.00833333333333
TMEM47	0.123333333333333
C2orf51	0.464666666666667
C1orf88	3.49216666666667
HSF2BP	-0.2085
AKAP10	-0.51325
RPAP3	-0.486
KLHDC8B	1.180625
STOM	0.355
MUPCDH	-0.0525
C10orf72	-0.56225
PLEKHA3	0.758166666666667
TCP11L1	-0.7035
CWF19L1	0.00500000000000001
SPEF1	2.50346153846154
YSK4	-0.034
ELN	1.5133
SAMD8	0.834
MPI	-0.201833333333333
MEPCE	0.0882
ABCC3	-2.5405
NANOGP1	-2.4595
KCNK17	-0.0085
HLA-DMB	3.61333333333333
RRAGA	1.24475
ANGEL1	-0.6355
RBM32B	0.112
CPN1	-2.36175
MGC52282	-0.5689
HLA-A	1.94283333333333
OR9G4	0.4065
EDNRB	-0.029875
SCD	-0.747928571428571
C14orf80	0.0573333333333333
BAGE2	-0.6925
RABL4	0.868
RCVRN	0.2465
SHANK1	0.1045
NLRP7	-3.67325
CD226	0.36925
STAT3	1.43875
SYNJ2	0.094
TPCN2	0.601166666666667
WDR36	-0.587583333333333
MBD4	-0.2655
ROBO1	-1.3237
ST3GAL6	-2.6925
SLAMF8	1.35066666666667
ATN1	0.783
GPR141	0.195
KRT36	0.026
TPH1	0.831
DDX52	-0.787
ZSCAN29	-0.288166666666667
TRPT1	0.155666666666667
DPEP3	0.53625
DENND4A	-1.423375
TSPAN16	-0.745
PTCHD2	0.6245
LOC145814	0.0195
CAP1	0.8095
EIF5A2	-1.7036
NT5DC3	-1.2735
SEPT9	-0.54125
SEZ6L2	0.483875
EGFLAM	2.65675
VPS11	0.857625
NDUFB5	0.1435
CIDEA	2.841
IER5L	-0.02
N6AMT1	0.82175
FAM83C	-0.12775
OXR1	0.463416666666667
IRX1	0.4705
DGKB	-0.188666666666667
GCN5L2	-2.23725
MIR16	0.1985
FBXW9	1.09375
WDR4	-1.78466666666667
PDC	0.26
VPS33B	-0.61975
HEXB	-0.07875
FLJ32214	0.95075
TCEB3	-0.48975
CRLF1	-3.93425
ABI3BP	0.27475
C8orf22	-3.4265
PYCR1	-0.440375
KIAA1706	-0.00125
CDK5R2	1.086375
WAS	0.043
C12orf60	-0.42025
CCBL2	0.16525
MADD	0.3085
C5orf34	-2.62625
WDR42A	1.1255
KLF12	-1.25225
HSPA1A	1.45325
ITM2C	-2.357
DAPK2	2.001
LOC442590	-0.904
SUMF2	0.67775
CENPA	-2.73253846153846
TMED5	0.81275
CDH6	-0.1581
BRP44	1.97
THG1L	-0.9765
GABRA2	-2.0165
C14orf166	0.3905
MYL1	-1.00783333333333
TNFSF18	1.3685
PAP2D	-1.44816666666667
PPIB	0.0445
KLHL4	-0.616625
SFN	1.17633333333333
CCDC127	1.0795
FRAP1	-0.33
GOLGA5	0.52775
SDCCAG1	-0.5645
MGC21675	-0.116833333333333
C10orf95	0.20625
KIAA1345	-1.24433333333333
C1orf163	-1.519
LACE1	-0.0633333333333333
OR10K2	0.116
CENPN	-2.81616
TMED2	1.6295
UGT1A6	-0.419
ANG	0.01325
U2AF1	-2.07016666666667
CASC2	0.602
NMT2	-1.668
OSGEPL1	0.162
DFNB31	-0.352
SLC6A20	0.5335
DKC1	-1.78625
FXYD4	-0.43775
WDR64	0.02375
MGC5590	0.286
CREBZF	-0.2695
DAZ1	0.18625
PRPSAP1	-0.55375
GCHFR	0.28275
TTC7A	-0.255875
LOC196993	1.03425
UBD	3.23083333333333
S100A1	0.2865
RPL6	-0.2745
DNAJB6	0.90635
NAGS	0.855
C2orf58	-0.25
KERA	0.4395
MT1X	-0.3641
UBE2B	1.0407
KEAP1	0.49725
MST1	-3.37575
OMA1	0.634
ABLIM2	1.784
BCL2L13	0.00466666666666665
JAZF1	0.389
TMEM63B	1.271
S100A8	-0.4948
ARFIP2	1.393
UROS	1.00425
KHDRBS2	-3.972
POLQ	-3.383125
SOAT1	-0.75775
SPAG4	-0.22175
MRPS30	2.60866666666667
LOC494141	-0.67425
OR2T11	0.7155
ORAOV1	-0.6384
ZNF184	-0.300833333333333
TCEB3B	-0.4335
ADAM21	0.406
GDPD1	-0.18975
SPINLW1	0.493
PRR14	0.0473333333333333
KCTD9	0.5403
NUDT3	0.59875
KIAA1822	0.7374
HIST1H4K	2.011
DFNA5	-2.5355
GABPA	-0.285
C14orf44	1.17125
POLB	0.813625
PTAR1	-0.81575
SEC31A	0.8563
TRIM58	0.3365
TAS2R14	-0.7915
VPS8	0.569375
H1F0	0.630333333333333
PRKCB1	-4.81783333333333
UGT2A1	0.419
TOR1B	-0.01425
LSS	-0.873333333333333
C2orf19	0.644
HNRNPC	0.333071428571429
TMEM100	-1.0725
LOC116349	0.0095
OR51M1	0.8305
CCDC142	-1.436
ISG15	1.1215625
ZCCHC14	-1.288875
CREBL2	1.160875
TGDS	-1.71225
DC2	0.61875
CACNA2D3	-1.16814285714286
ZNF429	-0.698125
LYPD6	2.7195
SUCLG1	0.2815
OR51I1	0.6375
MAGEH1	-0.257
PRPF40A	-0.7325
SMR3A	0.3705
SPINK2	-1.992
THAP2	0.624625
NPY5R	-0.32975
IRF4	-2.968625
SPESP1	1.67633333333333
OR10S1	0.75
DTD1	-0.95975
TUBE1	-1.2065
DDX19A	-1.193
PDPN	-2.494
TMEM34	0.132
MGAM	0.2045
COL3A1	4.96688888888889
GFM2	-0.4764
OR5A2	0.895
PSG9	-1.30675
ARHGEF11	0.0723333333333333
IVNS1ABP	-0.5776875
SIGIRR	1.967
DUSP19	-0.53325
DNAJC14	0.3493
ACSS1	1.7795
IL1RAPL2	0.2705
C4orf30	-1.51675
SEPT4	2.16275
LANCL3	-2.71925
SPAG17	0.606
PRDX3	0.47925
HNF1A	-1.3225
P4HA2	0.557375
RFWD3	-2.08
MOV10	0.32125
DNAJA5	0.324928571428571
LOC729440	1.021
LOC200383	0.623125
SMC2	-1.8325
MIXL1	-0.63
TMEM9	1.14675
FAM86A	1.233
ZNF174	-0.1528
MYH14	-1.71075
CCR8	-0.99625
VPS37C	1.07483333333333
GPATCH1	-0.592666666666667
B3GNT8	2.3855
TBX4	-0.334
CNR2	0.451833333333333
PCDH1	1.9645
C5orf29	3.71225
OCIAD2	1.67225
PLCG2	-0.571
KIAA0247	2.18875
HRH3	0.3796
CAPN13	4.806125
CCR1	-1.3489
MGC15523	-0.289055555555556
UVRAG	1.22483333333333
DNAJA2	-0.368
ITGA2B	-0.2225
CLDN5	3.253375
PTPRN2	0.214571428571429
ZNF512	0.065
PSAP	1.55307142857143
CCDC140	-2.3165
LRRC55	0.3215
CYP26C1	0.297
C8orf47	-0.752
LYN	-0.375125
DUSP6	-0.0115
TGFB3	2.25353333333333
ELK1	-0.2098
PCDH11Y	-0.260333333333333
HGD	-0.45175
C17orf58	0.9835
MYO3A	0.9875
SERPINE2	-5.12016666666667
AARSD1	-0.702
C14orf73	-0.63075
ADAM33	0.02975
ZNF491	0.777
MAPK6	-0.897666666666667
TCN1	2.165
SLC24A6	1.407
UBE2R2	-0.356
H1FNT	0.61125
TATDN2	0.013
LILRB1	1.3555
P2RY5	1.017
NUCB2	2.82575
C2orf37	0.75925
SNX27	0.186166666666667
MTA3	0.65375
FOXO4	-0.31175
ID4	0.7995
SOX5	-3.15183333333333
PXMP3	1.25325
OR52M1	0.3795
SFT2D3	0.401375
INA	-2.5575
MCOLN1	0.8605
NFIX	1.284
CLEC14A	5.1725
HIBCH	0.5965
PLA2G5	0.16375
TIMM10	-0.2905
MED17	0.00840000000000002
COL4A4	-1.8775
TPP1	0.812166666666667
GJA3	0.09
TMPRSS5	-1.617
AADACL3	0.7335
DNMBP	-0.11675
ENPP5	6.3305
NQO1	-4.436
ZSCAN2	-0.218875
SEC24C	0.466833333333333
GTF2A1L	-1.1165
AXIN2	-0.7896
FAM33A	-1.801
C16orf13	1.0905
SPNS2	0.24025
TAF1	-0.669
AP1G2	0.384
RBM42	-0.075
HCN2	1.5945
EFHB	0.0241666666666667
RUSC1	1.2555
GRIK5	0.2535
USP21	0.518166666666667
ATAD3C	1.94025
ORMDL2	1.394375
PRSS7	-3.716
PSAT1	-6.7345
FLJ13195	-1.15433333333333
TBC1D1	0.128666666666667
IFNG	0.45075
OTOS	0.466333333333333
ZNF773	0.365833333333333
EMD	-0.81075
RETN	0.31775
CCL8	3.526
APH1A	1.309
COX18	-0.06725
GTF2IRD2	0.43575
CCDC82	-2.5515
PAFAH2	1.2428
NPEPL1	-0.8145
RP11-114G1.1	1.374
TP53INP1	2.095875
ZNF300	-1.66366666666667
FOXL2	-3.74725
LARP2	0.868
LATS1	0.27325
HTR6	0.4435
SPOCK2	-1.18633333333333
RNF144B	3.053
HTATIP2	-0.49225
MGC10334	0.638833333333333
CENTA2	1.51333333333333
FGF2	-1.4475
FXYD7	0.44225
PHYHIPL	-2.268
GPR34	4.7595
DDX6	-0.255666666666667
OR10W1	0.1945
LHFPL1	0.194
ZNF313	-0.578428571428572
VPS28	1.25
AP3M1	0.5808
AKR1CL2	0.61475
TRAF4	0.081125
OR2B11	0.613
C19orf12	0.441833333333333
AKAP9	0.295666666666667
C1orf62	0.585
SLC20A1	-0.585
FAM112A	0.54775
LDB2	0.919
MRPS23	-0.864
KLK5	1.706625
SPTB	-0.6308
EFEMP2	0.16125
EFNB2	-0.241
PCM1	-0.376428571428571
NMNAT3	0.78525
TSG101	0.7325
C8orf40	0.3265
NOB1	-2.5065
ABHD3	1.1945
GTF3C4	-0.4865
PIGN	1.66766666666667
GALNTL1	0.23275
AEBP1	0.71875
OR9Q1	0.878
ANKRD2	-0.093625
CCL28	-1.984
TRIM38	0.508666666666667
TMCC1	0.328166666666667
SMG5	0.32425
LRRC7	-1.203
NCAPD2	-1.862
C6orf153	-0.37175
C1orf74	0.71925
OTUD6A	0.5175
DCP2	-0.449833333333333
TMEM24	0.11625
RPL18	-0.269833333333333
TMEM177	-0.34575
LRRC37A3	-0.0315
C1D	-0.0535
LDHC	-0.53075
UBE4B	0.178666666666667
NIT1	0.87175
BTN3A3	0.491
RASD1	1.880625
COMMD3	1.865
SHFM1	-0.4175
BIRC8	-1.10075
DUT	-1.09425
C12orf51	0.024
LRRC59	-0.162833333333333
LY6H	-0.48225
WDR22	0.216333333333333
EDEM1	0.7325
ADH1A	3.643
PANX2	-0.1884
CYP11B1	0.34475
CDC73	0.46875
GPR172A	0.8335
GSTM3	0.448307692307692
KCNA5	1.403
SERAC1	1.47266666666667
NFATC2	0.207
ANAPC5	-0.2723
C15orf24	0.43525
NFATC2IP	-0.508416666666667
TNRC6C	0.328333333333333
MGC102966	-0.3
FGD5	1.10016666666667
MED9	0.01475
RAB13	0.337666666666667
C15orf49	-0.213
CRYGS	-1.7732
C12orf53	-1.0037
LOC283693	-0.0875
