Hybridization REF	TCGA-AR-A1AS-01A-11R-A12P-07
CCL8	3.8925
APH1A	1.337875
COX18	0.157625
GTF2IRD2	-0.56275
CCDC82	-2.58566666666667
PAFAH2	1.6461
NPEPL1	-1.0952
RP11-114G1.1	0.446
TP53INP1	2.189375
ZNF300	-0.343333333333333
FOXL2	-3.79133333333333
LARP2	0.323583333333333
LATS1	0.66225
HTR6	0.6475
SPOCK2	-1.6665
RNF144B	3.5655
HTATIP2	-1.24475
MGC10334	1.04341666666667
CENTA2	1.991
FGF2	-3.729
FXYD7	0.3875
PHYHIPL	-3.074
GPR34	5.796
DDX6	0.435166666666667
OR10W1	0.409
LHFPL1	-2.1915
ZNF313	-0.598357142857143
VPS28	-0.25
AP3M1	0.2565
AKR1CL2	0.90475
TRAF4	1.17225
OR2B11	0.5835
C19orf12	-0.707833333333333
AKAP9	0.552833333333333
C1orf62	1.20266666666667
SLC20A1	-1.1113
FAM112A	0.30075
LDB2	-0.305
MRPS23	0.196
KLK5	2.2055
SPTB	-0.0496
EFEMP2	1.97475
EFNB2	-0.231125
PCM1	-0.928928571428571
NMNAT3	1.3005
TSG101	0.437
C8orf40	-0.280666666666667
NOB1	-0.75425
ABHD3	-0.70425
GTF3C4	-0.057125
PIGN	0.5455
GALNTL1	-2.86775
AEBP1	2.894
OR9Q1	0.7105
ANKRD2	0.65275
CCL28	-3.70625
TRIM38	1.35733333333333
TMCC1	0.6555
SMG5	0.85025
LRRC7	-2.902
NCAPD2	-1.24033333333333
C6orf153	-0.623
C1orf74	1.54575
OTUD6A	-0.1005
DCP2	-0.689166666666667
TMEM24	0.13725
RPL18	0.0628333333333333
TMEM177	-0.2135
LRRC37A3	0.138
C1D	-0.663666666666667
LDHC	1.7615
UBE4B	-0.341833333333333
NIT1	1.105875
BTN3A3	-1.34025
RASD1	-0.59575
COMMD3	0.8045
SHFM1	-0.2075
BIRC8	-1.101
DUT	-0.57425
C12orf51	0.813
LRRC59	0.111
LY6H	1.46175
WDR22	0.428083333333333
EDEM1	0.850142857142857
ADH1A	1.606
PANX2	-0.0151
CYP11B1	0.6
CDC73	0.16775
GPR172A	0.90525
GSTM3	2.21730769230769
KCNA5	-1.138875
SERAC1	0.543666666666667
NFATC2	0.449
ANAPC5	-0.4638
C15orf24	-0.04325
NFATC2IP	1.23845454545455
TNRC6C	0.724166666666667
MGC102966	2.139
FGD5	3.7405
MED9	-0.94125
RAB13	1.45066666666667
C15orf49	0.2015
CRYGS	-0.8374
C12orf53	-1.3247
LOC283693	0.076
COX6B2	-0.767875
PHF14	-0.7215
FAM3A	0.478625
RPL13	-0.479
PRDX2	0.378
FLJ34047	-3.01625
PRMT3	-0.39225
KCTD19	-2.6435
TRIM10	-0.9054
MGC26597	0.603833333333333
GCNT4	0.31175
GPRASP1	-0.39675
CDKN1C	-1.68366666666667
RHBDL2	1.7448
HSPH1	0.385
AQP1	1.927875
COL17A1	-0.836
GFAP	0.20925
CDC16	0.2805
KIAA1614	0.6305
C6orf118	-0.4225
ZSWIM5	-3.03775
FAM83F	3.538
LYNX1	0.9701875
SYNPR	-1.519
XG	2.84083333333333
PRSS16	0.44975
KIF13B	0.810357142857143
PCDH9	-2.054625
HIST1H2AH	1.495
RBM18	-0.4355
ZNF626	0.611375
HEXIM2	0.424166666666667
ITFG1	0.138
TUBG2	0.665
SFRS7	-0.185416666666667
C9orf14	2.1215
EXTL1	-0.84175
GBP3	1.09566666666667
WDR5	-1.10325
RARG	0.920666666666667
MYO7A	0.330125
CECR6	-1.518
C13orf3	-1.617
SFRS18	-0.913375
ACVR1B	0.605
PSMD1	-0.5394
C7orf31	-1.779
ILVBL	-0.183
IFNGR1	0.56075
RNF186	-0.266
NOL9	-0.6665
MAGEL2	0.51375
SLC29A2	0.6065
NHSL1	-2.40725
RBMX	-1.237
PSORS1C2	0.56975
RAD51L3	0.12575
LCN6	0.0975
ORAI2	0.814875
BRUNOL6	0.0053
OR4K5	-0.067
CDC123	-0.436125
MSLN	-1.33316666666667
WWTR1	-0.254
ZNF700	-0.833333333333333
COBL	-0.29725
PPP1R16B	-1.25057142857143
GAS7	-0.2993
MDN1	-0.964
HAAO	0.3975
C9orf68	2.27925
TNFAIP2	1.1095
FOXN1	0.4495
hCG_2033311	-0.314
ATP6V0D2	2.5661
RPL41	-0.503875
SLC38A1	-0.0305
ARHGAP6	-1.77627272727273
ADAD2	-1.2745
PHF20L1	-0.449875
MCM3AP	0.177166666666667
ST3GAL3	-0.775666666666667
SNX1	1.30083333333333
ELF5	-0.223
PARP3	1.24225
RBM8A	-0.0693124999999999
LINGO4	0.095
ITGA9	-0.769166666666667
ZFR	-0.3895
ACSL6	-1.052625
FLJ20699	0.938
DAOA	0.342333333333333
FABP4	3.623
KCNB1	-1.47575
CANX	-0.26
SLC25A28	-0.0445
ADIPOR2	-0.29275
ECHDC2	1.75825
SMA4	1.8295
FRZB	2.4125
PABPC1	-0.0901666666666667
DMRTB1	-0.466
APOBEC3G	-1.58675
CATSPER2	-0.548166666666667
CUEDC1	2.17766666666667
STARD9	-1.938375
CLDN8	4.027
LOC23117	-0.756545454545455
E2F6	-0.854277777777778
TMEM126B	-0.589833333333333
DPY19L4	0.218
GIMAP5	1.69483333333333
NDUFA9	-0.0991666666666667
FAM77C	1.6625
CTPS2	1.078
LOC51035	0.133125
WDSOF1	-0.70225
EGLN3	0.586375
PITX3	1.317
OR52E8	0.29
GRM4	0.4585
KLK1	-3.48683333333333
GPM6B	-2.61275
RRAGD	-1.2745
PAGE5	-3.871
UCHL5	-0.387166666666667
ULK3	-0.722666666666667
AIM2	-1.86833333333333
PNO1	-0.9705
OR2F2	0.218
GNAT2	-0.8235
SIX1	-2.69975
ST13	0.451
ZBTB44	0.350125
TIMP2	-1.02975
ZMAT4	-3.86525
GTF2IRD1	1.07016666666667
ZNF19	1.02733333333333
ZNF714	-0.9385
RSC1A1	-0.30825
C9orf80	0.53275
PSMA8	0.29125
TMEM141	0.04325
COX4I1	0.481642857142857
CTAGE1	0.162166666666667
DTWD1	0.00850000000000001
HSD11B1	0.352
KRT6B	4.799125
ARID4B	1.0135
LHFPL3	0.253
WWP2	1.00083333333333
ZNF326	-0.827
RGPD1	-1.01
CTSH	0.0958333333333333
FASTKD1	-1.97942857142857
PAF1	1.2132
TTC9C	-0.66725
IFT57	-0.267
PRSS36	-1.4065
IL20RB	-1.898
ZNF592	-0.154166666666667
DCTD	-0.0777
CFP	-1.43875
MFNG	-1.64275
JMJD2B	1.83625
ALDH3B1	0.56475
THSD4	1.53733333333333
KCNJ5	2.6335
LMNA	1.17416666666667
TBCD	0.788375
ZNF250	-0.4955
CASQ2	-0.218166666666667
PEG10	-4.99916666666667
PRAME	-5.35866666666667
NP	-0.856125
TRIM59	0.177166666666667
ZNF12	-0.480875
XTP3TPA	1.56175
SIGLEC7	0.6404
PANK4	0.67
FAM70A	-2.8665
SNED1	0.5215
HIP1	0.9133
RAET1E	1.70333333333333
AMAC1L2	-0.8815
AHNAK2	1.25683333333333
TOE1	-0.822166666666667
RECQL4	-1.2815
SPRYD3	1.063
DPAGT1	0.396
MAGED2	2.8156
ANKRD55	-1.37425
TRPS1	3.75408333333333
DOK7	1.6005
TFPI2	-3.8195
GTF2H3	-0.00416666666666666
CYP4F11	-0.26
LHX2	-3.68966666666667
ATG16L1	1.577
ASB12	0.22
C1orf116	2.78
NF2	-0.02615
POM121	-0.3281
PHYHD1	2.9078
TXNDC17	-0.533666666666667
DKFZp779O175	-0.90925
NUP62	0.0115
MYO18B	-0.206
PRAMEF1	0.0005
TCBA1	-0.0520000000000001
TMEM168	0.253
FJX1	0.507666666666667
CLCF1	0.22175
SEPN1	0.43
IGSF2	-0.0866666666666667
NUDCD1	-1.1105
TFF3	0.228666666666667
NDFIP1	0.568642857142857
CHCHD4	-0.5215
TNR	0.332
CUTA	-0.216833333333333
USP44	-4.6335
DPP10	-0.2545
IWS1	-0.434666666666667
PCGF1	0.13525
SULT1C4	-0.93
NTF5	1.0615
PTPN13	-0.336
SSTR5	1.0285
SFRP1	-5.2335
IDH3B	-0.447625
SUOX	1.969
TMCO5	-0.520666666666667
GOLT1B	-0.14175
MIB1	0.375428571428571
PCDHGB1	-0.0185
SUSD1	-0.4265
ICAM5	-2.52016666666667
PAPOLB	-0.38
URM1	-0.2225
TMEM106B	-0.126666666666667
LRIG2	-1.59875
SLC27A5	-0.80775
CLIC6	5.3192
ZNF420	1.16733333333333
SCN9A	-0.6854
KIAA1909	-0.0165
ELMOD1	-2.992
PRKAG1	1.066
FAM64A	-2.31677777777778
EEF1G	0.01145
SMAD5	0.613
INCENP	-2.91425
WASF2	0.981
GARS	-1.1286
CDK10	1.1298
HLX	1.52066666666667
MDM4	0.264375
ZNRF1	-0.310571428571429
HHATL	-1.12366666666667
FAM21C	1.3033
HIST2H3C	0.693
PFDN2	0.34225
ZNF200	-0.67225
NDN	-1.0505
HBA2	-3.142
FBLN5	0.498125
PUM1	0.388571428571429
TNNT1	1.49283333333333
C19orf59	0.3155
HNRPH2	1.41833333333333
RAB7A	1.01433333333333
PMS2	-0.117625
BIRC3	-0.674666666666667
NRSN2	0.853875
OR52K2	-0.089
SPOCK1	0.878428571428571
H2AFY	1.64275
RXRB	1.12525
ZNF638	0.0288333333333333
ANKRD45	-1.00233333333333
ACTN4	0.568166666666667
FXC1	0.9425
EIF2B5	1.137
VPS33A	-0.56525
PINK1	0.705375
FAM106A	0.4805
SKIP	0.270285714285714
GAPDHS	0.6165
MUM1L1	-0.344
PSTPIP1	-0.28175
CNTNAP1	-1.424
CYP26A1	-1.063
APOL2	-0.5725
TACC2	-0.2415
COX7A2L	0.0531428571428571
HSD17B1	1.239125
ARRB2	-0.478
SLC7A6	-0.015
HSD17B10	-0.603
RBJ	-0.528
NUP155	-1.71825
MRPL10	-0.360333333333333
CYCS	-1.71583333333333
CCDC46	-1.76766666666667
TECTA	0.314
GNAL	-2.0555
LPO	0.1035
PEBP4	2.8615
DDX11	-1.49375
C18orf12	0.332
TAF9B	-0.291333333333333
IMP4	0.0955
RPA4	-1.11666666666667
NDUFS1	-1.1025
UPK1A	-0.419
ARRDC2	0.192333333333333
C18orf20	0.547
AES	0.569642857142857
CD2BP2	2.147
C16orf54	-0.8925
UGT2B17	-2.248375
FGFR1	-0.182772727272727
CEACAM6	1.3558
CHRM5	-0.407
CERK	-0.401875
AP3S2	0.345642857142857
ANKS4B	-1.482
CLCNKA	0.132333333333333
ZNF208	-0.831
HLA-DRB5	3.972
CARKL	-1.563
GOT1	-0.126833333333333
CASP6	2.1305
HOXA1	0.102
RCL1	-0.5195
ZNF181	0.418166666666667
RAB40B	1.3005
MRPL38	-0.20575
LRRN2	1.52825
C3orf25	1.735
OR5D14	0.1855
OR10AG1	1.588
BET1L	0.8781
FRY	3.46875
AK3L1	-0.2935
CSF3R	1.253
POLR3K	0.803666666666667
ATG2B	0.161
EPS8	-0.1705
DARS	-0.3475
C10orf56	-0.388833333333333
DAD1	1.07641666666667
RIOK1	-0.8395
HERC2	-0.12325
HSD11B2	0.00883333333333333
FAM96B	0.3825
MGC13057	-2.8375
BSN	-1.86575
CAND1	0.1125
HCST	0.81425
ACTR10	-0.0233333333333333
OR8D4	0.5525
NASP	-1.0055
COL9A2	0.892166666666667
LYZL1	null
GPC5	-3.3865
TBL3	1.49816666666667
CENTD2	1.1331
OR5AP2	-0.832
TLR1	1.63325
LMO6	0.04925
ZIC2	-2.6955
CPNE5	0.73975
ZMYND15	0.33175
FLJ22374	-1.14
CCDC106	1.22075
PARP16	-0.817
PDIA3	0.06275
C14orf126	-0.0385
CECR2	-0.592
SFRS1	-0.341785714285714
FIGLA	0.843
DCP1A	-0.0545
MGC45800	-2.10922222222222
TEKT1	0.4148
C10orf67	1.955
CLN5	0.708
NTN2L	0.6665
GLE1L	-0.03875
CES2	-0.1513
GNAS	-0.182470588235294
DDX53	1.3575
TSPAN13	2.36325
MRPL52	-0.7747
SPIRE2	0.420375
TAS2R39	-0.4345
SCUBE3	-0.1715
UCRC	0.4204
CDKL3	-0.0135
KIAA1715	-0.4017
ZNF345	0.287
RTF1	0.1155
DHRS7	0.6645
RIPK4	-2.12183333333333
EXOSC2	-1.44033333333333
MS4A2	2.301
FGF17	-0.2795
WDR59	-0.848875
EVI2A	-0.5875
IL17RC	0.511
HS3ST1	1.64075
ITGB1BP2	-2.104
RBPJ	-1.10966666666667
GIMAP1	1.4745
INE1	-0.992
ALDH18A1	0.431
TPI1	-1.0915
GATA6	-2.183
CABP1	-0.121833333333333
ZNF484	0.80275
DAPK3	2.027
GJB1	-1.40575
PIN1	0.2585
SLC6A15	-4.62172727272727
CNO	-0.17925
RIN2	2.53625
FRRS1	0.3475
CYorf15B	-4.177625
DMRT3	-0.575
ATAD1	0.044
OTUD4	-0.328333333333333
ATOH8	-2.2325
ZSCAN16	0.9165
ASCC1	-0.307
OTUD3	1.093875
MGC33212	-0.128166666666667
YME1L1	-0.28375
RP11-218C14.6	0.14225
PCBP4	0.23775
TNFRSF10A	0.1745
CDH10	-5.0132
KL	0.825875
SCP2	0.263833333333333
C9orf119	-0.0835
SON	0.0196666666666667
MAFK	0.993
SBNO2	1.6025
SLC6A6	-0.2255
SC4MOL	0.487375
FAM35B	0.156
PPP1R9A	1.289875
PDZRN3	0.478625
CXorf20	1.298
C6orf126	2.522
AVEN	-0.70525
FLJ21075	-0.878
C14orf132	-1.255625
PCK2	-0.39675
GUCY2C	0.1345
BARX2	-1.0135
PEX11G	2.4605
DAO	-1.5525
C10orf49	0.5775
EDNRA	2.14233333333333
PPP2R5A	1.8098
DDX39	-1.56766666666667
SERF1A	-0.50425
ASCIZ	0.0724000000000001
FNDC8	0.46225
PTMS	0.800875
PHF7	1.5015
PIP4K2B	-0.2519375
HHLA2	1.2155
BDH2	0.3648
APOBEC2	-1.52933333333333
PENK	-1.45766666666667
SMAD9	-2.4265
MT3	0.21975
RGL1	-1.087
ATG10	-0.552875
DLGAP4	0.360166666666667
APPBP2	-1.24471428571429
BACE2	-0.836642857142857
LOC339344	1.971
ZNF395	0.998625
HIST1H2BL	0.904
ZNF467	2.1885
SLC25A21	-1.10025
PALM2	-0.861833333333333
NSUN5C	-0.40775
IL5	-0.0642
CLSTN2	2.732
ANXA8L2	-0.5125
PTGES	0.97275
GDAP1L1	-2.57266666666667
OPRK1	-1.28116666666667
WDR20	0.235166666666667
C12orf4	0.190625
NUP88	-1.7925
XRCC6BP1	-1.14266666666667
FCGBP	1.71464285714286
LEMD2	-0.05275
NOMO1	0.6095
C10orf79	2.764125
ZNF79	0.5754
OCRL	0.2781
HSPA8	0.337083333333333
DIDO1	-0.734833333333333
PLA2R1	1.438
COG3	0.9547
NGDN	-0.696
CBFA2T2	0.131375
PNOC	-3.97425
PRRG1	0.788083333333333
AGGF1	-0.986214285714286
DPF2	0.1015
YIPF7	1.731
TRPV5	1.13
ZNF322B	0.84575
MED12	0.646
CARS	0.457666666666667
ABCC11	4.562
C9orf25	-0.2025
MYH1	-0.054
FRYL	0.186333333333333
AGTRAP	0.84775
MMP27	0.632
ZNF432	-0.192875
OR8D1	-0.2575
OR13D1	1.12125
VWA1	2.153
STON1	-1.16725
IL5RA	-0.304
PERP	1.426
C10orf107	0.4475
TNFSF12	1.336
FN1	1.41666666666667
MTR	-1.2455
PHLPPL	-0.4045
ZNF425	1.192
DHFR	-1.22261111111111
PPP1R12A	0.287875
RSPO2	-2.38385714285714
ZNF7	-0.435
ZNF583	-0.11025
TPMT	-0.293833333333333
GPR132	0.283375
OR2T12	-0.71675
SERTAD2	-1.3757
ATP1A1	1.1387
FRMPD3	1.49975
ZNF672	0.47775
PLXNB3	1.421625
EML5	-0.31
FAIM3	0.4615
UBQLN2	0.53475
SORCS2	0.9275
PRIM2	-1.276
ACVR2A	-0.2015
YWHAZ	-0.06575
PGM2L1	0.817125
GNAO1	-0.370428571428571
RPL10	0.0027
RPS6KA6	0.476
PFKL	1.29816666666667
SH3D19	0.118125
AURKB	-2.41
ZC3H6	0.605875
DISC1	-0.561
FLJ39660	-3.422
TMEM25	1.951875
OSBPL10	0.333125
CLTCL1	-1.34683333333333
ALG6	-0.831
CATSPER4	1.6025
LRTM1	0.9045
RRAD	1.27983333333333
TIPIN	-1.792
CARD14	1.604
RBM9	0.587
RASSF4	0.00125
SLC25A18	1.13583333333333
C6orf58	-0.66
IGHD	0.665
PLA2G6	-0.014
TPT1	1.010375
SEC63	0.7646
CCDC113	1.1506
TDRD10	0.085625
KIAA1666	-0.986625
TOR1AIP1	0.739833333333333
SYTL4	0.922333333333333
SPRR2F	-1.343
CEBPD	2.21575
SNTG2	-2.8755
C20orf77	-0.441666666666667
TAS2R49	-1.425
C6orf173	-1.991
SVEP1	-0.1723
PXN	-0.45
VIL2	2.50983333333333
C5orf21	0.54975
DIXDC1	0.38875
GANAB	-0.0905
PDSS1	-1.86825
NGFR	-1.103375
ATP8B4	0.56975
BMP8A	0.421
CCDC132	-0.410083333333333
GNRH1	-2.713
OR10T2	-0.49575
PDGFD	0.703
OR6W1P	0.3105
HARS	0.239
KRT77	0.2765
AQP8	-0.27875
ITGB1	0.1971
ZNF254	-0.5102
PAX1	0.362166666666667
PSMC4	-0.2282
ANKRD22	4.53625
PSMD8	0.0643333333333333
HTR1E	-1.131
SOX10	-2.646
OR5B2	0.699
RABGEF1	-1.22278571428571
MAP1LC3B	-1.0005
CYB5R4	0.80075
AGXT2L1	-3.4065
FLJ41603	2.00783333333333
TRAPPC2	-0.628166666666667
FNTB	0.1885
FLJ14107	-1.15033333333333
AURKAIP1	-0.00675000000000001
DSE	1.229
NFKBIZ	1.24166666666667
OSBPL3	-2.72633333333333
LOC130576	-1.30275
SLC39A9	0.281833333333333
LOC137886	0.260416666666667
RHCE	-3.303
ATG7	1.297
FAM82A	-0.0933333333333333
FBN3	0.028
MCFD2	-1.51283333333333
CASP14	0.7405
EPS15	0.215
SFRS2B	0.524416666666667
C19orf47	0.402
PLAC9	-0.5465
GPR23	-3.2775
BTNL3	-0.2696
RGS8	0.277
GNS	0.288875
ENO2	-0.230833333333333
CBX1	0.3066
PEX26	1.324
LRP5	-0.613666666666667
ADAMTSL4	-2.35383333333333
ARR3	-0.576166666666667
MAP1A	0.36925
CD2	-1.00375
NAV2	-1.3061875
TMEM69	-0.4425
ATXN7	-0.4562
CHN2	-0.538333333333333
ZNF781	-1.47883333333333
HAS2	-3.8025
KIAA0241	-0.0138333333333333
BIC	0.33
MOBKL2A	-0.00324999999999998
CYP2C9	-0.0515
CNOT7	-0.642071428571429
SFRS10	0.024
CST11	-0.94775
FLJ37543	-0.957
NKAP	-1.0355
RUNX1T1	1.45125
EAF1	1.1424
IL4I1	2.466
LRRC61	0.0113333333333333
PSIP1	-2.97
SPRR4	-0.058
ZFP90	1.20366666666667
AP2B1	0.668769230769231
SLC30A7	0.4685
C7orf28A	-0.467833333333333
S100B	-4.465
BMP2	-2.919
ESR1	4.15225
ZFPL1	0.64025
ARHGAP12	-0.1665
LRRC19	-0.165166666666667
ZNF767	-0.0185
NACA	0.2275
OLIG1	-2.543625
PRF1	0.56425
LST1	1.95433333333333
SPATA9	-1.393
CNFN	0.5565
CDK4	-0.3317
TCF15	-2.25083333333333
PARC	-0.18675
PPM2C	2.45275
LOC283345	-0.157
FAM107B	0.15075
DMXL1	-0.74425
RBM3	0.453625
HTR5A	-1.499
SCFD1	-0.506333333333333
EPHB3	3.2935
ROPN1L	-0.564333333333333
RAMP3	-0.70225
TSPYL5	1.43390909090909
GAP43	-3.8415
PAPD4	-0.244875
PDE3A	-3.1825
TNFRSF10C	1.234
JMJD5	1.149
RASGEF1A	1.8753
C16orf65	0.251666666666667
HIPK3	1.1045
XYLT2	-0.459
XPOT	-1.53383333333333
GAL3ST1	-2.702
DHCR7	-0.8565
AMIGO3	0.305166666666667
FGFR4	-2.19916666666667
CRAT	2.8705
PPP1R14D	-0.275
TRIM14	0.4615
TMPRSS11D	0.7095
SLC7A11	-2.55042857142857
OR10H2	0.34975
PPM1E	-2.2358
DOCK4	-0.028625
FAM127A	-0.450375
ENOPH1	-0.90375
SLC5A3	-0.2238
ZNF530	0.2672
NTS	-6.6305
FRMD4A	0.520875
BCL11B	-5.3205
PRM1	-0.48425
UQCC	-0.5166
S100A16	1.33183333333333
PLS3	-2.30575
WWOX	-0.471571428571429
CCDC23	-0.81225
GTSE1	-0.807
GP2	2.497
FLJ32549	-0.32775
CHIT1	1.54825
KLF9	0.454625
RPS24	0.312
MIA	-4.19075
FIGN	-1.78825
PYROXD1	0.505375
PCSK2	-1.19328571428571
MRPL9	0.15925
RPL24	0.430625
C12orf32	-0.848375
HIST1H2BE	1.08975
RGS18	1.13675
LFNG	1.397625
RAB4B	1.3287
FBXO25	-0.233666666666667
TSPAN31	0.946666666666667
ARL8A	0.916071428571429
C10orf83	-0.4806
OR51B6	-0.299
CNKSR2	-0.328
C1orf156	0.86725
IBSP	3.321
GFRA2	0.3957
ALKBH7	0.3863
NEK10	1.6825
VN1R3	0.120333333333333
LOC91948	1.1645
CPZ	-0.02525
IHPK3	0.264833333333333
COL8A1	0.279
RBPJL	-0.2035
OR10A4	-0.4265
CASP8AP2	-1.01475
MMP12	1.35983333333333
OR8B12	0.5225
CDCA5	-2.11533333333333
LIX1L	-1.258
PEX11B	1.45425
GABRA1	0.326333333333333
HABP2	0.9285
REEP1	1.86883333333333
FBXO15	-0.4125
CD68	1.5225
WFDC9	-0.207
GHDC	0.376833333333333
SMARCA1	-1.979
SPAST	-0.442666666666667
PLXND1	0.687416666666667
MLCK	-1.339
INTS5	1.01316666666667
BSG	-0.254214285714286
PARP8	0.391833333333333
TEAD4	-0.156166666666667
ZNF498	-0.98975
TMEM89	-0.719666666666667
DTX4	0.5625
TNRC6B	0.23825
ARMC2	-0.469
FGFBP1	-4.479
TIMM8A	-0.781
AJAP1	-2.21
ZNF608	1.0265
SLC25A42	-0.02375
SYP	-0.238166666666667
MMP11	3.25733333333333
USP40	0.7547
C3orf62	0.343
MYO1E	-0.6941
LRFN4	0.16825
XCL1	-1.76
GPR155	-0.34775
VPS29	-0.0025
CARHSP1	0.73725
ARHGAP20	-1.29083333333333
GREM2	-1.05753846153846
CCDC102B	2.1795
ZNF577	-0.123
HDDC2	-0.81725
SHC2	0.945
NCOA5	0.990166666666667
INPPL1	0.1655
CHGB	-3.5546
IHH	-0.565
DDEF2	-2.261
DIAPH3	-2.04371428571429
BUB3	0.494583333333333
GGH	-3.539
VPS35	-0.1034
CNN2	1.3185
ASNA1	0.8285
WDTC1	0.81025
AMAC1	0.315
HAS3	0.0511666666666666
SLC1A6	-1.34416666666667
ZNF563	-0.6315
C1S	1.94475
TCF7L1	-1.799875
OR10Z1	0.754
ME2	-1.0513
C6orf151	-0.99625
KPNA4	0.0043
GLO1	-0.807125
WDR61	-0.3715
CD302	-0.896
SIRT7	1.06266666666667
C11orf59	0.91275
PKIG	-1.32175
PPIL3	-0.911
CCDC74B	-0.38875
ZNF528	-0.53125
EFNA5	1.183
FCGRT	0.8635
NOL4	0.9901
CCS	0.447
LOC374491	-1.437
MFSD7	3.5375
ZNF555	-0.50775
LIMS3	-0.73675
TSSC4	0.691666666666667
COL11A2	-2.736
C1orf119	0.8365
BPNT1	0.563875
CHRNA6	2.1065
C1orf173	2.5557
PLD2	1.594
ORC1L	-3.09775
SASH1	0.935625
CDC14B	-1.6285
RLBP1L1	0.76
LDLRAP1	0.0236999999999999
NAT8B	-0.0633333333333334
HHEX	-2.6675
LGALS7	-0.6475
PLCH1	-0.305
OR1M1	-0.359
PRAMEF16	0.0953333333333333
HECTD1	-0.6715
C14orf39	0.15
TLN2	-0.0963
HDAC4	-1.47185714285714
SYCP2L	-3.3245
GLRA1	-0.5375
RPS6	0.344125
hCG_1757335	0.351
KLHL1	0.075
CTNNBIP1	0.815833333333333
SCAND2	0.4505
HMGN2	-0.6926
YAF2	0.0465
BRPF1	0.8035
LIAS	-0.98675
CTA-246H3.1	-3.69075
SAG	1.94175
C20orf10	1.104
HNRNPA2B1	-0.723333333333333
GADD45A	0.556
MSH4	-0.156
TMEM70	-0.60075
HIST1H2AM	1.398
C19orf26	0.327833333333333
C1orf50	0.2325
GNG3	0.7285
FTO	-0.3975
CALCB	-2.076
PPP3R1	-0.1385
C15orf42	-2.67425
CCNJ	-1.99025
GNAZ	-1.11206666666667
PSD	0.789
FAM57A	-1.643
STIM2	-0.593666666666667
DHX8	-0.06225
MOGAT3	-0.166
UBE3B	0.6435
PLAT	1.70116666666667
C6orf206	0.501
COPE	0.0137
EIF3A	0.22125
C1QL2	-0.41925
IQCE	0.07075
KIAA0182	0.395333333333333
SLC22A7	0.4865
PPFIA2	0.725
ADAMTS15	2.2785
ODZ1	-2.9255
THBS4	2.05
ARHGAP1	1.034875
B4GALNT3	0.7565
FCHO1	-3.6265
LOC440456	0.53975
HOXD10	-0.0228333333333333
CXCR3	-1.08016666666667
CHI3L2	2.586125
SRPX2	1.45625
ZNF132	1.26916666666667
UBAC2	1.07183333333333
RPL32P3	0.647
CBWD6	0.2915
ST6GALNAC4	0.064
KIAA0391	-0.175
LOC388969	0.2505
KRTAP5-8	-0.431666666666667
ZNF786	-0.235
LYVE1	0.348166666666667
GPR144	-0.11075
APOH	-6.182
TSC22D2	-0.205
PLCD1	0.26
FLG2	0.912
M-RIP	-0.4244
NDUFV1	-0.214
POLDIP2	1.14233333333333
RAB3GAP2	0.166333333333333
RPSAP15	0.164
CLEC7A	0.76875
HSPA14	-0.831
TAAR5	0.2735
FAM132A	-0.90175
C2orf43	-1.13475
OR10V1	0.4285
SELPLG	0.5765
C1QTNF6	0.0685
OPCML	2.246
DTYMK	-0.7265
ALDH16A1	-0.329875
F13B	-2.7935
MGC16169	1.56475
KIRREL2	-2.434
C14orf32	-0.4285
SLAIN2	0.7867
HSD3B2	-1.0685
AMMECR1L	0.4111
LRRC37B	-1.1625
HMG20A	-0.709166666666667
C22orf27	0.6723
FBXL22	0.6525
AP1B1	2.291
TNKS1BP1	1.98475
CD74	4.1935
HSPA12B	2.326
PLSCR1	-1.1115
SLC35E1	0.880166666666667
FEZ1	-1.54175
APOD	0.47275
C16orf44	0.61975
C1orf166	1.642
KCTD11	1.4955
NELF	-0.3535
SRP54	-0.189333333333333
MGC35361	-0.921
GPR35	-1.0345
NRGN	0.012625
SIGLEC12	-0.12875
SCN1B	0.64925
IFNW1	2.3955
STAR	-5.617
HLA-DQA2	2.1744
RNASEH2B	-0.988
TAAR2	0.249
VAMP5	-0.621833333333333
TUBA1C	-0.389428571428571
PIK3R2	0.758625
ARD1A	-0.3835
EBF2	0.6125
CAMSAP1L1	0.54825
CYP3A43	-0.0225
AKR1B1	-2.16575
KIAA1729	0.528125
KAL1	0.0493000000000001
CYBB	-0.198125
UXS1	-0.98525
LOC338579	0.27075
C11orf45	1.26075
SHB	1.144
IKZF4	-0.10575
NDUFA1	-0.8445
HSPE1	-0.31925
C1orf215	-1.08025
GPR113	-0.519
ZNF573	-0.31025
TBX18	0.302
GGTA1	4.917
PCDHGA8	0.115
RPS6KL1	-0.29275
DPP9	0.892125
SLC43A2	0.53575
COPS3	-1.47525
PMPCB	-0.4035
HYLS1	-0.0445
LSM8	-1.36683333333333
PDE6B	2.188125
C10orf118	1.5205
OR1C1	0.9685
ZNF415	0.845
OR2F1	0.577666666666667
ZDHHC13	-0.698125
FZD8	-0.3959
TCEA1	-0.5871
SUSD4	-0.246875
C22orf24	-1.0345
TNFRSF14	-0.6385
TRIM28	0.457333333333333
FGF5	-1.74466666666667
CSPG5	-0.241
RNF133	0.505333333333333
FKBP15	0.712
BZW2	0.0555
NSMCE1	1.585
PTPRN	1.0595
TST	-0.355375
