Hybridization REF	TCGA-BH-A0DO-11A-22R-A12D-07
REEP6	0.662
ATP5G2	0.416
ERG	1.229625
TMEM42	0.346
PARN	-0.581833333333333
SOD2	-0.0731250000000001
DIRAS1	0.197166666666667
PNPT1	-2.163
JOSD3	-0.6515
hCG_40738	-0.3955
PDE1C	-0.0285
SEMA4D	-0.065625
AGPAT1	-0.166666666666667
NOSTRIN	1.359
MAP3K3	0.3365
MAX	0.462714285714286
CAPS	0.410333333333333
SERPINA12	0.1175
OSBPL8	0.27975
RICS	1.1555
NR4A2	1.59866666666667
PPCS	0.759
LONP1	-1.55925
SCYL3	1.261
HERC2P2	-0.797833333333333
FIBCD1	-0.3195
C15orf41	-0.42175
DMC1	-0.979166666666667
C20orf27	-1.203
RPS6KA5	2.0295
FAHD1	-0.826
SLC12A4	0.039
BRCA1	-2.24308333333333
GBL	-0.7955
SLK	0.0578333333333333
NUDT9P1	1.7245
NOXO1	1.3065
USP52	-0.77225
BAZ1B	-0.7705
SLCO2B1	2.37375
BBS12	1.66016666666667
LRGUK	-0.729666666666667
TERF2IP	0.3455
COL1A1	0.8775
KIAA0090	0.068125
GRK5	0.0258333333333333
AP1S2	-1.3511
TMEM52	-0.5385
CA11	0.64875
OR4A15	0.260333333333333
ACBD3	0.7519
SPAG11B	-0.19775
PRDM2	1.2952
FOXP3	0.13575
SMYD3	-0.9191
LOC389199	0.413
LGI2	-0.141
NAPE-PLD	-0.8207
ANKRD6	1.093
WDR45	0.472333333333333
SHROOM1	-0.81725
PSCD3	-0.7185
PYY	0.251
KCNC1	1.024
ARHGEF9	0.9202
OR8J1	0.49875
GPR55	0.105833333333333
NS3BP	-1.717
C10orf22	0.448166666666667
NAT8L	-0.2615
DUSP4	0.0595
FOXM1	-3.39033333333333
GRAMD2	2.6442
ZBTB48	-0.0156666666666667
BUD31	-0.6015
PABPC5	0.894
CCDC41	-0.91675
FBXO11	0.229
C6orf148	-0.1485
RFXAP	0.028
C6orf15	1.98933333333333
CDK8	-0.7205
C6orf70	0.28225
TESSP2	0.2055
ALG2	0.3465
PPP1R3D	0.7705
TPM3	-0.798222222222222
SYT13	-1.746
EPB42	0.187166666666667
CETN3	-1.03025
PRY	0.323
NTHL1	-0.511333333333333
POLR2B	-0.3245
RPS28	1.36325
P2RX3	0.08875
LYZL4	0.1545
WBP4	0.5807
PMM1	-0.61
C11orf79	0.137
CBLL1	-0.3005
IL1F10	0.364666666666667
VAX2	-0.345
SETDB1	-0.267833333333333
LRAP	-0.553666666666667
GCLM	-0.470833333333333
CPEB3	3.06225
PPM1A	0.571375
INTS1	-0.7175
CAMTA1	1.36866666666667
SAMSN1	-2.799
LOC158830	-1.5875
GMPPA	-0.9665
AIPL1	-0.51025
IL24	-0.151636363636364
BDKRB1	-2.114
MLF1	0.9652
TAF12	-0.83025
ID1	-2.254625
THADA	-0.3025
PIK3CB	-0.36275
OR4N5	0.9895
TBC1D17	-0.0911666666666667
COX8A	-0.57475
CDCA4	-1.59125
C2orf44	-0.77525
ZNF534	-0.82175
IMMP1L	-0.27375
NIPSNAP3B	0.850875
FTMT	1.538
PWP2	-1.07716666666667
MMP15	-1.0954
DNAH11	-1.07775
MTMR14	-0.608375
DNAL4	0.43525
IPP	-0.48825
TMEM59	0.744375
C1orf157	0.119
RGS4	-1.17716666666667
DDX18	-0.688
SNX6	0.0185
ZNHIT2	0.314333333333333
NCDN	-0.599833333333333
FLJ33534	0.8715
RAG1	-1.223375
OR4D10	0.2265
PTPN5	-0.639333333333333
POMT1	0.09475
LRRC8A	0.26
CYP1A1	-0.983
CAPN1	-0.581333333333333
DDHD2	-0.076875
GRIK2	-0.092
GNRHR	-0.04675
PPBP	2.5615
HTR3A	-1.176625
SLITRK4	1.247
ANKRD49	0.31675
BTF3	0.4121
SARS	-0.1095
C13orf18	1.04333333333333
CACNB1	0.205285714285714
QKI	0.832227272727273
SETMAR	1.075125
MAN2B1	0.254166666666667
EML3	-0.667
ACADL	2.26233333333333
OFD1	0.4085
DEFB114	-0.0615
CGA	-3.8988
PEX16	-0.0451666666666667
LRRC10	-0.0445
GNG12	-0.0565
C1orf152	-0.4855
CHRM1	0.511
CD53	-0.07125
DBH	-0.85925
TFAP2B	3.318125
HIST1H2BJ	-1.67983333333333
FAM46D	0.069
TMEM11	0.0175
C3orf32	-2.164
PCCB	-1.4645
IPO13	-0.287375
C6orf105	-1.58275
COMMD5	-0.042
SUV420H1	0.582
LTBR	0.23875
ARHGAP15	-1.1825
HDHD2	0.35875
TDRKH	-0.740666666666667
LOC401052	1.4385
PSG4	-0.9355
GNB4	-0.9971
SPATA4	2.29475
SLC9A3	-0.495
OSBP	0.547166666666667
NBPF3	0.0503333333333333
DOCK11	-0.222
SLC39A5	-1.27233333333333
PRR5	0.6427
C10orf63	0.378375
SMTNL2	-0.60875
ADRA1A	0.57675
ASAH1	1.714
DOM3Z	-0.7221
GIPR	0.514333333333333
AHI1	-0.1565
NADSYN1	-0.5605
RGS14	-0.6227
IL18BP	0.6449
RTN4RL1	1.47033333333333
ARMC6	-0.77875
PSMD5	0.2185
HK3	0.7765
OR4S1	0.31775
RSU1	1.0774
MAD2L1	-3.401
EIF4A3	-1.00025
DLEC1	0.708666666666667
E4F1	-0.2805
CHMP2B	0.3883
CAMSAP1	-0.51375
RPS21	-0.0953333333333333
ARID5A	2.59875
UBE2N	-0.2706
IGSF8	0.449166666666667
MAGEB6	-1.5415
ACAD11	-0.5311
MGC4172	-0.53375
LMO4	0.817
KLKB1	0.2655
HP	-0.3535
HDAC3	0.072
SCHIP1	1.561
CLCA1	0.46
OLFML2A	2.04375
C1orf112	-2.26025
KIF19	1.3285
HAPLN4	0.3343
CXCR7	0.831
GOT2	-0.7558
RAB38	-0.60425
DCX	2.678
PPM1H	-0.278083333333333
NFYC	0.452
KIN	-0.07475
ZNF228	1.39625
PLSCR4	3.74316666666667
HIG2	-1.345
FAM79B	4.2655
C21orf86	-0.6568
KCNK10	0.016
ZNF738	-0.90775
FSTL5	-1.693
OR6A2	-0.339
OTOA	0.736333333333333
EXOC1	0.621
AHRR	-3.239375
PDAP1	-1.80333333333333
C19orf6	-0.505375
ZAN	0.11325
LY6G6E	0.3155
EIF4E2	-1.04875
C20orf198	-0.20175
ZNF324	0.65125
CYP3A5	-1.7735
ENTPD7	-0.980666666666667
MBOAT5	-0.165333333333333
GJB5	2.01975
TTC13	-0.68575
S100Z	-1.2665
KIAA0664	-0.8305
PDGFRB	1.94391666666667
IL17D	0.058
OR56B4	0.398
RDX	-1.18383333333333
SLC34A3	0.3165
IL28B	0.015
JUND	1.97025
CHRNB1	0.089625
CAMK2B	1.72675
FETUB	-0.2795
CXorf23	1.342125
MRTO4	-0.774875
TTC3	0.433
NDUFB8	-0.448166666666667
EDG2	0.01025
SEMA3G	2.06075
IL23A	-0.99775
GRHL1	2.0884
LOC441054	-1.3265
WDR65	0.881375
PSTK	0.344
STOML3	0.143166666666667
R3HDM2	0.1445
C5	-2.11275
SLC2A10	0.143666666666667
C3orf22	0.34375
PAQR3	-0.778846153846154
ANKRD26	-0.4485
HCRTR1	-0.152
LOC399947	-0.412
PSD2	2.08325
TIGD2	1.34116666666667
SCRN1	-1.379
COQ10A	-0.35975
DDI2	-0.049
METTL7B	-0.993166666666667
UCN2	0.542
FAM92A3	-0.703
WDR16	1.55625
ZNF511	0.0571666666666667
ZMYM5	-0.8865
POLR3G	-2.402
ZNF586	0.09275
C1orf49	0.378666666666667
TANK	1.95416666666667
RCAN1	2.43566666666667
PELI3	1.5985
LIMD2	-0.471166666666667
TMEM189	-1.2095
NTN4	2.726875
LOC151300	0.42
CLEC2A	-2.929
GPR135	-0.26775
DPYSL4	-1.2846
JAK2	-0.2065
TSHZ1	1.22033333333333
TM9SF4	-0.510875
ZNF264	0.713833333333333
SIRPG	1.1605
BICD1	-1.0575
HERC6	1.39383333333333
METTL5	-0.7345
CASP1	1.76025
PRRT1	0.0121666666666667
PLA2G4C	2.39616666666667
ICA1L	-0.0632142857142857
TPTE2	-0.2945
OTUD7A	0.927166666666667
AQP11	-0.9795
APOA2	-3.5238
KALRN	-0.0707000000000001
SECTM1	-0.267583333333333
IFNAR1	0.508
TALDO1	-0.6855
RAB11FIP4	-0.52825
EIF5A	-1.53
FAM49A	2.0965
NEGR1	0.9395
YTHDC2	0.076625
EHD2	0.552125
NCF1	0.8763
SCRT2	0.473
HOXA5	2.37583333333333
NUP133	0.04475
FGF12	0.3346875
SLMO2	-0.52775
SNTA1	0.066625
CACNG2	0.00749999999999999
GCM1	0.2435
ELF1	0.6315
TLR5	3.46675
TCFL5	-1.24841666666667
RBMY2FP	-1.0125
LOC100125556	-0.064875
FAM129B	-0.034
MAP3K7IP1	-0.1565
NCK2	-0.0705
OXA1L	-0.6055
FMO9P	-0.089
ZSCAN12	0.5685
PSMD12	-0.687916666666667
HSCB	0.03925
CLDN10	-1.2715
MGC13053	-0.9845
HPCAL4	-0.681833333333333
ASZ1	-1.5935
MEX3D	0.183833333333333
NFAT5	0.1904
CSPG4LYP1	-0.2425
FBXO3	1.1686
DVL1	-0.692
CMKLR1	1.029
TYMS	-4.715375
PEF1	0.38725
ZNF750	3.24066666666667
MCM5	-1.0482
MEGF11	-0.62075
KCNK7	-0.025
PTP4A3	-0.3385
C1QTNF2	-0.972
OR6S1	0.446
FAM122B	-1.5775
ZNF551	-0.240125
HBQ1	-2.0275
GEMIN6	-1.06425
ARSK	0.337
RBP7	4.35416666666667
CPNE9	-0.45225
DSC1	4.3
LOC730112	0.6955
MAP2K4	0.723
HS3ST5	-3.0105
EPB41L3	-0.01875
TEKT2	1.51975
CDKN2B	-0.48075
ZNF480	-1.306
MAP3K6	0.6437
MAP6	2.24133333333333
HN1	-1.7877
OR2L13	1.89183333333333
SLC16A11	1.13875
FAM96A	-1.38275
APOL1	-0.10275
C5orf32	-0.181
RTP1	-0.483
RNF175	1.066625
ZBTB41	0.454
AHCTF1	-0.4604
SAE2	-0.6094
ITGA2	1.1605
MME	2.55233333333333
CCDC14	-0.39075
MAST4	0.907714285714286
KRT33B	-0.2855
KCTD2	0.0101666666666667
WDR26	0.128666666666667
MFI2	1.187375
NR4A3	-0.016875
ARSA	-0.26725
UNKL	-0.00266666666666667
SULT6B1	-0.2685
CCNA2	-3.92
SOX15	-0.5635
PPAPDC1B	0.223416666666667
C19orf44	0.4735
MCAT	0.636583333333333
ARID1B	0.168375
OR52N1	0.18
C12orf48	-2.737
MAGI1	1.16575
NIPA2	-0.74175
GBX2	-1.77425
RSHL3	1.176125
RAVER1	-0.174166666666667
C15orf17	0.0905
SLC30A2	1.5195
ZNF518	0.38775
PCYT1B	-0.73025
C10orf114	-1.64625
EIF3H	0.352166666666667
SLC25A39	-1.2925
KIF1B	0.497
AMOTL2	1.6155
C6orf120	0.88225
PSRC1	-2.47575
PLA2G10	-0.363
KIF5C	0.064
MRPL37	-0.773
C17orf62	-0.518
C9orf135	-0.974
DUSP10	0.4217
CLCNKB	0.0045
PSMA5	-1.070375
C8orf53	0.42775
AMPD3	0.440166666666667
PIAS1	0.06125
ADCYAP1R1	0.4725
GYLTL1B	0.84625
CDH20	0.370333333333333
FBXO7	-0.063
TMEM134	0.300833333333333
FLJ14213	0.279166666666667
ZNF3	-0.218
LRRFIP1	0.237458333333333
CNOT2	0.297416666666667
ABI3	2.01325
ALDH5A1	-0.300416666666667
HNT	1.1102
SERPINA4	-2.91375
TK2	0.775333333333333
STMN1	-2.79188888888889
GUCA2A	-0.160833333333333
GALNT10	-0.403
DPP6	-0.222210526315789
C9orf93	0.206375
PRELID2	-0.157125
STK39	-0.522875
SFTPA1	-1.25
CKS2	-3.66311111111111
RHO	0.153375
C20orf135	0.05825
XKR3	-2.0225
CR1	0.37725
RPS6KA2	0.768714285714286
C20orf112	0.808
MRPL22	-0.658
C4orf23	0.280666666666667
GADD45B	-0.0855
KLHDC1	2.42633333333333
C2orf48	-2.783
ZNF287	1.6395
DAAM2	0.103
DPPA2	-3.40466666666667
TCTN3	0.0535
DNAJB11	-0.561875
FPR1	1.3525
DEFB4	-0.2515
PTCD2	-0.8298
SMOC2	5.18066666666667
CABP7	1.58475
SERPINB11	-0.108
MAGEF1	0.43225
NDE1	-1.08183333333333
ITGA10	0.4745
FSHB	-0.0515
ANXA2	0.4145
HORMAD2	0.1915
HLCS	-0.0705
MCF2L	1.3255
FH	-0.7125
TBC1D24	0.204
KIAA1505	1.3595
LGALS2	-0.79625
CNBD1	-0.4135
SYNPO2L	0.69825
PTPN23	-0.0469285714285714
C1orf183	-0.6205
MAGEA8	-3.09775
DGCR8	-1.126625
GSR	-1.62125
PAQR7	0.06
ZNF676	-0.05025
CACNA1C	0.4337
SP7	0.681
PDCD6	-0.5235
NRN1L	-0.6205
BRI3BP	-1.78016666666667
KIAA1183	1.00125
ASB4	-0.1775
CCL23	1.5498
OBSL1	-0.068875
SLC12A7	-0.0876666666666667
KIAA0240	2.07225
CD1B	-3.073
FCGR2A	0.588125
MDC1	-0.93275
HTR1A	-0.00650000000000001
OCEL1	0.13625
ATP11B	-0.3181875
FBXO34	0.102833333333333
PCDH12	2.9765
RPE	-0.94125
C17orf74	-0.223
CSDC2	-0.053
PET112L	0.19825
TMBIM1	0.513
P2RXL1	-0.483
TCHP	-1.42525
TRMT1	-0.7085
F2RL2	-0.749
LRRC32	2.54466666666667
IMPG2	-0.00149999999999999
BGLAP	-0.296
LOC493869	-2.05266666666667
MRAS	3.132125
SLC35F5	0.22725
CBWD1	-0.029
AXL	-1.20375
ATP2C2	0.656
TELO2	-0.828
PNPLA3	-3.4395
PCDHB14	1.96975
CD276	-0.77625
KRT80	-0.787125
DUSP28	-0.2045
CSNK1E	0.011
SRP14	0.539
KCNQ4	0.2145
KRT72	0.156833333333333
CCDC117	-0.266375
C6orf89	0.236944444444444
TUBB2B	-1.4
RTN4IP1	-0.67025
CR1L	-3.58266666666667
CEND1	0.159125
C12orf41	-0.0895
RNF31	0.2905
UBN1	-0.547666666666667
C17orf32	0.235375
SLC5A7	0.07425
GPR92	0.606
ESAM	2.2083
CTNNA1	0.236333333333333
HRBL	0.1845
CBX4	-1.0375
TMEM182	0.65075
SH3TC2	0.177666666666667
IL10	0.401833333333333
PXMP4	-0.1315
RNF167	-0.1648
PAK7	4.45033333333333
ETV3	0.13
ATPIF1	-1.019
LOC554207	-1.39266666666667
OR8H1	0.10275
WDFY3	1.09975
DPM1	-1.00875
GPSM1	-0.297
WDR92	-0.3949
LRP1	0.622333333333333
ANKH	-0.35675
THUMPD3	-1.06475
POLR1B	-1.06275
OLFM4	6.24633333333333
RAD9B	0.81175
TSPY2	-3.112
PAX6	-2.2135
SCG2	-4.242625
SLC17A6	0.48475
FMO3	3.034875
PADI4	-0.595625
TUBB4	-0.9124
NLK	-1.1935
POU4F3	-0.3885
SDF4	-0.43375
ITGBL1	1.75783333333333
NETO1	-2.33375
TAP2	0.39
ABBA-1	-0.362583333333333
GNAI1	0.95825
VPS4B	1.18
NOPE	0.1652
GALNT6	1.19516666666667
SESN1	1.495875
GBE1	-1.45066666666667
CLASP1	0.0275
RASGEF1B	1.603375
ACOT11	0.0504285714285714
AFAP1	0.80975
OR2H2	0.0345
DPY19L2P1	-0.62625
DZIP1	-1.0665
SEC22C	-0.297583333333333
GPR161	-0.169416666666667
RNF146	1.5365
WDR74	-0.647375
GALP	-0.811
PURA	1.1065
DNPEP	0.169583333333333
RP11-78J21.1	0.02775
ERBB2	1.6445
FANCM	-0.744666666666667
NEO1	0.967833333333333
DDX3Y	-4.8655
RPS3A	1.02325
MXRA7	0.228142857142857
LGALS3	0.377166666666667
GLT8D1	-0.13675
CFL2	-0.473
UPB1	0.095
NAP1L5	0.658125
CLDN14	-2.12375
DHX38	-0.75875
BTBD1	0.1215
TARS2	-0.912833333333333
ABCF1	-0.7017
FCF1	0.342333333333333
LRRC49	0.54025
GUCY1B2	-2.154
C1orf177	0.395833333333333
SMARCA4	-1.0555
LRP8	-3.83366666666667
TAGLN3	-1.4665
MRPL14	-0.92375
TTRAP	-0.0505
ZDHHC20	-0.35775
NFE2L3	-2.17325
KIAA1377	1.541625
PALMD	2.9927
TMEM43	0.5175
TTL	-2.050875
STAT5B	-1.04933333333333
SSB	-0.896625
OR10H5	0.46
SLC22A13	-0.856
AKAP3	0.47375
TIMM23	-0.384833333333333
OAS2	0.696666666666667
KIAA0423	1.32975
TRIM11	-0.462166666666667
GLIS3	0.21025
TMEM50B	0.755666666666667
ARHGEF4	-0.172
DEGS1	0.149
TBL1XR1	0.636433333333333
G6PD	-2.0405
SP140	0.531
MUC17	-0.190357142857143
NUDC	-0.6289
DNAJC5B	0.763
SCARA3	0.405333333333333
CPA3	4.23766666666667
BCAT2	-0.279375
MFN1	-0.2897
NRG3	0.881
SNX11	0.18775
PLEKHH1	-0.183333333333333
GPR177	0.523166666666667
HCFC2	0.06325
TCAP	-0.47925
MOCOS	-1.396
C14orf93	0.342
PRDM10	0.204833333333333
SLC16A4	0.9315
SRGAP1	-0.387333333333333
VIP	1.337
DUSP27	0.506166666666667
LILRA1	0.5655
MC2R	-0.1605
MGC24103	-1.1935
MBTD1	-0.864
FUT11	-0.991
USP33	0.4142
C15orf39	-0.46575
MAP3K12	-0.437375
PAAF1	-0.962666666666667
BARHL1	0.129
FLJ16165	0.012
PIWIL2	-2.359
SYNE1	1.76975
CMTM4	0.39
TSPYL1	1.355
GUF1	-1.29866666666667
TMEM157	1.362
WDR44	0.1145
HIST1H3C	0.0915
DKFZp666G057	1.36175
RNPEP	-0.63725
GAS2L2	1.35633333333333
ADH4	-3.90225
GRPR	2.22583333333333
FBXL17	0.48
ZBTB10	0.70575
Gcom1	1.52916666666667
HTRA1	1.4428
ZNF585A	0.0431666666666667
SLC26A2	0.718
OTOP3	0.443166666666667
WISP1	-1.25722222222222
ATP2B4	-0.619333333333333
FLJ10769	0.557
CRAMP1L	-0.094625
CHST12	-0.43625
RAB22A	0.16825
TARDBP	-0.220142857142857
STAU1	-0.31075
CRB3	0.867
MIG7	0.0305
CHMP1A	-0.390666666666667
ZNF160	0.3655
B3GALT6	-0.095125
BARX1	-2.12716666666667
C6orf167	-1.4965
NXNL1	0.3735
DHX29	0.053625
HADHB	-0.1595
PLXNB2	0.682125
ILDR1	-0.828
SLC15A3	1.90125
GAS2	-1.65766666666667
C20orf69	0.06375
NUMB	0.2505
TNIP1	0.162125
MESP1	1.19733333333333
PSKH1	-0.0645
NSFL1C	0.041
RHOG	-0.13075
HEY1	-0.2035
KNG1	-2.372
ITGAX	1.0978
LIN9	-0.725666666666667
CANT1	-0.29975
XRN1	0.392142857142857
CCDC96	1.23244444444444
HEATR6	-1.62433333333333
GNG7	1.87583333333333
RUNX2	0.2404375
SOX1	0.0256666666666667
FCRL5	1.009
ZNF99	0.540875
FAM9A	-0.6385
SNX22	-0.0701666666666667
MBNL3	-2.05833333333333
ODC1	-1.9242
ADORA2B	-1.912
NR2F6	-0.60575
ZFYVE16	-0.0626666666666667
SYNJ2BP	0.4959
POLE	-1.45225
E2F2	-1.771625
THRA	1.58483333333333
PTGES2	-1.16066666666667
HIP1R	0.555
TMUB1	-1.073
ENO3	-2.35475
RSPH10B	-0.14
CXorf39	-0.356
IRGC	0.1275
GPR109B	1.45975
FLJ13305	-0.7005
LCE3A	-0.016
TNFRSF18	-0.8165
DET1	0.44375
TRPM3	0.167416666666667
C16orf79	-1.643
FECH	-0.43
RAP2A	0.106333333333333
CRIP1	1.28766666666667
AZIN1	-0.68075
SLC7A7	2.68025
IL10RA	0.5791
TMEM64	-1.48
CDC42EP4	1.3991
C16orf58	-0.1271
ARG2	-2.452
POU5F1P4	-4.2365
FAM62B	-0.222625
DNAH8	-2.1326
ASH2L	0.00500000000000005
TSLP	0.0463333333333333
CNTNAP5	-0.6352
TMEM16C	1.79725
IFNA14	0.121
SLC1A3	-0.258
CABYR	1.2755
BCL7B	-0.5383
NUDT13	-0.529666666666667
C13orf28	0.14125
C1orf53	-0.5285
ARL6IP4	0.3862
RPL35A	0.70325
EMR3	0.66575
RAB40C	0.0435
SLC41A1	-0.0583333333333333
LRCH1	0.155
LY6G5B	-0.826
FAM124A	-0.186928571428571
MGC10981	-3.52366666666667
CLIP3	1.2075
MAP4K2	-0.758
CHIC1	0.764
SULF1	1.5665
C20orf30	-0.115642857142857
PRDM5	-0.23525
ELOVL1	-0.07075
C11orf48	-1.4945
SLC39A10	-0.34525
KCNV1	-0.0155
ACP1	-0.404666666666667
ZMYM2	-0.16625
B3GNT6	-0.138166666666667
C9orf69	-0.117
C2orf15	1.056
C20orf166	0.2665
HSP90AA6P	-0.0205
EDG7	0.4825
NEURL	-1.528625
LPL	4.35083333333333
CLEC2D	0.00250000000000004
GRRP1	2.63566666666667
CD8B	-2.2549
HIST1H3D	-2.13566666666667
SLC6A12	0.791625
FAM27L	-0.2015
CD84	0.9495
RASA1	0.169
PHKG1	-0.0045
MAGEA11	-1.6665
IMPA1	-0.4734
NPM3	-1.39925
RARRES1	4.63775
SH3BP1	-0.152
B3GNTL1	-1.188
ARPC5L	-0.71
KLHL26	0.57
SIM2	-2.63325
GJC1	0.4535
C20orf194	0.52125
EXO1	-3.79825
SLC2A2	-2.1225
LOC285074	-0.397
LRG1	-0.44425
KIRREL	-0.445
PIK3R1	3.41935714285714
C4orf34	0.22625
MAF	-0.539944444444445
ADCY4	3.85966666666667
ZMIZ2	0.2987
SLC46A3	1.748
STAMBP	-0.693
CCDC16	0.9545
MS4A12	0.051
TCF20	0.3805
LRRC46	0.411
C20orf152	0.39925
MRPS6	-0.74125
ABCB11	0.137
KCNC2	3.824
CDH19	0.2185
C9orf123	1.076
SSH3	0.871125
LDLRAD1	-2.95525
CCBE1	0.17725
ZNF135	1.403625
TAAR1	-0.4765
WFDC12	0.2985
CCDC42	0.483333333333333
FLJ12529	-0.4605
PER1	1.10966666666667
TIMM50	-0.9255
SMARCAD1	-0.00650000000000001
FAM26C	0.6535
TP53TG3	0.130166666666667
SH3RF1	1.725
LMCD1	1.52575
GPR63	0.1885
FLJ21986	-0.8995
AIFM3	-0.8755
MICAL1	-1.01633333333333
BLZF1	0.622
IQCA	3.27366666666667
PCDHGC3	0.119
SAC	0.8845
BCL6B	1.90583333333333
DDO	0.38575
MARCO	3.8045
DCHS1	1.84566666666667
C1orf170	1.53866666666667
CD200R1	1.46716666666667
C22orf15	-0.6075
SEPT11	-0.763333333333333
ADNP	-0.16775
UST	0.6179
C13orf34	-1.73366666666667
RFFL	0.0977857142857143
APBA3	-0.5335
C2orf60	-0.71075
CUTL1	-0.4239
PMS1	-1.015125
ZNF689	0.1935
EIF3E	0.166333333333333
IL9	-0.315166666666667
RPL31	0.539125
LY9	1.237
ATP2B3	0.16375
KDELR2	-0.324791666666667
TFCP2	0.223375
NLRP12	-0.537875
FLJ45422	0.30975
TLE4	0.3451
ZNF570	0.474
FLJ43806	-0.312
TLK2	-0.62575
CIR	1.58275
MARS2	-0.123
COL24A1	-0.3625
SDF2L1	-0.916
HIBADH	0.791
IGFBP3	-2.1315
C12orf23	0.374
PSPC1	-0.2845
C20orf43	0.116
TRAV20	0.244
ARHGAP24	1.809125
KIAA1975	-0.30925
C1QA	3.3021
DNTT	-4.87766666666667
C10orf6	-0.603333333333333
C11orf41	0.876125
HNRPF	0.047
COL11A1	0.747166666666667
UBAP2	-0.654833333333333
CDKN2AIPNL	-0.838
C20orf174	4.05225
SPRED2	0.09
PLA2G12A	-0.3975
ICEBERG	-1.77683333333333
SCN10A	0.177
C11orf65	-0.282
GBP5	3.66275
PITPNC1	-1.09666666666667
POU3F3	0.737
NCOA7	1.803125
LIN7C	-0.0111
LOC348840	-2.213
NKX2-2	-3.15875
ANKRD13D	-0.378875
LOC123688	0.972
FUT2	1.232
TAAR8	0.4835
FZD4	0.402666666666667
PNMA3	-0.144
OR4L1	0.4255
WIT1	-3.17525
EXOC3L	1.187
ATPBD4	0.9846
KRBA1	-0.122
UBXD6	-1.05075
HOXB7	-0.684714285714286
C7orf23	0.456
UNQ338	2.27925
STAB2	2.64825
CDC20B	-0.25125
IRF9	1.22675
CENTG1	0.4795
TNPO2	-1.23575
MCPH1	0.161625
BMS1P5	-0.37825
SLC26A7	1.70775
HIST1H3J	-0.47825
C9orf3	0.2058
LBH	1.69275
MYO1D	0.312
PTDSS2	-0.4205
NFU1	0.46075
DEPDC4	-1.31675
WNT7B	-0.4024
GLP2R	-0.514
SETD4	-0.4725
DYNLT3	-0.6506
FKBP11	-0.133666666666667
SESTD1	0.297333333333333
FLII	0.1835
RPS16	0.6207
CHPF	-0.926333333333333
CSNK2A1	-0.833
SUMO1P1	-0.20525
FKBP6	-0.5755
ZNF214	1.74
TWIST1	1.01066666666667
DDX56	-1.40816666666667
TRAM1L1	2.313
EPO	-3.04883333333333
MRPS18B	-0.134
ZNF682	-0.522166666666667
RPL14	0.695
MAFF	1.185
LOC51136	-0.66125
LY96	-0.1175
DDX20	-0.06775
ABTB1	0.757
ARL5A	0.2865
CCT6A	-1.57175
HEPACAM	-0.107
EHHADH	0.3655
RBAK	0.2025
CGB1	0.46775
ITGB5	0.0242
YIPF3	0.15925
FKBP2	-0.2295
NR1D1	1.9634
TMEM110	-0.9605
NEK2	-4.57233333333333
PRAMEF8	-3.016
C20orf52	-0.997
PCDHGA3	0.746
VWA3B	0.03325
NDUFA5	-0.16875
THAP9	0.3885
FLVCR2	-1.14966666666667
AP1S1	-2.200625
SMAD6	-1.2965
SAV1	2.10175
SAT1	0.013875
ZNF251	0.81125
ADAMTS7	0.00879999999999998
RPP38	0.35675
C1orf211	-2.5025
YPEL2	0.9597
RBMS1	0.4465
ZNF445	-0.398333333333333
NRXN2	0.9335
PGBD4	-0.02375
UGT2B28	1.5715
WBSCR16	-0.6972
NLRC3	0.04175
ASTL	-0.09025
ST6GALNAC1	-1.376
ZADH2	0.137
MLLT4	0.970833333333333
ARL6	-0.220833333333333
MEF2C	1.581
CBFA2T3	-0.787
AFF3	0.634071428571429
COG7	-0.5445
MYB	-1.04633333333333
PLXNA3	-0.68
XRCC2	-2.46216666666667
MMS19	-0.463125
ST8SIA5	-1.045625
CHPT1	1.30116666666667
KIAA1712	-0.681375
OR6X1	0.5745
ACTR3	-0.19375
UGCG	-0.1165
OR4P4	0.105
ZAP70	-2.29625
LPP	1.759625
ZNF485	-0.08575
PTPRCAP	0.42325
IL12RB1	0.20675
ATRX	0.5798
CHST8	0.034625
C14orf109	0.191
ARV1	0.13675
NMB	0.947857142857143
COX5A	-1.24833333333333
EIF6	-0.7765
MPPED2	1.16066666666667
SEMG1	-2.33
CHRDL1	3.021
TRAF3IP2	1.443
WNK2	0.713625
LILRA4	0.640333333333333
LAMA2	4.987
PXT1	-1.536
RLBP1	-2.68425
CD300C	0.182
SLTM	0.41825
FLJ10404	-0.0986875
APOBEC3D	-2.35266666666667
RENBP	0.2605
ATXN7L1	0.136
NID1	-0.056
TUBGCP3	-0.3895
ITIH5	2.99016666666667
CCDC110	2.99425
C8A	-2.4815
MGC87042	0.0085
HOXC13	-2.073
TFDP2	-1.11725
HCP5	1.402
POLI	0.6365
UCN	-1.6485
ZNF764	-0.184833333333333
C8orf45	-0.01175
FHL3	-0.23075
SPATA5L1	-0.77275
MMRN2	3.178
NDST1	0.447166666666667
COL20A1	-0.6505
ZNF248	-0.0136666666666667
PELP1	-0.490333333333333
MBL2	-2.78216666666667
RNF41	0.3155
C5orf24	0.00662499999999999
THOC5	-0.555875
SERINC3	0.157833333333333
RP11-151A6.2	0.1675
CDCP2	0.27575
HIST1H2AA	-0.453
C11orf75	0.796833333333333
FKBP7	0.05125
DDOST	-0.567
GPNMB	1.03383333333333
TTF2	-2.39533333333333
