Hybridization REF	TCGA-BH-A1ET-11B-23R-A137-07
ZNF326	-0.00716666666666667
RGPD1	-0.044
CTSH	1.45266666666667
FASTKD1	-0.895375
PAF1	0.593
TTC9C	-0.378
IFT57	1.4571
PRSS36	0.84
IL20RB	-1.9735
ZNF592	-0.0538333333333333
DCTD	-0.2474
CFP	3.0565
MFNG	1.58625
JMJD2B	0.33775
ALDH3B1	-1.354375
THSD4	1.1315
KCNJ5	3.08116666666667
LMNA	-0.235833333333333
TBCD	-0.261625
ZNF250	-0.120333333333333
CASQ2	4.51433333333333
PEG10	-2.59191666666667
PRAME	-5.4504
NP	-0.942375
TRIM59	-1.563
ZNF12	0.143875
XTP3TPA	-0.87325
SIGLEC7	-1.1076
PANK4	-0.67175
FAM70A	0.721166666666667
SNED1	0.41625
HIP1	-0.5169
RAET1E	-1.40216666666667
AMAC1L2	-0.633
AHNAK2	-0.21775
TOE1	-0.904
RECQL4	-2.93025
SPRYD3	0.917
DPAGT1	-0.96575
MAGED2	1.7288
ANKRD55	0.11725
TRPS1	3.78541666666667
DOK7	-1.79275
TFPI2	-3.74475
GTF2H3	-1.59533333333333
CYP4F11	-1.739
LHX2	-5.7145
ATG16L1	-0.0168333333333333
ASB12	0.51
C1orf116	3.371125
NF2	-0.6951
POM121	-0.3284
PHYHD1	2.9778
TXNDC17	-1.1715
DKFZp779O175	0.19525
NUP62	-0.383642857142857
MYO18B	-1.42116666666667
PRAMEF1	-0.3765
TCBA1	1.85475
TMEM168	1.0575
FJX1	-0.626
CLCF1	-0.05175
SEPN1	0.190875
IGSF2	0.431
NUDCD1	-0.162
TFF3	3.23533333333333
NDFIP1	0.674785714285714
CHCHD4	-0.5725
TNR	0.505
CUTA	-0.406
USP44	-2.00575
DPP10	-1.00066666666667
IWS1	-0.421333333333333
PCGF1	-0.0565
SULT1C4	0.6245
NTF5	4.20675
PTPN13	1.12025
SSTR5	0.3615
SFRP1	3.4655
IDH3B	-0.658125
SUOX	0.7805
TMCO5	0.20975
GOLT1B	-1.045
MIB1	-1.14492857142857
PCDHGB1	-0.1365
SUSD1	-0.48225
ICAM5	-2.4285
PAPOLB	0.25925
URM1	-0.871
TMEM106B	-0.0931666666666667
LRIG2	-0.28725
SLC27A5	-0.823
CLIC6	3.1603
ZNF420	-0.0913333333333333
SCN9A	0.0446
KIAA1909	0.25425
ELMOD1	-2.46725
PRKAG1	-0.29125
FAM64A	-4.37233333333333
EEF1G	0.06025
SMAD5	-0.70475
INCENP	-3.183
WASF2	0.0135
GARS	-2.1961
CDK10	-0.5759
HLX	1.61166666666667
MDM4	-0.648875
ZNRF1	-0.886285714285714
HHATL	2.18466666666667
FAM21C	1.009
HIST2H3C	-0.30875
PFDN2	0.028125
ZNF200	-0.659
NDN	1.45675
HBA2	-0.527
FBLN5	3.60225
PUM1	0.158857142857143
TNNT1	-3.68616666666667
C19orf59	-0.898333333333333
HNRPH2	1.02816666666667
RAB7A	-0.256833333333333
PMS2	-1.07075
BIRC3	-0.225333333333333
NRSN2	-0.01325
OR52K2	0.107666666666667
SPOCK1	-0.723142857142857
H2AFY	-0.9585
RXRB	-0.1505
ZNF638	-0.423
ANKRD45	-0.00624999999999999
ACTN4	-0.386333333333333
FXC1	0.51
EIF2B5	-0.34075
VPS33A	-0.84075
PINK1	1.2535
FAM106A	-1.0125
SKIP	2.630375
GAPDHS	-0.64575
MUM1L1	2.14125
PSTPIP1	1.1845
CNTNAP1	-1.3737
CYP26A1	-0.1795
APOL2	0.3772
TACC2	0.4655
COX7A2L	0.415214285714286
HSD17B1	0.673
ARRB2	-0.2385
SLC7A6	-0.5808
HSD17B10	-1.12975
RBJ	0.428
NUP155	-2.3575
MRPL10	-0.333666666666667
CYCS	-1.27041666666667
CCDC46	1.51966666666667
TECTA	-0.159
GNAL	0.14725
LPO	-0.3715
PEBP4	2.1005
DDX11	-2.041
C18orf12	1.0095
TAF9B	0.000750000000000028
IMP4	-0.217
RPA4	0.3295
NDUFS1	-0.95275
UPK1A	-1.03016666666667
ARRDC2	0.791166666666667
C18orf20	0.5705
AES	0.285857142857143
CD2BP2	-0.460166666666667
C16orf54	0.1575
UGT2B17	0.122625
FGFR1	0.206
CEACAM6	-3.3152
CHRM5	0.20225
CERK	-1.4065
AP3S2	-0.173714285714286
ANKS4B	-1.772
CLCNKA	0.156666666666667
ZNF208	-0.0653333333333334
HLA-DRB5	5.131
CARKL	-0.6275
GOT1	-1.08266666666667
CASP6	-0.090625
HOXA1	-0.0755
RCL1	0.59725
ZNF181	1.19916666666667
RAB40B	1.627
MRPL38	-0.280625
LRRN2	0.275
C3orf25	0.2345
OR5D14	-0.0715
OR10AG1	0.509
BET1L	0.5397
FRY	5.06175
AK3L1	-0.18425
CSF3R	1.58666666666667
POLR3K	-1.21166666666667
ATG2B	0.253166666666667
EPS8	0.491333333333333
DARS	-0.309875
C10orf56	1.79216666666667
DAD1	0.065
RIOK1	-0.565666666666667
HERC2	-0.1215
HSD11B2	0.315166666666667
FAM96B	-0.535
MGC13057	0.555875
BSN	0.31025
CAND1	-0.812833333333333
HCST	2.356
ACTR10	0.8655
OR8D4	-0.194
NASP	-1.0935
COL9A2	0.274166666666667
LYZL1	-0.0115
GPC5	-2.0975
TBL3	-1.20766666666667
CENTD2	0.3711
OR5AP2	-0.514
TLR1	2.80425
LMO6	-0.9135
ZIC2	-2.637375
CPNE5	1.2275
ZMYND15	1.74625
FLJ22374	-0.3135
CCDC106	-0.5465
PARP16	-0.297
PDIA3	-0.4355
C14orf126	-0.03675
CECR2	-0.6775
SFRS1	-0.609642857142857
FIGLA	2.137
DCP1A	0.619333333333333
MGC45800	-2.4475
TEKT1	0.4255
C10orf67	0.194
CLN5	1.5285
NTN2L	0.0655
GLE1L	-1.345
CES2	0.0524
GNAS	-0.779
DDX53	0.0815
TSPAN13	2.12175
MRPL52	-0.6559
SPIRE2	-0.76475
TAS2R39	0.15075
SCUBE3	-0.91075
UCRC	0.4845
CDKL3	0.50275
KIAA1715	-0.9079
ZNF345	0.8165
RTF1	-0.3495
DHRS7	1.30175
RIPK4	-0.723333333333333
EXOSC2	-1.1295
MS4A2	3.4775
FGF17	-0.1135
WDR59	0.040375
EVI2A	-1.25975
IL17RC	0.5435
HS3ST1	3.2875
ITGB1BP2	-1.882
RBPJ	-0.236
GIMAP1	5.1405
INE1	-1.04183333333333
ALDH18A1	-1.986375
TPI1	-2.017
GATA6	0.8165
CABP1	0.703
ZNF484	0.44925
DAPK3	0.2225
GJB1	-2.22683333333333
PIN1	-0.724375
SLC6A15	-3.86108333333333
CNO	-0.14425
RIN2	1.900625
FRRS1	-1.081
CYorf15B	-4.55325
DMRT3	2.373
ATAD1	0.064125
OTUD4	-0.459666666666667
ATOH8	1.52125
ZSCAN16	1.159375
ASCC1	-0.72775
OTUD3	-0.24725
MGC33212	-0.525166666666667
YME1L1	-0.43025
RP11-218C14.6	-0.0575
PCBP4	0.37075
TNFRSF10A	-0.81775
CDH10	-3.7635
KL	4.98
SCP2	0.833833333333333
C9orf119	0.18575
SON	-0.17675
MAFK	-0.359
SBNO2	-0.286
SLC6A6	-0.780166666666667
SC4MOL	-1.061
FAM35B	-0.149125
PPP1R9A	1.023875
PDZRN3	0.97875
CXorf20	1.1205
C6orf126	-0.24875
AVEN	-0.234
FLJ21075	-2.5755
C14orf132	0.73125
PCK2	-1.476
GUCY2C	-0.41
BARX2	0.6335
PEX11G	1.164
DAO	-1.67166666666667
C10orf49	0.143
EDNRA	1.62166666666667
PPP2R5A	0.676
DDX39	-1.69233333333333
SERF1A	0.0225
ASCIZ	0.3832
FNDC8	-0.02175
PTMS	-0.4975
PHF7	0.88
PIP4K2B	-0.3785625
HHLA2	-0.62675
BDH2	1.8186
APOBEC2	-0.36075
PENK	2.08
SMAD9	0.2465
MT3	-0.81825
RGL1	1.503875
ATG10	-1.3625
DLGAP4	-0.8925
APPBP2	-0.694357142857143
BACE2	-0.227142857142857
LOC339344	0.4715
ZNF395	0.171375
HIST1H2BL	-1.1905
ZNF467	0.88075
SLC25A21	-1.7445
PALM2	-0.668666666666667
NSUN5C	-0.9735
IL5	-0.690555555555556
CLSTN2	2.2005
ANXA8L2	1.2075
PTGES	1.378125
GDAP1L1	-2.27366666666667
OPRK1	-1.16083333333333
WDR20	0.673666666666667
C12orf4	0.157875
NUP88	-0.621875
XRCC6BP1	-0.705833333333333
FCGBP	2.31528571428571
LEMD2	-0.0625
NOMO1	-1.211
C10orf79	1.6975
ZNF79	0.6471
OCRL	-0.00819999999999998
HSPA8	-0.84125
DIDO1	-0.259708333333333
PLA2R1	2.33325
COG3	0.4836
NGDN	0.4265
CBFA2T2	0.355125
PNOC	-0.52125
PRRG1	0.186416666666667
AGGF1	-0.743214285714286
DPF2	0.45575
YIPF7	-0.14
TRPV5	0.446
ZNF322B	0.81275
MED12	0.036
CARS	-1.20916666666667
ABCC11	1.60133333333333
C9orf25	0.5795
MYH1	1.564
FRYL	-0.0771666666666667
AGTRAP	-0.542
MMP27	2.6405
ZNF432	0.120375
OR8D1	0.4295
OR13D1	0.31625
VWA1	1.3005
STON1	1.99675
IL5RA	-0.412
PERP	1.4177
C10orf107	0.7285
TNFSF12	3.5995
FN1	-2.35995833333333
MTR	-0.511
PHLPPL	0.132833333333333
ZNF425	0.55825
DHFR	-2.42527777777778
PPP1R12A	0.15225
RSPO2	-3.802625
ZNF7	-0.21
ZNF583	0.9595
TPMT	-1.48783333333333
GPR132	0.6595
OR2T12	-0.91475
SERTAD2	0.0959000000000001
ATP1A1	0.3686
FRMPD3	0.274
ZNF672	-0.557
PLXNB3	0.10875
EML5	0.8225
FAIM3	-0.1085
UBQLN2	0.7315
SORCS2	0.4985
PRIM2	-2.3255
ACVR2A	1.34666666666667
YWHAZ	-0.174583333333333
PGM2L1	0.650625
GNAO1	-0.186214285714286
RPL10	0.7075
RPS6KA6	-1.0695
PFKL	-0.9935
SH3D19	1.886125
AURKB	-3.72383333333333
ZC3H6	1.54675
DISC1	0.342833333333333
FLJ39660	-3.26516666666667
TMEM25	2.110875
OSBPL10	-0.150875
CLTCL1	-1.01216666666667
ALG6	-0.57975
CATSPER4	0.593
LRTM1	0.533
RRAD	3.59533333333333
TIPIN	-1.8365
CARD14	0.169
RBM9	-0.8565
RASSF4	0.324
SLC25A18	1.2965
C6orf58	0.2665
IGHD	0.344
PLA2G6	-0.1775
TPT1	1.750625
SEC63	-0.1221
CCDC113	-0.2261
TDRD10	2.49675
KIAA1666	-1.118
TOR1AIP1	0.0264166666666667
SYTL4	1.33266666666667
SPRR2F	-1.713
CEBPD	3.58975
SNTG2	3.19575
C20orf77	-0.27825
TAS2R49	-0.849
C6orf173	-2.38283333333333
SVEP1	3.1753
PXN	0.111
VIL2	-0.63325
C5orf21	0.703
DIXDC1	0.664625
GANAB	-1.08316666666667
PDSS1	-1.77475
NGFR	1.59475
ATP8B4	2.71925
BMP8A	1.841
CCDC132	-0.0380833333333334
GNRH1	0.2675
OR10T2	-0.92825
PDGFD	4.63383333333333
OR6W1P	0.4555
HARS	-0.29125
KRT77	-0.083
AQP8	-0.403
ITGB1	0.5158
ZNF254	0.3679
PAX1	-0.205666666666667
PSMC4	-1.3037
ANKRD22	0.5815
PSMD8	-0.314333333333333
HTR1E	-3.034
SOX10	0.3419
OR5B2	0.2735
RABGEF1	-0.576142857142857
MAP1LC3B	0.03575
CYB5R4	0.56775
AGXT2L1	-1.6095
FLJ41603	3.42566666666667
TRAPPC2	0.599166666666667
FNTB	-0.1229
FLJ14107	-0.3645
AURKAIP1	-0.39825
DSE	2.147
NFKBIZ	1.7415
OSBPL3	-1.97433333333333
LOC130576	1.6235
SLC39A9	0.0506666666666666
LOC137886	-0.071
RHCE	-3.364
ATG7	-0.250166666666667
FAM82A	1.9
FBN3	-0.3705
MCFD2	-1.29783333333333
CASP14	0.2315
EPS15	1.24183333333333
SFRS2B	1.51041666666667
C19orf47	-0.0215
PLAC9	3.8325
GPR23	-0.794
BTNL3	-0.575
RGS8	-0.1605
GNS	0.347
ENO2	-2.58666666666667
CBX1	-0.5153
PEX26	0.2325
LRP5	-0.3215
ADAMTSL4	-0.4985
ARR3	-0.0803333333333333
MAP1A	0.0555
CD2	4.07375
NAV2	-0.1903125
TMEM69	-0.4575
ATXN7	-0.563166666666667
CHN2	-0.522
ZNF781	1.52766666666667
HAS2	-3.712
KIAA0241	-1.90016666666667
BIC	0.86575
MOBKL2A	-0.141
CYP2C9	0.2075
CNOT7	-0.168571428571429
SFRS10	-0.4165
CST11	0.39675
FLJ37543	0.677
NKAP	-0.80725
RUNX1T1	4.57725
EAF1	-0.6037
IL4I1	1.05675
LRRC61	-0.817
PSIP1	-1.05375
SPRR4	0.499
ZFP90	-0.0336666666666667
AP2B1	-0.751076923076923
SLC30A7	0.213
C7orf28A	-0.531166666666667
S100B	1.3255
BMP2	0.295125
ESR1	2.23333333333333
ZFPL1	-0.32
ARHGAP12	0.75125
LRRC19	-0.2945
ZNF767	-0.102166666666667
NACA	0.8827
OLIG1	-2.462375
PRF1	1.7325
LST1	3.01466666666667
SPATA9	0.559
CNFN	0.495
CDK4	-0.9247
TCF15	1.7905
PARC	0.44725
PPM2C	1.049
LOC283345	-0.068
FAM107B	0.68975
DMXL1	0.52925
RBM3	0.9585
HTR5A	-1.76816666666667
SCFD1	0.00783333333333333
EPHB3	2.671875
ROPN1L	0.117833333333333
RAMP3	2.17275
TSPYL5	2.54109090909091
GAP43	-3.331
PAPD4	0.201875
PDE3A	-2.64175
TNFRSF10C	0.827
JMJD5	-0.116
RASGEF1A	1.261
C16orf65	0.805833333333333
HIPK3	1.98416666666667
XYLT2	-0.0015
XPOT	-1.79366666666667
GAL3ST1	-0.5355
DHCR7	-2.124
AMIGO3	-0.0188333333333333
FGFR4	-2.45683333333333
CRAT	0.224375
PPP1R14D	0.051
TRIM14	-0.6984
TMPRSS11D	0.6
SLC7A11	-3.53385714285714
OR10H2	0.33375
PPM1E	-2.1199
DOCK4	0.723125
FAM127A	-0.055875
ENOPH1	-0.7705
SLC5A3	-0.8167
ZNF530	-0.3361
NTS	-5.4505
FRMD4A	0.809875
BCL11B	-1.92883333333333
PRM1	-0.40575
UQCC	-0.9366
S100A16	0.096
PLS3	0.3905
WWOX	-0.0532142857142858
CCDC23	0.42325
GTSE1	-3.46383333333333
GP2	1.4505
FLJ32549	-0.48025
CHIT1	1.07275
KLF9	1.763625
RPS24	1.0443
MIA	1.0195
FIGN	-0.77175
PYROXD1	0.33325
PCSK2	-0.811375
MRPL9	-0.69675
RPL24	0.47275
C12orf32	-1.53775
HIST1H2BE	-1.2255
RGS18	3.75975
LFNG	2.18875
RAB4B	-0.5681
FBXO25	0.939
TSPAN31	1.064
ARL8A	0.0488571428571429
C10orf83	-0.393
OR51B6	0.0615
CNKSR2	0.21675
C1orf156	0.83425
IBSP	-1.547
GFRA2	1.6368
ALKBH7	0.7413
NEK10	2.32825
VN1R3	0.5775
LOC91948	-1.0475
CPZ	0.66975
IHPK3	0.2245
COL8A1	0.2185
RBPJL	0.3155
OR10A4	0.01475
CASP8AP2	-0.24925
MMP12	-1.628
OR8B12	0.3
CDCA5	-4.57916666666667
LIX1L	-0.81775
PEX11B	0.461375
GABRA1	0.0683333333333333
HABP2	0.213
REEP1	1.8355
FBXO15	1.62275
CD68	0.64225
WFDC9	0.6275
GHDC	0.313833333333333
SMARCA1	0.086
SPAST	-0.319666666666667
PLXND1	0.402166666666667
MLCK	-1.263
INTS5	-0.334166666666667
BSG	-1.00735714285714
PARP8	0.749166666666667
TEAD4	-1.39583333333333
ZNF498	-0.172375
TMEM89	0.007
DTX4	1.43675
TNRC6B	0.88325
ARMC2	0.044125
FGFBP1	1.42566666666667
TIMM8A	-1.34
AJAP1	-2.1033
ZNF608	0.6975
SLC25A42	-0.18975
SYP	-0.0185
MMP11	-0.842666666666667
USP40	0.0828
C3orf62	-0.4215
MYO1E	-0.843
LRFN4	-0.9125
XCL1	1.7165
GPR155	1.091375
VPS29	0.2995
CARHSP1	-0.86125
ARHGAP20	2.80666666666667
GREM2	1.76664285714286
CCDC102B	3.48425
ZNF577	1.5905
HDDC2	-0.351
SHC2	1.5971
NCOA5	0.0558333333333333
INPPL1	-0.7885
CHGB	-3.262
IHH	-0.381
DDEF2	-0.475083333333333
DIAPH3	-4.77928571428571
BUB3	-0.946916666666667
GGH	-2.30522222222222
VPS35	-0.1501
CNN2	0.107833333333333
ASNA1	-1.0915
WDTC1	0.562
AMAC1	-0.878
HAS3	0.844833333333333
SLC1A6	-2.14466666666667
ZNF563	0.337
C1S	4.43325
TCF7L1	1.1365
OR10Z1	0.1825
ME2	-1.094
C6orf151	-0.481
KPNA4	-0.5581
GLO1	-0.520375
WDR61	-0.0656666666666667
CD302	2.62725
SIRT7	-0.409833333333333
C11orf59	0.27125
PKIG	0.1995
PPIL3	-0.16725
CCDC74B	0.643625
ZNF528	0.39025
EFNA5	0.5225
FCGRT	2.672
NOL4	0.8405
CCS	0.00675
LOC374491	0.4095
MFSD7	3.759
ZNF555	0.53925
LIMS3	1.30575
TSSC4	0.63
COL11A2	-0.774
C1orf119	0.878666666666667
BPNT1	-1.621
CHRNA6	-0.5565
C1orf173	2.0358
PLD2	0.37925
ORC1L	-4.1765
SASH1	2.7685
CDC14B	-0.125375
RLBP1L1	0.2175
LDLRAP1	-0.047
NAT8B	-0.421333333333333
HHEX	-1.026
LGALS7	2.99125
PLCH1	-0.430125
OR1M1	-0.214
PRAMEF16	0.20325
HECTD1	-0.045
C14orf39	1.118
TLN2	0.759
HDAC4	-0.647214285714286
SYCP2L	-3.11775
GLRA1	-1.114
RPS6	0.989
hCG_1757335	-0.263
KLHL1	-0.774
CTNNBIP1	1.34366666666667
SCAND2	-0.2277
HMGN2	-0.1577
YAF2	0.053
BRPF1	0.0795
LIAS	-0.279
CTA-246H3.1	-1.29475
SAG	1.5845
C20orf10	1.13275
HNRNPA2B1	-1.31733333333333
GADD45A	-1.168
MSH4	0.2735
TMEM70	0.01225
HIST1H2AM	-1.690125
C19orf26	0.2125
C1orf50	-0.00175
GNG3	-0.5275
FTO	1.4385
CALCB	-1.074
PPP3R1	-0.394875
C15orf42	-4.32175
CCNJ	0.289
GNAZ	1.94553333333333
PSD	-0.059
FAM57A	-1.38025
STIM2	0.571
DHX8	-0.2885
MOGAT3	-0.82175
UBE3B	0.729166666666667
PLAT	1.75966666666667
C6orf206	1.446
COPE	-1.1182
EIF3A	-0.333375
C1QL2	1.2775
IQCE	0.08375
KIAA0182	-0.3135
SLC22A7	-0.3004
PPFIA2	0.00650000000000001
ADAMTS15	0.558
ODZ1	-0.947
THBS4	3.84866666666667
ARHGAP1	0.633375
B4GALNT3	-0.181333333333333
FCHO1	-2.245
LOC440456	0.024
HOXD10	2.38933333333333
CXCR3	1.607
CHI3L2	1.049375
SRPX2	2.40425
ZNF132	1.66416666666667
UBAC2	-0.138666666666667
RPL32P3	-0.3325
CBWD6	0.4275
ST6GALNAC4	-0.702
KIAA0391	-0.445833333333333
LOC388969	-0.47075
KRTAP5-8	0.3655
ZNF786	-0.28925
LYVE1	6.66283333333333
GPR144	1.53325
APOH	-5.98325
TSC22D2	0.191166666666667
PLCD1	0.68975
FLG2	0.9805
M-RIP	0.3919
NDUFV1	-0.691
POLDIP2	-0.8625
RAB3GAP2	0.371166666666667
RPSAP15	-0.54325
CLEC7A	0.539
HSPA14	-0.785
TAAR5	0.203
FAM132A	-0.30925
C2orf43	-1.04075
OR10V1	0.8735
SELPLG	0.2855
C1QTNF6	-1.65033333333333
OPCML	-0.00120000000000002
DTYMK	-1.664
ALDH16A1	-0.222
F13B	-3.7585
MGC16169	0.0995
KIRREL2	-1.74566666666667
C14orf32	0.0964166666666667
SLAIN2	0.8698
HSD3B2	0.0975
AMMECR1L	-0.246
LRRC37B	-0.358
HMG20A	-0.423166666666667
C22orf27	0.551
FBXL22	0.2765
AP1B1	-0.387
TNKS1BP1	0.79075
CD74	3.778
HSPA12B	3.30883333333333
PLSCR1	1.65333333333333
SLC35E1	-0.9505
FEZ1	-0.89225
APOD	5.616
C16orf44	0.000249999999999997
C1orf166	-0.481
KCTD11	0.4945
NELF	-1.49525
SRP54	-0.366666666666667
MGC35361	-0.238
GPR35	-1.503
NRGN	-0.94625
SIGLEC12	-1.85675
SCN1B	-0.19175
IFNW1	-1.017
STAR	-4.13225
HLA-DQA2	3.2475
RNASEH2B	-0.903
TAAR2	0.506
VAMP5	1.83183333333333
TUBA1C	-1.89464285714286
PIK3R2	-0.957125
ARD1A	-0.697833333333333
EBF2	1.27
CAMSAP1L1	0.68825
CYP3A43	-0.12025
AKR1B1	-1.231
KIAA1729	0.368
KAL1	0.8826
CYBB	0.872625
UXS1	-0.30825
LOC338579	1.39875
C11orf45	0.135
SHB	-0.159375
IKZF4	0.536875
NDUFA1	0.200875
HSPE1	-1.12025
C1orf215	0.22025
GPR113	-0.0543333333333333
ZNF573	1.471
TBX18	2.126
GGTA1	8.232
PCDHGA8	-0.189
RPS6KL1	-0.123875
DPP9	-1.16
SLC43A2	0.632
COPS3	-0.7905
PMPCB	-0.300333333333333
HYLS1	-0.8785
LSM8	-0.997166666666667
PDE6B	1.103125
C10orf118	0.6203
OR1C1	-0.130833333333333
ZNF415	1.50175
OR2F1	-0.88075
ZDHHC13	-0.181125
FZD8	0.7634
TCEA1	-0.4421
SUSD4	0.427375
C22orf24	-0.0865
TNFRSF14	0.92625
TRIM28	-0.944833333333333
FGF5	-3.319125
CSPG5	-1.83116666666667
RNF133	-0.19275
FKBP15	-0.031
BZW2	-0.887
NSMCE1	-0.348
PTPRN	-0.80225
TST	0.475375
POP1	-1.907
RNF24	-1.046
SFRS4	-1.164375
REPS1	-0.2365
CD70	-2.696
PDXDC1	-0.9595
SRC	-0.1713
NTNG1	-3.298
SETD1B	0.258
TINP1	0.5467
ZNF606	0.915
SSR1	-0.369125
RGNEF	0.536333333333333
NFS1	-1.11716666666667
CENTB5	-0.97375
CRMP1	-1.77233333333333
ADAM18	0.253
CCDC87	0.627
LRRC8B	-0.51575
CSNK1G1	-0.87075
MAFB	2.9475
C12orf45	-0.36975
C1orf54	2.55075
DPEP1	-1.4445
FLJ13137	0.6695
C14orf118	0.399333333333333
ANKRD19	0.44525
ABCA9	5.5238
TMEM87A	0.844555555555556
BBS5	0.458
CYP17A1	-0.071625
SCG3	-1.62666666666667
ESCO2	-5.34225
GFER	-0.572666666666667
NRIP2	0.788666666666667
DDX59	0.6425
RIC8B	-0.0702
TNNI1	0.09
KTELC1	-0.178166666666667
GPR85	0.0615
SP3	0.4455
GOSR2	0.365166666666667
DDX1	-0.09125
DSCR9	-1.3975
KIAA1984	-1.065125
FLRT3	0.56
RNPS1	-0.9695
ZNF772	1.72
SLC25A10	-1.08816666666667
ADAMTS3	-0.3013
TBC1D7	-2.2975
PCYOX1L	-0.6905
LOC339745	0.872125
VPS54	-0.33625
PCDHB12	1.83425
C4orf6	-0.982
CCL5	3.2025
PEX5	-0.554625
LENG1	0.662666666666667
LOC51336	-1.69075
FLJ25371	1.3105
WDR45L	-0.129666666666667
SPAG8	1.57383333333333
GUCA1C	-1.0365
LOX	-1.2845
FIZ1	0.6855
BAG5	0.337916666666667
BUD13	0.0323333333333333
MGC2752	-0.522
IQSEC3	1.17525
TGFBR3	1.856
CASP9	-1.38
PPA2	0.035
MED24	-0.252125
MAP3K7	-0.4005
SRPR	-0.288
C17orf81	-1.74875
RIPPLY1	0.55175
EID2	-0.108
AKR1C1	0.8725
IMMP2L	0.525625
SPSB4	0.2465
BAG4	-0.0435
ZNF32	1.42283333333333
KLHL34	1.5565
BRD2	-0.399
IL32	-1.08116666666667
FAM53B	0.604166666666667
SLC7A1	-0.98775
KAAG1	0.4405
CCDC54	-0.790833333333333
PRKCQ	-2.048
TIRAP	0.23975
SPSB1	0.225666666666667
USP36	1.24175
FLJ32569	1.2875
LYZ	-2.81975
TMEM186	0.00600000000000001
TPM2	1.22133333333333
C9orf100	-2.24916666666667
PPP1R11	-0.3523
OLFML3	1.4106
ELAVL1	-0.3105
DNAJC17	0.266333333333333
ABCA2	-0.95175
BNIP3L	-0.28775
ATP10D	1.484
GALNT8	0.317166666666667
PRKCH	2.77525
USP12	-0.52
STXBP1	-1.1043
LSM2	-0.666833333333333
ANKRD30A	5.035
LAP3	0.15025
C9orf40	-0.676166666666667
KATNAL2	-0.5635
RG9MTD2	0.381
PNPLA7	2.052
IDH1	-0.35
C1orf57	-0.11575
XRCC5	-0.1192
TBRG4	-0.996125
DCDC5	1.84216666666667
POU5F1	-4.61
RAB1A	0.532357142857143
KRTAP15-1	-0.3545
INHA	-1.66433333333333
WDR90	-0.78725
MLL2	0.675
FAM104B	0.21225
SF3B14	0.11025
STX1B	-0.0625
SNX12	0.093
KMO	0.5245
FAM100B	-0.22425
CDRT15	-0.091
RAB9A	0.615
RUFY3	0.58625
UBE2U	0.413833333333333
NFKB1	0.9029
FBXO38	-0.38475
VRK3	-0.177
TUBB8	-0.964
IFNA6	0.0725
AYTL1	0.517333333333333
RBP3	-0.374
MUC13	-1.91125
C8orf30A	-0.976
MFAP1	-0.3945
NHLH1	-0.0337500000000001
CXorf34	-1.44225
SP8	-4.5685
RNF151	-0.345666666666667
TDRD7	0.678
KCND2	4.58625
FKBP9L	0.0375
C17orf44	2.408875
TIMM17B	-1.086
WIPF1	-0.3756
SNX15	-0.4029
IGF2R	-0.8634
SBSN	-1.802
RBM15B	-0.3415
AGBL5	-0.549916666666667
APEX2	-0.72025
C17orf39	-1.60025
UBE3A	0.2575
SPANXC	-2.721
TGFB1I1	0.5745
RBM13	-0.94575
TOP2B	0.194166666666667
NPVF	0.341
RIMS4	-0.566125
RAD54L2	-0.0871666666666667
RSPO3	6.75833333333333
C2orf47	0.03325
TSPAN4	0.745
DNAL1	-0.6165
DKFZp761E198	-1.3065
NLE1	-0.7335
TPST1	0.32175
SREBF1	-0.486125
CLEC12B	0.9395
FUK	0.015
IL21	0.5055
LTK	-0.84425
DKKL1	-0.182
EPAS1	2.139
UBTF	-0.5376
HIST2H2AB	-0.958833333333333
TMPRSS12	-0.399571428571429
KIAA0427	1.87933333333333
CYP8B1	-0.215
FPRL2	3.0415
LOC402573	-1.06575
HSDL2	0.174166666666667
SEMA6B	0.0821666666666667
AKR1A1	-0.186
CLTB	-0.174583333333333
NXT2	0.206833333333333
HSPB7	3.1455
MLLT11	-2.73
OLFM3	0.220333333333333
SEC61B	-0.0445833333333333
GPR139	1.337
RRP15	-0.008375
OR3A2	-0.4435
RSL1D1	-0.45725
P2RX7	-1.07316666666667
PSME2	-0.477
ADNP2	-0.088
RBM25	-0.0738333333333333
IFITM1	1.2005
POLR2E	-0.97025
ZNF643	-1.8645
ZBTB25	-1.023
SPTBN4	0.75475
FBXO28	-0.57025
CLEC10A	3.4485
EPHA8	-0.593125
BEST4	0.439
GAS6	1.73483333333333
TSHR	-0.48775
TMTC1	2.22986363636364
GSTM2	0.413166666666667
ETV1	-0.409
ADAM11	-0.954666666666667
ERGIC2	0.1175
ATP6V0E2	-0.6015
HGFAC	-2.03766666666667
CTTNBP2NL	0.36175
FLJ20628	-0.03625
MTCH2	-0.9715
BACH2	1.37333333333333
AUTS2	2.12
FSD1L	-1.121
RPRM	-2.63416666666667
PPP2R3A	0.679166666666667
BAT2	-1.28
LPHN2	1.14783333333333
MGC71993	0.202333333333333
PPARGC1B	-0.3915
CENPT	-0.707625
RNF123	-0.286833333333333
COL27A1	-0.3568
ZP2	0.3065
C2orf21	-0.185
CCDC78	-3.22875
MCM8	-2.68666666666667
PHLDB2	0.721375
PLAUR	-2.033375
HDPY-30	-0.21825
BMP5	-1.03575
MUM1	0.09625
