Hybridization REF	TCGA-BH-A18G-01A-11R-A12D-07
EMD	-1.00775
RETN	-0.63575
CCL8	2.854
APH1A	1.393875
COX18	-0.535875
GTF2IRD2	1.07175
CCDC82	-0.967
PAFAH2	0.1037
NPEPL1	-0.2198
RP11-114G1.1	-0.7135
TP53INP1	0.5155
ZNF300	-2.57833333333333
FOXL2	-1.8155
LARP2	1.19325
LATS1	-0.5115
HTR6	0.0865
SPOCK2	0.131166666666667
RNF144B	2.523
HTATIP2	0.47725
MGC10334	0.559916666666667
CENTA2	2.514
FGF2	-0.33675
FXYD7	0.203
PHYHIPL	-1.797875
GPR34	3.1275
DDX6	1.09466666666667
OR10W1	0.2615
LHFPL1	-0.6665
ZNF313	-0.486357142857143
VPS28	0.7215
AP3M1	-0.4042
AKR1CL2	0.76075
TRAF4	1.263375
OR2B11	1.059
C19orf12	0.514833333333333
AKAP9	-0.350833333333333
C1orf62	0.1225
SLC20A1	-1.9586
FAM112A	0.482
LDB2	-0.070125
MRPS23	-0.67075
KLK5	0.032
SPTB	-0.3848
EFEMP2	0.43075
EFNB2	0.52725
PCM1	-0.539142857142857
NMNAT3	0.397625
TSG101	0.431
C8orf40	0.0735
NOB1	-0.65375
ABHD3	-0.67025
GTF3C4	-0.10725
PIGN	0.948666666666667
GALNTL1	1.23325
AEBP1	2.266125
OR9Q1	-0.0365
ANKRD2	0.542375
CCL28	4.85025
TRIM38	0.326333333333333
TMCC1	-0.643666666666667
SMG5	0.38775
LRRC7	-0.927
NCAPD2	-0.855666666666667
C6orf153	-0.2405
C1orf74	1.12275
OTUD6A	0.6185
DCP2	0.0628333333333334
TMEM24	-0.10875
RPL18	-0.673
TMEM177	0.47775
LRRC37A3	0.81425
C1D	-0.458666666666667
LDHC	-1.19
UBE4B	0.320166666666667
NIT1	0.577
BTN3A3	0.058125
RASD1	-0.63175
COMMD3	-0.8045
SHFM1	0.5485
BIRC8	0.56275
DUT	-0.6705
C12orf51	1.4365
LRRC59	0.7865
LY6H	0.3835
WDR22	0.244166666666667
EDEM1	0.6425
ADH1A	0.716
PANX2	0.5863
CYP11B1	0.8155
CDC73	0.1115
GPR172A	0.66025
GSTM3	-1.50730769230769
KCNA5	-0.678857142857143
SERAC1	-0.380666666666667
NFATC2	0.1915
ANAPC5	-0.3489
C15orf24	-0.104
NFATC2IP	-0.5135
TNRC6C	0.5312
MGC102966	-0.901625
FGD5	-0.833333333333333
MED9	-0.30675
RAB13	0.612
C15orf49	1.265
CRYGS	-1.3064
C12orf53	-0.5127
LOC283693	-0.282
COX6B2	-0.04875
PHF14	-0.476625
FAM3A	-0.377
RPL13	0.1286
PRDX2	0.00209999999999996
FLJ34047	-1.8235
PRMT3	-0.7295
KCTD19	-2.257
TRIM10	0.828333333333333
MGC26597	1.4376
GCNT4	0.21375
GPRASP1	-1.933
CDKN1C	0.394166666666667
RHBDL2	2.9719
HSPH1	-0.72575
AQP1	2.779875
COL17A1	-2.8718
GFAP	1.06925
CDC16	-0.61475
KIAA1614	0.459
C6orf118	-0.269166666666667
ZSWIM5	-2.32875
FAM83F	4.915
LYNX1	1.0918125
SYNPR	-0.7675
XG	3.36
PRSS16	3.102125
KIF13B	0.770785714285714
PCDH9	-1.98516666666667
HIST1H2AH	1.99916666666667
RBM18	-0.28425
ZNF626	-1.986125
HEXIM2	-0.611666666666667
ITFG1	-0.775
TUBG2	-1.185
SFRS7	-0.29825
C9orf14	1.245
EXTL1	-0.285
GBP3	0.300166666666667
WDR5	-0.815
RARG	1.13616666666667
MYO7A	-0.397125
CECR6	-0.2265
C13orf3	-1.196125
SFRS18	-0.454625
ACVR1B	1.7575
PSMD1	-1.2651
C7orf31	-0.229
ILVBL	-0.9425
IFNGR1	1.41275
RNF186	5.80925
NOL9	-0.0775
MAGEL2	1.5095
SLC29A2	0.54175
NHSL1	0.14375
RBMX	-1.1155
PSORS1C2	1.136375
RAD51L3	-0.543083333333333
LCN6	0.8235
ORAI2	-0.299875
BRUNOL6	-0.0817
OR4K5	-0.084
CDC123	-1.125125
MSLN	-2.28033333333333
WWTR1	0.920166666666666
ZNF700	-2.342
COBL	1.43025
PPP1R16B	-0.614625
GAS7	-0.0869
MDN1	-1.10225
HAAO	0.239
C9orf68	-1.4725
TNFAIP2	0.16875
FOXN1	0.8285
hCG_2033311	0.969833333333333
ATP6V0D2	-0.4609
RPL41	0.77125
SLC38A1	-0.075375
ARHGAP6	-1.98745454545455
ADAD2	0.212
PHF20L1	0.08575
MCM3AP	0.187
ST3GAL3	-0.467166666666667
SNX1	0.149166666666667
ELF5	7.57775
PARP3	-2.13675
RBM8A	0.232625
LINGO4	0.618
ITGA9	0.665166666666667
ZFR	0.54525
ACSL6	-1.9665
FLJ20699	0.0897
DAOA	0.45525
FABP4	1.55433333333333
KCNB1	-0.88625
CANX	-0.0139
SLC25A28	0.739333333333333
ADIPOR2	-0.67175
ECHDC2	1.1685
SMA4	-0.414
FRZB	2.477625
PABPC1	1.07966666666667
DMRTB1	-0.630375
APOBEC3G	-1.53575
CATSPER2	-2.5795
CUEDC1	2.06366666666667
STARD9	-1.685875
CLDN8	6.609125
LOC23117	-1.59227272727273
E2F6	-1.17755555555556
TMEM126B	-1.1195
DPY19L4	0.04775
GIMAP5	3.10816666666667
NDUFA9	-1.28433333333333
FAM77C	-2.0625
CTPS2	-0.4235
LOC51035	0.235375
WDSOF1	-1.50975
EGLN3	-0.82375
PITX3	2.47016666666667
OR52E8	0.729
GRM4	0.472
KLK1	-1.98666666666667
GPM6B	0.29725
RRAGD	2.0865
PAGE5	-3.17875
UCHL5	-0.493666666666667
ULK3	-0.0633333333333333
AIM2	1.17933333333333
PNO1	-1.04033333333333
OR2F2	0.5075
GNAT2	-0.794
SIX1	1.4045
ST13	-0.955416666666667
ZBTB44	0.601625
TIMP2	-0.1065
ZMAT4	-3.736
GTF2IRD1	-1.16433333333333
ZNF19	-0.738166666666667
ZNF714	-2.48425
RSC1A1	0.3645
C9orf80	-0.34225
PSMA8	0.2092
TMEM141	0.28275
COX4I1	-0.362214285714286
CTAGE1	-0.179333333333333
DTWD1	-0.60125
HSD11B1	-1.16
KRT6B	7.219875
ARID4B	0.901125
LHFPL3	0.425
WWP2	0.19675
ZNF326	-0.546666666666667
RGPD1	-0.53
CTSH	1.564
FASTKD1	-1.595
PAF1	0.238
TTC9C	-0.23475
IFT57	-0.0965
PRSS36	1.8465
IL20RB	-0.499
ZNF592	0.043
DCTD	-0.7233
CFP	-0.10925
MFNG	-0.744
JMJD2B	0.472
ALDH3B1	-0.7855
THSD4	0.724
KCNJ5	2.10683333333333
LMNA	1.38483333333333
TBCD	0.385875
ZNF250	0.4505
CASQ2	0.2964
PEG10	0.0546666666666667
PRAME	-4.0868
NP	1.849625
TRIM59	0.236166666666667
ZNF12	-0.400125
XTP3TPA	-1.06
SIGLEC7	-0.7154
PANK4	-0.64425
FAM70A	-3.18316666666667
SNED1	-0.4305
HIP1	-0.8043
RAET1E	-1.26533333333333
AMAC1L2	-0.129
AHNAK2	-0.874333333333333
TOE1	-1.16366666666667
RECQL4	-1.057
SPRYD3	1.4565
DPAGT1	-0.914
MAGED2	-0.00929999999999997
ANKRD55	-1.69533333333333
TRPS1	3.29508333333333
DOK7	-1.426
TFPI2	-7.045
GTF2H3	-0.6655
CYP4F11	-2.163375
LHX2	-2.06516666666667
ATG16L1	0.405
ASB12	-0.2785
C1orf116	4.63475
NF2	0.4784
POM121	-0.2511
PHYHD1	-0.0061
TXNDC17	0.449833333333333
DKFZp779O175	-0.92075
NUP62	-0.0696428571428572
MYO18B	-1.07116666666667
PRAMEF1	1.1805
TCBA1	0.981142857142857
TMEM168	0.72375
FJX1	1.39483333333333
CLCF1	0.09125
SEPN1	0.35925
IGSF2	0.92075
NUDCD1	-1.31333333333333
TFF3	-2.16816666666667
NDFIP1	0.491857142857143
CHCHD4	-0.66425
TNR	0.664
CUTA	0.0895
USP44	-3.3915
DPP10	0.286666666666667
IWS1	-0.43
PCGF1	-0.67875
SULT1C4	-0.717
NTF5	-1.36975
PTPN13	-1.60875
SSTR5	0.479
SFRP1	3.886
IDH3B	-1.72275
SUOX	0.603
TMCO5	-0.4495
GOLT1B	-0.9305
MIB1	0.133642857142857
PCDHGB1	0.248
SUSD1	-0.82025
ICAM5	-2.11533333333333
PAPOLB	0.821333333333333
URM1	-0.4375
TMEM106B	-0.00766666666666665
LRIG2	-0.39125
SLC27A5	0.569
CLIC6	-0.1938
ZNF420	-0.0423333333333333
SCN9A	-2.0261
KIAA1909	0.27275
ELMOD1	-2.057
PRKAG1	-0.84325
FAM64A	-0.329555555555556
EEF1G	0.0710999999999999
SMAD5	0.61925
INCENP	-1.733
WASF2	-1.383
GARS	-1.0661
CDK10	-0.7682
HLX	1.085
MDM4	1.193875
ZNRF1	-0.901428571428572
HHATL	-1.0975
FAM21C	1.6519
HIST2H3C	1.13775
PFDN2	1.95
ZNF200	-0.88225
NDN	-0.92475
HBA2	-1.87533333333333
FBLN5	2.108375
PUM1	0.389714285714286
TNNT1	-2.651
C19orf59	-0.5445
HNRPH2	-0.5635
RAB7A	0.272
PMS2	-0.342125
BIRC3	-0.270833333333333
NRSN2	1.71925
OR52K2	0.260833333333333
SPOCK1	-2.04371428571429
H2AFY	0.98025
RXRB	-0.6365
ZNF638	-0.598666666666667
ANKRD45	-0.25475
ACTN4	0.821333333333333
FXC1	-0.14125
EIF2B5	-1.20175
VPS33A	-0.50475
PINK1	0.86375
FAM106A	-0.1375
SKIP	0.9955
GAPDHS	-0.125666666666667
MUM1L1	0.9835
PSTPIP1	0.79225
CNTNAP1	-0.9959
CYP26A1	0.7195
APOL2	0.5576
TACC2	-0.143375
COX7A2L	-0.459928571428571
HSD17B1	0.33425
ARRB2	0.14175
SLC7A6	-0.5805
HSD17B10	-0.925
RBJ	-0.61875
NUP155	-1.84775
MRPL10	-0.924
CYCS	-1.30345454545455
CCDC46	1.547
TECTA	0.0235
GNAL	-1.9595
LPO	0.296
PEBP4	-0.0203333333333333
DDX11	-1.42225
C18orf12	1.405
TAF9B	-1.42708333333333
IMP4	0.15975
RPA4	-0.308333333333333
NDUFS1	-0.13775
UPK1A	-1.00833333333333
ARRDC2	0.601
C18orf20	1.9515
AES	0.650142857142857
CD2BP2	-0.526666666666667
C16orf54	-0.354
UGT2B17	-2.53075
FGFR1	0.532272727272727
CEACAM6	1.4021
CHRM5	-0.02725
CERK	0.743375
AP3S2	0.536357142857143
ANKS4B	-1.383
CLCNKA	0.1685
ZNF208	-1.7035
HLA-DRB5	5.5835
CARKL	0.17175
GOT1	-0.3875
CASP6	1.86225
HOXA1	-0.948
RCL1	-0.91425
ZNF181	-0.514833333333333
RAB40B	2.764
MRPL38	0.805875
LRRN2	-1.1935
C3orf25	0.2265
OR5D14	0.5835
OR10AG1	0.4545
BET1L	0.8839
FRY	1.8805
AK3L1	2.67325
CSF3R	0.712833333333333
POLR3K	-1.28783333333333
ATG2B	-0.367166666666667
EPS8	-0.5775
DARS	-0.303875
C10orf56	-0.837333333333333
DAD1	0.824333333333333
RIOK1	-0.281166666666667
HERC2	-0.12525
HSD11B2	-0.339333333333333
FAM96B	0.12275
MGC13057	-0.948
BSN	-0.8675
CAND1	-0.468166666666667
HCST	2.37225
ACTR10	-1.00233333333333
OR8D4	0.963
NASP	-2.1234
COL9A2	-1.04083333333333
LYZL1	-0.043
GPC5	-2.84125
TBL3	-0.608333333333333
CENTD2	0.1216
OR5AP2	0.752333333333333
TLR1	2.58375
LMO6	0.00875000000000002
ZIC2	-1.52525
CPNE5	0.25175
ZMYND15	2.86875
FLJ22374	0.02875
CCDC106	0.43825
PARP16	-0.27675
PDIA3	0.316
C14orf126	-1.19725
CECR2	1.255
SFRS1	0.262785714285714
FIGLA	0.0195
DCP1A	-0.0255
MGC45800	-1.6409
TEKT1	-0.103833333333333
C10orf67	-0.233
CLN5	-0.2355
NTN2L	1.2265
GLE1L	-0.5705
CES2	-0.1617
GNAS	-0.03
DDX53	0.603
TSPAN13	0.407
MRPL52	0.2675
SPIRE2	1.0375
TAS2R39	-0.112
SCUBE3	0.05075
UCRC	0.2501
CDKL3	-0.52175
KIAA1715	-0.5603
ZNF345	0.648
RTF1	-0.093
DHRS7	0.6785
RIPK4	-0.623666666666667
EXOSC2	-1.302
MS4A2	-0.299
FGF17	-0.32225
WDR59	-0.503375
EVI2A	-0.67325
IL17RC	2.41883333333333
HS3ST1	4.9805
ITGB1BP2	-1.8905
RBPJ	-1.363
GIMAP1	2.7305
INE1	-1.1225
ALDH18A1	1.21225
TPI1	-0.637
GATA6	0.48375
CABP1	-0.285
ZNF484	-1.15775
DAPK3	1.0265
GJB1	-2.02275
PIN1	-0.596375
SLC6A15	-3.32833333333333
CNO	-0.42925
RIN2	2.74275
FRRS1	-0.428
CYorf15B	-3.185
DMRT3	-0.220125
ATAD1	-0.256125
OTUD4	0.368
ATOH8	-1.1295
ZSCAN16	0.81025
ASCC1	-1.24725
OTUD3	2.32
MGC33212	0.0195
YME1L1	-0.38175
RP11-218C14.6	-0.0955
PCBP4	0.77475
TNFRSF10A	0.24125
CDH10	-2.9744
KL	0.899125
SCP2	-0.402166666666667
C9orf119	1.093125
SON	-0.802083333333333
MAFK	1.089
SBNO2	2.234
SLC6A6	-0.34225
SC4MOL	0.579375
FAM35B	-0.277125
PPP1R9A	2.006375
PDZRN3	0.285875
CXorf20	1.6815
C6orf126	2.53025
AVEN	0.44525
FLJ21075	-1.8045
C14orf132	-2.35075
PCK2	-0.89125
GUCY2C	-0.335
BARX2	2.18275
PEX11G	0.1935
DAO	-0.710333333333333
C10orf49	-0.08625
EDNRA	1.28266666666667
PPP2R5A	3.313
DDX39	-0.6535
SERF1A	0.782
ASCIZ	0.0526
FNDC8	0.36575
PTMS	1.07025
PHF7	-0.63125
PIP4K2B	-0.073125
HHLA2	0.1525
BDH2	0.0836
APOBEC2	-0.850666666666667
PENK	-1.38566666666667
SMAD9	-1.5845
MT3	0.3025
RGL1	0.846125
ATG10	-1.029625
DLGAP4	2.35783333333333
APPBP2	-0.0687142857142858
BACE2	0.217571428571429
LOC339344	2.35533333333333
ZNF395	0.165
HIST1H2BL	-0.06575
ZNF467	2.906125
SLC25A21	-2.58625
PALM2	-0.0910000000000001
NSUN5C	-1.1345
IL5	-0.037625
CLSTN2	0.12075
ANXA8L2	-1.07475
PTGES	2.064875
GDAP1L1	-1.14216666666667
OPRK1	0.232
WDR20	-0.0769166666666666
C12orf4	-0.17
NUP88	0.0185
XRCC6BP1	-0.598833333333333
FCGBP	1.45985714285714
LEMD2	0.38325
NOMO1	-0.6925
C10orf79	0.232125
ZNF79	0.2598
OCRL	-0.029
HSPA8	-0.479708333333333
DIDO1	-0.420833333333333
PLA2R1	0.80725
COG3	1.3441
NGDN	-0.69925
CBFA2T2	-0.035375
PNOC	-3.32625
PRRG1	2.81208333333333
AGGF1	0.241714285714286
DPF2	0.3215
YIPF7	-0.011
TRPV5	0.596
ZNF322B	0.9205
MED12	-0.150666666666667
CARS	-0.583166666666667
ABCC11	-0.430666666666667
C9orf25	1.0055
MYH1	0.5805
FRYL	0.194916666666667
AGTRAP	0.096
MMP27	-0.816
ZNF432	-0.897375
OR8D1	0.426
OR13D1	0.172
VWA1	3.95625
STON1	-0.63375
IL5RA	-0.4815
PERP	1.808
C10orf107	-1.24733333333333
TNFSF12	2.9085
FN1	1.62508333333333
MTR	-0.215333333333333
PHLPPL	-0.680833333333333
ZNF425	0.5605
DHFR	-0.603444444444444
PPP1R12A	0.118125
RSPO2	-2.41371428571429
ZNF7	-0.7125
ZNF583	-0.2475
TPMT	-1.95283333333333
GPR132	0.92725
OR2T12	0.30425
SERTAD2	-0.1765
ATP1A1	0.9873
FRMPD3	0.99375
ZNF672	0.80325
PLXNB3	1.2695
EML5	-0.6215
FAIM3	1.231
UBQLN2	0.19475
SORCS2	-0.44575
PRIM2	-2.6735
ACVR2A	0.0905
YWHAZ	0.41125
PGM2L1	1.81
GNAO1	-0.0995
RPL10	0.6725
RPS6KA6	0.4085
PFKL	0.629666666666667
SH3D19	1.009875
AURKB	-1.69466666666667
ZC3H6	1.89975
DISC1	1.27283333333333
FLJ39660	-2.39166666666667
TMEM25	-0.166625
OSBPL10	1.68525
CLTCL1	-1.495
ALG6	-1.06125
CATSPER4	-0.255
LRTM1	-0.473
RRAD	0.212666666666667
TIPIN	-1.28825
CARD14	2.6825
RBM9	0.4635
RASSF4	1.84175
SLC25A18	-1.06266666666667
C6orf58	0.0261666666666667
IGHD	0.7445
PLA2G6	-0.06
TPT1	2.08
SEC63	1.0957
CCDC113	0.2007
TDRD10	0.605625
KIAA1666	-1.911125
TOR1AIP1	1.593
SYTL4	-1.70833333333333
SPRR2F	-0.3755
CEBPD	3.64225
SNTG2	-1.2655
C20orf77	-0.620416666666667
TAS2R49	0.0055
C6orf173	-0.700166666666667
SVEP1	0.329222222222222
PXN	-0.560285714285714
VIL2	1.65125
C5orf21	1.91166666666667
DIXDC1	-0.65375
GANAB	-0.7905
PDSS1	-1.07875
NGFR	-0.099875
ATP8B4	0.1975
BMP8A	-0.3145
CCDC132	-1.30683333333333
GNRH1	-0.32725
OR10T2	0.206
PDGFD	1.237
OR6W1P	0.8925
HARS	-0.119916666666667
KRT77	-0.7835
AQP8	-0.00800000000000001
ITGB1	0.1149
ZNF254	-1.6151
PAX1	0.165333333333333
PSMC4	-0.6126
ANKRD22	3.36125
PSMD8	-0.0711666666666667
HTR1E	-0.811333333333333
SOX10	2.1371
OR5B2	-0.698
RABGEF1	-1.01878571428571
MAP1LC3B	-0.81025
CYB5R4	0.13
AGXT2L1	-1.73025
FLJ41603	1.2715
TRAPPC2	-0.402833333333333
FNTB	0.115
FLJ14107	-0.896166666666667
AURKAIP1	0.30175
DSE	1.43275
NFKBIZ	2.01566666666667
OSBPL3	0.9355
LOC130576	-2.13225
SLC39A9	0.758
LOC137886	-0.136833333333333
RHCE	-2.77
ATG7	0.166
FAM82A	-0.305166666666667
FBN3	1.1245
MCFD2	-0.104
CASP14	0.018
EPS15	0.350083333333333
SFRS2B	0.486083333333333
C19orf47	0.2215
PLAC9	-1.1235
GPR23	-0.7525
BTNL3	-0.667166666666667
RGS8	-0.378
GNS	-0.28425
ENO2	-2.53916666666667
CBX1	1.916
PEX26	1.1565
LRP5	0.284333333333333
ADAMTSL4	-2.20183333333333
ARR3	-0.245833333333333
MAP1A	-0.6895
CD2	2.794
NAV2	-0.4000625
TMEM69	-0.54025
ATXN7	-0.315833333333333
CHN2	-1.4855
ZNF781	-2.1415
HAS2	-3.37933333333333
KIAA0241	-0.038
BIC	0.4555
MOBKL2A	0.342
CYP2C9	0.799
CNOT7	-0.150928571428571
SFRS10	-0.64925
CST11	0.39175
FLJ37543	-0.6235
NKAP	-1.49625
RUNX1T1	2.7465
EAF1	-0.1522
IL4I1	3.19575
LRRC61	-0.388
PSIP1	-1.32890909090909
SPRR4	0.6395
ZFP90	0.350666666666667
AP2B1	-1.29369230769231
SLC30A7	0.57175
C7orf28A	-0.3255
S100B	3.1165
BMP2	0.0625
ESR1	-2.58191666666667
ZFPL1	0.22575
ARHGAP12	0.09275
LRRC19	-0.0328333333333333
ZNF767	-1.16733333333333
NACA	0.0885
OLIG1	-0.877125
PRF1	0.80125
LST1	3.56383333333333
SPATA9	0.256166666666667
CNFN	2.143
CDK4	-0.4881
TCF15	-1.70316666666667
PARC	-0.046
PPM2C	1.8325
LOC283345	-0.072
FAM107B	0.69225
DMXL1	-0.531625
RBM3	0.45125
HTR5A	-2.26666666666667
SCFD1	-0.376666666666667
EPHB3	4.542375
ROPN1L	-1.60983333333333
RAMP3	-0.17025
TSPYL5	3.39445454545455
GAP43	-4.4055
PAPD4	-0.77875
PDE3A	-2.57425
TNFRSF10C	-0.89775
JMJD5	-0.108833333333333
RASGEF1A	-0.7704
C16orf65	-0.366
HIPK3	1.0685
XYLT2	-0.4925
XPOT	-0.806166666666667
GAL3ST1	-0.9745
DHCR7	1.4305
AMIGO3	0.2835
FGFR4	-1.49616666666667
CRAT	0.045
PPP1R14D	-1.0025
TRIM14	0.6338
TMPRSS11D	-0.295
SLC7A11	-3.14164285714286
OR10H2	0.8995
PPM1E	-1.7063
DOCK4	1.094625
FAM127A	-0.045125
ENOPH1	-0.71625
SLC5A3	0.1747
ZNF530	-0.4244
NTS	-5.66975
FRMD4A	1.467125
BCL11B	-2.74183333333333
PRM1	0.0275
UQCC	-1.1453
S100A16	-0.922333333333333
PLS3	-1.8385
WWOX	0.0380714285714286
CCDC23	0.17325
GTSE1	-0.94
GP2	-0.425
FLJ32549	-0.590625
CHIT1	0.6465
KLF9	0.84025
RPS24	1.1668
MIA	3.71125
FIGN	-0.93325
PYROXD1	0.58525
PCSK2	-0.67025
MRPL9	0.7055
RPL24	1.286125
C12orf32	-1.01525
HIST1H2BE	-0.11475
RGS18	1.6665
LFNG	0.71075
RAB4B	-0.7364
FBXO25	0.5505
TSPAN31	-0.229333333333333
ARL8A	2.12778571428571
C10orf83	-0.6338
OR51B6	0.239
CNKSR2	1.72366666666667
C1orf156	0.67675
IBSP	5.8285
GFRA2	0.3039
ALKBH7	1.7071
NEK10	-0.2
VN1R3	-0.358
LOC91948	1.984
CPZ	0.1355
IHPK3	0.2158
COL8A1	1.1405
RBPJL	-1.12
OR10A4	0.09675
CASP8AP2	-0.464
MMP12	-1.424
OR8B12	-0.189
CDCA5	-1.75333333333333
LIX1L	-0.6045
PEX11B	1.73725
GABRA1	0.490166666666667
HABP2	-0.155
REEP1	-1.11466666666667
FBXO15	1.76025
CD68	0.72025
WFDC9	0.1895
GHDC	-1.347
SMARCA1	-0.00774999999999998
SPAST	-0.3515
PLXND1	-0.778333333333334
MLCK	-0.7775
INTS5	-0.0363333333333333
BSG	0.0268571428571428
PARP8	1.171
TEAD4	-0.902166666666667
ZNF498	-0.63075
TMEM89	-0.1245
DTX4	-0.00649999999999999
TNRC6B	0.734125
ARMC2	-1.789375
FGFBP1	-3.168
TIMM8A	-0.7565
AJAP1	-1.0745
ZNF608	0.559
SLC25A42	-0.637625
SYP	-0.141
MMP11	4.91183333333333
USP40	-0.865
C3orf62	-1.53566666666667
MYO1E	-0.2395
LRFN4	-0.29875
XCL1	0.935666666666667
GPR155	1.964125
VPS29	-0.22075
CARHSP1	-0.17725
ARHGAP20	-0.2735
GREM2	2.23664285714286
CCDC102B	2.0485
ZNF577	-0.436666666666667
HDDC2	-0.3065
SHC2	1.112
NCOA5	0.373833333333333
INPPL1	-0.857
CHGB	-2.6552
IHH	-0.175
DDEF2	-0.390083333333333
DIAPH3	-1.37990476190476
BUB3	-0.5485
GGH	-1.79988888888889
VPS35	0.2488
CNN2	2.78941666666667
ASNA1	-0.763
WDTC1	1.02175
AMAC1	1.007
HAS3	1.076
SLC1A6	-0.994166666666667
ZNF563	-1.5135
C1S	2.70475
TCF7L1	3.2695
OR10Z1	0.3725
ME2	-0.4311
C6orf151	-0.496875
KPNA4	0.3635
GLO1	-0.6695
WDR61	-1.2145
CD302	-0.4425
SIRT7	0.551166666666667
C11orf59	0.34075
PKIG	-0.551
PPIL3	-1.05525
CCDC74B	-1.405125
ZNF528	-2.18725
EFNA5	0.892
FCGRT	0.34225
NOL4	2.3264
CCS	-0.27825
LOC374491	0.0135
MFSD7	4.6245
ZNF555	0.771
LIMS3	-2.2575
TSSC4	1.2115
COL11A2	-0.9025
C1orf119	0.0438333333333333
BPNT1	0.91125
CHRNA6	0.1115
C1orf173	0.798
PLD2	1.1775
ORC1L	-3.1795
SASH1	0.715375
CDC14B	-0.672125
RLBP1L1	0.182666666666667
LDLRAP1	-0.089
NAT8B	0.118666666666667
HHEX	-4.0065
LGALS7	-0.71875
PLCH1	1.41625
OR1M1	0.718
PRAMEF16	-0.35475
HECTD1	-0.3685
C14orf39	-0.428
TLN2	1.1126
HDAC4	-1.10535714285714
SYCP2L	-2.6145
GLRA1	-1.023
RPS6	1.07875
hCG_1757335	-1.1835
KLHL1	null
CTNNBIP1	0.879666666666667
SCAND2	-0.6313
HMGN2	-0.2196
YAF2	-0.5545
BRPF1	-0.099
LIAS	-1.56125
CTA-246H3.1	-2.806
SAG	-1.3595
C20orf10	0.013
HNRNPA2B1	-1.89483333333333
GADD45A	-2.36516666666667
MSH4	0.088
TMEM70	-1.10325
HIST1H2AM	1.19575
C19orf26	0.676833333333333
C1orf50	0.16475
GNG3	0.2685
FTO	-0.41475
CALCB	3.9335
PPP3R1	0.0135
C15orf42	-1.639875
CCNJ	0.3035
GNAZ	-0.771666666666667
PSD	-0.0411666666666667
FAM57A	-0.256
STIM2	-1.0235
DHX8	-0.79975
MOGAT3	0.36175
UBE3B	0.100833333333333
PLAT	-0.130833333333333
C6orf206	0.373
COPE	-0.2613
EIF3A	1.2605
C1QL2	1.07125
IQCE	0.305166666666667
KIAA0182	-0.78125
SLC22A7	0.3583
PPFIA2	-0.3055
ADAMTS15	0.158
ODZ1	-0.722
THBS4	-1.88866666666667
ARHGAP1	0.82025
B4GALNT3	0.105833333333333
FCHO1	-2.6655
LOC440456	0.83775
HOXD10	0.302
CXCR3	1.287
CHI3L2	3.040875
SRPX2	1.582
ZNF132	-0.241166666666667
UBAC2	-0.083
RPL32P3	-0.159
CBWD6	-0.883
ST6GALNAC4	-1.215
KIAA0391	-0.0613333333333334
LOC388969	-0.22875
KRTAP5-8	2.57716666666667
ZNF786	-0.21175
LYVE1	0.6715
GPR144	0.52375
APOH	-4.314125
TSC22D2	-0.270833333333333
PLCD1	0.05775
FLG2	0.273
M-RIP	0.1825
NDUFV1	-0.76425
POLDIP2	0.730166666666667
RAB3GAP2	0.9475
RPSAP15	-1.882
CLEC7A	1.452
HSPA14	-1.21875
TAAR5	0.91675
FAM132A	-0.39325
C2orf43	-1.7565
OR10V1	0.511
SELPLG	0.31575
C1QTNF6	0.420333333333333
OPCML	0.0618
DTYMK	-0.6925
ALDH16A1	0.486
F13B	-0.7985
MGC16169	-0.564
KIRREL2	-1.82383333333333
C14orf32	0.113916666666667
SLAIN2	0.1668
HSD3B2	0.0175
AMMECR1L	-0.0478
LRRC37B	-0.3095
HMG20A	-0.766333333333333
C22orf27	0.6601
FBXL22	0.074
AP1B1	0.0963333333333333
TNKS1BP1	1.384
CD74	2.81925
HSPA12B	1.587
PLSCR1	0.620333333333333
SLC35E1	0.137333333333333
FEZ1	-1.65625
APOD	0.42975
C16orf44	1.4115
C1orf166	-0.445
KCTD11	0.3445
NELF	-0.6015
SRP54	-0.629666666666667
MGC35361	-1.0915
GPR35	-2.0135
NRGN	-0.824375
SIGLEC12	1.185
SCN1B	-0.42975
IFNW1	0.09
STAR	-3.96825
HLA-DQA2	3.36016666666667
RNASEH2B	-1.236
TAAR2	0.537
VAMP5	0.375666666666667
TUBA1C	-0.946285714285714
PIK3R2	1.0645
ARD1A	-0.144333333333333
EBF2	0.394833333333333
CAMSAP1L1	1.193
CYP3A43	0.78225
AKR1B1	-2.32225
KIAA1729	0.439375
KAL1	-0.3313
CYBB	0.41075
UXS1	-0.1895
LOC338579	0.29725
C11orf45	-0.108
SHB	-0.5035
IKZF4	-0.434625
NDUFA1	-0.04425
HSPE1	-0.451
C1orf215	-0.26025
GPR113	-0.0853333333333333
ZNF573	-0.03975
TBX18	-0.344
GGTA1	6.20525
PCDHGA8	-0.404
RPS6KL1	-0.371875
DPP9	0.11325
SLC43A2	2.28775
COPS3	-0.3655
PMPCB	-0.3375
HYLS1	-0.1575
LSM8	-0.816333333333333
PDE6B	-1.12025
C10orf118	2.0562
OR1C1	0.5335
ZNF415	0.199
OR2F1	0.542
ZDHHC13	-0.27275
FZD8	-0.5829
TCEA1	-1.4228
SUSD4	-1.208625
C22orf24	0.4805
