Hybridization REF	TCGA-BH-A1ES-01A-11R-A137-07
MAP2K4	0.644375
HS3ST5	2.0565
EPB41L3	-2.047
TEKT2	0.782
CDKN2B	1.01125
ZNF480	0.764
MAP3K6	0.8997
MAP6	2.91983333333333
HN1	1.8336
OR2L13	1.14583333333333
SLC16A11	1.0995
FAM96A	-1.0455
APOL1	-0.49825
C5orf32	0.283
RTP1	-0.917
RNF175	1.126625
ZBTB41	0.803375
AHCTF1	-1.2653
SAE2	-0.3067
ITGA2	0.483083333333333
MME	-0.237666666666667
CCDC14	-0.78
MAST4	1.04957142857143
KRT33B	-0.1075
KCTD2	0.893833333333333
WDR26	0.267333333333333
MFI2	-0.676
NR4A3	-0.910625
ARSA	0.991
UNKL	-0.398166666666667
SULT6B1	0.4425
CCNA2	-2.20283333333333
SOX15	0.872
PPAPDC1B	2.93875
C19orf44	0.757
MCAT	0.499333333333333
ARID1B	-0.068125
OR52N1	1.613
C12orf48	-1.535
MAGI1	0.509625
NIPA2	-0.29775
GBX2	-1.77625
RSHL3	0.648625
RAVER1	0.2855
C15orf17	0.39525
SLC30A2	0.368875
ZNF518	-0.7875
PCYT1B	-0.895
C10orf114	-1.2325
EIF3H	0.32675
SLC25A39	-0.871166666666667
KIF1B	-0.629375
AMOTL2	0.51025
C6orf120	-0.1425
PSRC1	-1.39925
PLA2G10	2.160625
KIF5C	0.247625
MRPL37	-0.588
C17orf62	0.946166666666667
C9orf135	-1.11766666666667
DUSP10	1.7316
CLCNKB	0.1805
PSMA5	-0.552375
C8orf53	-0.39625
AMPD3	-0.255166666666667
PIAS1	-0.8295
ADCYAP1R1	0.509
GYLTL1B	-0.016
CDH20	1.58466666666667
FBXO7	-0.4645
TMEM134	0.322166666666667
FLJ14213	1.39433333333333
ZNF3	-0.043
LRRFIP1	0.141125
CNOT2	0.651916666666667
ABI3	1.415
ALDH5A1	-1.831
HNT	3.2598
SERPINA4	-2.12675
TK2	0.673666666666667
STMN1	-0.418111111111111
GUCA2A	0.279166666666667
GALNT10	0.143642857142857
DPP6	-1.157
C9orf93	-1.525375
PRELID2	-0.118
STK39	-0.648
SFTPA1	-1.89325
CKS2	-2.40966666666667
RHO	0.595
C20orf135	0.148
XKR3	-2.7275
CR1	-0.2065
RPS6KA2	0.255285714285714
C20orf112	0.729
MRPL22	-0.416
C4orf23	1.19716666666667
GADD45B	1.395
KLHDC1	1.6125
C2orf48	-1.6105
ZNF287	1.154
DAAM2	-0.822
DPPA2	-3.42
TCTN3	0.367
DNAJB11	-0.28125
FPR1	3.33925
DEFB4	0.211
PTCD2	-1.4611
SMOC2	4.47666666666667
CABP7	-0.60075
SERPINB11	0.3425
MAGEF1	1.0455
NDE1	-0.2735
ITGA10	0.3975
FSHB	0.143
ANXA2	0.673625
HORMAD2	-0.0495
HLCS	0.44
MCF2L	1.69941666666667
FH	-0.998625
TBC1D24	0.54125
KIAA1505	2.3155
LGALS2	-3.41325
CNBD1	-1.0255
SYNPO2L	1.4645
PTPN23	0.663357142857143
C1orf183	-0.3035
MAGEA8	-3.096
DGCR8	-1.4955
GSR	-3.15375
PAQR7	0.72575
ZNF676	0.4875
CACNA1C	0.3816
SP7	-0.439
PDCD6	0.213
NRN1L	-0.169
BRI3BP	-0.533333333333333
KIAA1183	0.6085
ASB4	-0.1515
CCL23	-0.2318
OBSL1	-0.12
SLC12A7	1.11183333333333
KIAA0240	0.908
CD1B	-3.70116666666667
FCGR2A	0.628625
MDC1	-0.8425
HTR1A	-0.0323333333333333
OCEL1	0.849
ATP11B	-1.7939375
FBXO34	0.0933333333333333
PCDH12	3.10216666666667
RPE	-0.73125
C17orf74	1.1155
CSDC2	1.34016666666667
PET112L	0.04375
TMBIM1	0.61225
P2RXL1	0.0375
TCHP	-0.27025
TRMT1	-0.723166666666667
F2RL2	-0.149583333333333
LRRC32	2.8125
IMPG2	0.1625
BGLAP	0.2265
LOC493869	-0.940666666666667
MRAS	0.805625
SLC35F5	0.54725
CBWD1	0.3385
AXL	-0.926125
ATP2C2	2.48325
TELO2	0.16275
PNPLA3	-4.857
PCDHB14	1.60475
CD276	0.426
KRT80	0.980125
DUSP28	0.1125
CSNK1E	-0.239416666666667
SRP14	1.1745
KCNQ4	0.182
KRT72	-0.0878333333333333
CCDC117	-0.125375
C6orf89	-0.00777777777777777
TUBB2B	0.646833333333333
RTN4IP1	-0.89875
CR1L	-4.214
CEND1	0.650375
C12orf41	-0.0718333333333333
RNF31	0.46
UBN1	-0.165166666666667
C17orf32	1.715
SLC5A7	-0.14925
GPR92	0.936666666666667
ESAM	1.9047
CTNNA1	0.666916666666667
HRBL	0.0633
CBX4	0.55675
TMEM182	-0.15075
SH3TC2	-0.7845
IL10	0.622666666666667
PXMP4	-0.285
RNF167	-0.2171
PAK7	3.48083333333333
ETV3	-0.6855
ATPIF1	0.25
LOC554207	-2.02583333333333
OR8H1	0.22675
WDFY3	1.078625
DPM1	-0.9085
GPSM1	-0.382
WDR92	-0.4835
LRP1	0.657333333333333
ANKH	0.478375
THUMPD3	-1.15225
POLR1B	-0.89
OLFM4	4.39383333333333
RAD9B	0.08725
TSPY2	-3.7935
PAX6	-2.33283333333333
SCG2	-1.50825
SLC17A6	0.4685
FMO3	2.724375
PADI4	0.472375
TUBB4	0.1753
NLK	-1.11775
POU4F3	0.1435
SDF4	0.1205
ITGBL1	3.4255
NETO1	-0.881
TAP2	-0.623
ABBA-1	0.437
GNAI1	-1.03575
VPS4B	0.949
NOPE	-0.4004
GALNT6	2.69866666666667
SESN1	0.27525
GBE1	-1.79711111111111
CLASP1	-0.072
RASGEF1B	0.07125
ACOT11	-0.357214285714286
AFAP1	1.3305
OR2H2	0.26675
DPY19L2P1	-0.21675
DZIP1	-1.20025
SEC22C	-0.091
GPR161	-0.241666666666667
RNF146	0.476
WDR74	-0.708875
GALP	0.291
PURA	0.04775
DNPEP	0.188916666666667
RP11-78J21.1	-0.69
ERBB2	2.37575
FANCM	-1.49508333333333
NEO1	0.929833333333333
DDX3Y	-5.1491
RPS3A	0.179375
MXRA7	0.816642857142857
LGALS3	-0.515666666666667
GLT8D1	0.49425
CFL2	-1.7365
UPB1	0.1375
NAP1L5	-0.106625
CLDN14	0.47275
DHX38	-0.14175
BTBD1	0.027
TARS2	-0.690333333333333
ABCF1	-0.6177
FCF1	0.274
LRRC49	0.15325
GUCY1B2	-2.6035
C1orf177	0.161333333333333
SMARCA4	0.161714285714286
LRP8	-1.33466666666667
TAGLN3	-1.234
MRPL14	-0.89425
TTRAP	-0.447
ZDHHC20	0.63625
NFE2L3	-2.1335
KIAA1377	-0.871625
PALMD	-0.13
TMEM43	0.4775
TTL	-1.087125
STAT5B	-1.59833333333333
SSB	-0.777
OR10H5	0.266
SLC22A13	-1.09725
AKAP3	2.2385
TIMM23	-0.00616666666666666
OAS2	1.32341666666667
KIAA0423	0.825
TRIM11	0.770833333333333
GLIS3	1.703375
TMEM50B	0.901666666666667
ARHGEF4	-0.50325
DEGS1	-1.44781818181818
TBL1XR1	0.382366666666667
G6PD	-0.9245
SP140	-1.1781
MUC17	0.0212142857142857
NUDC	0.1418
DNAJC5B	0.283
SCARA3	0.1825
CPA3	4.82133333333333
BCAT2	-0.632875
MFN1	-0.1338
NRG3	0.263
SNX11	-0.09675
PLEKHH1	0.0426666666666667
GPR177	0.0965
HCFC2	0.02575
TCAP	1.57575
MOCOS	-2.176
C14orf93	0.4505
PRDM10	0.0131666666666667
SLC16A4	-0.327916666666667
SRGAP1	1.00533333333333
VIP	0.727
DUSP27	1.2795
LILRA1	0.6847
MC2R	0.488
MGC24103	-1.9335
MBTD1	-3.732
FUT11	-0.586666666666667
USP33	0.1067
C15orf39	-0.53025
MAP3K12	0.849
PAAF1	-1.4805
BARHL1	0.3575
FLJ16165	0.21
PIWIL2	-2.57025
SYNE1	-0.4285
CMTM4	0.799
TSPYL1	0.9619
GUF1	-0.836666666666667
TMEM157	1.503
WDR44	0.2505
HIST1H3C	1.65025
DKFZp666G057	2.0645
RNPEP	0.117
GAS2L2	0.569166666666667
ADH4	-4.9535
GRPR	1.02833333333333
FBXL17	0.2785
ZBTB10	0.80275
Gcom1	0.480833333333333
HTRA1	1.9048
ZNF585A	0.166833333333333
SLC26A2	-0.933214285714286
OTOP3	0.694166666666667
WISP1	3.19511111111111
ATP2B4	0.249333333333333
FLJ10769	0.722
CRAMP1L	0.55975
CHST12	-0.81525
RAB22A	0.13675
TARDBP	0.0501428571428571
STAU1	-0.03025
CRB3	2.1985
MIG7	-1.7815
CHMP1A	0.487166666666667
ZNF160	1.123375
B3GALT6	0.38225
BARX1	-2.18933333333333
C6orf167	-1.4441875
NXNL1	0.5065
DHX29	-0.49725
HADHB	-0.412
PLXNB2	0.5725
ILDR1	-1.27225
SLC15A3	1.4265
GAS2	-3.7455
C20orf69	-0.903
NUMB	0.139
TNIP1	0.1575
MESP1	1.589
PSKH1	0.82925
NSFL1C	0.307
RHOG	0.13925
HEY1	-0.786166666666667
KNG1	-2.37075
ITGAX	0.8661
LIN9	-0.721
CANT1	1.9865
XRN1	-0.297857142857143
CCDC96	1.7412
HEATR6	-1.71983333333333
GNG7	1.321
RUNX2	1.99825
SOX1	0.434666666666667
FCRL5	-0.3069
ZNF99	0.6725
FAM9A	0.671
SNX22	0.302333333333333
MBNL3	-2.18516666666667
ODC1	-3.4128
ADORA2B	-2.141
NR2F6	0.9405
ZFYVE16	-0.1085
SYNJ2BP	-1.0634
POLE	-0.556
E2F2	-0.46775
THRA	-0.225333333333333
PTGES2	-0.753333333333333
HIP1R	0.850833333333333
TMUB1	-0.326833333333333
ENO3	-2.186
RSPH10B	0.8455
CXorf39	0.230375
IRGC	0.4635
GPR109B	1.5455
FLJ13305	-2.672
LCE3A	0.2945
TNFRSF18	0.484666666666667
DET1	-0.00675
TRPM3	-0.37875
C16orf79	-0.26
FECH	-0.541666666666667
RAP2A	0.0225
CRIP1	-1.011
AZIN1	0.9075
SLC7A7	2.93925
IL10RA	-0.1549
TMEM64	-2.75525
CDC42EP4	1.3486
C16orf58	-0.2477
ARG2	-2.22825
POU5F1P4	-4.18425
FAM62B	-0.035875
DNAH8	-2.3347
ASH2L	2.09225
TSLP	-2.94566666666667
CNTNAP5	-0.7254
TMEM16C	-0.18825
IFNA14	0.525
SLC1A3	-0.213375
CABYR	1.57375
BCL7B	0.0067
NUDT13	-0.917
C13orf28	0.2295
C1orf53	0.5355
ARL6IP4	0.6508
RPL35A	0.017
EMR3	-0.012
RAB40C	0.904916666666667
SLC41A1	-0.663
LRCH1	0.233
LY6G5B	-0.8655
FAM124A	-0.757
MGC10981	-3.79366666666667
CLIP3	0.5513
MAP4K2	-0.0246666666666667
CHIC1	0.2895
SULF1	4.79683333333333
C20orf30	-0.0254285714285714
PRDM5	-1.098875
ELOVL1	0.91275
C11orf48	-0.644625
SLC39A10	-0.47975
KCNV1	-1.25925
ACP1	-1.20966666666667
ZMYM2	-0.372875
B3GNT6	-0.111666666666667
C9orf69	-0.41725
C2orf15	1.23075
C20orf166	0.132
HSP90AA6P	-0.218
EDG7	0.3625
NEURL	2.9195
LPL	-0.956666666666667
CLEC2D	0.372071428571429
GRRP1	0.998833333333333
CD8B	-3.409
HIST1H3D	1.0925
SLC6A12	-0.00787500000000003
FAM27L	0.1035
CD84	-0.1198
RASA1	0.2715
PHKG1	0.403
MAGEA11	-1.7895
IMPA1	-0.2216
NPM3	-1.305
RARRES1	2.53225
SH3BP1	0.20375
B3GNTL1	0.06
ARPC5L	-0.588
KLHL26	0.866
SIM2	1.677125
GJC1	0.2995
C20orf194	0.23175
EXO1	-2.4875
SLC2A2	-2.93783333333333
LOC285074	-0.333
LRG1	-3.16
KIRREL	-1.031
PIK3R1	0.860571428571429
C4orf34	1.5
MAF	-1.57388888888889
ADCY4	2.9875
ZMIZ2	0.9115
SLC46A3	1.88766666666667
STAMBP	-0.844333333333333
CCDC16	0.602
MS4A12	0.5125
TCF20	-0.18025
LRRC46	1.48625
C20orf152	0.67775
MRPS6	-0.2245
ABCB11	-0.208
KCNC2	6.36366666666667
CDH19	-3.505
C9orf123	0.0653333333333333
SSH3	0.678125
LDLRAD1	-3.959
CCBE1	-1.1115
ZNF135	2.54075
TAAR1	0.9115
WFDC12	0.323
CCDC42	0.0461666666666667
FLJ12529	-0.9335
PER1	-0.272
TIMM50	-0.549
SMARCAD1	0.165166666666667
FAM26C	1.069
TP53TG3	-0.960333333333333
SH3RF1	1.9221
LMCD1	2.2795
GPR63	-0.2665
FLJ21986	-3.02825
AIFM3	-0.2515
MICAL1	-0.1545
BLZF1	0.0438333333333333
IQCA	1.90433333333333
PCDHGC3	-0.139
SAC	0.48225
BCL6B	1.63483333333333
DDO	-1.225
MARCO	0.3275
DCHS1	1.14533333333333
C1orf170	-0.0266666666666667
CD200R1	0.524833333333333
C22orf15	-0.4505
SEPT11	0.485
ADNP	0.22225
UST	0.619
C13orf34	-0.666833333333333
RFFL	0.227214285714286
APBA3	0.4535
C2orf60	-0.05625
CUTL1	0.4387
PMS1	-1.27825
ZNF689	-0.1505
EIF3E	-0.226833333333333
IL9	-0.230166666666667
RPL31	-0.1845
LY9	-0.403833333333333
ATP2B3	0.47375
KDELR2	-0.229625
TFCP2	0.115625
NLRP12	0.000500000000000004
FLJ45422	-0.77025
TLE4	-1.1345
ZNF570	-0.1605
FLJ43806	-0.1545
TLK2	-0.950375
CIR	0.41775
MARS2	-0.1775
COL24A1	1.14925
SDF2L1	-0.8485
HIBADH	-0.946833333333333
IGFBP3	-2.17407142857143
C12orf23	0.141625
PSPC1	0.18225
C20orf43	0.05025
TRAV20	-0.2105
ARHGAP24	0.857625
KIAA1975	-0.4385
C1QA	3.0307
DNTT	-5.00316666666667
C10orf6	-0.2705
C11orf41	0.7
HNRPF	0.722875
COL11A1	6.3155
UBAP2	-1.02333333333333
CDKN2AIPNL	0.332
C20orf174	1.86675
SPRED2	0.661
PLA2G12A	-0.335833333333333
ICEBERG	-2.13183333333333
SCN10A	-0.215
C11orf65	-0.28525
GBP5	3.32725
PITPNC1	0.0805
POU3F3	0.3555
NCOA7	-1.414375
LIN7C	0.0207
LOC348840	-1.705
NKX2-2	-3.73375
ANKRD13D	0.2305
LOC123688	0.41625
FUT2	2.5455
TAAR8	0.6415
FZD4	0.90225
PNMA3	-0.4915
OR4L1	0.268
WIT1	-2.65825
EXOC3L	1.10975
ATPBD4	-0.0899
KRBA1	-0.11875
UBXD6	-0.769
HOXB7	-1.25221428571429
C7orf23	-0.9125
UNQ338	2.60075
STAB2	0.045
CDC20B	0.61275
IRF9	2.008
CENTG1	0.671416666666667
TNPO2	-0.59775
MCPH1	-0.00600000000000001
BMS1P5	-1.11775
SLC26A7	0.47125
HIST1H3J	0.818
C9orf3	-0.2751
LBH	1.08025
MYO1D	0.44925
PTDSS2	0.0695
NFU1	0.20525
DEPDC4	-1.83775
WNT7B	0.2299
GLP2R	-0.3115
SETD4	0.0634
DYNLT3	0.0267
FKBP11	-1.8035
SESTD1	-0.2975
FLII	-0.01025
RPS16	-0.1954
CHPF	0.393833333333333
CSNK2A1	-0.344833333333333
SUMO1P1	-0.05725
FKBP6	0.99
ZNF214	2.27333333333333
TWIST1	0.4475
DDX56	-0.396
TRAM1L1	2.6
EPO	-2.693
MRPS18B	-0.55975
ZNF682	-0.0851666666666667
RPL14	-0.124166666666667
MAFF	0.5875
LOC51136	-1.572375
LY96	-0.766
DDX20	-0.0655
ABTB1	1.529
ARL5A	-0.7206
CCT6A	-0.98125
HEPACAM	-1.613
EHHADH	-0.9635
RBAK	-1.03733333333333
CGB1	-0.16625
ITGB5	0.8479
YIPF3	0.227
FKBP2	-0.6155
NR1D1	-0.3319
TMEM110	0.14
NEK2	-1.63083333333333
PRAMEF8	-3.004
C20orf52	-1.04
PCDHGA3	0.5425
VWA3B	-0.117
NDUFA5	0.284
THAP9	0.07275
FLVCR2	-0.375
AP1S1	-1.114375
SMAD6	-0.54675
SAV1	0.643125
SAT1	0.944875
ZNF251	2.309625
ADAMTS7	0.0555
RPP38	0.315
C1orf211	-1.303
YPEL2	0.4995
RBMS1	-0.1675
ZNF445	-0.249833333333333
NRXN2	0.561333333333333
PGBD4	-1.30075
UGT2B28	-1.06175
WBSCR16	-0.3922
NLRC3	-0.27775
ASTL	0.38975
ST6GALNAC1	-3.4925
ZADH2	-0.011125
MLLT4	-0.149083333333333
ARL6	0.4055
MEF2C	-1.329
CBFA2T3	-0.281
AFF3	2.75042857142857
COG7	0.200166666666667
MYB	0.439
PLXNA3	0.5175
XRCC2	-2.19633333333333
MMS19	0.24075
ST8SIA5	-0.7645
CHPT1	0.8895
KIAA1712	0.052625
OR6X1	0.5435
ACTR3	-0.618625
UGCG	0.590666666666667
OR4P4	0.8745
ZAP70	-3.2425
LPP	0.881125
ZNF485	-1.152
PTPRCAP	-0.9055
IL12RB1	0.188
ATRX	0.00359999999999999
CHST8	-0.008125
C14orf109	0.03
ARV1	-0.286
NMB	-0.407428571428571
COX5A	-1.06083333333333
EIF6	-0.229
MPPED2	0.662666666666667
SEMG1	-2.5835
CHRDL1	-0.783
TRAF3IP2	0.717
WNK2	-0.240375
LILRA4	1.52183333333333
LAMA2	3.8825
PXT1	-0.591
RLBP1	-3.391
CD300C	0.179
SLTM	0.252625
FLJ10404	-0.27025
APOBEC3D	-1.149
RENBP	-0.382166666666667
ATXN7L1	-0.26875
NID1	0.01125
TUBGCP3	-0.200375
ITIH5	-0.0974117647058823
CCDC110	2.752
C8A	-2.687
MGC87042	-1.557
HOXC13	-0.9715
TFDP2	-1.7145
HCP5	1.095
POLI	0.978
UCN	-0.619
ZNF764	0.4305
C8orf45	0.581
FHL3	-0.282
SPATA5L1	-0.3665
MMRN2	2.403
NDST1	0.292666666666667
COL20A1	-0.388666666666667
ZNF248	-0.062
PELP1	-0.6775
MBL2	-2.89933333333333
RNF41	0.521875
C5orf24	-0.3205
THOC5	-0.96075
SERINC3	0.435416666666667
RP11-151A6.2	0.67875
CDCP2	-0.00125000000000001
HIST1H2AA	1.44
C11orf75	-0.156666666666667
FKBP7	0.12
DDOST	-0.44575
GPNMB	0.437
TTF2	-1.9225
KCNT1	0.459166666666667
SLC39A14	-1.696625
NGRN	0.3179
GPR137B	1.79275
MECP2	0.308
PSMA1	-0.135
C16orf73	-4.9285
TMEM60	-0.180166666666667
CSN3	-0.257
NOS1	0.425833333333333
RAB7L1	-0.5065
YBX2	-0.824
KIAA1166	-0.752875
FUBP3	-0.0996666666666667
ABCG1	1.2635
ACACA	-0.8115
ARL11	-1.1228
ATOH1	0.205
ODF1	-0.0188333333333333
CREB3L3	-1.9055
TMEM127	1.09471428571429
DSCAML1	-0.36525
PLN	2.394
LYPLA1	-1.11225
PRDM9	-2.04175
SASP	0.8885
PLUNC	0.316833333333333
INTU	0.59075
HISPPD1	0.264
LNPEP	-0.5115
YARS2	-0.517333333333333
APCDD1L	-0.8605
ZCCHC4	-0.1804
FBXO22	-0.83
TTLL13	-0.4545
ZNF669	-0.8
PTGDR	2.3075
DDX27	0.18075
KIAA0409	0.051
GJB6	3.72475
ASB8	1.02675
PLP2	1.1115
MEPE	1.473
OR10J5	0.373
KRT222P	0.5075
COQ7	-0.4275
C1orf101	2.8055
RERG	3.6793
CHMP5	0.0735
THAP11	0.00425
ZNF43	0.907333333333333
ZRANB3	-0.907333333333333
KRT13	0.186
MRPL19	-0.87925
RBBP9	-0.485875
SPATA17	0.812875
BXDC5	1.11816666666667
PAFAH1B1	-0.420833333333333
MAGEE1	0.711
OSTF1	-0.2965
KIAA0323	0.265833333333333
TXNDC13	-0.783666666666667
CNTN4	2.698875
LCE1B	1.539
UNQ501	-0.715
ZNF154	0.62725
C3orf64	0.771
SYT5	0.6431
PON1	-0.1668
FLJ10357	0.070125
ATP4A	-1.897
GNPDA1	-0.853
MGAT1	0.376
C14orf121	1.179
SLC35B2	-0.15075
MIER3	-0.756666666666667
CHEK1	-2.77725
ZNF8	0.661333333333333
TXNDC1	-0.484
CKB	-0.7118
RTN3	0.243
FZD2	-0.520833333333333
PART1	-0.4775
PSMB6	-0.4005
PCDHB8	0.7445
PHC3	-0.2725
PPP1R8	-0.537333333333333
NOVA2	1.585
TNFRSF11B	-3.893875
GOLPH3	0.601333333333333
UBLCP1	-0.14875
SUHW3	-0.20425
TTLL1	1.038
OPN4	0.3415
OR13G1	0.401
ZPBP2	-0.2118
HSD17B11	-0.88975
C9orf50	1.1135
DHDDS	0.191785714285714
CTSW	0.1716
NEFM	-1.36066666666667
MRPL28	-0.75475
SYN1	0.586833333333333
PIGV	0.0928333333333333
ZIM2	3.942
APBB1	0.766833333333333
SND1	-0.78675
C1orf123	0.1715
CHD3	-0.49975
BHLHB8	0.15225
RNASE2	-0.613333333333333
BCAP31	1.104
SLC25A44	0.319333333333333
CHD6	-0.4483
PIB5PA	1.83623076923077
SELS	0.261375
LOC541471	0.34725
FAT2	1.995
ZNF81	0.0195
OR4C16	0.579
FLJ10081	0.2455
LRRC4	-0.8695
CS	-0.4155
N4BP2	-0.902875
IGFBP7	2.11275
ZNF318	0.0399166666666667
NDNL2	0.2355
ZNF609	0.016125
SIRT4	-0.444
EXOSC10	0.037
ECE2	-0.14475
OVGP1	1.80925
GTPBP3	-0.0665
PACS2	1.1013
C19orf36	-0.174333333333333
ARL4C	-1.111125
ATG4B	-0.042875
UBQLNL	0.016
RHOXF2B	-3.561
PLEKHG2	-0.71
GALR1	2.374
AQP4	0.245833333333333
HDAC7A	0.324
DCUN1D3	0.30575
OR8A1	-0.739
CCRN4L	1.353875
CBR4	-0.6335
KIFC1	-1.7345
SLC7A14	-1.998
LHX5	0.355
TRPC7	0.1995
LPXN	-1.5785
SERPINA1	-2.567125
RPS13	-0.3492
BPIL3	-0.187
PRKAA1	-1.29025
FADS2	-0.6584
ENAH	-0.259125
PRO1768	-3.0775
APBA2BP	0.0405
LIPH	1.80816666666667
C3orf33	-0.85025
RCC2	0.0122142857142857
ALDH1A2	-3.666
RNF103	1.77675
AHCY	-0.29525
ALG12	0.3705
CCL17	1.13925
ZNF543	1.47333333333333
ESRRG	1.7005
CNGA1	-0.78625
RDH5	-0.436333333333333
OTX1	-2.0368
PTGFR	-2.81066666666667
CDR2	0.743
SELE	2.2455
NLGN2	-0.653
EXOSC9	-0.39425
ZNF566	-0.339833333333333
KLRC2	-4.0915
GPR12	0.778
KIAA0196	0.536
PDRG1	0.1325
SSR3	-0.803428571428571
MSI1	0.3095
CST9	0.13
CC2D1A	0.732375
PLAGL1	-0.958444444444445
ZNF778	0.6305
RNF2	0.295625
KLF6	1.22183333333333
THBD	1.49383333333333
tcag7.1314	0.69425
NR5A1	-0.401666666666667
ABCD2	-0.30925
DNAJC7	-2.39925
CLEC4C	1.2385
TM2D3	0.38
CCDC4	-2.1795
PLAC2	2.707
DCD	-0.183
FAAH	2.074
POLA1	-1.13533333333333
TM7SF2	-0.367375
FLJ39822	-0.647833333333333
FLOT2	0.754625
MAP4K1	-0.915833333333333
SRP68	0.84325
C21orf74	-0.736
ARPC5	-0.39375
LOC126075	1.40225
HECW2	0.011
ZDHHC4	-0.08
ANKRD42	0.8212
PDE9A	-1.41466666666667
ABCA8	0.0655
NDUFS2	-0.2045
UBR5	0.04725
BTBD16	-2.454
LOC554174	-1.8475
ZNF20	1.6695
KIAA1843	0.075
WDR17	0.714125
C15orf33	1.077
RNF113A	-0.02375
CAMKK1	-1.1326
CLCN2	0.4095
ANXA6	0.07
LOC340069	0.34
EMID1	0.642
DPM3	0.00708333333333335
ELA1	0.5725
SLC25A13	-1.3296
KRT24	-0.122
SMPD1	0.2435
TH	0.03775
COL6A2	1.30128571428571
ANKS1B	2.00025
GPR126	-3.595
ZC3H12A	1.03683333333333
TMEM47	2.747
C2orf51	-0.0985
C1orf88	2.59966666666667
HSF2BP	0.34825
AKAP10	-0.22625
RPAP3	-0.38
KLHDC8B	0.6165
STOM	-1.1968
MUPCDH	0.034875
C10orf72	-0.25775
PLEKHA3	0.472583333333333
TCP11L1	-0.075
CWF19L1	0.505
SPEF1	0.967307692307693
YSK4	-0.533
ELN	2.2576
SAMD8	0.458833333333333
MPI	-1.422
MEPCE	0.2862
ABCC3	-0.212875
NANOGP1	-3.688
KCNK17	3.653875
HLA-DMB	3.226
RRAGA	0.4685
ANGEL1	0.2855
RBM32B	0.32
CPN1	-3.14875
MGC52282	-0.3406
HLA-A	0.194666666666667
OR9G4	0.4205
EDNRB	-1.17175
SCD	-0.785714285714286
C14orf80	-0.106166666666667
BAGE2	-0.874
RABL4	1.13383333333333
RCVRN	0.1165
SHANK1	1.256
NLRP7	-2.217
CD226	0.02525
STAT3	-0.3346875
SYNJ2	-0.9964
TPCN2	0.870333333333333
WDR36	-0.933666666666667
MBD4	-0.1315
ROBO1	-1.5023
ST3GAL6	-3.0525
SLAMF8	3.21516666666667
ATN1	0.548166666666667
GPR141	0.08375
KRT36	0.381
TPH1	1.57
DDX52	-0.5985
ZSCAN29	0.1815
TRPT1	-0.694166666666667
DPEP3	0.473
DENND4A	-1.202875
TSPAN16	-0.5595
PTCHD2	0.0515
LOC145814	-0.04725
CAP1	0.238
EIF5A2	-0.2414
NT5DC3	-0.291375
SEPT9	0.247
SEZ6L2	1.127875
EGFLAM	3.10725
VPS11	0.3605
NDUFB5	-0.7715
CIDEA	0.8825
IER5L	0.90575
N6AMT1	0.71825
FAM83C	-0.34175
OXR1	0.537833333333333
IRX1	0.638
DGKB	-1.22833333333333
GCN5L2	-1.65475
MIR16	0.208375
FBXW9	0.63975
WDR4	-1.86883333333333
PDC	-0.526
VPS33B	-0.2065
HEXB	-0.80375
FLJ32214	0.673
TCEB3	-0.76625
CRLF1	-1.27275
ABI3BP	-0.58325
C8orf22	-3.8845
PYCR1	-0.640625
KIAA1706	-0.10725
CDK5R2	0.477
WAS	0.1275
C12orf60	2.129
CCBL2	0.042
MADD	0.54125
C5orf34	-1.75025
WDR42A	0.8338
KLF12	0.35475
HSPA1A	2.42825
ITM2C	-1.34766666666667
DAPK2	0.2765
LOC442590	0.4735
SUMF2	-0.37425
CENPA	-1.64553846153846
TMED5	-0.5615
CDH6	-1.4168
BRP44	-0.329375
THG1L	-0.2985
GABRA2	-3.9655
C14orf166	-0.1825
MYL1	-2.27633333333333
TNFSF18	0.052
PAP2D	-0.339
PPIB	-1.53825
KLHL4	-0.666875
SFN	1.069
CCDC127	0.3365
FRAP1	-0.1455
GOLGA5	0.54025
SDCCAG1	0.141375
MGC21675	0.177
C10orf95	0.21725
KIAA1345	0.125666666666667
C1orf163	-1.389
LACE1	-0.218166666666667
OR10K2	0.914
CENPN	-1.74228
TMED2	0.299
UGT1A6	-0.6795
ANG	-0.039
U2AF1	-0.925333333333333
CASC2	0.701333333333333
NMT2	-1.30466666666667
OSGEPL1	-0.80325
DFNB31	-1.049
SLC6A20	-0.422875
DKC1	-1.003
FXYD4	-1.10025
WDR64	-0.1135
MGC5590	0.4485
CREBZF	-0.322
DAZ1	-0.6555
PRPSAP1	1.0805
GCHFR	-0.68525
TTC7A	-0.2405
LOC196993	1.699
UBD	-1.17616666666667
S100A1	-0.549375
RPL6	0.0303333333333333
DNAJB6	0.74935
NAGS	1.687
C2orf58	0.7945
KERA	1.2005
MT1X	0.2691
UBE2B	1.8701
KEAP1	0.36625
MST1	-2.359
OMA1	0.873
ABLIM2	2.54475
BCL2L13	-0.547166666666667
JAZF1	-0.122166666666667
TMEM63B	0.5805
S100A8	-1.4781
ARFIP2	0.163
UROS	-0.03275
KHDRBS2	-1.3415
POLQ	-2.159
SOAT1	-2.36425
SPAG4	-2.673
MRPS30	-1.14
LOC494141	-1.1615
OR2T11	0.243
ORAOV1	1.4463
ZNF184	-0.242333333333333
