Hybridization REF	TCGA-BH-A0C3-01A-21R-A12P-07
TMEM110	1.256
NEK2	-0.590333333333333
PRAMEF8	-3.3245
C20orf52	-1.168
PCDHGA3	-1.2185
VWA3B	0.799
NDUFA5	-0.129375
THAP9	-0.44375
FLVCR2	0.2785
AP1S1	-0.978375
SMAD6	-0.32775
SAV1	0.774375
SAT1	1.349375
ZNF251	0.403375
ADAMTS7	-0.124
RPP38	-0.1245
C1orf211	-1.579
YPEL2	1.39735
RBMS1	0.26775
ZNF445	-0.558
NRXN2	0.5485
PGBD4	-0.374125
UGT2B28	-3.17275
WBSCR16	-0.5669
NLRC3	0.89575
ASTL	0.1175
ST6GALNAC1	-2.154
ZADH2	-0.353125
MLLT4	-0.6255
ARL6	0.293666666666667
MEF2C	1.40175
CBFA2T3	-0.364
AFF3	2.11557142857143
COG7	0.175833333333333
MYB	-0.866166666666667
PLXNA3	-0.052
XRCC2	-2.02333333333333
MMS19	-0.308875
ST8SIA5	-1.24625
CHPT1	-0.474833333333333
KIAA1712	-0.74975
OR6X1	0.1355
ACTR3	0.398125
UGCG	0.270333333333333
OR4P4	1.38
ZAP70	-1.94675
LPP	1.29725
ZNF485	-0.621
PTPRCAP	0.3095
IL12RB1	0.531
ATRX	0.2537
CHST8	2.847375
C14orf109	0.525
ARV1	0.4355
NMB	0.867
COX5A	-1.06
EIF6	-0.89875
MPPED2	-1.048
SEMG1	-2.948
CHRDL1	2.2175
TRAF3IP2	0.8435
WNK2	-0.29025
LILRA4	3.425
LAMA2	5.6315
PXT1	0.7985
RLBP1	-3.35675
CD300C	0.95625
SLTM	-0.04975
FLJ10404	-0.184066666666667
APOBEC3D	-1.66116666666667
RENBP	0.793666666666667
ATXN7L1	0.108125
NID1	0.83425
TUBGCP3	-0.72925
ITIH5	2.54594444444444
CCDC110	1.7725
C8A	-3.0765
MGC87042	0.6745
HOXC13	-1.443
TFDP2	-0.66125
HCP5	2.071625
POLI	0.886
UCN	-2.249
ZNF764	0.879666666666667
C8orf45	-0.321
FHL3	-0.62425
SPATA5L1	-0.3405
MMRN2	3.49583333333333
NDST1	0.7995
COL20A1	-0.759166666666666
ZNF248	-0.896
PELP1	-0.697166666666667
MBL2	-2.55233333333333
RNF41	0.323
C5orf24	-0.223625
THOC5	-0.706125
SERINC3	0.91525
RP11-151A6.2	1.10975
CDCP2	0.23
HIST1H2AA	0.05675
C11orf75	0.1405
FKBP7	0.14
DDOST	0.31875
GPNMB	1.7435
TTF2	-1.40266666666667
KCNT1	0.0733333333333333
SLC39A14	-0.779875
NGRN	0.9474
GPR137B	0.8615
MECP2	-0.35275
PSMA1	-0.868
C16orf73	-5.25825
TMEM60	-0.5185
CSN3	-0.127
NOS1	-0.219333333333333
RAB7L1	-0.211166666666667
YBX2	0.3635
KIAA1166	-0.002125
FUBP3	-0.177833333333333
ABCG1	1.169
ACACA	0.106083333333333
ARL11	0.4116
ATOH1	-0.197
ODF1	0.368666666666667
CREB3L3	-1.63083333333333
TMEM127	0.700071428571429
DSCAML1	0.67725
PLN	3.4345
LYPLA1	-0.616583333333333
PRDM9	0.0622500000000001
SASP	0.597
PLUNC	-0.0851666666666667
INTU	0.21925
HISPPD1	-0.28475
LNPEP	0.9255
YARS2	-1.3385
APCDD1L	-2.2755
ZCCHC4	-0.2574
FBXO22	-0.721
TTLL13	-0.2025
ZNF669	0.0586666666666667
PTGDR	2.58375
DDX27	0.07375
KIAA0409	-0.485333333333333
GJB6	-0.17825
ASB8	1.07
PLP2	-0.941166666666667
MEPE	-0.0345
OR10J5	-0.708
KRT222P	1.7895
COQ7	0.585166666666667
C1orf101	1.2505
RERG	1.5261
CHMP5	0.350625
THAP11	-0.148
ZNF43	0.110166666666667
ZRANB3	-1.3385
KRT13	0.346125
MRPL19	-0.4505
RBBP9	-0.4885
SPATA17	1.279125
BXDC5	-0.249
PAFAH1B1	-0.409166666666667
MAGEE1	0.2495
OSTF1	0.894
KIAA0323	0.165
TXNDC13	0.337333333333333
CNTN4	1.390125
LCE1B	0.5725
UNQ501	0.7105
ZNF154	0.475
C3orf64	0.10375
SYT5	-0.1374
PON1	0.280166666666667
FLJ10357	0.106
ATP4A	-2.07
GNPDA1	0.168333333333333
MGAT1	0.8305
C14orf121	0.076
SLC35B2	-0.03625
MIER3	-0.4075
CHEK1	-2.916125
ZNF8	-0.0598333333333333
TXNDC1	0.292333333333333
CKB	-0.3937
RTN3	-0.169142857142857
FZD2	-1.52566666666667
PART1	-0.355875
PSMB6	-0.317
PCDHB8	-1.445
PHC3	-0.1828
PPP1R8	-0.531166666666667
NOVA2	1.91216666666667
TNFRSF11B	-4.79475
GOLPH3	0.656666666666667
UBLCP1	-0.4425
SUHW3	-1.8735
TTLL1	-0.12225
OPN4	0.8105
OR13G1	0.5495
ZPBP2	0.69
HSD17B11	-0.15525
C9orf50	-0.623
DHDDS	0.387428571428571
CTSW	1.2583
NEFM	-1.50233333333333
MRPL28	0.049
SYN1	0.5575
PIGV	-0.322833333333333
ZIM2	-1.212
APBB1	0.308833333333333
SND1	-0.30975
C1orf123	0.374333333333333
CHD3	-0.65825
BHLHB8	-0.10475
RNASE2	-0.0398333333333334
BCAP31	1.041375
SLC25A44	0.511833333333333
CHD6	-0.7671
PIB5PA	0.0355384615384615
SELS	0.783
LOC541471	-0.844625
FAT2	-0.6665
ZNF81	-0.456
OR4C16	0.4715
FLJ10081	0.1659
LRRC4	0.0665
CS	1.56816666666667
N4BP2	-1.38575
IGFBP7	2.315
ZNF318	-0.0441666666666667
NDNL2	1.50575
ZNF609	-0.0835
SIRT4	-0.36575
EXOSC10	-0.64125
ECE2	0.008
OVGP1	0.5745
GTPBP3	-0.522
PACS2	0.3494
C19orf36	0.6445
ARL4C	-0.38925
ATG4B	-0.566
UBQLNL	-0.162
RHOXF2B	-4.045
PLEKHG2	-1.232
GALR1	-0.27
AQP4	1.31583333333333
HDAC7A	0.0116666666666667
DCUN1D3	0.45
OR8A1	1.4785
CCRN4L	2.215875
CBR4	0.0245
KIFC1	-2.8905
SLC7A14	-1.84216666666667
LHX5	-0.299
TRPC7	-0.1555
LPXN	-0.254
SERPINA1	-2.7325
RPS13	-0.8736
BPIL3	-0.741
PRKAA1	-1.2015
FADS2	0.8071
ENAH	0.2164375
PRO1768	-0.4345
APBA2BP	0.42125
LIPH	2.646
C3orf33	0.05725
RCC2	-0.511428571428571
ALDH1A2	-2.8477
RNF103	2.5245
AHCY	-0.6415
ALG12	0.2125
CCL17	2.8395
ZNF543	0.237
ESRRG	0.8304
CNGA1	1.72475
RDH5	2.163
OTX1	-1.9089
PTGFR	-0.7805
CDR2	0.417125
SELE	5.431
NLGN2	-0.9085
EXOSC9	-0.25525
ZNF566	-0.186666666666667
KLRC2	-2.1
GPR12	0.3505
KIAA0196	-0.26675
PDRG1	-1.08
SSR3	-0.34
MSI1	-0.413
CST9	-0.539
CC2D1A	-0.092375
PLAGL1	0.333333333333333
ZNF778	-0.5605
RNF2	0.168875
KLF6	0.9095
THBD	2.62916666666667
tcag7.1314	0.16425
NR5A1	-0.3262
ABCD2	2.5945
DNAJC7	-1.36675
CLEC4C	1.172
TM2D3	1.098375
CCDC4	-0.999
PLAC2	-2.10275
DCD	-0.57
FAAH	1.37575
POLA1	-1.1275
TM7SF2	1.095875
FLJ39822	-0.257333333333333
FLOT2	-0.22275
MAP4K1	0.262
SRP68	0.13575
C21orf74	-0.0845
ARPC5	0.6455
LOC126075	2.231
HECW2	0.995428571428572
ZDHHC4	-0.5475
ANKRD42	1.331
PDE9A	-0.315833333333333
ABCA8	4.11475
NDUFS2	1.1055
UBR5	-0.390125
BTBD16	-3.015
LOC554174	-0.0285
ZNF20	0.315
KIAA1843	-0.3415
WDR17	0.972375
C15orf33	0.861
RNF113A	-0.16075
CAMKK1	-0.675
CLCN2	0.6805
ANXA6	-0.7885
LOC340069	-0.5545
EMID1	0.00937500000000001
DPM3	0.35725
ELA1	-0.3205
SLC25A13	-0.7847
KRT24	0.223
SMPD1	0.0786666666666667
TH	0.17675
COL6A2	1.33085714285714
ANKS1B	0.5195
GPR126	-3.2484
ZC3H12A	0.580166666666667
TMEM47	1.224
C2orf51	0.593333333333333
C1orf88	2.07816666666667
HSF2BP	-0.7615
AKAP10	0.4775
RPAP3	-0.24
KLHDC8B	0.98
STOM	2.0178
MUPCDH	-0.261375
C10orf72	0.443857142857143
PLEKHA3	0.99075
TCP11L1	-0.2625
CWF19L1	0.135875
SPEF1	0.805153846153846
YSK4	0.36375
ELN	3.5509
SAMD8	1.45766666666667
MPI	-1.6405
MEPCE	0.1024
ABCC3	-1.402875
NANOGP1	-4.902
KCNK17	-0.419125
HLA-DMB	4.45066666666667
RRAGA	0.41925
ANGEL1	-0.0015
RBM32B	0.1755
CPN1	-3.363
MGC52282	-0.1254
HLA-A	1.73216666666667
OR9G4	1.636
EDNRB	0.564875
SCD	1.85507142857143
C14orf80	-0.661166666666667
BAGE2	-0.6605
RABL4	0.507
RCVRN	-0.081
SHANK1	-0.3525
NLRP7	-3.57925
CD226	1.14275
STAT3	0.859875
SYNJ2	-1.5551
TPCN2	1.56583333333333
WDR36	-0.835
MBD4	-0.181
ROBO1	-0.3756
ST3GAL6	-1.6935
SLAMF8	3.27783333333333
ATN1	0.201666666666667
GPR141	1.1105
KRT36	0.7035
TPH1	0.764
DDX52	0.2895
ZSCAN29	0.3305
TRPT1	-0.741833333333333
DPEP3	0.347
DENND4A	-0.860125
TSPAN16	-0.616
PTCHD2	-0.0595
LOC145814	-0.228
CAP1	0.0286666666666667
EIF5A2	-0.3053
NT5DC3	-0.902625
SEPT9	-0.310625
SEZ6L2	-1.953625
EGFLAM	4.315
VPS11	0.432875
NDUFB5	-0.158333333333333
CIDEA	4.34216666666667
IER5L	0.241
N6AMT1	0.847
FAM83C	-0.19
OXR1	0.0431666666666667
IRX1	-0.3495
DGKB	0.0696666666666666
GCN5L2	-1.562
MIR16	0.807125
FBXW9	-0.0915
WDR4	-2.03966666666667
PDC	-0.691
VPS33B	-0.4385
HEXB	0.4625
FLJ32214	-0.16025
TCEB3	0.25775
CRLF1	-2.80275
ABI3BP	3.347
C8orf22	-3.8275
PYCR1	-0.00325
KIAA1706	0.783
CDK5R2	0.184
WAS	0.169
C12orf60	-1.5575
CCBL2	-0.35325
MADD	-0.011
C5orf34	-1.93475
WDR42A	1.1547
KLF12	-0.60075
HSPA1A	2.25575
ITM2C	-1.29891666666667
DAPK2	2.30216666666667
LOC442590	0.807
SUMF2	1.118125
CENPA	-1.67707692307692
TMED5	0.52325
CDH6	-0.1791
BRP44	1.50725
THG1L	-0.25425
GABRA2	-1.80525
C14orf166	-0.178
MYL1	-2.57216666666667
TNFSF18	-0.5165
PAP2D	-1.2725
PPIB	0.28125
KLHL4	0.94875
SFN	-0.0185
CCDC127	0.18675
FRAP1	-0.09725
GOLGA5	0.7765
SDCCAG1	-0.247125
MGC21675	0.148666666666667
C10orf95	-0.8225
KIAA1345	-0.7875
C1orf163	-0.83
LACE1	-0.492666666666667
OR10K2	0.1505
CENPN	-2.25852
TMED2	1.3365
UGT1A6	-0.714
ANG	-0.10975
U2AF1	-1.28766666666667
CASC2	-0.187333333333333
NMT2	0.317
OSGEPL1	0.278
DFNB31	-0.4785
SLC6A20	0.00937499999999999
DKC1	-0.976
FXYD4	-1.4235
WDR64	-0.1595
MGC5590	0.5835
CREBZF	-0.498666666666667
DAZ1	-0.258
PRPSAP1	-0.08025
GCHFR	0.793
TTC7A	-0.089125
LOC196993	2.52975
UBD	1.445
S100A1	0.1145
RPL6	-0.100833333333333
DNAJB6	0.0055
NAGS	1.5059
C2orf58	-0.466
KERA	1.957
MT1X	-0.8703
UBE2B	1.0196
KEAP1	0.297
MST1	-2.902375
OMA1	-0.2565
ABLIM2	1.1015
BCL2L13	-0.133916666666667
JAZF1	0.0348333333333333
TMEM63B	0.599
S100A8	0.0006
ARFIP2	-0.46075
UROS	0.59475
KHDRBS2	-1.5045
POLQ	-2.3765
SOAT1	-0.371
SPAG4	-2.06925
MRPS30	-1.03183333333333
LOC494141	-0.4585
OR2T11	0.5045
ORAOV1	1.8208
ZNF184	-0.24
TCEB3B	0.0373333333333333
ADAM21	1.2935
GDPD1	1.809
SPINLW1	1.59375
PRR14	0.114666666666667
KCTD9	-0.237
NUDT3	-0.115
KIAA1822	0.6496
HIST1H4K	0.4835
DFNA5	-1.11775
GABPA	0.43925
C14orf44	-0.41125
POLB	0.47375
PTAR1	-0.7705
SEC31A	0.2069
TRIM58	0.66025
TAS2R14	-0.3285
VPS8	0.401875
H1F0	-0.434666666666667
PRKCB1	-1.92233333333333
UGT2A1	0.4555
TOR1B	-1.0855
LSS	-0.927166666666667
C2orf19	0.184
HNRNPC	-0.329571428571429
TMEM100	2.02783333333333
LOC116349	0.065
OR51M1	-3.469
CCDC142	-0.85
ISG15	2.4805
ZCCHC14	-0.36875
CREBL2	1.625625
TGDS	-0.873
DC2	-0.3345
CACNA2D3	-1.06478571428571
ZNF429	-0.461375
LYPD6	-0.1245
SUCLG1	0.5155
OR51I1	-0.516
MAGEH1	1.997
PRPF40A	-0.127
SMR3A	0.123
SPINK2	-0.392
THAP2	-0.05875
NPY5R	1.0525
IRF4	-1.62725
SPESP1	-0.3565
OR10S1	0.1645
DTD1	-1.02975
TUBE1	-0.6355
DDX19A	-0.77
PDPN	-0.6215
TMEM34	0.45975
MGAM	0.00575000000000006
COL3A1	5.89977777777778
GFM2	-0.6291
OR5A2	-0.208
PSG9	-0.156
ARHGEF11	1.00066666666667
IVNS1ABP	-1.2036
SIGIRR	0.2525
DUSP19	-0.139875
DNAJC14	0.3728
ACSS1	-0.081125
IL1RAPL2	-0.936
C4orf30	-0.83225
SEPT4	2.87425
LANCL3	-2.5715
SPAG17	1.22433333333333
PRDX3	0.84175
HNF1A	-1.919625
P4HA2	-0.62225
RFWD3	-1.99416666666667
MOV10	-0.59275
DNAJA5	-0.474071428571429
LOC729440	-0.0145
LOC200383	2.03942857142857
SMC2	-1.7825
MIXL1	-0.780166666666667
TMEM9	0.47975
FAM86A	1.8545
ZNF174	0.6829
MYH14	-1.4655
CCR8	0.35575
VPS37C	-0.126166666666667
GPATCH1	-0.121833333333333
B3GNT8	2.0275
TBX4	-0.1615
CNR2	0.196666666666667
PCDH1	1.06425
C5orf29	4.71775
OCIAD2	1.1685
PLCG2	1.014
KIAA0247	1.48275
HRH3	-0.1768
CAPN13	2.850375
CCR1	0.294
MGC15523	1.322
UVRAG	0.854166666666667
DNAJA2	0.468833333333333
ITGA2B	-0.333833333333333
CLDN5	3.973625
PTPRN2	-0.958285714285714
ZNF512	-0.430166666666667
PSAP	1.93192857142857
CCDC140	-1.176
LRRC55	0.187
CYP26C1	-0.0455
C8orf47	-0.992
LYN	0.37325
DUSP6	0.0811666666666667
TGFB3	3.58346666666667
ELK1	-0.2207
PCDH11Y	-0.3815
HGD	-1.147
C17orf58	0.54325
MYO3A	0.05
SERPINE2	-3.91233333333333
AARSD1	-0.67625
C14orf73	-0.2615
ADAM33	0.56625
ZNF491	0.7735
MAPK6	-1.48666666666667
TCN1	4.7845
SLC24A6	0.7775
UBE2R2	-0.5025
H1FNT	0.12325
TATDN2	0.122833333333333
LILRB1	2.1145
P2RY5	1.9355
NUCB2	0.45025
C2orf37	0.3255
SNX27	1.7725
MTA3	-0.02025
FOXO4	0.59425
ID4	1.08816666666667
SOX5	-0.854
PXMP3	0.567375
OR52M1	0.0215
SFT2D3	0.08125
INA	-3.9265
MCOLN1	1.40525
NFIX	0.6677
CLEC14A	5.84616666666667
HIBCH	0.663833333333333
PLA2G5	1.878
TIMM10	-0.888833333333333
MED17	-0.732
COL4A4	0.0225
TPP1	0.220166666666667
GJA3	-2.05483333333333
TMPRSS5	-0.8955
AADACL3	0.4665
DNMBP	-0.59675
ENPP5	3.88283333333333
NQO1	-1.5131
ZSCAN2	0.126
SEC24C	0.4925
GTF2A1L	1.374
AXIN2	0.4105
FAM33A	-0.609083333333333
C16orf13	-0.349625
SPNS2	0.9475
TAF1	-0.5035
AP1G2	-0.394833333333333
RBM42	-0.367166666666667
HCN2	0.218833333333333
EFHB	1.26916666666667
RUSC1	0.736833333333333
GRIK5	0.226
USP21	-0.474666666666667
ATAD3C	-0.22475
ORMDL2	0.6575
PRSS7	-3.3925
PSAT1	-5.169
FLJ13195	-1.12666666666667
TBC1D1	0.26
IFNG	2.3825
OTOS	-0.0281666666666667
ZNF773	-0.349
EMD	-1.04825
RETN	-0.06675
CCL8	4.568
APH1A	1.8675
COX18	0.466875
GTF2IRD2	0.00475
CCDC82	-0.209583333333333
PAFAH2	0.9776
NPEPL1	-0.8293
RP11-114G1.1	1.346
TP53INP1	1.926625
ZNF300	-0.929166666666667
FOXL2	-3.752
LARP2	0.304166666666667
LATS1	0.2945
HTR6	-0.7225
SPOCK2	1.20116666666667
RNF144B	2.04566666666667
HTATIP2	-0.54425
MGC10334	0.335083333333333
CENTA2	2.58866666666667
FGF2	1.13
FXYD7	0.3075
PHYHIPL	-3.020625
GPR34	6.7465
DDX6	-1.04933333333333
OR10W1	0.0595
LHFPL1	-0.621
ZNF313	-0.968642857142857
VPS28	0.53025
AP3M1	-0.0933
AKR1CL2	-0.80275
TRAF4	-1.079875
OR2B11	-0.0395
C19orf12	0.592166666666667
AKAP9	0.505
C1orf62	-0.267
SLC20A1	-0.6179
FAM112A	-0.41775
LDB2	2.31175
MRPS23	1.1495
KLK5	0.590625
SPTB	-0.0485
EFEMP2	1.635
EFNB2	1.103625
PCM1	-0.140571428571429
NMNAT3	1.405875
TSG101	0.0103333333333333
C8orf40	0.0768333333333333
NOB1	-1.83025
ABHD3	0.29575
GTF3C4	-0.91725
PIGN	0.889833333333333
GALNTL1	1.34
AEBP1	2.296
OR9Q1	0.176
ANKRD2	0.1585
CCL28	-1.6975
TRIM38	1.28233333333333
TMCC1	0.00966666666666668
SMG5	0.06575
LRRC7	-0.4995
NCAPD2	-1.85216666666667
C6orf153	-0.25975
C1orf74	0.45075
OTUD6A	0.817
DCP2	-0.782833333333333
TMEM24	-0.567
RPL18	0.0838333333333333
TMEM177	-0.28625
LRRC37A3	0.0315
C1D	0.301166666666667
LDHC	-2.141
UBE4B	-0.0273333333333333
NIT1	0.547
BTN3A3	1.341125
RASD1	3.67825
COMMD3	0.49475
SHFM1	-0.3635
BIRC8	-1.0015
DUT	-1.06425
C12orf51	-0.029
LRRC59	-0.228166666666667
LY6H	0.65175
WDR22	0.7325
EDEM1	0.378285714285714
ADH1A	4.034
PANX2	-0.4879
CYP11B1	0.3035
CDC73	0.09075
GPR172A	0.63475
GSTM3	3.77338461538462
KCNA5	1.224
SERAC1	0.306333333333333
NFATC2	-0.3295
ANAPC5	-0.357
C15orf24	1.053
NFATC2IP	-0.37025
TNRC6C	0.522166666666667
MGC102966	-2.053625
FGD5	1.8275
MED9	-0.5455
RAB13	1.384
C15orf49	0.122
CRYGS	-0.2816
C12orf53	-1.0377
LOC283693	-0.3475
COX6B2	-1.151625
PHF14	0.12075
FAM3A	-0.00337500000000001
RPL13	-0.8022
PRDX2	0.4838
FLJ34047	-1.27975
PRMT3	-0.43925
KCTD19	-2.2055
TRIM10	-1.10116666666667
MGC26597	0.557666666666667
GCNT4	0.6025
GPRASP1	1.55375
CDKN1C	0.998916666666667
RHBDL2	1.1366
HSPH1	-0.0995
AQP1	3.805125
COL17A1	-1.0724
GFAP	0.448375
CDC16	0.08025
KIAA1614	0.7285
C6orf118	-1.0025
ZSWIM5	-0.929
FAM83F	2.74225
LYNX1	0.718125
SYNPR	-0.592
XG	3.9635
PRSS16	-2.008125
KIF13B	0.701928571428571
PCDH9	0.994875
HIST1H2AH	1.50233333333333
RBM18	-0.593
ZNF626	0.965375
HEXIM2	0.996166666666667
ITFG1	2.117
TUBG2	0.342
SFRS7	-0.545833333333333
C9orf14	1.594
EXTL1	-1.942
GBP3	2.441
WDR5	0.1325
RARG	-0.0275
MYO7A	0.00299999999999999
CECR6	-0.35975
C13orf3	-1.655
SFRS18	-1.075875
ACVR1B	0.21
PSMD1	-0.2869
C7orf31	-0.0628333333333333
ILVBL	-0.33725
IFNGR1	1.41825
RNF186	0.55275
NOL9	-0.57625
MAGEL2	1.15325
SLC29A2	-0.21725
NHSL1	-0.81925
RBMX	-1.489
PSORS1C2	0.047125
RAD51L3	0.173
LCN6	2.4375
ORAI2	-0.321625
BRUNOL6	-0.0477
OR4K5	-0.013
CDC123	-0.133375
MSLN	-1.98333333333333
WWTR1	-1.2155
ZNF700	-1.17633333333333
COBL	-0.342
PPP1R16B	1.2635
GAS7	1.1147
MDN1	-1.21175
HAAO	0.764
C9orf68	1.89025
TNFAIP2	1.749
FOXN1	0.7495
hCG_2033311	-1.174
ATP6V0D2	-0.3489
RPL41	-0.07525
SLC38A1	-0.447875
ARHGAP6	-0.76825
ADAD2	-0.244
PHF20L1	-0.3864375
MCM3AP	-0.207833333333333
ST3GAL3	-0.484333333333333
SNX1	1.0565
ELF5	0.213
PARP3	0.546125
RBM8A	0.425125
LINGO4	0.072
ITGA9	0.975833333333333
ZFR	-0.63225
ACSL6	0.705375
FLJ20699	0.1927
DAOA	-0.316333333333333
FABP4	6.62775
KCNB1	0.71
CANX	0.6335
SLC25A28	0.704833333333333
ADIPOR2	0.732625
ECHDC2	2.440625
SMA4	1.671
FRZB	3.577375
PABPC1	-0.868166666666667
DMRTB1	-0.143571428571429
APOBEC3G	0.9345
CATSPER2	-1.32933333333333
CUEDC1	2.629
STARD9	0.328625
CLDN8	4.24575
LOC23117	-0.717636363636364
E2F6	0.173833333333333
TMEM126B	-0.1225
DPY19L4	0.29475
GIMAP5	3.74083333333333
NDUFA9	0.0593333333333333
FAM77C	3.01
CTPS2	1.429
LOC51035	-0.197875
WDSOF1	-0.50575
EGLN3	-0.951
PITX3	0.258166666666667
OR52E8	-1.026
GRM4	-0.1645
KLK1	-2.962
GPM6B	-1.43825
RRAGD	-0.240166666666667
PAGE5	-3.637
UCHL5	-0.3555
ULK3	-0.831166666666667
AIM2	1.05883333333333
PNO1	-0.4495
OR2F2	0.017
GNAT2	0.1805
SIX1	-0.44675
ST13	0.405166666666667
ZBTB44	0.349375
TIMP2	0.092
ZMAT4	-3.0405
GTF2IRD1	-0.668166666666667
ZNF19	-0.0695
ZNF714	-0.80975
RSC1A1	-0.16375
C9orf80	-0.79875
PSMA8	0.8715
TMEM141	0.522
COX4I1	-0.376285714285714
CTAGE1	0.351166666666667
DTWD1	-0.08
HSD11B1	3.1245
KRT6B	0.0295
ARID4B	0.822125
LHFPL3	0.126666666666667
WWP2	0.00933333333333335
ZNF326	0.662666666666667
RGPD1	-1.0115
CTSH	1.22333333333333
FASTKD1	-1.585875
PAF1	0.667
TTC9C	-0.611
IFT57	0.4218
PRSS36	1.6905
IL20RB	-1.688
ZNF592	0.154833333333333
DCTD	0.3533
CFP	2.6425
MFNG	0.62325
JMJD2B	0.47025
ALDH3B1	-1.245375
THSD4	1.26016666666667
KCNJ5	2.70933333333333
LMNA	0.614833333333333
TBCD	0.35925
ZNF250	-0.659833333333333
CASQ2	4.0665
PEG10	-0.519166666666667
PRAME	-5.4798
NP	-0.889375
TRIM59	-0.995
ZNF12	-0.217
XTP3TPA	1.37125
SIGLEC7	0.2028
PANK4	-0.13275
FAM70A	-0.5295
SNED1	0.51375
HIP1	-0.1576
RAET1E	-1.417
AMAC1L2	-0.1055
AHNAK2	-0.144
TOE1	-0.6435
RECQL4	-1.791
SPRYD3	0.486
DPAGT1	0.1345
MAGED2	2.6632
ANKRD55	0.3155
TRPS1	2.08191666666667
DOK7	-0.4725
TFPI2	-0.2435
GTF2H3	0.378166666666667
CYP4F11	-0.3575
LHX2	-4.2535
ATG16L1	0.0416666666666667
ASB12	0.7695
C1orf116	2.56525
NF2	-0.37005
POM121	-0.8477
PHYHD1	0.6466
TXNDC17	-0.382333333333333
DKFZp779O175	-0.4415
NUP62	-0.299428571428571
MYO18B	-1.05366666666667
PRAMEF1	-0.498
TCBA1	0.935142857142857
TMEM168	0.22775
FJX1	0.318833333333333
CLCF1	-0.09925
SEPN1	0.16575
IGSF2	0.63075
NUDCD1	-1.0205
TFF3	2.16816666666667
NDFIP1	1.032
CHCHD4	-0.5215
TNR	-0.022
CUTA	0.0725
USP44	-3.857
DPP10	-0.609166666666667
IWS1	-0.268
PCGF1	-0.022
SULT1C4	-0.0285
NTF5	-0.404
PTPN13	0.1705
SSTR5	-0.1895
SFRP1	-0.15725
IDH3B	-0.412125
SUOX	1.15833333333333
TMCO5	-0.133
GOLT1B	-0.24025
MIB1	0.00642857142857142
PCDHGB1	-0.0755
SUSD1	-0.10975
ICAM5	-3.33416666666667
PAPOLB	0.143666666666667
URM1	-0.6541
TMEM106B	0.126833333333333
LRIG2	-0.5375
SLC27A5	-0.5495
CLIC6	1.6379
ZNF420	1.37116666666667
SCN9A	-0.2679
KIAA1909	-2.29925
ELMOD1	-1.543
PRKAG1	0.411
FAM64A	-2.22933333333333
EEF1G	-0.8795
SMAD5	0.57875
INCENP	-2.85925
WASF2	-1.1375
GARS	-1.4085
CDK10	-1.0868
HLX	1.17583333333333
MDM4	-0.604375
ZNRF1	-1.63142857142857
HHATL	-0.226833333333333
FAM21C	0.8209
HIST2H3C	0.6185
PFDN2	0.392125
ZNF200	-0.1155
NDN	1.1515
HBA2	-1.24633333333333
FBLN5	2.493375
PUM1	-0.0861428571428572
TNNT1	0.422833333333333
C19orf59	-0.0308333333333333
HNRPH2	0.490666666666667
RAB7A	0.672166666666667
PMS2	-0.180125
BIRC3	0.974
NRSN2	0.242125
OR52K2	-0.0926666666666667
SPOCK1	-0.8505
H2AFY	0.70625
RXRB	-0.0995
ZNF638	-0.474166666666667
ANKRD45	-0.0955
ACTN4	-0.275333333333333
FXC1	0.7135
EIF2B5	-0.18075
VPS33A	0.05125
PINK1	0.90325
FAM106A	0.181
SKIP	0.367
GAPDHS	0.99
MUM1L1	2.46925
PSTPIP1	1.11775
CNTNAP1	-1.1338
CYP26A1	-3.66975
APOL2	1.2211
TACC2	-0.03075
COX7A2L	0.146785714285714
HSD17B1	0.810125
ARRB2	-0.158
SLC7A6	-0.4982
HSD17B10	-0.62475
RBJ	-0.1765
NUP155	-1.42
MRPL10	-0.256666666666667
CYCS	-1.65875
CCDC46	1.13266666666667
TECTA	0.4905
GNAL	-0.14775
LPO	-0.28
PEBP4	0.6065
DDX11	-2.10525
C18orf12	0.258
TAF9B	-0.644666666666667
IMP4	0.78025
RPA4	0.406333333333333
NDUFS1	-0.109
UPK1A	-1.15866666666667
ARRDC2	0.589166666666667
C18orf20	0.244
AES	0.222214285714286
CD2BP2	1.6005
C16orf54	0.153
UGT2B17	-2.552625
FGFR1	-0.434272727272727
CEACAM6	2.4923
CHRM5	0.22875
CERK	0.37975
AP3S2	0.287142857142857
ANKS4B	-1.0495
CLCNKA	0.101666666666667
ZNF208	0.1355
HLA-DRB5	4.631
CARKL	-0.7795
GOT1	-0.652833333333333
CASP6	0.85175
HOXA1	-0.611
RCL1	-0.6915
ZNF181	0.889666666666666
RAB40B	1.145
MRPL38	0.297875
LRRN2	0.4775
C3orf25	0.095
OR5D14	0.067
OR10AG1	0.0605
BET1L	0.7472
FRY	3.47725
AK3L1	-1.9885
CSF3R	1.229
POLR3K	0.812333333333333
ATG2B	0.4975
EPS8	0.103833333333333
DARS	-0.260625
C10orf56	1.25266666666667
DAD1	0.54075
RIOK1	-0.607833333333333
HERC2	0.03175
HSD11B2	-0.873666666666667
FAM96B	-0.82075
MGC13057	-0.9605
BSN	-1.199
CAND1	0.171
HCST	2.24425
ACTR10	0.8375
OR8D4	0.1705
NASP	-1.2741
COL9A2	-0.513
LYZL1	-0.655
