Hybridization REF	TCGA-BH-A18F-01A-11R-A12D-07
CHMP1A	-0.215666666666667
ZNF160	0.162125
B3GALT6	0.03
BARX1	-1.98616666666667
C6orf167	-1.493625
NXNL1	0.3815
DHX29	0.982875
HADHB	0.69875
PLXNB2	0.48925
ILDR1	-1.344
SLC15A3	2.04
GAS2	-2.9055
C20orf69	0.04225
NUMB	-0.00525000000000001
TNIP1	0.234375
MESP1	-0.0275
PSKH1	-0.30025
NSFL1C	-0.176
RHOG	0.1705
HEY1	-1.28383333333333
KNG1	-1.728125
ITGAX	1.5939
LIN9	0.261833333333333
CANT1	0.29225
XRN1	-0.220928571428571
CCDC96	1.4764
HEATR6	-1.94283333333333
GNG7	0.283166666666667
RUNX2	0.9055
SOX1	0.0446666666666667
FCRL5	0.9335
ZNF99	0.336
FAM9A	-0.1295
SNX22	0.327833333333333
MBNL3	-0.819
ODC1	-2.2452
ADORA2B	-2.9305
NR2F6	0.472
ZFYVE16	0.570166666666667
SYNJ2BP	0.4929
POLE	-0.815
E2F2	-0.692875
THRA	0.5955
PTGES2	-0.713
HIP1R	0.325166666666667
TMUB1	-0.671333333333333
ENO3	-1.71525
RSPH10B	-0.2345
CXorf39	1.4105
IRGC	0.17025
GPR109B	1.28975
FLJ13305	-0.517
LCE3A	0.2975
TNFRSF18	-0.5785
DET1	0.09875
TRPM3	-0.136416666666667
C16orf79	-1.438
FECH	-0.056
RAP2A	0.277
CRIP1	2.41616666666667
AZIN1	0.179875
SLC7A7	2.82475
IL10RA	1.0689
TMEM64	-2.40525
CDC42EP4	0.1775
C16orf58	-0.000199999999999997
ARG2	-2.541
POU5F1P4	-4.25075
FAM62B	-0.305125
DNAH8	-1.799
ASH2L	-0.313
TSLP	-1.21933333333333
CNTNAP5	-0.318166666666667
TMEM16C	1.50875
IFNA14	0.187
SLC1A3	0.545375
CABYR	1.166
BCL7B	-0.2514
NUDT13	-0.449666666666667
C13orf28	0.182
C1orf53	-0.333
ARL6IP4	0.1597
RPL35A	-0.08975
EMR3	0.48375
RAB40C	0.597916666666667
SLC41A1	-0.109166666666667
LRCH1	0.03225
LY6G5B	-0.6205
FAM124A	-0.0308571428571429
MGC10981	-3.4215
CLIP3	0.3502
MAP4K2	-0.281666666666667
CHIC1	0.53625
SULF1	3.378
C20orf30	0.1615
PRDM5	-0.19975
ELOVL1	0.04275
C11orf48	-0.351
SLC39A10	-0.31675
KCNV1	0.0415
ACP1	-0.663666666666667
ZMYM2	-0.266375
B3GNT6	-0.0433333333333334
C9orf69	0.51325
C2orf15	1.36825
C20orf166	-0.3635
HSP90AA6P	-1.0385
EDG7	-0.2525
NEURL	0.85425
LPL	4.2225
CLEC2D	0.200571428571429
GRRP1	2.15033333333333
CD8B	-2.239
HIST1H3D	1.81066666666667
SLC6A12	-0.118125
FAM27L	-0.228
CD84	1.5758
RASA1	0.4455
PHKG1	0.373
MAGEA11	-1.3435
IMPA1	-0.7501
NPM3	-1.49675
RARRES1	3.82025
SH3BP1	0.0465
B3GNTL1	-1.012
ARPC5L	1.05316666666667
KLHL26	0.041
SIM2	0.752625
GJC1	0.2355
C20orf194	0.26425
EXO1	-1.05525
SLC2A2	-2.07566666666667
LOC285074	-0.81675
LRG1	2.10875
KIRREL	-0.425
PIK3R1	1.90485714285714
C4orf34	2.094
MAF	-0.606666666666667
ADCY4	3.72816666666667
ZMIZ2	0.2256
SLC46A3	0.580166666666667
STAMBP	0.0253333333333333
CCDC16	-0.0685
MS4A12	-0.0525
TCF20	0.04475
LRRC46	0.6395
C20orf152	0.39625
MRPS6	-0.120625
ABCB11	0.2715
KCNC2	0.454333333333333
CDH19	-2.65316666666667
C9orf123	0.710166666666667
SSH3	0.9425
LDLRAD1	-2.42075
CCBE1	-0.34075
ZNF135	0.486375
TAAR1	0.1945
WFDC12	0.503
CCDC42	0.124833333333333
FLJ12529	-1.02625
PER1	-0.1095
TIMM50	-0.877
SMARCAD1	-0.0433333333333333
FAM26C	-0.029
TP53TG3	0.6485
SH3RF1	1.5833
LMCD1	2.57375
GPR63	-0.0785
FLJ21986	-1.224875
AIFM3	-0.754
MICAL1	-0.875166666666667
BLZF1	1.454
IQCA	1.58583333333333
PCDHGC3	-0.7045
SAC	0.08175
BCL6B	2.19833333333333
DDO	-0.8055
MARCO	2.9595
DCHS1	0.968833333333333
C1orf170	0.791166666666667
CD200R1	1.45933333333333
C22orf15	-0.4245
SEPT11	0.470333333333333
ADNP	0.29825
UST	-0.0811
C13orf34	-0.548
RFFL	-0.100571428571429
APBA3	0.04
C2orf60	0.071125
CUTL1	-0.4113
PMS1	-0.5865
ZNF689	0.025
EIF3E	-0.456166666666667
IL9	-0.126166666666667
RPL31	-0.05975
LY9	0.979833333333333
ATP2B3	0.004
KDELR2	0.342041666666667
TFCP2	0.3945
NLRP12	-0.244125
FLJ45422	-0.83525
TLE4	-0.6274
ZNF570	-0.1505
FLJ43806	-0.609
TLK2	-1.135375
CIR	0.86575
MARS2	-0.278
COL24A1	0.0555
SDF2L1	-0.8565
HIBADH	-0.2105
IGFBP3	-1.746
C12orf23	1.208625
PSPC1	0.01075
C20orf43	0.154
TRAV20	0.448
ARHGAP24	1.050125
KIAA1975	-1.611375
C1QA	2.9506
DNTT	-4.33783333333333
C10orf6	0.174833333333333
C11orf41	-0.44725
HNRPF	0.51075
COL11A1	5.15133333333333
UBAP2	-0.221333333333333
CDKN2AIPNL	-1.2305
C20orf174	3.75925
SPRED2	0.12525
PLA2G12A	0.2455
ICEBERG	-1.66966666666667
SCN10A	0.0765
C11orf65	-0.45625
GBP5	4.3955
PITPNC1	-1.4005
POU3F3	0.346
NCOA7	0.475625
LIN7C	0.4954
LOC348840	-1.1445
NKX2-2	2.34625
ANKRD13D	0.00449999999999999
LOC123688	-0.15375
FUT2	1.66316666666667
TAAR8	0.6725
FZD4	1.21566666666667
PNMA3	-0.396166666666667
OR4L1	0.334
WIT1	-0.95825
EXOC3L	1.17175
ATPBD4	-0.5984
KRBA1	-0.34925
UBXD6	-0.2115
HOXB7	-0.8615
C7orf23	-0.9235
UNQ338	1.3145
STAB2	0.84625
CDC20B	0.54875
IRF9	1.77625
CENTG1	0.29525
TNPO2	-1.059
MCPH1	-0.23675
BMS1P5	-1.701
SLC26A7	0.993
HIST1H3J	1.61425
C9orf3	0.2758
LBH	1.027625
MYO1D	0.384625
PTDSS2	-0.11725
NFU1	0.099
DEPDC4	-0.6045
WNT7B	0.9881
GLP2R	-0.231333333333333
SETD4	-0.1514
DYNLT3	-0.1459
FKBP11	-0.638166666666667
SESTD1	0.595666666666667
FLII	0.6015
RPS16	-0.4483
CHPF	-0.115833333333333
CSNK2A1	-0.122666666666667
SUMO1P1	0.50625
FKBP6	-0.925
ZNF214	1.491
TWIST1	0.405833333333333
DDX56	-0.8155
TRAM1L1	1.9906
EPO	-2.15433333333333
MRPS18B	-0.05
ZNF682	-0.2705
RPL14	-0.514166666666667
MAFF	-0.19125
LOC51136	-0.863
LY96	0.29625
DDX20	-0.164
ABTB1	0.446833333333333
ARL5A	0.2527
CCT6A	-1.38875
HEPACAM	0.6195
EHHADH	0.0113333333333333
RBAK	-0.978166666666667
CGB1	0.62175
ITGB5	1.0655
YIPF3	0.06675
FKBP2	0.377
NR1D1	-0.8229
TMEM110	0.577
NEK2	0.247833333333333
PRAMEF8	-2.818
C20orf52	-0.903666666666667
PCDHGA3	0.422
VWA3B	0.09675
NDUFA5	-0.00187499999999998
THAP9	-0.24325
FLVCR2	-0.578833333333333
AP1S1	-1.308
SMAD6	-0.64425
SAV1	0.453625
SAT1	0.83775
ZNF251	0.498125
ADAMTS7	0.0078
RPP38	0.0565
C1orf211	0.219
YPEL2	0.6749
RBMS1	0.3885
ZNF445	-0.546666666666667
NRXN2	0.700666666666667
PGBD4	-0.845125
UGT2B28	-2.0305
WBSCR16	-0.5249
NLRC3	0.806
ASTL	0.05075
ST6GALNAC1	-1.78325
ZADH2	-0.15725
MLLT4	-0.0425833333333333
ARL6	0.410333333333333
MEF2C	0.5905
CBFA2T3	-0.6815
AFF3	1.38514285714286
COG7	0.281333333333333
MYB	-0.809666666666667
PLXNA3	0.123
XRCC2	-1.44483333333333
MMS19	-0.458625
ST8SIA5	-1.148625
CHPT1	0.100333333333333
KIAA1712	-0.538125
OR6X1	0.277
ACTR3	0.538875
UGCG	1.98583333333333
OR4P4	0.615
ZAP70	-2.1125
LPP	1.104375
ZNF485	0.45675
PTPRCAP	0.46525
IL12RB1	0.4535
ATRX	0.3604
CHST8	1.36475
C14orf109	-0.1595
ARV1	1.12325
NMB	0.529428571428571
COX5A	-1.14466666666667
EIF6	-0.42
MPPED2	-0.666833333333333
SEMG1	-1.6705
CHRDL1	2.418
TRAF3IP2	0.4745
WNK2	-0.2545
LILRA4	2.84966666666667
LAMA2	4.77075
PXT1	0.1395
RLBP1	-2.50775
CD300C	0.436
SLTM	-0.211
FLJ10404	-0.5976875
APOBEC3D	-0.359166666666667
RENBP	0.183
ATXN7L1	0.5865
NID1	-0.000249999999999993
TUBGCP3	-0.331
ITIH5	2.91883333333333
CCDC110	2.16275
C8A	-2.5295
MGC87042	0.30375
HOXC13	1.99875
TFDP2	-0.83175
HCP5	1.81625
POLI	0.72875
UCN	-0.235833333333333
ZNF764	0.806833333333333
C8orf45	-0.12425
FHL3	-0.51975
SPATA5L1	-0.492
MMRN2	3.04
NDST1	0.9785
COL20A1	-0.354166666666667
ZNF248	-0.371666666666667
PELP1	-0.7255
MBL2	-2.48883333333333
RNF41	0.4025
C5orf24	0.339125
THOC5	-0.955375
SERINC3	0.294333333333333
RP11-151A6.2	0.511
CDCP2	-0.28675
HIST1H2AA	0.921
C11orf75	0.1725
FKBP7	0.79275
DDOST	-0.3345
GPNMB	0.962
TTF2	-1.18983333333333
KCNT1	0.216166666666667
SLC39A14	-1.038375
NGRN	0.2018
GPR137B	2.1975
MECP2	0.354875
PSMA1	-0.156
C16orf73	-4.53525
TMEM60	-0.243333333333333
CSN3	0.5495
NOS1	0.186
RAB7L1	0.595333333333333
YBX2	0.5195
KIAA1166	0.20025
FUBP3	0.703
ABCG1	0.8255
ACACA	-0.83325
ARL11	-0.1029
ATOH1	-0.1005
ODF1	0.349
CREB3L3	-1.44683333333333
TMEM127	1.355
DSCAML1	1.454
PLN	2.84566666666667
LYPLA1	0.328166666666667
PRDM9	-2.1635
SASP	0.028
PLUNC	-0.0708333333333333
INTU	0.58775
HISPPD1	0.28775
LNPEP	0.8395
YARS2	-0.239833333333333
APCDD1L	-1.0405
ZCCHC4	-0.5499
FBXO22	-0.162333333333333
TTLL13	-0.2805
ZNF669	-0.133333333333333
PTGDR	2.3115
DDX27	-0.20875
KIAA0409	0.0846666666666667
GJB6	-0.03625
ASB8	0.9125
PLP2	1.1145
MEPE	0.452
OR10J5	0.3535
KRT222P	1.28725
COQ7	0.837666666666667
C1orf101	0.599
RERG	3.0955
CHMP5	1.22175
THAP11	-0.317
ZNF43	-0.00933333333333333
ZRANB3	-0.3225
KRT13	1.101375
MRPL19	-0.0275
RBBP9	-0.03325
SPATA17	1.196375
BXDC5	0.1275
PAFAH1B1	-0.75875
MAGEE1	-0.1475
OSTF1	0.83875
KIAA0323	-0.254333333333333
TXNDC13	0.279666666666667
CNTN4	1.878
LCE1B	-0.2765
UNQ501	0.8855
ZNF154	0.10525
C3orf64	0.192
SYT5	-0.0819
PON1	-0.0556666666666667
FLJ10357	0.274625
ATP4A	-0.931
GNPDA1	-0.143666666666667
MGAT1	0.673333333333333
C14orf121	0.00174999999999999
SLC35B2	0.3
MIER3	0.750833333333333
CHEK1	-1.47375
ZNF8	-0.136333333333333
TXNDC1	-0.962166666666667
CKB	-1.5974
RTN3	-0.0200714285714286
FZD2	-0.714
PART1	-0.134875
PSMB6	-0.5995
PCDHB8	-0.204
PHC3	0.1825
PPP1R8	-0.5875
NOVA2	1.56683333333333
TNFRSF11B	-1.723125
GOLPH3	0.427
UBLCP1	-0.37225
SUHW3	-0.92025
TTLL1	1.065
OPN4	0.063
OR13G1	-0.088
ZPBP2	0.366333333333333
HSD17B11	-1.040875
C9orf50	-0.027
DHDDS	0.356142857142857
CTSW	0.805
NEFM	-1.5445
MRPL28	-0.45175
SYN1	0.202333333333333
PIGV	0.302833333333333
ZIM2	-1.0045
APBB1	-0.0388333333333333
SND1	-0.59675
C1orf123	0.0671666666666667
CHD3	-0.47475
BHLHB8	0.04475
RNASE2	-0.0166666666666667
BCAP31	0.311125
SLC25A44	0.664666666666667
CHD6	-0.3954
PIB5PA	2.02769230769231
SELS	-0.236125
LOC541471	-0.239125
FAT2	1.1065
ZNF81	0.181
OR4C16	0.29
FLJ10081	-0.1175
LRRC4	0.89125
CS	-0.112333333333333
N4BP2	-1.369125
IGFBP7	2.43125
ZNF318	-0.043
NDNL2	0.085875
ZNF609	-0.437375
SIRT4	0.10025
EXOSC10	0.06175
ECE2	-0.277
OVGP1	1.23575
GTPBP3	-0.78075
PACS2	0.3772
C19orf36	-0.097
ARL4C	-0.35625
ATG4B	-0.355625
UBQLNL	-0.06675
RHOXF2B	-3.485
PLEKHG2	-0.629
GALR1	-0.6085
AQP4	0.2382
HDAC7A	0.135166666666667
DCUN1D3	0.8355
OR8A1	-0.331
CCRN4L	0.029
CBR4	-0.291166666666667
KIFC1	-1.67116666666667
SLC7A14	-1.3715
LHX5	-0.4535
TRPC7	-0.2985
LPXN	-0.72025
SERPINA1	-2.29375
RPS13	-0.6432
BPIL3	0.1225
PRKAA1	-1.70475
FADS2	-1.3783
ENAH	1.1015
PRO1768	-0.084
APBA2BP	-0.45125
LIPH	2.10933333333333
C3orf33	-0.44075
RCC2	0.172642857142857
ALDH1A2	-2.7187
RNF103	2.00825
AHCY	-0.222375
ALG12	-0.0775
CCL17	2.94275
ZNF543	1.0735
ESRRG	1.7898
CNGA1	0.3965
RDH5	1.88366666666667
OTX1	-0.9331
PTGFR	-0.927833333333333
CDR2	0.358875
SELE	5.44275
NLGN2	-0.801666666666667
EXOSC9	-0.84925
ZNF566	-0.0835
KLRC2	-3.2435
GPR12	0.4225
KIAA0196	0.30725
PDRG1	0.15775
SSR3	-0.406642857142857
MSI1	-0.415
CST9	-0.3205
CC2D1A	-0.2445
PLAGL1	-0.397222222222222
ZNF778	-0.682
RNF2	0.838375
KLF6	1.58116666666667
THBD	2.376
tcag7.1314	1.01575
NR5A1	-0.468166666666667
ABCD2	1.8105
DNAJC7	-2.59125
CLEC4C	1.0505
TM2D3	0.185125
CCDC4	-1.075
PLAC2	0.82975
DCD	-0.1515
FAAH	1.54125
POLA1	-0.461333333333333
TM7SF2	-0.3515
FLJ39822	-0.852
FLOT2	-0.5925
MAP4K1	-0.300833333333333
SRP68	-0.387125
C21orf74	-0.238
ARPC5	1.060625
LOC126075	1.4725
HECW2	0.134125
ZDHHC4	-0.583
ANKRD42	1.0013
PDE9A	-0.830333333333333
ABCA8	2.9885
NDUFS2	0.8575
UBR5	-0.60775
BTBD16	-2.3915
LOC554174	0.246
ZNF20	0.1425
KIAA1843	0.135
WDR17	-0.960625
C15orf33	0.1785
RNF113A	-0.2075
CAMKK1	-0.7645
CLCN2	-1.32325
ANXA6	-0.4805
LOC340069	0.2765
EMID1	0.161
DPM3	-0.285666666666667
ELA1	0.013
SLC25A13	-1.5857
KRT24	-0.19375
SMPD1	0.367166666666667
TH	-0.11
COL6A2	0.967785714285714
ANKS1B	1.8215
GPR126	-2.853
ZC3H12A	-0.0985
TMEM47	1.0175
C2orf51	-0.209333333333333
C1orf88	1.16083333333333
HSF2BP	0.566
AKAP10	-0.54525
RPAP3	-0.514
KLHDC8B	0.409875
STOM	1.2856
MUPCDH	-0.077
C10orf72	-0.093375
PLEKHA3	0.789
TCP11L1	0.097
CWF19L1	0.508375
SPEF1	1.12846153846154
YSK4	0.54425
ELN	2.7276
SAMD8	0.637166666666667
MPI	-1.43216666666667
MEPCE	0.1221
ABCC3	-1.68875
NANOGP1	-3.014
KCNK17	1.117375
HLA-DMB	3.98316666666667
RRAGA	1.26825
ANGEL1	-0.97125
RBM32B	0.296
CPN1	-2.3465
MGC52282	1.7468
HLA-A	1.40925
OR9G4	0.275
EDNRB	-0.1975
SCD	-1.077
C14orf80	-0.469666666666667
BAGE2	-0.8105
RABL4	0.516833333333333
RCVRN	0.464
SHANK1	0.1385
NLRP7	-2.23225
CD226	1.25
STAT3	0.47925
SYNJ2	-1.1391
TPCN2	0.0111666666666667
WDR36	-0.52225
MBD4	0.02075
ROBO1	-1.2394
ST3GAL6	-2.67575
SLAMF8	2.85716666666667
ATN1	0.2055
GPR141	0.45725
KRT36	-0.031
TPH1	0.308
DDX52	-0.6345
ZSCAN29	-0.218833333333333
TRPT1	0.0786666666666667
DPEP3	0.50525
DENND4A	-1.025875
TSPAN16	-0.4985
PTCHD2	-0.041
LOC145814	-0.00875
CAP1	0.743666666666667
EIF5A2	-0.5104
NT5DC3	-0.64725
SEPT9	-0.9245
SEZ6L2	0.598375
EGFLAM	3.511
VPS11	0.337
NDUFB5	-0.0888333333333333
CIDEA	3.82433333333333
IER5L	0.29375
N6AMT1	0.6315
FAM83C	-0.104
OXR1	0.29175
IRX1	1.8205
DGKB	-0.372166666666667
GCN5L2	-2.2165
MIR16	1.199875
FBXW9	-0.11125
WDR4	-1.58116666666667
PDC	0.2265
VPS33B	-0.88
HEXB	-0.3875
FLJ32214	0.10725
TCEB3	-1.08475
CRLF1	-2.29725
ABI3BP	3.0325
C8orf22	-3.58775
PYCR1	-0.6835
KIAA1706	1.15225
CDK5R2	0.333375
WAS	0.0085
C12orf60	-1.329
CCBL2	0.23075
MADD	0.00225
C5orf34	-1.0685
WDR42A	0.8146
KLF12	0.0735
HSPA1A	0.6
ITM2C	-0.971666666666667
DAPK2	1.77583333333333
LOC442590	0.1775
SUMF2	0.688625
CENPA	-1.28838461538462
TMED5	-0.17025
CDH6	-0.4946
BRP44	1.953875
THG1L	-0.4395
GABRA2	-2.04825
C14orf166	0.1495
MYL1	-0.919
TNFSF18	1.013
PAP2D	-0.927833333333333
PPIB	-0.405
KLHL4	0.559625
SFN	0.115833333333333
CCDC127	0.3855
FRAP1	-0.704
GOLGA5	1.0835
SDCCAG1	-0.2555
MGC21675	-0.275833333333333
C10orf95	-0.294
KIAA1345	-0.174
C1orf163	-0.626
LACE1	-0.089
OR10K2	0.173
CENPN	-1.50656
TMED2	1.116
UGT1A6	-0.2865
ANG	-0.2725
U2AF1	-0.629
CASC2	0.544833333333333
NMT2	0.2485
OSGEPL1	0.964875
DFNB31	-0.667
SLC6A20	0.029
DKC1	-0.88425
FXYD4	-1.21075
WDR64	0.11425
MGC5590	0.2475
CREBZF	-0.457833333333333
DAZ1	0.20625
PRPSAP1	-0.99725
GCHFR	-0.358
TTC7A	-0.72425
LOC196993	0.65825
UBD	3.28766666666667
S100A1	1.23225
RPL6	0.381166666666667
DNAJB6	0.0614
NAGS	-0.1141
C2orf58	0.4075
KERA	1.6095
MT1X	-0.0196
UBE2B	1.05
KEAP1	0.1605
MST1	-2.874625
OMA1	0.809
ABLIM2	1.285
BCL2L13	-0.334666666666667
JAZF1	-0.0181666666666667
TMEM63B	0.422
S100A8	-0.2844
ARFIP2	0.95825
UROS	0.35775
KHDRBS2	-0.1485
POLQ	-2.03975
SOAT1	-0.91375
SPAG4	-1.78075
MRPS30	-1.2205
LOC494141	0.04
OR2T11	0.1915
ORAOV1	-0.4316
ZNF184	0.342166666666667
TCEB3B	-0.2836
ADAM21	0.287
GDPD1	-0.2405
SPINLW1	-0.037
PRR14	0.378
KCTD9	-0.4115
NUDT3	0.71075
KIAA1822	0.7047
HIST1H4K	0.7075
DFNA5	-1.71375
GABPA	0.3835
C14orf44	0.46675
POLB	-0.441125
PTAR1	-0.3135
SEC31A	0.21
TRIM58	-0.32975
TAS2R14	0.0775
VPS8	-0.125125
H1F0	0.0576666666666667
PRKCB1	-1.69066666666667
UGT2A1	0.226
TOR1B	0.4635
LSS	-1.47366666666667
C2orf19	0.1125
HNRNPC	0.745857142857143
TMEM100	1.1645
LOC116349	-0.49925
OR51M1	0.439
CCDC142	-1.24425
ISG15	1.038
ZCCHC14	0.045
CREBL2	1.0695
TGDS	-0.725
DC2	0.28475
CACNA2D3	-0.969428571428572
ZNF429	-0.839125
LYPD6	-0.362166666666667
SUCLG1	0.227833333333333
OR51I1	-0.637
MAGEH1	1.73675
PRPF40A	0.2505
SMR3A	0.3525
SPINK2	-0.194
THAP2	0.735875
NPY5R	1.291875
IRF4	-1.47025
SPESP1	-0.705666666666667
OR10S1	0.301
DTD1	-1.25075
TUBE1	-0.81775
DDX19A	-0.9385
PDPN	-0.534125
TMEM34	-0.0269166666666667
MGAM	0.45375
COL3A1	5.25166666666667
GFM2	-0.1191
OR5A2	0.2535
PSG9	-2.42225
ARHGEF11	-0.00366666666666666
IVNS1ABP	-0.492875
SIGIRR	0.48
DUSP19	-0.196375
DNAJC14	0.1842
ACSS1	1.17125
IL1RAPL2	0.42
C4orf30	-0.43725
SEPT4	1.82925
LANCL3	-2.10325
SPAG17	1.67216666666667
PRDX3	1.00775
HNF1A	-0.694
P4HA2	0.12925
RFWD3	-1.04883333333333
MOV10	-0.47575
DNAJA5	0.797857142857143
LOC729440	0.098
LOC200383	0.63175
SMC2	-0.1025
MIXL1	-1.03516666666667
TMEM9	0.10225
FAM86A	0.968
ZNF174	0.4167
MYH14	-1.22925
CCR8	0.263
VPS37C	0.9585
GPATCH1	0.2075
B3GNT8	2.1
TBX4	-0.2125
CNR2	0.729666666666667
PCDH1	1.9355
C5orf29	3.543125
OCIAD2	0.908
PLCG2	0.92625
KIAA0247	2.0025
HRH3	-0.0707
CAPN13	3.82375
CCR1	-0.4298
MGC15523	-0.303
UVRAG	0.647333333333333
DNAJA2	-0.0723333333333333
ITGA2B	-0.657166666666667
CLDN5	3.53
PTPRN2	-0.111714285714286
ZNF512	-0.104333333333333
PSAP	1.08235714285714
CCDC140	-1.7255
LRRC55	0.01
CYP26C1	0.326
C8orf47	0.498
LYN	-0.15
DUSP6	1.0695
TGFB3	3.7122
ELK1	-0.4196
PCDH11Y	-0.1745
HGD	-1.8315
C17orf58	0.41475
MYO3A	-0.0775
SERPINE2	-3.842
AARSD1	-0.788625
C14orf73	-0.784
ADAM33	0.068
ZNF491	-0.299
MAPK6	-1.26766666666667
TCN1	3.7985
SLC24A6	0.838
UBE2R2	1.1225
H1FNT	0.185
TATDN2	-0.334666666666667
LILRB1	1.5955
P2RY5	1.55
NUCB2	0.65525
C2orf37	0.7285
SNX27	0.6815
MTA3	0.19925
FOXO4	0.34975
ID4	1.43666666666667
SOX5	-1.425
PXMP3	0.608625
OR52M1	0.158
SFT2D3	0.23375
INA	-3.077
MCOLN1	0.60275
NFIX	0.1151
CLEC14A	5.18633333333333
HIBCH	0.264666666666667
PLA2G5	1.55825
TIMM10	-0.1105
MED17	0.6357
COL4A4	0.2
TPP1	0.723833333333333
GJA3	-1.16016666666667
TMPRSS5	-0.9265
AADACL3	0.307
DNMBP	-0.55425
ENPP5	4.42133333333333
NQO1	-0.0062
ZSCAN2	-0.86075
SEC24C	-0.0105
GTF2A1L	0.261
AXIN2	-0.5478
FAM33A	-1.71133333333333
C16orf13	-0.530625
SPNS2	0.99
TAF1	-0.2835
AP1G2	-0.4575
RBM42	-0.1355
HCN2	0.218166666666667
EFHB	0.743333333333333
RUSC1	0.910333333333333
GRIK5	-0.1285
USP21	-0.0335
ATAD3C	0.25475
ORMDL2	0.887375
PRSS7	-3.2935
PSAT1	-4.65075
FLJ13195	0.149666666666667
TBC1D1	0.157333333333333
IFNG	1.40175
OTOS	0.165833333333333
ZNF773	0.0566666666666667
EMD	-1.30225
RETN	0.0465
CCL8	3.8335
APH1A	0.299125
COX18	-0.4495
GTF2IRD2	0.0415
CCDC82	-0.736833333333333
PAFAH2	0.3929
NPEPL1	-0.6839
RP11-114G1.1	1.323
TP53INP1	1.6045
ZNF300	0.653166666666667
FOXL2	-3.45675
LARP2	-0.0693333333333333
LATS1	-0.05925
HTR6	0.042
SPOCK2	1.199
RNF144B	3.42016666666667
HTATIP2	-1.145125
MGC10334	-0.289666666666667
CENTA2	1.84133333333333
FGF2	0.169
FXYD7	0.17025
PHYHIPL	-2.260125
GPR34	5.11225
DDX6	-0.2005
OR10W1	-0.159
LHFPL1	-0.2615
ZNF313	-0.538857142857143
VPS28	0.75475
AP3M1	-0.1033
AKR1CL2	0.76025
TRAF4	-0.772625
OR2B11	0.415
C19orf12	0.456666666666667
AKAP9	0.7355
C1orf62	0.0935
SLC20A1	-0.7281
FAM112A	0.37675
LDB2	1.67225
MRPS23	-1.08
KLK5	2.210375
SPTB	-0.4575
EFEMP2	0.8805
EFNB2	1.885875
PCM1	-0.175428571428571
NMNAT3	1.294
TSG101	0.628833333333333
C8orf40	-0.137666666666667
NOB1	-1.72275
ABHD3	-0.4345
GTF3C4	0.58075
PIGN	0.953333333333333
GALNTL1	2.26625
AEBP1	2.102875
OR9Q1	0.373
ANKRD2	0.56
CCL28	-0.28875
TRIM38	0.679666666666667
TMCC1	0.19975
SMG5	-0.066
LRRC7	-0.761
NCAPD2	-1.65233333333333
C6orf153	-0.00850000000000001
C1orf74	0.76275
OTUD6A	-0.046
DCP2	-0.4285
TMEM24	1.3935
RPL18	0.0878333333333333
TMEM177	-0.51175
LRRC37A3	-0.181
C1D	0.3315
LDHC	-1.81475
UBE4B	-0.096
NIT1	0.66225
BTN3A3	0.464
RASD1	3.175875
COMMD3	0.79875
SHFM1	-0.339
BIRC8	0.18625
DUT	-1.09675
C12orf51	0.1605
LRRC59	-0.849333333333333
LY6H	1.025
WDR22	0.4255
EDEM1	-0.0889285714285714
ADH1A	3.8135
PANX2	-0.5809
CYP11B1	0.57175
CDC73	0.32925
GPR172A	0.04675
GSTM3	1.95830769230769
KCNA5	0.07675
SERAC1	-0.2305
NFATC2	0.0665
ANAPC5	-0.4679
C15orf24	-0.154
NFATC2IP	-0.4005
TNRC6C	-0.0853333333333333
MGC102966	-0.55025
FGD5	1.34
MED9	-0.2895
RAB13	0.717333333333333
C15orf49	-0.0775
CRYGS	-1.3237
C12orf53	-0.5553
LOC283693	-0.855
COX6B2	-0.204
PHF14	-0.22275
FAM3A	-0.509375
RPL13	-0.1121
PRDX2	0.1055
FLJ34047	-1.53825
PRMT3	-0.54575
KCTD19	-1.766
TRIM10	-0.401
MGC26597	0.265166666666667
GCNT4	0.149
GPRASP1	0.9895
CDKN1C	0.180583333333333
RHBDL2	1.9598
HSPH1	-0.22025
AQP1	3.15625
COL17A1	1.7656
GFAP	0.460375
CDC16	0.04325
KIAA1614	0.1385
C6orf118	0.214833333333333
ZSWIM5	-2.15975
FAM83F	2.19325
LYNX1	0.4303125
SYNPR	-0.648
XG	3.44266666666667
PRSS16	-0.08025
KIF13B	0.978571428571429
PCDH9	1.0175
HIST1H2AH	1.31216666666667
RBM18	0.138
ZNF626	0.37875
HEXIM2	-0.336666666666667
ITFG1	-0.432
TUBG2	-0.962
SFRS7	0.212333333333333
C9orf14	0.1885
EXTL1	-1.35025
GBP3	2.23016666666667
WDR5	-0.48875
RARG	0.0951666666666667
MYO7A	-0.288375
CECR6	-0.647
C13orf3	-0.537875
SFRS18	-1.17
ACVR1B	0.0715
PSMD1	0.2434
C7orf31	-0.455333333333333
ILVBL	-0.58
IFNGR1	1.4845
RNF186	1.612
NOL9	-0.9615
MAGEL2	1.063
SLC29A2	-0.2525
NHSL1	-1.25625
RBMX	-0.5855
PSORS1C2	0.076625
RAD51L3	0.01525
LCN6	1.6825
ORAI2	-0.69875
BRUNOL6	-0.3453
OR4K5	-0.013
CDC123	-0.051875
MSLN	-1.6505
WWTR1	-0.432666666666667
