Hybridization REF	TCGA-AR-A1AP-01A-11R-A12P-07
TMEM64	-2.29175
CDC42EP4	1.2319
C16orf58	-0.2196
ARG2	-2.5795
POU5F1P4	-4.27275
FAM62B	0.326125
DNAH8	-2.34366666666667
ASH2L	-1.014
TSLP	-2.2685
CNTNAP5	-0.917166666666667
TMEM16C	-0.236
IFNA14	0.167
SLC1A3	0.6685
CABYR	0.5215
BCL7B	0.3816
NUDT13	-0.805666666666667
C13orf28	0.764666666666667
C1orf53	-1.043
ARL6IP4	0.4541
RPL35A	-0.2465
EMR3	1.12733333333333
RAB40C	0.734583333333333
SLC41A1	-0.603
LRCH1	-0.308
LY6G5B	-1.5315
FAM124A	-0.2625
MGC10981	-3.82683333333333
CLIP3	0.9865
MAP4K2	0.303
CHIC1	0.78725
SULF1	6.1065
C20orf30	0.1095
PRDM5	-0.470625
ELOVL1	0.59825
C11orf48	-0.25375
SLC39A10	-0.709
KCNV1	-0.438
ACP1	-0.544333333333333
ZMYM2	-0.733875
B3GNT6	-0.255666666666667
C9orf69	-0.3365
C2orf15	2.0775
C20orf166	0.599
HSP90AA6P	-0.99
EDG7	-0.7705
NEURL	-0.735625
LPL	1.36566666666667
CLEC2D	-0.305142857142857
GRRP1	1.59516666666667
CD8B	-2.9038
HIST1H3D	-1.6665
SLC6A12	0.50425
FAM27L	0.5295
CD84	2.1097
RASA1	0.1195
PHKG1	-0.093
MAGEA11	-1.5285
IMPA1	-0.6978
NPM3	-1.3615
RARRES1	4.3
SH3BP1	0.101
B3GNTL1	-0.3525
ARPC5L	-0.302833333333333
KLHL26	0.564
SIM2	-3.157625
GJC1	0.3335
C20orf194	0.03775
EXO1	-2.26925
SLC2A2	-2.93116666666667
LOC285074	-0.416
LRG1	1.32025
KIRREL	-1.165
PIK3R1	1.59378571428571
C4orf34	2.75825
MAF	-1.71444444444444
ADCY4	3.53466666666667
ZMIZ2	0.3701
SLC46A3	3.29283333333333
STAMBP	0.240833333333333
CCDC16	0.23425
MS4A12	0.252
TCF20	-0.30125
LRRC46	2.201
C20orf152	0.703
MRPS6	-0.682875
ABCB11	0.222
KCNC2	0.2415
CDH19	-2.01716666666667
C9orf123	-0.3865
SSH3	1.575375
LDLRAD1	-0.5875
CCBE1	-0.3115
ZNF135	1.212
TAAR1	0.177
WFDC12	0.0875
CCDC42	0.417666666666667
FLJ12529	-0.027
PER1	-0.738333333333333
TIMM50	-0.324666666666667
SMARCAD1	0.154333333333333
FAM26C	1.684
TP53TG3	-1.01766666666667
SH3RF1	1.7403
LMCD1	2.77975
GPR63	0.172
FLJ21986	-2.12475
AIFM3	-0.17275
MICAL1	0.4275
BLZF1	0.985666666666667
IQCA	0.652166666666667
PCDHGC3	0.4055
SAC	0.3925
BCL6B	2.11133333333333
DDO	2.126
MARCO	3.78675
DCHS1	0.414333333333333
C1orf170	0.652666666666667
CD200R1	1.63966666666667
C22orf15	-0.4025
SEPT11	0.422833333333333
ADNP	0.91925
UST	0.3014
C13orf34	-1.007
RFFL	0.0219285714285714
APBA3	0.246
C2orf60	0.332625
CUTL1	-0.5669
PMS1	-0.92775
ZNF689	-0.096
EIF3E	-0.1865
IL9	-0.396166666666667
RPL31	-0.39575
LY9	0.361666666666667
ATP2B3	0.16375
KDELR2	0.228791666666667
TFCP2	0.542125
NLRP12	1.66075
FLJ45422	-1.17775
TLE4	-1.1237
ZNF570	-0.0595
FLJ43806	-0.734
TLK2	-0.467375
CIR	1.10825
MARS2	-0.2205
COL24A1	1.15275
SDF2L1	-0.9765
HIBADH	0.022
IGFBP3	-2.80292857142857
C12orf23	0.469625
PSPC1	-0.078
C20orf43	0.56975
TRAV20	0.2825
ARHGAP24	0.472625
KIAA1975	-0.90725
C1QA	3.1995
DNTT	-5.03
C10orf6	0.20375
C11orf41	0.00175
HNRPF	0.71425
COL11A1	6.45
UBAP2	-1.44083333333333
CDKN2AIPNL	-1.4665
C20orf174	3.2065
SPRED2	0.8355
PLA2G12A	0.535833333333333
ICEBERG	-2.3405
SCN10A	-0.3325
C11orf65	-1.0065
GBP5	5.087
PITPNC1	-1.37116666666667
POU3F3	-0.244
NCOA7	1.40025
LIN7C	0.3212
LOC348840	-3.272
NKX2-2	0.67775
ANKRD13D	0.461375
LOC123688	0.084
FUT2	2.66916666666667
TAAR8	0.195
FZD4	-0.263083333333333
PNMA3	0.736166666666667
OR4L1	0.624
WIT1	-2.20225
EXOC3L	1.21
ATPBD4	0.1504
KRBA1	-0.906
UBXD6	-0.8425
HOXB7	0.348214285714286
C7orf23	-0.4245
UNQ338	0.362
STAB2	0.04075
CDC20B	1.14975
IRF9	2.84925
CENTG1	0.538166666666667
TNPO2	-1.4115
MCPH1	-0.233375
BMS1P5	-1.07875
SLC26A7	0.80625
HIST1H3J	0.239
C9orf3	-0.4034
LBH	0.39
MYO1D	0.1465
PTDSS2	-0.1935
NFU1	0.4345
DEPDC4	-1.6825
WNT7B	0.8353
GLP2R	-0.343833333333333
SETD4	0.0378
DYNLT3	0.3689
FKBP11	-2.02033333333333
SESTD1	0.456666666666667
FLII	1.036
RPS16	-0.1349
CHPF	-0.432333333333333
CSNK2A1	0.4885
SUMO1P1	0.246
FKBP6	-0.433
ZNF214	2.01866666666667
TWIST1	-0.166166666666667
DDX56	-0.215666666666667
TRAM1L1	2.9227
EPO	-2.9055
MRPS18B	-1.23025
ZNF682	-0.336166666666667
RPL14	-0.0671666666666667
MAFF	0.31075
LOC51136	0.111875
LY96	0.145
DDX20	-0.52875
ABTB1	0.898666666666667
ARL5A	-0.0435
CCT6A	-0.89925
HEPACAM	-1.18633333333333
EHHADH	-1.21166666666667
RBAK	-0.480333333333333
CGB1	0.2965
ITGB5	0.5115
YIPF3	-0.29675
FKBP2	-0.26925
NR1D1	-0.6629
TMEM110	1.0615
NEK2	-1.0215
PRAMEF8	-3.068
C20orf52	-0.151666666666667
PCDHGA3	-0.0025
VWA3B	-0.20775
NDUFA5	0.2915
THAP9	-0.15025
FLVCR2	0.401
AP1S1	-1.907625
SMAD6	-0.78475
SAV1	0.646375
SAT1	3.00675
ZNF251	1.40975
ADAMTS7	-0.4012
RPP38	0.1325
C1orf211	-1.849
YPEL2	1.07475
RBMS1	-0.179
ZNF445	-0.698666666666667
NRXN2	0.350833333333333
PGBD4	-0.889375
UGT2B28	-2.154
WBSCR16	-0.7194
NLRC3	0.52625
ASTL	0.46775
ST6GALNAC1	-3.39825
ZADH2	-0.490625
MLLT4	0.928416666666667
ARL6	0.8645
MEF2C	-0.24675
CBFA2T3	-1.438
AFF3	0.152214285714286
COG7	0.0176666666666667
MYB	0.395
PLXNA3	0.6045
XRCC2	-1.953
MMS19	-0.103875
ST8SIA5	-0.6495
CHPT1	-0.553833333333333
KIAA1712	-0.64975
OR6X1	0.946
ACTR3	0.84275
UGCG	-0.0545
OR4P4	0.764
ZAP70	-2.73125
LPP	0.46925
ZNF485	-0.003
PTPRCAP	-0.3075
IL12RB1	0.74125
ATRX	0.1989
CHST8	-0.241375
C14orf109	-0.12525
ARV1	0.7
NMB	-0.582285714285714
COX5A	-0.748833333333333
EIF6	-0.25725
MPPED2	-2.059
SEMG1	-1.633
CHRDL1	-0.1745
TRAF3IP2	1.52175
WNK2	-0.34175
LILRA4	3.34333333333333
LAMA2	4.5725
PXT1	-0.256
RLBP1	-3.347
CD300C	1.4675
SLTM	0.14425
FLJ10404	-0.70525
APOBEC3D	-1.37283333333333
RENBP	2.36483333333333
ATXN7L1	0.490875
NID1	0.31925
TUBGCP3	-0.328
ITIH5	1.39377777777778
CCDC110	1.37425
C8A	-2.8295
MGC87042	0.67
HOXC13	1.34725
TFDP2	-0.26525
HCP5	1.687625
POLI	-0.48275
UCN	-0.701166666666667
ZNF764	0.441
C8orf45	0.01575
FHL3	-0.5755
SPATA5L1	-0.234
MMRN2	2.90233333333333
NDST1	0.752833333333333
COL20A1	-0.469166666666667
ZNF248	-0.195833333333333
PELP1	-0.385333333333333
MBL2	-2.93066666666667
RNF41	0.70775
C5orf24	-0.149125
THOC5	-0.6485
SERINC3	1.06516666666667
RP11-151A6.2	0.98925
CDCP2	-0.8915
HIST1H2AA	-0.4065
C11orf75	0.221166666666667
FKBP7	-0.2525
DDOST	-0.22625
GPNMB	1.30383333333333
TTF2	-1.86
KCNT1	0.4868
SLC39A14	-1.290625
NGRN	1.3817
GPR137B	4.1225
MECP2	-0.0625
PSMA1	0.147
C16orf73	-4.8745
TMEM60	0.1795
CSN3	-0.173
NOS1	-0.1015
RAB7L1	1.06583333333333
YBX2	-2.421
KIAA1166	-1.22125
FUBP3	-0.2345
ABCG1	0.711
ACACA	-1.40283333333333
ARL11	2.1427
ATOH1	0.254
ODF1	0.2984
CREB3L3	-1.221
TMEM127	0.828071428571429
DSCAML1	-0.553
PLN	3.24016666666667
LYPLA1	-0.588083333333333
PRDM9	-1.92066666666667
SASP	0.07825
PLUNC	0.0373333333333333
INTU	0.90525
HISPPD1	-0.0985
LNPEP	-0.209833333333333
YARS2	-0.241833333333333
APCDD1L	-0.888
ZCCHC4	-0.4132
FBXO22	0.1885
TTLL13	-0.5085
ZNF669	-0.1465
PTGDR	2.277
DDX27	0.8365
KIAA0409	0.101333333333333
GJB6	-0.45575
ASB8	1.114
PLP2	0.4595
MEPE	0.55975
OR10J5	-0.0575
KRT222P	0.912
COQ7	0.201833333333333
C1orf101	1.228
RERG	3.0779
CHMP5	0.7265
THAP11	-0.3355
ZNF43	0.4145
ZRANB3	-0.871666666666667
KRT13	3.59425
MRPL19	-0.2985
RBBP9	-0.13625
SPATA17	0.620875
BXDC5	0.0231666666666667
PAFAH1B1	0.204916666666667
MAGEE1	0.33475
OSTF1	0.2235
KIAA0323	0.0576666666666667
TXNDC13	-0.305833333333333
CNTN4	3.011625
LCE1B	4.6005
UNQ501	1.14325
ZNF154	0.701
C3orf64	0.427
SYT5	-0.0206
PON1	0.214833333333333
FLJ10357	-0.652375
ATP4A	-1.3995
GNPDA1	0.103333333333333
MGAT1	0.6435
C14orf121	0.386
SLC35B2	-0.6905
MIER3	-0.278
CHEK1	-3.03475
ZNF8	-0.0513333333333333
TXNDC1	-0.780333333333333
CKB	-2.8983
RTN3	0.390857142857143
FZD2	-1.69866666666667
PART1	-0.0928571428571429
PSMB6	0.31975
PCDHB8	1.748
PHC3	-0.1248
PPP1R8	-1.12283333333333
NOVA2	1.29483333333333
TNFRSF11B	-0.475625
GOLPH3	0.829166666666667
UBLCP1	-0.1375
SUHW3	-1.475
TTLL1	0.56425
OPN4	0.3415
OR13G1	0.418
ZPBP2	0.384333333333333
HSD17B11	-1.472125
C9orf50	-0.0715
DHDDS	0.539857142857143
CTSW	1.1041
NEFM	-2.83216666666667
MRPL28	-0.42175
SYN1	-0.0493333333333333
PIGV	-0.990833333333333
ZIM2	-0.86725
APBB1	1.11683333333333
SND1	-0.70425
C1orf123	-0.2455
CHD3	-0.10175
BHLHB8	-0.044
RNASE2	0.575666666666667
BCAP31	0.874625
SLC25A44	0.726666666666667
CHD6	-0.4769
PIB5PA	0.934769230769231
SELS	0.67825
LOC541471	0.1385
FAT2	0.712
ZNF81	-0.554
OR4C16	0.237
FLJ10081	0.0357
LRRC4	0.21725
CS	0.471666666666667
N4BP2	-1.317
IGFBP7	1.41075
ZNF318	-0.833666666666667
NDNL2	0.912125
ZNF609	-0.04375
SIRT4	-0.4965
EXOSC10	0.29
ECE2	-0.164083333333333
OVGP1	0.91075
GTPBP3	-0.68025
PACS2	0.2602
C19orf36	1.10666666666667
ARL4C	-0.867375
ATG4B	-0.06
UBQLNL	-0.8895
RHOXF2B	-3.924
PLEKHG2	-0.231
GALR1	-0.1355
AQP4	0.4735
HDAC7A	0.0145
DCUN1D3	0.05575
OR8A1	-0.0655
CCRN4L	0.756375
CBR4	-0.191833333333333
KIFC1	-3.01883333333333
SLC7A14	-1.05233333333333
LHX5	0.4925
TRPC7	0.408
LPXN	-0.31
SERPINA1	-1.727125
RPS13	0.0291
BPIL3	-0.288
PRKAA1	-1.4595
FADS2	-0.7501
ENAH	0.1693125
PRO1768	0.3235
APBA2BP	-0.083
LIPH	3.20016666666667
C3orf33	-0.77725
RCC2	-0.403142857142857
ALDH1A2	-3.4078
RNF103	2.5295
AHCY	-0.444375
ALG12	0.1295
CCL17	2.60675
ZNF543	0.735
ESRRG	2.2114
CNGA1	-0.7685
RDH5	-0.267833333333333
OTX1	-0.7001
PTGFR	-0.632
CDR2	-0.063625
SELE	4.565
NLGN2	-0.175333333333333
EXOSC9	-0.31925
ZNF566	-0.492666666666667
KLRC2	-4.4035
GPR12	0.43
KIAA0196	0.98475
PDRG1	-0.0345
SSR3	-0.465714285714286
MSI1	-0.221
CST9	3.4165
CC2D1A	-0.708625
PLAGL1	-0.840833333333333
ZNF778	0.0265
RNF2	-0.066
KLF6	1.66283333333333
THBD	2.49533333333333
tcag7.1314	0.9655
NR5A1	-0.245666666666667
ABCD2	0.20625
DNAJC7	-1.5625
CLEC4C	1.0305
TM2D3	0.98725
CCDC4	-1.175
PLAC2	2.03925
DCD	-0.1835
FAAH	1.43375
POLA1	-1.027
TM7SF2	1.029
FLJ39822	0.841
FLOT2	-0.45575
MAP4K1	-0.313166666666667
SRP68	0.00625
C21orf74	-0.2365
ARPC5	0.180625
LOC126075	1.9745
HECW2	0.297625
ZDHHC4	-0.28975
ANKRD42	1.8337
PDE9A	-0.236166666666667
ABCA8	2.3235
NDUFS2	0.8225
UBR5	-0.020375
BTBD16	-2.419
LOC554174	0.472
ZNF20	0.5735
KIAA1843	-0.043
WDR17	0.633375
C15orf33	0.5035
RNF113A	-0.0535
CAMKK1	-0.5647
CLCN2	0.11675
ANXA6	0.221
LOC340069	0.4705
EMID1	-0.195625
DPM3	-0.78125
ELA1	-0.071
SLC25A13	-0.8941
KRT24	0.254666666666667
SMPD1	0.521833333333333
TH	0.45
COL6A2	0.685642857142857
ANKS1B	2.15925
GPR126	-0.2574
ZC3H12A	0.793166666666667
TMEM47	0.0586666666666667
C2orf51	-0.774833333333333
C1orf88	3.38983333333333
HSF2BP	-0.22525
AKAP10	-0.01725
RPAP3	0.0125
KLHDC8B	0.85275
STOM	1.3361
MUPCDH	0.07975
C10orf72	-0.496375
PLEKHA3	0.852
TCP11L1	0.08625
CWF19L1	0.491375
SPEF1	2.06115384615385
YSK4	2.86325
ELN	2.3546
SAMD8	0.9685
MPI	-1.205
MEPCE	0.0318
ABCC3	-0.825
NANOGP1	-4.294
KCNK17	0.62025
HLA-DMB	4.35216666666667
RRAGA	0.314
ANGEL1	-0.90225
RBM32B	-0.306
CPN1	-3.22225
MGC52282	-0.3472
HLA-A	1.52116666666667
OR9G4	0.1425
EDNRB	-1.50975
SCD	1.24042857142857
C14orf80	-0.9255
BAGE2	-0.4605
RABL4	0.516666666666667
RCVRN	0.2245
SHANK1	-0.029
NLRP7	-3.9805
CD226	0.96975
STAT3	0.9455625
SYNJ2	-1.2149
TPCN2	0.858166666666667
WDR36	-0.694833333333333
MBD4	0.63925
ROBO1	-1.3675
ST3GAL6	-2.2885
SLAMF8	3.655
ATN1	0.4575
GPR141	0.74125
KRT36	0.4295
TPH1	0.0255
DDX52	-0.859
ZSCAN29	0.424
TRPT1	-0.0395
DPEP3	1.51325
DENND4A	-0.447375
TSPAN16	-0.5155
PTCHD2	0.1275
LOC145814	-0.018
CAP1	0.576166666666667
EIF5A2	-0.2972
NT5DC3	-2.1195
SEPT9	0.0622499999999999
SEZ6L2	-0.249125
EGFLAM	3.178
VPS11	0.3975
NDUFB5	-0.243833333333333
CIDEA	3.005
IER5L	0.10575
N6AMT1	0.18375
FAM83C	-0.513
OXR1	0.868416666666667
IRX1	0.1805
DGKB	-0.9455
GCN5L2	-2.888
MIR16	0.315
FBXW9	-0.34625
WDR4	-2.00216666666667
PDC	-0.6075
VPS33B	-0.4645
HEXB	0.4365
FLJ32214	0.22825
TCEB3	-0.07275
CRLF1	-3.32325
ABI3BP	1.83475
C8orf22	-3.723
PYCR1	-0.5635
KIAA1706	0.716
CDK5R2	0.18675
WAS	0.4345
C12orf60	-0.98625
CCBL2	0.36425
MADD	0.318
C5orf34	-1.6845
WDR42A	0.9684
KLF12	-0.060125
HSPA1A	1.31975
ITM2C	-1.78491666666667
DAPK2	2.35366666666667
LOC442590	0.2695
SUMF2	-0.463375
CENPA	-1.65053846153846
TMED5	-0.283
CDH6	-1.0449
BRP44	1.0845
THG1L	-0.50625
GABRA2	-2.90975
C14orf166	-0.85375
MYL1	-1.78516666666667
TNFSF18	0.557
PAP2D	-0.524
PPIB	-0.44675
KLHL4	-0.4985
SFN	0.132
CCDC127	0.43775
FRAP1	-0.14525
GOLGA5	-0.057
SDCCAG1	0.17825
MGC21675	0.08
C10orf95	-0.382
KIAA1345	0.157
C1orf163	-1.25
LACE1	0.0668333333333333
OR10K2	0.3995
CENPN	-2.326
TMED2	0.925
UGT1A6	-1.2615
ANG	0.15675
U2AF1	-1.01416666666667
CASC2	0.573
NMT2	-0.0638333333333333
OSGEPL1	-0.21475
DFNB31	-0.7655
SLC6A20	0.088125
DKC1	-1.0245
FXYD4	-0.81825
WDR64	-0.49075
MGC5590	0.5735
CREBZF	1.50716666666667
DAZ1	-0.2175
PRPSAP1	-0.33975
GCHFR	-0.1055
TTC7A	-0.05225
LOC196993	0.3555
UBD	1.92183333333333
S100A1	-0.160375
RPL6	0.658833333333333
DNAJB6	0.8244
NAGS	0.601
C2orf58	-0.1935
KERA	0.948166666666667
MT1X	0.0769
UBE2B	2.0933
KEAP1	0.15475
MST1	-2.916875
OMA1	0.096
ABLIM2	1.92125
BCL2L13	-0.08775
JAZF1	0.403166666666667
TMEM63B	0.354
S100A8	4.2191
ARFIP2	0.39625
UROS	0.9065
KHDRBS2	-2.131
POLQ	-2.322125
SOAT1	-0.04225
SPAG4	-0.78525
MRPS30	-0.978666666666667
LOC494141	-0.62075
OR2T11	0.081
ORAOV1	1.1156
ZNF184	-0.1735
TCEB3B	-0.106833333333333
ADAM21	-0.3465
GDPD1	0.149
SPINLW1	0.147333333333333
PRR14	0.087
KCTD9	-0.7985
NUDT3	-0.0755
KIAA1822	0.5517
HIST1H4K	0.43
DFNA5	-1.1895
GABPA	0.01775
C14orf44	0.031
POLB	0.39025
PTAR1	-0.85725
SEC31A	0.8581
TRIM58	2.79675
TAS2R14	-0.0615
VPS8	0.5755
H1F0	0.505333333333333
PRKCB1	-2.86266666666667
UGT2A1	0.4875
TOR1B	-0.83475
LSS	-1.19308333333333
C2orf19	0.0585
HNRNPC	0.138285714285714
TMEM100	-0.648166666666667
LOC116349	-0.39175
OR51M1	-0.0185
CCDC142	-0.19975
ISG15	1.935125
ZCCHC14	-0.773375
CREBL2	1.06125
TGDS	-1.11925
DC2	-0.57625
CACNA2D3	-0.824857142857143
ZNF429	-0.114375
LYPD6	0.389666666666667
SUCLG1	0.281333333333333
OR51I1	-0.8755
MAGEH1	1.88175
PRPF40A	-0.262
SMR3A	0.1725
SPINK2	-1.91675
THAP2	0.741375
NPY5R	-0.78375
IRF4	-2.430125
SPESP1	-2.07216666666667
OR10S1	-0.2465
DTD1	-0.3145
TUBE1	-0.0635
DDX19A	-0.5515
PDPN	-0.98075
TMEM34	0.177916666666667
MGAM	0.205
COL3A1	5.60783333333333
GFM2	-0.3234
OR5A2	0.2765
PSG9	2.48675
ARHGEF11	0.6355
IVNS1ABP	-1.06
SIGIRR	1.73
DUSP19	-0.2075
DNAJC14	0.5256
ACSS1	1.224125
IL1RAPL2	0.661
C4orf30	0.21125
SEPT4	1.95475
LANCL3	-2.7685
SPAG17	3.4215
PRDX3	0.679625
HNF1A	-1.14225
P4HA2	0.36675
RFWD3	-1.498
MOV10	0.04275
DNAJA5	0.397785714285714
LOC729440	0.347
LOC200383	1.21475
SMC2	-1.9975
MIXL1	-1.10516666666667
TMEM9	0.199
FAM86A	1.0655
ZNF174	0.5602
MYH14	-1.241
CCR8	0.76675
VPS37C	0.9165
GPATCH1	0.0745
B3GNT8	2.6565
TBX4	-1.84025
CNR2	-0.0966666666666667
PCDH1	1.46575
C5orf29	4.702625
OCIAD2	2.07325
PLCG2	-0.017
KIAA0247	1.73875
HRH3	-0.0114444444444444
CAPN13	3.945
CCR1	0.1427
MGC15523	-0.431166666666666
UVRAG	2.1395
DNAJA2	0.345833333333333
ITGA2B	-0.900333333333333
CLDN5	3.04325
PTPRN2	-1.93314285714286
ZNF512	-0.792
PSAP	1.30821428571429
CCDC140	-2.1885
LRRC55	-0.30925
CYP26C1	0.3725
C8orf47	-0.61925
LYN	-0.137625
DUSP6	0.269166666666667
TGFB3	2.1828
ELK1	0.018
PCDH11Y	-0.592
HGD	2.34525
C17orf58	1.1675
MYO3A	-0.149
SERPINE2	-4.13883333333333
AARSD1	-1.291875
C14orf73	-1.70775
ADAM33	0.232
ZNF491	-0.4025
MAPK6	-1.00533333333333
TCN1	2.42116666666667
SLC24A6	0.7895
UBE2R2	-0.64975
H1FNT	0.1825
TATDN2	0.4315
LILRB1	2.02575
P2RY5	1.36
NUCB2	0.58325
C2orf37	0.69875
SNX27	0.543166666666667
MTA3	0.284375
FOXO4	0.465375
ID4	0.5005
SOX5	-2.86016666666667
PXMP3	0.9905
OR52M1	0.1485
SFT2D3	0.303625
INA	-3.86716666666667
MCOLN1	1.13725
NFIX	-1.1045
CLEC14A	5.18383333333333
HIBCH	0.530833333333333
PLA2G5	1.63875
TIMM10	-0.580666666666667
MED17	-0.7379
COL4A4	-2.756
TPP1	1.20533333333333
GJA3	-1.605
TMPRSS5	-1.62525
AADACL3	0.3265
DNMBP	-1.49275
ENPP5	3.01266666666667
NQO1	0.0951
ZSCAN2	-0.523125
SEC24C	0.701166666666667
GTF2A1L	1.593
AXIN2	-0.8032
FAM33A	-0.53875
C16orf13	-0.18975
SPNS2	0.69125
TAF1	-0.66325
AP1G2	0.00133333333333333
RBM42	-0.394666666666667
HCN2	-0.572333333333333
EFHB	1.711
RUSC1	0.636333333333333
GRIK5	0.284
USP21	0.398166666666667
ATAD3C	0.08175
ORMDL2	0.863625
PRSS7	-3.867
PSAT1	-5.61225
FLJ13195	-0.193666666666667
TBC1D1	0.637166666666667
IFNG	2.7865
OTOS	0.1775
ZNF773	0.647166666666667
EMD	-0.72975
RETN	0.98625
CCL8	4.843
APH1A	1.69475
COX18	-0.54525
GTF2IRD2	0.34375
CCDC82	-1.44666666666667
PAFAH2	0.8817
NPEPL1	-0.4657
RP11-114G1.1	0.7735
TP53INP1	2.279
ZNF300	-1.96683333333333
FOXL2	-3.15975
LARP2	0.864166666666667
LATS1	-0.2825
HTR6	-0.3425
SPOCK2	0.6045
RNF144B	2.41583333333333
HTATIP2	0.718
MGC10334	0.021
CENTA2	2.23466666666667
FGF2	-1.121
FXYD7	0.0785
PHYHIPL	-2.769625
GPR34	5.601
DDX6	-1.24016666666667
OR10W1	0.2865
LHFPL1	-1.978
ZNF313	1.11835714285714
VPS28	1.5045
AP3M1	0.2799
AKR1CL2	1.607
TRAF4	-0.637625
OR2B11	0.6925
C19orf12	0.0823333333333333
AKAP9	0.146166666666667
C1orf62	0.404
SLC20A1	-0.2914
FAM112A	0.18825
LDB2	0.694625
MRPS23	0.178
KLK5	3.333875
SPTB	-0.617666666666667
EFEMP2	1.421
EFNB2	-0.01925
PCM1	-0.519214285714286
NMNAT3	2.219625
TSG101	0.832333333333333
C8orf40	0.014
NOB1	-1.866
ABHD3	-1.43975
GTF3C4	-0.896
PIGN	-0.118333333333333
GALNTL1	-0.12525
AEBP1	1.94475
OR9Q1	0.541
ANKRD2	-0.224625
CCL28	-2.092
TRIM38	0.541666666666667
TMCC1	0.560333333333333
SMG5	0.48325
LRRC7	-1.397
NCAPD2	-1.27516666666667
C6orf153	-0.95675
C1orf74	0.176
OTUD6A	0.028
DCP2	0.0448333333333333
TMEM24	-0.2905
RPL18	0.105333333333333
TMEM177	-0.505
LRRC37A3	1.20175
C1D	-0.334166666666667
LDHC	1.821
UBE4B	0.127166666666667
NIT1	0.38725
BTN3A3	0.770875
RASD1	2.70975
COMMD3	0.74875
SHFM1	-0.404
BIRC8	0.755666666666667
DUT	-1.08175
C12orf51	-0.3535
LRRC59	-0.390333333333333
LY6H	0.7955
WDR22	-0.105416666666667
EDEM1	0.146214285714286
ADH1A	3.815
PANX2	0.1319
CYP11B1	0.25825
CDC73	0.401
GPR172A	0.5875
GSTM3	-0.113846153846154
KCNA5	-0.478125
SERAC1	1.24233333333333
NFATC2	-0.3525
ANAPC5	-0.2851
C15orf24	0.688
NFATC2IP	-0.58825
TNRC6C	0.417666666666667
MGC102966	-0.206625
FGD5	0.977333333333333
MED9	0.129
RAB13	0.573833333333333
C15orf49	-0.304
CRYGS	-0.8182
C12orf53	-1.137
LOC283693	-0.3695
COX6B2	-0.5575
PHF14	0.465625
FAM3A	-0.28425
RPL13	-1.1445
PRDX2	-0.7575
FLJ34047	-2.4255
PRMT3	-0.588
KCTD19	-2.37
TRIM10	-0.469333333333333
MGC26597	-0.238833333333333
GCNT4	-0.3035
GPRASP1	0.10175
CDKN1C	-1.05691666666667
RHBDL2	2.0176
HSPH1	0.90225
AQP1	3.192125
COL17A1	0.6153
GFAP	0.132625
CDC16	0.48425
KIAA1614	-0.6195
C6orf118	3.1195
ZSWIM5	-1.80375
FAM83F	2.90575
LYNX1	0.0363125
SYNPR	-0.1385
XG	3.426
PRSS16	-0.123
KIF13B	0.428214285714286
PCDH9	-1.09925
HIST1H2AH	0.400666666666667
RBM18	-0.7715
ZNF626	0.5695
HEXIM2	-0.0273333333333333
ITFG1	0.19
TUBG2	-1.034
SFRS7	0.0508333333333333
C9orf14	1.2815
EXTL1	0.421
GBP3	1.80083333333333
WDR5	-1.366
RARG	0.637333333333333
MYO7A	0.3795
CECR6	-0.50725
C13orf3	-1.687
SFRS18	-0.9705
ACVR1B	-0.0845
PSMD1	-0.0139
C7orf31	0.6325
ILVBL	-1.17
IFNGR1	1.843
RNF186	1.01025
NOL9	-0.72225
MAGEL2	-0.04375
SLC29A2	0.018
NHSL1	0.10925
RBMX	-0.7825
PSORS1C2	0.435875
RAD51L3	-0.265083333333333
LCN6	1.1015
ORAI2	-0.027
BRUNOL6	-0.3727
OR4K5	-0.183
CDC123	-0.206375
MSLN	-2.39883333333333
WWTR1	-0.392333333333333
ZNF700	-0.5695
COBL	-1.4175
PPP1R16B	-0.099125
GAS7	0.2442
MDN1	-1.070375
HAAO	0.389
C9orf68	2.4285
TNFAIP2	0.2885
FOXN1	0.223
hCG_2033311	-0.0815
ATP6V0D2	0.5736
RPL41	0.780125
SLC38A1	1.45125
ARHGAP6	-1.64525
ADAD2	-0.33425
PHF20L1	1.2483125
MCM3AP	-0.4035
ST3GAL3	-0.577
SNX1	0.963833333333333
ELF5	2.9715
PARP3	1.217
RBM8A	0.0790625
LINGO4	-0.00700000000000001
ITGA9	0.206833333333333
ZFR	-0.28275
ACSL6	0.21675
FLJ20699	-0.552
DAOA	0.7255
FABP4	5.3485
KCNB1	-0.5125
CANX	0.4869
SLC25A28	0.8115
ADIPOR2	-0.154125
ECHDC2	1.869375
SMA4	2.06
FRZB	2.567
PABPC1	-0.632166666666667
DMRTB1	-0.634125
APOBEC3G	0.42375
CATSPER2	-0.241666666666667
CUEDC1	1.4465
STARD9	-1.019375
CLDN8	5.11725
LOC23117	-0.819090909090909
E2F6	0.501222222222222
TMEM126B	1.607
DPY19L4	0.919
GIMAP5	3.091
NDUFA9	-0.265333333333333
FAM77C	2.3355
CTPS2	1.1695
LOC51035	0.377
WDSOF1	-0.2115
EGLN3	-1.332375
PITX3	0.250833333333333
OR52E8	0.003
GRM4	1.737
KLK1	-2.573
GPM6B	-1.42475
RRAGD	1.47316666666667
PAGE5	-3.3875
