Hybridization REF	TCGA-BH-A18T-01A-11R-A12D-07
CENTA2	2.4125
FGF2	-2.051
FXYD7	0.5305
PHYHIPL	-2.881
GPR34	4.0695
DDX6	-0.00100000000000002
OR10W1	0.318
LHFPL1	-1.558
ZNF313	-0.926071428571429
VPS28	0.75725
AP3M1	-0.8072
AKR1CL2	0.9385
TRAF4	0.000124999999999986
OR2B11	0.844
C19orf12	0.548166666666667
AKAP9	0.5735
C1orf62	-0.1175
SLC20A1	-0.8199
FAM112A	0.54575
LDB2	0.912875
MRPS23	-0.90775
KLK5	2.36425
SPTB	-0.5014
EFEMP2	0.87175
EFNB2	0.989875
PCM1	-1.21528571428571
NMNAT3	0.246
TSG101	0.605333333333333
C8orf40	-0.750833333333333
NOB1	-1.695
ABHD3	-0.3775
GTF3C4	-0.031
PIGN	0.662666666666667
GALNTL1	-0.781
AEBP1	2.263375
OR9Q1	1.136
ANKRD2	-0.157375
CCL28	0.88275
TRIM38	-0.11
TMCC1	0.41575
SMG5	0.298
LRRC7	-0.544
NCAPD2	-1.60216666666667
C6orf153	0.07625
C1orf74	0.48575
OTUD6A	0.2395
DCP2	-0.503
TMEM24	1.39675
RPL18	-0.4215
TMEM177	-0.3375
LRRC37A3	0.93475
C1D	-0.0773333333333333
LDHC	0.11125
UBE4B	-0.364833333333333
NIT1	0.80225
BTN3A3	-0.146375
RASD1	0.988125
COMMD3	0.414
SHFM1	0.6285
BIRC8	1.1615
DUT	-0.85325
C12orf51	0.358
LRRC59	-0.441666666666667
LY6H	1.369
WDR22	0.613416666666667
EDEM1	-0.129642857142857
ADH1A	4.142
PANX2	-0.3162
CYP11B1	1.0965
CDC73	0.34525
GPR172A	0.06775
GSTM3	-0.295384615384615
KCNA5	0.30075
SERAC1	-0.105333333333333
NFATC2	0.318
ANAPC5	-0.4557
C15orf24	-0.2735
NFATC2IP	-1.14658333333333
TNRC6C	0.106666666666667
MGC102966	-0.74375
FGD5	1.9795
MED9	0.36875
RAB13	0.527166666666667
C15orf49	-0.3
CRYGS	-0.7244
C12orf53	-0.6564
LOC283693	-0.5285
COX6B2	0.0635
PHF14	-0.244625
FAM3A	0.088625
RPL13	-0.6095
PRDX2	-0.1867
FLJ34047	-2.77825
PRMT3	-1.00825
KCTD19	-1.516
TRIM10	-0.146833333333333
MGC26597	-0.0585000000000001
GCNT4	0.29
GPRASP1	0.26
CDKN1C	-0.563583333333333
RHBDL2	2.6407
HSPH1	1.58625
AQP1	2.78775
COL17A1	0.8539
GFAP	0.33875
CDC16	-1.219
KIAA1614	-0.0355
C6orf118	1.98333333333333
ZSWIM5	-1.08475
FAM83F	2.2875
LYNX1	0.3549375
SYNPR	-0.59675
XG	4.03
PRSS16	0.10975
KIF13B	0.500642857142857
PCDH9	-1.64125
HIST1H2AH	1.3225
RBM18	-0.16725
ZNF626	0.838625
HEXIM2	0.495833333333333
ITFG1	-0.583
TUBG2	-1.2665
SFRS7	-0.194583333333333
C9orf14	0.225
EXTL1	-0.23375
GBP3	0.265
WDR5	-1.42225
RARG	-0.0675
MYO7A	-0.606
CECR6	-0.89
C13orf3	-1.02325
SFRS18	-0.701125
ACVR1B	0.550166666666667
PSMD1	-0.6438
C7orf31	-0.598833333333333
ILVBL	-0.80475
IFNGR1	1.293
RNF186	0.478
NOL9	-0.6875
MAGEL2	1.66625
SLC29A2	-0.41275
NHSL1	-1.4045
RBMX	-0.744
PSORS1C2	0.562375
RAD51L3	-0.510916666666667
LCN6	1.244
ORAI2	-0.674
BRUNOL6	-0.3474
OR4K5	0.2565
CDC123	-0.876125
MSLN	-2.88466666666667
WWTR1	-1.19316666666667
ZNF700	-1.12933333333333
COBL	0.2265
PPP1R16B	0.04825
GAS7	0.2836
MDN1	-1.933875
HAAO	0.525
C9orf68	0.446
TNFAIP2	0.3315
FOXN1	0.288
hCG_2033311	0.440166666666667
ATP6V0D2	2.4375
RPL41	0.291125
SLC38A1	1.23275
ARHGAP6	0.0776666666666666
ADAD2	0.22725
PHF20L1	-0.2066875
MCM3AP	0.799
ST3GAL3	0.318
SNX1	0.184
ELF5	4.7065
PARP3	-0.187625
RBM8A	0.3131875
LINGO4	0.6975
ITGA9	0.328833333333333
ZFR	-0.447
ACSL6	-0.5945
FLJ20699	-0.8774
DAOA	0.6635
FABP4	5.6275
KCNB1	-0.9865
CANX	-0.0848
SLC25A28	0.09
ADIPOR2	0.301625
ECHDC2	0.930125
SMA4	1.852
FRZB	3.71175
PABPC1	-0.479666666666667
DMRTB1	-0.067625
APOBEC3G	-1.67475
CATSPER2	-1.2765
CUEDC1	0.394166666666667
STARD9	-0.781875
CLDN8	2.47925
LOC23117	-1.43381818181818
E2F6	-1.47044444444444
TMEM126B	-0.547666666666667
DPY19L4	0.75275
GIMAP5	2.8595
NDUFA9	-0.340166666666667
FAM77C	0.435
CTPS2	1.1645
LOC51035	-0.015375
WDSOF1	-0.965
EGLN3	1.54175
PITX3	1.14833333333333
OR52E8	1.054
GRM4	0.0815
KLK1	-2.32383333333333
GPM6B	-0.508625
RRAGD	-1.033
PAGE5	-2.78525
UCHL5	-0.931833333333333
ULK3	-1.12433333333333
AIM2	0.193166666666667
PNO1	-0.767333333333333
OR2F2	0.708
GNAT2	-1.472
SIX1	1.77125
ST13	-1.15358333333333
ZBTB44	0.17125
TIMP2	0.2665
ZMAT4	-3.0505
GTF2IRD1	-0.440166666666667
ZNF19	0.299166666666667
ZNF714	-1.238
RSC1A1	0.225
C9orf80	0.4295
PSMA8	1.0936
TMEM141	0.49975
COX4I1	-0.566928571428572
CTAGE1	-0.117333333333333
DTWD1	-0.919
HSD11B1	0.73225
KRT6B	3.90925
ARID4B	1.446
LHFPL3	0.541333333333333
WWP2	0.132416666666667
ZNF326	-0.429666666666667
RGPD1	-0.1915
CTSH	0.4625
FASTKD1	-1.071875
PAF1	0.1307
TTC9C	-0.00875
IFT57	-0.0758
PRSS36	1.8355
IL20RB	-1.282
ZNF592	-0.3565
DCTD	-0.7162
CFP	1.19875
MFNG	-0.795125
JMJD2B	1.24425
ALDH3B1	-0.482625
THSD4	1.415
KCNJ5	2.38683333333333
LMNA	0.171666666666667
TBCD	-0.098375
ZNF250	0.626833333333333
CASQ2	2.15383333333333
PEG10	0.565416666666667
PRAME	-1.2886
NP	-0.098125
TRIM59	0.515666666666667
ZNF12	-0.364375
XTP3TPA	-0.644
SIGLEC7	0.0497
PANK4	-0.908
FAM70A	-1.966
SNED1	0.15725
HIP1	0.3178
RAET1E	-1.6095
AMAC1L2	-0.2425
AHNAK2	-0.17475
TOE1	-0.718
RECQL4	-1.44025
SPRYD3	1.047
DPAGT1	-0.358
MAGED2	2.1168
ANKRD55	-0.40475
TRPS1	4.30066666666667
DOK7	-1.0045
TFPI2	-1.42775
GTF2H3	-0.253
CYP4F11	-3.220875
LHX2	-3.95016666666667
ATG16L1	0.3795
ASB12	0.443
C1orf116	3.805875
NF2	-0.84815
POM121	-0.7485
PHYHD1	2.3476
TXNDC17	0.794166666666667
DKFZp779O175	-0.6105
NUP62	0.721928571428571
MYO18B	0.616
PRAMEF1	-0.235
TCBA1	1.0265
TMEM168	0.5385
FJX1	-0.229666666666667
CLCF1	-0.32
SEPN1	0.15725
IGSF2	1.23525
NUDCD1	-0.314
TFF3	3.27033333333333
NDFIP1	0.974714285714286
CHCHD4	-0.50575
TNR	0.2655
CUTA	-0.0478333333333333
USP44	-4.004
DPP10	-0.350666666666667
IWS1	-0.135333333333333
PCGF1	0.1295
SULT1C4	0.111
NTF5	0.3125
PTPN13	0.536
SSTR5	0.565
SFRP1	-2.483
IDH3B	-0.641875
SUOX	1.268
TMCO5	0.606
GOLT1B	-0.26575
MIB1	-0.270571428571429
PCDHGB1	1.054
SUSD1	-0.682
ICAM5	-3.13066666666667
PAPOLB	0.2555
URM1	-0.255
TMEM106B	0.796
LRIG2	-0.943
SLC27A5	0.803
CLIC6	3.9518
ZNF420	-0.318833333333333
SCN9A	-1.85033333333333
KIAA1909	-0.04725
ELMOD1	-1.376
PRKAG1	-0.11125
FAM64A	-1.52111111111111
EEF1G	-0.6954
SMAD5	-0.15025
INCENP	-1.85875
WASF2	-1.8005
GARS	-1.5829
CDK10	-0.7814
HLX	0.207833333333333
MDM4	0.88075
ZNRF1	-0.915142857142857
HHATL	-1.62883333333333
FAM21C	0.8527
HIST2H3C	-0.6885
PFDN2	0.612125
ZNF200	-0.232
NDN	0.166
HBA2	-2.77133333333333
FBLN5	1.75775
PUM1	-0.177571428571429
TNNT1	-1.19183333333333
C19orf59	-0.6105
HNRPH2	0.469333333333333
RAB7A	0.00483333333333332
PMS2	-0.514625
BIRC3	-0.645166666666667
NRSN2	0.8755
OR52K2	0.525333333333333
SPOCK1	1.23828571428571
H2AFY	0.32125
RXRB	-0.43575
ZNF638	-0.433166666666667
ANKRD45	0.046
ACTN4	-0.660666666666667
FXC1	1.0635
EIF2B5	-0.77575
VPS33A	-0.043
PINK1	0.036625
FAM106A	-0.494
SKIP	0.9535625
GAPDHS	0.01625
MUM1L1	2.9965
PSTPIP1	0.90575
CNTNAP1	-1.8129
CYP26A1	-0.1475
APOL2	-0.3696
TACC2	0.9705
COX7A2L	-0.263571428571429
HSD17B1	1.7645
ARRB2	-0.599
SLC7A6	-0.3599
HSD17B10	0.286
RBJ	-0.6005
NUP155	-1.46925
MRPL10	-0.881833333333333
CYCS	-1.56375
CCDC46	0.0873333333333333
TECTA	-0.1255
GNAL	-0.5265
LPO	0.171
PEBP4	0.67675
DDX11	-2.00575
C18orf12	0.5205
TAF9B	-0.618666666666667
IMP4	0.184
RPA4	-0.776666666666667
NDUFS1	-0.3395
UPK1A	0.0813333333333333
ARRDC2	-0.246166666666667
C18orf20	2.198
AES	-0.3055
CD2BP2	-0.0103333333333333
C16orf54	-0.656
UGT2B17	0.16125
FGFR1	-1.13777272727273
CEACAM6	3.9445
CHRM5	0.01125
CERK	-1.530375
AP3S2	0.719357142857143
ANKS4B	-1.02125
CLCNKA	-0.291666666666667
ZNF208	-0.236166666666667
HLA-DRB5	4.318
CARKL	-0.341
GOT1	-0.418166666666667
CASP6	0.46725
HOXA1	-1.7945
RCL1	0.428
ZNF181	0.686333333333333
RAB40B	0.593
MRPL38	-0.062375
LRRN2	1.93375
C3orf25	0.8955
OR5D14	1.2865
OR10AG1	-2.16
BET1L	0.5685
FRY	2.46275
AK3L1	0.03
CSF3R	1.62466666666667
POLR3K	-0.38
ATG2B	0.6695
EPS8	-0.482166666666667
DARS	-0.56525
C10orf56	0.7195
DAD1	0.468333333333333
RIOK1	-0.443333333333333
HERC2	-0.489
HSD11B2	2.42733333333333
FAM96B	-1.10875
MGC13057	-2.543
BSN	-0.474
CAND1	-0.285666666666667
HCST	1.428
ACTR10	0.307333333333333
OR8D4	0.7155
NASP	-1.0807
COL9A2	1.45883333333333
LYZL1	null
GPC5	0.08525
TBL3	-0.564
CENTD2	-0.0453
OR5AP2	0.47575
TLR1	1.8795
LMO6	-0.46875
ZIC2	-4.368125
CPNE5	0.405
ZMYND15	1.904
FLJ22374	0.3095
CCDC106	0.82175
PARP16	-0.5935
PDIA3	0.19075
C14orf126	0.57775
CECR2	0.3745
SFRS1	-0.274857142857143
FIGLA	0.797
DCP1A	0.0746666666666667
MGC45800	-2.0927
TEKT1	1.95233333333333
C10orf67	-1.256
CLN5	-1.212
NTN2L	0.3995
GLE1L	-0.87625
CES2	-0.4874
GNAS	0.132333333333333
DDX53	-1.6625
TSPAN13	2.40875
MRPL52	0.0609
SPIRE2	0.00149999999999997
TAS2R39	0.61225
SCUBE3	-0.5765
UCRC	0.311
CDKL3	0.6815
KIAA1715	-1.0223
ZNF345	0.4215
RTF1	-0.307625
DHRS7	0.6195
RIPK4	-1.19583333333333
EXOSC2	-1.13083333333333
MS4A2	2.68525
FGF17	-0.413
WDR59	-0.644375
EVI2A	-1.365
IL17RC	1.039
HS3ST1	2.488
ITGB1BP2	-0.8805
RBPJ	-0.896666666666667
GIMAP1	3.277
INE1	-1.08516666666667
ALDH18A1	0.639
TPI1	-1.57475
GATA6	-0.94825
CABP1	-0.8072
ZNF484	0.87775
DAPK3	0.2315
GJB1	-2.75408333333333
PIN1	-0.801375
SLC6A15	-4.02
CNO	0.11525
RIN2	2.163125
FRRS1	-0.394
CYorf15B	-4.70514285714286
DMRT3	2.11014285714286
ATAD1	-0.035125
OTUD4	-0.250388888888889
ATOH8	-1.43625
ZSCAN16	1.614375
ASCC1	-0.58375
OTUD3	0.0705
MGC33212	-0.653
YME1L1	0.134375
RP11-218C14.6	-0.336
PCBP4	0.28925
TNFRSF10A	-1.8825
CDH10	-4.107
KL	3.08325
SCP2	-0.0384166666666667
C9orf119	0.500375
SON	-0.522
MAFK	0.515
SBNO2	0.2175
SLC6A6	-0.417333333333333
SC4MOL	-1.050875
FAM35B	0.082875
PPP1R9A	0.866375
PDZRN3	1.122625
CXorf20	1.1255
C6orf126	1.73075
AVEN	0.1735
FLJ21075	-2.024
C14orf132	0.13925
PCK2	-0.40325
GUCY2C	-0.4705
BARX2	0.007
PEX11G	0.7315
DAO	-1.27
C10orf49	0.331
EDNRA	2.58416666666667
PPP2R5A	1.2011
DDX39	-0.891666666666667
SERF1A	0.34325
ASCIZ	0.1451
FNDC8	0.4585
PTMS	0.38525
PHF7	-0.29075
PIP4K2B	0.4531875
HHLA2	0.09475
BDH2	0.6007
APOBEC2	-0.098
PENK	-0.0555
SMAD9	-2.0795
MT3	0.22
RGL1	0.506875
ATG10	-0.64
DLGAP4	0.4985
APPBP2	-1.04371428571429
BACE2	-0.0315714285714286
LOC339344	0.684666666666667
ZNF395	-0.8744375
HIST1H2BL	0.632
ZNF467	1.607375
SLC25A21	-3.67175
PALM2	-0.475166666666667
NSUN5C	-0.7085
IL5	0.0139
CLSTN2	1.415
ANXA8L2	-0.1435
PTGES	1.4375
GDAP1L1	-2.2845
OPRK1	-0.811833333333333
WDR20	0.592333333333333
C12orf4	0.69375
NUP88	-0.64325
XRCC6BP1	-0.893666666666667
FCGBP	1.966
LEMD2	0.65
NOMO1	-1.26075
C10orf79	2.24675
ZNF79	0.6659
OCRL	0.369111111111111
HSPA8	-0.416958333333333
DIDO1	-0.355708333333333
PLA2R1	1.79475
COG3	0.5037
NGDN	0.32
CBFA2T2	0.5305
PNOC	-2.277
PRRG1	-0.52825
AGGF1	0.166642857142857
DPF2	0.43
YIPF7	0.1705
TRPV5	-0.546
ZNF322B	1.679
MED12	0.0205
CARS	-1.19383333333333
ABCC11	4.68216666666667
C9orf25	0.1
MYH1	-0.143
FRYL	-0.18225
AGTRAP	-0.02925
MMP27	0.5275
ZNF432	1.70625
OR8D1	1.0105
OR13D1	0.41775
VWA1	1.8735
STON1	1.02875
IL5RA	-0.11
PERP	0.539
C10orf107	-0.175
TNFSF12	2.6245
FN1	1.27083333333333
MTR	0.0711666666666667
PHLPPL	-0.183833333333333
ZNF425	0.40825
DHFR	-1.07116666666667
PPP1R12A	0.13325
RSPO2	-3.03214285714286
ZNF7	-0.8815
ZNF583	1.0865
TPMT	-0.801
GPR132	0.745875
OR2T12	-0.63775
SERTAD2	-0.1442
ATP1A1	-0.0972
FRMPD3	1.08775
ZNF672	0.4875
PLXNB3	0.02925
EML5	0.454
FAIM3	-0.211
UBQLN2	0.34025
SORCS2	2.60275
PRIM2	-1.813
ACVR2A	-0.0718333333333333
YWHAZ	-0.0659166666666667
PGM2L1	1.655875
GNAO1	-0.142928571428571
RPL10	-0.0147
RPS6KA6	0.824
PFKL	-0.400833333333333
SH3D19	0.635375
AURKB	-2.30783333333333
ZC3H6	0.876625
DISC1	0.141666666666667
FLJ39660	-2.85633333333333
TMEM25	3.426625
OSBPL10	0.203375
CLTCL1	-1.6785
ALG6	-0.23
CATSPER4	-0.6675
LRTM1	-0.405
RRAD	1.5295
TIPIN	-2.01425
CARD14	2.462125
RBM9	-0.806666666666667
RASSF4	0.3165
SLC25A18	0.3475
C6orf58	-1.0245
IGHD	0.785
PLA2G6	-0.3955
TPT1	0.526375
SEC63	-0.0484
CCDC113	0.6827
TDRD10	1.30275
KIAA1666	-1.50025
TOR1AIP1	0.34025
SYTL4	1.57966666666667
SPRR2F	-1.4335
CEBPD	3.0015
SNTG2	-0.7605
C20orf77	0.293416666666667
TAS2R49	-3.1355
C6orf173	-0.900333333333333
SVEP1	0.1622
PXN	-0.405428571428571
VIL2	1.39741666666667
C5orf21	1.30066666666667
DIXDC1	0.22425
GANAB	-0.61
PDSS1	-1.09325
NGFR	-0.03975
ATP8B4	1.09025
BMP8A	0.515
CCDC132	-0.618
GNRH1	-1.85975
OR10T2	0.62575
PDGFD	2.754
OR6W1P	0.416
HARS	0.03725
KRT77	-0.3055
AQP8	0.06
ITGB1	-0.0181
ZNF254	0.288
PAX1	-0.1755
PSMC4	-0.6353
ANKRD22	5.33
PSMD8	-0.804166666666667
HTR1E	-0.7165
SOX10	-2.4098
OR5B2	0.0015
RABGEF1	-0.604928571428571
MAP1LC3B	-0.75525
CYB5R4	-0.3215
AGXT2L1	-2.25525
FLJ41603	3.42833333333333
TRAPPC2	0.8225
FNTB	-0.0261
FLJ14107	-1.27483333333333
AURKAIP1	0.121
DSE	1.7645
NFKBIZ	0.286333333333333
OSBPL3	-1.12983333333333
LOC130576	-1.46
SLC39A9	1.098
LOC137886	-0.0365
RHCE	-1.9465
ATG7	0.410833333333333
FAM82A	0.819833333333333
FBN3	-0.3655
MCFD2	-1.194
CASP14	-0.027
EPS15	0.011
SFRS2B	-0.849083333333333
C19orf47	-0.8925
PLAC9	0.994
GPR23	-0.7195
BTNL3	0.6645
RGS8	0.57
GNS	0.027125
ENO2	-2.79033333333333
CBX1	0.2049
PEX26	0.693
LRP5	-0.96
ADAMTSL4	-2.43416666666667
ARR3	0.0446666666666667
MAP1A	-0.11125
CD2	2.98125
NAV2	-0.4905625
TMEM69	0.025
ATXN7	-0.9685
CHN2	0.0208333333333333
ZNF781	-0.869666666666667
HAS2	-3.28666666666667
KIAA0241	-0.188833333333333
BIC	-0.36
MOBKL2A	-0.0195
CYP2C9	0.00550000000000006
CNOT7	-1.24235714285714
SFRS10	-0.9135
CST11	2.6075
FLJ37543	0.3475
NKAP	-0.36975
RUNX1T1	3.51
EAF1	-0.1681
IL4I1	3.23475
LRRC61	-0.474666666666667
PSIP1	-1.71958333333333
SPRR4	0.641
ZFP90	0.0773333333333333
AP2B1	-0.334461538461538
SLC30A7	0.71
C7orf28A	-0.0435
S100B	-1.88166666666667
BMP2	-2.47725
ESR1	3.00158333333333
ZFPL1	-0.1885
ARHGAP12	1.09
LRRC19	0.5565
ZNF767	-0.728166666666667
NACA	-0.0124
OLIG1	-1.967875
PRF1	0.19725
LST1	2.88933333333333
SPATA9	-0.493333333333333
CNFN	0.7615
CDK4	-0.8169
TCF15	-0.696833333333333
PARC	0.78425
PPM2C	1.696
LOC283345	-0.609
FAM107B	0.43275
DMXL1	-0.03325
RBM3	0.04625
HTR5A	-1.75283333333333
SCFD1	0.373666666666667
EPHB3	1.51
ROPN1L	2.1345
RAMP3	0.04475
TSPYL5	3.15754545454545
GAP43	-2.9595
PAPD4	-0.190625
PDE3A	-2.07775
TNFRSF10C	2.093
JMJD5	0.1105
RASGEF1A	-0.5989
C16orf65	-1.17625
HIPK3	0.94
XYLT2	0.6345
XPOT	-1.2335
GAL3ST1	-2.168
DHCR7	-0.3775
AMIGO3	0.219
FGFR4	-1.40133333333333
CRAT	1.241125
PPP1R14D	1.2575
TRIM14	-0.3381
TMPRSS11D	-0.1725
SLC7A11	-3.43585714285714
OR10H2	0.78375
PPM1E	-1.6405
DOCK4	-0.059
FAM127A	0.02475
ENOPH1	-0.284
SLC5A3	-0.3934
ZNF530	1.6526
NTS	-6.1425
FRMD4A	0.428125
BCL11B	-3.508
PRM1	0.347
UQCC	-0.1089
S100A16	1.2335
PLS3	-0.691
WWOX	0.722071428571429
CCDC23	0.99075
GTSE1	-2.40033333333333
GP2	5.8545
FLJ32549	0.145625
CHIT1	1.2345
KLF9	0.362375
RPS24	0.3306
MIA	-2.2735
FIGN	-2.60975
PYROXD1	0.071125
PCSK2	0.6785
MRPL9	0.03375
RPL24	0.074875
C12orf32	-1.086
HIST1H2BE	0.77175
RGS18	2.415
LFNG	2.005375
RAB4B	-0.4501
FBXO25	-0.234333333333333
TSPAN31	-0.769333333333333
ARL8A	1.08328571428571
C10orf83	-0.2165
OR51B6	0.614
CNKSR2	-0.13525
C1orf156	0.50875
IBSP	2.707
GFRA2	0.3243
ALKBH7	0.7726
NEK10	3.612
VN1R3	0.280166666666667
LOC91948	null
CPZ	-0.356
IHPK3	0.665
COL8A1	0.70325
RBPJL	0.884
OR10A4	0.30075
CASP8AP2	-0.489875
MMP12	0.683333333333333
OR8B12	0.5825
CDCA5	-2.15333333333333
LIX1L	-1.12325
PEX11B	1.681
GABRA1	0.588
HABP2	1.911
REEP1	1.546
FBXO15	2.94375
CD68	0.5255
WFDC9	0.3585
GHDC	0.5565
SMARCA1	-0.54875
SPAST	0.246666666666667
PLXND1	-0.254166666666667
MLCK	-1.95
INTS5	-0.0350000000000001
BSG	-1.05578571428571
PARP8	0.641166666666667
TEAD4	-0.205
ZNF498	0.01775
TMEM89	0.026
DTX4	0.41475
TNRC6B	0.59675
ARMC2	-0.162
FGFBP1	-4.2755
TIMM8A	-0.415166666666667
AJAP1	-1.6237
ZNF608	0.46675
SLC25A42	-0.7965
SYP	0.284833333333333
MMP11	3.8985
USP40	0.2465
C3orf62	-0.4565
MYO1E	-0.4632
LRFN4	-1.01875
XCL1	0.277333333333333
GPR155	0.11525
VPS29	0.53075
CARHSP1	-0.52575
ARHGAP20	0.5395
GREM2	0.019
CCDC102B	4.05725
ZNF577	2.493
HDDC2	-0.657125
SHC2	1.102
NCOA5	0.776833333333333
INPPL1	-0.741
CHGB	-3.4356
IHH	-0.067
DDEF2	-0.863166666666667
DIAPH3	-2.70352380952381
BUB3	-0.054
GGH	-2.16011111111111
VPS35	-0.0981
CNN2	0.692166666666667
ASNA1	-0.5125
WDTC1	0.335
AMAC1	0.931
HAS3	-1.35433333333333
SLC1A6	-1.696
ZNF563	-0.1285
C1S	3.72725
TCF7L1	-0.341625
OR10Z1	0.7945
ME2	-1.3872
C6orf151	-0.768
KPNA4	0.2171
GLO1	-0.737875
WDR61	-0.667333333333333
CD302	1.698
SIRT7	-0.445333333333333
C11orf59	0.07575
PKIG	-0.16775
PPIL3	-0.96975
CCDC74B	0.873875
ZNF528	2.06725
EFNA5	1.1205
FCGRT	1.47375
NOL4	1.5249
CCS	0.38925
LOC374491	-0.431
MFSD7	3.847
ZNF555	0.30775
LIMS3	-0.28025
TSSC4	0.601833333333333
COL11A2	-2.3535
C1orf119	0.946333333333333
BPNT1	0.523125
CHRNA6	1.2395
C1orf173	1.3009
PLD2	0.16425
ORC1L	-4.06025
SASH1	1.7835
CDC14B	-1.35925
RLBP1L1	0.3265
LDLRAP1	-0.5162
NAT8B	1.01216666666667
HHEX	-1.1385
LGALS7	1.879
PLCH1	0.559
OR1M1	0.644
PRAMEF16	0.11425
HECTD1	0.4415
C14orf39	-0.66
TLN2	-0.0249
HDAC4	-0.845357142857143
SYCP2L	-3.6135
GLRA1	0.674
RPS6	-0.130375
hCG_1757335	-0.9125
KLHL1	0.2175
CTNNBIP1	0.469666666666667
SCAND2	-1.3396
HMGN2	-0.5581
YAF2	-0.0885
BRPF1	-0.704
LIAS	-0.7755
CTA-246H3.1	-3.3775
SAG	5.304
C20orf10	-0.00750000000000005
HNRNPA2B1	-1.35833333333333
GADD45A	-2.718
MSH4	-2.3095
TMEM70	0.08725
HIST1H2AM	1.518375
C19orf26	0.204
C1orf50	0.62525
GNG3	0.606
FTO	0.61925
CALCB	-1.0375
PPP3R1	-0.30375
C15orf42	-2.41825
CCNJ	0.65775
GNAZ	1.304
PSD	-0.337
FAM57A	-1.34625
STIM2	-0.152333333333333
DHX8	0.2415
MOGAT3	-0.2835
UBE3B	0.947333333333333
PLAT	1.06166666666667
C6orf206	0.851
COPE	-0.5487
EIF3A	0.46375
C1QL2	-0.25525
IQCE	1.05191666666667
KIAA0182	-0.1915
SLC22A7	-0.306
PPFIA2	1.032
ADAMTS15	1.08
ODZ1	-0.853
THBS4	2.9625
ARHGAP1	0.931125
B4GALNT3	0.187
FCHO1	-3.073
LOC440456	-0.0815
HOXD10	0.295333333333333
CXCR3	1.5465
CHI3L2	-0.935
SRPX2	2.9115
ZNF132	2.40583333333333
UBAC2	-1.10016666666667
RPL32P3	-1.21
CBWD6	0.6565
ST6GALNAC4	-0.351
KIAA0391	0.3145
LOC388969	0.24625
KRTAP5-8	1.14816666666667
ZNF786	0.228
LYVE1	1.817
GPR144	0.44925
APOH	-6.16171428571428
TSC22D2	-0.4365
PLCD1	-0.1745
FLG2	-0.018
M-RIP	0.1414
NDUFV1	-0.5335
POLDIP2	-0.325
RAB3GAP2	1.33216666666667
RPSAP15	-1.15025
CLEC7A	1.257875
HSPA14	-0.17475
TAAR5	0.56025
FAM132A	0.262
C2orf43	-1.0375
OR10V1	0.048
SELPLG	0.3665
C1QTNF6	0.6455
OPCML	2.0191
DTYMK	-0.7985
ALDH16A1	0.253
F13B	-2.1235
MGC16169	0.5445
KIRREL2	-1.34183333333333
C14orf32	0.12025
SLAIN2	0.7014
HSD3B2	0.3725
AMMECR1L	-0.0357
LRRC37B	-0.4935
HMG20A	-0.902333333333333
C22orf27	0.9212
FBXL22	0.6855
AP1B1	-0.690833333333333
TNKS1BP1	1.583
CD74	3.09875
HSPA12B	2.42316666666667
PLSCR1	0.6955
SLC35E1	-0.9985
FEZ1	-1.5795
APOD	2.2265
C16orf44	0.41725
C1orf166	-0.8255
KCTD11	0.20725
NELF	-1.2025
SRP54	-0.2505
MGC35361	0.762
GPR35	-1.5825
NRGN	-1.580625
SIGLEC12	0.72475
SCN1B	-0.4055
IFNW1	1.4055
STAR	-4.79125
HLA-DQA2	4.34033333333333
RNASEH2B	-1.27075
TAAR2	0.318
VAMP5	0.585
TUBA1C	-1.29435714285714
PIK3R2	-0.347875
ARD1A	-0.0895
EBF2	0.429833333333333
CAMSAP1L1	0.62925
CYP3A43	0.39375
AKR1B1	-2.40875
KIAA1729	1.349375
KAL1	0.9059
CYBB	0.719875
UXS1	-0.352
LOC338579	1.0375
C11orf45	-1.35
SHB	-0.079625
IKZF4	0.517625
NDUFA1	0.77725
HSPE1	-0.47525
C1orf215	-0.12925
GPR113	-0.639833333333333
ZNF573	0.42075
TBX18	0.445
GGTA1	5.33975
PCDHGA8	0.721
RPS6KL1	0.366875
DPP9	-0.4715
SLC43A2	1.925875
COPS3	-0.52875
PMPCB	0.1
HYLS1	-0.2935
LSM8	-0.401166666666667
PDE6B	1.984125
C10orf118	1.4949
OR1C1	0.777833333333333
ZNF415	2.79725
OR2F1	0.48025
ZDHHC13	0.2535
FZD8	-0.5084
TCEA1	-0.2495
SUSD4	1.340375
C22orf24	0.1035
TNFRSF14	0.04475
TRIM28	0.0476666666666667
FGF5	-2.765
CSPG5	-0.4375
RNF133	-0.145
FKBP15	0.18675
BZW2	0.3165
NSMCE1	-0.66275
PTPRN	-0.62025
TST	0.384625
POP1	-0.4925
RNF24	0.142666666666667
SFRS4	-1.284375
REPS1	-0.19775
CD70	-1.18116666666667
PDXDC1	-0.875375
SRC	0.8041
NTNG1	-2.9105
SETD1B	0.33725
TINP1	0.8358
ZNF606	3.09883333333333
SSR1	0.2054375
RGNEF	-0.2045
NFS1	0.0815
CENTB5	-1.27925
CRMP1	-1.40233333333333
ADAM18	-0.054
CCDC87	2.72833333333333
LRRC8B	-0.712
CSNK1G1	-0.77075
MAFB	3.41916666666667
C12orf45	0.1995
C1orf54	2.542
