Hybridization REF	TCGA-BH-A0BF-01A-21R-A12P-07
GALNTL1	0.49175
AEBP1	3.421125
OR9Q1	-0.00650000000000001
ANKRD2	0.1225
CCL28	-1.61175
TRIM38	1.5295
TMCC1	0.412416666666667
SMG5	0.174
LRRC7	-0.9605
NCAPD2	-1.44016666666667
C6orf153	-0.7145
C1orf74	-0.02875
OTUD6A	0.21
DCP2	-0.615333333333333
TMEM24	0.45125
RPL18	0.251666666666667
TMEM177	-0.97225
LRRC37A3	0.0505
C1D	-0.955
LDHC	-1.8845
UBE4B	-0.419833333333333
NIT1	0.43825
BTN3A3	2.047
RASD1	1.586875
COMMD3	0.68375
SHFM1	-0.596
BIRC8	1.7525
DUT	-0.89325
C12orf51	-0.9725
LRRC59	-0.271333333333333
LY6H	2.0525
WDR22	0.39125
EDEM1	0.367142857142857
ADH1A	3.4835
PANX2	-0.3547
CYP11B1	0.88875
CDC73	-0.02725
GPR172A	0.99475
GSTM3	1.11507692307692
KCNA5	1.667375
SERAC1	0.5265
NFATC2	0.0535
ANAPC5	-0.3251
C15orf24	0.62525
NFATC2IP	-0.22525
TNRC6C	1.0005
MGC102966	0.242125
FGD5	1.21766666666667
MED9	-0.24275
RAB13	0.871
C15orf49	1.378
CRYGS	-0.3342
C12orf53	-0.6833
LOC283693	-0.0595
COX6B2	0.472125
PHF14	-0.21375
FAM3A	0.314125
RPL13	-0.8131
PRDX2	-0.5288
FLJ34047	-1.609
PRMT3	-0.44925
KCTD19	-1.8165
TRIM10	-0.845166666666667
MGC26597	0.243166666666667
GCNT4	-0.061
GPRASP1	1.063
CDKN1C	-1.23191666666667
RHBDL2	1.1179
HSPH1	-0.0725
AQP1	3.288375
COL17A1	0.2019
GFAP	0.430375
CDC16	0.5735
KIAA1614	0.243
C6orf118	0.0255
ZSWIM5	-2.95425
FAM83F	2.3345
LYNX1	0.6334375
SYNPR	-1.3425
XG	3.9175
PRSS16	-1.935375
KIF13B	0.771142857142857
PCDH9	-1.25375
HIST1H2AH	0.578833333333333
RBM18	-1.22225
ZNF626	0.800625
HEXIM2	-0.196833333333333
ITFG1	-0.022
TUBG2	-0.4255
SFRS7	-0.292583333333333
C9orf14	3.237
EXTL1	-2.3455
GBP3	2.6075
WDR5	-0.89775
RARG	0.414333333333333
MYO7A	0.791875
CECR6	0.22325
C13orf3	-2.183875
SFRS18	-1.221875
ACVR1B	0.00666666666666666
PSMD1	-0.1751
C7orf31	0.2695
ILVBL	-0.473
IFNGR1	1.28225
RNF186	-1.1635
NOL9	-0.86975
MAGEL2	1.69375
SLC29A2	0.42125
NHSL1	-0.744
RBMX	-1.4445
PSORS1C2	0.290625
RAD51L3	0.61375
LCN6	0.54575
ORAI2	0.219625
BRUNOL6	-0.1418
OR4K5	-0.2545
CDC123	0.246875
MSLN	-2.474
WWTR1	-0.4695
ZNF700	-1.19533333333333
COBL	-1.362
PPP1R16B	0.225571428571429
GAS7	0.5831
MDN1	-0.866375
HAAO	0.8155
C9orf68	1.34375
TNFAIP2	1.28475
FOXN1	0.2605
hCG_2033311	-0.886
ATP6V0D2	0.4351
RPL41	-0.52425
SLC38A1	0.532875
ARHGAP6	-1.34558333333333
ADAD2	-0.6005
PHF20L1	0.48425
MCM3AP	1.35533333333333
ST3GAL3	-0.827666666666667
SNX1	0.9845
ELF5	-0.822
PARP3	0.843625
RBM8A	-0.1196875
LINGO4	0.068
ITGA9	1.09483333333333
ZFR	-0.527
ACSL6	0.76375
FLJ20699	0.5141
DAOA	0.835
FABP4	5.69
KCNB1	-0.49575
CANX	-0.1013
SLC25A28	1.20066666666667
ADIPOR2	-0.304375
ECHDC2	1.443625
SMA4	-0.668
FRZB	3.7555
PABPC1	-0.0473333333333333
DMRTB1	-0.521625
APOBEC3G	2.58075
CATSPER2	-0.0991666666666667
CUEDC1	0.616166666666667
STARD9	-0.708
CLDN8	5.45828571428572
LOC23117	-0.834681818181818
E2F6	-0.161111111111111
TMEM126B	0.257166666666667
DPY19L4	0.02775
GIMAP5	4.04283333333333
NDUFA9	0.131
FAM77C	-0.217
CTPS2	0.714
LOC51035	0.131625
WDSOF1	-0.04475
EGLN3	2.274375
PITX3	0.542
OR52E8	null
GRM4	2.5045
KLK1	-1.83133333333333
GPM6B	-1.271125
RRAGD	-0.487
PAGE5	-3.52475
UCHL5	-1.171
ULK3	0.168833333333333
AIM2	3.06616666666667
PNO1	-0.463166666666667
OR2F2	-0.4165
GNAT2	-0.684
SIX1	0.68475
ST13	0.0324166666666667
ZBTB44	-0.416625
TIMP2	-0.1035
ZMAT4	1.14925
GTF2IRD1	0.885666666666667
ZNF19	0.191666666666667
ZNF714	-0.77075
RSC1A1	-0.72275
C9orf80	-0.48575
PSMA8	0.6734
TMEM141	-0.07625
COX4I1	-0.0725
CTAGE1	0.297
DTWD1	-0.43775
HSD11B1	2.457
KRT6B	3.55675
ARID4B	1.10425
LHFPL3	0.704666666666667
WWP2	0.560636363636364
ZNF326	-0.1965
RGPD1	-0.8455
CTSH	1.87616666666667
FASTKD1	-1.299625
PAF1	1.4435
TTC9C	-0.355
IFT57	1.3087
PRSS36	0.9875
IL20RB	-1.875
ZNF592	0.301333333333333
DCTD	0.4007
CFP	1.55975
MFNG	0.51725
JMJD2B	0.64575
ALDH3B1	-0.201
THSD4	0.00300000000000001
KCNJ5	3.05016666666667
LMNA	0.541666666666667
TBCD	1.087
ZNF250	-0.3775
CASQ2	1.323
PEG10	-1.52483333333333
PRAME	-5.56953333333333
NP	-1.249
TRIM59	1.34283333333333
ZNF12	-0.12225
XTP3TPA	0.427
SIGLEC7	0.9106
PANK4	0.3845
FAM70A	-0.995333333333333
SNED1	1.06775
HIP1	-0.345
RAET1E	-0.943333333333333
AMAC1L2	-0.363
AHNAK2	-0.930166666666667
TOE1	-1.05066666666667
RECQL4	-0.95
SPRYD3	0.913
DPAGT1	1.24875
MAGED2	2.2298
ANKRD55	1.80675
TRPS1	4.89875
DOK7	-1.05
TFPI2	-5.939
GTF2H3	-0.962833333333333
CYP4F11	-0.48875
LHX2	-2.65266666666667
ATG16L1	0.651666666666667
ASB12	0.1195
C1orf116	3.616375
NF2	-0.58835
POM121	-0.627
PHYHD1	1.0227
TXNDC17	-1.01333333333333
DKFZp779O175	0.00150000000000002
NUP62	0.177071428571429
MYO18B	-0.0526666666666667
PRAMEF1	-0.3455
TCBA1	0.512
TMEM168	0.07975
FJX1	0.801
CLCF1	-0.97275
SEPN1	0.124
IGSF2	0.517
NUDCD1	-0.280166666666667
TFF3	1.31816666666667
NDFIP1	0.666571428571429
CHCHD4	-0.745
TNR	-0.089
CUTA	0.197333333333333
USP44	-4.58225
DPP10	3.1225
IWS1	-0.222666666666667
PCGF1	-0.08125
SULT1C4	0.0155
NTF5	-0.11625
PTPN13	0.924
SSTR5	1.423
SFRP1	-2.7325
IDH3B	-0.052625
SUOX	2.275
TMCO5	0.84025
GOLT1B	-0.4095
MIB1	-0.826
PCDHGB1	0.643
SUSD1	0.3405
ICAM5	-3.29383333333333
PAPOLB	0.318
URM1	-0.4825
TMEM106B	-0.360666666666667
LRIG2	-0.6405
SLC27A5	-0.86575
CLIC6	4.3681
ZNF420	0.312166666666667
SCN9A	-1.9808
KIAA1909	1.01025
ELMOD1	-2.20975
PRKAG1	1.37725
FAM64A	-2.18877777777778
EEF1G	-0.17605
SMAD5	-1.094
INCENP	-3.08925
WASF2	-0.5335
GARS	-0.8184
CDK10	0.1358
HLX	1.92466666666667
MDM4	-0.68025
ZNRF1	-1.02007142857143
HHATL	-1.52183333333333
FAM21C	1.189
HIST2H3C	0.66675
PFDN2	0.401125
ZNF200	-0.30025
NDN	0.5505
HBA2	-2.30116666666667
FBLN5	2.37975
PUM1	-0.00150000000000001
TNNT1	-2.778
C19orf59	0.6435
HNRPH2	0.462333333333333
RAB7A	0.874333333333333
PMS2	-0.18625
BIRC3	0.572666666666667
NRSN2	0.187
OR52K2	0.715666666666667
SPOCK1	-0.561071428571428
H2AFY	0.347
RXRB	0.94725
ZNF638	-0.371833333333333
ANKRD45	0.47125
ACTN4	0.163666666666667
FXC1	-0.05775
EIF2B5	0.689
VPS33A	-0.4265
PINK1	0.742
FAM106A	-0.0235
SKIP	1.10506666666667
GAPDHS	0.283666666666667
MUM1L1	4.4365
PSTPIP1	2.032
CNTNAP1	-1.4419
CYP26A1	-0.7635
APOL2	1.6992
TACC2	0.808875
COX7A2L	0.479285714285714
HSD17B1	2.1079375
ARRB2	0.561
SLC7A6	-0.7681
HSD17B10	-0.80625
RBJ	-0.733
NUP155	-1.80875
MRPL10	-0.8945
CYCS	-1.55966666666667
CCDC46	-0.0385
TECTA	0.4235
GNAL	-0.88975
LPO	0.0915
PEBP4	0.67275
DDX11	-1.10825
C18orf12	-0.121
TAF9B	0.146833333333333
IMP4	0.64275
RPA4	-0.0283333333333332
NDUFS1	-0.7225
UPK1A	-0.281666666666667
ARRDC2	0.772166666666667
C18orf20	-0.3715
AES	1.21635714285714
CD2BP2	1.02116666666667
C16orf54	1.695
UGT2B17	-1.6125
FGFR1	-0.371909090909091
CEACAM6	-2.5409
CHRM5	-1.4315
CERK	-0.823375
AP3S2	-0.0735714285714286
ANKS4B	-1.17875
CLCNKA	-0.256666666666667
ZNF208	-0.745
HLA-DRB5	4.5685
CARKL	-0.90475
GOT1	-0.191833333333333
CASP6	0.857
HOXA1	-0.1095
RCL1	-0.48725
ZNF181	1.28533333333333
RAB40B	1.636
MRPL38	0.64575
LRRN2	1.33575
C3orf25	1.019
OR5D14	0.5275
OR10AG1	-0.857
BET1L	0.683
FRY	2.186
AK3L1	-2.05325
CSF3R	2.58616666666667
POLR3K	-0.374166666666667
ATG2B	0.0145
EPS8	-0.731166666666667
DARS	-0.222
C10orf56	0.037
DAD1	0.00958333333333333
RIOK1	-0.134833333333333
HERC2	0.2645
HSD11B2	-0.808666666666667
FAM96B	-0.2605
MGC13057	-2.07925
BSN	-0.80575
CAND1	-0.168333333333333
HCST	2.68875
ACTR10	0.233
OR8D4	0.925
NASP	-1.3986
COL9A2	0.510666666666667
LYZL1	-1.033
GPC5	-3.09766666666667
TBL3	0.124
CENTD2	1.329
OR5AP2	-0.98775
TLR1	2.9885
LMO6	0.1105
ZIC2	-1.767875
CPNE5	1.77
ZMYND15	1.62325
FLJ22374	-0.68525
CCDC106	0.425
PARP16	-0.36625
PDIA3	0.55675
C14orf126	0.11825
CECR2	-1.0465
SFRS1	-0.143071428571429
FIGLA	-0.179
DCP1A	-0.719
MGC45800	-1.44533333333333
TEKT1	2.5178
C10orf67	-1.274
CLN5	0.698625
NTN2L	-0.1835
GLE1L	0.481
CES2	-0.396
GNAS	0.336055555555556
DDX53	3.55
TSPAN13	1.272
MRPL52	-1.7445
SPIRE2	-0.378
TAS2R39	0.2535
SCUBE3	0.07625
UCRC	-0.0044
CDKL3	-0.5665
KIAA1715	-0.5362
ZNF345	0.394
RTF1	0.137125
DHRS7	0.85975
RIPK4	-1.31083333333333
EXOSC2	-1.58583333333333
MS4A2	4.84575
FGF17	0.36625
WDR59	-0.394125
EVI2A	1.3585
IL17RC	1.158
HS3ST1	2.41
ITGB1BP2	-1.6225
RBPJ	-0.675
GIMAP1	3.973
INE1	-1.20816666666667
ALDH18A1	-0.55675
TPI1	-1.842625
GATA6	1.03825
CABP1	0.373833333333333
ZNF484	0.20825
DAPK3	1.456
GJB1	-2.7135
PIN1	0.161625
SLC6A15	-4.42875
CNO	-0.56825
RIN2	2.729875
FRRS1	-0.928
CYorf15B	-4.30614285714286
DMRT3	1.597
ATAD1	-0.00387499999999999
OTUD4	-0.00611111111111112
ATOH8	-1.3925
ZSCAN16	1.378375
ASCC1	0.2045
OTUD3	-0.611
MGC33212	-0.2855
YME1L1	-0.007375
RP11-218C14.6	0.87
PCBP4	0.0285
TNFRSF10A	1.08275
CDH10	-4.90766666666667
KL	5.69842857142857
SCP2	0.47725
C9orf119	-0.469375
SON	-0.22725
MAFK	0.2785
SBNO2	0.893
SLC6A6	0.140416666666667
SC4MOL	-0.614125
FAM35B	0.15325
PPP1R9A	0.551125
PDZRN3	0.548375
CXorf20	-2.182
C6orf126	1.2775
AVEN	0.2345
FLJ21075	-2.6775
C14orf132	-0.153625
PCK2	-0.68325
GUCY2C	-0.7655
BARX2	-0.86725
PEX11G	1.759
DAO	-1.33716666666667
C10orf49	-0.870333333333333
EDNRA	2.66616666666667
PPP2R5A	0.8951
DDX39	-0.405166666666667
SERF1A	-0.5415
ASCIZ	-0.12
FNDC8	-0.60225
PTMS	0.0895
PHF7	0.25775
PIP4K2B	-0.0141875
HHLA2	0.88125
BDH2	0.6544
APOBEC2	-1.45675
PENK	1.955
SMAD9	-0.8475
MT3	-1.31775
RGL1	0.67425
ATG10	-1.269375
DLGAP4	-0.0683333333333334
APPBP2	-0.538571428571429
BACE2	0.334785714285714
LOC339344	0.905833333333333
ZNF395	0.20375
HIST1H2BL	0.269
ZNF467	0.881625
SLC25A21	-2.68225
PALM2	-0.182
NSUN5C	-0.34025
IL5	0.2016
CLSTN2	2.47175
ANXA8L2	0.73025
PTGES	0.119375
GDAP1L1	-2.45633333333333
OPRK1	-2.00716666666667
WDR20	0.0529166666666667
C12orf4	0.366125
NUP88	-0.92475
XRCC6BP1	-1.28783333333333
FCGBP	0.561714285714286
LEMD2	0.20025
NOMO1	0.308
C10orf79	2.81775
ZNF79	0.5593
OCRL	0.7712
HSPA8	-0.277625
DIDO1	0.137583333333333
PLA2R1	2.2075
COG3	0.5825
NGDN	-0.8275
CBFA2T2	0.1195
PNOC	1.7785
PRRG1	-0.2745
AGGF1	-1.337
DPF2	-0.549
YIPF7	0.382
TRPV5	0.235333333333333
ZNF322B	0.1715
MED12	0.744
CARS	0.311166666666667
ABCC11	4.13883333333333
C9orf25	-0.031
MYH1	1.006
FRYL	-1.15433333333333
AGTRAP	0.30975
MMP27	2.635
ZNF432	0.312375
OR8D1	-0.657
OR13D1	-0.318333333333333
VWA1	1.96425
STON1	-0.106
IL5RA	-0.16525
PERP	-0.1718
C10orf107	-0.5715
TNFSF12	2.349
FN1	2.20166666666667
MTR	-0.437333333333333
PHLPPL	-0.7445
ZNF425	0.53575
DHFR	-2.33066666666667
PPP1R12A	-0.367125
RSPO2	-2.069375
ZNF7	0.34325
ZNF583	1.5455
TPMT	-0.0823333333333333
GPR132	2.280875
OR2T12	-1.7905
SERTAD2	-0.7542
ATP1A1	-0.2526
FRMPD3	0.187
ZNF672	0.2265
PLXNB3	0.115
EML5	-0.554
FAIM3	1.716
UBQLN2	0.4865
SORCS2	1.39675
PRIM2	-0.432
ACVR2A	1.22316666666667
YWHAZ	0.556666666666667
PGM2L1	1.113
GNAO1	-0.0284285714285714
RPL10	0.1259
RPS6KA6	-1.5305
PFKL	0.509666666666667
SH3D19	0.38125
AURKB	-1.31533333333333
ZC3H6	-0.340375
DISC1	0.225333333333333
FLJ39660	-2.025
TMEM25	2.34125
OSBPL10	-0.295875
CLTCL1	-0.4775
ALG6	-0.78875
CATSPER4	1.0415
LRTM1	-0.576
RRAD	1.4825
TIPIN	-2.02275
CARD14	1.619375
RBM9	-0.489166666666667
RASSF4	1.7345
SLC25A18	-0.208
C6orf58	-1.36216666666667
IGHD	0.64
PLA2G6	-0.0545
TPT1	1.108875
SEC63	0.7037
CCDC113	-0.1819
TDRD10	0.34975
KIAA1666	-0.267625
TOR1AIP1	0.543833333333333
SYTL4	-0.578
SPRR2F	-0.9965
CEBPD	2.58625
SNTG2	-1.90225
C20orf77	0.241666666666667
TAS2R49	null
C6orf173	-1.37066666666667
SVEP1	0.453
PXN	-0.210357142857143
VIL2	0.82125
C5orf21	-0.62325
DIXDC1	0.447625
GANAB	0.0968333333333334
PDSS1	-1.24325
NGFR	0.557125
ATP8B4	2.19825
BMP8A	0.1645
CCDC132	-0.338416666666667
GNRH1	-0.69025
OR10T2	-0.540666666666667
PDGFD	2.45116666666667
OR6W1P	0.281
HARS	0.165916666666667
KRT77	-1.1485
AQP8	0.02275
ITGB1	0.935
ZNF254	-0.8357
PAX1	-0.365
PSMC4	0.3022
ANKRD22	5.385
PSMD8	-0.0951666666666667
HTR1E	-1.50133333333333
SOX10	-2.6161
OR5B2	-1.141
RABGEF1	-0.665285714285714
MAP1LC3B	-0.55125
CYB5R4	0.589
AGXT2L1	-3.563
FLJ41603	0.231833333333333
TRAPPC2	0.710666666666667
FNTB	0.0706
FLJ14107	0.0583333333333333
AURKAIP1	-0.21575
DSE	2.68675
NFKBIZ	-0.491833333333333
OSBPL3	-0.503666666666667
LOC130576	2.8035
SLC39A9	-0.041
LOC137886	0.0668333333333334
RHCE	-3.3445
ATG7	0.887666666666667
FAM82A	0.7645
FBN3	0.2635
MCFD2	-1.48733333333333
CASP14	-0.582
EPS15	0.454166666666667
SFRS2B	0.922083333333333
C19orf47	0.639
PLAC9	0.989
GPR23	-0.803
BTNL3	0.592
RGS8	0.9535
GNS	0.962
ENO2	-1.03833333333333
CBX1	-1.4596
PEX26	-0.2535
LRP5	0.541833333333333
ADAMTSL4	-1.35266666666667
ARR3	-0.838333333333333
MAP1A	0.5775
CD2	5.46025
NAV2	-1.2480625
TMEM69	-0.4885
ATXN7	-1.12333333333333
CHN2	-0.409
ZNF781	-0.753666666666667
HAS2	-3.26933333333333
KIAA0241	-0.557666666666667
BIC	3.28725
MOBKL2A	0.23425
CYP2C9	-0.1875
CNOT7	-0.0371428571428571
SFRS10	-0.5895
CST11	0.907
FLJ37543	0.1155
NKAP	-0.61425
RUNX1T1	3.2925
EAF1	0.1039
IL4I1	3.7935
LRRC61	-0.2715
PSIP1	-1.99133333333333
SPRR4	1.414
ZFP90	-0.481166666666667
AP2B1	-0.106307692307692
SLC30A7	0.30025
C7orf28A	-0.0863333333333333
S100B	-2.24816666666667
BMP2	-3.1395
ESR1	1.29725
ZFPL1	0.5405
ARHGAP12	0.203
LRRC19	-0.1106
ZNF767	0.342666666666667
NACA	0.2401
OLIG1	-2.73625
PRF1	3.1565
LST1	3.06166666666667
SPATA9	-1.12166666666667
CNFN	0.559
CDK4	-0.8229
TCF15	-1.08733333333333
PARC	0.346
PPM2C	1.28175
LOC283345	-0.7285
FAM107B	0.49275
DMXL1	-0.456125
RBM3	0.827625
HTR5A	-2.9342
SCFD1	-0.574666666666667
EPHB3	2.561625
ROPN1L	1.7845
RAMP3	1.22575
TSPYL5	0.575818181818182
GAP43	-1.4545
PAPD4	-0.65175
PDE3A	-2.74675
TNFRSF10C	0.32025
JMJD5	0.828666666666667
RASGEF1A	1.3404
C16orf65	0.103
HIPK3	-0.513666666666667
XYLT2	-0.23375
XPOT	-0.951166666666667
GAL3ST1	-2.8915
DHCR7	-0.848
AMIGO3	-0.321
FGFR4	-1.48583333333333
CRAT	0.885625
PPP1R14D	-0.2395
TRIM14	1.0095
TMPRSS11D	-0.3665
SLC7A11	-2.95961538461538
OR10H2	0.7095
PPM1E	-0.2274
DOCK4	0.698125
FAM127A	-0.048
ENOPH1	-0.79125
SLC5A3	-0.2833
ZNF530	0.4053
NTS	-7.13025
FRMD4A	0.22175
BCL11B	-1.5335
PRM1	-0.85675
UQCC	0.0045
S100A16	1.121
PLS3	-0.5525
WWOX	-0.299214285714286
CCDC23	0.52575
GTSE1	-1.34333333333333
GP2	4.358
FLJ32549	-0.20425
CHIT1	4.39275
KLF9	0.06
RPS24	0.4087
MIA	-3.53025
FIGN	-3.29275
PYROXD1	-0.160375
PCSK2	-0.687
MRPL9	-0.287
RPL24	-0.696625
C12orf32	-0.4615
HIST1H2BE	0.006
RGS18	4.68125
LFNG	0.496625
RAB4B	1.3518
FBXO25	0.582
TSPAN31	1.465
ARL8A	1.09328571428571
C10orf83	-1.1456
OR51B6	-1.0275
CNKSR2	0.76
C1orf156	0.8485
IBSP	3.5395
GFRA2	0.2987
ALKBH7	0.4113
NEK10	0.271
VN1R3	1.1854
LOC91948	-1.205
CPZ	2.21325
IHPK3	0.1306
COL8A1	0.7565
RBPJL	-0.4315
OR10A4	-0.077
CASP8AP2	-1.296875
MMP12	1.46166666666667
OR8B12	-0.941
CDCA5	-1.6115
LIX1L	-1.08525
PEX11B	1.38725
GABRA1	0.253833333333333
HABP2	0.821
REEP1	0.114166666666667
FBXO15	0.02325
CD68	2.6855
WFDC9	0.1285
GHDC	-0.109166666666667
SMARCA1	0.01575
SPAST	-0.033
PLXND1	1.47675
MLCK	-0.891
INTS5	0.8645
BSG	-0.743642857142857
PARP8	-0.0711666666666667
TEAD4	-0.1535
ZNF498	-0.70325
TMEM89	-0.903666666666667
DTX4	1.45275
TNRC6B	-0.0611875
ARMC2	-0.183375
FGFBP1	-4.0765
TIMM8A	-0.989833333333333
AJAP1	-2.0671
ZNF608	-0.64
SLC25A42	-0.4425
SYP	0.969
MMP11	3.68416666666667
USP40	0.8123
C3orf62	-0.350666666666667
MYO1E	0.1167
LRFN4	-0.16475
XCL1	2.6255
GPR155	0.797875
VPS29	-0.183375
CARHSP1	-0.604
ARHGAP20	0.476166666666667
GREM2	-0.142928571428571
CCDC102B	2.19425
ZNF577	0.604666666666667
HDDC2	0.484875
SHC2	-0.2359
NCOA5	1.05083333333333
INPPL1	0.028
CHGB	-3.06011111111111
IHH	-0.178
DDEF2	-1.847
DIAPH3	-2.70152380952381
BUB3	-0.268416666666667
GGH	-1.06033333333333
VPS35	-0.14
CNN2	0.88925
ASNA1	0.2515
WDTC1	1.077
AMAC1	-0.237
HAS3	-1.56666666666667
SLC1A6	-1.48
ZNF563	-1.7155
C1S	4.66725
TCF7L1	0.01925
OR10Z1	1.1445
ME2	-0.1683
C6orf151	-1.615
KPNA4	-0.5296
GLO1	0.042125
WDR61	-0.658333333333333
CD302	1.44775
SIRT7	1.29116666666667
C11orf59	1.01575
PKIG	0.98425
PPIL3	-1.031
CCDC74B	1.181125
ZNF528	0.82375
EFNA5	-1.0785
FCGRT	1.68225
NOL4	1.0795
CCS	0.4045
LOC374491	0.075
MFSD7	3.368
ZNF555	0.413
LIMS3	-0.50425
TSSC4	-0.00533333333333335
COL11A2	-1.282
C1orf119	0.679166666666667
BPNT1	0.118
CHRNA6	1.506
C1orf173	0.0532222222222222
PLD2	1.577
ORC1L	-3.37425
SASH1	1.442625
CDC14B	-1.34171428571429
RLBP1L1	1.79175
LDLRAP1	0.5873
NAT8B	0.532666666666667
HHEX	-3.103
LGALS7	0.7055
PLCH1	0.130714285714286
OR1M1	0.0875
PRAMEF16	-0.300666666666667
HECTD1	-0.945
C14orf39	-0.9895
TLN2	-0.0574
HDAC4	-1.91921428571429
SYCP2L	-3.172
GLRA1	-0.057
RPS6	-0.0845
hCG_1757335	0.27
KLHL1	-2.3785
CTNNBIP1	-0.128333333333333
SCAND2	0.3561
HMGN2	-0.5725
YAF2	-0.261
BRPF1	0.444
LIAS	-0.9355
CTA-246H3.1	3.076
SAG	1.67125
C20orf10	-0.80675
HNRNPA2B1	-0.172833333333333
GADD45A	-1.006
MSH4	-1.73
TMEM70	-0.12925
HIST1H2AM	0.19925
C19orf26	-0.219666666666667
C1orf50	-0.1675
GNG3	-1.40325
FTO	-0.651
CALCB	-1.6305
PPP3R1	0.248
C15orf42	-2.35925
CCNJ	-0.76375
GNAZ	-0.0604
PSD	0.614
FAM57A	-0.53575
STIM2	0.820333333333333
DHX8	-0.6705
MOGAT3	-0.4825
UBE3B	0.654
PLAT	0.1425
C6orf206	1.238
COPE	-0.3304
EIF3A	-0.191125
C1QL2	0.517
IQCE	0.483583333333333
KIAA0182	-0.593916666666667
SLC22A7	-0.299555555555556
PPFIA2	0.02
ADAMTS15	-0.6735
ODZ1	-1.4105
THBS4	3.52233333333333
ARHGAP1	1.23175
B4GALNT3	-0.1894
FCHO1	-0.6365
LOC440456	0.32325
HOXD10	0.773666666666667
CXCR3	3.15883333333333
CHI3L2	0.490125
SRPX2	2.1235
ZNF132	0.85
UBAC2	1.20066666666667
RPL32P3	0.822
CBWD6	0.508
ST6GALNAC4	0.501
KIAA0391	-0.0543333333333333
LOC388969	1.5545
KRTAP5-8	0.342833333333333
ZNF786	0.01425
LYVE1	3.12966666666667
GPR144	-0.25025
APOH	-6.552875
TSC22D2	0.920666666666667
PLCD1	-0.15625
FLG2	1.108
M-RIP	0.4359
NDUFV1	-0.0005
POLDIP2	1.01266666666667
RAB3GAP2	0.534666666666667
RPSAP15	0.45525
CLEC7A	3.013875
HSPA14	-0.82925
TAAR5	0.2195
FAM132A	-1.026
C2orf43	-0.42725
OR10V1	0.158
SELPLG	1.773
C1QTNF6	0.807666666666667
OPCML	0.644666666666667
DTYMK	-0.9745
ALDH16A1	0.154375
F13B	-1.7175
MGC16169	0.89825
KIRREL2	-1.76233333333333
C14orf32	-1.1635
SLAIN2	0.2583
HSD3B2	0.098
AMMECR1L	0.5226
LRRC37B	-0.6885
HMG20A	-0.1815
C22orf27	0.1343
FBXL22	1.3765
AP1B1	1.58933333333333
TNKS1BP1	1.57875
CD74	4.93325
HSPA12B	2.2125
PLSCR1	1.9915
SLC35E1	0.138833333333333
FEZ1	-0.555
APOD	2.9495
C16orf44	-0.33375
C1orf166	1.014
KCTD11	0.9895
NELF	0.0875
SRP54	-0.4955
MGC35361	0.00974999999999999
GPR35	-0.367
NRGN	-0.769
SIGLEC12	1.99175
SCN1B	0.11775
IFNW1	0.246
STAR	-3.904
HLA-DQA2	4.64633333333333
RNASEH2B	-0.67525
TAAR2	0.2155
VAMP5	1.37033333333333
TUBA1C	-0.533642857142857
PIK3R2	0.171375
ARD1A	-0.210666666666667
EBF2	-0.109
CAMSAP1L1	0.655
CYP3A43	0.17925
AKR1B1	-0.49475
KIAA1729	0.174375
KAL1	0.7977
CYBB	2.9825
UXS1	0.298
LOC338579	0
C11orf45	1.08125
SHB	0.434
IKZF4	0.586428571428572
NDUFA1	-0.800875
HSPE1	-0.976
C1orf215	0.2175
GPR113	-0.2585
ZNF573	0.50375
TBX18	1.2135
GGTA1	6.89375
PCDHGA8	-6.189
RPS6KL1	-0.509625
DPP9	0.751625
SLC43A2	1.337625
COPS3	-1.30375
PMPCB	-0.820666666666667
HYLS1	0.4095
LSM8	-1.41683333333333
PDE6B	1.805625
C10orf118	0.8023
OR1C1	0.4315
ZNF415	0.8775
OR2F1	0.173666666666667
ZDHHC13	0.58175
FZD8	-1.701
TCEA1	-0.8201
SUSD4	1.89325
C22orf24	-0.106
TNFRSF14	0.4825
TRIM28	0.236
FGF5	-3.28283333333333
CSPG5	-0.902666666666667
RNF133	2.668
FKBP15	0.86025
BZW2	-0.1815
NSMCE1	0.646
PTPRN	-0.54075
TST	-0.990875
POP1	-0.948
RNF24	-1.07566666666667
SFRS4	-1.346
REPS1	-0.29875
CD70	-0.9925
PDXDC1	-0.04875
SRC	1.254
NTNG1	-2.3945
SETD1B	0.4305
TINP1	-0.9354
ZNF606	0.722833333333333
SSR1	-0.543125
RGNEF	0.386333333333333
NFS1	-0.704
CENTB5	-0.485416666666667
CRMP1	-0.919333333333333
ADAM18	0.0367500000000001
CCDC87	1.9275
LRRC8B	0.15925
CSNK1G1	-0.0899166666666667
MAFB	3.38966666666667
C12orf45	-0.52825
C1orf54	2.91775
DPEP1	1.99266666666667
FLJ13137	0.2095
C14orf118	0.446333333333333
ANKRD19	0.67775
ABCA9	2.44928571428571
TMEM87A	0.238
BBS5	0.7937
CYP17A1	-0.47425
SCG3	-3.479
ESCO2	-1.75175
GFER	-0.7305
NRIP2	-0.171833333333333
DDX59	0.649
RIC8B	0.0225
TNNI1	0.666
KTELC1	0.325333333333333
GPR85	0.517166666666667
SP3	0.124375
GOSR2	0.133
DDX1	-0.615
DSCR9	-1.3395
KIAA1984	-1.209
FLRT3	-1.0285
RNPS1	-0.702071428571429
ZNF772	0.3945
SLC25A10	0.479833333333333
