Hybridization REF	TCGA-AR-A1AX-01A-11R-A12P-07
REEP6	-0.363
ATP5G2	0.13325
ERG	1.217
TMEM42	-0.0995
PARN	0.370833333333333
SOD2	0.5825
DIRAS1	-0.9135
PNPT1	-1.293
JOSD3	-0.885
hCG_40738	-1.415
PDE1C	-1.799
SEMA4D	1.081625
AGPAT1	-0.708666666666667
NOSTRIN	1.31525
MAP3K3	-0.487
MAX	0.594071428571429
CAPS	0.902833333333333
SERPINA12	1.4445
OSBPL8	-0.25025
RICS	0.5526
NR4A2	0.023
PPCS	1.2035
LONP1	-1.71475
SCYL3	1.02075
HERC2P2	-0.805833333333333
FIBCD1	-0.4235
C15orf41	-0.28025
DMC1	-1.04266666666667
C20orf27	-1.46875
RPS6KA5	-0.0999
FAHD1	-0.350333333333333
SLC12A4	-0.39675
BRCA1	-2.18466666666667
GBL	0.00625
SLK	-0.0393333333333333
NUDT9P1	-0.371
NOXO1	0.9105
USP52	-1.1305
BAZ1B	-0.49675
SLCO2B1	3.23025
BBS12	1.01433333333333
LRGUK	-0.556
TERF2IP	0.24175
COL1A1	4.8465
KIAA0090	-0.120375
GRK5	0.389
AP1S2	0.7638
TMEM52	-0.627
CA11	-0.649375
OR4A15	0.293166666666667
ACBD3	0.8279
SPAG11B	0.013
PRDM2	0.9651
FOXP3	0.47675
SMYD3	-0.133
LOC389199	0.3565
LGI2	1.824
NAPE-PLD	-0.424222222222222
ANKRD6	0.339
WDR45	0.122333333333333
SHROOM1	1.76225
PSCD3	-0.721
PYY	0.6455
KCNC1	-0.544
ARHGEF9	-0.0887
OR8J1	-0.5285
GPR55	0.113666666666667
NS3BP	-1.0365
C10orf22	-0.1995
NAT8L	-0.77925
DUSP4	-0.0598333333333333
FOXM1	-2.09183333333333
GRAMD2	2.3919
ZBTB48	-0.156833333333333
BUD31	-0.0955
PABPC5	0.336
CCDC41	-1.05075
FBXO11	-0.13825
C6orf148	-1.22975
RFXAP	-1.42525
C6orf15	0.1226
CDK8	-0.625
C6orf70	0.394
TESSP2	-0.282
ALG2	0.14825
PPP1R3D	0.6285
TPM3	0.685444444444444
SYT13	1.257
EPB42	-1.39016666666667
CETN3	-0.37525
PRY	-1.3395
NTHL1	0.393333333333333
POLR2B	0.513
RPS28	0.310666666666667
P2RX3	-0.1735
LYZL4	0.6985
WBP4	0.0103
PMM1	-0.26
C11orf79	0.3355
CBLL1	-1.03775
IL1F10	0.111333333333333
VAX2	0.14
SETDB1	0.04
LRAP	0.747166666666667
GCLM	0.0532
CPEB3	1.5875
PPM1A	0.38325
INTS1	-0.5515
CAMTA1	0.26375
SAMSN1	0.62975
LOC158830	0.254666666666667
GMPPA	-0.807125
AIPL1	0.56075
IL24	0.945818181818182
BDKRB1	-1.37333333333333
MLF1	0.6807
TAF12	0.293
ID1	-2.080125
THADA	-0.671125
PIK3CB	-0.6055
OR4N5	1.0535
TBC1D17	-0.7135
COX8A	-0.35625
CDCA4	-0.8525
C2orf44	-1.21175
ZNF534	-0.27725
IMMP1L	0.6115
NIPSNAP3B	0.5605
FTMT	0.591714285714286
PWP2	-0.480833333333333
MMP15	-1.3821
DNAH11	-0.9065
MTMR14	-0.78525
DNAL4	1.00225
IPP	-0.9245
TMEM59	1.010125
C1orf157	-0.243
RGS4	-0.0275
DDX18	-0.6835
SNX6	-0.21675
ZNHIT2	0.227833333333333
NCDN	0.291
FLJ33534	1.33125
RAG1	-2.20466666666667
OR4D10	0.486
PTPN5	-0.7005
POMT1	-0.465875
LRRC8A	-0.6134
CYP1A1	-1.6815
CAPN1	-0.194833333333333
DDHD2	-0.224625
GRIK2	0.491
GNRHR	-0.641
PPBP	0.79175
HTR3A	-0.7155
SLITRK4	0.37725
ANKRD49	0.43425
BTF3	-0.2764
SARS	-0.92225
C13orf18	1.6215
CACNB1	0.0921428571428572
QKI	0.267909090909091
SETMAR	0.28875
MAN2B1	1.20233333333333
EML3	-0.5495
ACADL	-0.5104
OFD1	0.323
DEFB114	1.257
CGA	1.3498
PEX16	0.431166666666667
LRRC10	-0.184
GNG12	0.5575
C1orf152	-0.310666666666667
CHRM1	-0.2225
CD53	2.433125
DBH	-0.91275
TFAP2B	5.2655
HIST1H2BJ	-0.1215
FAM46D	0.898
TMEM11	-0.75775
C3orf32	-1.08475
PCCB	-0.450375
IPO13	0.43825
C6orf105	-1.73625
COMMD5	0.847
SUV420H1	-0.4815
LTBR	0.11375
ARHGAP15	1.632125
HDHD2	0.288
TDRKH	0.598833333333333
LOC401052	-0.9225
PSG4	-0.7055
GNB4	0.7743
SPATA4	1.55025
SLC9A3	0.504
OSBP	0.401166666666667
NBPF3	-1.03691666666667
DOCK11	0.331
SLC39A5	-1.66233333333333
PRR5	0.6694
C10orf63	-0.102857142857143
SMTNL2	-0.54975
ADRA1A	0.50025
ASAH1	1.6368
DOM3Z	-0.1821
GIPR	0.420833333333333
AHI1	-0.52475
NADSYN1	-1.01216666666667
RGS14	0.3746
IL18BP	2.2206
RTN4RL1	1.32225
ARMC6	-0.25025
PSMD5	-0.1025
HK3	0.6664
OR4S1	-0.13625
RSU1	0.8031
MAD2L1	-1.17577777777778
EIF4A3	-0.57175
DLEC1	-0.6985
E4F1	0.982666666666667
CHMP2B	0.7488
CAMSAP1	-1.05625
RPS21	-0.842833333333333
ARID5A	0.6155
UBE2N	0.2645
IGSF8	0.472
MAGEB6	-0.7165
ACAD11	-1.1798
MGC4172	-0.154
LMO4	1.8795
KLKB1	-1.316
HP	-1.758
HDAC3	0.10475
SCHIP1	0.78725
CLCA1	-0.4605
OLFML2A	0.0766250000000001
C1orf112	-0.90875
KIF19	1.9505
HAPLN4	0.106444444444444
CXCR7	-0.994
GOT2	-1.0899
RAB38	-0.322875
DCX	1.07725
PPM1H	0.900916666666667
NFYC	0.39925
KIN	0.135
ZNF228	0.84325
PLSCR4	2.13383333333333
HIG2	0.10875
FAM79B	2.3625
C21orf86	-0.7313
KCNK10	1.9135
ZNF738	0.095
FSTL5	-0.0690000000000001
OR6A2	1.8055
OTOA	1.71183333333333
EXOC1	0.191125
AHRR	-3.356875
PDAP1	-1.59616666666667
C19orf6	-0.801
ZAN	0.479
LY6G6E	-0.342
EIF4E2	-0.34325
C20orf198	-0.707
ZNF324	0.3195
CYP3A5	-2.72816666666667
ENTPD7	0.762833333333333
MBOAT5	-0.333666666666667
GJB5	1.02975
TTC13	-0.57925
S100Z	-1.35966666666667
KIAA0664	-0.541333333333333
PDGFRB	2.221
IL17D	-0.4505
OR56B4	0.5135
RDX	-0.664666666666667
SLC34A3	0.153
IL28B	0.2855
JUND	0.434
CHRNB1	-0.57025
CAMK2B	0.28375
FETUB	-1.95266666666667
CXorf23	0.599
MRTO4	-1.582125
TTC3	0.2984
NDUFB8	-0.588666666666667
EDG2	-0.62125
SEMA3G	1.17375
IL23A	-0.37825
GRHL1	1.4689
LOC441054	-1.833
WDR65	0.261857142857143
PSTK	-0.55275
STOML3	1.1915
R3HDM2	-0.226
C5	-2.7715
SLC2A10	0.304
C3orf22	0.1995
PAQR3	-2.44876923076923
ANKRD26	-0.692666666666667
HCRTR1	0.283
LOC399947	0.0755
PSD2	-0.68575
TIGD2	0.252333333333333
SCRN1	-0.8465
COQ10A	-0.9335
DDI2	-0.736
METTL7B	-1.3525
UCN2	0.59175
FAM92A3	-0.64675
WDR16	0.703
ZNF511	-0.54
ZMYM5	-0.47025
POLR3G	-2.9175
ZNF586	-0.33825
C1orf49	-0.162
TANK	0.983333333333333
RCAN1	0.802833333333333
PELI3	0.987166666666667
LIMD2	0.942166666666667
TMEM189	-1.878
NTN4	1.894125
LOC151300	2.229
CLEC2A	0.228
GPR135	-0.7965
DPYSL4	-2.2785
JAK2	0.7605
TSHZ1	-0.0618333333333333
TM9SF4	-1.025875
ZNF264	0.789666666666667
SIRPG	3.4435
BICD1	-0.93625
HERC6	3.05366666666667
METTL5	-0.2145
CASP1	2.9675
PRRT1	-0.837333333333333
PLA2G4C	3.29933333333333
ICA1L	-0.833642857142857
TPTE2	-0.6402
OTUD7A	0.933833333333333
AQP11	-1.816
APOA2	-4.8421
KALRN	-0.7646
SECTM1	1.57766666666667
IFNAR1	0.57925
TALDO1	-0.100875
RAB11FIP4	0.961
EIF5A	-2.304
FAM49A	2.65025
NEGR1	0.1304
YTHDC2	0.288375
EHD2	-0.7945
NCF1	3.2933
SCRT2	1.3275
HOXA5	-0.538833333333333
NUP133	0.035
FGF12	-2.01053333333333
SLMO2	-0.2855
SNTA1	-0.443875
CACNG2	-0.802142857142857
GCM1	-0.31575
ELF1	0.587333333333333
TLR5	2.66275
TCFL5	-1.13633333333333
RBMY2FP	0.3
LOC100125556	0.15575
FAM129B	-0.165125
MAP3K7IP1	-0.278125
NCK2	0.2255
OXA1L	-1.37375
FMO9P	1.019
ZSCAN12	-0.04375
PSMD12	-0.392583333333333
HSCB	0.1905
CLDN10	-2.83275
MGC13053	-0.4465
HPCAL4	-0.3412
ASZ1	0.566
MEX3D	-0.482083333333333
NFAT5	-0.987
CSPG4LYP1	-0.896333333333333
FBXO3	1.1122
DVL1	-0.729166666666667
CMKLR1	1.29466666666667
TYMS	-2.833875
PEF1	0.6925
ZNF750	1.18
MCM5	-0.2578
MEGF11	0.20925
KCNK7	0.011
PTP4A3	-0.0475
C1QTNF2	-1.92816666666667
OR6S1	0.0455
FAM122B	-1.72475
ZNF551	-1.24175
HBQ1	-2.096
GEMIN6	-0.532
ARSK	0.246
RBP7	2.17783333333333
CPNE9	0.19325
DSC1	0.6705
LOC730112	-0.43975
MAP2K4	0.298625
HS3ST5	-1.7615
EPB41L3	1.13225
TEKT2	-1.15075
CDKN2B	0.03275
ZNF480	-0.38325
MAP3K6	-0.4577
MAP6	1.42633333333333
HN1	0.1661
OR2L13	1.234
SLC16A11	-0.05425
FAM96A	0.51925
APOL1	1.552
C5orf32	-0.18275
RTP1	0.4195
RNF175	0.8315
ZBTB41	1.046
AHCTF1	-0.164
SAE2	0.1396
ITGA2	-0.218666666666667
MME	0.969
CCDC14	-1.28325
MAST4	0.640071428571429
KRT33B	0.323
KCTD2	-0.0603333333333333
WDR26	0.234583333333333
MFI2	-0.133375
NR4A3	0.386875
ARSA	0.78875
UNKL	0.0661666666666667
SULT6B1	-0.2115
CCNA2	-2.33083333333333
SOX15	0.2415
PPAPDC1B	0.414416666666667
C19orf44	0.3765
MCAT	0.956583333333333
ARID1B	0.077625
OR52N1	0.455
C12orf48	-1.49725
MAGI1	-0.101
NIPA2	0.53825
GBX2	-1.86933333333333
RSHL3	-0.00912499999999999
RAVER1	0.0005
C15orf17	0.449
SLC30A2	1.475
ZNF518	-0.68225
PCYT1B	-1.38475
C10orf114	-1.12
EIF3H	2.10383333333333
SLC25A39	-1.07966666666667
KIF1B	-0.67525
AMOTL2	-0.06725
C6orf120	0.608
PSRC1	-1.61975
PLA2G10	2.701
KIF5C	0.469285714285714
MRPL37	-0.525
C17orf62	0.8405
C9orf135	-1.24283333333333
DUSP10	1.6131
CLCNKB	-0.1435
PSMA5	0.019
C8orf53	1.0495
AMPD3	1.506
PIAS1	-0.062
ADCYAP1R1	0.019
GYLTL1B	0.44325
CDH20	0.0706
FBXO7	-0.14475
TMEM134	0.950833333333333
FLJ14213	0.894333333333333
ZNF3	-1.05625
LRRFIP1	1.0285
CNOT2	0.16775
ABI3	3.0535
ALDH5A1	-0.611416666666667
HNT	1.4766
SERPINA4	-3.7365
TK2	0.450916666666667
STMN1	-1.81044444444444
GUCA2A	0.253
GALNT10	0.669928571428571
DPP6	-0.72378947368421
C9orf93	-0.74025
PRELID2	-1.169
STK39	0.067875
SFTPA1	-1.5545
CKS2	-1.00566666666667
RHO	-0.168142857142857
C20orf135	-0.49925
XKR3	-2.305
CR1	0.8595
RPS6KA2	0.0862142857142857
C20orf112	0.08925
MRPL22	0.22725
C4orf23	-0.170833333333333
GADD45B	0.78775
KLHDC1	1.07283333333333
C2orf48	-1.4355
ZNF287	0.0515
DAAM2	-0.541
DPPA2	-3.1035
TCTN3	-0.143666666666667
DNAJB11	0.087125
FPR1	3.638
DEFB4	-0.2945
PTCD2	-0.4378
SMOC2	5.30066666666667
CABP7	2.445
SERPINB11	0.55275
MAGEF1	-0.3065
NDE1	0.0428333333333333
ITGA10	-1.024
FSHB	-0.826
ANXA2	1.089875
HORMAD2	0.31
HLCS	0.24675
MCF2L	1.05825
FH	0.520875
TBC1D24	0.8135
KIAA1505	1.2225
LGALS2	2.37825
CNBD1	-0.921
SYNPO2L	-0.497
PTPN23	-0.19
C1orf183	-0.970833333333333
MAGEA8	-2.09033333333333
DGCR8	-1.376625
GSR	-1.01725
PAQR7	-0.1515
ZNF676	-0.24975
CACNA1C	-0.0143
SP7	0.9325
PDCD6	-0.00025
NRN1L	-1.126
BRI3BP	-1.0165
KIAA1183	0.36
ASB4	0.2695
CCL23	2.2905
OBSL1	-0.402875
SLC12A7	0.5165
KIAA0240	1.092125
CD1B	-2.21883333333333
FCGR2A	1.61525
MDC1	-1.1505
HTR1A	0.0258333333333333
OCEL1	0.0995
ATP11B	-0.545533333333333
FBXO34	-0.301166666666667
PCDH12	3.01216666666667
RPE	-0.1625
C17orf74	0.4255
CSDC2	0.4355
PET112L	0.26525
TMBIM1	0.00575000000000001
P2RXL1	-0.47275
TCHP	-0.9935
TRMT1	-1.04483333333333
F2RL2	1.54854545454545
LRRC32	2.62816666666667
IMPG2	-0.958
BGLAP	-0.5495
LOC493869	-1.22208333333333
MRAS	1.220625
SLC35F5	0.427
CBWD1	1.3865
AXL	-1.147625
ATP2C2	0.49425
TELO2	0.015
PNPLA3	-1.8635
PCDHB14	0.60975
CD276	-0.04875
KRT80	-1.725625
DUSP28	-0.5655
CSNK1E	-0.953583333333333
SRP14	1.7345
KCNQ4	-0.4445
KRT72	0.721
CCDC117	0.2035
C6orf89	-0.258944444444445
TUBB2B	-3.0965
RTN4IP1	-0.14225
CR1L	-2.53416666666667
CEND1	0.604375
C12orf41	0.180833333333333
RNF31	-0.568
UBN1	-0.182166666666667
C17orf32	0.9735
SLC5A7	1.9485
GPR92	1.49466666666667
ESAM	2.2821
CTNNA1	0.992583333333333
HRBL	0.2007
CBX4	-0.31325
TMEM182	0.166
SH3TC2	-1.22916666666667
IL10	1.13566666666667
PXMP4	1.5135
RNF167	-0.6779
PAK7	2.1475
ETV3	-0.3455
ATPIF1	0.502666666666667
LOC554207	-1.755
OR8H1	-0.38675
WDFY3	0.543125
DPM1	-0.056
GPSM1	-0.5235
WDR92	-0.0784
LRP1	0.128333333333333
ANKH	-1.598375
THUMPD3	-1.117
POLR1B	-0.61
OLFM4	5.28833333333333
RAD9B	-0.01125
TSPY2	-3.025
PAX6	-1.72483333333333
SCG2	-1.069125
SLC17A6	0.56725
FMO3	2.769875
PADI4	0.396285714285714
TUBB4	-0.8715
NLK	-0.80675
POU4F3	-0.5265
SDF4	-0.69675
ITGBL1	2.61016666666667
NETO1	-1.87671428571429
TAP2	0.909625
ABBA-1	-0.221166666666667
GNAI1	-0.78475
VPS4B	1.047
NOPE	0.4179
GALNT6	2.84233333333333
SESN1	0.640125
GBE1	-1.41444444444444
CLASP1	-0.8235
RASGEF1B	0.653285714285714
ACOT11	-0.175
AFAP1	0.1865
OR2H2	0.33625
DPY19L2P1	-1.49225
DZIP1	-1.97025
SEC22C	0.067
GPR161	-0.877583333333333
RNF146	0.91575
WDR74	-0.879375
GALP	-0.7675
PURA	0.52475
DNPEP	0.729166666666667
RP11-78J21.1	-0.51625
ERBB2	3.553125
FANCM	-1.09958333333333
NEO1	0.0568333333333333
DDX3Y	-4.76833333333333
RPS3A	0.459625
MXRA7	-0.768857142857143
LGALS3	-1.255
GLT8D1	-0.03025
CFL2	-1.69216666666667
UPB1	0.597
NAP1L5	-0.08675
CLDN14	-1.4955
DHX38	-0.9015
BTBD1	0.25975
TARS2	-0.342666666666667
ABCF1	-0.4739
FCF1	0.726333333333333
LRRC49	0.06875
GUCY1B2	-3.232
C1orf177	0.103833333333333
SMARCA4	-0.215785714285714
LRP8	-2.337
TAGLN3	-0.416
MRPL14	-0.32275
TTRAP	0.3055
ZDHHC20	0.27
NFE2L3	-1.307
KIAA1377	0.201
PALMD	1.3477
TMEM43	-0.6315
TTL	-1.673125
STAT5B	-1.0155
SSB	-0.159375
OR10H5	-0.101
SLC22A13	-0.548666666666667
AKAP3	0.038
TIMM23	0.695166666666667
OAS2	2.86058333333333
KIAA0423	-0.607
TRIM11	0.654833333333333
GLIS3	1.06342857142857
TMEM50B	1.609
ARHGEF4	-1.14885714285714
DEGS1	0.978363636363636
TBL1XR1	2.17826666666667
G6PD	-1.358
SP140	2.4722
MUC17	-0.0306923076923077
NUDC	0.0435
DNAJC5B	1.87716666666667
SCARA3	-0.8926
CPA3	8.31416666666667
BCAT2	-0.526875
MFN1	-0.2283
NRG3	-0.027
SNX11	1.1785
PLEKHH1	-1.12783333333333
GPR177	-1.066
HCFC2	0.56475
TCAP	0.874
MOCOS	-2.339
C14orf93	-0.7775
PRDM10	-0.293
SLC16A4	0.419916666666667
SRGAP1	-1.72683333333333
VIP	0.22525
DUSP27	0.427666666666667
LILRA1	1.3826
MC2R	0.515
MGC24103	-1.81025
MBTD1	-0.882
FUT11	-0.579333333333333
USP33	0.0308
C15orf39	-0.29775
MAP3K12	-0.08425
PAAF1	-0.232333333333333
BARHL1	0.1495
FLJ16165	0.204
PIWIL2	-3.48133333333333
SYNE1	0.826333333333333
CMTM4	0.18225
TSPYL1	0.9802
GUF1	-1.35483333333333
TMEM157	1.215
WDR44	0.2765
HIST1H3C	0.50675
DKFZp666G057	0.5575
RNPEP	-0.296
GAS2L2	0.187833333333333
ADH4	-5.16375
GRPR	6.36483333333333
FBXL17	1.04975
ZBTB10	-0.2871
Gcom1	1.33166666666667
HTRA1	1.9017
ZNF585A	-0.5175
SLC26A2	-0.690142857142857
OTOP3	0.5182
WISP1	2.91522222222222
ATP2B4	-0.569666666666667
FLJ10769	0.18775
CRAMP1L	-0.120125
CHST12	-0.37875
RAB22A	-0.07675
TARDBP	-0.169142857142857
STAU1	-0.88825
CRB3	1.08666666666667
MIG7	-1.20475
CHMP1A	-0.604333333333333
ZNF160	0.369125
B3GALT6	-0.361625
BARX1	-1.30833333333333
C6orf167	-1.823875
NXNL1	-0.23
DHX29	0.378125
HADHB	0.3145
PLXNB2	0.550625
ILDR1	-1.3265
SLC15A3	3.35375
GAS2	-2.99116666666667
C20orf69	-0.31
NUMB	-0.65175
TNIP1	-0.139375
MESP1	1.3605
PSKH1	-0.82425
NSFL1C	0.2445
RHOG	-0.02925
HEY1	-1.75716666666667
KNG1	-2.23428571428571
ITGAX	1.8142
LIN9	-0.206666666666667
CANT1	-0.00687500000000002
XRN1	0.305071428571429
CCDC96	1.4277
HEATR6	-1.76766666666667
GNG7	0.573333333333333
RUNX2	1.148
SOX1	-0.12
FCRL5	2.404
ZNF99	0.2525
FAM9A	0.401
SNX22	1.03816666666667
MBNL3	-1.24583333333333
ODC1	-1.586
ADORA2B	-3.25733333333333
NR2F6	0.7195
ZFYVE16	-0.287555555555556
SYNJ2BP	0.3797
POLE	-1.63925
E2F2	-0.77825
THRA	1.24866666666667
PTGES2	-1.01133333333333
HIP1R	0.3085
TMUB1	-0.9865
ENO3	-3.2545
RSPH10B	0.0735
CXorf39	0.26575
IRGC	-0.0825
GPR109B	-0.901
FLJ13305	-1.463
LCE3A	-0.0145
TNFRSF18	-0.09
DET1	0.2685
TRPM3	-0.0293333333333334
C16orf79	-0.9325
FECH	0.3175
RAP2A	-0.642333333333333
CRIP1	2.3695
AZIN1	0.786875
SLC7A7	3.6355
IL10RA	2.0095
TMEM64	-3.443
CDC42EP4	0.7884
C16orf58	-0.4012
ARG2	-3.2545
POU5F1P4	-5.627
FAM62B	-0.65575
DNAH8	-1.1505
ASH2L	-0.5965
TSLP	-1.3835
CNTNAP5	-0.233666666666667
TMEM16C	1.34675
IFNA14	-1.136
SLC1A3	1.093125
CABYR	1.57625
BCL7B	0.0812
NUDT13	-0.999333333333333
C13orf28	0.633333333333333
C1orf53	-1.08675
ARL6IP4	-0.3176
RPL35A	-0.10075
EMR3	0.77975
RAB40C	0.914416666666667
SLC41A1	-0.644166666666667
LRCH1	0.02375
LY6G5B	0.125
FAM124A	-0.176428571428571
MGC10981	-4.98483333333333
CLIP3	-0.0882
MAP4K2	0.4915
CHIC1	0.4015
SULF1	3.3065
C20orf30	0.0132142857142857
PRDM5	-1.58542857142857
ELOVL1	0.40375
C11orf48	-0.005875
SLC39A10	-0.795
KCNV1	0.09675
ACP1	-0.360166666666667
ZMYM2	-0.498375
B3GNT6	0.1605
C9orf69	-0.047
C2orf15	1.28525
C20orf166	-0.4785
HSP90AA6P	-0.465
EDG7	-1.0515
NEURL	1.74975
LPL	0.548166666666667
CLEC2D	0.915357142857143
GRRP1	2.46033333333333
CD8B	-1.6183
HIST1H3D	-0.750333333333333
SLC6A12	-0.0472857142857143
FAM27L	-0.031
CD84	2.8252
RASA1	-0.9975
PHKG1	-0.723
MAGEA11	-1.6195
IMPA1	0.333
NPM3	-2.042
RARRES1	7.0695
SH3BP1	0.108
B3GNTL1	-0.6545
ARPC5L	0.411833333333333
KLHL26	-0.1615
SIM2	-1.846
GJC1	0.465
C20orf194	-0.3675
EXO1	-2.7465
SLC2A2	-1.72916666666667
LOC285074	-1.01975
LRG1	0.4
KIRREL	0.1485
PIK3R1	1.71714285714286
C4orf34	1.60225
MAF	-0.771944444444445
ADCY4	4.41383333333333
ZMIZ2	0.6803
SLC46A3	1.1225
STAMBP	0.0256666666666667
CCDC16	0.48175
MS4A12	0.536
TCF20	0.67525
LRRC46	1.4425
C20orf152	0.83125
MRPS6	0.11925
ABCB11	-0.2125
KCNC2	0.731
CDH19	-1.91366666666667
C9orf123	0.392
SSH3	0.33375
LDLRAD1	-2.59633333333333
CCBE1	-2.00525
ZNF135	-0.13375
TAAR1	0.87
WFDC12	1.123
CCDC42	0.3515
FLJ12529	-0.9255
PER1	-1.38883333333333
TIMM50	-0.0815
SMARCAD1	-0.157
FAM26C	1.2985
TP53TG3	-0.605166666666667
SH3RF1	1.1784
LMCD1	3.0765
GPR63	-0.3925
FLJ21986	-2.185125
AIFM3	-0.334
MICAL1	0.293166666666667
BLZF1	0.798166666666667
IQCA	2.24866666666667
PCDHGC3	0.8405
SAC	-0.27625
BCL6B	2.2685
DDO	1.94075
MARCO	2.26175
DCHS1	0.450333333333333
C1orf170	0.337
CD200R1	2.30983333333333
C22orf15	-0.358
SEPT11	0.423333333333333
ADNP	-1.1095
UST	-0.00759999999999999
C13orf34	-1.09683333333333
RFFL	0.413428571428571
APBA3	-0.7605
C2orf60	-0.359375
CUTL1	-0.943
PMS1	-0.464
ZNF689	-0.33
EIF3E	0.413333333333333
IL9	0.9045
RPL31	0.361125
LY9	1.78366666666667
ATP2B3	0.12125
KDELR2	-0.062
TFCP2	0.109125
NLRP12	-0.33225
FLJ45422	-0.6555
TLE4	-0.4846
ZNF570	-0.239
FLJ43806	-0.129
TLK2	-1.023375
CIR	1.331
MARS2	-0.5535
COL24A1	0.63225
SDF2L1	-0.664
HIBADH	-0.135
IGFBP3	-2.47792857142857
C12orf23	1.157625
PSPC1	0.205
C20orf43	-0.31675
TRAV20	0.18
ARHGAP24	0.78
KIAA1975	1.914875
C1QA	4.2049
DNTT	-4.715
C10orf6	-0.384
C11orf41	-0.25375
HNRPF	0.847625
COL11A1	3.76733333333333
UBAP2	-0.903833333333333
CDKN2AIPNL	-1.2735
C20orf174	5.79675
SPRED2	0.15925
PLA2G12A	-0.059
ICEBERG	-1.5565
SCN10A	1.146
C11orf65	0.6435
GBP5	6.27825
PITPNC1	-1.01133333333333
POU3F3	0.8325
NCOA7	0.0805
LIN7C	0.4946
LOC348840	-1.7655
NKX2-2	-1.98725
ANKRD13D	0.07725
LOC123688	1.42525
FUT2	1.39566666666667
TAAR8	0.9395
FZD4	-0.270416666666667
PNMA3	-0.3945
OR4L1	0.2725
WIT1	-1.28625
EXOC3L	2.28525
ATPBD4	0.3716
KRBA1	-0.66875
UBXD6	-0.31525
HOXB7	-0.127785714285714
C7orf23	-0.371
UNQ338	0.342
STAB2	2.00325
CDC20B	0.82325
IRF9	2.13225
CENTG1	1.03416666666667
TNPO2	-0.933
MCPH1	-0.44775
BMS1P5	-0.95425
SLC26A7	0.223
HIST1H3J	0.53875
C9orf3	-0.1912
LBH	1.2665
MYO1D	0.11125
PTDSS2	-0.26875
NFU1	0.3345
DEPDC4	-0.75675
WNT7B	-1.00333333333333
GLP2R	0.2182
SETD4	-0.4656
DYNLT3	-0.1857
FKBP11	-0.602666666666667
SESTD1	-0.492333333333333
FLII	-0.123
RPS16	0.5686
CHPF	-0.157
CSNK2A1	-0.411166666666667
SUMO1P1	0.89425
FKBP6	-0.4415
ZNF214	-0.328166666666667
TWIST1	0.550166666666667
DDX56	-0.826
TRAM1L1	2.5244
EPO	-3.27466666666667
MRPS18B	0.056
ZNF682	0.346833333333333
RPL14	-0.177666666666667
MAFF	-1.7015
LOC51136	-0.01425
LY96	1.0215
DDX20	-0.48325
ABTB1	0.442833333333333
ARL5A	0.2128
CCT6A	-0.97075
HEPACAM	-1.51516666666667
EHHADH	-0.2045
RBAK	-0.792166666666667
CGB1	0.25025
ITGB5	-0.3888
YIPF3	-1.049
FKBP2	-0.5585
NR1D1	0.2466
TMEM110	0.144
NEK2	-0.395333333333333
PRAMEF8	-2.74675
C20orf52	-0.438
PCDHGA3	-0.844
VWA3B	0.906666666666667
NDUFA5	0.31475
THAP9	-0.4305
FLVCR2	0.255833333333333
AP1S1	-1.86075
SMAD6	-1.258
SAV1	0.26625
SAT1	1.441
ZNF251	1.36925
ADAMTS7	0.458555555555556
RPP38	0.04925
C1orf211	-0.177
YPEL2	0.73865
RBMS1	-0.10675
ZNF445	-0.2998
NRXN2	0.892833333333333
PGBD4	0.063375
UGT2B28	-3.11725
WBSCR16	-0.7783
NLRC3	1.53175
ASTL	0.20575
ST6GALNAC1	-2.50075
ZADH2	-1.03966666666667
MLLT4	0.17225
ARL6	0.6235
MEF2C	1.46175
CBFA2T3	-0.4595
AFF3	0.940642857142857
COG7	-0.332166666666667
MYB	-0.860166666666667
PLXNA3	0.193
XRCC2	-1.90433333333333
MMS19	-0.497
ST8SIA5	-1.8215
CHPT1	-0.195166666666667
KIAA1712	0.0818750000000001
OR6X1	-0.451
ACTR3	0.709625
UGCG	0.895166666666667
OR4P4	0.0005
ZAP70	-1.222
LPP	1.04875
ZNF485	0.04975
PTPRCAP	2.248
IL12RB1	0.57425
ATRX	0.3107
CHST8	-1.98585714285714
C14orf109	0.0705
ARV1	1.01125
NMB	-0.627
COX5A	-0.163666666666667
EIF6	-0.90025
MPPED2	-0.240333333333333
SEMG1	-1.9215
CHRDL1	-1.0155
TRAF3IP2	0.65725
WNK2	-0.379875
LILRA4	5.02766666666667
LAMA2	5.40275
PXT1	0.465
RLBP1	-2.57833333333333
CD300C	0.97675
SLTM	0.14525
FLJ10404	-0.3174375
APOBEC3D	-1.88366666666667
RENBP	0.565166666666667
ATXN7L1	0.031875
NID1	-0.625
TUBGCP3	-1.09175
ITIH5	0.763277777777778
CCDC110	2.594
C8A	-3.53925
MGC87042	0.134
HOXC13	0.2955
TFDP2	-0.96675
HCP5	2.459625
POLI	0.50425
UCN	-0.565666666666667
ZNF764	0.027
C8orf45	0.458
FHL3	-1.05725
SPATA5L1	-0.32475
MMRN2	3.65233333333333
NDST1	0.0398333333333333
COL20A1	-0.705
ZNF248	-0.354166666666667
PELP1	-1.08483333333333
MBL2	-2.745
RNF41	0.071125
C5orf24	-0.494125
THOC5	-0.645375
SERINC3	-0.00566666666666666
RP11-151A6.2	1.142
