Hybridization REF	TCGA-BH-A1ET-01A-11R-A137-07
TUBB4	-1.0272
NLK	-0.63675
POU4F3	-0.9255
SDF4	0.1975
ITGBL1	2.68833333333333
NETO1	-2.619
TAP2	0.171625
ABBA-1	-0.4605
GNAI1	0.05875
VPS4B	0.93575
NOPE	-0.1202
GALNT6	3.2805
SESN1	0.232875
GBE1	-2.09766666666667
CLASP1	-0.3865
RASGEF1B	0.692
ACOT11	-0.698714285714286
AFAP1	0.81275
OR2H2	0.075
DPY19L2P1	-1.69975
DZIP1	-2.26225
SEC22C	0.312833333333333
GPR161	-0.889166666666667
RNF146	0.667
WDR74	-1.238375
GALP	-0.467
PURA	1.0685
DNPEP	0.694833333333333
RP11-78J21.1	-0.46825
ERBB2	2.07125
FANCM	-0.574833333333333
NEO1	0.8125
DDX3Y	-4.3806
RPS3A	0.1975
MXRA7	-0.730928571428571
LGALS3	-0.402833333333333
GLT8D1	0.772
CFL2	-1.88216666666667
UPB1	-0.01125
NAP1L5	0.154125
CLDN14	-1.1525
DHX38	-1.1365
BTBD1	0.334
TARS2	-0.0558333333333333
ABCF1	-0.2687
FCF1	0.953833333333333
LRRC49	0.591
GUCY1B2	0.527
C1orf177	0.0975
SMARCA4	-0.636357142857143
LRP8	-4.30416666666667
TAGLN3	-1.14075
MRPL14	-0.106
TTRAP	0.07425
ZDHHC20	0.54125
NFE2L3	-3.04
KIAA1377	2.685625
PALMD	0.8063
TMEM43	-0.2875
TTL	-1.669
STAT5B	-0.670333333333333
SSB	-0.5245
OR10H5	0.1855
SLC22A13	-0.72425
AKAP3	1.0845
TIMM23	0.3865
OAS2	2.20225
KIAA0423	1.33375
TRIM11	0.07
GLIS3	1.007125
TMEM50B	1.60516666666667
ARHGEF4	-1.099625
DEGS1	-0.887909090909091
TBL1XR1	0.3556
G6PD	-1.697
SP140	0.4621
MUC17	0.233214285714286
NUDC	-0.1409
DNAJC5B	2.0175
SCARA3	-1.53683333333333
CPA3	6.48
BCAT2	0.316
MFN1	-0.196
NRG3	0.207
SNX11	0.57825
PLEKHH1	-0.317333333333333
GPR177	-0.6805
HCFC2	0.2375
TCAP	-1.21475
MOCOS	-2.56
C14orf93	-0.525
PRDM10	-0.0161666666666667
SLC16A4	-0.045
SRGAP1	-0.138333333333333
VIP	0.715
DUSP27	0.779333333333333
LILRA1	1.8185
MC2R	-0.058
MGC24103	-2.358
MBTD1	-2.4305
FUT11	-0.326
USP33	0.9785
C15orf39	-1.64875
MAP3K12	-0.083625
PAAF1	-0.247166666666667
BARHL1	0.0935
FLJ16165	-0.4925
PIWIL2	-3.0915
SYNE1	0.065
CMTM4	0.0205
TSPYL1	1.5146
GUF1	-0.470333333333333
TMEM157	1.8015
WDR44	0.3515
HIST1H3C	0.06025
DKFZp666G057	0.603
RNPEP	0.525
GAS2L2	-0.194166666666667
ADH4	-5.17175
GRPR	5.30983333333333
FBXL17	0.5255
ZBTB10	-0.37725
Gcom1	0.535555555555555
HTRA1	1.9221
ZNF585A	0.2315
SLC26A2	-0.135214285714286
OTOP3	0.362166666666667
WISP1	3.56833333333333
ATP2B4	-1.02158333333333
FLJ10769	1.094
CRAMP1L	-0.296875
CHST12	-2.07225
RAB22A	-0.0409166666666666
TARDBP	-0.201642857142857
STAU1	0.30725
CRB3	2.25783333333333
MIG7	-0.05375
CHMP1A	-0.443666666666667
ZNF160	0.32875
B3GALT6	-0.035625
BARX1	-2.45883333333333
C6orf167	-2.7923125
NXNL1	0.3315
DHX29	0.60425
HADHB	0.762
PLXNB2	0.4975
ILDR1	-1.349
SLC15A3	2.3095
GAS2	-3.783
C20orf69	0.24825
NUMB	0.1755
TNIP1	-0.08825
MESP1	0.529666666666667
PSKH1	-0.49425
NSFL1C	0.028
RHOG	-0.092
HEY1	-1.70933333333333
KNG1	-2.329125
ITGAX	1.7141
LIN9	-1.53083333333333
CANT1	1.52075
XRN1	0.0944285714285714
CCDC96	2.2224
HEATR6	-1.23316666666667
GNG7	0.546666666666667
RUNX2	1.071
SOX1	0.2832
FCRL5	0.3045
ZNF99	1.023375
FAM9A	-0.854
SNX22	0.723833333333333
MBNL3	-3.0955
ODC1	-3.4051
ADORA2B	-3.27683333333333
NR2F6	0.4945
ZFYVE16	0.395944444444444
SYNJ2BP	1.192
POLE	-0.925
E2F2	-1.951
THRA	1.21816666666667
PTGES2	-0.964666666666667
HIP1R	1.08933333333333
TMUB1	-0.390666666666667
ENO3	-2.37625
RSPH10B	0.2485
CXorf39	0.88
IRGC	0.0745
GPR109B	-0.61225
FLJ13305	-1.5665
LCE3A	-0.1655
TNFRSF18	0.714333333333333
DET1	0.355
TRPM3	-0.289
C16orf79	-0.9365
FECH	0.585333333333333
RAP2A	-0.582
CRIP1	2.8255
AZIN1	-0.18725
SLC7A7	3.09375
IL10RA	0.9263
TMEM64	-2.89225
CDC42EP4	0.4137
C16orf58	0.8815
ARG2	-2.723
POU5F1P4	-4.69775
FAM62B	-0.163125
DNAH8	-2.38
ASH2L	-0.300625
TSLP	-2.711
CNTNAP5	-0.958166666666667
TMEM16C	5.67775
IFNA14	-1.1365
SLC1A3	0.333125
CABYR	1.265
BCL7B	0.135
NUDT13	-0.154333333333333
C13orf28	0.22625
C1orf53	-0.92125
ARL6IP4	0.2921
RPL35A	-0.03375
EMR3	1.7265
RAB40C	1.0035
SLC41A1	-0.368333333333333
LRCH1	-0.63425
LY6G5B	-1.1225
FAM124A	-0.471428571428571
MGC10981	-4.32133333333333
CLIP3	0.1606
MAP4K2	-0.540666666666667
CHIC1	1.089
SULF1	3.35333333333333
C20orf30	0.221642857142857
PRDM5	-0.290625
ELOVL1	0.244
C11orf48	-0.13075
SLC39A10	-0.30725
KCNV1	-0.62175
ACP1	-0.171333333333333
ZMYM2	-0.09775
B3GNT6	0.0966666666666667
C9orf69	0.39525
C2orf15	2.3265
C20orf166	0.122
HSP90AA6P	-1.109
EDG7	-1.8305
NEURL	1.64075
LPL	0.9015
CLEC2D	-0.344071428571429
GRRP1	2.192
CD8B	-3.0673
HIST1H3D	-0.683333333333333
SLC6A12	0.548875
FAM27L	-0.4925
CD84	1.613
RASA1	0.316
PHKG1	-0.5755
MAGEA11	-1.8195
IMPA1	-1.2923
NPM3	-2.1595
RARRES1	2.21725
SH3BP1	-0.0435
B3GNTL1	-0.199
ARPC5L	-0.0543333333333333
KLHL26	0.63125
SIM2	1.356
GJC1	0.499
C20orf194	0.19525
EXO1	-3.81425
SLC2A2	-3.199
LOC285074	-0.54325
LRG1	2.6665
KIRREL	-0.2335
PIK3R1	2.48078571428571
C4orf34	1.73425
MAF	-1.07944444444444
ADCY4	4.20833333333333
ZMIZ2	0.0926
SLC46A3	2.00466666666667
STAMBP	0.289
CCDC16	0.62025
MS4A12	0.3405
TCF20	-0.67975
LRRC46	2.6295
C20orf152	-0.11775
MRPS6	-1.342875
ABCB11	-0.5055
KCNC2	5.2895
CDH19	-3.01816666666667
C9orf123	0.712
SSH3	1.5955
LDLRAD1	-0.454
CCBE1	-1.18525
ZNF135	1.9145
TAAR1	-0.658
WFDC12	0.4715
CCDC42	0.356333333333333
FLJ12529	-0.16975
PER1	0.0501666666666667
TIMM50	-0.572166666666667
SMARCAD1	-0.0643333333333333
FAM26C	0.452
TP53TG3	1.587
SH3RF1	2.4345
LMCD1	1.96025
GPR63	-0.795
FLJ21986	-1.9635
AIFM3	-0.57875
MICAL1	-0.488666666666667
BLZF1	0.602833333333333
IQCA	1.53916666666667
PCDHGC3	-0.601
SAC	0.1315
BCL6B	2.53466666666667
DDO	2.21525
MARCO	1.27875
DCHS1	1.04583333333333
C1orf170	2.29183333333333
CD200R1	1.72583333333333
C22orf15	-0.8005
SEPT11	-0.494166666666667
ADNP	-0.093
UST	-0.6019
C13orf34	-1.79466666666667
RFFL	1.07292857142857
APBA3	0.1755
C2orf60	-0.160125
CUTL1	-0.3072
PMS1	-0.625625
ZNF689	1.9245
EIF3E	-0.556333333333333
IL9	-0.0891666666666667
RPL31	-0.088
LY9	0.481666666666667
ATP2B3	-0.13475
KDELR2	0.456416666666667
TFCP2	0.5075
NLRP12	1.225875
FLJ45422	-1.0185
TLE4	-1.0571
ZNF570	-0.064
FLJ43806	-0.6135
TLK2	-0.71525
CIR	0.99625
MARS2	-0.14
COL24A1	1.49175
SDF2L1	-0.5145
HIBADH	0.1315
IGFBP3	-2.57142857142857
C12orf23	1.2235
PSPC1	0.02825
C20orf43	-0.085
TRAV20	-0.3235
ARHGAP24	1.364875
KIAA1975	-0.451125
C1QA	3.5032
DNTT	-5.33583333333333
C10orf6	-0.251916666666667
C11orf41	-0.324625
HNRPF	0.588375
COL11A1	5.394
UBAP2	-0.486666666666667
CDKN2AIPNL	-0.468
C20orf174	4.22775
SPRED2	0.42025
PLA2G12A	1.17833333333333
ICEBERG	-2.49533333333333
SCN10A	0.209
C11orf65	0.921
GBP5	4.585
PITPNC1	-1.75566666666667
POU3F3	0.857
NCOA7	-1.3465
LIN7C	-0.2975
LOC348840	-1.6685
NKX2-2	-3.31475
ANKRD13D	-0.1
LOC123688	0.25625
FUT2	2.6515
TAAR8	0.753
FZD4	-0.196166666666667
PNMA3	-1.27216666666667
OR4L1	0.456
WIT1	-3.3195
EXOC3L	1.614
ATPBD4	-0.2356
KRBA1	-0.3635
UBXD6	0.0035
HOXB7	-0.1345
C7orf23	-0.223
UNQ338	-0.30975
STAB2	1.548
CDC20B	0.00025
IRF9	1.80725
CENTG1	0.08825
TNPO2	-0.56775
MCPH1	0.458375
BMS1P5	-1.51625
SLC26A7	0.4695
HIST1H3J	0.308
C9orf3	-0.456
LBH	0.743625
MYO1D	0.524875
PTDSS2	-0.09275
NFU1	0.6305
DEPDC4	-1.4795
WNT7B	0.3561
GLP2R	-0.586333333333333
SETD4	-0.2004
DYNLT3	-0.1177
FKBP11	-0.5215
SESTD1	0.910666666666667
FLII	0.5665
RPS16	-0.2578
CHPF	0.392166666666667
CSNK2A1	-0.268166666666667
SUMO1P1	0.0935
FKBP6	-1.817
ZNF214	1.84483333333333
TWIST1	0.059
DDX56	-0.751833333333333
TRAM1L1	2.6278
EPO	-3.20616666666667
MRPS18B	-0.0435
ZNF682	-0.00733333333333332
RPL14	-0.0418333333333333
MAFF	-1.1775
LOC51136	0.125625
LY96	-0.143
DDX20	-0.22125
ABTB1	0.252666666666667
ARL5A	0.1205
CCT6A	-1.61075
HEPACAM	-1.48433333333333
EHHADH	-0.305
RBAK	0.1565
CGB1	-0.322333333333333
ITGB5	0.505
YIPF3	0.176
FKBP2	0.3215
NR1D1	-0.0209
TMEM110	1.144
NEK2	-3.52833333333333
PRAMEF8	-3.17325
C20orf52	-0.226333333333333
PCDHGA3	-1.2095
VWA3B	0.14175
NDUFA5	0.76725
THAP9	0.3465
FLVCR2	-0.7185
AP1S1	-1.26525
SMAD6	-0.8575
SAV1	0.706125
SAT1	1.372125
ZNF251	0.753375
ADAMTS7	-0.0529
RPP38	0.14675
C1orf211	-1.687
YPEL2	2.1765
RBMS1	-0.3395
ZNF445	0.0015
NRXN2	0.206333333333333
PGBD4	-0.357625
UGT2B28	5.09775
WBSCR16	-0.3711
NLRC3	0.4245
ASTL	0.1955
ST6GALNAC1	-2.87175
ZADH2	0.21825
MLLT4	0.476416666666667
ARL6	-0.0108333333333333
MEF2C	1.46225
CBFA2T3	-0.214
AFF3	2.10942857142857
COG7	0.688166666666667
MYB	0.1535
PLXNA3	-0.0285
XRCC2	-2.294
MMS19	-0.5075
ST8SIA5	-0.71775
CHPT1	0.604166666666667
KIAA1712	-0.281375
OR6X1	0.514
ACTR3	-0.1955
UGCG	0.863333333333333
OR4P4	-0.3695
ZAP70	-2.91525
LPP	1.72025
ZNF485	0.6945
PTPRCAP	-0.054
IL12RB1	0.53125
ATRX	0.7532
CHST8	2.738875
C14orf109	0.8715
ARV1	0.757
NMB	-1.94585714285714
COX5A	-0.800333333333333
EIF6	-0.733
MPPED2	0.824333333333333
SEMG1	-1.84
CHRDL1	0.4055
TRAF3IP2	0.711
WNK2	-0.21075
LILRA4	2.62283333333333
LAMA2	5.12725
PXT1	0.214
RLBP1	-4.3155
CD300C	1.17225
SLTM	-0.022375
FLJ10404	-0.85725
APOBEC3D	-3.05683333333333
RENBP	0.0323333333333333
ATXN7L1	0.7105
NID1	0.71525
TUBGCP3	-0.774625
ITIH5	1.10794444444444
CCDC110	3.69575
C8A	-3.25125
MGC87042	0.758
HOXC13	0.5175
TFDP2	-0.96575
HCP5	1.366375
POLI	1.1445
UCN	-0.463
ZNF764	1.50483333333333
C8orf45	-0.982
FHL3	-0.824
SPATA5L1	-0.5145
MMRN2	3.4345
NDST1	1.35783333333333
COL20A1	-0.7625
ZNF248	-0.291833333333333
PELP1	-0.745833333333333
MBL2	-3.27233333333333
RNF41	0.561375
C5orf24	0.459875
THOC5	-1.256375
SERINC3	0.343583333333333
RP11-151A6.2	-0.1525
CDCP2	0.225
HIST1H2AA	0.84725
C11orf75	0.0988333333333333
FKBP7	0.33075
DDOST	-0.0585
GPNMB	0.07
TTF2	-1.4445
KCNT1	-0.0448333333333334
SLC39A14	-1.392625
NGRN	0.7194
GPR137B	0.58975
MECP2	-0.383625
PSMA1	-0.22
C16orf73	-5.64725
TMEM60	0.428166666666667
CSN3	-0.202
NOS1	0.288666666666667
RAB7L1	-1.014
YBX2	-0.924
KIAA1166	-1.154875
FUBP3	-0.617333333333333
ABCG1	2.1485
ACACA	-0.0888333333333333
ARL11	1.986
ATOH1	-0.572
ODF1	0.2654
CREB3L3	-1.64766666666667
TMEM127	1.3875
DSCAML1	0.0115
PLN	3.52833333333333
LYPLA1	0.5395
PRDM9	-2.043
SASP	-0.12475
PLUNC	0.0323333333333334
INTU	0.89375
HISPPD1	0.06825
LNPEP	1.20616666666667
YARS2	-0.664333333333333
APCDD1L	-1.445
ZCCHC4	-0.5701
FBXO22	-0.719333333333333
TTLL13	0.453
ZNF669	-0.6505
PTGDR	2.1265
DDX27	-0.62825
KIAA0409	0.0185
GJB6	0.106
ASB8	1.16
PLP2	-0.564333333333333
MEPE	0.528333333333333
OR10J5	0.2025
KRT222P	3.0475
COQ7	0.7245
C1orf101	2.29375
RERG	3.2699
CHMP5	0.268125
THAP11	-0.155375
ZNF43	1.0505
ZRANB3	-0.803666666666667
KRT13	0.155625
MRPL19	0.08575
RBBP9	0.190875
SPATA17	1.100875
BXDC5	0.5755
PAFAH1B1	-0.348166666666667
MAGEE1	0.61275
OSTF1	0.2945
KIAA0323	0.139583333333333
TXNDC13	-0.614666666666667
CNTN4	2.242
LCE1B	0.875
UNQ501	1.05025
ZNF154	0.91275
C3orf64	-0.0275
SYT5	-0.394666666666667
PON1	-0.496166666666667
FLJ10357	-0.150125
ATP4A	-1.5565
GNPDA1	-0.444166666666667
MGAT1	0.642666666666667
C14orf121	0.15275
SLC35B2	0.13475
MIER3	-0.00650000000000002
CHEK1	-4.07475
ZNF8	0.195
TXNDC1	-0.233333333333333
CKB	-1.9733
RTN3	0.368642857142857
FZD2	-0.870833333333333
PART1	-1.10075
PSMB6	-0.338
PCDHB8	0.6255
PHC3	0.7942
PPP1R8	-0.5605
NOVA2	2.36466666666667
TNFRSF11B	-2.085
GOLPH3	1.1225
UBLCP1	-0.313
SUHW3	-1.50125
TTLL1	0.646
OPN4	0.00749999999999999
OR13G1	0.65
ZPBP2	0.6195
HSD17B11	-1.26025
C9orf50	-0.2335
DHDDS	0.288642857142857
CTSW	1.1832
NEFM	-1.8125
MRPL28	-0.8005
SYN1	0.277833333333333
PIGV	0.816666666666667
ZIM2	-1.49225
APBB1	-0.178333333333333
SND1	-0.80475
C1orf123	0.453333333333333
CHD3	-0.60025
BHLHB8	0.097
RNASE2	0.509
BCAP31	0.355125
SLC25A44	0.2865
CHD6	-0.1612
PIB5PA	2.02376923076923
SELS	0.36975
LOC541471	-0.558625
FAT2	0.6705
ZNF81	0.302
OR4C16	0.7005
FLJ10081	0.5494
LRRC4	1.48825
CS	-0.644166666666667
N4BP2	-0.483
IGFBP7	2.06025
ZNF318	0.0151666666666666
NDNL2	0.676375
ZNF609	0.632875
SIRT4	0.44175
EXOSC10	-0.0625
ECE2	0.11975
OVGP1	0.46225
GTPBP3	-0.75075
PACS2	0.2134
C19orf36	1.00783333333333
ARL4C	-1.155
ATG4B	-0.306125
UBQLNL	1.89825
RHOXF2B	-4.175
PLEKHG2	-1.112
GALR1	-0.4305
AQP4	-0.1125
HDAC7A	0.101666666666667
DCUN1D3	0.7125
OR8A1	-0.197
CCRN4L	-0.1755
CBR4	0.2815
KIFC1	-3.34283333333333
SLC7A14	-2.5132
LHX5	-1.1695
TRPC7	-0.9805
LPXN	-0.43225
SERPINA1	1.45675
RPS13	-0.0593
BPIL3	1.1915
PRKAA1	-2.485
FADS2	-1.7974
ENAH	-0.32725
PRO1768	-0.862
APBA2BP	0.6075
LIPH	3.85733333333333
C3orf33	-0.604
RCC2	-0.294285714285714
ALDH1A2	-3.3658
RNF103	2.65625
AHCY	-0.80825
ALG12	0.381
CCL17	0.4235
ZNF543	1.15283333333333
ESRRG	0.9242
CNGA1	0.26575
RDH5	-1.27833333333333
OTX1	-1.4235
PTGFR	-1.8826
CDR2	0.389875
SELE	5.61625
NLGN2	-0.783
EXOSC9	-1.041
ZNF566	0.555166666666667
KLRC2	-5.305
GPR12	0.5665
KIAA0196	0.76325
PDRG1	-0.44
SSR3	-0.000214285714285722
MSI1	-0.392
CST9	-0.3975
CC2D1A	0.16675
PLAGL1	-0.720277777777778
ZNF778	-0.4905
RNF2	0.54575
KLF6	0.317166666666667
THBD	3.68666666666667
tcag7.1314	1.61325
NR5A1	-0.298666666666667
ABCD2	0.275
DNAJC7	-0.9535
CLEC4C	0.7005
TM2D3	0.7065
CCDC4	-0.572
PLAC2	1.3055
DCD	-0.1155
FAAH	2.581375
POLA1	-1.01366666666667
TM7SF2	0.13625
FLJ39822	-0.0106666666666667
FLOT2	0.02675
MAP4K1	-0.370333333333333
SRP68	-0.20375
C21orf74	0.1105
ARPC5	-0.126125
LOC126075	2.40975
HECW2	1.52314285714286
ZDHHC4	-0.13125
ANKRD42	1.9874
PDE9A	-0.963166666666667
ABCA8	1.04725
NDUFS2	0.425
UBR5	-0.57675
BTBD16	-3.29075
LOC554174	-0.202
ZNF20	1.361
KIAA1843	-0.5945
WDR17	-0.943875
C15orf33	1.394
RNF113A	-0.55275
CAMKK1	0.4814
CLCN2	0.169
ANXA6	-0.572
LOC340069	0.7125
EMID1	0.326125
DPM3	-0.0929166666666667
ELA1	0.205
SLC25A13	-1.1523
KRT24	-0.09475
SMPD1	0.727666666666667
TH	0.04575
COL6A2	0.695642857142857
ANKS1B	1.52675
GPR126	-3.2677
ZC3H12A	0.692666666666667
TMEM47	0.239
C2orf51	-0.337166666666667
C1orf88	3.40733333333333
HSF2BP	0.32875
AKAP10	-0.034
RPAP3	-0.3775
KLHDC8B	0.748
STOM	0.5612
MUPCDH	0.00575000000000001
C10orf72	-0.180428571428571
PLEKHA3	0.790666666666667
TCP11L1	-1.0435
CWF19L1	-0.147625
SPEF1	2.99853846153846
YSK4	0.145
ELN	3.0093
SAMD8	1.1505
MPI	-0.64
MEPCE	-0.1809
ABCC3	-0.117125
NANOGP1	-4.7735
KCNK17	0.26
HLA-DMB	4.252
RRAGA	1.27175
ANGEL1	-0.5355
RBM32B	0.0105
CPN1	-3.24725
MGC52282	-0.3807
HLA-A	0.91625
OR9G4	0.383
EDNRB	-0.089375
SCD	-1.98757142857143
C14orf80	-1.163
BAGE2	-0.2375
RABL4	0.9175
RCVRN	0.2715
SHANK1	0.2485
NLRP7	-3.28975
CD226	2.0675
STAT3	1.2059375
SYNJ2	-0.924
TPCN2	-0.6585
WDR36	-0.971666666666667
MBD4	-0.2655
ROBO1	-1.6771
ST3GAL6	-2.39425
SLAMF8	2.94516666666667
ATN1	0.409833333333333
GPR141	0.43
KRT36	-0.121
TPH1	0.3805
DDX52	-0.0645
ZSCAN29	0.130833333333333
TRPT1	0.175166666666667
DPEP3	0.74475
DENND4A	-0.665
TSPAN16	0.391
PTCHD2	0.3045
LOC145814	0.05125
CAP1	0.168166666666667
EIF5A2	-1.1431
NT5DC3	-1.6515
SEPT9	-0.8485
SEZ6L2	1.957
EGFLAM	3.744
VPS11	0.724375
NDUFB5	0.0603333333333333
CIDEA	3.296
IER5L	0.10275
N6AMT1	0.622
FAM83C	-0.795
OXR1	0.02425
IRX1	0.283
DGKB	-1.06416666666667
GCN5L2	-1.8965
MIR16	1.216
FBXW9	0.304
WDR4	-2.63483333333333
PDC	-0.1475
VPS33B	-0.418
HEXB	0.1695
FLJ32214	0.28025
TCEB3	-0.41475
CRLF1	-3.173
ABI3BP	1.837
C8orf22	-4.2555
PYCR1	-0.10975
KIAA1706	0.00374999999999998
CDK5R2	0.665
WAS	0.3235
C12orf60	-0.44025
CCBL2	0.083125
MADD	0.205
C5orf34	-2.4975
WDR42A	0.6131
KLF12	-0.561375
HSPA1A	1.943
ITM2C	-1.38175
DAPK2	3.05083333333333
LOC442590	0.8995
SUMF2	-0.00250000000000001
CENPA	-3.77823076923077
TMED5	0.342625
CDH6	-0.6318
BRP44	0.884875
THG1L	-0.40325
GABRA2	-1.0805
C14orf166	0.12125
MYL1	-2.50833333333333
TNFSF18	1.0115
PAP2D	-1.50933333333333
PPIB	-0.00575
KLHL4	-0.80875
SFN	0.227166666666667
CCDC127	0.72825
FRAP1	-0.24975
GOLGA5	1.187
SDCCAG1	0.365875
MGC21675	0.169166666666667
C10orf95	-1.2045
KIAA1345	-0.3605
C1orf163	-1.1595
LACE1	0.215666666666667
OR10K2	-0.211
CENPN	-3.16536
TMED2	0.66425
UGT1A6	-1.9115
ANG	0.658
U2AF1	-0.753333333333333
CASC2	1.08883333333333
NMT2	-1.08833333333333
OSGEPL1	0.445625
DFNB31	-0.2615
SLC6A20	-0.192375
DKC1	-1.139
FXYD4	-1.673
WDR64	0.34725
MGC5590	0.575
CREBZF	0.425166666666667
DAZ1	-0.4665
PRPSAP1	-0.5825
GCHFR	0.01325
TTC7A	-1.0905
LOC196993	2.2215
UBD	0.0556666666666667
S100A1	1.38025
RPL6	-0.0913333333333333
DNAJB6	0.32635
NAGS	-1.0242
C2orf58	0.3075
KERA	2.60816666666667
MT1X	-0.2402
UBE2B	0.9579
KEAP1	0.59625
MST1	-2.29125
OMA1	1.463
ABLIM2	0.64175
BCL2L13	-0.805416666666667
JAZF1	0.0461666666666666
TMEM63B	0.6865
S100A8	-1.3647
ARFIP2	1.66775
UROS	0.96475
KHDRBS2	0.6505
POLQ	-3.955375
SOAT1	-1.1805
SPAG4	-1.3835
MRPS30	-0.889166666666667
LOC494141	-0.568
OR2T11	0.1295
ORAOV1	-0.7223
ZNF184	0.253833333333333
TCEB3B	0.161833333333333
ADAM21	0.1075
GDPD1	0.7315
SPINLW1	0.70875
PRR14	0.414166666666667
KCTD9	-0.383
NUDT3	-0.1535
KIAA1822	0.1588
HIST1H4K	0.4425
DFNA5	-1.7235
GABPA	0.2195
C14orf44	0.85475
POLB	0.706
PTAR1	-0.37875
SEC31A	1.168
TRIM58	2.8925
TAS2R14	-0.6575
VPS8	0.835625
H1F0	0.454
PRKCB1	-2.60033333333333
UGT2A1	0.2235
TOR1B	0.096
LSS	-1.43258333333333
C2orf19	0.2455
HNRNPC	-0.234428571428571
TMEM100	-0.857333333333333
LOC116349	0.61575
OR51M1	1.69
CCDC142	-1.029
ISG15	-0.0431875
ZCCHC14	-0.654
CREBL2	1.16625
TGDS	-1.198
DC2	0.083
CACNA2D3	-0.579428571428571
ZNF429	0.166625
LYPD6	1.16033333333333
SUCLG1	-0.00866666666666667
OR51I1	-1.139
MAGEH1	2.19175
PRPF40A	-0.438
SMR3A	0.5255
SPINK2	-1.7345
THAP2	0.674
NPY5R	-1.004
IRF4	-2.3975
SPESP1	2.07966666666667
OR10S1	0.611
DTD1	-1.71275
TUBE1	-0.403
DDX19A	-1.013
PDPN	-1.355125
TMEM34	0.284833333333333
MGAM	2.626
COL3A1	5.83166666666667
GFM2	-0.00889999999999999
OR5A2	0.4135
PSG9	-1.1785
ARHGEF11	0.171833333333333
IVNS1ABP	-1.195125
SIGIRR	0.8295
DUSP19	-0.16425
DNAJC14	0.3079
ACSS1	1.445125
IL1RAPL2	0.22
C4orf30	-0.6515
SEPT4	2.83025
LANCL3	-2.574
SPAG17	4.69833333333333
PRDX3	0.849125
HNF1A	-1.939125
P4HA2	-1.0005
RFWD3	-1.77266666666667
MOV10	0.234
DNAJA5	0.465928571428572
LOC729440	-0.32425
LOC200383	0.93525
SMC2	-1.7845
MIXL1	-0.942666666666667
TMEM9	-0.098
FAM86A	2.029
ZNF174	0.7444
MYH14	-1.18775
CCR8	0.101
VPS37C	0.986333333333333
GPATCH1	-0.133166666666667
B3GNT8	1.8835
TBX4	-0.77575
CNR2	0.338666666666667
PCDH1	1.65325
C5orf29	5.14675
OCIAD2	1.035
PLCG2	0.269
KIAA0247	2.04775
HRH3	0.155444444444444
CAPN13	4.055875
CCR1	-0.7622
MGC15523	-0.278944444444444
UVRAG	0.174333333333333
DNAJA2	-0.483333333333333
ITGA2B	-1.184
CLDN5	3.36725
PTPRN2	1.09
ZNF512	0.0843333333333333
PSAP	0.809714285714286
CCDC140	-1.5325
LRRC55	0.229666666666667
CYP26C1	0.3685
C8orf47	0.13925
LYN	0.3695
DUSP6	-0.413166666666667
TGFB3	4.0376
ELK1	-0.2302
PCDH11Y	-0.7145
HGD	0.63675
C17orf58	0.06
MYO3A	0.1345
SERPINE2	-4.4555
AARSD1	-0.9345
C14orf73	-1.522
ADAM33	0.06325
ZNF491	1.2355
MAPK6	-0.636166666666667
TCN1	1.87866666666667
SLC24A6	1.021
UBE2R2	0.41725
H1FNT	0.21675
TATDN2	0.0603333333333333
LILRB1	2.14425
P2RY5	2.0065
NUCB2	1.92925
C2orf37	0.65225
SNX27	0.195
MTA3	0.3275
FOXO4	0.537125
ID4	0.569833333333333
SOX5	-2.95316666666667
PXMP3	0.90175
OR52M1	0.599
SFT2D3	0.167875
INA	-4.14016666666667
MCOLN1	0.39975
NFIX	0.8101
CLEC14A	5.60683333333333
HIBCH	0.860666666666667
PLA2G5	0.9625
TIMM10	-0.417166666666667
MED17	0.4162
COL4A4	-1.126
TPP1	0.947333333333333
GJA3	-1.2715
TMPRSS5	-1.5615
AADACL3	0.5505
DNMBP	0.12525
ENPP5	6.60466666666667
NQO1	-0.7307
ZSCAN2	-0.2645
SEC24C	0.393666666666667
GTF2A1L	-0.438
AXIN2	-0.6027
FAM33A	-1.70725
C16orf13	-0.00387499999999998
SPNS2	0.77675
TAF1	-0.0595
AP1G2	0.252833333333333
RBM42	-0.0773333333333333
HCN2	0.1615
EFHB	-0.665666666666667
RUSC1	0.583
GRIK5	-0.038
USP21	0.1155
ATAD3C	0.8145
ORMDL2	0.743625
PRSS7	-4.254
PSAT1	-6.10725
FLJ13195	0.241833333333333
TBC1D1	0.117833333333333
IFNG	3.78375
OTOS	0.0776666666666667
ZNF773	0.941166666666667
EMD	-1.067
RETN	0.33825
CCL8	4.479
APH1A	0.672625
COX18	0.478125
GTF2IRD2	0.316
CCDC82	-1.42433333333333
PAFAH2	1.45
NPEPL1	-1.2075
RP11-114G1.1	0.726
TP53INP1	1.56825
ZNF300	-1.93766666666667
FOXL2	-3.48875
LARP2	0.908916666666667
LATS1	0.5355
HTR6	-0.052
SPOCK2	-0.134
RNF144B	3.405
HTATIP2	-0.931375
MGC10334	0.45
CENTA2	1.9865
FGF2	-1.647
FXYD7	0.21325
PHYHIPL	-2.47575
GPR34	5.84475
DDX6	-0.341333333333333
OR10W1	-0.0875
LHFPL1	-0.0905
ZNF313	-0.4525
VPS28	0.49325
