Hybridization REF	TCGA-BH-A0DO-01B-11R-A12D-07
KIF13B	2.135
PCDH9	-1.061
HIST1H2AH	0.205333333333333
RBM18	-1.19925
ZNF626	0.298
HEXIM2	0.267833333333333
ITFG1	-0.159
TUBG2	-1.0795
SFRS7	-0.201666666666667
C9orf14	0.423
EXTL1	0.1435
GBP3	1.36783333333333
WDR5	-1.908
RARG	0.441666666666667
MYO7A	-0.355125
CECR6	0.32075
C13orf3	-3.135875
SFRS18	-0.737875
ACVR1B	0.287666666666667
PSMD1	-0.6859
C7orf31	0.198833333333333
ILVBL	-0.19625
IFNGR1	1.118
RNF186	3.352
NOL9	-1.3665
MAGEL2	0.51925
SLC29A2	-0.2245
NHSL1	-0.7315
RBMX	-0.7845
PSORS1C2	0.4865
RAD51L3	-0.509166666666667
LCN6	1.4165
ORAI2	-0.2805
BRUNOL6	-0.2661
OR4K5	-0.1265
CDC123	-0.690375
MSLN	-2.01583333333333
WWTR1	-0.996833333333333
ZNF700	-0.131333333333333
COBL	0.95275
PPP1R16B	0.796
GAS7	-0.2166
MDN1	-1.11025
HAAO	0.4955
C9orf68	3.319
TNFAIP2	0.505125
FOXN1	0.2825
hCG_2033311	-0.019
ATP6V0D2	1.5269
RPL41	0.751625
SLC38A1	1.078375
ARHGAP6	-1.07525
ADAD2	0.62125
PHF20L1	-0.255375
MCM3AP	-0.254833333333333
ST3GAL3	-0.1555
SNX1	0.445
ELF5	3.516
PARP3	0.414625
RBM8A	-0.308625
LINGO4	0.4685
ITGA9	1.52233333333333
ZFR	-0.37
ACSL6	-0.608666666666667
FLJ20699	0.5293
DAOA	0.326333333333333
FABP4	6.06475
KCNB1	-0.1725
CANX	0.2526
SLC25A28	0.637333333333333
ADIPOR2	-0.121
ECHDC2	2.27225
SMA4	0.2975
FRZB	3.799875
PABPC1	-0.609166666666667
DMRTB1	-0.196375
APOBEC3G	0.62125
CATSPER2	0.0463333333333333
CUEDC1	-0.499666666666667
STARD9	-0.76825
CLDN8	6.264875
LOC23117	-0.788045454545454
E2F6	-0.273388888888889
TMEM126B	-0.493833333333333
DPY19L4	0.14625
GIMAP5	3.373
NDUFA9	-0.437166666666667
FAM77C	-1.767
CTPS2	0.81675
LOC51035	0.558375
WDSOF1	-1.25075
EGLN3	1.57125
PITX3	0.691
OR52E8	0.816
GRM4	-0.6795
KLK1	-1.95133333333333
GPM6B	-0.61775
RRAGD	-1.83066666666667
PAGE5	-3.519
UCHL5	-0.961166666666667
ULK3	-0.7695
AIM2	0.465333333333333
PNO1	-0.842666666666667
OR2F2	0.11
GNAT2	-1.2375
SIX1	1.37825
ST13	0.114666666666667
ZBTB44	0.70975
TIMP2	-1.14275
ZMAT4	-1.65375
GTF2IRD1	0.532666666666667
ZNF19	0.977166666666667
ZNF714	-0.923
RSC1A1	0.444
C9orf80	0.17325
PSMA8	0.4772
TMEM141	0.3
COX4I1	-0.508142857142857
CTAGE1	0.104333333333333
DTWD1	-0.5835
HSD11B1	2.6275
KRT6B	5.097875
ARID4B	1.488125
LHFPL3	-0.11675
WWP2	0.431
ZNF326	0.258
RGPD1	-0.073
CTSH	0.728666666666667
FASTKD1	-1.66025
PAF1	0.9005
TTC9C	-0.46275
IFT57	0.7218
PRSS36	0.9815
IL20RB	-2.2435
ZNF592	-0.1605
DCTD	-0.1749
CFP	1.03475
MFNG	-0.28425
JMJD2B	1.45675
ALDH3B1	-0.83325
THSD4	2.676
KCNJ5	2.02333333333333
LMNA	-0.115833333333333
TBCD	-0.1985
ZNF250	-0.316
CASQ2	2.396
PEG10	-2.36225
PRAME	-4.9018
NP	-1.153875
TRIM59	-1.34
ZNF12	0.308375
XTP3TPA	0.482
SIGLEC7	-0.5735
PANK4	-0.35
FAM70A	-0.773166666666667
SNED1	0.112
HIP1	-0.8879
RAET1E	-1.31233333333333
AMAC1L2	-0.9105
AHNAK2	-1.64016666666667
TOE1	-0.670833333333333
RECQL4	-1.83625
SPRYD3	1.04875
DPAGT1	0.28125
MAGED2	2.4267
ANKRD55	-0.34375
TRPS1	4.43158333333333
DOK7	0.822
TFPI2	-6.31475
GTF2H3	-1.148
CYP4F11	1.499875
LHX2	-5.0275
ATG16L1	1.58016666666667
ASB12	0.773
C1orf116	3.92325
NF2	-0.6072
POM121	-0.1086
PHYHD1	2.5434
TXNDC17	-0.450333333333333
DKFZp779O175	-1.06025
NUP62	-0.0735714285714286
MYO18B	-0.330166666666667
PRAMEF1	0.088
TCBA1	0.483
TMEM168	1.1745
FJX1	-0.614666666666667
CLCF1	0.01475
SEPN1	0.670375
IGSF2	0.26725
NUDCD1	-1.11033333333333
TFF3	1.30283333333333
NDFIP1	1.00835714285714
CHCHD4	-1.02725
TNR	0.389
CUTA	0.132666666666667
USP44	-3.82
DPP10	-0.2204
IWS1	-0.335333333333333
PCGF1	0.183
SULT1C4	0.1475
NTF5	3.09425
PTPN13	2.1195
SSTR5	0.0095
SFRP1	1.843125
IDH3B	-0.987
SUOX	1.38333333333333
TMCO5	0.3765
GOLT1B	-0.80125
MIB1	-0.620357142857143
PCDHGB1	-0.0785
SUSD1	-0.41925
ICAM5	-2.75516666666667
PAPOLB	-0.10575
URM1	-0.6119
TMEM106B	0.3725
LRIG2	-0.46275
SLC27A5	-0.0765
CLIC6	2.7422
ZNF420	0.9985
SCN9A	-1.7985
KIAA1909	0.6975
ELMOD1	-2.2
PRKAG1	-0.31375
FAM64A	-3.58766666666667
EEF1G	0.32935
SMAD5	-1.014
INCENP	-2.7415
WASF2	-1.076
GARS	-1.5065
CDK10	-0.5814
HLX	0.9985
MDM4	-0.3365
ZNRF1	-0.947642857142857
HHATL	2.75316666666667
FAM21C	1.0764
HIST2H3C	-0.52925
PFDN2	0.000375
ZNF200	-0.403
NDN	-0.06375
HBA2	-2.26116666666667
FBLN5	2.353875
PUM1	0.352714285714286
TNNT1	-0.757833333333333
C19orf59	-0.7585
HNRPH2	1.41233333333333
RAB7A	-0.1015
PMS2	-0.508
BIRC3	1.0365
NRSN2	0.688125
OR52K2	0.448166666666667
SPOCK1	-0.710071428571429
H2AFY	-0.2125
RXRB	-0.29525
ZNF638	-0.6235
ANKRD45	-0.03875
ACTN4	-0.121
FXC1	0.78425
EIF2B5	0.3155
VPS33A	-0.318
PINK1	0.706875
FAM106A	-0.3415
SKIP	1.8776875
GAPDHS	0.6015
MUM1L1	2.30825
PSTPIP1	0.4565
CNTNAP1	-1.8727
CYP26A1	-0.174
APOL2	0.0762
TACC2	0.78425
COX7A2L	-0.2905
HSD17B1	0.7650625
ARRB2	-0.6885
SLC7A6	-0.9242
HSD17B10	-0.662
RBJ	-0.0635
NUP155	-2.09675
MRPL10	-0.663333333333333
CYCS	-1.77991666666667
CCDC46	0.0551666666666667
TECTA	0.896
GNAL	-0.389
LPO	-0.068
PEBP4	1.50725
DDX11	-1.75775
C18orf12	0.4165
TAF9B	-0.504666666666667
IMP4	-0.0015
RPA4	0.309833333333333
NDUFS1	-1.0055
UPK1A	-0.616833333333333
ARRDC2	0.6885
C18orf20	0.6325
AES	0.716071428571428
CD2BP2	0.625666666666667
C16orf54	0.1075
UGT2B17	0.97175
FGFR1	-0.765727272727273
CEACAM6	2.4815
CHRM5	-0.33325
CERK	-1.752
AP3S2	0.393
ANKS4B	-0.64975
CLCNKA	0.2875
ZNF208	-0.0785
HLA-DRB5	3.1645
CARKL	-0.74275
GOT1	-0.242166666666667
CASP6	0.461625
HOXA1	-0.412
RCL1	0.5555
ZNF181	1.098
RAB40B	1.1425
MRPL38	-0.122125
LRRN2	1.12575
C3orf25	0.7675
OR5D14	-0.398
OR10AG1	0.001
BET1L	0.9899
FRY	4.653
AK3L1	-1.86075
CSF3R	1.84983333333333
POLR3K	-0.266333333333333
ATG2B	-0.242
EPS8	-0.482333333333333
DARS	-0.47625
C10orf56	1.42433333333333
DAD1	0.177666666666667
RIOK1	-1.12566666666667
HERC2	0.058
HSD11B2	-0.0166666666666667
FAM96B	-1.134
MGC13057	-1.433375
BSN	0.91775
CAND1	-0.13
HCST	1.56575
ACTR10	0.398833333333333
OR8D4	-0.1305
NASP	-1.3757
COL9A2	2.32933333333333
LYZL1	-0.227
GPC5	-1.98175
TBL3	-0.3065
CENTD2	0.8427
OR5AP2	0.13675
TLR1	1.94125
LMO6	-0.30575
ZIC2	-1.1915
CPNE5	1.20075
ZMYND15	0.94625
FLJ22374	1.004
CCDC106	0.8305
PARP16	-0.24575
PDIA3	0.13
C14orf126	-0.311333333333333
CECR2	-0.0675
SFRS1	-0.617785714285714
FIGLA	0.058
DCP1A	-0.402
MGC45800	-2.2846
TEKT1	-0.219833333333333
C10orf67	-0.831
CLN5	1.229375
NTN2L	-0.2945
GLE1L	-0.349
CES2	-0.3002
GNAS	-0.361611111111111
DDX53	-0.0915
TSPAN13	3.307
MRPL52	-0.9663
SPIRE2	-0.1105
TAS2R39	0.34925
SCUBE3	0.0775
UCRC	0.4645
CDKL3	-0.0665
KIAA1715	-0.8902
ZNF345	0.70025
RTF1	0.143625
DHRS7	1.113
RIPK4	-0.6895
EXOSC2	-1.406
MS4A2	3.351
FGF17	-0.30825
WDR59	-0.601285714285714
EVI2A	-2.135
IL17RC	0.792666666666667
HS3ST1	2.989
ITGB1BP2	-2.1045
RBPJ	-1.2145
GIMAP1	3.2265
INE1	-1.34916666666667
ALDH18A1	-0.948375
TPI1	-1.98925
GATA6	1.274
CABP1	-0.981
ZNF484	0.7675
DAPK3	0.545
GJB1	-1.34383333333333
PIN1	0.042875
SLC6A15	-4.10158333333333
CNO	-0.026
RIN2	2.347625
FRRS1	-0.4325
CYorf15B	-4.288375
DMRT3	1.654
ATAD1	-0.09375
OTUD4	-0.336111111111111
ATOH8	-1.0625
ZSCAN16	1.268875
ASCC1	-0.65325
OTUD3	-0.340625
MGC33212	-0.207666666666667
YME1L1	0.2835
RP11-218C14.6	0.49125
PCBP4	0.09775
TNFRSF10A	-0.79375
CDH10	-4.246
KL	2.255625
SCP2	0.660833333333333
C9orf119	-0.017
SON	-0.03925
MAFK	-0.094
SBNO2	1.1185
SLC6A6	-0.111583333333333
SC4MOL	-0.2945
FAM35B	0.03225
PPP1R9A	0.99075
PDZRN3	1.038125
CXorf20	0.9525
C6orf126	0.249
AVEN	-1.09625
FLJ21075	-2.5705
C14orf132	0.057625
PCK2	-0.729625
GUCY2C	0.585
BARX2	1.353
PEX11G	1.6865
DAO	-1.34083333333333
C10orf49	0.15075
EDNRA	2.092
PPP2R5A	1.1374
DDX39	-1.43833333333333
SERF1A	-0.396
ASCIZ	0.0195
FNDC8	-0.8555
PTMS	-0.092
PHF7	1.095
PIP4K2B	0.1281875
HHLA2	0.0576666666666667
BDH2	0.5169
APOBEC2	-0.8715
PENK	-0.0321666666666667
SMAD9	-1.22575
MT3	-0.9555
RGL1	0.538125
ATG10	-1.39625
DLGAP4	-0.9805
APPBP2	-0.546214285714286
BACE2	0.539214285714286
LOC339344	1.05283333333333
ZNF395	0.745125
HIST1H2BL	-0.81675
ZNF467	1.19475
SLC25A21	-1.10275
PALM2	-1.108
NSUN5C	-0.66
IL5	0.0944
CLSTN2	1.842
ANXA8L2	0.8345
PTGES	0.3745
GDAP1L1	-1.81066666666667
OPRK1	-1.22466666666667
WDR20	0.771166666666667
C12orf4	0.046125
NUP88	-0.90275
XRCC6BP1	-1.75066666666667
FCGBP	2.487
LEMD2	0.22025
NOMO1	-0.066
C10orf79	2.516625
ZNF79	0.7292
OCRL	0.1376
HSPA8	-0.243583333333333
DIDO1	-0.408125
PLA2R1	2.19025
COG3	0.8028
NGDN	-0.27575
CBFA2T2	0.446375
PNOC	-0.0195
PRRG1	-1.04483333333333
AGGF1	-1.006
DPF2	0.373
YIPF7	0.3575
TRPV5	-0.38775
ZNF322B	0.06075
MED12	0.188166666666667
CARS	-0.0718333333333333
ABCC11	4.06366666666667
C9orf25	0.0615
MYH1	-1.2025
FRYL	-0.781
AGTRAP	0.16775
MMP27	0.3105
ZNF432	0.549375
OR8D1	0.3185
OR13D1	0.41325
VWA1	2.0795
STON1	0.05375
IL5RA	0.113
PERP	0.9931
C10orf107	-0.0106666666666667
TNFSF12	2.51975
FN1	-1.23404166666667
MTR	-0.760166666666667
PHLPPL	-0.134833333333333
ZNF425	1.614
DHFR	-2.14833333333333
PPP1R12A	-1.14275
RSPO2	-2.603125
ZNF7	0.029
ZNF583	0.671
TPMT	-1.32883333333333
GPR132	0.704
OR2T12	-0.4555
SERTAD2	0.1377
ATP1A1	0.082
FRMPD3	0.7135
ZNF672	0.0805
PLXNB3	0.396625
EML5	0.3225
FAIM3	0.962
UBQLN2	0.1975
SORCS2	2.056
PRIM2	-1.576
ACVR2A	0.936666666666667
YWHAZ	-0.38625
PGM2L1	0.778
GNAO1	-0.0881428571428572
RPL10	0.3929
RPS6KA6	0.494
PFKL	-0.2375
SH3D19	0.4275
AURKB	-3.25233333333333
ZC3H6	1.213375
DISC1	-0.091
FLJ39660	-3.90066666666667
TMEM25	3.003125
OSBPL10	0.781
CLTCL1	-1.38916666666667
ALG6	-0.4145
CATSPER4	0.4055
LRTM1	0.3875
RRAD	1.50033333333333
TIPIN	-2.0475
CARD14	1.394
RBM9	-0.872333333333333
RASSF4	-1.0245
SLC25A18	-0.457
C6orf58	-0.5045
IGHD	0.164
PLA2G6	-0.0875
TPT1	1.305875
SEC63	-0.00110000000000002
CCDC113	-0.0432
TDRD10	1.490125
KIAA1666	-1.5095
TOR1AIP1	0.479916666666667
SYTL4	0.7105
SPRR2F	-1.038
CEBPD	2.539
SNTG2	-0.21175
C20orf77	-0.619
TAS2R49	-1.1875
C6orf173	-2.89283333333333
SVEP1	1.387
PXN	-0.571714285714286
VIL2	0.540666666666667
C5orf21	0.771833333333333
DIXDC1	0.648
GANAB	-0.458833333333333
PDSS1	-1.496
NGFR	1.83925
ATP8B4	2.439
BMP8A	1.265
CCDC132	0.29925
GNRH1	-0.5145
OR10T2	0.24525
PDGFD	2.79216666666667
OR6W1P	-0.303
HARS	-0.32275
KRT77	0.452
AQP8	-0.05675
ITGB1	-0.2269
ZNF254	0.7424
PAX1	0.199333333333333
PSMC4	-0.2507
ANKRD22	3.07575
PSMD8	0.00733333333333335
HTR1E	-0.3185
SOX10	-0.3799
OR5B2	0.8435
RABGEF1	-0.541571428571429
MAP1LC3B	-0.64225
CYB5R4	0.57775
AGXT2L1	-2.156
FLJ41603	2.939
TRAPPC2	1.22
FNTB	0.4155
FLJ14107	-0.415833333333333
AURKAIP1	-0.19275
DSE	1.19175
NFKBIZ	2.53633333333333
OSBPL3	-2.649
LOC130576	0.94025
SLC39A9	0.7715
LOC137886	0.256083333333333
RHCE	-2.2675
ATG7	0.319166666666667
FAM82A	0.874166666666667
FBN3	-0.027
MCFD2	-1.48466666666667
CASP14	0.3235
EPS15	0.61375
SFRS2B	1.46925
C19orf47	-0.1825
PLAC9	1.7785
GPR23	-2.3645
BTNL3	-0.07
RGS8	0.338
GNS	0.584
ENO2	-2.89533333333333
CBX1	-1.7304
PEX26	0.312
LRP5	-0.328666666666667
ADAMTSL4	-2.41066666666667
ARR3	0.0915
MAP1A	-0.27425
CD2	2.568
NAV2	-0.0208125
TMEM69	-0.2115
ATXN7	-0.582666666666667
CHN2	-0.466166666666667
ZNF781	-0.0371666666666667
HAS2	-3.86733333333333
KIAA0241	-0.93
BIC	0.89075
MOBKL2A	0.00200000000000001
CYP2C9	-0.349
CNOT7	-0.0847857142857143
SFRS10	-0.81475
CST11	0.2535
FLJ37543	0.487
NKAP	-1.08525
RUNX1T1	3.302
EAF1	-0.3073
IL4I1	1.508
LRRC61	-0.0813333333333333
PSIP1	-1.7335
SPRR4	-4.5595
ZFP90	-0.308333333333333
AP2B1	-0.967153846153846
SLC30A7	1.22291666666667
C7orf28A	0.244
S100B	-0.238166666666667
BMP2	-3.102
ESR1	4.995
ZFPL1	0.65525
ARHGAP12	1.0235
LRRC19	-0.46
ZNF767	0.0426666666666667
NACA	0.5532
OLIG1	-2.5265
PRF1	0.948
LST1	2.48666666666667
SPATA9	0.0561666666666666
CNFN	1.2495
CDK4	-1.145
TCF15	-0.8485
PARC	1.238
PPM2C	1.43075
LOC283345	-1.2565
FAM107B	-0.197
DMXL1	0.346625
RBM3	0.551375
HTR5A	-1.532
SCFD1	-0.147
EPHB3	2.721625
ROPN1L	-0.307333333333333
RAMP3	0.863
TSPYL5	1.80136363636364
GAP43	-2.966
PAPD4	0.198625
PDE3A	-2.57025
TNFRSF10C	0.4805
JMJD5	0.627166666666667
RASGEF1A	0.6379
C16orf65	0.567
HIPK3	0.966166666666667
XYLT2	-0.2105
XPOT	-1.97566666666667
GAL3ST1	-1.47925
DHCR7	-0.9505
AMIGO3	0.572166666666667
FGFR4	-2.09733333333333
CRAT	0.97675
PPP1R14D	0.3005
TRIM14	-0.0878
TMPRSS11D	0.2805
SLC7A11	-3.10430769230769
OR10H2	0.587
PPM1E	-2.4041
DOCK4	0.397
FAM127A	-0.536375
ENOPH1	-0.618
SLC5A3	-1.4326
ZNF530	0.4034
NTS	-6.438
FRMD4A	0.3205
BCL11B	-2.75633333333333
PRM1	-0.096
UQCC	-0.3913
S100A16	0.210166666666667
PLS3	-0.731
WWOX	2.19642857142857
CCDC23	-0.00025
GTSE1	-3.04066666666667
GP2	5.023
FLJ32549	0.284375
CHIT1	2.86025
KLF9	0.091
RPS24	0.5102
MIA	1.05625
FIGN	0.34575
PYROXD1	0.16275
PCSK2	0.245428571428571
MRPL9	-0.31425
RPL24	-0.10625
C12orf32	-0.8305
HIST1H2BE	-0.90775
RGS18	2.7305
LFNG	2.357875
RAB4B	0.7199
FBXO25	1.06033333333333
TSPAN31	1.194
ARL8A	0.586785714285714
C10orf83	-0.4409
OR51B6	0.441
CNKSR2	0.642
C1orf156	1.5845
IBSP	1.104
GFRA2	0.014
ALKBH7	1.0156
NEK10	3.56225
VN1R3	0.102833333333333
LOC91948	1.7235
CPZ	-0.20825
IHPK3	0.0463333333333333
COL8A1	0.393
RBPJL	-0.1
OR10A4	0.18525
CASP8AP2	-0.539
MMP12	-0.879166666666667
OR8B12	0.4915
CDCA5	-3.53366666666667
LIX1L	-1.1865
PEX11B	1.403625
GABRA1	0.4804
HABP2	0.159
REEP1	1.26183333333333
FBXO15	2.11225
CD68	-0.09275
WFDC9	-0.0005
GHDC	0.896833333333333
SMARCA1	0.91875
SPAST	-0.0745
PLXND1	-0.728166666666667
MLCK	-1.55
INTS5	0.648666666666667
BSG	-0.542928571428571
PARP8	-0.0773333333333334
TEAD4	-1.23983333333333
ZNF498	0.261
TMEM89	-0.7045
DTX4	0.968625
TNRC6B	0.8935625
ARMC2	0.24625
FGFBP1	-1.537
TIMM8A	-1.73533333333333
AJAP1	-1.9407
ZNF608	1.82125
SLC25A42	-0.264
SYP	0.0516666666666667
MMP11	0.9905
USP40	0.4162
C3orf62	-0.260666666666667
MYO1E	-0.6854
LRFN4	-0.77625
XCL1	0.048
GPR155	0.382625
VPS29	-0.211375
CARHSP1	-1.66025
ARHGAP20	0.361833333333333
GREM2	0.126214285714286
CCDC102B	2.41025
ZNF577	0.674
HDDC2	-0.5125
SHC2	1.6413
NCOA5	0.581666666666667
INPPL1	-0.1655
CHGB	-2.332
IHH	2.4335
DDEF2	-0.991916666666667
DIAPH3	-3.82261904761905
BUB3	-0.79525
GGH	-0.189888888888889
VPS35	-0.3373
CNN2	-0.0624166666666667
ASNA1	0.23375
WDTC1	0.588
AMAC1	0.7315
HAS3	0.5125
SLC1A6	-1.5875
ZNF563	0.474
C1S	3.06925
TCF7L1	-1.11525
OR10Z1	-1.079
ME2	-1.6604
C6orf151	-0.89825
KPNA4	-1.222
GLO1	-0.795
WDR61	-0.312166666666667
CD302	1.443
SIRT7	0.199833333333333
C11orf59	0.6775
PKIG	0.45625
PPIL3	-0.3825
CCDC74B	3.0455
ZNF528	0.6945
EFNA5	0.777
FCGRT	1.442
NOL4	0.21
CCS	0.662
LOC374491	0.055
MFSD7	3.2335
ZNF555	0.713
LIMS3	-0.23825
TSSC4	0.873166666666667
COL11A2	-1.161
C1orf119	0.876166666666667
BPNT1	-0.314
CHRNA6	0.8635
C1orf173	4.3408
PLD2	1.01625
ORC1L	-3.777
SASH1	2.135125
CDC14B	-0.810875
RLBP1L1	-0.30775
LDLRAP1	0.0592
NAT8B	-0.183333333333333
HHEX	-1.704
LGALS7	2.0515
PLCH1	-0.85925
OR1M1	1.106
PRAMEF16	-0.1895
HECTD1	-0.1265
C14orf39	0.472
TLN2	-0.4642
HDAC4	-1.02514285714286
SYCP2L	-3.402
GLRA1	-0.5105
RPS6	0.593125
hCG_1757335	-0.2035
KLHL1	0.007
CTNNBIP1	1.07216666666667
SCAND2	0.1924
HMGN2	-0.4175
YAF2	-0.58225
BRPF1	-0.032
LIAS	-0.90975
CTA-246H3.1	-1.29775
SAG	3.98975
C20orf10	0.78875
HNRNPA2B1	-0.641666666666666
GADD45A	-1.727
MSH4	0.241
TMEM70	-0.43325
HIST1H2AM	-0.999
C19orf26	0.389666666666667
C1orf50	-0.278
GNG3	-0.1335
FTO	0.999
CALCB	-0.694
PPP3R1	-0.210125
C15orf42	-3.777625
CCNJ	0.0015
GNAZ	0.736
PSD	0.245833333333333
FAM57A	-1.3145
STIM2	0.961333333333333
DHX8	0.23275
MOGAT3	-0.607
UBE3B	0.856333333333333
PLAT	3.12133333333333
C6orf206	1.423
COPE	-0.0569
EIF3A	0.015875
C1QL2	0.754
IQCE	0.9885
KIAA0182	-0.194333333333333
SLC22A7	0.1438
PPFIA2	0.043
ADAMTS15	1.9565
ODZ1	-0.426
THBS4	4.06216666666667
ARHGAP1	1.466375
B4GALNT3	-0.363666666666667
FCHO1	-0.667
LOC440456	0.161
HOXD10	1.1125
CXCR3	1.66766666666667
CHI3L2	2.2905
SRPX2	1.5335
ZNF132	1.3095
UBAC2	-0.0501666666666667
RPL32P3	0.6515
CBWD6	0.068
ST6GALNAC4	-0.503
KIAA0391	-0.288833333333333
LOC388969	0.30525
KRTAP5-8	0.903166666666667
ZNF786	0.49975
LYVE1	1.48633333333333
GPR144	0.80125
APOH	-5.198
TSC22D2	0.278
PLCD1	0.31025
FLG2	-0.3745
M-RIP	0.1232
NDUFV1	-0.095
POLDIP2	-0.189166666666667
RAB3GAP2	0.548833333333333
RPSAP15	-0.63075
CLEC7A	1.0955
HSPA14	-0.6655
TAAR5	0.2835
FAM132A	-0.572
C2orf43	-1.21
OR10V1	-0.097
SELPLG	0.105
C1QTNF6	-0.566
OPCML	1.3682
DTYMK	-1.315
ALDH16A1	0.328125
F13B	-2.1025
MGC16169	0.854
KIRREL2	0.128
C14orf32	-0.2895
SLAIN2	0.7464
HSD3B2	1.029
AMMECR1L	-0.2149
LRRC37B	-0.8095
HMG20A	-0.0311666666666667
C22orf27	0.8295
FBXL22	0.838
AP1B1	0.547333333333333
TNKS1BP1	2.0145
CD74	3.7525
HSPA12B	2.15583333333333
PLSCR1	0.726166666666667
SLC35E1	-0.46
FEZ1	-2.07125
APOD	4.322375
C16orf44	-0.31275
C1orf166	0.3095
KCTD11	0.198
NELF	-0.93225
SRP54	-0.330666666666667
MGC35361	0.26425
GPR35	-1.487
NRGN	-1.124875
SIGLEC12	0.058
SCN1B	-0.10825
IFNW1	1.292
STAR	-4.5215
HLA-DQA2	2.05383333333333
RNASEH2B	-1.51725
TAAR2	0.292
VAMP5	0.1175
TUBA1C	-1.46442857142857
PIK3R2	-0.11975
ARD1A	-0.589333333333333
EBF2	0.991666666666667
CAMSAP1L1	0.30375
CYP3A43	0.43375
AKR1B1	-1.901
KIAA1729	-0.88525
KAL1	1.309
CYBB	0.167625
UXS1	-0.8495
LOC338579	0.34125
C11orf45	-0.06425
SHB	0.674
IKZF4	0.471625
NDUFA1	-0.450625
HSPE1	-1.18525
C1orf215	-0.059
GPR113	-0.126666666666667
ZNF573	0.80325
TBX18	0.5155
GGTA1	6.46525
PCDHGA8	-0.7575
RPS6KL1	0.0535
DPP9	-0.39825
SLC43A2	1.360625
COPS3	-0.90825
PMPCB	0.154666666666667
HYLS1	-0.3335
LSM8	-0.8855
PDE6B	2.693
C10orf118	1.05033333333333
OR1C1	0.423833333333333
ZNF415	1.50625
OR2F1	0.48125
ZDHHC13	1.48225
FZD8	0.5331
TCEA1	-0.416
SUSD4	2.719125
C22orf24	1.162
TNFRSF14	0.17625
TRIM28	-0.179
FGF5	-2.550625
CSPG5	-0.5975
RNF133	0.8245
FKBP15	0.4605
BZW2	0.92325
NSMCE1	0.0845
PTPRN	-0.4315
TST	0.531125
POP1	-1.5005
RNF24	0.0358333333333333
SFRS4	-1.866125
REPS1	0.1105
CD70	-2.21016666666667
PDXDC1	0.135375
SRC	0.3894
NTNG1	1.1085
SETD1B	0.652
TINP1	-0.1397
ZNF606	1.11633333333333
SSR1	-0.0766875
RGNEF	1.06833333333333
NFS1	-0.944
CENTB5	-0.894583333333333
CRMP1	-1.863
ADAM18	0.53725
CCDC87	1.719
LRRC8B	0.2605
CSNK1G1	-0.681083333333333
MAFB	2.25616666666667
C12orf45	-0.48075
C1orf54	2.128
DPEP1	2.80033333333333
FLJ13137	1.6655
C14orf118	0.729666666666667
ANKRD19	0.243083333333333
ABCA9	2.2351
TMEM87A	0.9712
BBS5	0.7431
CYP17A1	-0.43825
SCG3	-4.12766666666667
ESCO2	-3.74325
GFER	0.356666666666667
NRIP2	0.353
DDX59	0.903
RIC8B	0.0173
TNNI1	0.183
KTELC1	-0.67125
GPR85	-0.580333333333333
SP3	0.5935
GOSR2	0.353583333333333
DDX1	-0.45525
DSCR9	-1.922
KIAA1984	-1.641125
FLRT3	-2.4915
RNPS1	-0.515142857142857
ZNF772	0.4075
SLC25A10	0.009
ADAMTS3	-1.404
TBC1D7	-2.13975
PCYOX1L	-0.48075
LOC339745	1.934875
VPS54	0.071375
PCDHB12	0.968125
C4orf6	-0.612
CCL5	2.341125
PEX5	-0.92975
LENG1	0.469333333333333
LOC51336	-2.26275
FLJ25371	0.085
WDR45L	0.0106666666666667
SPAG8	1.03666666666667
GUCA1C	0.85
LOX	-2.4725
FIZ1	0.9225
BAG5	0.483
BUD13	0.1275
MGC2752	-0.767125
IQSEC3	0.160875
TGFBR3	0.3865
CASP9	-0.9355
PPA2	0.21325
MED24	0.191125
MAP3K7	-0.328
SRPR	0.580125
C17orf81	-0.20825
RIPPLY1	0.05475
EID2	-0.67975
AKR1C1	-1.99716666666667
IMMP2L	0.905625
SPSB4	1.243
BAG4	-0.033375
ZNF32	1.36366666666667
KLHL34	1.39525
BRD2	0.0875
IL32	-1.32233333333333
FAM53B	0.641
SLC7A1	-0.7685
KAAG1	-0.5225
CCDC54	0.921666666666667
PRKCQ	-2.36775
TIRAP	0.547625
SPSB1	0.233
USP36	-0.26875
FLJ32569	1.1895
LYZ	-1.137125
TMEM186	0.154333333333333
TPM2	0.309833333333333
C9orf100	-1.78066666666667
PPP1R11	0.4457
OLFML3	0.9777
ELAVL1	0.0496666666666667
DNAJC17	0.4425
ABCA2	-0.444
BNIP3L	-0.5145
ATP10D	0.1855
GALNT8	-1.012
PRKCH	1.684
USP12	-1.0185
STXBP1	-1.9896
LSM2	-1.08233333333333
ANKRD30A	6.092
LAP3	0.03325
C9orf40	-2.09033333333333
KATNAL2	0.981166666666667
RG9MTD2	0.6245
PNPLA7	1.13475
IDH1	1.4855
C1orf57	0.33525
XRCC5	-0.057
TBRG4	-0.790625
DCDC5	2.90166666666667
POU5F1	-4.321
RAB1A	0.516
KRTAP15-1	0.852
INHA	-1.39316666666667
WDR90	0.40325
MLL2	0.1265
FAM104B	0.205
SF3B14	-0.26875
STX1B	-0.574
SNX12	-0.464
KMO	1.546
FAM100B	-0.34675
CDRT15	0.1065
