Hybridization REF	TCGA-A7-A13D-01A-13R-A12P-07
PCDHGB1	0.403
SUSD1	-0.3175
ICAM5	-1.16083333333333
PAPOLB	-0.654
URM1	-0.8139
TMEM106B	-0.0536666666666667
LRIG2	-0.7445
SLC27A5	0.24725
CLIC6	-0.8727
ZNF420	0.343333333333333
SCN9A	-1.76211111111111
KIAA1909	2.44175
ELMOD1	-0.941
PRKAG1	0.10275
FAM64A	0.0941111111111111
EEF1G	-1.0383
SMAD5	-0.25125
INCENP	-1.8185
WASF2	-0.923
GARS	0.0027
CDK10	-1.057
HLX	0.410666666666667
MDM4	-1.433
ZNRF1	-1.01521428571429
HHATL	-1.76916666666667
FAM21C	1.312
HIST2H3C	1.12175
PFDN2	1.90525
ZNF200	-0.946
NDN	-0.89325
HBA2	-2.957
FBLN5	-0.54675
PUM1	0.151857142857143
TNNT1	0.781666666666667
C19orf59	1.498
HNRPH2	0.104
RAB7A	0.419833333333333
PMS2	-0.368125
BIRC3	0.482
NRSN2	0.740875
OR52K2	-0.0481666666666666
SPOCK1	1.05471428571429
H2AFY	0.10225
RXRB	-1.038
ZNF638	-0.286333333333333
ANKRD45	1.0925
ACTN4	1.417
FXC1	0.2185
EIF2B5	-0.82775
VPS33A	-0.8585
PINK1	0.00724999999999987
FAM106A	-1.6925
SKIP	1.4789375
GAPDHS	-0.297333333333333
MUM1L1	1.65225
PSTPIP1	-0.3515
CNTNAP1	-1.955
CYP26A1	-2.4385
APOL2	-0.3425
TACC2	0.77475
COX7A2L	1.00342857142857
HSD17B1	2.502
ARRB2	-0.613
SLC7A6	-0.9812
HSD17B10	-0.21075
RBJ	-0.5
NUP155	-0.05625
MRPL10	-1.56583333333333
CYCS	-0.813833333333333
CCDC46	0.492
TECTA	0.4375
GNAL	-0.499
LPO	0.5055
PEBP4	0.1955
DDX11	-1.8785
C18orf12	0.5855
TAF9B	-1.57572727272727
IMP4	0.73675
RPA4	1.33633333333333
NDUFS1	-1.1115
UPK1A	0.243666666666667
ARRDC2	-0.201333333333333
C18orf20	0.5425
AES	0.479
CD2BP2	-0.644333333333333
C16orf54	0.2845
UGT2B17	-2.76925
FGFR1	-1.12390909090909
CEACAM6	0.8838
CHRM5	-0.581
CERK	-0.049375
AP3S2	0.0466428571428571
ANKS4B	-1.007
CLCNKA	0.3265
ZNF208	-1.66166666666667
HLA-DRB5	3.339
CARKL	-1.4155
GOT1	-1.1275
CASP6	1.004375
HOXA1	0.2195
RCL1	-0.58225
ZNF181	0.066
RAB40B	2.2845
MRPL38	1.197375
LRRN2	1.89775
C3orf25	-0.143
OR5D14	0.042
OR10AG1	-0.7655
BET1L	0.2122
FRY	2.4195
AK3L1	0.50575
CSF3R	-0.152166666666667
POLR3K	-0.745166666666667
ATG2B	-1.229
EPS8	-0.438833333333333
DARS	-0.27525
C10orf56	-1.0585
DAD1	0.534666666666667
RIOK1	-0.0428333333333333
HERC2	-0.63375
HSD11B2	1.55766666666667
FAM96B	-0.3415
MGC13057	-1.852625
BSN	-1.50775
CAND1	-0.1985
HCST	1.57875
ACTR10	-0.290166666666667
OR8D4	0.3375
NASP	-0.9119
COL9A2	-0.618666666666667
LYZL1	0.041
GPC5	-2.91325
TBL3	-0.8005
CENTD2	-0.2567
OR5AP2	0.63
TLR1	3.15
LMO6	0.29375
ZIC2	-3.664125
CPNE5	0.282
ZMYND15	1.72175
FLJ22374	1.16175
CCDC106	0.28125
PARP16	-0.95275
PDIA3	0.35825
C14orf126	0.37925
CECR2	0.1155
SFRS1	-0.403214285714286
FIGLA	-0.015
DCP1A	0.943
MGC45800	-1.471875
TEKT1	1.1328
C10orf67	1.772
CLN5	-0.674625
NTN2L	0.134
GLE1L	-0.58225
CES2	-1.36
GNAS	0.3735
DDX53	0.965
TSPAN13	1.48575
MRPL52	-1.0591
SPIRE2	0.00474999999999995
TAS2R39	-0.19025
SCUBE3	0.43575
UCRC	1.1471
CDKL3	-0.35675
KIAA1715	-0.8188
ZNF345	0.4545
RTF1	-0.285625
DHRS7	0.1995
RIPK4	-0.325333333333333
EXOSC2	-1.67283333333333
MS4A2	0.26825
FGF17	-0.100666666666667
WDR59	-0.751875
EVI2A	-1.728
IL17RC	1.66016666666667
HS3ST1	2.24675
ITGB1BP2	-0.1295
RBPJ	-1.13766666666667
GIMAP1	1.9965
INE1	-1.07733333333333
ALDH18A1	0.390875
TPI1	-0.646
GATA6	1.78825
CABP1	-0.8836
ZNF484	-0.4495
DAPK3	0.8585
GJB1	-2.89125
PIN1	-0.786125
SLC6A15	-2.38491666666667
CNO	-0.2545
RIN2	2.007
FRRS1	0.6615
CYorf15B	-4.38914285714286
DMRT3	1.648875
ATAD1	-0.423875
OTUD4	-0.372222222222222
ATOH8	-1.906
ZSCAN16	0.118875
ASCC1	-0.99975
OTUD3	1.22775
MGC33212	0.393333333333333
YME1L1	0.787625
RP11-218C14.6	0.949666666666667
PCBP4	1.41025
TNFRSF10A	-0.917
CDH10	-4.35816666666667
KL	1.019875
SCP2	0.388166666666667
C9orf119	0.450125
SON	-0.05325
MAFK	0.7315
SBNO2	1.1235
SLC6A6	-0.237416666666667
SC4MOL	-0.269625
FAM35B	-0.175875
PPP1R9A	1.8675
PDZRN3	-0.550625
CXorf20	3.733
C6orf126	0.411
AVEN	0.1575
FLJ21075	-2.662
C14orf132	-1.305875
PCK2	-1.749875
GUCY2C	3.3465
BARX2	-0.66925
PEX11G	0.097
DAO	-0.9064
C10orf49	0.177
EDNRA	1.96733333333333
PPP2R5A	0.4131
DDX39	-0.7545
SERF1A	-0.1585
ASCIZ	0.0654
FNDC8	-0.83225
PTMS	0.03575
PHF7	-0.253
PIP4K2B	-0.01625
HHLA2	0.0723333333333333
BDH2	-0.563111111111111
APOBEC2	-1.82975
PENK	-1.35033333333333
SMAD9	-1.7865
MT3	1.458
RGL1	0.53725
ATG10	-1.596125
DLGAP4	1.66
APPBP2	-1.40721428571429
BACE2	1.37307142857143
LOC339344	1.66066666666667
ZNF395	-0.5195
HIST1H2BL	-1.164
ZNF467	1.894875
SLC25A21	-1.1675
PALM2	-0.575666666666667
NSUN5C	-0.3375
IL5	0.130571428571429
CLSTN2	-1.16475
ANXA8L2	1.738
PTGES	2.14125
GDAP1L1	-2.25333333333333
OPRK1	1.5555
WDR20	-0.451583333333333
C12orf4	0.430625
NUP88	0.062875
XRCC6BP1	-1.3076
FCGBP	-0.00214285714285712
LEMD2	-0.131
NOMO1	0.19375
C10orf79	0.0104285714285715
ZNF79	0.0508
OCRL	0.8086
HSPA8	-0.120791666666667
DIDO1	-0.436041666666667
PLA2R1	0.1815
COG3	0.7046
NGDN	-0.15325
CBFA2T2	1.0885
PNOC	-2.24775
PRRG1	0.863083333333333
AGGF1	-1.32735714285714
DPF2	-1.166
YIPF7	-0.8215
TRPV5	0.675
ZNF322B	0.2295
MED12	-0.0463333333333333
CARS	-0.429666666666667
ABCC11	-0.888666666666666
C9orf25	0.3365
MYH1	0.9465
FRYL	-0.864333333333333
AGTRAP	-0.496
MMP27	0.7425
ZNF432	-0.178875
OR8D1	-0.4645
OR13D1	0.519
VWA1	3.241
STON1	2.8805
IL5RA	-0.76575
PERP	1.5895
C10orf107	-1.28716666666667
TNFSF12	2.3995
FN1	1.876125
MTR	-0.876833333333333
PHLPPL	-0.346
ZNF425	0.50475
DHFR	-2.83933333333333
PPP1R12A	-0.298375
RSPO2	-1.919
ZNF7	-0.6235
ZNF583	0.456
TPMT	-0.217
GPR132	0.144375
OR2T12	-0.7055
SERTAD2	0.5721
ATP1A1	0.2923
FRMPD3	0.33575
ZNF672	0.09525
PLXNB3	0.779125
EML5	-1.528
FAIM3	-0.6785
UBQLN2	0.66525
SORCS2	1.486
PRIM2	-1.254
ACVR2A	1.41433333333333
YWHAZ	1.38141666666667
PGM2L1	1.127875
GNAO1	0.577285714285714
RPL10	-0.3598
RPS6KA6	-1.171
PFKL	1.41016666666667
SH3D19	-0.566875
AURKB	-0.842833333333333
ZC3H6	0.441375
DISC1	1.74683333333333
FLJ39660	-0.0916666666666667
TMEM25	-0.36325
OSBPL10	1.620625
CLTCL1	-0.588666666666667
ALG6	-0.30325
CATSPER4	-0.485
LRTM1	0.73
RRAD	0.0746666666666667
TIPIN	-1.34025
CARD14	1.58425
RBM9	0.404666666666667
RASSF4	2.37625
SLC25A18	-1.27733333333333
C6orf58	-0.4855
IGHD	0.341
PLA2G6	0.0055
TPT1	0.00537500000000004
SEC63	0.1875
CCDC113	0.077
TDRD10	-0.123125
KIAA1666	-1.86025
TOR1AIP1	-0.439583333333333
SYTL4	-0.1135
SPRR2F	-0.504
CEBPD	2.794
SNTG2	-3.13533333333333
C20orf77	0.151416666666667
TAS2R49	1.874
C6orf173	2.705
SVEP1	-0.3045
PXN	-0.359428571428571
VIL2	0.303916666666667
C5orf21	0.391333333333333
DIXDC1	-0.049125
GANAB	-0.6285
PDSS1	-0.2305
NGFR	-1.13557142857143
ATP8B4	-0.1205
BMP8A	0.252
CCDC132	-0.367416666666667
GNRH1	-0.1805
OR10T2	-0.1125
PDGFD	1.81683333333333
OR6W1P	0.171
HARS	-0.3805
KRT77	0.168
AQP8	-0.485
ITGB1	1.6692
ZNF254	-1.837
PAX1	0.1676
PSMC4	0.391
ANKRD22	4.09775
PSMD8	0.679333333333333
HTR1E	2.336
SOX10	1.7261
OR5B2	null
RABGEF1	-0.322071428571429
MAP1LC3B	-1.20625
CYB5R4	-0.337
AGXT2L1	-3.85466666666667
FLJ41603	2.046
TRAPPC2	0.1935
FNTB	-0.4821
FLJ14107	-0.104166666666667
AURKAIP1	0.40625
DSE	2.33475
NFKBIZ	-1.44466666666667
OSBPL3	0.196166666666667
LOC130576	2.16275
SLC39A9	-0.118166666666667
LOC137886	-0.107583333333333
RHCE	-1.3715
ATG7	-0.108666666666667
FAM82A	0.2835
FBN3	0.4435
MCFD2	-0.466333333333333
CASP14	-0.6475
EPS15	0.7675
SFRS2B	0.1935
C19orf47	1.3095
PLAC9	-0.5115
GPR23	-2.7495
BTNL3	0.15775
RGS8	0.47
GNS	-0.00975000000000001
ENO2	-1.2425
CBX1	-0.0634
PEX26	0.6495
LRP5	-0.460833333333333
ADAMTSL4	-3.0455
ARR3	-0.5965
MAP1A	-0.304
CD2	-0.615
NAV2	-1.045
TMEM69	-0.7455
ATXN7	-0.723166666666667
CHN2	-2.2545
ZNF781	-2.13116666666667
HAS2	-3.076
KIAA0241	0.188
BIC	0.793
MOBKL2A	0.263
CYP2C9	1.1325
CNOT7	-0.802071428571429
SFRS10	-0.363
CST11	-0.04025
FLJ37543	1.221
NKAP	-0.0895
RUNX1T1	1.316
EAF1	-1.2264
IL4I1	3.13625
LRRC61	-0.0843333333333333
PSIP1	-1.54745454545455
SPRR4	-0.5845
ZFP90	-1.208
AP2B1	-1.38315384615385
SLC30A7	1.16791666666667
C7orf28A	0.868833333333333
S100B	-4.42666666666667
BMP2	0.6895
ESR1	-3.038
ZFPL1	0.05225
ARHGAP12	0.615
LRRC19	0.138
ZNF767	-0.652833333333333
NACA	-0.7554
OLIG1	-0.301625
PRF1	0.401
LST1	1.57866666666667
SPATA9	-0.628333333333333
CNFN	2.453
CDK4	-0.6915
TCF15	2.78433333333333
PARC	-0.94175
PPM2C	2.54975
LOC283345	-1.1
FAM107B	0.49575
DMXL1	-1.142125
RBM3	0.7985
HTR5A	-1.49233333333333
SCFD1	-0.399
EPHB3	3.43
ROPN1L	-1.80533333333333
RAMP3	-0.99575
TSPYL5	4.44245454545455
GAP43	-2.769
PAPD4	-1.61125
PDE3A	-1.4
TNFRSF10C	0.2355
JMJD5	-0.425333333333333
RASGEF1A	1.8198
C16orf65	0.5235
HIPK3	0.794166666666667
XYLT2	-0.81975
XPOT	-0.818333333333333
GAL3ST1	-1.29925
DHCR7	-0.69575
AMIGO3	-0.0316666666666667
FGFR4	-0.476333333333333
CRAT	-0.5905
PPP1R14D	0.115
TRIM14	0.5612
TMPRSS11D	1.023
SLC7A11	-3.07975
OR10H2	0.38375
PPM1E	-1.843875
DOCK4	0.7665
FAM127A	-0.06125
ENOPH1	-1.16825
SLC5A3	0.8728
ZNF530	0.1975
NTS	-6.663
FRMD4A	1.60075
BCL11B	-4.07633333333333
PRM1	0.0935
UQCC	-1.1455
S100A16	1.57133333333333
PLS3	0.37425
WWOX	-0.536428571428571
CCDC23	0.63825
GTSE1	-0.624333333333333
GP2	0.388
FLJ32549	-1.37975
CHIT1	0.159333333333333
KLF9	-0.82225
RPS24	-0.2635
MIA	3.58
FIGN	0.794
PYROXD1	1.27275
PCSK2	-1.28783333333333
MRPL9	0.4555
RPL24	-0.213625
C12orf32	-0.98075
HIST1H2BE	-1.05275
RGS18	0.724
LFNG	0.229875
RAB4B	0.2589
FBXO25	-0.063
TSPAN31	-0.105833333333333
ARL8A	0.682071428571429
C10orf83	-1.35311111111111
OR51B6	-0.296
CNKSR2	-0.05575
C1orf156	-0.50775
IBSP	4.805
GFRA2	-0.0854
ALKBH7	0.6331
NEK10	-0.62525
VN1R3	1.124
LOC91948	-1.331
CPZ	-0.817
IHPK3	0.397
COL8A1	1.4385
RBPJL	0.0485
OR10A4	0.322666666666667
CASP8AP2	-1.314875
MMP12	1.064
OR8B12	-2.354
CDCA5	-1.62783333333333
LIX1L	-1.44225
PEX11B	-0.139875
GABRA1	0.4684
HABP2	-0.1735
REEP1	-0.860666666666667
FBXO15	0.68825
CD68	0.763
WFDC9	-0.207
GHDC	0.25
SMARCA1	-2.08125
SPAST	0.669333333333333
PLXND1	-0.190416666666667
MLCK	-1.004
INTS5	0.111
BSG	-0.208071428571429
PARP8	0.0746666666666665
TEAD4	0.191166666666667
ZNF498	-0.622625
TMEM89	-0.598666666666667
DTX4	0.94925
TNRC6B	0.6598125
ARMC2	-1.1535
FGFBP1	-1.682
TIMM8A	0.076
AJAP1	-1.7895
ZNF608	0.67925
SLC25A42	-0.7225
SYP	-0.7
MMP11	3.70683333333333
USP40	0.2978
C3orf62	-1.48033333333333
MYO1E	-0.3249
LRFN4	-0.30725
XCL1	-0.96
GPR155	-0.16925
VPS29	-0.38725
CARHSP1	-2.19625
ARHGAP20	-0.829166666666667
GREM2	1.10414285714286
CCDC102B	3.34025
ZNF577	0.607833333333333
HDDC2	-1.723125
SHC2	0.6869
NCOA5	0.896
INPPL1	-0.8535
CHGB	-3.8359
IHH	-0.592
DDEF2	0.46575
DIAPH3	-0.582619047619048
BUB3	-0.735166666666667
GGH	0.209222222222222
VPS35	-0.4432
CNN2	1.14191666666667
ASNA1	-0.746
WDTC1	0.73825
AMAC1	-0.288
HAS3	-1.0015
SLC1A6	0.835666666666667
ZNF563	-0.9285
C1S	2.60975
TCF7L1	2.701
OR10Z1	0.468
ME2	-0.4715
C6orf151	-1.063125
KPNA4	0.8803
GLO1	-1.21525
WDR61	-0.777333333333333
CD302	0.87775
SIRT7	0.692333333333333
C11orf59	0.3665
PKIG	-0.7625
PPIL3	-2.265
CCDC74B	-0.6375
ZNF528	0.83075
EFNA5	0.502
FCGRT	1.30025
NOL4	0.827
CCS	-0.5375
LOC374491	-0.23875
MFSD7	3.6655
ZNF555	0.04525
LIMS3	0.6145
TSSC4	0.752333333333333
COL11A2	-2.2975
C1orf119	0.845666666666667
BPNT1	-0.617
CHRNA6	0.053
C1orf173	0.528857142857143
PLD2	0.40325
ORC1L	-2.1605
SASH1	0.754375
CDC14B	-0.537625
RLBP1L1	0.919
LDLRAP1	0.2082
NAT8B	-0.2665
HHEX	-4.1495
LGALS7	0.934
PLCH1	1.499375
OR1M1	0.588
PRAMEF16	0.2795
HECTD1	-0.5025
C14orf39	-0.947
TLN2	0.00189999999999997
HDAC4	-0.658142857142857
SYCP2L	-0.66325
GLRA1	0.963
RPS6	-0.6295
hCG_1757335	-0.294
KLHL1	-1.155
CTNNBIP1	1.87783333333333
SCAND2	-1.0366
HMGN2	-0.5104
YAF2	0.61925
BRPF1	-0.33625
LIAS	-2.15325
CTA-246H3.1	-2.3685
SAG	-0.118666666666667
C20orf10	-0.0746666666666666
HNRNPA2B1	-1.1735
GADD45A	-1.36683333333333
MSH4	0.031
TMEM70	0.68875
HIST1H2AM	0.07225
C19orf26	-0.3225
C1orf50	-0.09925
GNG3	-0.501
FTO	-0.806
CALCB	-0.58
PPP3R1	-0.209
C15orf42	-1.141125
CCNJ	-0.31
GNAZ	0.836466666666667
PSD	-2.2825
FAM57A	-0.005
STIM2	-0.831
DHX8	-0.5125
MOGAT3	-0.56625
UBE3B	-0.102166666666667
PLAT	-0.885833333333333
C6orf206	1.812
COPE	-0.4409
EIF3A	0.709375
C1QL2	3.148
IQCE	0.843583333333333
KIAA0182	-0.728583333333333
SLC22A7	0.069875
PPFIA2	-0.3485
ADAMTS15	1.677
ODZ1	-1.589
THBS4	0.7265
ARHGAP1	0.338875
B4GALNT3	-0.363833333333333
FCHO1	-0.884
LOC440456	0.458
HOXD10	-1.0535
CXCR3	-1.09966666666667
CHI3L2	2.19425
SRPX2	1.713
ZNF132	-0.346666666666667
UBAC2	-0.052
RPL32P3	-0.663
CBWD6	0.252
ST6GALNAC4	-0.8865
KIAA0391	-0.6485
LOC388969	1.056
KRTAP5-8	-0.319
ZNF786	-0.19425
LYVE1	1.039
GPR144	-0.2245
APOH	-7.67183333333333
TSC22D2	0.9335
PLCD1	0.164
FLG2	2.238
M-RIP	0.5017
NDUFV1	-0.61075
POLDIP2	0.038
RAB3GAP2	0.0321666666666667
RPSAP15	-1.05475
CLEC7A	2.34925
HSPA14	0.41075
TAAR5	0.27975
FAM132A	-1.0535
C2orf43	-0.78975
OR10V1	0.476
SELPLG	-1.22925
C1QTNF6	-1.1785
OPCML	2.3833
DTYMK	0.2065
ALDH16A1	1.738125
F13B	-0.8475
MGC16169	-0.309
KIRREL2	1.00733333333333
C14orf32	0.115666666666667
SLAIN2	-0.4319
HSD3B2	-0.0975
AMMECR1L	0.4402
LRRC37B	-0.84
HMG20A	-1.0445
C22orf27	1.0998
FBXL22	0.1055
AP1B1	1.68283333333333
TNKS1BP1	1.44925
CD74	1.061
HSPA12B	2.01933333333333
PLSCR1	0.855333333333333
SLC35E1	1.11216666666667
FEZ1	-2.56225
APOD	3.8495
C16orf44	0.08625
C1orf166	-0.196
KCTD11	1.663
NELF	-0.374
SRP54	-0.4295
MGC35361	0.2
GPR35	-1.4915
NRGN	-1.21425
SIGLEC12	0.233
SCN1B	-0.21975
IFNW1	0.36
STAR	-4.90475
HLA-DQA2	1.8956
RNASEH2B	-1.31375
TAAR2	-0.254
VAMP5	0.224166666666667
TUBA1C	-0.4465
PIK3R2	-1.273875
ARD1A	0.210333333333333
EBF2	0.468333333333333
CAMSAP1L1	0.30825
CYP3A43	0.25375
AKR1B1	-1.685
KIAA1729	0.985625
KAL1	-0.265888888888889
CYBB	-1.07075
UXS1	0.5205
LOC338579	-0.47325
C11orf45	0.9995
SHB	0.763
IKZF4	-0.762875
NDUFA1	-0.045875
HSPE1	0.01475
C1orf215	-0.3565
GPR113	-0.9494
ZNF573	0.63025
TBX18	-0.392
GGTA1	3.961
PCDHGA8	-0.5485
RPS6KL1	-0.6975
DPP9	0.056875
SLC43A2	1.273625
COPS3	-0.7905
PMPCB	-0.233166666666667
HYLS1	-0.4255
LSM8	0.014
PDE6B	-1.813
C10orf118	1.8632
OR1C1	-1.06366666666667
ZNF415	0.484
OR2F1	-0.488666666666667
ZDHHC13	1.16575
FZD8	1.8739
TCEA1	-0.444
SUSD4	0.1745
C22orf24	-0.235
TNFRSF14	-0.337
TRIM28	0.392833333333333
FGF5	-2.94216666666667
CSPG5	-0.214833333333333
RNF133	0.69075
FKBP15	-0.031
BZW2	0.20475
NSMCE1	-1.24475
PTPRN	0.33975
TST	1.121375
POP1	1.4795
RNF24	0.0538333333333333
SFRS4	-0.560125
REPS1	-0.12825
CD70	-2.057
PDXDC1	1.207375
SRC	1.6303
NTNG1	-1.7846
SETD1B	-0.487
TINP1	-0.7763
ZNF606	0.965166666666667
SSR1	0.3371875
RGNEF	-0.380833333333333
NFS1	-0.9685
CENTB5	0.02725
CRMP1	0.0243333333333333
ADAM18	0.27575
CCDC87	-0.588833333333333
LRRC8B	0.7185
CSNK1G1	-0.472636363636364
MAFB	1.823
C12orf45	-0.7495
C1orf54	1.924
DPEP1	-0.1365
FLJ13137	-0.363
C14orf118	-1.45316666666667
ANKRD19	0.028
ABCA9	-0.213111111111111
TMEM87A	0.4964
BBS5	-0.1003
CYP17A1	-0.693428571428571
SCG3	-2.62116666666667
ESCO2	-1.392
GFER	-1.343
NRIP2	-0.0993333333333333
DDX59	0.1605
RIC8B	-1.7274
TNNI1	-0.1385
KTELC1	-1.04966666666667
GPR85	0.0378333333333333
SP3	0.783
GOSR2	0.137333333333333
DDX1	0.405
DSCR9	0.9535
KIAA1984	-1.558375
FLRT3	-0.29125
RNPS1	-0.911714285714286
ZNF772	0.139
SLC25A10	1.13816666666667
ADAMTS3	-0.867875
TBC1D7	-1.79625
PCYOX1L	-1.57625
LOC339745	0.78575
VPS54	-0.3615
PCDHB12	0.931625
C4orf6	-0.320666666666667
CCL5	4.064125
PEX5	-0.806625
LENG1	0.480666666666667
LOC51336	-2.819
FLJ25371	1.18
WDR45L	1.3265
SPAG8	-0.776833333333333
GUCA1C	2.029
LOX	-0.396166666666667
FIZ1	0.1325
BAG5	-0.153583333333333
BUD13	-0.646333333333333
MGC2752	0.1815
IQSEC3	0.522857142857143
TGFBR3	-2.912
CASP9	-2.04
PPA2	0.041875
MED24	0.249
MAP3K7	-0.7565
SRPR	0.3765
C17orf81	1.64325
RIPPLY1	-0.236
EID2	0.41325
AKR1C1	-1.16433333333333
IMMP2L	-0.07025
SPSB4	1.511
BAG4	-0.824875
ZNF32	1.105
KLHL34	5.1415
BRD2	-1.020375
IL32	1.6855
FAM53B	1.16083333333333
SLC7A1	-0.3
KAAG1	0.373
CCDC54	0.398
PRKCQ	-2.69566666666667
TIRAP	0.85275
SPSB1	2.6725
USP36	0.94725
FLJ32569	1.345
LYZ	-2.353875
TMEM186	-0.555833333333333
TPM2	1.28583333333333
C9orf100	-1.12433333333333
PPP1R11	0.0202
OLFML3	0.6251
ELAVL1	-0.613
DNAJC17	0.414666666666667
ABCA2	-1.2805
BNIP3L	-0.98525
ATP10D	1.9795
GALNT8	-0.4278
PRKCH	1.37775
USP12	0.10175
STXBP1	-2.1573
LSM2	-0.4525
ANKRD30A	0.8735
LAP3	-0.44675
C9orf40	-0.187333333333333
KATNAL2	0.416833333333333
RG9MTD2	-0.026
PNPLA7	-0.48925
IDH1	-1.17
C1orf57	0.69275
XRCC5	-0.2428
TBRG4	0.208375
DCDC5	1.23116666666667
POU5F1	-4.581
RAB1A	1.21835714285714
KRTAP15-1	0.9515
INHA	-1.36083333333333
WDR90	-0.47775
MLL2	0.0261666666666667
FAM104B	-0.41975
SF3B14	0.38325
STX1B	0.143
SNX12	0.9375
KMO	2.8005
FAM100B	0.49975
CDRT15	0.649
RAB9A	0.264166666666667
RUFY3	-0.1795
UBE2U	1.1705
NFKB1	0.3261
FBXO38	-0.432125
VRK3	0.32825
TUBB8	-0.5505
IFNA6	-1.3205
AYTL1	-0.2855
RBP3	1.3496
MUC13	-1.17925
C8orf30A	-0.1765
MFAP1	-1.2765
NHLH1	0.8415
CXorf34	-0.94375
SP8	-2.763
RNF151	0.141333333333333
TDRD7	0.06425
KCND2	1.92275
FKBP9L	0.8165
C17orf44	0.41875
TIMM17B	0.0475
WIPF1	-0.4402
SNX15	-0.6424
IGF2R	-0.2232
SBSN	0.672
RBM15B	-0.07325
AGBL5	-0.75675
APEX2	0.1345
C17orf39	-1.309
UBE3A	-0.6071
SPANXC	-2.4615
TGFB1I1	0.163
RBM13	-2.21625
TOP2B	0.0138333333333333
NPVF	-0.00749999999999995
RIMS4	0.997375
RAD54L2	0.2625
RSPO3	4.12833333333333
C2orf47	0.155
TSPAN4	-0.7785
DNAL1	-0.47175
DKFZp761E198	0.558125
NLE1	-0.9065
TPST1	0.861
SREBF1	0.4825
CLEC12B	-1.656
FUK	-0.02525
IL21	-2.075
LTK	-1.99825
DKKL1	2.67
EPAS1	0.222375
UBTF	-0.152
HIST2H2AB	0.336916666666667
TMPRSS12	0.449571428571429
KIAA0427	0.743166666666667
CYP8B1	-0.0226666666666667
FPRL2	2.8865
LOC402573	0.385
HSDL2	-1.54316666666667
SEMA6B	0.365166666666667
AKR1A1	0.135214285714286
CLTB	0.661666666666667
NXT2	0.0875
HSPB7	2.2205
MLLT11	-0.854666666666667
OLFM3	-0.0874
SEC61B	0.485916666666667
GPR139	-0.6635
RRP15	-0.55325
OR3A2	-1.533
RSL1D1	-0.5294375
P2RX7	-1.47016666666667
PSME2	-0.81025
ADNP2	-0.03375
RBM25	0.175666666666667
IFITM1	1.005
POLR2E	-0.369
ZNF643	-1.366
ZBTB25	-2.3505
SPTBN4	0.61825
FBXO28	0.32025
CLEC10A	0.125
EPHA8	2.170875
BEST4	0.018
GAS6	1.026
TSHR	0.097
TMTC1	-2.41613636363636
GSTM2	-1.8695
ETV1	-1.846875
ADAM11	-2.00533333333333
ERGIC2	-0.5695
ATP6V0E2	1.84516666666667
HGFAC	-2.22983333333333
CTTNBP2NL	1.4635
FLJ20628	-0.324
MTCH2	-0.4045
BACH2	-0.398333333333333
AUTS2	2.606
FSD1L	-0.42475
RPRM	0.402333333333333
PPP2R3A	2.0505
BAT2	-0.656625
LPHN2	1.55683333333333
MGC71993	-0.118333333333333
PPARGC1B	0.515
CENPT	-1.12125
RNF123	-0.218666666666667
COL27A1	0.4969
ZP2	0.078
C2orf21	-0.262
CCDC78	-3.21075
MCM8	-1.6735
PHLDB2	-0.1075
PLAUR	1.258125
HDPY-30	-0.308
BMP5	-3.2675
MUM1	-0.29475
FAM62C	-0.632
MID2	0.944
SYT16	0.355
ISG20L1	-0.6478
C2orf40	2.57825
SRRM2	0.309714285714286
FCRL1	-0.518428571428571
C1orf90	0.894666666666667
MEP1B	0.52
PCSK7	0.3584
PBX2	-1.03675
CENTB1	-1.085
GLT6D1	0.6135
HGS	0.81775
WDR51B	-1.18725
KCNJ8	2.02525
NOL10	0.135375
EDEM3	0.0045
TCOF1	-0.4735
SLC16A1	-0.415333333333333
SF3B3	-0.58175
NUDT21	-1.31325
ZNF235	0.715
KIAA0644	1.8005
ERC1	0.2856875
NKIRAS2	1.49616666666667
TRMT5	-0.8755
PPP1R7	-0.01
C14orf177	1.9635
HTRA4	0.023
FAM139A	3.04633333333333
C16orf30	4.5285
C10orf32	0.329125
VCX2	-3.70725
MGC27016	0.325666666666667
LARP5	1.4745
THNSL2	1.92516666666667
TRADD	1.21633333333333
C1QTNF1	0.3275
C1orf43	0.4052
AS3MT	-1.44525
SCARF1	1.43225
PHF23	0.249625
B3GNT2	1.072
FNBP1	-0.5145
ZNF780A	-0.204
MAGEB2	-2.38266666666667
FANCG	-0.475
EYA2	3.348
ZNF471	3.06825
C14orf153	-0.586833333333333
BCL2L14	0.5125
EFS	1.426
CKAP4	0.627833333333333
ZNF224	0.1193
ZNF652	-1.754
TMEM4	-0.297
SCN3B	0.50575
OAT	1.53425
DRD1	0.4715
IQGAP2	-2.60116666666667
CDYL	-0.206833333333333
PFN3	-0.0875
ANKS1A	-0.07775
COBLL1	-0.098
C2orf55	0.407166666666667
PRCP	0.14675
TMEM130	2.239
SPINK1	4.84125
NDUFB1	-0.58775
DIO3	0.226714285714286
PRTG	-2.1716
PVRL1	1.1
CNTD2	1.198
MYL4	-2.6585
SLC17A1	0.0425
RGMB	0.024
TAF5L	-1.417
FAM27E1	-1.8595
CCDC59	-1.16875
MED20	-0.576833333333333
CHMP4A	-0.320125
FBXL12	-1.516
TOMM20	0.28975
ZNF364	0.25325
