Hybridization REF	TCGA-C8-A1HM-01A-12R-A137-07
RIOK1	-0.519
HERC2	-0.55575
HSD11B2	0.4465
FAM96B	0.3085
MGC13057	-2.218375
BSN	-0.477
CAND1	-0.1745
HCST	2.997
ACTR10	0.000666666666666667
OR8D4	0.8715
NASP	-1.0639
COL9A2	-0.170833333333333
LYZL1	0.2475
GPC5	-2.99525
TBL3	-0.0913333333333333
CENTD2	0.0194
OR5AP2	0.04
TLR1	3.19275
LMO6	0.0505
ZIC2	-1.22525
CPNE5	1.46825
ZMYND15	1.472
FLJ22374	-0.26875
CCDC106	0.3285
PARP16	0.05325
PDIA3	0.34375
C14orf126	-0.641
CECR2	0.5735
SFRS1	0.0190714285714286
FIGLA	-0.474
DCP1A	-0.235166666666667
MGC45800	-2.1267
TEKT1	-0.313833333333333
C10orf67	0.447
CLN5	0.44575
NTN2L	-0.0515
GLE1L	0.10525
CES2	-0.5691
GNAS	-0.271277777777778
DDX53	-1.673
TSPAN13	3.028
MRPL52	-0.4074
SPIRE2	0.356125
TAS2R39	0.37725
SCUBE3	0.979
UCRC	0.4465
CDKL3	-0.5445
KIAA1715	-0.7122
ZNF345	0.7985
RTF1	-0.00587499999999999
DHRS7	0.36775
RIPK4	-1.07166666666667
EXOSC2	-0.447
MS4A2	1.84
FGF17	-0.00325000000000001
WDR59	-0.371125
EVI2A	-0.528
IL17RC	0.782
HS3ST1	2.58925
ITGB1BP2	0.022
RBPJ	-0.9365
GIMAP1	3.9095
INE1	-1.04766666666667
ALDH18A1	-0.4465
TPI1	-0.764875
GATA6	-0.93625
CABP1	-0.9895
ZNF484	0.68625
DAPK3	0.557
GJB1	-2.25616666666667
PIN1	-0.8065
SLC6A15	-3.93975
CNO	-0.15475
RIN2	2.096
FRRS1	1.0095
CYorf15B	-4.4735
DMRT3	0.264428571428571
ATAD1	-2.399125
OTUD4	0.354166666666667
ATOH8	-1.64675
ZSCAN16	1.226625
ASCC1	1.2965
OTUD3	-0.084625
MGC33212	1.123
YME1L1	-0.080625
RP11-218C14.6	-0.12925
PCBP4	-1.00925
TNFRSF10A	0.265
CDH10	-4.3212
KL	3.00075
SCP2	0.294833333333333
C9orf119	0.017375
SON	0.08925
MAFK	-0.157
SBNO2	0.351
SLC6A6	0.0935
SC4MOL	-1.937625
FAM35B	-1.787875
PPP1R9A	0.0285
PDZRN3	-0.01725
CXorf20	0.2545
C6orf126	2.38925
AVEN	-1.0785
FLJ21075	-1.7975
C14orf132	-3.266375
PCK2	0.405625
GUCY2C	0.087
BARX2	0.41425
PEX11G	0.8715
DAO	-1.16783333333333
C10orf49	0.7835
EDNRA	0.0931666666666667
PPP2R5A	0.8275
DDX39	-0.175
SERF1A	-0.42725
ASCIZ	0.3183
FNDC8	0.46075
PTMS	0.340375
PHF7	-0.29025
PIP4K2B	0.3856875
HHLA2	0.25425
BDH2	-0.3557
APOBEC2	-0.7585
PENK	-0.719333333333333
SMAD9	-2.4985
MT3	-0.1415
RGL1	0.712875
ATG10	-1.1035
DLGAP4	-0.0866666666666667
APPBP2	-0.274071428571429
BACE2	1.23764285714286
LOC339344	0.6485
ZNF395	-0.5751875
HIST1H2BL	-0.89125
ZNF467	0.757875
SLC25A21	-1.57125
PALM2	-1.64083333333333
NSUN5C	-0.191
IL5	0.2913
CLSTN2	2.9065
ANXA8L2	-2.181
PTGES	0.5475
GDAP1L1	-1.9565
OPRK1	-2.05933333333333
WDR20	-0.12075
C12orf4	0.808125
NUP88	-0.325875
XRCC6BP1	0.155333333333333
FCGBP	-0.798
LEMD2	0.07475
NOMO1	-0.5615
C10orf79	0.364625
ZNF79	0.7856
OCRL	1.3546
HSPA8	0.126416666666667
DIDO1	-0.126833333333333
PLA2R1	0.42425
COG3	0.6833
NGDN	0.38975
CBFA2T2	0.2585
PNOC	0.8785
PRRG1	-1.69141666666667
AGGF1	-0.163785714285714
DPF2	0.19075
YIPF7	-0.7165
TRPV5	0.345
ZNF322B	1.4505
MED12	0.476166666666667
CARS	-0.487666666666667
ABCC11	4.05116666666667
C9orf25	0.534
MYH1	-0.847
FRYL	0.68025
AGTRAP	0.42375
MMP27	0.258
ZNF432	0.367375
OR8D1	0.114
OR13D1	0.061
VWA1	1.234
STON1	-1.58625
IL5RA	-0.32525
PERP	0.5145
C10orf107	1.18316666666667
TNFSF12	1.92075
FN1	0.920166666666667
MTR	-0.343333333333333
PHLPPL	0.520833333333333
ZNF425	-0.4535
DHFR	-1.23455555555556
PPP1R12A	0.20175
RSPO2	-2.83585714285714
ZNF7	0.31475
ZNF583	1.17675
TPMT	0.0616666666666667
GPR132	1.483
OR2T12	-0.14275
SERTAD2	0.1533
ATP1A1	-0.4304
FRMPD3	0.66725
ZNF672	0.155
PLXNB3	0.357875
EML5	-1.416
FAIM3	0.357
UBQLN2	1.1875
SORCS2	-1.24725
PRIM2	-0.318
ACVR2A	0.370666666666667
YWHAZ	0.86675
PGM2L1	-0.0085
GNAO1	-0.160857142857143
RPL10	0.5193
RPS6KA6	1.9315
PFKL	-0.03
SH3D19	-0.70425
AURKB	-0.783666666666667
ZC3H6	-0.277
DISC1	-0.130666666666667
FLJ39660	-1.72716666666667
TMEM25	2.29375
OSBPL10	-0.2725
CLTCL1	-1.97033333333333
ALG6	-0.09925
CATSPER4	0.9055
LRTM1	-0.0165
RRAD	0.00916666666666668
TIPIN	-0.28375
CARD14	0.95225
RBM9	-1.8525
RASSF4	1.45425
SLC25A18	-0.0395
C6orf58	-0.583
IGHD	0.3875
PLA2G6	-0.197
TPT1	0.922375
SEC63	0.0524
CCDC113	0.4693
TDRD10	1.13575
KIAA1666	-0.058875
TOR1AIP1	0.64075
SYTL4	1.82616666666667
SPRR2F	-0.8015
CEBPD	1.16525
SNTG2	-2.39325
C20orf77	0.968166666666667
TAS2R49	-1.4415
C6orf173	0.99
SVEP1	-0.5966
PXN	-0.860357142857143
VIL2	1.63808333333333
C5orf21	-0.2995
DIXDC1	0.00975000000000001
GANAB	-0.869333333333333
PDSS1	-1.03075
NGFR	-0.721
ATP8B4	1.83475
BMP8A	0.0705
CCDC132	-0.722666666666667
GNRH1	-1.002
OR10T2	0.5615
PDGFD	1.59466666666667
OR6W1P	0.4485
HARS	-0.597333333333333
KRT77	0.004
AQP8	0.16975
ITGB1	-0.404
ZNF254	-0.3671
PAX1	-0.0341666666666667
PSMC4	0.6584
ANKRD22	5.94075
PSMD8	0.421833333333333
HTR1E	-0.6355
SOX10	-2.6008
OR5B2	0.021
RABGEF1	-0.596
MAP1LC3B	-1.03175
CYB5R4	1.3405
AGXT2L1	0.04825
FLJ41603	1.5585
TRAPPC2	-1.31866666666667
FNTB	-0.3848
FLJ14107	-0.502
AURKAIP1	0.161
DSE	1.606
NFKBIZ	-1.18933333333333
OSBPL3	-1.19783333333333
LOC130576	1.6385
SLC39A9	0.1245
LOC137886	0.902166666666667
RHCE	-0.909
ATG7	0.553
FAM82A	-0.788833333333333
FBN3	0.053
MCFD2	-0.5625
CASP14	0.2575
EPS15	0.708666666666667
SFRS2B	-0.378916666666667
C19orf47	0.2005
PLAC9	-0.9755
GPR23	-1.3695
BTNL3	0.882666666666667
RGS8	0.158
GNS	0.9235
ENO2	-1.543
CBX1	0.5429
PEX26	0.1555
LRP5	-0.718833333333333
ADAMTSL4	-1.201
ARR3	0.0245
MAP1A	-0.68325
CD2	5.7955
NAV2	-1.30925
TMEM69	-0.406
ATXN7	-0.947833333333333
CHN2	1.28616666666667
ZNF781	-1.7735
HAS2	-4.27783333333333
KIAA0241	0.453333333333333
BIC	2.38075
MOBKL2A	0.02975
CYP2C9	0.4805
CNOT7	-0.554214285714286
SFRS10	0.012
CST11	0.55225
FLJ37543	-0.579
NKAP	0.48975
RUNX1T1	1.06575
EAF1	1.0355
IL4I1	3.88425
LRRC61	-0.336166666666667
PSIP1	-1.36316666666667
SPRR4	0.7845
ZFP90	0.194333333333333
AP2B1	-0.0153846153846154
SLC30A7	1.84966666666667
C7orf28A	0.416666666666667
S100B	-3.38183333333333
BMP2	-3.043375
ESR1	4.85333333333333
ZFPL1	0.09425
ARHGAP12	0.87675
LRRC19	0.155666666666667
ZNF767	-0.883333333333333
NACA	0.4159
OLIG1	-2.962125
PRF1	3.6085
LST1	3.27233333333333
SPATA9	-0.599333333333333
CNFN	1.0105
CDK4	1.4854
TCF15	0.639333333333333
PARC	0.012
PPM2C	1.10825
LOC283345	-0.0735
FAM107B	0.653
DMXL1	-0.2205
RBM3	0.778875
HTR5A	-1.6095
SCFD1	-0.349833333333333
EPHB3	2.852125
ROPN1L	0.452666666666667
RAMP3	0.29725
TSPYL5	-1.22563636363636
GAP43	-4.128
PAPD4	0.33225
PDE3A	-3.495
TNFRSF10C	0.31
JMJD5	-0.174666666666667
RASGEF1A	0.7271
C16orf65	0.371
HIPK3	0.991166666666667
XYLT2	0.8345
XPOT	-0.7385
GAL3ST1	0.44875
DHCR7	-1.07975
AMIGO3	0.347
FGFR4	-2.11033333333333
CRAT	-0.4105
PPP1R14D	0.6005
TRIM14	0.6838
TMPRSS11D	-0.49
SLC7A11	-2.838
OR10H2	0.89675
PPM1E	-1.5564
DOCK4	0.24875
FAM127A	0.344125
ENOPH1	-0.24025
SLC5A3	-0.2221
ZNF530	0.7048
NTS	-6.16125
FRMD4A	0.508
BCL11B	-1.38316666666667
PRM1	-0.0795
UQCC	-0.0346
S100A16	-0.504666666666667
PLS3	-3.153
WWOX	2.83564285714286
CCDC23	-0.0785
GTSE1	-0.984166666666667
GP2	4.854
FLJ32549	0.435375
CHIT1	4.48925
KLF9	-0.189125
RPS24	1.7051
MIA	-3.88575
FIGN	-2.56825
PYROXD1	1.43075
PCSK2	-0.63775
MRPL9	0.589
RPL24	0.035375
C12orf32	-0.07
HIST1H2BE	-0.61125
RGS18	3.77075
LFNG	0.857
RAB4B	0.7055
FBXO25	0.2065
TSPAN31	2.20516666666667
ARL8A	0.467
C10orf83	-0.2511
OR51B6	-0.081
CNKSR2	-0.11525
C1orf156	0.905
IBSP	1.962
GFRA2	-0.1917
ALKBH7	0.4979
NEK10	1.4755
VN1R3	0.327
LOC91948	-0.5235
CPZ	-0.67625
IHPK3	0.204666666666667
COL8A1	0.1065
RBPJL	0.203
OR10A4	-0.00975
CASP8AP2	0.442875
MMP12	1.71133333333333
OR8B12	0.4975
CDCA5	-0.731166666666667
LIX1L	-1.3375
PEX11B	0.926375
GABRA1	-0.0855
HABP2	-0.0885
REEP1	-0.934
FBXO15	0.538
CD68	1.6785
WFDC9	0.3585
GHDC	0.468
SMARCA1	1.79625
SPAST	1.09533333333333
PLXND1	-0.403333333333333
MLCK	-0.697
INTS5	-0.323333333333333
BSG	-0.975857142857143
PARP8	1.79933333333333
TEAD4	-0.6785
ZNF498	-0.57625
TMEM89	-0.396
DTX4	-0.6215
TNRC6B	-0.5528125
ARMC2	-0.275875
FGFBP1	-3.78783333333333
TIMM8A	0.807166666666667
AJAP1	-2.1197
ZNF608	-1.89975
SLC25A42	-0.453125
SYP	-0.3385
MMP11	2.24483333333333
USP40	-0.2854
C3orf62	-0.295666666666667
MYO1E	-0.5559
LRFN4	-0.7435
XCL1	2.94166666666667
GPR155	0.7655
VPS29	0.86675
CARHSP1	-0.043
ARHGAP20	-0.436166666666667
GREM2	-1.4155
CCDC102B	1.6475
ZNF577	1.1985
HDDC2	-0.618875
SHC2	-1.6067
NCOA5	1.58183333333333
INPPL1	-0.8865
CHGB	-3.4793
IHH	0.2095
DDEF2	0.33675
DIAPH3	-1.45390476190476
BUB3	0.337666666666667
GGH	0.710666666666667
VPS35	0.9397
CNN2	-0.107833333333333
ASNA1	-0.292
WDTC1	0.35875
AMAC1	0.198
HAS3	-1.33366666666667
SLC1A6	-1.25983333333333
ZNF563	-1.1245
C1S	3.16675
TCF7L1	-1.71425
OR10Z1	1.1985
ME2	-0.4005
C6orf151	-0.435125
KPNA4	0.6578
GLO1	0.419875
WDR61	-0.115666666666667
CD302	1.623
SIRT7	0.123
C11orf59	0.17
PKIG	-0.301
PPIL3	0.194
CCDC74B	1.783
ZNF528	0.641
EFNA5	1.5985
FCGRT	2.25975
NOL4	-0.6394
CCS	0.2905
LOC374491	0.20225
MFSD7	3.3535
ZNF555	-0.186
LIMS3	-1.98475
TSSC4	0.652
COL11A2	-0.858
C1orf119	0.925666666666667
BPNT1	-0.192875
CHRNA6	0.457
C1orf173	0.7862
PLD2	-0.7545
ORC1L	-2.21275
SASH1	2.2495
CDC14B	-2.151625
RLBP1L1	0.3975
LDLRAP1	-0.9312
NAT8B	1.42583333333333
HHEX	-2.942
LGALS7	-1.361
PLCH1	1.47675
OR1M1	0.342
PRAMEF16	-0.11025
HECTD1	-0.982
C14orf39	1.953
TLN2	-1.0327
HDAC4	-1.47971428571429
SYCP2L	-2.94125
GLRA1	0.533
RPS6	-1.193
hCG_1757335	-0.515
KLHL1	-0.338
CTNNBIP1	-0.756333333333333
SCAND2	-0.6542
HMGN2	0.6442
YAF2	1.07825
BRPF1	0.177
LIAS	-0.53675
CTA-246H3.1	1.1225
SAG	2.85375
C20orf10	-0.05025
HNRNPA2B1	-0.731166666666667
GADD45A	-2.2875
MSH4	0.0735
TMEM70	1.49575
HIST1H2AM	0.84125
C19orf26	0.133333333333333
C1orf50	-0.39725
GNG3	-0.401
FTO	-0.51775
CALCB	-0.97
PPP3R1	0.01575
C15orf42	-0.483375
CCNJ	-0.4165
GNAZ	-0.0662666666666667
PSD	-0.00649999999999999
FAM57A	-1.3425
STIM2	0.164333333333333
DHX8	0.4135
MOGAT3	-0.44625
UBE3B	0.7265
PLAT	-1.756
C6orf206	1.326
COPE	-0.0901
EIF3A	0.06325
C1QL2	-0.25075
IQCE	0.0903333333333334
KIAA0182	-0.3235
SLC22A7	-0.1228
PPFIA2	-0.3435
ADAMTS15	0.2345
ODZ1	-0.849
THBS4	1.489
ARHGAP1	0.217125
B4GALNT3	-0.537833333333333
FCHO1	-1.4735
LOC440456	0.14325
HOXD10	0.224166666666667
CXCR3	3.38316666666667
CHI3L2	0.5785
SRPX2	-0.45975
ZNF132	0.2565
UBAC2	0.084
RPL32P3	-0.4595
CBWD6	0.7885
ST6GALNAC4	-0.257
KIAA0391	-0.200166666666667
LOC388969	1.04
KRTAP5-8	-0.134
ZNF786	-0.2575
LYVE1	0.8455
GPR144	0.0025
APOH	-5.977
TSC22D2	-0.169166666666667
PLCD1	-0.46875
FLG2	0.989
M-RIP	-0.7951
NDUFV1	-0.82775
POLDIP2	0.401333333333333
RAB3GAP2	0.829166666666667
RPSAP15	-1.66725
CLEC7A	2.489625
HSPA14	0.58275
TAAR5	0.30175
FAM132A	0.03775
C2orf43	-1.0305
OR10V1	0.063
SELPLG	1.31175
C1QTNF6	-0.9255
OPCML	-0.1164
DTYMK	-1.142
ALDH16A1	1.3215
F13B	-2.4255
MGC16169	0.0465
KIRREL2	-0.958666666666667
C14orf32	-0.28325
SLAIN2	0.2567
HSD3B2	0.7065
AMMECR1L	-0.4391
LRRC37B	-0.219
HMG20A	-0.496666666666667
C22orf27	0.9928
FBXL22	0.057
AP1B1	-0.229333333333333
TNKS1BP1	0.402
CD74	4.92225
HSPA12B	1.49383333333333
PLSCR1	2.82916666666667
SLC35E1	-0.821833333333333
FEZ1	-3.253
APOD	0.943
C16orf44	0.76725
C1orf166	-0.285
KCTD11	-0.18825
NELF	-1.62225
SRP54	0.0213333333333333
MGC35361	-0.06925
GPR35	-0.791
NRGN	-0.2795
SIGLEC12	1.43
SCN1B	-0.17625
IFNW1	-0.447
STAR	-3.59575
HLA-DQA2	4.78416666666667
RNASEH2B	-0.1395
TAAR2	0.051
VAMP5	1.65083333333333
TUBA1C	-0.234142857142857
PIK3R2	-0.6975
ARD1A	0.397333333333333
EBF2	0.0873333333333333
CAMSAP1L1	-0.00975
CYP3A43	-0.04625
AKR1B1	-2.12325
KIAA1729	0.543625
KAL1	0.5721
CYBB	2.436875
UXS1	-0.18025
LOC338579	-0.58975
C11orf45	1.68125
SHB	0.898625
IKZF4	0.523
NDUFA1	1.320625
HSPE1	1.27375
C1orf215	0.21775
GPR113	0.0398333333333333
ZNF573	0.34025
TBX18	-1.006
GGTA1	6.57375
PCDHGA8	-0.317
RPS6KL1	0.00137500000000003
DPP9	-0.490625
SLC43A2	1.11975
COPS3	-0.783
PMPCB	-0.391
HYLS1	-0.4415
LSM8	-0.460833333333333
PDE6B	0.939
C10orf118	-0.1066
OR1C1	0.543833333333333
ZNF415	1.248
OR2F1	-0.503
ZDHHC13	1.751125
FZD8	-2.686
TCEA1	0.1892
SUSD4	1.146125
C22orf24	-0.074
TNFRSF14	0.8015
TRIM28	0.112166666666667
FGF5	-2.6845
CSPG5	-1.17266666666667
RNF133	-0.47975
FKBP15	0.39225
BZW2	-0.1155
NSMCE1	0.18125
PTPRN	-0.5135
TST	0.674625
POP1	0.0985
RNF24	0.2135
SFRS4	-1.0755
REPS1	0.0995
CD70	-1.18033333333333
PDXDC1	-0.219125
SRC	0.4896
NTNG1	-1.93483333333333
SETD1B	0.1925
TINP1	-0.249
ZNF606	2.11733333333333
SSR1	1.0324375
RGNEF	-1.10616666666667
NFS1	0.272666666666667
CENTB5	-0.9635
CRMP1	-2.08933333333333
ADAM18	-0.18375
CCDC87	0.5765
LRRC8B	0.19875
CSNK1G1	0.0849166666666667
MAFB	2.96933333333333
C12orf45	0.07425
C1orf54	2.76825
DPEP1	0.1935
FLJ13137	0.738
C14orf118	0.282166666666667
ANKRD19	0.159416666666667
ABCA9	1.06
TMEM87A	1.0078
BBS5	1.3419
CYP17A1	-0.221375
SCG3	-3.335
ESCO2	-0.6115
GFER	0.105666666666667
NRIP2	-0.4695
DDX59	0.270166666666667
RIC8B	-0.5227
TNNI1	0.3125
KTELC1	-0.763166666666667
GPR85	0.0998333333333334
SP3	0.77
GOSR2	0.5815
DDX1	0.00125
DSCR9	-0.3325
KIAA1984	-1.195625
FLRT3	-2.431
RNPS1	-0.281142857142857
ZNF772	1.057
SLC25A10	0.132333333333333
ADAMTS3	-2.512
TBC1D7	-1.5745
PCYOX1L	-0.382
LOC339745	0.937875
VPS54	0.01525
PCDHB12	-1.109375
C4orf6	0.332
CCL5	4.648375
PEX5	-0.456875
LENG1	1.12383333333333
LOC51336	-1.69575
FLJ25371	-0.4415
WDR45L	0.3565
SPAG8	-0.322333333333333
GUCA1C	-0.105
LOX	-2.936
FIZ1	0.8965
BAG5	-0.246333333333333
BUD13	-0.3045
MGC2752	-0.435625
IQSEC3	0.722142857142857
TGFBR3	-0.616
CASP9	-0.796375
PPA2	-0.309375
MED24	-0.0515
MAP3K7	0.43
SRPR	-0.51325
C17orf81	-1.431
RIPPLY1	-0.4395
EID2	-0.171
AKR1C1	-4.02966666666667
IMMP2L	-0.9895
SPSB4	0.7095
BAG4	0.92625
ZNF32	0.998
KLHL34	1.703
BRD2	-0.35325
IL32	1.014
FAM53B	0.286166666666667
SLC7A1	-1.30025
KAAG1	0.5145
CCDC54	-0.303333333333333
PRKCQ	-0.76225
TIRAP	0.4725
SPSB1	0.158
USP36	0.7345
FLJ32569	0.552
LYZ	0.98475
TMEM186	0.226833333333333
TPM2	-1.36733333333333
C9orf100	-0.5485
PPP1R11	0.2404
OLFML3	0.5036
ELAVL1	-0.744
DNAJC17	0.2835
ABCA2	-0.56025
BNIP3L	-1.395625
ATP10D	2.0885
GALNT8	-0.4085
PRKCH	1.936
USP12	0.62325
STXBP1	-2.1456
LSM2	-0.391666666666667
ANKRD30A	0.3065
LAP3	1.16375
C9orf40	-1.2235
KATNAL2	-0.915833333333333
RG9MTD2	-0.03375
PNPLA7	0.48775
IDH1	-0.0375
C1orf57	0.92775
XRCC5	0.3871
TBRG4	-0.351375
DCDC5	0.0698333333333333
POU5F1	-4.3215
RAB1A	1.13757142857143
KRTAP15-1	0.2205
INHA	-1.14483333333333
WDR90	-0.217125
MLL2	0.270166666666667
FAM104B	0.15175
SF3B14	0.0875
STX1B	-1.196
SNX12	0.70975
KMO	2.30683333333333
FAM100B	0.1705
CDRT15	1.6915
RAB9A	-1.92116666666667
RUFY3	-0.07725
UBE2U	-0.609333333333333
NFKB1	1.0628
FBXO38	-0.0785
VRK3	1.46925
TUBB8	-0.1365
IFNA6	-0.838
AYTL1	0.38
RBP3	0.477571428571429
MUC13	-1.3635
C8orf30A	0.123
MFAP1	-0.531
NHLH1	0.521
CXorf34	0.455
SP8	-4.5035
RNF151	0.315166666666667
TDRD7	0.91025
KCND2	0.748
FKBP9L	0.0376666666666667
C17orf44	1.342125
TIMM17B	0.679
WIPF1	1.5026
SNX15	-0.7193
IGF2R	0.0115
SBSN	-0.471
RBM15B	-0.823
AGBL5	-0.843
APEX2	0.8145
C17orf39	-1.061
UBE3A	0.198
SPANXC	-2.596
TGFB1I1	-1.118
RBM13	-1.3875
TOP2B	-0.390666666666667
NPVF	0.335
RIMS4	0.7775
RAD54L2	-0.694833333333333
RSPO3	4.18183333333333
C2orf47	0.55475
TSPAN4	-0.656833333333333
DNAL1	1.51125
DKFZp761E198	-0.48875
NLE1	-1.172
TPST1	-1.09525
SREBF1	1.100375
CLEC12B	1.162
FUK	-0.086
IL21	2.4455
LTK	-1.4405
DKKL1	0.1845
EPAS1	-0.327875
UBTF	-0.1356
HIST2H2AB	1.16258333333333
TMPRSS12	0.723375
KIAA0427	-1.11416666666667
CYP8B1	-0.785833333333333
FPRL2	4.7425
LOC402573	-0.43675
HSDL2	1.08683333333333
SEMA6B	-0.3905
AKR1A1	0.458714285714286
CLTB	-0.0566666666666667
NXT2	1.65
HSPB7	-2.1935
MLLT11	-2.82883333333333
OLFM3	-0.572333333333333
SEC61B	0.884
GPR139	-0.3505
RRP15	-0.29675
OR3A2	-0.843
RSL1D1	-0.0938125
P2RX7	-0.360666666666667
PSME2	2.956
ADNP2	-0.214
RBM25	0.291666666666667
IFITM1	2.8275
POLR2E	-1.1845
ZNF643	-1.0275
ZBTB25	-0.776
SPTBN4	0.3935
FBXO28	1.642
CLEC10A	3.00475
EPHA8	-0.216375
BEST4	0.1855
GAS6	-0.896833333333333
TSHR	-0.51025
TMTC1	2.10922727272727
GSTM2	-1.65666666666667
ETV1	-2.380875
ADAM11	-0.888666666666667
ERGIC2	0.660833333333333
ATP6V0E2	-0.697333333333333
HGFAC	-1.20833333333333
CTTNBP2NL	0.243
FLJ20628	-0.54775
MTCH2	-0.1355
BACH2	-1.22766666666667
AUTS2	0.363
FSD1L	-0.11275
RPRM	-2.76433333333333
PPP2R3A	0.0195
BAT2	-0.94125
LPHN2	-1.90766666666667
MGC71993	-0.101333333333333
PPARGC1B	-0.977
CENPT	-0.758125
RNF123	-0.483833333333333
COL27A1	-0.255
ZP2	0.4805
C2orf21	-0.29
CCDC78	-1.0475
MCM8	-0.907333333333333
PHLDB2	-1.463375
PLAUR	-0.2725
HDPY-30	0.507
BMP5	-3.08125
MUM1	-0.750625
FAM62C	-1.2825
MID2	2.70033333333333
SYT16	1.502
ISG20L1	-0.7038
C2orf40	0.05025
SRRM2	0.156714285714286
FCRL1	0.6985
C1orf90	0.5255
MEP1B	0.401
PCSK7	-0.1593
PBX2	-1.859
CENTB1	0.947
GLT6D1	0.0225
HGS	0.15275
WDR51B	-0.20775
KCNJ8	3.115
NOL10	-0.422375
EDEM3	2.00925
TCOF1	-1.09633333333333
SLC16A1	-1.94816666666667
SF3B3	-0.465125
NUDT21	-0.399125
ZNF235	0.464
KIAA0644	3.27625
ERC1	0.29825
NKIRAS2	0.0438333333333333
TRMT5	0.071
PPP1R7	-0.38575
C14orf177	0.1505
HTRA4	4.3745
FAM139A	0.234833333333333
C16orf30	3.2085
C10orf32	0.195875
VCX2	-2.493
MGC27016	-0.987833333333333
LARP5	-0.326166666666667
THNSL2	2.63383333333333
TRADD	0.695166666666667
C1QTNF1	-0.403
C1orf43	0.4774
AS3MT	-0.846
SCARF1	1.42175
PHF23	-0.432125
B3GNT2	0.777666666666667
FNBP1	-0.18025
ZNF780A	0.0555
MAGEB2	-3.21425
FANCG	-0.361
EYA2	3.91508333333333
ZNF471	-1.007
C14orf153	-0.964833333333333
BCL2L14	2.92575
EFS	-0.113
CKAP4	-0.989
ZNF224	0.5375
ZNF652	-0.99
TMEM4	0.342125
SCN3B	0.526625
OAT	1.748
DRD1	0.00774999999999995
IQGAP2	-1.23416666666667
CDYL	-0.2065
PFN3	0.4855
ANKS1A	0.1635
COBLL1	0.218333333333333
C2orf55	2.04433333333333
PRCP	1.4235
TMEM130	0.91975
SPINK1	-1.28925
NDUFB1	0.731
DIO3	1.206375
PRTG	-2.12233333333333
PVRL1	-0.262125
CNTD2	0.5725
MYL4	-2.58966666666667
SLC17A1	-0.06725
RGMB	-0.3042
TAF5L	-2.007125
FAM27E1	-3.0425
CCDC59	0.137
MED20	-0.0546666666666667
CHMP4A	1.145125
FBXL12	-0.664
TOMM20	-0.1235
ZNF364	0.9225
COL22A1	-0.0195
C13orf8	-0.87125
TBC1D14	-0.679357142857143
MRPS35	0.943
LOC51057	0.0345
MSC	-0.181833333333333
CILP	4.63683333333333
ATXN7L2	0.1585
BTLA	4.32916666666667
SEC23B	0.628375
RDH13	0.2375
C17orf63	1.0055
TIA1	0.0176666666666667
RHOXF1	1.34783333333333
SPAR	0.5265
SPTLC1	0.72
HMGB3	1.04830769230769
TOPBP1	-0.209833333333333
NAT8	1.72325
KLF11	0.299625
HOMER3	-0.589
KCNAB3	-0.572
C9orf85	-0.31525
HCG3	0.341875
MGC34821	0.6835
PHLDA3	-0.391
ODF3	0.532833333333333
KLHDC4	-0.6535
GABARAP	0.1985
AGR3	5.04975
EXOC5	-0.287625
AADACL2	-0.025
LOC91893	-0.0346666666666667
RPL36A	0.364
SLCO1B3	-3.23625
PTPDC1	-0.3525
DUSP7	-0.2595
NRP1	-0.413642857142857
VSTM2L	3.46366666666667
PLEK	3.77475
NLRP3	2.703
TUSC5	0.27425
GPR3	0.0363333333333333
RAB8B	1.091625
UBE2E3	-1.17825
RC3H1	0.809
MED29	0.977083333333333
CCDC50	-0.367875
C20orf111	1.07066666666667
PRDX6	0.247
TETRAN	-0.43725
BCAN	-0.4525
SMPD4	-0.656375
AKAP7	0.808
ZNF500	0.0751666666666667
FGF11	-0.5795
FLJ11151	-0.372
FARSB	-0.142333333333333
MARCH10	0.1955
ACYP2	0.30525
HTATIP	0.0205
CLDN4	2.293375
GRM8	-1.2855
SLC22A18	1.006625
RNF141	0.930083333333333
GRK6	-0.23575
VPS26A	1.9106
PIGZ	0.37225
LYSMD4	-0.77875
CRLS1	-0.333
KIAA0562	0.0159
WFDC5	0.10125
TTTY12	-0.5175
MGC16824	-0.761375
FLJ25476	-0.0535
WDR8	0.012
SEPT5	-1.1385
PROK2	-1.57733333333333
RPGRIP1	2.212
MTHFR	-0.857818181818182
NEURL2	-0.1575
TRIM60	0.5985
DACH1	4.291375
PLK3	-0.05225
UBE2F	-0.343
ATP5I	0.547375
TMEM28	-0.8835
MRPS34	0.211
LOC129293	-1.006
DAP3	0.7985
KRT28	-0.1365
PHF3	0.42425
RASL10B	-1.375
DVL2	-0.612333333333333
OSTalpha	-0.168
DICER1	0.555375
ARMCX5	0.423
AMN1	0.6855
SSBP4	-0.5085
CAPZA2	-0.689625
IFNA2	0.4335
XIRP1	1.9345
CYFIP1	0.272
MAP1D	-0.37575
NPAS1	-1.7965
MFAP3	0.7675
TRPV6	2.00725
SOCS6	0.5755
TAF7L	-0.103
RAB37	0.9425
YWHAE	-0.381428571428572
CREG2	-3.4965
MOSPD2	0.4675
ADAT2	-0.813833333333333
MGST3	1.4255
BDNF	-2.9416
NDUFS8	-0.22225
TFCP2L1	1.9525
HSPB3	-2.945
RBM4	-0.1385
CSF1	0.0986428571428572
CXorf42	1.0171
