Hybridization REF	TCGA-E2-A15L-01A-11R-A12D-07
CR1L	-3.75316666666667
CEND1	0.313375
C12orf41	-0.206333333333333
RNF31	-0.0095
UBN1	-0.275
C17orf32	0.613125
SLC5A7	-0.57625
GPR92	0.431666666666667
ESAM	2.6409
CTNNA1	0.864166666666667
HRBL	-0.2534
CBX4	1.12675
TMEM182	0.00399999999999999
SH3TC2	-0.754166666666667
IL10	0.177
PXMP4	0.835
RNF167	0.0605
PAK7	0.825166666666667
ETV3	-0.6995
ATPIF1	0.209333333333333
LOC554207	-2.1195
OR8H1	0.15225
WDFY3	1.213125
DPM1	-0.908
GPSM1	0.3275
WDR92	-0.3531
LRP1	1.02583333333333
ANKH	0.208875
THUMPD3	-0.217
POLR1B	-0.81875
OLFM4	1.52966666666667
RAD9B	0.9345
TSPY2	-3.8945
PAX6	-1.984
SCG2	-2.223125
SLC17A6	-0.528
FMO3	2.77375
PADI4	0.51525
TUBB4	-0.9642
NLK	-0.37225
POU4F3	-0.459
SDF4	0.15975
ITGBL1	3.35983333333333
NETO1	-0.639375
TAP2	-0.4365
ABBA-1	0.05075
GNAI1	-0.3615
VPS4B	0.5365
NOPE	-0.5541
GALNT6	3.791
SESN1	0.8295
GBE1	-1.65655555555556
CLASP1	-0.1865
RASGEF1B	0.632125
ACOT11	-0.0411428571428572
AFAP1	0.71875
OR2H2	0.112
DPY19L2P1	-1.548
DZIP1	-1.51425
SEC22C	-0.10825
GPR161	-0.411
RNF146	0.798
WDR74	-1.34975
GALP	0.904
PURA	0.7385
DNPEP	0.380333333333333
RP11-78J21.1	-0.83675
ERBB2	2.412
FANCM	-1.02166666666667
NEO1	0.966666666666667
DDX3Y	-4.934
RPS3A	0.512
MXRA7	0.585214285714286
LGALS3	-1.41383333333333
GLT8D1	0.6275
CFL2	-1.58866666666667
UPB1	0.07175
NAP1L5	0.378375
CLDN14	0.66175
DHX38	-1.016
BTBD1	0.2295
TARS2	0.433
ABCF1	-0.5029
FCF1	0.3655
LRRC49	0.31425
GUCY1B2	-1.205
C1orf177	0.4645
SMARCA4	-0.379357142857143
LRP8	-3.1005
TAGLN3	-0.40575
MRPL14	-0.4965
TTRAP	0.07975
ZDHHC20	0.1985
NFE2L3	-1.811
KIAA1377	1.8835
PALMD	0.8913
TMEM43	-0.21225
TTL	-1.112375
STAT5B	-0.8335
SSB	-0.8215
OR10H5	0.542
SLC22A13	-1.13025
AKAP3	-0.1605
TIMM23	-0.129
OAS2	1.1878
KIAA0423	1.25425
TRIM11	-0.036
GLIS3	3.10025
TMEM50B	0.595833333333333
ARHGEF4	-1.250125
DEGS1	0.208363636363636
TBL1XR1	1.12306666666667
G6PD	-1.977
SP140	-0.2995
MUC17	-0.046
NUDC	-0.0749
DNAJC5B	1.41616666666667
SCARA3	-1.16683333333333
CPA3	5.9695
BCAT2	0.312625
MFN1	-0.4083
NRG3	-0.6285
SNX11	0.3465
PLEKHH1	-0.6648
GPR177	-1.50766666666667
HCFC2	0.156
TCAP	-1.061
MOCOS	-0.883
C14orf93	-0.0335
PRDM10	0.127833333333333
SLC16A4	-0.64325
SRGAP1	-0.455666666666667
VIP	-0.1675
DUSP27	-0.390166666666667
LILRA1	0.1793
MC2R	0.251
MGC24103	0.80275
MBTD1	-2.0745
FUT11	-0.434666666666667
USP33	0.6769
C15orf39	-0.7645
MAP3K12	-0.03375
PAAF1	-0.357833333333333
BARHL1	0.1315
FLJ16165	0.1215
PIWIL2	-3.60075
SYNE1	0.43075
CMTM4	0.345875
TSPYL1	0.8743
GUF1	0.422666666666667
TMEM157	2.336
WDR44	0.8935
HIST1H3C	0.21725
DKFZp666G057	2.8575
RNPEP	1.243
GAS2L2	-0.677666666666667
ADH4	-5.885
GRPR	1.72733333333333
FBXL17	1.2815
ZBTB10	-0.0646363636363636
Gcom1	1.14533333333333
HTRA1	2.7222
ZNF585A	0.218166666666667
SLC26A2	0.737785714285714
OTOP3	-0.179333333333333
WISP1	3.242
ATP2B4	-0.806583333333333
FLJ10769	0.8335
CRAMP1L	-0.265625
CHST12	-1.767
RAB22A	-0.04225
TARDBP	-0.274214285714286
STAU1	0.0595
CRB3	2.09016666666667
MIG7	-1.25825
CHMP1A	-0.697833333333333
ZNF160	0.068875
B3GALT6	0.20525
BARX1	-1.32933333333333
C6orf167	-1.5181875
NXNL1	0.038
DHX29	1.57075
HADHB	-0.09225
PLXNB2	1.138625
ILDR1	-1.369
SLC15A3	2.52975
GAS2	-3.4445
C20orf69	-0.62525
NUMB	0.1935
TNIP1	0.273125
MESP1	-1.341
PSKH1	-0.30125
NSFL1C	-0.16125
RHOG	-0.3455
HEY1	-0.755
KNG1	-1.78925
ITGAX	2.0885
LIN9	-0.560833333333333
CANT1	0.6535
XRN1	-0.0756428571428572
CCDC96	1.9483
HEATR6	-1.1845
GNG7	0.378083333333333
RUNX2	1.73025
SOX1	0.327666666666667
FCRL5	0.204
ZNF99	0.326875
FAM9A	0.901
SNX22	0.238166666666667
MBNL3	-2.69783333333333
ODC1	-2.7877
ADORA2B	-3.07633333333333
NR2F6	0.2795
ZFYVE16	1.04661111111111
SYNJ2BP	0.6727
POLE	-1.091125
E2F2	-1.241625
THRA	0.358
PTGES2	-0.890166666666667
HIP1R	0.425833333333333
TMUB1	-0.5405
ENO3	-1.66925
RSPH10B	0.1645
CXorf39	0.97575
IRGC	0.2285
GPR109B	0.326
FLJ13305	-1.713
LCE3A	-0.4255
TNFRSF18	1.24466666666667
DET1	0.47625
TRPM3	-0.689727272727273
C16orf79	-0.995
FECH	0.416
RAP2A	-0.432833333333333
CRIP1	3.24516666666667
AZIN1	0.3645
SLC7A7	3.457
IL10RA	0.4619
TMEM64	-3.441
CDC42EP4	0.8281
C16orf58	0.0263
ARG2	-2.2705
POU5F1P4	-5.35975
FAM62B	0.132125
DNAH8	-1.9131
ASH2L	0.011
TSLP	-2.4505
CNTNAP5	0.0166666666666666
TMEM16C	-0.627333333333333
IFNA14	1.536
SLC1A3	0.59875
CABYR	2.444
BCL7B	-0.2476
NUDT13	-0.548333333333333
C13orf28	1.9835
C1orf53	1.15425
ARL6IP4	0.0984
RPL35A	-0.21975
EMR3	0.57375
RAB40C	0.36875
SLC41A1	-0.635166666666667
LRCH1	0.197
LY6G5B	-1.4965
FAM124A	-0.371642857142857
MGC10981	-4.242
CLIP3	-0.1046
MAP4K2	0.100666666666667
CHIC1	0.11425
SULF1	5.24266666666667
C20orf30	0.0476428571428571
PRDM5	-0.091
ELOVL1	0.0495
C11orf48	-0.934875
SLC39A10	0.11025
KCNV1	0.189666666666667
ACP1	-0.589
ZMYM2	-0.12825
B3GNT6	-0.562
C9orf69	-0.35175
C2orf15	1.008
C20orf166	1.3255
HSP90AA6P	-0.458
EDG7	-2.7975
NEURL	-0.144625
LPL	0.411666666666667
CLEC2D	-0.0312857142857143
GRRP1	0.865666666666666
CD8B	-4.3776
HIST1H3D	-0.818666666666667
SLC6A12	0.539875
FAM27L	-0.0165
CD84	2.0484
RASA1	2.228
PHKG1	-0.9935
MAGEA11	-2.869
IMPA1	-1.3984
NPM3	-1.664
RARRES1	1.72225
SH3BP1	0.414125
B3GNTL1	-0.377
ARPC5L	-0.242833333333333
KLHL26	0.59375
SIM2	-1.91075
GJC1	0.478
C20orf194	-0.12075
EXO1	-2.315
SLC2A2	-2.46533333333333
LOC285074	-0.3555
LRG1	0.8025
KIRREL	0.496
PIK3R1	1.78392857142857
C4orf34	1.9275
MAF	-1.11833333333333
ADCY4	3.44733333333333
ZMIZ2	0.312
SLC46A3	1.89683333333333
STAMBP	-0.0145
CCDC16	0.099
MS4A12	-0.538
TCF20	0.188
LRRC46	2.1915
C20orf152	0.4995
MRPS6	-0.496125
ABCB11	0.8265
KCNC2	-0.235833333333333
CDH19	-2.813
C9orf123	0.391666666666667
SSH3	1.346375
LDLRAD1	-2.4825
CCBE1	0.93475
ZNF135	2.076375
TAAR1	0.2285
WFDC12	0.8065
CCDC42	-0.2552
FLJ12529	-0.5295
PER1	1.28816666666667
TIMM50	-0.693166666666667
SMARCAD1	-0.329333333333333
FAM26C	-0.204
TP53TG3	-0.538833333333333
SH3RF1	2.8327
LMCD1	3.47725
GPR63	-1.078
FLJ21986	-2.252625
AIFM3	-0.8645
MICAL1	-0.958
BLZF1	0.759666666666667
IQCA	1.4565
PCDHGC3	0.078
SAC	0.50525
BCL6B	2.284
DDO	0.00525
MARCO	2.0525
DCHS1	1.3235
C1orf170	0.426666666666667
CD200R1	0.389833333333333
C22orf15	-0.5415
SEPT11	-0.210333333333333
ADNP	0.031
UST	-0.3285
C13orf34	-1.23216666666667
RFFL	0.482142857142857
APBA3	0.1445
C2orf60	-0.592125
CUTL1	-0.3226
PMS1	-0.835125
ZNF689	0.519
EIF3E	-0.890166666666667
IL9	-0.357
RPL31	-0.404125
LY9	-0.0846666666666667
ATP2B3	0.15525
KDELR2	0.383541666666667
TFCP2	0.417
NLRP12	1.67675
FLJ45422	-0.29675
TLE4	-0.9953
ZNF570	0.0835
FLJ43806	-0.2465
TLK2	-0.638875
CIR	0.4145
MARS2	-0.3675
COL24A1	1.52125
SDF2L1	-0.487
HIBADH	-0.545
IGFBP3	-1.49892857142857
C12orf23	0.936125
PSPC1	-0.16825
C20orf43	-0.282
TRAV20	-0.4805
ARHGAP24	1.002625
KIAA1975	-1.671875
C1QA	3.7851
DNTT	-4.75633333333333
C10orf6	0.0228333333333333
C11orf41	1.16325
HNRPF	0.41425
COL11A1	7.75
UBAP2	-0.744
CDKN2AIPNL	-0.7935
C20orf174	1.04725
SPRED2	0.805
PLA2G12A	0.6525
ICEBERG	-1.882
SCN10A	-0.1735
C11orf65	1.00525
GBP5	3.33075
PITPNC1	-1.464
POU3F3	1.179
NCOA7	1.135375
LIN7C	-0.0421
LOC348840	-0.908
NKX2-2	-1.59825
ANKRD13D	0.293
LOC123688	0.66325
FUT2	2.77633333333333
TAAR8	-0.109
FZD4	0.191833333333333
PNMA3	-1.3735
OR4L1	0.64
WIT1	-3.11475
EXOC3L	1.72225
ATPBD4	-0.3886
KRBA1	-0.85625
UBXD6	0.229
HOXB7	-0.9915
C7orf23	-0.607
UNQ338	-0.02125
STAB2	0.1165
CDC20B	1.0355
IRF9	0.957
CENTG1	0.333
TNPO2	-1.4455
MCPH1	0.39275
BMS1P5	-1.89
SLC26A7	0.967
HIST1H3J	0.60525
C9orf3	0.0845
LBH	1.32375
MYO1D	1.055625
PTDSS2	-0.0845
NFU1	0.224
DEPDC4	-0.728
WNT7B	0.3924
GLP2R	-0.751
SETD4	-0.458
DYNLT3	-0.5679
FKBP11	-0.941
SESTD1	2.07566666666667
FLII	0.8365
RPS16	-0.4904
CHPF	0.299666666666667
CSNK2A1	-0.2415
SUMO1P1	-0.10325
FKBP6	-0.661
ZNF214	0.0835
TWIST1	0.864833333333333
DDX56	-0.617
TRAM1L1	2.4505
EPO	-2.8765
MRPS18B	-0.604
ZNF682	-0.481833333333333
RPL14	-0.32
MAFF	1.154
LOC51136	-0.5035
LY96	-0.322
DDX20	-0.56175
ABTB1	0.793833333333333
ARL5A	-0.1511
CCT6A	-1.38325
HEPACAM	-1.595
EHHADH	-0.817833333333333
RBAK	-0.08
CGB1	-0.14425
ITGB5	1.9785
YIPF3	0.18875
FKBP2	0.12225
NR1D1	-0.6902
TMEM110	0.733
NEK2	-0.542833333333333
PRAMEF8	-3.50625
C20orf52	-1.10033333333333
PCDHGA3	-1.0625
VWA3B	0.45825
NDUFA5	0.13525
THAP9	-0.46725
FLVCR2	-0.6145
AP1S1	-1.130875
SMAD6	-0.9155
SAV1	0.557875
SAT1	0.984375
ZNF251	0.440375
ADAMTS7	0.243
RPP38	0.008
C1orf211	-1.6495
YPEL2	2.38025
RBMS1	0.5385
ZNF445	-0.0818333333333333
NRXN2	-0.397
PGBD4	0.0065
UGT2B28	3.54525
WBSCR16	-0.6885
NLRC3	-0.46825
ASTL	0.13525
ST6GALNAC1	-3.396
ZADH2	0.256125
MLLT4	0.553083333333333
ARL6	-0.1055
MEF2C	-0.0725
CBFA2T3	-1.18
AFF3	2.97578571428571
COG7	0.419333333333333
MYB	-0.518666666666667
PLXNA3	-0.122
XRCC2	-1.3135
MMS19	-0.269125
ST8SIA5	-1.59125
CHPT1	-0.3515
KIAA1712	-0.398375
OR6X1	0.1125
ACTR3	-0.31375
UGCG	1.82566666666667
OR4P4	-0.505
ZAP70	-3.93475
LPP	1.846125
ZNF485	-0.4955
PTPRCAP	-1.34925
IL12RB1	0.483
ATRX	0.4879
CHST8	-2.24975
C14orf109	0.48725
ARV1	0.849
NMB	-1.25028571428571
COX5A	-0.919333333333333
EIF6	-0.9195
MPPED2	-0.9835
SEMG1	-0.171
CHRDL1	-0.28
TRAF3IP2	1.817
WNK2	0.24125
LILRA4	1.85083333333333
LAMA2	4.85375
PXT1	-1.7095
RLBP1	-2.69275
CD300C	0.60975
SLTM	-0.011625
FLJ10404	-0.2128125
APOBEC3D	-0.675333333333333
RENBP	0.244166666666667
ATXN7L1	0.63525
NID1	1.39525
TUBGCP3	-0.73275
ITIH5	0.243222222222222
CCDC110	2.4815
C8A	-2.8105
MGC87042	1.571
HOXC13	-0.55175
TFDP2	-0.62375
HCP5	0.959875
POLI	0.7915
UCN	-0.943
ZNF764	0.0798333333333333
C8orf45	0.83
FHL3	-0.30825
SPATA5L1	-0.1975
MMRN2	2.64233333333333
NDST1	1.311
COL20A1	0.199333333333333
ZNF248	-0.545
PELP1	-0.342666666666667
MBL2	-1.8692
RNF41	0.301625
C5orf24	0.0665
THOC5	-0.407375
SERINC3	0.334333333333333
RP11-151A6.2	0.14675
CDCP2	-0.4005
HIST1H2AA	0.6845
C11orf75	-0.222833333333333
FKBP7	0.6985
DDOST	-0.07375
GPNMB	1.0045
TTF2	-1.063
KCNT1	0.275666666666667
SLC39A14	-0.787857142857143
NGRN	1.1667
GPR137B	2.35725
MECP2	0.14525
PSMA1	-0.31975
C16orf73	-5.20875
TMEM60	-0.159833333333333
CSN3	-0.364
NOS1	-0.2565
RAB7L1	-0.1375
YBX2	-0.8075
KIAA1166	-0.912
FUBP3	0.166333333333333
ABCG1	1.6625
ACACA	-0.2545
ARL11	-0.2196
ATOH1	0.635
ODF1	-0.00766666666666667
CREB3L3	-1.73783333333333
TMEM127	1.13457142857143
DSCAML1	0.2025
PLN	4.336
LYPLA1	0.33475
PRDM9	-1.5765
SASP	-0.649
PLUNC	-0.00933333333333334
INTU	1.31775
HISPPD1	0.373
LNPEP	1.26366666666667
YARS2	-0.55
APCDD1L	-0.934
ZCCHC4	-0.2503
FBXO22	-0.171666666666667
TTLL13	-1.2205
ZNF669	-0.515833333333333
PTGDR	1.23225
DDX27	-0.536
KIAA0409	-0.213166666666667
GJB6	-0.081
ASB8	0.83225
PLP2	-0.537
MEPE	0.909
OR10J5	0.1555
KRT222P	3.1275
COQ7	0.329
C1orf101	2.61325
RERG	2.9151
CHMP5	1.0485
THAP11	-0.181
ZNF43	0.488833333333333
ZRANB3	-0.7685
KRT13	-0.951625
MRPL19	-0.095625
RBBP9	0.48725
SPATA17	1.5255
BXDC5	0.2065
PAFAH1B1	-0.0880833333333334
MAGEE1	0.66975
OSTF1	-0.007
KIAA0323	-0.0216666666666667
TXNDC13	-0.897
CNTN4	0.476875
LCE1B	1.408
UNQ501	0.6525
ZNF154	0.98575
C3orf64	0.02625
SYT5	0.0305555555555556
PON1	-0.0241666666666667
FLJ10357	0.00449999999999999
ATP4A	-1.703
GNPDA1	-0.431
MGAT1	0.9135
C14orf121	0.49
SLC35B2	-0.12
MIER3	0.461
CHEK1	-2.3465
ZNF8	0.126166666666667
TXNDC1	-0.516833333333333
CKB	-1.0641
RTN3	0.340785714285714
FZD2	-0.729
PART1	1.956875
PSMB6	-0.61475
PCDHB8	-1.2205
PHC3	0.3644
PPP1R8	-0.409666666666667
NOVA2	1.49933333333333
TNFRSF11B	-1.56725
GOLPH3	1.42733333333333
UBLCP1	-0.70075
SUHW3	-1.30575
TTLL1	1.3605
OPN4	0.134
OR13G1	-0.7745
ZPBP2	0.1534
HSD17B11	-1.6555
C9orf50	-0.035
DHDDS	0.0423571428571429
CTSW	0.0554444444444444
NEFM	-1.6835
MRPL28	-0.6835
SYN1	0.6485
PIGV	0.679166666666667
ZIM2	-0.30425
APBB1	0.245
SND1	-0.364
C1orf123	0.198166666666667
CHD3	0.11525
BHLHB8	0.291
RNASE2	-0.669333333333333
BCAP31	-0.258
SLC25A44	0.247
CHD6	-0.224
PIB5PA	3.01415384615385
SELS	0.466625
LOC541471	0.332
FAT2	-0.233
ZNF81	-0.204
OR4C16	0.3655
FLJ10081	0.0641
LRRC4	1.0205
CS	-0.183
N4BP2	-0.905875
IGFBP7	2.3
ZNF318	0.214333333333333
NDNL2	0.439125
ZNF609	0.17675
SIRT4	-0.441
EXOSC10	-0.625
ECE2	-0.359083333333333
OVGP1	1.181
GTPBP3	-0.738
PACS2	0.4212
C19orf36	-0.0191666666666667
ARL4C	0.273875
ATG4B	-0.878375
UBQLNL	-0.004
RHOXF2B	-4.244
PLEKHG2	-0.32
GALR1	-2.135
AQP4	-0.0928333333333333
HDAC7A	0.0351666666666667
DCUN1D3	0.337
OR8A1	0.193
CCRN4L	0.861375
CBR4	0.569
KIFC1	-2.04783333333333
SLC7A14	-1.60333333333333
LHX5	0.5495
TRPC7	-0.122
LPXN	-0.655
SERPINA1	-2.82175
RPS13	-0.4241
BPIL3	0.495
PRKAA1	-1.25175
FADS2	-1.6356
ENAH	0.913875
PRO1768	-1.153
APBA2BP	0.02
LIPH	3.34116666666667
C3orf33	-1.90975
RCC2	-0.00871428571428568
ALDH1A2	-2.9832
RNF103	2.0585
AHCY	-0.63225
ALG12	0.58
CCL17	-0.09825
ZNF543	1.054
ESRRG	2.7275
CNGA1	-1.023
RDH5	-1.149
OTX1	-0.6577
PTGFR	-1.8186
CDR2	0.26725
SELE	1.00925
NLGN2	-0.492
EXOSC9	-1.204
ZNF566	0.523166666666667
KLRC2	-5.4135
GPR12	0.792
KIAA0196	0.36425
PDRG1	-0.5325
SSR3	-0.503571428571429
MSI1	-0.629
CST9	-0.399
CC2D1A	0.00475
PLAGL1	-0.526722222222222
ZNF778	-0.9845
RNF2	0.817625
KLF6	0.641666666666667
THBD	3.56233333333333
tcag7.1314	1.16875
NR5A1	-0.2505
ABCD2	-0.416333333333333
DNAJC7	-2.1735
CLEC4C	0.2405
TM2D3	1.042625
CCDC4	-1.9635
PLAC2	-2.25625
DCD	0.409
FAAH	2.2545
POLA1	-0.511666666666667
TM7SF2	-0.450625
FLJ39822	-0.242166666666667
FLOT2	-0.038
MAP4K1	-1.0985
SRP68	0.3015
C21orf74	1.485
ARPC5	0.394875
LOC126075	2.145
HECW2	0.51525
ZDHHC4	-0.358
ANKRD42	1.8953
PDE9A	-0.838666666666667
ABCA8	-0.13175
NDUFS2	0.62
UBR5	-0.086
BTBD16	-3.1525
LOC554174	0.415
ZNF20	0.931
KIAA1843	0.614
WDR17	-0.319
C15orf33	1.407
RNF113A	-0.33425
CAMKK1	-0.8091
CLCN2	-0.23075
ANXA6	-1.4325
LOC340069	0.156
EMID1	1.182875
DPM3	-0.155083333333333
ELA1	0.1585
SLC25A13	-1.4004
KRT24	-0.583
SMPD1	0.801166666666667
TH	0.11525
COL6A2	1.604
ANKS1B	1.736
GPR126	-4.0906
ZC3H12A	0.804333333333333
TMEM47	0.86
C2orf51	-0.5725
C1orf88	3.17733333333333
HSF2BP	1.13775
AKAP10	0.57975
RPAP3	-0.335
KLHDC8B	0.549875
STOM	1.168
MUPCDH	0.312375
C10orf72	-0.318125
PLEKHA3	0.947166666666667
TCP11L1	-0.15875
CWF19L1	-0.348875
SPEF1	2.11046153846154
YSK4	0.51675
ELN	1.1166
SAMD8	0.712666666666667
MPI	-0.742666666666667
MEPCE	-0.219
ABCC3	0.87575
NANOGP1	-3.1215
KCNK17	-0.10475
HLA-DMB	4.18866666666667
RRAGA	1.0105
ANGEL1	-0.1905
RBM32B	-0.155
CPN1	-3.26525
MGC52282	-0.721444444444444
HLA-A	0.67725
OR9G4	0.205
EDNRB	-1.099375
SCD	-3.13678571428571
C14orf80	-0.582666666666667
BAGE2	0.2155
RABL4	1.19933333333333
RCVRN	0.581
SHANK1	0.418
NLRP7	-2.96925
CD226	1.272
STAT3	1.48875
SYNJ2	-0.0671
TPCN2	-0.554833333333333
WDR36	-0.539333333333333
MBD4	-0.13425
ROBO1	-1.1658
ST3GAL6	-2.76525
SLAMF8	3.0065
ATN1	0.474833333333333
GPR141	-0.2865
KRT36	0.1235
TPH1	-0.0215
DDX52	-0.161
ZSCAN29	-0.0355
TRPT1	0.126833333333333
DPEP3	0.02325
DENND4A	-0.435
TSPAN16	0.771
PTCHD2	0.102
LOC145814	-1.04675
CAP1	0.694166666666667
EIF5A2	-0.4786
NT5DC3	-1.425875
SEPT9	-0.956875
SEZ6L2	0.672125
EGFLAM	2.72725
VPS11	0.55175
NDUFB5	-0.206833333333333
CIDEA	2.64283333333333
IER5L	-0.28225
N6AMT1	0.5365
FAM83C	-0.359
OXR1	0.518666666666667
IRX1	-0.3725
DGKB	-0.130833333333333
GCN5L2	-1.51425
MIR16	0.4565
FBXW9	0.80875
WDR4	-2.015
PDC	0.267
VPS33B	0.30475
HEXB	0.7795
FLJ32214	0.78175
TCEB3	-0.39125
CRLF1	-2.05775
ABI3BP	0.225666666666667
C8orf22	-3.801
PYCR1	-0.062625
KIAA1706	0.28275
CDK5R2	0.50425
WAS	-0.183
C12orf60	-1.15275
CCBL2	-0.182
MADD	0.14025
C5orf34	-0.85275
WDR42A	0.9275
KLF12	-0.50775
HSPA1A	0.57825
ITM2C	-1.23191666666667
DAPK2	1.77883333333333
LOC442590	0.398
SUMF2	-0.116875
CENPA	-2.28938461538462
TMED5	-0.19525
CDH6	-0.8425
BRP44	1.083
THG1L	-0.5865
GABRA2	-0.00899999999999999
C14orf166	-0.044
MYL1	-1.267
TNFSF18	-0.1455
PAP2D	-1.46783333333333
PPIB	-0.5885
KLHL4	-0.028375
SFN	-0.246
CCDC127	0.62475
FRAP1	-0.0615
GOLGA5	1.22325
SDCCAG1	-0.00162499999999999
MGC21675	-0.0475
C10orf95	-0.31225
KIAA1345	-0.918333333333333
C1orf163	-1.477
LACE1	-0.514
OR10K2	0.0285
CENPN	-2.48456
TMED2	0.385
UGT1A6	-1.8955
ANG	-0.38125
U2AF1	-1.225
CASC2	0.332666666666667
NMT2	-1.36666666666667
OSGEPL1	0.363875
DFNB31	-0.6925
SLC6A20	-0.645875
DKC1	-1.2775
FXYD4	-0.71725
WDR64	-0.594333333333333
MGC5590	0.6185
CREBZF	0.216166666666667
DAZ1	0.096
PRPSAP1	-0.39825
GCHFR	0.72475
TTC7A	-0.534875
LOC196993	0.5615
UBD	-1.7
S100A1	-1.282375
RPL6	0.371333333333333
DNAJB6	0.1625
NAGS	1.8368
C2orf58	0.2185
KERA	0.814833333333333
MT1X	-0.9698
UBE2B	0.4303
KEAP1	0.27275
MST1	-2.061875
OMA1	0.9945
ABLIM2	0.468
BCL2L13	-0.279916666666667
JAZF1	0.680333333333333
TMEM63B	0.686
S100A8	-0.1877
ARFIP2	1.561
UROS	1.10025
KHDRBS2	-0.8555
POLQ	-2.41175
SOAT1	-0.7395
SPAG4	-2.4505
MRPS30	3.46783333333333
LOC494141	-1.21175
OR2T11	0.4035
ORAOV1	-0.5094
ZNF184	-0.1815
TCEB3B	0.52175
ADAM21	0.5055
GDPD1	0.88975
SPINLW1	0.2375
PRR14	-0.100833333333333
KCTD9	-0.1705
NUDT3	0.9135
KIAA1822	1.1402
HIST1H4K	1.3145
DFNA5	-1.13475
GABPA	0.546
C14orf44	1.754
POLB	0.751875
PTAR1	-0.70075
SEC31A	1.0583
TRIM58	-0.347
TAS2R14	-0.3525
VPS8	0.79225
H1F0	1.21566666666667
PRKCB1	-3.9705
UGT2A1	0.1175
TOR1B	-0.1775
LSS	-1.86141666666667
C2orf19	0.219
HNRNPC	0.472285714285714
TMEM100	-1.82366666666667
LOC116349	0.20975
OR51M1	-1.0055
CCDC142	-1.236
ISG15	-0.5694375
ZCCHC14	-0.135875
CREBL2	0.822875
TGDS	-1.27325
DC2	0.48025
CACNA2D3	-0.975357142857143
ZNF429	-0.733375
LYPD6	1.18866666666667
SUCLG1	0.203166666666667
OR51I1	-1.064
MAGEH1	1.3915
PRPF40A	-1.087
SMR3A	0.7555
SPINK2	0.134
THAP2	0.455
NPY5R	-0.643571428571429
IRF4	-2.544875
SPESP1	-2.068
OR10S1	0.417
DTD1	-1.2495
TUBE1	-0.50525
DDX19A	-1.0325
PDPN	0.244
TMEM34	0.1285
MGAM	0.129
COL3A1	6.71266666666667
GFM2	0.5735
OR5A2	0.3945
PSG9	-0.678666666666667
ARHGEF11	0.492
IVNS1ABP	-0.209
SIGIRR	0.683
DUSP19	-0.469125
DNAJC14	0.5021
ACSS1	1.640375
IL1RAPL2	-1.0495
C4orf30	-0.4675
SEPT4	2.20475
LANCL3	-2.12525
SPAG17	1.85133333333333
PRDX3	0.76825
HNF1A	-1.6645
P4HA2	0.01325
RFWD3	-1.6175
MOV10	-0.12175
DNAJA5	1.30585714285714
LOC729440	0.57075
LOC200383	1.637
SMC2	-1.04375
MIXL1	-0.751
TMEM9	0.49325
FAM86A	0.421
ZNF174	0.356
MYH14	-1.07025
CCR8	-0.341
VPS37C	1.1305
GPATCH1	-0.0603333333333333
B3GNT8	2.319
TBX4	-0.67325
CNR2	0.217833333333333
PCDH1	1.371
C5orf29	2.648375
OCIAD2	0.6585
PLCG2	-0.73825
KIAA0247	2.49275
HRH3	0.1482
CAPN13	5.337125
CCR1	-1.4855
MGC15523	-0.163388888888889
UVRAG	0.315333333333333
DNAJA2	-0.822666666666667
ITGA2B	-0.919
CLDN5	4.163
PTPRN2	1.60964285714286
ZNF512	0.117666666666667
PSAP	1.16335714285714
CCDC140	1.701
LRRC55	0.88175
CYP26C1	-0.574
C8orf47	-1.7
LYN	-0.648625
DUSP6	0.826333333333333
TGFB3	3.91173333333333
ELK1	-0.1494
PCDH11Y	0.0646666666666667
HGD	1.28725
C17orf58	0.67525
MYO3A	-0.339
SERPINE2	-4.96966666666667
AARSD1	-0.694625
C14orf73	-0.673
ADAM33	-0.345
ZNF491	-0.3975
MAPK6	-0.350166666666667
TCN1	0.489
SLC24A6	1.194
UBE2R2	0.486
H1FNT	0.21425
TATDN2	0.5145
LILRB1	1.22275
P2RY5	0.462
NUCB2	0.90625
C2orf37	1.04025
SNX27	0.4585
MTA3	0.252375
FOXO4	-0.019375
ID4	-0.896
SOX5	-1.689
PXMP3	0.427625
OR52M1	-0.1325
SFT2D3	0.321125
INA	-3.20766666666667
MCOLN1	0.573
NFIX	0.8374
CLEC14A	5.27783333333333
HIBCH	0.221333333333333
PLA2G5	2.55675
TIMM10	-0.748666666666667
MED17	0.0028
COL4A4	-2.1125
TPP1	0.38
GJA3	-1.6315
TMPRSS5	-1.054
AADACL3	1.7675
DNMBP	0.0965
ENPP5	5.096
NQO1	-1.5034
ZSCAN2	0.076875
SEC24C	-0.069
GTF2A1L	-1.001
AXIN2	-0.2393
FAM33A	-1.39275
C16orf13	-0.22725
SPNS2	0.104
TAF1	-0.042
AP1G2	0.230666666666667
RBM42	-0.103833333333333
HCN2	0.837333333333333
EFHB	1.79333333333333
RUSC1	0.416666666666667
GRIK5	0.005
USP21	0.295833333333333
ATAD3C	0.772
ORMDL2	0.384875
PRSS7	-2.1715
PSAT1	-5.76725
FLJ13195	-0.649166666666667
TBC1D1	0.2685
IFNG	0.292
OTOS	0.287166666666667
ZNF773	0.29
EMD	-1.08875
RETN	0.70825
CCL8	0.776
APH1A	-0.691875
