Hybridization REF	TCGA-C8-A1HL-01A-11R-A137-07
ZNF570	0.0605
FLJ43806	-0.245
TLK2	0.40675
CIR	0.8235
MARS2	-0.0585
COL24A1	2.03225
SDF2L1	-0.0625
HIBADH	-0.785666666666667
IGFBP3	-1.78057142857143
C12orf23	0.595125
PSPC1	0.40725
C20orf43	-0.006
TRAV20	-0.05
ARHGAP24	1.562125
KIAA1975	-0.524625
C1QA	3.4411
DNTT	-5.18166666666667
C10orf6	-0.123416666666667
C11orf41	0.36625
HNRPF	0.589875
COL11A1	5.31316666666667
UBAP2	-1.15333333333333
CDKN2AIPNL	-1.299
C20orf174	2.92675
SPRED2	0.086
PLA2G12A	0.201333333333333
ICEBERG	-2.20183333333333
SCN10A	-0.347
C11orf65	-1.01475
GBP5	4.0235
PITPNC1	0.864166666666667
POU3F3	0.584
NCOA7	-0.814125
LIN7C	0.1048
LOC348840	-1.66
NKX2-2	-3.076
ANKRD13D	1.404375
LOC123688	1.19875
FUT2	3.73
TAAR8	0.4375
FZD4	0.551583333333333
PNMA3	-1.6255
OR4L1	0.526
WIT1	-3.34575
EXOC3L	2.74275
ATPBD4	-0.2847
KRBA1	-2.096
UBXD6	-1.73375
HOXB7	0.168642857142857
C7orf23	-0.628
UNQ338	-0.10875
STAB2	0.7505
CDC20B	-0.4335
IRF9	2.72825
CENTG1	0.843083333333333
TNPO2	-1.12475
MCPH1	-0.611
BMS1P5	-0.48275
SLC26A7	1.09925
HIST1H3J	2.18925
C9orf3	0.1022
LBH	1.301
MYO1D	0.808375
PTDSS2	-0.0445
NFU1	0.62
DEPDC4	-1.93725
WNT7B	-1.1726
GLP2R	-0.578833333333333
SETD4	-0.0237
DYNLT3	-0.1637
FKBP11	-0.369
SESTD1	0.0558333333333333
FLII	0.38275
RPS16	-0.2562
CHPF	0.673
CSNK2A1	-0.108833333333333
SUMO1P1	0.005
FKBP6	-0.839
ZNF214	-1.25016666666667
TWIST1	0.0153333333333333
DDX56	-0.267833333333333
TRAM1L1	0.6571
EPO	-3.087
MRPS18B	-0.219
ZNF682	-1.40433333333333
RPL14	0.210833333333333
MAFF	0.67125
LOC51136	0.263625
LY96	0.33125
DDX20	-0.182
ABTB1	1.54483333333333
ARL5A	-0.5573
CCT6A	-0.93475
HEPACAM	-1.278
EHHADH	-1.44
RBAK	-1.7045
CGB1	-0.1265
ITGB5	0.1529
YIPF3	0.695
FKBP2	-0.36
NR1D1	1.3629
TMEM110	0.477
NEK2	0.0896666666666667
PRAMEF8	-3.33225
C20orf52	-0.1225
PCDHGA3	-0.194
VWA3B	0.4565
NDUFA5	-0.3285
THAP9	-0.77575
FLVCR2	-0.00583333333333333
AP1S1	-0.9265
SMAD6	0.793
SAV1	-0.03175
SAT1	1.691625
ZNF251	0.027125
ADAMTS7	0.5271
RPP38	0.46425
C1orf211	-0.7305
YPEL2	2.39155
RBMS1	-0.7275
ZNF445	-0.658666666666667
NRXN2	0.6095
PGBD4	-0.925375
UGT2B28	-2.5315
WBSCR16	-0.1232
NLRC3	0.471625
ASTL	0.56525
ST6GALNAC1	-1.23625
ZADH2	0.39725
MLLT4	0.103583333333333
ARL6	-0.709
MEF2C	0.47875
CBFA2T3	1.3275
AFF3	1.73428571428571
COG7	1.038
MYB	0.0371666666666667
PLXNA3	-0.0065
XRCC2	-1.3075
MMS19	-0.22775
ST8SIA5	-1.87728571428571
CHPT1	-2.2445
KIAA1712	-0.98075
OR6X1	0.5705
ACTR3	-0.176
UGCG	0.226333333333333
OR4P4	0.5165
ZAP70	-2.93025
LPP	0.226875
ZNF485	-0.9175
PTPRCAP	-0.2485
IL12RB1	0.67075
ATRX	-0.3371
CHST8	1.1785
C14orf109	-0.08725
ARV1	0.69375
NMB	-1.34628571428571
COX5A	0.1165
EIF6	-0.03875
MPPED2	-0.815333333333333
SEMG1	-1.969
CHRDL1	-0.9915
TRAF3IP2	1.8585
WNK2	-0.661375
LILRA4	2.65383333333333
LAMA2	4.04175
PXT1	-0.1155
RLBP1	-4.34125
CD300C	1.17325
SLTM	-0.099375
FLJ10404	-0.1038125
APOBEC3D	-0.386333333333333
RENBP	2.46433333333333
ATXN7L1	1.356375
NID1	1.119
TUBGCP3	-0.156375
ITIH5	0.448722222222222
CCDC110	2.259
C8A	-3.3945
MGC87042	-2.103
HOXC13	-3.90225
TFDP2	-1.32375
HCP5	2.3695
POLI	0.56325
UCN	0.461
ZNF764	0.337166666666667
C8orf45	-0.19525
FHL3	-0.056
SPATA5L1	-0.48475
MMRN2	3.96533333333333
NDST1	0.797833333333333
COL20A1	-0.379166666666667
ZNF248	-0.0186666666666667
PELP1	-0.1325
MBL2	-3.71533333333333
RNF41	0.376625
C5orf24	-0.09625
THOC5	-0.55475
SERINC3	-0.0938333333333333
RP11-151A6.2	-0.1975
CDCP2	0.193
HIST1H2AA	0.80225
C11orf75	0.0575
FKBP7	0.40575
DDOST	0.17175
GPNMB	0.991333333333333
TTF2	-1.30516666666667
KCNT1	0.4345
SLC39A14	-1.70425
NGRN	1.0254
GPR137B	0.8775
MECP2	0.040625
PSMA1	-0.39625
C16orf73	-5.7725
TMEM60	0.522166666666667
CSN3	-0.2035
NOS1	0.2275
RAB7L1	-0.936666666666667
YBX2	1.197
KIAA1166	-0.716125
FUBP3	-0.395833333333333
ABCG1	2.032
ACACA	0.183583333333333
ARL11	2.1956
ATOH1	0.9925
ODF1	0.011
CREB3L3	-1.7955
TMEM127	1.40035714285714
DSCAML1	1.6835
PLN	3.81016666666667
LYPLA1	-1.82941666666667
PRDM9	-2.44375
SASP	0.84675
PLUNC	0.7595
INTU	-0.184
HISPPD1	-0.56
LNPEP	0.0693333333333333
YARS2	-0.564
APCDD1L	-1.297
ZCCHC4	-0.6928
FBXO22	-0.107333333333333
TTLL13	0.9005
ZNF669	-0.3215
PTGDR	2.90625
DDX27	0.2685
KIAA0409	-0.0416666666666667
GJB6	-0.35575
ASB8	1.00475
PLP2	0.949
MEPE	-0.04075
OR10J5	0.0355
KRT222P	1.515
COQ7	0.0461666666666667
C1orf101	1.33575
RERG	3.9941
CHMP5	-0.1075
THAP11	0.152875
ZNF43	-0.497
ZRANB3	-1.85416666666667
KRT13	-0.399125
MRPL19	-0.592625
RBBP9	-0.927125
SPATA17	0.359
BXDC5	-0.360666666666667
PAFAH1B1	-0.957083333333333
MAGEE1	-0.17875
OSTF1	1.1565
KIAA0323	-0.521916666666667
TXNDC13	-0.6685
CNTN4	1.08075
LCE1B	0.5525
UNQ501	-0.34875
ZNF154	0.26775
C3orf64	0.65125
SYT5	0.5755
PON1	2.67216666666667
FLJ10357	-0.58125
ATP4A	-2.2545
GNPDA1	-0.582666666666667
MGAT1	0.889333333333333
C14orf121	0.70425
SLC35B2	0.72525
MIER3	-0.871833333333333
CHEK1	-2.539125
ZNF8	-0.2015
TXNDC1	-1.31933333333333
CKB	0.4886
RTN3	0.00978571428571429
FZD2	-0.579833333333333
PART1	-1.82325
PSMB6	-0.31325
PCDHB8	0.4045
PHC3	0.3192
PPP1R8	-0.536666666666667
NOVA2	2.881
TNFRSF11B	-4.8565
GOLPH3	0.913166666666667
UBLCP1	-0.51125
SUHW3	-0.98575
TTLL1	1.16125
OPN4	1.1055
OR13G1	0.101
ZPBP2	0.7975
HSD17B11	-1.155375
C9orf50	-0.169
DHDDS	0.368
CTSW	0.78
NEFM	-3.433
MRPL28	-0.10025
SYN1	0.718166666666667
PIGV	0.289166666666667
ZIM2	-1.976
APBB1	-0.399166666666667
SND1	-0.73775
C1orf123	0.028
CHD3	-0.34475
BHLHB8	0.787
RNASE2	0.885166666666667
BCAP31	1.356875
SLC25A44	0.947666666666667
CHD6	-0.6178
PIB5PA	0.992307692307692
SELS	0.905
LOC541471	-0.742375
FAT2	-0.249
ZNF81	-0.1
OR4C16	0.6735
FLJ10081	0.2365
LRRC4	0.862
CS	-0.2515
N4BP2	-1.84925
IGFBP7	2.014
ZNF318	0.408083333333333
NDNL2	0.64325
ZNF609	0.7195
SIRT4	0.393
EXOSC10	-0.496
ECE2	-0.11275
OVGP1	2.32
GTPBP3	-1.0155
PACS2	1.1654
C19orf36	0.922
ARL4C	-1.256875
ATG4B	0.216125
UBQLNL	-0.9125
RHOXF2B	-3.729
PLEKHG2	-0.571
GALR1	-0.684
AQP4	0.1295
HDAC7A	0.653166666666667
DCUN1D3	-0.028
OR8A1	-0.0695
CCRN4L	0.27675
CBR4	-0.351833333333333
KIFC1	0.270166666666667
SLC7A14	-2.92
LHX5	-0.729
TRPC7	0.6875
LPXN	-0.70825
SERPINA1	-2.921625
RPS13	-0.6804
BPIL3	-0.165
PRKAA1	-0.966
FADS2	2.2169
ENAH	0.768
PRO1768	0.026
APBA2BP	1.4685
LIPH	4.2695
C3orf33	-1.506
RCC2	0.690285714285714
ALDH1A2	-3.9111
RNF103	1.56575
AHCY	-0.1595
ALG12	1.7855
CCL17	1.8435
ZNF543	0.607333333333333
ESRRG	2.1716
CNGA1	-1.7465
RDH5	-0.982833333333333
OTX1	-1.7551
PTGFR	-2.407
CDR2	1.141375
SELE	5.82275
NLGN2	-0.644
EXOSC9	-0.34
ZNF566	-0.1475
KLRC2	-4.764
GPR12	0.772
KIAA0196	-0.84225
PDRG1	-0.069
SSR3	-0.0494285714285714
MSI1	0.005
CST9	0.8645
CC2D1A	0.489375
PLAGL1	-1.22322222222222
ZNF778	0.1385
RNF2	0.61025
KLF6	0.724833333333333
THBD	2.58666666666667
tcag7.1314	1.50425
NR5A1	-0.528166666666667
ABCD2	-0.74425
DNAJC7	-1.89075
CLEC4C	0.9875
TM2D3	0.448625
CCDC4	-1.672
PLAC2	1.585
DCD	0.685
FAAH	3.30275
POLA1	-0.751
TM7SF2	-0.6505
FLJ39822	-0.613666666666667
FLOT2	1.038875
MAP4K1	-0.657666666666667
SRP68	0.4715
C21orf74	-0.085
ARPC5	0.3235
LOC126075	1.74
HECW2	1.6025
ZDHHC4	-0.8
ANKRD42	1.3623
PDE9A	-0.413
ABCA8	0.50625
NDUFS2	-0.0055
UBR5	-1.262125
BTBD16	-3.0495
LOC554174	0.267
ZNF20	0.6935
KIAA1843	-0.412
WDR17	-1.90071428571429
C15orf33	-0.911
RNF113A	0.191
CAMKK1	0.4039
CLCN2	1.01175
ANXA6	1.013
LOC340069	0.1795
EMID1	1.06575
DPM3	0.0776666666666667
ELA1	-0.085
SLC25A13	-0.759
KRT24	0.05825
SMPD1	0.1725
TH	0.43325
COL6A2	1.24414285714286
ANKS1B	0.8945
GPR126	-3.4859
ZC3H12A	1.851
TMEM47	0.775833333333333
C2orf51	-0.236666666666667
C1orf88	2.836
HSF2BP	-0.312
AKAP10	-0.03575
RPAP3	-0.8325
KLHDC8B	1.43775
STOM	0.7949
MUPCDH	0.20225
C10orf72	0.154875
PLEKHA3	0.4925
TCP11L1	-0.56025
CWF19L1	0.856125
SPEF1	1.44192307692308
YSK4	-0.20325
ELN	1.3862
SAMD8	0.2555
MPI	-0.733
MEPCE	0.7192
ABCC3	-0.926
NANOGP1	-5.363
KCNK17	1.525625
HLA-DMB	4.20533333333333
RRAGA	-0.01425
ANGEL1	-0.31375
RBM32B	0.191
CPN1	-3.08625
MGC52282	1.6082
HLA-A	1.24883333333333
OR9G4	0.6475
EDNRB	-0.5455
SCD	0.162642857142857
C14orf80	0.9265
BAGE2	-0.8455
RABL4	1.48966666666667
RCVRN	-0.174
SHANK1	0.4175
NLRP7	-4.05425
CD226	1.15875
STAT3	0.2635625
SYNJ2	0.0603
TPCN2	1.625
WDR36	-1.38741666666667
MBD4	0.33475
ROBO1	-1.3617
ST3GAL6	-2.01375
SLAMF8	3.64133333333333
ATN1	0.944
GPR141	0.584
KRT36	0.8895
TPH1	0.469
DDX52	-0.5125
ZSCAN29	0.644
TRPT1	-0.0558333333333333
DPEP3	1.732
DENND4A	-0.734875
TSPAN16	-0.957
PTCHD2	-0.1935
LOC145814	0.41375
CAP1	0.684666666666667
EIF5A2	-0.9536
NT5DC3	-1.29725
SEPT9	-0.344125
SEZ6L2	0.9325
EGFLAM	4.05975
VPS11	0.73025
NDUFB5	-0.304666666666667
CIDEA	2.1145
IER5L	2.07075
N6AMT1	0.591
FAM83C	-0.37075
OXR1	-0.6345
IRX1	0.1775
DGKB	-0.0371666666666667
GCN5L2	-2.206
MIR16	0.3595
FBXW9	-0.29575
WDR4	-1.22216666666667
PDC	-0.359
VPS33B	0.77675
HEXB	0.08525
FLJ32214	0.30125
TCEB3	-0.23925
CRLF1	-3.941
ABI3BP	0.3935
C8orf22	-3.82425
PYCR1	-0.05175
KIAA1706	1.1625
CDK5R2	0.69475
WAS	0.4215
C12orf60	0.19825
CCBL2	-0.583
MADD	0.69325
C5orf34	-0.81025
WDR42A	0.9948
KLF12	-1.1845
HSPA1A	2.95625
ITM2C	-0.980833333333333
DAPK2	2.02616666666667
LOC442590	0.288
SUMF2	-0.270125
CENPA	-0.714692307692308
TMED5	-0.721625
CDH6	0.1993
BRP44	0.80025
THG1L	-0.17525
GABRA2	-4.2315
C14orf166	0.01525
MYL1	-2.55183333333333
TNFSF18	0.43
PAP2D	-0.614833333333333
PPIB	-0.218
KLHL4	-0.169125
SFN	1.715
CCDC127	0.764
FRAP1	0.196
GOLGA5	0.81125
SDCCAG1	-0.229375
MGC21675	-0.536
C10orf95	0.76
KIAA1345	-1.296
C1orf163	-1.386
LACE1	-0.185
OR10K2	-0.0915
CENPN	-0.53924
TMED2	-0.27075
UGT1A6	-1.476
ANG	-0.79525
U2AF1	-0.106333333333333
CASC2	0.401166666666667
NMT2	-1.95816666666667
OSGEPL1	-0.603
DFNB31	-0.4845
SLC6A20	1.723875
DKC1	-1.05375
FXYD4	-0.258
WDR64	-0.19
MGC5590	0.657
CREBZF	-1.22916666666667
DAZ1	-0.651
PRPSAP1	-0.33275
GCHFR	-0.25825
TTC7A	-0.555375
LOC196993	1.74825
UBD	-1.9325
S100A1	-0.14675
RPL6	0.649333333333333
DNAJB6	0.43975
NAGS	0.0885
C2orf58	0.169
KERA	1.8405
MT1X	-0.1926
UBE2B	0.6396
KEAP1	0.75425
MST1	-2.697375
OMA1	-0.043
ABLIM2	0.27075
BCL2L13	-0.39975
JAZF1	-0.253833333333333
TMEM63B	2.615
S100A8	0.1001
ARFIP2	1.7875
UROS	0.7655
KHDRBS2	-2.4915
POLQ	-0.61925
SOAT1	-1.98725
SPAG4	-1.8175
MRPS30	-1.731
LOC494141	-1.142
OR2T11	0.597
ORAOV1	1.0076
ZNF184	-0.743666666666667
TCEB3B	-0.2036
ADAM21	-0.4965
GDPD1	0.089
SPINLW1	0.29675
PRR14	0.200333333333333
KCTD9	-2.3402
NUDT3	0.98275
KIAA1822	0.9644
HIST1H4K	2.164
DFNA5	-1.528
GABPA	-0.656
C14orf44	-0.4185
POLB	-0.383125
PTAR1	-1.2025
SEC31A	0.8817
TRIM58	-2.759
TAS2R14	-1.237
VPS8	1.07775
H1F0	0.498166666666667
PRKCB1	-3.80833333333333
UGT2A1	0.357
TOR1B	-0.00975000000000001
LSS	-0.238833333333333
C2orf19	-0.0875
HNRNPC	0.222214285714286
TMEM100	-1.67166666666667
LOC116349	-0.24125
OR51M1	0.232
CCDC142	-0.34275
ISG15	1.9794375
ZCCHC14	0.579375
CREBL2	0.93725
TGDS	-1.6165
DC2	-0.9075
CACNA2D3	-2.08021428571429
ZNF429	-0.963
LYPD6	0.959166666666667
SUCLG1	-0.623333333333333
OR51I1	-1.1745
MAGEH1	0.962
PRPF40A	-0.6285
SMR3A	0.459
SPINK2	-1.554
THAP2	0.69525
NPY5R	-1.509125
IRF4	-2.877875
SPESP1	-0.208166666666667
OR10S1	0.575
DTD1	-2.066
TUBE1	-1.86675
DDX19A	-0.2535
PDPN	-1.2675
TMEM34	-0.13025
MGAM	4.95175
COL3A1	5.43011111111111
GFM2	-0.8812
OR5A2	-0.2785
PSG9	-3.154
ARHGEF11	1.0165
IVNS1ABP	-0.4605
SIGIRR	1.78825
DUSP19	-0.845375
DNAJC14	0.3505
ACSS1	1.806
IL1RAPL2	0.15
C4orf30	-2.08325
SEPT4	3.7065
LANCL3	-2.04825
SPAG17	3.67883333333333
PRDX3	-0.26675
HNF1A	-1.616375
P4HA2	0.408875
RFWD3	-0.383333333333333
MOV10	0.923
DNAJA5	0.0254999999999999
LOC729440	0.87575
LOC200383	0.0343333333333334
SMC2	-2.01725
MIXL1	-1.07983333333333
TMEM9	0.803
FAM86A	1.272
ZNF174	0.4284
MYH14	-0.6515
CCR8	0.73775
VPS37C	0.9765
GPATCH1	-0.1925
B3GNT8	2.9785
TBX4	0.449
CNR2	0.938666666666667
PCDH1	2.21525
C5orf29	4.230625
OCIAD2	0.2645
PLCG2	0.84
KIAA0247	1.629
HRH3	-0.0795
CAPN13	4.206875
CCR1	-1.0587
MGC15523	-0.167
UVRAG	-0.184666666666667
DNAJA2	-0.18
ITGA2B	-0.388333333333333
CLDN5	4.123625
PTPRN2	1.88528571428571
ZNF512	-0.785666666666667
PSAP	0.583071428571429
CCDC140	-2.6105
LRRC55	0.83525
CYP26C1	-0.1695
C8orf47	-1.96133333333333
LYN	0.0820000000000001
DUSP6	-0.419833333333333
TGFB3	2.97506666666667
ELK1	0.6357
PCDH11Y	-0.0235
HGD	-4.3075
C17orf58	1.21825
MYO3A	-0.136
SERPINE2	-4.73383333333333
AARSD1	-0.544875
C14orf73	-1.751
ADAM33	0.227
ZNF491	0.6335
MAPK6	-0.592666666666667
TCN1	2.40416666666667
SLC24A6	0.979
UBE2R2	-0.41775
H1FNT	0.3825
TATDN2	0.238166666666667
LILRB1	1.9955
P2RY5	1.6905
NUCB2	2.44525
C2orf37	0.4365
SNX27	0.480166666666667
MTA3	0.863
FOXO4	0.35675
ID4	0.318
SOX5	-3.31033333333333
PXMP3	0.003875
OR52M1	0.571
SFT2D3	0.18
INA	-3.89733333333333
MCOLN1	1.05575
NFIX	0.0759
CLEC14A	5.69283333333333
HIBCH	-1.1285
PLA2G5	1.36325
TIMM10	-0.9835
MED17	-0.4663
COL4A4	-2.032
TPP1	0.642166666666667
GJA3	-1.43466666666667
TMPRSS5	-1.4485
AADACL3	0.682
DNMBP	0.339
ENPP5	2.893
NQO1	0.6988
ZSCAN2	0.27
SEC24C	0.867333333333333
GTF2A1L	-2.5495
AXIN2	-0.158
FAM33A	0.913
C16orf13	0.122
SPNS2	1.068
TAF1	-0.7605
AP1G2	1.62466666666667
RBM42	-0.314666666666667
HCN2	-0.163666666666667
EFHB	-1.0625
RUSC1	2.09466666666667
GRIK5	0.1395
USP21	0.584333333333333
ATAD3C	-0.000249999999999998
ORMDL2	1.163125
PRSS7	-5.19625
PSAT1	-6.20125
FLJ13195	-0.714166666666667
TBC1D1	0.667833333333333
IFNG	1.64825
OTOS	0.2415
ZNF773	0.325166666666667
EMD	-0.35375
RETN	-0.05525
CCL8	5.0955
APH1A	0.913375
COX18	-0.106125
GTF2IRD2	1.23925
CCDC82	-1.50525
PAFAH2	1.154
NPEPL1	-0.3752
RP11-114G1.1	-0.096
TP53INP1	0.9505
ZNF300	-0.949666666666667
FOXL2	-3.1665
LARP2	-0.170583333333333
LATS1	-0.5325
HTR6	0.315
SPOCK2	-0.105
RNF144B	2.7515
HTATIP2	-0.45
MGC10334	0.751583333333333
CENTA2	2.74083333333333
FGF2	-2.0945
FXYD7	0.319
PHYHIPL	-2.5935
GPR34	5.40925
DDX6	-1.20783333333333
OR10W1	0.412
LHFPL1	-1.553
ZNF313	-0.802785714285714
VPS28	0.624
AP3M1	-0.1202
AKR1CL2	-0.67425
TRAF4	1.43125
OR2B11	0.711
C19orf12	-0.911833333333333
AKAP9	-0.311166666666667
C1orf62	-0.0975
SLC20A1	-0.1131
FAM112A	1.01975
LDB2	1.916375
MRPS23	1.19575
KLK5	1.35575
SPTB	0.0952
EFEMP2	1.305
EFNB2	1.9825
PCM1	-1.69578571428571
NMNAT3	0.722
TSG101	0.601
C8orf40	-0.412333333333333
NOB1	-0.78075
ABHD3	-0.29075
GTF3C4	-0.155875
PIGN	0.739
GALNTL1	0.3195
AEBP1	2.35325
OR9Q1	0.1895
ANKRD2	0.491125
CCL28	2.07
TRIM38	0.871
TMCC1	0.0640833333333333
SMG5	0.693
LRRC7	-1.2265
NCAPD2	-0.676
C6orf153	0.01275
C1orf74	0.89325
OTUD6A	-0.095
DCP2	-0.383166666666667
TMEM24	0.41775
RPL18	-0.074
TMEM177	-0.22325
LRRC37A3	0.783
C1D	-1.41683333333333
LDHC	-1.02275
UBE4B	-0.131833333333333
NIT1	0.89125
BTN3A3	0.637375
RASD1	0.878125
COMMD3	1.86725
SHFM1	0.591
BIRC8	0.35825
DUT	-1.01425
C12orf51	-1.473
LRRC59	-0.449666666666667
LY6H	3.585
WDR22	0.425916666666667
EDEM1	0.0324285714285714
ADH1A	3.6195
PANX2	0.0396
CYP11B1	0.41325
CDC73	-0.6585
GPR172A	1.03625
GSTM3	2.33707692307692
KCNA5	0.7105
SERAC1	0.293166666666667
NFATC2	0.922
ANAPC5	-0.6498
C15orf24	0.53425
NFATC2IP	-0.132
TNRC6C	0.376333333333333
MGC102966	-2.075
FGD5	2.05783333333333
MED9	-0.06125
RAB13	0.727833333333333
C15orf49	0.6415
CRYGS	0.0525
C12orf53	-0.884
LOC283693	-0.984
COX6B2	-0.811625
PHF14	-0.646875
FAM3A	0.495625
RPL13	-0.2563
PRDX2	-0.3678
FLJ34047	-1.51625
PRMT3	-1.77225
KCTD19	-2.2535
TRIM10	-0.429333333333333
MGC26597	0.7516
GCNT4	-0.786
GPRASP1	0.965
CDKN1C	-1.19175
RHBDL2	0.9515
HSPH1	0.16725
AQP1	3.515375
COL17A1	-1.3924
GFAP	0.42925
CDC16	-0.214
KIAA1614	0.1195
C6orf118	-1.2788
ZSWIM5	0.8605
FAM83F	1.88575
LYNX1	-0.210125
SYNPR	-1.40725
XG	3.396
PRSS16	-1.512375
KIF13B	0.4305
PCDH9	-2.392125
HIST1H2AH	1.96716666666667
RBM18	-0.5475
ZNF626	-0.289625
HEXIM2	0.0528333333333334
ITFG1	-0.449
TUBG2	-0.4705
SFRS7	-0.0998333333333333
C9orf14	0.556
EXTL1	0.242
GBP3	-1.53666666666667
WDR5	-0.769
RARG	1.208
MYO7A	0.1495
CECR6	-0.08125
C13orf3	0.522625
SFRS18	-0.519875
ACVR1B	0.410833333333333
PSMD1	-0.4802
C7orf31	-1.1134
ILVBL	0.481
IFNGR1	0.585
RNF186	-0.03925
NOL9	-0.7845
MAGEL2	0.57
SLC29A2	0.5195
NHSL1	-0.763
RBMX	-0.1485
PSORS1C2	0.538125
RAD51L3	0.371
LCN6	2.59375
ORAI2	-0.267
BRUNOL6	-0.2625
OR4K5	0.5935
CDC123	-0.421375
MSLN	-1.21866666666667
WWTR1	-1.56683333333333
ZNF700	-1.301
COBL	0.856
PPP1R16B	0.771625
GAS7	0.1234
MDN1	-0.8775
HAAO	0.8295
C9orf68	1.388
TNFAIP2	0.6935
FOXN1	0.306
hCG_2033311	0.138833333333333
ATP6V0D2	1.1716
RPL41	0.121875
SLC38A1	0.75425
ARHGAP6	-0.5055
ADAD2	-1.184
PHF20L1	-0.36225
MCM3AP	0.400666666666667
ST3GAL3	-0.453833333333333
SNX1	0.805833333333333
ELF5	-0.37475
PARP3	0.00724999999999998
RBM8A	0.00843749999999999
LINGO4	0.249
ITGA9	0.8485
ZFR	-0.7495
ACSL6	-0.118375
FLJ20699	-0.2539
DAOA	1.108
FABP4	4.5685
KCNB1	-1.57325
CANX	-0.2904
SLC25A28	0.597833333333333
ADIPOR2	0.20775
ECHDC2	1.660875
SMA4	1.26225
FRZB	3.2415
PABPC1	-1.29533333333333
DMRTB1	-0.225375
APOBEC3G	-0.64575
CATSPER2	-0.6615
CUEDC1	2.27733333333333
STARD9	-1.0165
CLDN8	0.887375
LOC23117	-1.00590909090909
E2F6	-0.436777777777778
TMEM126B	-1.03566666666667
DPY19L4	0.09375
GIMAP5	3.699
NDUFA9	-0.431333333333333
FAM77C	-2.0235
CTPS2	0.4645
LOC51035	0.088875
WDSOF1	-1.45075
EGLN3	-1.387875
PITX3	0.432666666666667
OR52E8	0.391
GRM4	-0.3355
KLK1	-2.76833333333333
GPM6B	-0.542
RRAGD	-0.533833333333333
PAGE5	-2.64425
UCHL5	-1.7
ULK3	0.774666666666667
AIM2	-1.34
PNO1	-1.12766666666667
OR2F2	0.3225
GNAT2	-1.0505
SIX1	3.8045
ST13	-0.6885
ZBTB44	-0.70325
TIMP2	0.24775
ZMAT4	-4.61375
GTF2IRD1	0.2485
ZNF19	1.688
ZNF714	-2.127
RSC1A1	0.515
C9orf80	0.1845
PSMA8	1.411
TMEM141	1.21275
COX4I1	0.577857142857143
CTAGE1	0.293333333333333
DTWD1	-0.687
HSD11B1	0.85625
KRT6B	2.495
ARID4B	0.863625
LHFPL3	0.3945
WWP2	0.34475
ZNF326	-0.298666666666667
RGPD1	-1.0685
CTSH	1.048
FASTKD1	-1.157875
PAF1	1.3311
TTC9C	-0.53475
IFT57	-0.3215
PRSS36	-1.098
IL20RB	-1.7875
ZNF592	0.184333333333333
DCTD	-0.1478
CFP	1.3495
MFNG	-0.118
JMJD2B	0.92475
ALDH3B1	-0.669375
THSD4	2.55066666666667
KCNJ5	3.58816666666667
LMNA	0.735666666666667
TBCD	0.049625
ZNF250	-0.255166666666667
CASQ2	2.1885
PEG10	-2.13558333333333
PRAME	-1.9434
NP	0.177875
TRIM59	-0.2005
ZNF12	-1.061875
XTP3TPA	-0.915
SIGLEC7	0.8001
PANK4	-0.0085
FAM70A	-1.306
SNED1	0.0955
HIP1	0.6708
RAET1E	-1.8015
AMAC1L2	-1.5915
AHNAK2	-0.972666666666667
TOE1	-0.4725
RECQL4	-0.4815
SPRYD3	0.91175
DPAGT1	-0.80875
MAGED2	2.9782
ANKRD55	0.385
TRPS1	1.40875
DOK7	0.76025
TFPI2	-1.15025
GTF2H3	-0.863666666666667
CYP4F11	-0.294875
LHX2	-1.96733333333333
ATG16L1	1.80033333333333
ASB12	-0.3675
C1orf116	-0.68225
NF2	-0.5855
POM121	-0.5476
PHYHD1	2.7653
TXNDC17	-0.0661666666666667
DKFZp779O175	-0.67
NUP62	-0.0647857142857143
MYO18B	-1.70266666666667
PRAMEF1	-0.1625
TCBA1	0.569714285714286
TMEM168	0.01725
FJX1	-0.405
CLCF1	1.62925
SEPN1	0.792875
IGSF2	0.36675
NUDCD1	-1.3895
TFF3	3.923
NDFIP1	0.373785714285714
CHCHD4	-0.8045
TNR	0.5025
CUTA	-0.0826666666666667
USP44	-4.094
DPP10	-1.22933333333333
IWS1	0.0875
PCGF1	0.86625
SULT1C4	0.048
NTF5	-0.746
PTPN13	-1.567
SSTR5	0.6495
SFRP1	-3.2235
IDH3B	-0.594375
SUOX	2.7205
TMCO5	0.5505
GOLT1B	-0.44675
MIB1	-0.535142857142857
PCDHGB1	0.7035
SUSD1	0.19275
ICAM5	-3.5485
PAPOLB	0.3135
URM1	0.4435
TMEM106B	-0.677833333333333
LRIG2	-0.92875
SLC27A5	-2.3875
CLIC6	0.0578
ZNF420	-0.3175
SCN9A	-1.4716
KIAA1909	-1.208
ELMOD1	-1.69125
PRKAG1	0.92575
FAM64A	-0.391555555555556
EEF1G	-1.29055
SMAD5	-0.9115
INCENP	-2.36575
WASF2	-0.9365
GARS	-1.2992
CDK10	0.8852
HLX	1.89533333333333
MDM4	-0.103875
ZNRF1	-0.515714285714286
HHATL	-1.46733333333333
FAM21C	0.2348
HIST2H3C	0.0785
PFDN2	1.21175
ZNF200	-1.14275
NDN	-0.49075
HBA2	-2.17316666666667
FBLN5	1.781875
PUM1	-0.320428571428571
TNNT1	1.47733333333333
C19orf59	0.0701666666666667
