Hybridization REF	TCGA-AR-A1AN-01A-11R-A12P-07
LHX2	-5.19083333333333
ATG16L1	0.683333333333333
ASB12	0.4355
C1orf116	2.548125
NF2	-0.2015
POM121	-0.6434
PHYHD1	3.0721
TXNDC17	-0.7795
DKFZp779O175	-1.179
NUP62	0.046
MYO18B	0.714166666666667
PRAMEF1	-0.5445
TCBA1	1.0165
TMEM168	0.64525
FJX1	-0.931
CLCF1	0.7445
SEPN1	0.313
IGSF2	-0.0695
NUDCD1	-0.904
TFF3	3.06566666666667
NDFIP1	0.968285714285714
CHCHD4	-1.2245
TNR	-0.0545
CUTA	-0.25
USP44	-3.91725
DPP10	-1.59216666666667
IWS1	-0.397666666666667
PCGF1	-0.16125
SULT1C4	-2.3945
NTF5	2.669
PTPN13	0.6535
SSTR5	0.0425
SFRP1	1.928
IDH3B	-0.206125
SUOX	2.11883333333333
TMCO5	0.60075
GOLT1B	-0.6245
MIB1	-0.6765
PCDHGB1	0.101
SUSD1	-0.05725
ICAM5	-2.887
PAPOLB	0.431
URM1	-0.5985
TMEM106B	-0.0281666666666666
LRIG2	-0.67425
SLC27A5	-0.68525
CLIC6	2.9415
ZNF420	0.483333333333333
SCN9A	-1.2447
KIAA1909	-0.4495
ELMOD1	-2.11325
PRKAG1	0.5855
FAM64A	-2.60166666666667
EEF1G	0.07475
SMAD5	-1.04025
INCENP	-3.60775
WASF2	0.0645
GARS	-1.4401
CDK10	-0.0314
HLX	1.651
MDM4	-0.70425
ZNRF1	-1.34435714285714
HHATL	-1.29466666666667
FAM21C	0.6186
HIST2H3C	0.25725
PFDN2	0.622875
ZNF200	-0.50075
NDN	0.2235
HBA2	-2.69566666666667
FBLN5	2.46975
PUM1	-0.0247142857142857
TNNT1	1.10883333333333
C19orf59	-1.14116666666667
HNRPH2	1.324
RAB7A	0.0223333333333333
PMS2	-0.438375
BIRC3	-0.122333333333333
NRSN2	0.232625
OR52K2	-0.0286666666666667
SPOCK1	0.193857142857143
H2AFY	0.1675
RXRB	0.4575
ZNF638	-0.284166666666667
ANKRD45	0.74775
ACTN4	0.03
FXC1	0.53475
EIF2B5	0.34625
VPS33A	-0.6965
PINK1	1.1625
FAM106A	-0.1835
SKIP	1.38346666666667
GAPDHS	1.3205
MUM1L1	2.638
PSTPIP1	0.95825
CNTNAP1	-1.289
CYP26A1	-1.609
APOL2	0.5934
TACC2	0.503125
COX7A2L	0.462642857142857
HSD17B1	2.7944375
ARRB2	-0.25175
SLC7A6	-0.9789
HSD17B10	-0.893
RBJ	0.38225
NUP155	-2.467
MRPL10	-0.6935
CYCS	-1.57133333333333
CCDC46	0.2425
TECTA	0.218
GNAL	-1.19025
LPO	-0.6405
PEBP4	4.51625
DDX11	-2.02725
C18orf12	0.25
TAF9B	0.0595
IMP4	-0.21775
RPA4	-1.56633333333333
NDUFS1	-0.76425
UPK1A	0.1915
ARRDC2	0.534833333333333
C18orf20	1.442
AES	0.602785714285714
CD2BP2	1.47966666666667
C16orf54	-0.408
UGT2B17	-1.403625
FGFR1	-0.082
CEACAM6	-1.7989
CHRM5	-0.433
CERK	-1.61625
AP3S2	-0.256785714285714
ANKS4B	-0.54175
CLCNKA	0.00233333333333332
ZNF208	-0.0873333333333333
HLA-DRB5	5.0255
CARKL	0.2215
GOT1	-0.3525
CASP6	1.0135
HOXA1	0.172
RCL1	0.2675
ZNF181	1.2545
RAB40B	1.43
MRPL38	-0.185375
LRRN2	2.05675
C3orf25	1.1925
OR5D14	2.4645
OR10AG1	2.183
BET1L	0.8758
FRY	4.11875
AK3L1	-1.904
CSF3R	2.068
POLR3K	0.355666666666667
ATG2B	-0.305
EPS8	-0.341333333333333
DARS	0.000625000000000042
C10orf56	1.20333333333333
DAD1	0.56425
RIOK1	-0.867333333333333
HERC2	0.014
HSD11B2	0.115333333333333
FAM96B	-0.31575
MGC13057	-1.27125
BSN	-0.301
CAND1	-0.456
HCST	2.15075
ACTR10	0.871833333333333
OR8D4	-0.7045
NASP	-1.3503
COL9A2	1.6745
LYZL1	null
GPC5	0.5455
TBL3	0.200166666666667
CENTD2	1.1727
OR5AP2	0.059
TLR1	2.17375
LMO6	-0.683
ZIC2	-2.72725
CPNE5	1.13225
ZMYND15	1.3705
FLJ22374	0.084
CCDC106	0.33625
PARP16	-0.3075
PDIA3	0.28525
C14orf126	0.22675
CECR2	-0.8005
SFRS1	-0.211857142857143
FIGLA	0.7155
DCP1A	0.2
MGC45800	-1.6843
TEKT1	0.52725
C10orf67	1.353
CLN5	0.6365
NTN2L	-0.325
GLE1L	-0.57225
CES2	-0.25
GNAS	-0.615055555555555
DDX53	-0.809
TSPAN13	2.722
MRPL52	-0.6616
SPIRE2	-0.588375
TAS2R39	-0.022
SCUBE3	0.34325
UCRC	0.6769
CDKL3	-0.03675
KIAA1715	-0.8368
ZNF345	0.2595
RTF1	-0.195125
DHRS7	1.69825
RIPK4	-1.52416666666667
EXOSC2	-1.5675
MS4A2	4.2335
FGF17	-0.22575
WDR59	-0.193375
EVI2A	-0.41625
IL17RC	1.41566666666667
HS3ST1	1.7795
ITGB1BP2	-1.453
RBPJ	-0.725166666666667
GIMAP1	3.8985
INE1	-1.518
ALDH18A1	0.078375
TPI1	-1.475375
GATA6	0.23125
CABP1	0.025
ZNF484	0.61025
DAPK3	1.3395
GJB1	-2.74808333333333
PIN1	-0.13675
SLC6A15	-4.19333333333333
CNO	-0.25375
RIN2	2.419375
FRRS1	-1.5695
CYorf15B	-4.052
DMRT3	2.37185714285714
ATAD1	0.03625
OTUD4	-0.591888888888889
ATOH8	-0.64775
ZSCAN16	1.307875
ASCC1	-0.67675
OTUD3	0.1745
MGC33212	-0.4255
YME1L1	-0.045875
RP11-218C14.6	0.466
PCBP4	0.2085
TNFRSF10A	-0.45175
CDH10	-3.3642
KL	3.164
SCP2	0.338166666666667
C9orf119	0.412625
SON	-0.122833333333333
MAFK	-0.0645
SBNO2	1.553
SLC6A6	-0.733333333333333
SC4MOL	-0.43875
FAM35B	0.153125
PPP1R9A	0.302625
PDZRN3	0.813
CXorf20	1.929
C6orf126	2.1985
AVEN	-0.816
FLJ21075	-3.204
C14orf132	-0.2015
PCK2	-0.53475
GUCY2C	-0.094
BARX2	0.305
PEX11G	1.857
DAO	-0.847333333333333
C10orf49	-0.1355
EDNRA	2.74183333333333
PPP2R5A	1.2637
DDX39	-1.579
SERF1A	0.663
ASCIZ	-0.2268
FNDC8	-0.25525
PTMS	0.202875
PHF7	0.9635
PIP4K2B	-0.4429375
HHLA2	-0.288333333333333
BDH2	1.6995
APOBEC2	-1.36425
PENK	3.63316666666667
SMAD9	-0.55675
MT3	-1.26325
RGL1	0.9955
ATG10	-1.071375
DLGAP4	-1.10833333333333
APPBP2	-0.770142857142857
BACE2	-0.1865
LOC339344	0.662166666666667
ZNF395	0.35425
HIST1H2BL	-1.03075
ZNF467	1.322125
SLC25A21	-0.5565
PALM2	-1.0682
NSUN5C	-0.8875
IL5	0.2078
CLSTN2	2.56025
ANXA8L2	0.38825
PTGES	0.714875
GDAP1L1	-1.65866666666667
OPRK1	-1.47333333333333
WDR20	0.146583333333333
C12orf4	0.16975
NUP88	-0.726125
XRCC6BP1	-0.965166666666667
FCGBP	0.564642857142857
LEMD2	-0.27775
NOMO1	-0.14375
C10orf79	2.07128571428571
ZNF79	0.4262
OCRL	0.4763
HSPA8	0.0694583333333334
DIDO1	-0.51475
PLA2R1	2.2595
COG3	0.643
NGDN	-0.5035
CBFA2T2	0.275125
PNOC	-0.7695
PRRG1	-0.339166666666667
AGGF1	-0.868571428571429
DPF2	0.25875
YIPF7	-1.805
TRPV5	0.2625
ZNF322B	0.079
MED12	0.583833333333333
CARS	-0.427166666666667
ABCC11	1.962
C9orf25	0.0305
MYH1	-3.512
FRYL	-0.79025
AGTRAP	0.61875
MMP27	1.217
ZNF432	-0.2645
OR8D1	1.099
OR13D1	0.46125
VWA1	2.2
STON1	0.3815
IL5RA	-0.19175
PERP	0.9353
C10orf107	0.529
TNFSF12	2.50375
FN1	0.263958333333333
MTR	-0.910833333333333
PHLPPL	0.0651666666666667
ZNF425	0.52525
DHFR	-2.30777777777778
PPP1R12A	-0.375875
RSPO2	-2.7422
ZNF7	-0.462
ZNF583	0.68
TPMT	-0.812333333333333
GPR132	1.27825
OR2T12	-0.8505
SERTAD2	0.2459
ATP1A1	0.4235
FRMPD3	0.57825
ZNF672	0.21725
PLXNB3	-0.242875
EML5	-0.3815
FAIM3	0.9485
UBQLN2	0.445
SORCS2	2.047
PRIM2	-1.746
ACVR2A	1.09833333333333
YWHAZ	0.24275
PGM2L1	1.13257142857143
GNAO1	0.138142857142857
RPL10	0.8477
RPS6KA6	-0.233
PFKL	9.25185853854297e-18
SH3D19	0.31125
AURKB	-2.41633333333333
ZC3H6	0.666625
DISC1	0.173666666666667
FLJ39660	-3.41266666666667
TMEM25	2.7605
OSBPL10	-0.2
CLTCL1	-1.25483333333333
ALG6	-0.7295
CATSPER4	3.366
LRTM1	0.0585
RRAD	2.16366666666667
TIPIN	-1.925
CARD14	1.210125
RBM9	-0.0833333333333333
RASSF4	-0.67675
SLC25A18	-0.320833333333333
C6orf58	-0.4936
IGHD	0.215
PLA2G6	-0.1615
TPT1	2.099
SEC63	0.0199
CCDC113	-0.2505
TDRD10	0.49425
KIAA1666	-1.6075
TOR1AIP1	0.521083333333333
SYTL4	0.891333333333333
SPRR2F	-2.2145
CEBPD	3.0585
SNTG2	0.0325
C20orf77	-0.82225
TAS2R49	2.513
C6orf173	-2.0135
SVEP1	1.7126
PXN	-0.149142857142857
VIL2	1.074
C5orf21	0.215833333333333
DIXDC1	0.9445
GANAB	-0.644
PDSS1	-1.45725
NGFR	1.951125
ATP8B4	2.03275
BMP8A	0.859
CCDC132	-0.22025
GNRH1	-1.07275
OR10T2	-0.329
PDGFD	3.7175
OR6W1P	-0.008
HARS	0.20875
KRT77	-0.2765
AQP8	-0.45125
ITGB1	0.3286
ZNF254	-0.3482
PAX1	0.2095
PSMC4	-0.5336
ANKRD22	2.5475
PSMD8	0.1685
HTR1E	-1.7115
SOX10	-0.0868
OR5B2	-0.823
RABGEF1	-0.659
MAP1LC3B	-0.71525
CYB5R4	0.666
AGXT2L1	-0.489
FLJ41603	2.31483333333333
TRAPPC2	0.344166666666667
FNTB	0.3611
FLJ14107	-0.330333333333333
AURKAIP1	-0.333
DSE	1.49775
NFKBIZ	0.991166666666667
OSBPL3	-2.41183333333333
LOC130576	2.62525
SLC39A9	-0.076
LOC137886	-0.00333333333333335
RHCE	-3.477
ATG7	0.4165
FAM82A	1.12366666666667
FBN3	0.1035
MCFD2	-1.19483333333333
CASP14	-0.573
EPS15	0.414666666666667
SFRS2B	1.208
C19orf47	0.364
PLAC9	2.1915
GPR23	-0.702
BTNL3	0.487333333333333
RGS8	0.1985
GNS	0.023125
ENO2	-1.13066666666667
CBX1	-1.0031
PEX26	0.135
LRP5	-0.828
ADAMTSL4	-0.9745
ARR3	0.0546666666666667
MAP1A	0.476
CD2	3.93725
NAV2	-0.6120625
TMEM69	-0.20525
ATXN7	-0.8545
CHN2	-0.576666666666667
ZNF781	0.0901666666666667
HAS2	-1.3215
KIAA0241	-1.56233333333333
BIC	0.50525
MOBKL2A	-0.1055
CYP2C9	0.407
CNOT7	-0.121857142857143
SFRS10	-0.377
CST11	0.559
FLJ37543	1.097
NKAP	-0.88425
RUNX1T1	3.53225
EAF1	-0.7123
IL4I1	1.8135
LRRC61	-0.224666666666667
PSIP1	-2.24766666666667
SPRR4	1.2555
ZFP90	-0.507166666666667
AP2B1	-0.829538461538462
SLC30A7	0.39975
C7orf28A	-0.0798333333333334
S100B	-0.789
BMP2	-1.6145
ESR1	2.84083333333333
ZFPL1	0.50075
ARHGAP12	0.117
LRRC19	0.504333333333333
ZNF767	-0.222166666666667
NACA	0.716
OLIG1	-3.037875
PRF1	0.958
LST1	3.09466666666667
SPATA9	-1.3348
CNFN	1.1345
CDK4	-0.425
TCF15	-1.1585
PARC	0.31875
PPM2C	2.01725
LOC283345	-1.1265
FAM107B	0.3885
DMXL1	-0.25125
RBM3	1.324
HTR5A	-1.68933333333333
SCFD1	-0.0725
EPHB3	2.75725
ROPN1L	-0.2785
RAMP3	1.80375
TSPYL5	1.32236363636364
GAP43	-2.4005
PAPD4	-0.212
PDE3A	-2.4775
TNFRSF10C	1.07825
JMJD5	0.446666666666667
RASGEF1A	0.0727
C16orf65	-0.227
HIPK3	1.29283333333333
XYLT2	-0.699
XPOT	-1.66566666666667
GAL3ST1	-1.8655
DHCR7	-1.89575
AMIGO3	0.116666666666667
FGFR4	-1.53016666666667
CRAT	2.349
PPP1R14D	-0.0655
TRIM14	-0.3951
TMPRSS11D	1.1735
SLC7A11	-2.75942857142857
OR10H2	0.0775
PPM1E	-1.471625
DOCK4	0.12525
FAM127A	-0.458375
ENOPH1	-0.744
SLC5A3	-1.2833
ZNF530	-0.0263
NTS	-6.872
FRMD4A	0.123875
BCL11B	-2.707
PRM1	-0.72825
UQCC	-0.5685
S100A16	0.372666666666667
PLS3	-0.99575
WWOX	-0.445071428571429
CCDC23	0.288
GTSE1	-2.23266666666667
GP2	5.014
FLJ32549	-0.450625
CHIT1	0.21925
KLF9	1.035375
RPS24	1.0245
MIA	0.5555
FIGN	-1.76075
PYROXD1	0.468
PCSK2	-0.105666666666667
MRPL9	-0.20225
RPL24	0.42725
C12orf32	-0.4755
HIST1H2BE	-1.18775
RGS18	4.09575
LFNG	1.35175
RAB4B	0.442
FBXO25	0.628
TSPAN31	1.16033333333333
ARL8A	0.503714285714286
C10orf83	0.0153
OR51B6	0.5785
CNKSR2	-0.36975
C1orf156	1.189
IBSP	-0.35
GFRA2	0.8024
ALKBH7	0.717
NEK10	2.9635
VN1R3	0.6494
LOC91948	-1.562
CPZ	1.70675
IHPK3	-0.335333333333333
COL8A1	-0.67725
RBPJL	-0.575
OR10A4	-0.1905
CASP8AP2	-0.837625
MMP12	-0.738666666666667
OR8B12	-0.028
CDCA5	-3.28883333333333
LIX1L	-0.9695
PEX11B	1.1015
GABRA1	0.139333333333333
HABP2	1.329
REEP1	1.59483333333333
FBXO15	0.8635
CD68	0.877
WFDC9	3.072
GHDC	0.648
SMARCA1	0.29225
SPAST	-0.734833333333333
PLXND1	0.355
MLCK	0.0375
INTS5	0.336666666666667
BSG	-0.5385
PARP8	1.12216666666667
TEAD4	-0.427833333333333
ZNF498	-0.75025
TMEM89	-1.346
DTX4	0.7575
TNRC6B	0.094
ARMC2	0.14
FGFBP1	0.0393333333333334
TIMM8A	-0.984833333333333
AJAP1	-2.439
ZNF608	0.88125
SLC25A42	-0.524875
SYP	-0.1476
MMP11	2.50733333333333
USP40	0.5937
C3orf62	-0.1245
MYO1E	-0.6572
LRFN4	-0.92975
XCL1	0.699333333333333
GPR155	0.32375
VPS29	0.066125
CARHSP1	-1.28975
ARHGAP20	1.257
GREM2	1.3915
CCDC102B	2.736
ZNF577	0.822833333333333
HDDC2	-0.75425
SHC2	1.1037
NCOA5	0.8645
INPPL1	-0.012
CHGB	-2.1831
IHH	-0.53
DDEF2	-0.770583333333333
DIAPH3	-3.5284
BUB3	-0.349166666666667
GGH	-0.994333333333333
VPS35	-0.651
CNN2	1.03225
ASNA1	0.19525
WDTC1	0.7105
AMAC1	0.387
HAS3	0.652333333333333
SLC1A6	-1.56433333333333
ZNF563	0.1085
C1S	3.7335
TCF7L1	-0.617625
OR10Z1	0.1935
ME2	-1.4531
C6orf151	-1.133
KPNA4	-0.6471
GLO1	-0.34625
WDR61	-0.0746666666666667
CD302	1.73975
SIRT7	-0.219666666666667
C11orf59	0.73325
PKIG	-0.20375
PPIL3	-0.0695
CCDC74B	2.24975
ZNF528	0.55
EFNA5	0.4765
FCGRT	2.29275
NOL4	-0.103222222222222
CCS	0.519
LOC374491	-0.3635
MFSD7	3.636
ZNF555	0.0265
LIMS3	-0.426
TSSC4	0.480166666666667
COL11A2	-1.3195
C1orf119	0.932666666666667
BPNT1	-0.366875
CHRNA6	1.092
C1orf173	1.756
PLD2	1.25725
ORC1L	-3.947
SASH1	2.4775
CDC14B	-1.027875
RLBP1L1	-1.62866666666667
LDLRAP1	0.1519
NAT8B	-0.0585
HHEX	-1.6195
LGALS7	2.5395
PLCH1	-0.590285714285714
OR1M1	0.18
PRAMEF16	0.0545
HECTD1	-0.309
C14orf39	1.2485
TLN2	-0.0464
HDAC4	-1.23057142857143
SYCP2L	-3.06733333333333
GLRA1	2.4595
RPS6	1.113375
hCG_1757335	0.1505
KLHL1	-0.6495
CTNNBIP1	0.907666666666667
SCAND2	0.0295
HMGN2	-0.0763
YAF2	-0.30125
BRPF1	0.26075
LIAS	-0.7575
CTA-246H3.1	-1.094
SAG	0.3965
C20orf10	0.631
HNRNPA2B1	-0.834
GADD45A	-0.249666666666667
MSH4	-0.629
TMEM70	0.06475
HIST1H2AM	-1.96775
C19orf26	-0.211833333333333
C1orf50	0.0125
GNG3	-1.6635
FTO	0.56925
CALCB	-1.885
PPP3R1	-0.84225
C15orf42	-3.801875
CCNJ	-0.848
GNAZ	0.5878
PSD	0.278
FAM57A	-0.92675
STIM2	0.3775
DHX8	-0.0175
MOGAT3	-0.55675
UBE3B	0.535333333333333
PLAT	1.1635
C6orf206	0.739
COPE	-0.396
EIF3A	-0.089625
C1QL2	0.22625
IQCE	0.378833333333333
KIAA0182	-0.891666666666667
SLC22A7	0.0137
PPFIA2	-0.353
ADAMTS15	1.1445
ODZ1	-0.707
THBS4	5.33366666666667
ARHGAP1	1.239625
B4GALNT3	0.0774
FCHO1	-1.709
LOC440456	0.27925
HOXD10	0.623833333333333
CXCR3	1.81833333333333
CHI3L2	0.068125
SRPX2	1.85825
ZNF132	0.828833333333333
UBAC2	0.858833333333333
RPL32P3	-0.18
CBWD6	0.743
ST6GALNAC4	-0.111
KIAA0391	-0.0133333333333333
LOC388969	0.163
KRTAP5-8	0.419333333333333
ZNF786	-0.15025
LYVE1	4.692
GPR144	0.90925
APOH	-7.268375
TSC22D2	0.472333333333333
PLCD1	0.46625
FLG2	-2.052
M-RIP	0.6163
NDUFV1	-0.43375
POLDIP2	0.2405
RAB3GAP2	0.349
RPSAP15	-0.2345
CLEC7A	1.0345
HSPA14	-0.558
TAAR5	0.09075
FAM132A	-1.13125
C2orf43	-0.771
OR10V1	0.705
SELPLG	0.86925
C1QTNF6	0.109833333333333
OPCML	0.4563
DTYMK	-1.245
ALDH16A1	0.194375
F13B	-1.9345
MGC16169	0.871
KIRREL2	-1.27066666666667
C14orf32	0.0638333333333333
SLAIN2	1.1184
HSD3B2	0.188
AMMECR1L	0.2238
LRRC37B	-0.859
HMG20A	-0.236166666666667
C22orf27	0.2466
FBXL22	0.9085
AP1B1	0.966166666666667
TNKS1BP1	1.54975
CD74	4.146
HSPA12B	2.95783333333333
PLSCR1	1.2655
SLC35E1	-0.157333333333333
FEZ1	-1.23375
APOD	4.955875
C16orf44	-0.2585
C1orf166	0.7655
KCTD11	1.1655
NELF	-0.50025
SRP54	0.0536666666666667
MGC35361	-0.2155
GPR35	-0.737
NRGN	-0.3495
SIGLEC12	-0.20725
SCN1B	-0.09525
IFNW1	0.098
STAR	-4.30225
HLA-DQA2	3.60516666666667
RNASEH2B	-0.89325
TAAR2	0.318
VAMP5	1.31983333333333
TUBA1C	-1.03028571428571
PIK3R2	0.273125
ARD1A	-0.303166666666667
EBF2	1.19033333333333
CAMSAP1L1	0.931
CYP3A43	0.46825
AKR1B1	-1.61575
KIAA1729	0.09275
KAL1	0.9556
CYBB	0.165875
UXS1	-0.66375
LOC338579	1.34066666666667
C11orf45	-0.481
SHB	0.90525
IKZF4	0.829875
NDUFA1	-0.658125
HSPE1	-0.83725
C1orf215	0.108
GPR113	-0.304833333333333
ZNF573	0.903
TBX18	1.158
GGTA1	6.783
PCDHGA8	-0.219
RPS6KL1	-0.292625
DPP9	0.20625
SLC43A2	1.26875
COPS3	-0.7525
PMPCB	-0.317333333333333
HYLS1	-0.1375
LSM8	-1.08116666666667
PDE6B	1.986125
C10orf118	0.6572
OR1C1	0.147166666666667
ZNF415	1.19975
OR2F1	-0.214
ZDHHC13	0.764
FZD8	0.1897
TCEA1	-0.3701
SUSD4	1.61225
C22orf24	-0.43
TNFRSF14	0.31275
TRIM28	0.171666666666667
FGF5	-1.59014285714286
CSPG5	-1.05916666666667
RNF133	0.0556666666666666
FKBP15	0.603
BZW2	-0.51225
NSMCE1	1.00725
PTPRN	-0.0365
TST	-0.577875
POP1	-2.075
RNF24	-0.498
SFRS4	-1.646625
REPS1	-0.30875
CD70	-3.4145
PDXDC1	0.184125
SRC	-0.1771
NTNG1	1.413
SETD1B	-0.123
TINP1	0.3911
ZNF606	0.7325
SSR1	-0.150875
RGNEF	0.875166666666667
NFS1	-1.379
CENTB5	-0.548416666666667
CRMP1	0.140833333333333
ADAM18	0.72875
CCDC87	0.590666666666667
LRRC8B	0.372
CSNK1G1	-0.124
MAFB	2.00366666666667
C12orf45	-0.66475
C1orf54	2.409
DPEP1	0.0141666666666667
FLJ13137	1.556
C14orf118	-0.249166666666667
ANKRD19	0.585333333333333
ABCA9	2.48375
TMEM87A	0.993
BBS5	0.5472
CYP17A1	-0.78225
SCG3	-3.28466666666667
ESCO2	-2.6785
GFER	0.193166666666667
NRIP2	-0.0666666666666666
DDX59	0.924833333333333
RIC8B	-0.1742
TNNI1	0.1795
KTELC1	-0.0115
GPR85	-0.0301666666666667
SP3	0.499375
GOSR2	0.1295
DDX1	-0.11625
DSCR9	-0.507
KIAA1984	-1.2935
FLRT3	-1.23525
RNPS1	-0.784428571428571
ZNF772	0.9515
SLC25A10	-0.534166666666667
ADAMTS3	-0.848666666666667
TBC1D7	-1.98175
PCYOX1L	-0.87025
LOC339745	0.88
VPS54	-0.41
PCDHB12	0.424625
C4orf6	-1.00275
CCL5	3.283625
PEX5	-0.356875
LENG1	0.469833333333333
LOC51336	-2.03725
FLJ25371	0.9455
WDR45L	-0.329333333333333
SPAG8	0.411333333333333
GUCA1C	-0.169
LOX	-1.38666666666667
FIZ1	1.0145
BAG5	0.0433333333333333
BUD13	-0.420333333333333
MGC2752	-0.741
IQSEC3	0.1165
TGFBR3	1.008
CASP9	-0.972875
PPA2	0.2525
MED24	0.56775
MAP3K7	-0.445
SRPR	-0.318875
C17orf81	0.346
RIPPLY1	0.5835
EID2	-0.45175
AKR1C1	-2.45133333333333
IMMP2L	0.155375
SPSB4	0.207
BAG4	-0.54625
ZNF32	1.87766666666667
KLHL34	1.23375
BRD2	0.1995
IL32	-1.0945
FAM53B	0.6845
SLC7A1	-0.634142857142857
KAAG1	0.3465
CCDC54	0.914333333333333
PRKCQ	-1.7905
TIRAP	0.06925
SPSB1	0.700166666666667
USP36	1.34825
FLJ32569	0.737
LYZ	0.861
TMEM186	0.207833333333333
TPM2	0.5365
C9orf100	-1.09633333333333
PPP1R11	0.2885
OLFML3	2.1259
ELAVL1	-0.473583333333333
DNAJC17	0.871166666666667
ABCA2	0.179
BNIP3L	-0.793125
ATP10D	1.595
GALNT8	0.8278
PRKCH	2.30475
USP12	-0.61775
STXBP1	-1.2268
LSM2	-0.297666666666667
ANKRD30A	4.9345
LAP3	0.1545
C9orf40	-1.96866666666667
KATNAL2	-0.528333333333333
RG9MTD2	0.1735
PNPLA7	0.91525
IDH1	-0.962
C1orf57	0.73275
XRCC5	0.5581
TBRG4	-0.94625
DCDC5	2.79116666666667
POU5F1	-5.3335
RAB1A	0.971571428571428
KRTAP15-1	-0.4865
INHA	-1.85633333333333
WDR90	0.489625
MLL2	0.4045
FAM104B	0.7825
SF3B14	0.0535
STX1B	-0.3035
SNX12	-0.2805
KMO	0.965166666666667
FAM100B	-0.41575
CDRT15	-0.2155
RAB9A	0.491833333333333
RUFY3	0.299875
UBE2U	-0.913333333333333
NFKB1	1.1933
FBXO38	-0.230375
VRK3	0.773
TUBB8	-0.3885
IFNA6	0.204
AYTL1	0.087
RBP3	2.149
MUC13	-1.77175
C8orf30A	-1.3255
MFAP1	-0.5075
NHLH1	0.628
CXorf34	-0.95225
SP8	-3.0065
RNF151	-0.0326666666666667
TDRD7	0.271
KCND2	3.99625
FKBP9L	0.0783333333333333
C17orf44	2.484
TIMM17B	-0.569
WIPF1	-0.0964
SNX15	-0.1783
IGF2R	-1.0019
SBSN	-2.413
RBM15B	-0.09175
AGBL5	-0.600833333333333
APEX2	-0.41775
C17orf39	-2.41325
UBE3A	0.5736
SPANXC	-3.164
TGFB1I1	1.762
RBM13	-1.00225
TOP2B	0.372833333333333
NPVF	-0.036
RIMS4	-0.68475
RAD54L2	-0.5495
RSPO3	5.4655
C2orf47	-0.038
TSPAN4	0.251666666666667
DNAL1	-1.4425
DKFZp761E198	-1.197
NLE1	-1.2385
TPST1	-0.049
SREBF1	0.411
CLEC12B	0.073
FUK	-0.43875
IL21	0.146
LTK	-1.95225
DKKL1	0.19825
EPAS1	0.77725
UBTF	0.1118
HIST2H2AB	-1.38441666666667
TMPRSS12	-0.586571428571429
KIAA0427	1.06683333333333
CYP8B1	-0.364
FPRL2	3.245
LOC402573	0.00199999999999997
HSDL2	0.260333333333333
SEMA6B	0.821666666666667
AKR1A1	0.276214285714286
CLTB	0.202833333333333
NXT2	0.165166666666667
HSPB7	-0.6445
MLLT11	-1.53483333333333
OLFM3	-0.2774
SEC61B	0.0595833333333333
GPR139	-0.412
RRP15	-0.0165
OR3A2	-0.648
RSL1D1	0.3071875
P2RX7	-1.80283333333333
PSME2	-0.48525
ADNP2	0.09275
RBM25	-0.719166666666667
IFITM1	1.081
POLR2E	0.05475
ZNF643	-1.8025
ZBTB25	-1.35516666666667
SPTBN4	0.798125
FBXO28	0.2175
CLEC10A	3.65125
EPHA8	-1.016125
BEST4	-0.0595
GAS6	1.14733333333333
TSHR	0.799
TMTC1	0.915272727272727
GSTM2	0.528833333333333
ETV1	-1.58875
ADAM11	-1.56983333333333
ERGIC2	0.266333333333333
ATP6V0E2	2.07883333333333
HGFAC	-2.14283333333333
CTTNBP2NL	0.1025
FLJ20628	0.616
MTCH2	-0.46775
BACH2	0.423166666666667
AUTS2	1.70333333333333
FSD1L	-0.93425
RPRM	-3.7625
PPP2R3A	0.853
BAT2	-0.3485
LPHN2	0.517833333333333
MGC71993	0.520333333333333
PPARGC1B	-1.85875
CENPT	-1.4135
RNF123	0.411166666666667
COL27A1	-0.6403
ZP2	0.2965
C2orf21	0.9255
CCDC78	-1.06225
MCM8	-2.81016666666667
PHLDB2	-0.062875
PLAUR	0.3465
HDPY-30	0.1135
BMP5	-1.3735
MUM1	0.479125
FAM62C	-2.005
MID2	1.306
SYT16	1.575
ISG20L1	-0.5386
C2orf40	5.01375
SRRM2	0.233357142857143
FCRL1	-0.14575
C1orf90	1.07266666666667
MEP1B	0.0255
PCSK7	1.1871
PBX2	-0.82575
CENTB1	0.856666666666667
GLT6D1	-0.356
HGS	0.29625
WDR51B	-0.09775
KCNJ8	2.1195
NOL10	-0.73025
EDEM3	1.21925
TCOF1	-1.86433333333333
SLC16A1	-1.82466666666667
SF3B3	-1.200625
NUDT21	-1.112125
ZNF235	-0.137
KIAA0644	3.11225
ERC1	-0.78725
NKIRAS2	0.309833333333333
TRMT5	-0.3365
PPP1R7	0.35075
C14orf177	-0.4625
HTRA4	0.6105
FAM139A	0.0135
C16orf30	4.7575
C10orf32	2.002625
VCX2	-4.42775
MGC27016	-0.5715
LARP5	0.202
THNSL2	2.3595
TRADD	0.4915
C1QTNF1	0.7605
C1orf43	1.0937
AS3MT	-1.20675
SCARF1	2.367
PHF23	0.17325
B3GNT2	0.412
FNBP1	-0.1385
ZNF780A	0.2615
MAGEB2	-3.46425
FANCG	-1.75475
EYA2	2.39733333333333
