Hybridization REF	TCGA-E2-A14P-01A-31R-A12D-07
RASGEF1B	1.543875
ACOT11	-0.269071428571429
AFAP1	-0.56325
OR2H2	0.4485
DPY19L2P1	-1.44625
DZIP1	-3.377
SEC22C	-0.433166666666667
GPR161	-1.44775
RNF146	-0.394
WDR74	0.374875
GALP	0.5955
PURA	1.1695
DNPEP	1.34408333333333
RP11-78J21.1	-0.9655
ERBB2	5.354
FANCM	-0.328333333333333
NEO1	1.978
DDX3Y	-4.784
RPS3A	0.27175
MXRA7	0.378357142857143
LGALS3	-0.435
GLT8D1	-0.39825
CFL2	-2.25016666666667
UPB1	0.26175
NAP1L5	-1.11175
CLDN14	0.75575
DHX38	1.0465
BTBD1	-0.16175
TARS2	0.551666666666667
ABCF1	0.1927
FCF1	0.486833333333333
LRRC49	-1.9435
GUCY1B2	0.756
C1orf177	0.929333333333333
SMARCA4	0.758571428571429
LRP8	-0.520166666666667
TAGLN3	-0.34825
MRPL14	-1.09675
TTRAP	-1.03125
ZDHHC20	-2.0825
NFE2L3	-1.395
KIAA1377	0.152125
PALMD	1.3131
TMEM43	-0.41025
TTL	-0.033875
STAT5B	-0.7055
SSB	-0.005125
OR10H5	0.4035
SLC22A13	-0.24525
AKAP3	0.16625
TIMM23	0.5365
OAS2	1.12091666666667
KIAA0423	0.001
TRIM11	1.4095
GLIS3	0.42425
TMEM50B	0.833333333333333
ARHGEF4	1.303875
DEGS1	2.32845454545455
TBL1XR1	1.28843333333333
G6PD	1.904
SP140	1.0642
MUC17	0.233214285714286
NUDC	0.9632
DNAJC5B	2.81983333333333
SCARA3	-0.639166666666667
CPA3	3.48083333333333
BCAT2	-0.919375
MFN1	1.4644
NRG3	-0.143
SNX11	-0.1605
PLEKHH1	-0.7475
GPR177	-0.513166666666667
HCFC2	-1.1335
TCAP	1.26925
MOCOS	-1.54625
C14orf93	-0.2715
PRDM10	-0.331333333333333
SLC16A4	-1.1925
SRGAP1	-0.425
VIP	0.04575
DUSP27	-0.585
LILRA1	0.1509
MC2R	-0.105
MGC24103	-3.32975
MBTD1	-1.518
FUT11	-0.522166666666667
USP33	-0.2715
C15orf39	-1.112
MAP3K12	-1.128375
PAAF1	-0.631833333333333
BARHL1	0.2925
FLJ16165	-0.0795
PIWIL2	-2.6955
SYNE1	-0.547166666666667
CMTM4	1.807375
TSPYL1	0.4141
GUF1	-0.477
TMEM157	-0.115
WDR44	-0.1005
HIST1H3C	0.90175
DKFZp666G057	1.779
RNPEP	0.603
GAS2L2	-0.202333333333333
ADH4	-4.5745
GRPR	-0.105666666666667
FBXL17	3.192
ZBTB10	1.19366666666667
Gcom1	-0.404
HTRA1	0.1995
ZNF585A	-0.2555
SLC26A2	-0.671461538461538
OTOP3	0.329666666666667
WISP1	1.41733333333333
ATP2B4	-0.552916666666667
FLJ10769	1.197
CRAMP1L	-0.462
CHST12	-1.423
RAB22A	1.135
TARDBP	-0.1715
STAU1	1.352
CRB3	2.40833333333333
MIG7	-0.87475
CHMP1A	1.93483333333333
ZNF160	-0.389125
B3GALT6	-0.7205
BARX1	-0.978
C6orf167	-0.8304
NXNL1	0.304
DHX29	0.709
HADHB	-0.785
PLXNB2	1.90475
ILDR1	-1.04575
SLC15A3	2.1635
GAS2	-5.85733333333333
C20orf69	0.477
NUMB	0.25375
TNIP1	0.4955
MESP1	2.5155
PSKH1	0.60875
NSFL1C	0.573125
RHOG	0.03725
HEY1	-2.67366666666667
KNG1	-2.045625
ITGAX	1.6236
LIN9	0.1125
CANT1	1.387375
XRN1	-0.547142857142857
CCDC96	1.5417
HEATR6	1.5055
GNG7	0.614166666666667
RUNX2	0.5010625
SOX1	1.16966666666667
FCRL5	1.9352
ZNF99	0.45625
FAM9A	0.721
SNX22	0.870166666666667
MBNL3	-2.8375
ODC1	-1.1841
ADORA2B	-2.0755
NR2F6	1.547
ZFYVE16	-0.417333333333333
SYNJ2BP	1.3421
POLE	0.142875
E2F2	-0.377
THRA	2.21783333333333
PTGES2	1.21616666666667
HIP1R	1.30333333333333
TMUB1	-0.641833333333333
ENO3	-2.101
RSPH10B	0.282
CXorf39	1.135625
IRGC	0.3125
GPR109B	1.44025
FLJ13305	0.8005
LCE3A	-1.131
TNFRSF18	0.554166666666667
DET1	0.193
TRPM3	-0.569083333333333
C16orf79	-0.525
FECH	0.328
RAP2A	0.0408333333333333
CRIP1	4.08183333333333
AZIN1	-0.707
SLC7A7	2.53675
IL10RA	0.8846
TMEM64	-2.26875
CDC42EP4	1.7486
C16orf58	0.604
ARG2	-0.742
POU5F1P4	-4.8455
FAM62B	-0.41375
DNAH8	-1.927
ASH2L	-0.719625
TSLP	-2.5115
CNTNAP5	0.9275
TMEM16C	4.4155
IFNA14	0.6445
SLC1A3	0.004875
CABYR	1.47575
BCL7B	0.6875
NUDT13	-2.392
C13orf28	0.1905
C1orf53	-0.76925
ARL6IP4	-0.2057
RPL35A	0.389
EMR3	0.821
RAB40C	0.423
SLC41A1	-1.126
LRCH1	0.129
LY6G5B	-0.117
FAM124A	-0.507857142857143
MGC10981	-4.05533333333333
CLIP3	-0.2791
MAP4K2	1.15333333333333
CHIC1	-1.913
SULF1	2.0235
C20orf30	-0.644357142857143
PRDM5	-1.746
ELOVL1	1.79625
C11orf48	0.235625
SLC39A10	-0.583
KCNV1	0.24725
ACP1	-0.059
ZMYM2	-0.569625
B3GNT6	-0.00783333333333334
C9orf69	0.444
C2orf15	0.3075
C20orf166	1.1855
HSP90AA6P	2.177
EDG7	0.375
NEURL	-1.641875
LPL	2.26866666666667
CLEC2D	-0.411357142857143
GRRP1	1.6685
CD8B	-3.0184
HIST1H3D	0.309833333333333
SLC6A12	0.299375
FAM27L	0.352
CD84	2.1128
RASA1	-0.834
PHKG1	0.8135
MAGEA11	-1.0575
IMPA1	-2.1899
NPM3	-0.8965
RARRES1	3.3145
SH3BP1	1.076625
B3GNTL1	0.106
ARPC5L	0.954333333333333
KLHL26	0.21125
SIM2	-2.147625
GJC1	0.665
C20orf194	0.28125
EXO1	-1.0375
SLC2A2	-2.33366666666667
LOC285074	-1.382
LRG1	-2.7875
KIRREL	-0.4415
PIK3R1	2.51471428571429
C4orf34	0.0415
MAF	-2.30466666666667
ADCY4	2.84316666666667
ZMIZ2	0.3435
SLC46A3	0.726333333333333
STAMBP	0.1215
CCDC16	-1.25275
MS4A12	0.325
TCF20	1.22925
LRRC46	0.87975
C20orf152	0.991
MRPS6	0.39975
ABCB11	0.396
KCNC2	-0.0113333333333333
CDH19	-2.4235
C9orf123	-0.548166666666667
SSH3	1.857
LDLRAD1	-2.632
CCBE1	-0.88375
ZNF135	-1.462
TAAR1	0.0325
WFDC12	-0.3125
CCDC42	0.225
FLJ12529	-0.41025
PER1	-0.110666666666667
TIMM50	0.0526666666666667
SMARCAD1	-1.39866666666667
FAM26C	-0.3195
TP53TG3	2.269
SH3RF1	1.6495
LMCD1	1.0305
GPR63	0.1405
FLJ21986	-2.79775
AIFM3	-0.24075
MICAL1	2.05683333333333
BLZF1	-1.235
IQCA	1.28883333333333
PCDHGC3	-0.018
SAC	0.5655
BCL6B	1.58616666666667
DDO	-1.91175
MARCO	3.60575
DCHS1	-0.455
C1orf170	0.4715
CD200R1	0.517666666666667
C22orf15	-0.5505
SEPT11	1.2555
ADNP	0.1135
UST	0.0268
C13orf34	-1.19283333333333
RFFL	-0.0957142857142857
APBA3	-0.2115
C2orf60	-0.5975
CUTL1	-0.2178
PMS1	-1.329875
ZNF689	-0.144
EIF3E	-1.11916666666667
IL9	-0.127666666666667
RPL31	-0.808625
LY9	0.3605
ATP2B3	-0.05425
KDELR2	0.744833333333334
TFCP2	0.144
NLRP12	0.40875
FLJ45422	-0.258
TLE4	-1.5287
ZNF570	-0.5135
FLJ43806	-0.1595
TLK2	1.351375
CIR	0.17675
MARS2	-0.8915
COL24A1	-0.2665
SDF2L1	-0.2925
HIBADH	-0.327666666666667
IGFBP3	-2.49878571428571
C12orf23	0.1975
PSPC1	-0.8575
C20orf43	1.71975
TRAV20	0.3895
ARHGAP24	-0.253
KIAA1975	-1.3825
C1QA	3.8782
DNTT	-4.7835
C10orf6	0.10325
C11orf41	-1.38725
HNRPF	0.01
COL11A1	3.1875
UBAP2	-0.898166666666667
CDKN2AIPNL	-2.2865
C20orf174	3.987
SPRED2	1.6175
PLA2G12A	0.167166666666667
ICEBERG	-1.72816666666667
SCN10A	0.7995
C11orf65	2.00625
GBP5	4.943
PITPNC1	2.35833333333333
POU3F3	2.8115
NCOA7	0.350875
LIN7C	-0.7789
LOC348840	-0.317
NKX2-2	-0.3265
ANKRD13D	1.460125
LOC123688	-0.134
FUT2	1.72033333333333
TAAR8	0.4555
FZD4	-0.322666666666667
PNMA3	-0.118833333333333
OR4L1	0.478
WIT1	-2.66175
EXOC3L	1.2655
ATPBD4	-0.7549
KRBA1	-0.87425
UBXD6	0.83025
HOXB7	-0.840428571428572
C7orf23	-1.016
UNQ338	0.24275
STAB2	1.50575
CDC20B	1.0185
IRF9	2.031
CENTG1	-0.0550833333333333
TNPO2	0.0695
MCPH1	-0.7695
BMS1P5	-1.122
SLC26A7	0.03525
HIST1H3J	1.37825
C9orf3	-0.429
LBH	1.140375
MYO1D	3.205125
PTDSS2	-0.3335
NFU1	0.22975
DEPDC4	-1.8095
WNT7B	2.9991
GLP2R	-0.0518333333333333
SETD4	-0.9093
DYNLT3	-1.3687
FKBP11	-1.18783333333333
SESTD1	0.2305
FLII	1.9055
RPS16	0.2268
CHPF	1.7055
CSNK2A1	0.925333333333333
SUMO1P1	0.20975
FKBP6	-0.5285
ZNF214	-1.7565
TWIST1	-0.3355
DDX56	-0.231333333333333
TRAM1L1	-0.3637
EPO	-3.15866666666667
MRPS18B	-1.0735
ZNF682	-0.409666666666667
RPL14	-0.669166666666667
MAFF	0.15
LOC51136	1.314125
LY96	-0.714
DDX20	-1.75625
ABTB1	1.55266666666667
ARL5A	-0.1386
CCT6A	0.1
HEPACAM	-0.5705
EHHADH	0.150833333333333
RBAK	0.485833333333333
CGB1	2.87575
ITGB5	1.304
YIPF3	-1.21275
FKBP2	-0.34425
NR1D1	0.9908
TMEM110	0.95
NEK2	-0.616
PRAMEF8	-3.30975
C20orf52	-0.76
PCDHGA3	-0.635
VWA3B	0.103
NDUFA5	0.27275
THAP9	-1.62625
FLVCR2	0.6105
AP1S1	-0.9545
SMAD6	0.372
SAV1	0.251125
SAT1	-0.65225
ZNF251	-0.86825
ADAMTS7	0.4996
RPP38	-0.22125
C1orf211	-0.775
YPEL2	2.83795
RBMS1	-0.945
ZNF445	0.0846666666666667
NRXN2	0.500166666666667
PGBD4	0.525571428571429
UGT2B28	3.87575
WBSCR16	0.2023
NLRC3	0.256625
ASTL	0.1095
ST6GALNAC1	-3.69925
ZADH2	-0.351625
MLLT4	1.14716666666667
ARL6	-1.305
MEF2C	-0.3705
CBFA2T3	-0.72
AFF3	-0.0725714285714286
COG7	0.766
MYB	-0.7285
PLXNA3	0.918
XRCC2	-0.983833333333333
MMS19	0.300375
ST8SIA5	-0.739
CHPT1	-1.09083333333333
KIAA1712	-1.222875
OR6X1	0.317
ACTR3	0.641375
UGCG	-0.414
OR4P4	-0.3675
ZAP70	-2.10775
LPP	1.2065
ZNF485	-1.7525
PTPRCAP	0.62875
IL12RB1	0.44
ATRX	0.4303
CHST8	2.28075
C14orf109	1.308
ARV1	-0.1055
NMB	0.0547142857142857
COX5A	-0.769333333333333
EIF6	-0.67925
MPPED2	-1.658
SEMG1	-1.542
CHRDL1	0.951
TRAF3IP2	1.139
WNK2	0.928875
LILRA4	2.33183333333333
LAMA2	3.61025
PXT1	0.058
RLBP1	-3.6045
CD300C	0.0765
SLTM	-0.529625
FLJ10404	0.3519375
APOBEC3D	0.4175
RENBP	0.0993333333333333
ATXN7L1	0.58125
NID1	-0.96175
TUBGCP3	-0.04475
ITIH5	1.22105555555556
CCDC110	1.54825
C8A	-2.92775
MGC87042	-2.29625
HOXC13	-0.0745
TFDP2	-2.29825
HCP5	1.130625
POLI	0.23825
UCN	-1.47166666666667
ZNF764	-0.114666666666667
C8orf45	0.328
FHL3	-0.989
SPATA5L1	-1.08175
MMRN2	2.65233333333333
NDST1	0.904833333333333
COL20A1	0.108166666666667
ZNF248	-0.719333333333333
PELP1	-0.0906666666666667
MBL2	-2.8672
RNF41	0.195
C5orf24	-0.2855
THOC5	-0.000750000000000001
SERINC3	0.63975
RP11-151A6.2	-1.50625
CDCP2	0.008
HIST1H2AA	0.143
C11orf75	0.138333333333333
FKBP7	-0.939
DDOST	0.41675
GPNMB	0.301666666666667
TTF2	-1.7895
KCNT1	0.0423333333333333
SLC39A14	-1.124375
NGRN	1.4383
GPR137B	0.00725
MECP2	-1.523375
PSMA1	-0.77925
C16orf73	-5.60875
TMEM60	0.8625
CSN3	-0.507
NOS1	0.516666666666667
RAB7L1	-0.00383333333333333
YBX2	-0.197
KIAA1166	-1.20525
FUBP3	-0.374333333333333
ABCG1	1.414
ACACA	-1.06325
ARL11	0.0492
ATOH1	-0.1445
ODF1	0.4716
CREB3L3	-1.44533333333333
TMEM127	1.02828571428571
DSCAML1	-0.661
PLN	2.13566666666667
LYPLA1	-1.83358333333333
PRDM9	-1.99
SASP	-0.89425
PLUNC	-0.412833333333333
INTU	0.56725
HISPPD1	-1.222
LNPEP	1.217
YARS2	-0.851666666666667
APCDD1L	-1.8475
ZCCHC4	-1.1263
FBXO22	-0.966666666666667
TTLL13	0.4645
ZNF669	1.1905
PTGDR	1.9685
DDX27	2.0055
KIAA0409	-0.785
GJB6	-0.38825
ASB8	0.3435
PLP2	-0.869
MEPE	0.0446666666666667
OR10J5	-0.7315
KRT222P	-0.06525
COQ7	-0.0548333333333333
C1orf101	0.0295
RERG	-0.2055
CHMP5	-0.432375
THAP11	1.841375
ZNF43	0.0228333333333333
ZRANB3	-0.257666666666667
KRT13	0.005625
MRPL19	-0.03925
RBBP9	-0.90475
SPATA17	1.442
BXDC5	-1.495
PAFAH1B1	-0.572416666666667
MAGEE1	0.54
OSTF1	0.15325
KIAA0323	0.822916666666667
TXNDC13	-0.147
CNTN4	-0.117
LCE1B	0.2975
UNQ501	0.69825
ZNF154	0.2365
C3orf64	-0.6585
SYT5	0.1584
PON1	-0.00433333333333334
FLJ10357	-1.397
ATP4A	-1.241
GNPDA1	-0.381
MGAT1	1.05366666666667
C14orf121	0.63625
SLC35B2	-0.095
MIER3	-0.388833333333333
CHEK1	-1.479625
ZNF8	-0.386833333333333
TXNDC1	-0.733333333333333
CKB	2.7697
RTN3	1.526
FZD2	-1.90316666666667
PART1	1.1615
PSMB6	0.12075
PCDHB8	-0.89
PHC3	-0.0521
PPP1R8	0.0485
NOVA2	1.298
TNFRSF11B	-3.5985
GOLPH3	1.2045
UBLCP1	-0.999
SUHW3	-1.3225
TTLL1	0.37375
OPN4	0.162
OR13G1	0.2455
ZPBP2	0.178166666666667
HSD17B11	-2.36325
C9orf50	-0.9115
DHDDS	0.8505
CTSW	0.8524
NEFM	-3.02183333333333
MRPL28	-0.14975
SYN1	1.4155
PIGV	0.227166666666667
ZIM2	-1.257
APBB1	0.3295
SND1	-0.30725
C1orf123	0.995
CHD3	-0.20575
BHLHB8	0.3585
RNASE2	-0.539166666666667
BCAP31	0.73975
SLC25A44	-0.145333333333333
CHD6	1.0783
PIB5PA	0.946846153846154
SELS	-0.0755
LOC541471	-0.266375
FAT2	0.2815
ZNF81	0.044
OR4C16	0.569
FLJ10081	-0.0581
LRRC4	0.91225
CS	0.850333333333333
N4BP2	-1.171875
IGFBP7	0.485
ZNF318	0.0536666666666667
NDNL2	0.98825
ZNF609	-0.148
SIRT4	-0.17425
EXOSC10	-1.09775
ECE2	0.335333333333333
OVGP1	-0.936
GTPBP3	-0.1045
PACS2	1.566
C19orf36	-0.757666666666667
ARL4C	0.816625
ATG4B	0.364125
UBQLNL	-1.055
RHOXF2B	-3.9035
PLEKHG2	-1.676
GALR1	-0.431
AQP4	0.3808
HDAC7A	0.1105
DCUN1D3	0.03925
OR8A1	0.7795
CCRN4L	0.033875
CBR4	0.3735
KIFC1	-2.7025
SLC7A14	-2.348
LHX5	0.202
TRPC7	-1.021
LPXN	-0.774
SERPINA1	-2.338375
RPS13	-0.5621
BPIL3	-0.603
PRKAA1	0.44975
FADS2	3.4429
ENAH	0.4870625
PRO1768	-0.2655
APBA2BP	0.19125
LIPH	1.27433333333333
C3orf33	-2.01675
RCC2	1.51114285714286
ALDH1A2	-3.1874
RNF103	1.49475
AHCY	-0.028875
ALG12	1.496
CCL17	3.4285
ZNF543	0.625333333333333
ESRRG	1.9626
CNGA1	1.32825
RDH5	0.496666666666667
OTX1	0.3126
PTGFR	-1.7346
CDR2	0.425625
SELE	4.5815
NLGN2	-0.388666666666667
EXOSC9	-0.089
ZNF566	-0.378833333333333
KLRC2	-4.05
GPR12	0.7555
KIAA0196	-1.1535
PDRG1	-0.29775
SSR3	-1.40457142857143
MSI1	-0.6745
CST9	-0.662
CC2D1A	0.230625
PLAGL1	-1.14077777777778
ZNF778	0.394
RNF2	-1.001125
KLF6	0.567333333333333
THBD	0.354333333333333
tcag7.1314	-1.03025
NR5A1	0.127166666666667
ABCD2	0.23325
DNAJC7	-2.7855
CLEC4C	0.412
TM2D3	0.300875
CCDC4	-1.018
PLAC2	1.987
DCD	6.4475
FAAH	2.1605
POLA1	-0.554166666666667
TM7SF2	-1.966375
FLJ39822	-1.10216666666667
FLOT2	2.16225
MAP4K1	0.214
SRP68	0.919875
C21orf74	-0.855
ARPC5	-0.230625
LOC126075	1.09375
HECW2	0.102125
ZDHHC4	-0.0755
ANKRD42	1.0339
PDE9A	0.502833333333333
ABCA8	0.911
NDUFS2	-0.3125
UBR5	-1.48275
BTBD16	-3.15175
LOC554174	-0.6175
ZNF20	0.519
KIAA1843	-0.046
WDR17	-1.51466666666667
C15orf33	0.191
RNF113A	-1.36825
CAMKK1	0.1711
CLCN2	1.08325
ANXA6	-0.888
LOC340069	0.2175
EMID1	0.044
DPM3	-0.305
ELA1	-0.369
SLC25A13	0.3991
KRT24	0.52825
SMPD1	0.527333333333333
TH	0.101875
COL6A2	0.394857142857143
ANKS1B	0.8555
GPR126	0.6633
ZC3H12A	0.332666666666667
TMEM47	-0.6375
C2orf51	-0.088
C1orf88	1.318
HSF2BP	-0.9975
AKAP10	1.11125
RPAP3	-0.7535
KLHDC8B	1.363875
STOM	0.4592
MUPCDH	0.010125
C10orf72	-0.1455
PLEKHA3	0.0310000000000001
TCP11L1	-0.2965
CWF19L1	0.118
SPEF1	2.23976923076923
YSK4	0.507
ELN	1.1698
SAMD8	0.264
MPI	-0.479
MEPCE	0.4242
ABCC3	1.735125
NANOGP1	-4.3455
KCNK17	0.01825
HLA-DMB	3.7175
RRAGA	0.664
ANGEL1	-0.3695
RBM32B	0.2315
CPN1	-2.85875
MGC52282	-0.2358
HLA-A	1.69083333333333
OR9G4	0.681
EDNRB	-2.445125
SCD	-0.0480714285714286
C14orf80	0.614
BAGE2	0.0025
RABL4	1.95516666666667
RCVRN	0.032
SHANK1	-0.043
NLRP7	-1.79625
CD226	0.9945
STAT3	0.049875
SYNJ2	-1.79
TPCN2	1.15083333333333
WDR36	-1.01658333333333
MBD4	-0.70075
ROBO1	-2.2207
ST3GAL6	-4.26225
SLAMF8	2.6985
ATN1	1.1245
GPR141	0.37125
KRT36	0.0375
TPH1	0.4515
DDX52	-0.85575
ZSCAN29	0.236833333333333
TRPT1	-0.0516666666666667
DPEP3	1.0645
DENND4A	-1.390125
TSPAN16	-0.117
PTCHD2	0.6475
LOC145814	0.11025
CAP1	1.13783333333333
EIF5A2	-0.9788
NT5DC3	-2.032625
SEPT9	-0.208375
SEZ6L2	1.077
EGFLAM	3.11225
VPS11	1.289
NDUFB5	1.22533333333333
CIDEA	4.24683333333333
IER5L	2.28175
N6AMT1	0.41675
FAM83C	-0.25775
OXR1	-0.389916666666667
IRX1	0.617
DGKB	-0.844333333333333
GCN5L2	-2.90225
MIR16	-0.115625
FBXW9	0.81675
WDR4	0.146666666666667
PDC	-0.633
VPS33B	1.773
HEXB	-0.36275
FLJ32214	0.68175
TCEB3	1.072
CRLF1	-0.015
ABI3BP	1.0695
C8orf22	-4.10125
PYCR1	0.703375
KIAA1706	-0.0435
CDK5R2	0.9865
WAS	-0.0515
C12orf60	-0.61225
CCBL2	-1.60525
MADD	0.86125
C5orf34	-0.66
WDR42A	-0.4708
KLF12	-0.497875
HSPA1A	1.5405
ITM2C	1.06825
DAPK2	0.450333333333333
LOC442590	0.1485
SUMF2	0.845875
CENPA	-1.19276923076923
TMED5	-0.300125
CDH6	-2.1607
BRP44	0.072625
THG1L	-1.01975
GABRA2	-2.3355
C14orf166	-0.02
MYL1	-1.4295
TNFSF18	0.0735
PAP2D	-2.31933333333333
PPIB	-0.22375
KLHL4	-1.047625
SFN	-1.311
CCDC127	0.76725
FRAP1	-0.10625
GOLGA5	0.82525
SDCCAG1	-0.230125
MGC21675	-1.07766666666667
C10orf95	-0.23725
KIAA1345	-2.0465
C1orf163	-0.137
LACE1	0.805333333333333
OR10K2	-0.243
CENPN	-0.88748
TMED2	-0.167
UGT1A6	5.553
ANG	-1.2605
U2AF1	-0.9305
CASC2	0.924833333333333
NMT2	-0.5005
OSGEPL1	-0.897375
DFNB31	0.18
SLC6A20	-0.810625
DKC1	-0.622
FXYD4	-1.649
WDR64	1.29575
MGC5590	0.679
CREBZF	-0.835666666666667
DAZ1	-0.266
PRPSAP1	-1.6495
GCHFR	-0.5665
TTC7A	-0.65425
LOC196993	0.578
UBD	2.51216666666667
S100A1	-0.98925
RPL6	-0.511333333333333
DNAJB6	-0.33985
NAGS	-0.5087
C2orf58	0.1275
KERA	0.974333333333333
MT1X	0.4889
UBE2B	-0.011
KEAP1	-0.38675
MST1	-3.381
OMA1	0.2165
ABLIM2	0.38025
BCL2L13	-0.357833333333333
JAZF1	-1.634
TMEM63B	0.59
S100A8	4.5017
ARFIP2	1.02075
UROS	0.61
KHDRBS2	-1.59
POLQ	-1.607875
SOAT1	-2.21175
SPAG4	-1.82175
MRPS30	-0.650833333333333
LOC494141	0.02725
OR2T11	0.4075
ORAOV1	0.9986
ZNF184	-0.440166666666667
TCEB3B	0.554833333333333
ADAM21	-1.124
GDPD1	2.37325
SPINLW1	0.48675
PRR14	-0.267333333333333
KCTD9	-1.3555
NUDT3	-0.3895
KIAA1822	1.2151
HIST1H4K	3.3515
DFNA5	-3.38675
GABPA	-0.7555
C14orf44	0.3715
POLB	1.059625
PTAR1	-2.3705
SEC31A	-0.9025
TRIM58	-3.36675
TAS2R14	-0.1105
VPS8	0.501375
H1F0	-0.1915
PRKCB1	-2.39283333333333
UGT2A1	0.26
TOR1B	0.345
LSS	-0.554083333333333
C2orf19	0.1115
HNRNPC	0.128785714285714
TMEM100	-1.2955
LOC116349	1.6675
OR51M1	-0.3995
CCDC142	-1.63675
ISG15	1.867375
ZCCHC14	-0.248125
CREBL2	0.650375
TGDS	-1.93975
DC2	0.10375
CACNA2D3	-2.3375
ZNF429	-1.0325
LYPD6	0.0476666666666667
SUCLG1	0.786666666666667
OR51I1	-0.0715
MAGEH1	2.066
PRPF40A	0.1
SMR3A	0.9045
SPINK2	-1.507
THAP2	0.0115
NPY5R	-0.50825
IRF4	-1.277625
SPESP1	-1.82566666666667
OR10S1	0.6555
DTD1	-1.5285
TUBE1	-3.2055
DDX19A	0.3415
PDPN	-2.097125
TMEM34	-0.361
MGAM	0.006
COL3A1	5.02055555555556
GFM2	-0.9146
OR5A2	0.4065
PSG9	-1.28225
ARHGEF11	0.206
IVNS1ABP	-1.1951875
SIGIRR	0.70425
DUSP19	-0.8115
DNAJC14	0.0984
ACSS1	1.157
IL1RAPL2	0.4415
C4orf30	-1.29675
SEPT4	2.326
LANCL3	-2.53525
SPAG17	1.4975
PRDX3	-0.7765
HNF1A	-1.619125
P4HA2	0.638875
RFWD3	-0.0125
MOV10	-0.4315
DNAJA5	0.236214285714286
LOC729440	-0.22075
LOC200383	1.0875
SMC2	-1.92225
MIXL1	-0.152666666666667
TMEM9	0.178
FAM86A	-0.0435
ZNF174	-0.3109
MYH14	-1.273
CCR8	0.119
VPS37C	1.28133333333333
GPATCH1	-0.441333333333333
B3GNT8	0.962
TBX4	-0.493
CNR2	0.843833333333333
PCDH1	1.45575
C5orf29	2.154125
OCIAD2	0.251
PLCG2	0.6775
KIAA0247	1.583125
HRH3	0.3995
CAPN13	4.16775
CCR1	-0.3904
MGC15523	0.316666666666667
UVRAG	-0.419833333333333
DNAJA2	-0.312666666666667
ITGA2B	-0.429166666666667
CLDN5	3.462875
PTPRN2	-1.20585714285714
ZNF512	-1.1405
PSAP	1.58778571428571
CCDC140	-1.932
LRRC55	0.2115
CYP26C1	-0.1435
C8orf47	-1.4345
LYN	-0.10075
DUSP6	0.378
TGFB3	1.93406666666667
ELK1	0.3974
PCDH11Y	0.0661666666666667
HGD	0.63875
C17orf58	0.914
MYO3A	0.366
SERPINE2	-3.8875
AARSD1	-0.513875
C14orf73	-0.124
ADAM33	0.1185
ZNF491	-0.059
MAPK6	-1.6995
TCN1	-0.8935
SLC24A6	0.586
UBE2R2	0.30225
H1FNT	0.3895
TATDN2	-0.428666666666667
LILRB1	1.46325
P2RY5	-0.542
NUCB2	0.28525
C2orf37	0.44925
SNX27	0.754
MTA3	-0.93175
FOXO4	0.433875
ID4	-0.328833333333333
SOX5	-2.699
PXMP3	0.4865
OR52M1	0.261
SFT2D3	0.417125
INA	-4.015
MCOLN1	1.2015
NFIX	1.435
CLEC14A	4.99233333333333
HIBCH	-0.0821666666666667
PLA2G5	0.74375
TIMM10	-0.385666666666667
MED17	-0.3733
COL4A4	1.661
TPP1	-0.106166666666667
GJA3	-2.2014
TMPRSS5	-1.8355
AADACL3	0.223
DNMBP	-0.779
ENPP5	-1.62133333333333
NQO1	2.0823
ZSCAN2	1.099875
SEC24C	1.10616666666667
GTF2A1L	-1.375
AXIN2	-1.523
FAM33A	1.39116666666667
C16orf13	0.020875
SPNS2	1.5015
TAF1	1.1265
AP1G2	0.365333333333333
RBM42	0.284666666666667
HCN2	2.17516666666667
EFHB	-0.260333333333333
RUSC1	0.995666666666667
GRIK5	0.385
USP21	-1.12566666666667
ATAD3C	1.086
ORMDL2	1.05025
PRSS7	-3.64125
PSAT1	-3.97825
FLJ13195	-0.532
TBC1D1	-0.4115
IFNG	2.7625
OTOS	0.220333333333333
ZNF773	0.404333333333333
EMD	-0.72825
RETN	0.2255
CCL8	4.4885
APH1A	0.178625
COX18	0.789875
GTF2IRD2	0.09025
CCDC82	-2.57775
PAFAH2	1.805
NPEPL1	0.352
RP11-114G1.1	0.0265
TP53INP1	1.315875
ZNF300	-2.55566666666667
FOXL2	-0.93425
LARP2	1.20258333333333
LATS1	0.07775
HTR6	-0.136
SPOCK2	1.14833333333333
RNF144B	1.81616666666667
HTATIP2	-0.653375
MGC10334	0.56475
CENTA2	0.888833333333333
FGF2	-1.476
FXYD7	0.116
PHYHIPL	-2.2735
GPR34	2.991
DDX6	0.487166666666667
OR10W1	-0.145
LHFPL1	-0.4945
ZNF313	2.07014285714286
VPS28	-0.6225
AP3M1	-0.3447
AKR1CL2	1.68975
TRAF4	1.6275
OR2B11	0.609
C19orf12	-0.5775
AKAP9	-0.563833333333333
C1orf62	0.51225
SLC20A1	-0.3922
FAM112A	0.206
LDB2	0.145
MRPS23	1.733
KLK5	0.4995
SPTB	-0.4589
EFEMP2	0.70325
EFNB2	2.26475
PCM1	-1.44571428571429
NMNAT3	-0.53275
TSG101	-0.272333333333333
C8orf40	0.870333333333333
NOB1	-0.25925
ABHD3	-1.332
GTF3C4	-0.372
PIGN	0.659
GALNTL1	-1.09875
