Hybridization REF	TCGA-C8-A1HG-01A-11R-A137-07
SUCLG1	-0.449666666666667
OR51I1	-0.6815
MAGEH1	2.41325
PRPF40A	-0.711
SMR3A	2.229
SPINK2	-0.51275
THAP2	0.616125
NPY5R	3.9185
IRF4	-0.0495
SPESP1	-2.10466666666667
OR10S1	0.4425
DTD1	-0.38425
TUBE1	-0.6615
DDX19A	-0.142
PDPN	-0.56425
TMEM34	0.473916666666667
MGAM	0.24
COL3A1	5.15405555555555
GFM2	0.5099
OR5A2	0.066
PSG9	-1.35125
ARHGEF11	-0.301666666666667
IVNS1ABP	-1.0703125
SIGIRR	0.872
DUSP19	-0.379
DNAJC14	-0.2394
ACSS1	-0.21825
IL1RAPL2	0.336
C4orf30	-1.097
SEPT4	2.4195
LANCL3	-2.402
SPAG17	-0.0588333333333333
PRDX3	0.229375
HNF1A	-0.888
P4HA2	-0.330125
RFWD3	-0.926833333333333
MOV10	-0.6465
DNAJA5	-0.0170714285714286
LOC729440	0.46025
LOC200383	0.25625
SMC2	-1.111
MIXL1	-0.825833333333334
TMEM9	-0.09575
FAM86A	1.1575
ZNF174	0.3692
MYH14	-1.19375
CCR8	1.3835
VPS37C	0.655166666666667
GPATCH1	0.166833333333333
B3GNT8	1.856
TBX4	-0.687
CNR2	0.595666666666667
PCDH1	0.923
C5orf29	2.835
OCIAD2	1.89125
PLCG2	1.42025
KIAA0247	0.872
HRH3	1.5239
CAPN13	3.31025
CCR1	0.1182
MGC15523	-0.233277777777778
UVRAG	-0.312333333333333
DNAJA2	-0.0153333333333333
ITGA2B	-0.4895
CLDN5	2.763375
PTPRN2	1.8155
ZNF512	-0.471833333333333
PSAP	1.01842857142857
CCDC140	-4.5585
LRRC55	-0.277
CYP26C1	0.368
C8orf47	-0.7325
LYN	-0.304
DUSP6	-1.492
TGFB3	2.34113333333333
ELK1	-0.000100000000000003
PCDH11Y	-0.863833333333333
HGD	0.49025
C17orf58	0.90875
MYO3A	0.598
SERPINE2	-4.011
AARSD1	-0.32725
C14orf73	-1.0315
ADAM33	0.451
ZNF491	0.509
MAPK6	-1.0745
TCN1	0.721166666666667
SLC24A6	0.2105
UBE2R2	0.0775
H1FNT	0.3005
TATDN2	0.7845
LILRB1	2.4835
P2RY5	0.3025
NUCB2	0.437
C2orf37	0.43725
SNX27	0.585166666666667
MTA3	-0.660875
FOXO4	0.97925
ID4	-0.777666666666667
SOX5	-0.981166666666667
PXMP3	1.82225
OR52M1	0.388
SFT2D3	-0.1515
INA	0.466
MCOLN1	1.39975
NFIX	0.0389
CLEC14A	5.0295
HIBCH	-0.175333333333333
PLA2G5	0.819
TIMM10	0.1685
MED17	0.1034
COL4A4	0.232
TPP1	0.2595
GJA3	-1.10283333333333
TMPRSS5	-1.021
AADACL3	0.514
DNMBP	-1.418
ENPP5	2.0435
NQO1	-0.6433
ZSCAN2	0.479125
SEC24C	-0.512166666666667
GTF2A1L	1.061
AXIN2	-0.9024
FAM33A	-0.428916666666667
C16orf13	0.714875
SPNS2	0.38525
TAF1	-0.40375
AP1G2	-0.5675
RBM42	-0.411333333333333
HCN2	-0.0785
EFHB	0.236833333333333
RUSC1	-0.3595
GRIK5	0.391
USP21	0.2605
ATAD3C	-0.085
ORMDL2	0.05175
PRSS7	-3.56325
PSAT1	-1.39825
FLJ13195	0.425333333333333
TBC1D1	-0.131333333333333
IFNG	5.571
OTOS	0.840833333333333
ZNF773	-0.984166666666667
EMD	-1.2015
RETN	-0.373
CCL8	4.7185
APH1A	0.0365
COX18	0.44525
GTF2IRD2	0.23675
CCDC82	-1.7085
PAFAH2	0.3286
NPEPL1	-1.1656
RP11-114G1.1	0.3965
TP53INP1	1.383
ZNF300	-0.6685
FOXL2	-3.42325
LARP2	0.767916666666667
LATS1	-0.4745
HTR6	0.3995
SPOCK2	1.357
RNF144B	1.76333333333333
HTATIP2	0.19275
MGC10334	-0.1965
CENTA2	2.569
FGF2	-2.04525
FXYD7	0.4155
PHYHIPL	-1.830625
GPR34	4.977
DDX6	-0.918833333333334
OR10W1	0.6105
LHFPL1	-0.493
ZNF313	0.578428571428571
VPS28	2.27675
AP3M1	0.0653
AKR1CL2	0.79375
TRAF4	-0.534875
OR2B11	0.614
C19orf12	0.263166666666667
AKAP9	-0.1615
C1orf62	-0.4125
SLC20A1	-1.7736
FAM112A	0.39
LDB2	0.709125
MRPS23	0.02675
KLK5	2.071375
SPTB	-0.910888888888889
EFEMP2	0.11725
EFNB2	-0.084125
PCM1	0.524428571428571
NMNAT3	2.123375
TSG101	0.488833333333333
C8orf40	1.466
NOB1	-1.5295
ABHD3	0.8545
GTF3C4	-0.41625
PIGN	2.08133333333333
GALNTL1	1.27175
AEBP1	1.29675
OR9Q1	1.121
ANKRD2	0.331125
CCL28	-2.6285
TRIM38	-0.953666666666667
TMCC1	-0.250333333333333
SMG5	0.2695
LRRC7	-1.4425
NCAPD2	-0.372
C6orf153	-0.60075
C1orf74	0.2335
OTUD6A	0.223
DCP2	-0.609333333333333
TMEM24	0.21075
RPL18	-0.0281666666666667
TMEM177	-0.21475
LRRC37A3	0.58825
C1D	0.549666666666667
LDHC	-2.15175
UBE4B	0.8165
NIT1	0.905125
BTN3A3	0.83375
RASD1	-0.919625
COMMD3	1.0355
SHFM1	0.68125
BIRC8	0.323
DUT	-0.1825
C12orf51	0.061
LRRC59	-0.493833333333333
LY6H	0.2655
WDR22	-0.916
EDEM1	0.350642857142857
ADH1A	2.7175
PANX2	0.6271
CYP11B1	1.25725
CDC73	-0.8785
GPR172A	1.64875
GSTM3	1.23815384615385
KCNA5	0.03325
SERAC1	2.21666666666667
NFATC2	0.307
ANAPC5	-0.6625
C15orf24	0.54725
NFATC2IP	-0.683916666666667
TNRC6C	0.316
MGC102966	-1.382
FGD5	0.277333333333333
MED9	-0.0435
RAB13	0.0251666666666667
C15orf49	-0.003
CRYGS	-0.4563
C12orf53	-0.7044
LOC283693	0.159
COX6B2	0.168875
PHF14	-0.124
FAM3A	0.0265
RPL13	-0.8704
PRDX2	0.5089
FLJ34047	-1.92675
PRMT3	-0.38625
KCTD19	-1.522
TRIM10	-0.636333333333333
MGC26597	-0.000666666666666686
GCNT4	0.0295
GPRASP1	-0.57375
CDKN1C	-1.46666666666667
RHBDL2	-0.4206
HSPH1	2.59625
AQP1	2.73975
COL17A1	0.1597
GFAP	0.127125
CDC16	-0.76675
KIAA1614	-0.019
C6orf118	-0.6225
ZSWIM5	0.734
FAM83F	3.85925
LYNX1	2.64275
SYNPR	-0.236
XG	2.9065
PRSS16	-1.535375
KIF13B	-0.0779285714285714
PCDH9	-1.21025
HIST1H2AH	0.828166666666667
RBM18	-0.274
ZNF626	0.5885
HEXIM2	0.720833333333333
ITFG1	-0.3635
TUBG2	-0.5755
SFRS7	0.145
C9orf14	0.252
EXTL1	-0.26325
GBP3	2.3915
WDR5	-0.498
RARG	-0.0108333333333333
MYO7A	0.45625
CECR6	2.80525
C13orf3	-0.30525
SFRS18	-1.504875
ACVR1B	0.0233333333333334
PSMD1	-0.4785
C7orf31	-0.496166666666667
ILVBL	-0.478
IFNGR1	0.9595
RNF186	0.63825
NOL9	-0.575
MAGEL2	-0.01125
SLC29A2	0.0375
NHSL1	1.171
RBMX	-1.35
PSORS1C2	0.311125
RAD51L3	0.126583333333333
LCN6	1.2995
ORAI2	-0.8725
BRUNOL6	0.4932
OR4K5	0.345
CDC123	-0.230875
MSLN	-1.83483333333333
WWTR1	-2.18316666666667
ZNF700	-1.1685
COBL	-0.85175
PPP1R16B	0.366375
GAS7	-0.1781
MDN1	-1.1345
HAAO	0.555
C9orf68	0.4865
TNFAIP2	0.331
FOXN1	-0.0465
hCG_2033311	-0.408833333333333
ATP6V0D2	3.4926
RPL41	0.227
SLC38A1	0.24325
ARHGAP6	-1.44375
ADAD2	-0.33825
PHF20L1	1.423375
MCM3AP	0.135833333333333
ST3GAL3	0.0328333333333333
SNX1	0.417
ELF5	0.8715
PARP3	-0.959625
RBM8A	-0.6443125
LINGO4	0.4805
ITGA9	0.0915
ZFR	0.001
ACSL6	0.838875
FLJ20699	-0.4969
DAOA	-1.14125
FABP4	4.68225
KCNB1	2.77275
CANX	0.9365
SLC25A28	0.919333333333333
ADIPOR2	0.28875
ECHDC2	1.155
SMA4	0.08875
FRZB	2.89525
PABPC1	0.391666666666667
DMRTB1	1.23825
APOBEC3G	0.94925
CATSPER2	0.108
CUEDC1	0.182833333333333
STARD9	-0.694625
CLDN8	5.35075
LOC23117	-0.772090909090909
E2F6	-0.397333333333333
TMEM126B	-0.627666666666667
DPY19L4	0.51625
GIMAP5	3.42066666666667
NDUFA9	0.953333333333333
FAM77C	4.324
CTPS2	-0.1915
LOC51035	-0.37
WDSOF1	1.40675
EGLN3	-1.6065
PITX3	0.4565
OR52E8	0.1095
GRM4	1.148
KLK1	-2.14883333333333
GPM6B	-1.25775
RRAGD	-0.524666666666667
PAGE5	-2.652
UCHL5	-0.925166666666667
ULK3	-0.219333333333333
AIM2	2.862
PNO1	-0.250666666666667
OR2F2	0.152
GNAT2	-0.6585
SIX1	1.4175
ST13	0.52525
ZBTB44	-0.385375
TIMP2	-0.23475
ZMAT4	0.79675
GTF2IRD1	-0.2155
ZNF19	0.369333333333333
ZNF714	-1.078
RSC1A1	-0.03375
C9orf80	0.5565
PSMA8	1.40183333333333
TMEM141	0.56925
COX4I1	-0.722857142857143
CTAGE1	0.0335
DTWD1	-0.59675
HSD11B1	2.3565
KRT6B	3.78325
ARID4B	0.918875
LHFPL3	-0.43
WWP2	-0.00308333333333333
ZNF326	0.276166666666667
RGPD1	-1.3145
CTSH	0.790166666666667
FASTKD1	-1.16725
PAF1	0.4768
TTC9C	-0.498
IFT57	0.893
PRSS36	0.556
IL20RB	-1.6165
ZNF592	0.242333333333333
DCTD	-1.5396
CFP	1.85025
MFNG	-0.083625
JMJD2B	1.328
ALDH3B1	-1.21725
THSD4	0.934333333333333
KCNJ5	2.73933333333333
LMNA	-1.23033333333333
TBCD	0.529875
ZNF250	1.42783333333333
CASQ2	0.173333333333333
PEG10	-2.95958333333333
PRAME	0.445
NP	0.413
TRIM59	0.909
ZNF12	-0.710125
XTP3TPA	-0.2335
SIGLEC7	0.6878
PANK4	0.026
FAM70A	-1.64233333333333
SNED1	-0.016
HIP1	-0.6251
RAET1E	-1.91183333333333
AMAC1L2	-1.371
AHNAK2	-0.571833333333333
TOE1	-1.07933333333333
RECQL4	1.32925
SPRYD3	0.9305
DPAGT1	-0.22675
MAGED2	2.5288
ANKRD55	0.59225
TRPS1	4.31633333333333
DOK7	1.7125
TFPI2	-4.15975
GTF2H3	-0.707333333333333
CYP4F11	0.44025
LHX2	-3.92233333333333
ATG16L1	0.299166666666667
ASB12	0.428
C1orf116	1.549375
NF2	-0.09445
POM121	-0.5925
PHYHD1	-0.2507
TXNDC17	-0.158166666666667
DKFZp779O175	0.4645
NUP62	0.161428571428571
MYO18B	-0.721
PRAMEF1	-0.035
TCBA1	0.56925
TMEM168	0.43925
FJX1	-1.15966666666667
CLCF1	-1.04125
SEPN1	0.1135
IGSF2	1.0905
NUDCD1	1.2525
TFF3	2.51583333333333
NDFIP1	1.15485714285714
CHCHD4	0.49075
TNR	0.289
CUTA	0.702
USP44	-4.2225
DPP10	-0.493166666666667
IWS1	-0.724166666666667
PCGF1	0.20625
SULT1C4	-0.2335
NTF5	-0.63225
PTPN13	1.30275
SSTR5	0.4845
SFRP1	-2.94475
IDH3B	-0.5535
SUOX	0.288333333333333
TMCO5	0.4025
GOLT1B	-0.1095
MIB1	-0.149357142857143
PCDHGB1	0.032
SUSD1	-0.55825
ICAM5	-2.9555
PAPOLB	0.20175
URM1	0.073
TMEM106B	0.4055
LRIG2	-1.074
SLC27A5	0.98925
CLIC6	4.2121
ZNF420	0.113666666666667
SCN9A	-2.1015
KIAA1909	0.452
ELMOD1	-2.055
PRKAG1	-0.246
FAM64A	-0.693777777777778
EEF1G	-0.9676
SMAD5	-0.60725
INCENP	-2.338
WASF2	-2.009
GARS	-0.5823
CDK10	-1.2192
HLX	-0.120833333333333
MDM4	-1.258
ZNRF1	-0.6685
HHATL	-1.24966666666667
FAM21C	0.0146
HIST2H3C	0.30325
PFDN2	1.23525
ZNF200	-0.25025
NDN	-0.95925
HBA2	-1.53966666666667
FBLN5	1.6035
PUM1	-0.177071428571429
TNNT1	-1.60083333333333
C19orf59	0.0245
HNRPH2	1.279
RAB7A	-0.3435
PMS2	-0.41575
BIRC3	0.0596666666666667
NRSN2	0.37325
OR52K2	0.5005
SPOCK1	-0.1505
H2AFY	0.5265
RXRB	-0.89175
ZNF638	-0.153
ANKRD45	-0.38325
ACTN4	-0.9975
FXC1	0.1235
EIF2B5	-0.20075
VPS33A	-0.38925
PINK1	0.3855
FAM106A	-1.3525
SKIP	0.8134375
GAPDHS	0.3245
MUM1L1	-0.52375
PSTPIP1	1.83025
CNTNAP1	-1.0535
CYP26A1	-0.33375
APOL2	1.1933
TACC2	0.566125
COX7A2L	-0.201285714285714
HSD17B1	1.0748125
ARRB2	0.113
SLC7A6	-0.255
HSD17B10	0.21675
RBJ	-0.54775
NUP155	-1.77225
MRPL10	-0.516166666666667
CYCS	-1.1975
CCDC46	-0.169333333333333
TECTA	0.6835
GNAL	-0.73
LPO	0.3395
PEBP4	-0.167
DDX11	-1.735
C18orf12	0.5005
TAF9B	0.0549166666666667
IMP4	-0.2795
RPA4	-1.40466666666667
NDUFS1	-0.6915
UPK1A	-0.389833333333333
ARRDC2	1.02783333333333
C18orf20	-0.1295
AES	-0.0157857142857143
CD2BP2	-0.326666666666667
C16orf54	0.248
UGT2B17	-0.40375
FGFR1	-0.893409090909091
CEACAM6	-3.1962
CHRM5	0.28325
CERK	0.036375
AP3S2	0.624
ANKS4B	-0.89675
CLCNKA	0.1945
ZNF208	-0.283
HLA-DRB5	4.992
CARKL	-0.3225
GOT1	0.457
CASP6	-0.533
HOXA1	-1.017
RCL1	-0.01275
ZNF181	0.869666666666666
RAB40B	1.8645
MRPL38	0.369
LRRN2	0.3505
C3orf25	0.707
OR5D14	0.083
OR10AG1	0.236
BET1L	0.1991
FRY	3.58225
AK3L1	-0.629
CSF3R	1.741
POLR3K	0.0506666666666667
ATG2B	-0.498333333333333
EPS8	-1.2975
DARS	-1.2025
C10orf56	-0.332
DAD1	0.352083333333333
RIOK1	-1.1915
HERC2	-0.02625
HSD11B2	1.14266666666667
FAM96B	-0.10675
MGC13057	-1.1595
BSN	3.17075
CAND1	-0.3185
HCST	2.552
ACTR10	-0.554666666666667
OR8D4	0.8145
NASP	-1.2152
COL9A2	-0.812666666666667
LYZL1	-0.8815
GPC5	-2.674
TBL3	-0.679166666666667
CENTD2	-0.3936
OR5AP2	0.5465
TLR1	2.40275
LMO6	-0.374
ZIC2	-3.848375
CPNE5	1.61225
ZMYND15	1.268
FLJ22374	-0.529
CCDC106	0.6955
PARP16	-0.37525
PDIA3	0.894
C14orf126	0.41625
CECR2	0.3615
SFRS1	-0.339928571428571
FIGLA	-0.1465
DCP1A	-0.295833333333333
MGC45800	-1.9232
TEKT1	0.062
C10orf67	1.374
CLN5	1.05625
NTN2L	0.004
GLE1L	0.44025
CES2	-0.2577
GNAS	-1.4485
DDX53	-0.2115
TSPAN13	3.7805
MRPL52	0.1477
SPIRE2	-0.35825
TAS2R39	0.20375
SCUBE3	0.0425
UCRC	1.4563
CDKL3	0.44525
KIAA1715	-0.6986
ZNF345	0.706
RTF1	0.06075
DHRS7	0.1525
RIPK4	-1.6265
EXOSC2	-0.177166666666667
MS4A2	2.13825
FGF17	0.25975
WDR59	-0.88775
EVI2A	-0.712
IL17RC	1.09616666666667
HS3ST1	2.2325
ITGB1BP2	-1.468
RBPJ	-0.8635
GIMAP1	3.6875
INE1	-1.767
ALDH18A1	0.6315
TPI1	-0.233
GATA6	-1.5645
CABP1	-0.174333333333333
ZNF484	0.87925
DAPK3	0.248
GJB1	-2.43508333333333
PIN1	-0.021875
SLC6A15	-3.69291666666667
CNO	-0.24325
RIN2	1.291
FRRS1	-0.2145
CYorf15B	-4.086
DMRT3	1.044
ATAD1	-0.08225
OTUD4	0.0233333333333333
ATOH8	-1.6365
ZSCAN16	0.861
ASCC1	-0.64325
OTUD3	-0.35675
MGC33212	1.40133333333333
YME1L1	-0.182875
RP11-218C14.6	0.6115
PCBP4	0.365
TNFRSF10A	-1.304
CDH10	-4.505
KL	1.326875
SCP2	0.4415
C9orf119	0.66525
SON	-0.742833333333333
MAFK	-0.2255
SBNO2	0.65
SLC6A6	0.0794166666666667
SC4MOL	-0.188
FAM35B	-0.029375
PPP1R9A	-1.543875
PDZRN3	0.511875
CXorf20	-1.762
C6orf126	1.9945
AVEN	-0.5865
FLJ21075	-1.675
C14orf132	-0.1855
PCK2	0.232125
GUCY2C	0.3855
BARX2	-0.3165
PEX11G	1.0925
DAO	-0.7745
C10orf49	0.101
EDNRA	2.50433333333333
PPP2R5A	0.2714
DDX39	-0.5485
SERF1A	1.3815
ASCIZ	-0.0289
FNDC8	-0.08375
PTMS	0.425875
PHF7	0.087
PIP4K2B	0.579125
HHLA2	-0.06675
BDH2	0.4732
APOBEC2	-0.819
PENK	-0.245666666666667
SMAD9	-1.814
MT3	0.34275
RGL1	0.266375
ATG10	-0.73375
DLGAP4	-0.0673333333333334
APPBP2	-0.678214285714286
BACE2	-0.992
LOC339344	-0.069
ZNF395	-1.887
HIST1H2BL	0.23625
ZNF467	0.07925
SLC25A21	-0.76175
PALM2	-1.24033333333333
NSUN5C	-0.73775
IL5	2.1352
CLSTN2	2.506
ANXA8L2	-0.21625
PTGES	2.047
GDAP1L1	-1.755
OPRK1	-1.3385
WDR20	-0.14925
C12orf4	1.6325
NUP88	0.15625
XRCC6BP1	-0.251
FCGBP	0.111571428571429
LEMD2	0.51025
NOMO1	-0.30425
C10orf79	2.069125
ZNF79	1.4161
OCRL	0.1922
HSPA8	-0.9355
DIDO1	-0.277625
PLA2R1	1.10225
COG3	-0.2016
NGDN	0.154
CBFA2T2	0.758125
PNOC	2.01275
PRRG1	-0.450166666666667
AGGF1	0.653785714285714
DPF2	-0.68525
YIPF7	-0.675
TRPV5	0.36025
ZNF322B	0.49025
MED12	-0.195833333333333
CARS	-0.563333333333333
ABCC11	4.52316666666667
C9orf25	1.5135
MYH1	0.0915
FRYL	0.73625
AGTRAP	0.6555
MMP27	0.61
ZNF432	-0.701
OR8D1	0.2275
OR13D1	0.3915
VWA1	1.8475
STON1	-0.581
IL5RA	0.4665
PERP	0.2114
C10orf107	1.17866666666667
TNFSF12	2.11975
FN1	-0.0467083333333333
MTR	-1.1515
PHLPPL	-0.076
ZNF425	0.07425
DHFR	-0.640944444444445
PPP1R12A	-0.526
RSPO2	-2.4405
ZNF7	0.6395
ZNF583	-0.3245
TPMT	-1.456
GPR132	1.0005
OR2T12	-0.64075
SERTAD2	0.1843
ATP1A1	-1.0825
FRMPD3	0.964
ZNF672	-0.05625
PLXNB3	0.06575
EML5	-1.4485
FAIM3	0.835
UBQLN2	0.35475
SORCS2	1.26625
PRIM2	-2.0985
ACVR2A	0.421333333333333
YWHAZ	1.22608333333333
PGM2L1	0.098875
GNAO1	1.78507142857143
RPL10	-0.0344
RPS6KA6	2.0645
PFKL	-1.27933333333333
SH3D19	-0.116375
AURKB	-1.668
ZC3H6	0.55
DISC1	-0.303166666666667
FLJ39660	-2.56083333333333
TMEM25	1.474375
OSBPL10	-0.95
CLTCL1	0.729166666666667
ALG6	-0.00625000000000001
CATSPER4	0.3645
LRTM1	0.188
RRAD	0.199166666666667
TIPIN	-1.201
CARD14	1.341125
RBM9	-1.03033333333333
RASSF4	0.691
SLC25A18	-0.086
C6orf58	-0.129833333333333
IGHD	0.618
PLA2G6	0.0075
TPT1	0.3355
SEC63	0.1263
CCDC113	0.1418
TDRD10	-0.246
KIAA1666	-0.056375
TOR1AIP1	-0.383916666666667
SYTL4	2.1305
SPRR2F	-0.778
CEBPD	2.4145
SNTG2	-1.48875
C20orf77	0.223583333333333
TAS2R49	-1.005
C6orf173	-0.712666666666667
SVEP1	0.1318
PXN	-0.901
VIL2	-0.0470000000000001
C5orf21	0.833833333333334
DIXDC1	-0.031375
GANAB	-1.05783333333333
PDSS1	-0.963
NGFR	-0.64875
ATP8B4	1.595
BMP8A	0.85
CCDC132	-0.384
GNRH1	-2.1755
OR10T2	-0.26
PDGFD	2.28316666666667
OR6W1P	0.2115
HARS	0.153833333333333
KRT77	0.0235
AQP8	0.047
ITGB1	-0.5801
ZNF254	-0.2765
PAX1	0.0768333333333333
PSMC4	-0.201
ANKRD22	3.335
PSMD8	0.4605
HTR1E	0.5455
SOX10	-2.0157
OR5B2	0.6825
RABGEF1	-0.585642857142857
MAP1LC3B	-0.2485
CYB5R4	1.02075
AGXT2L1	-1.4455
FLJ41603	1.73566666666667
TRAPPC2	0.4695
FNTB	-0.7892
FLJ14107	-1.21683333333333
AURKAIP1	0.75325
DSE	1.38075
NFKBIZ	0.0451666666666667
OSBPL3	-1.244
LOC130576	0.92275
SLC39A9	-0.154833333333333
LOC137886	1.60966666666667
RHCE	-2.1765
ATG7	0.347
FAM82A	0.2065
FBN3	0.229
MCFD2	-0.565333333333333
CASP14	0.188
EPS15	1.33766666666667
SFRS2B	-1.55333333333333
C19orf47	0.5175
PLAC9	0.1995
GPR23	-1.0825
BTNL3	0.965333333333333
RGS8	-0.1325
GNS	1.98825
ENO2	-0.322166666666667
CBX1	0.1843
PEX26	0.196
LRP5	-0.370333333333333
ADAMTSL4	-1.99283333333333
ARR3	0.130833333333333
MAP1A	0.2315
CD2	5.1725
NAV2	-1.4241875
TMEM69	0.01475
ATXN7	-1.63283333333333
CHN2	1.00716666666667
ZNF781	1.072
HAS2	-3.11466666666667
KIAA0241	-1.17483333333333
BIC	2.1025
MOBKL2A	0.38
CYP2C9	1.0855
CNOT7	0.203928571428571
SFRS10	-0.47675
CST11	3.39625
FLJ37543	0.3935
NKAP	0.12725
RUNX1T1	2.659
EAF1	0.9103
IL4I1	3.39025
LRRC61	0.732166666666667
PSIP1	-0.504333333333333
SPRR4	0.1335
ZFP90	0.365666666666667
AP2B1	-0.380923076923077
SLC30A7	0.680583333333333
C7orf28A	-0.052
S100B	-3.25033333333333
BMP2	-2.432875
ESR1	3.75175
ZFPL1	-0.43275
ARHGAP12	-0.10525
LRRC19	-0.309833333333333
ZNF767	-0.732166666666667
NACA	-0.3948
OLIG1	-1.103625
PRF1	1.832
LST1	3.14433333333333
SPATA9	-0.343666666666667
CNFN	1.326
CDK4	-0.7971
TCF15	1.81633333333333
PARC	0.194
PPM2C	1.632
LOC283345	-0.3425
FAM107B	-0.20825
DMXL1	-0.3005
RBM3	0.23725
HTR5A	-1.78133333333333
SCFD1	0.358333333333333
EPHB3	1.267
ROPN1L	0.366833333333333
RAMP3	0.803
TSPYL5	4.19
GAP43	-3.051
PAPD4	-0.562875
PDE3A	-2.474
TNFRSF10C	-0.2235
JMJD5	-0.486666666666667
RASGEF1A	2.3838
C16orf65	0.454833333333333
HIPK3	-0.0656666666666667
XYLT2	0.37075
XPOT	0.914
GAL3ST1	-1.725
DHCR7	-0.85475
AMIGO3	0.795666666666667
FGFR4	-2.0375
CRAT	1.436125
PPP1R14D	0.256
TRIM14	-0.0308
TMPRSS11D	0.727
SLC7A11	0.124642857142857
OR10H2	0.72675
PPM1E	1.8867
DOCK4	-0.234125
FAM127A	-0.309375
ENOPH1	0.8945
SLC5A3	-0.6775
ZNF530	-0.7657
NTS	-1.0085
FRMD4A	0.00387499999999999
BCL11B	-0.0593333333333333
PRM1	-0.25625
UQCC	0.0868
S100A16	-1.3695
PLS3	-0.3045
WWOX	0.320214285714286
CCDC23	0.66375
GTSE1	-1.0005
GP2	2.6025
FLJ32549	2.1395
CHIT1	1.5745
KLF9	0.34175
RPS24	0.741
MIA	-1.68475
FIGN	-2.64625
PYROXD1	0.38075
PCSK2	4.3005
MRPL9	-0.653
RPL24	-0.216125
C12orf32	-0.642125
HIST1H2BE	0.304
RGS18	3.598
LFNG	0.831875
RAB4B	0.1546
FBXO25	-0.406166666666667
TSPAN31	0.760333333333333
ARL8A	0.260785714285714
C10orf83	1.0154
OR51B6	0.3675
CNKSR2	-0.22475
C1orf156	0.35625
IBSP	0.764
GFRA2	-0.1837
ALKBH7	1.0318
NEK10	3.3515
VN1R3	0.464333333333333
LOC91948	-0.5165
CPZ	-0.69925
IHPK3	0.2915
COL8A1	1.1075
RBPJL	-0.1855
OR10A4	0.18425
CASP8AP2	-0.634125
MMP12	1.19033333333333
OR8B12	0.7055
CDCA5	-1.46216666666667
LIX1L	-1.26525
PEX11B	0.80725
GABRA1	0.00100000000000001
HABP2	-0.1655
REEP1	0.961666666666667
FBXO15	3.42475
CD68	1.454
WFDC9	0.7655
GHDC	1.22316666666667
SMARCA1	-1.87625
SPAST	0.364
PLXND1	-0.167166666666667
MLCK	-2.109
INTS5	-0.619333333333333
BSG	-0.370857142857143
PARP8	0.393666666666667
TEAD4	-1.28383333333333
ZNF498	-0.214625
TMEM89	-0.291
DTX4	-0.099625
TNRC6B	0.486875
ARMC2	0.22975
FGFBP1	-3.09883333333333
TIMM8A	-0.2285
AJAP1	-1.5335
ZNF608	-2.0185
SLC25A42	0.042375
SYP	2.9245
MMP11	3.16366666666667
USP40	0.3208
C3orf62	0.0506666666666667
MYO1E	-0.8476
LRFN4	0.9555
XCL1	2.921
GPR155	0.43
VPS29	1.162375
CARHSP1	-1.256
ARHGAP20	0.487333333333333
GREM2	-0.986285714285714
CCDC102B	1.989
ZNF577	0.448666666666667
HDDC2	-0.01575
SHC2	-0.8013
NCOA5	1.787
INPPL1	-1.349
CHGB	4.2317
IHH	0.366
DDEF2	-0.548166666666667
DIAPH3	-1.8132380952381
BUB3	0.302666666666667
GGH	0.279333333333333
VPS35	-0.0291
CNN2	0.450416666666667
ASNA1	-0.09775
WDTC1	0.5935
AMAC1	0.9
HAS3	-1.56333333333333
SLC1A6	-1.2465
ZNF563	-1.025
C1S	3.2725
TCF7L1	-2.671875
OR10Z1	0.704
ME2	0.8518
C6orf151	-1.15275
KPNA4	0.1255
GLO1	0.06425
WDR61	-0.0691666666666667
CD302	1.34125
SIRT7	-0.127166666666667
C11orf59	-0.12825
PKIG	0.554
PPIL3	-0.39575
CCDC74B	0.743375
ZNF528	-0.7665
EFNA5	-0.5415
FCGRT	1.0535
NOL4	2.865
CCS	0.3705
LOC374491	0.05925
MFSD7	2.7505
ZNF555	0.912
LIMS3	-1.3135
TSSC4	0.589666666666667
COL11A2	-1.1325
C1orf119	1.22433333333333
BPNT1	-1.512625
CHRNA6	0.6525
C1orf173	5.5021
PLD2	-0.632
ORC1L	-2.529
SASH1	0.768
CDC14B	-1.627125
RLBP1L1	1.5635
LDLRAP1	-0.3933
NAT8B	0.366833333333333
HHEX	-1.7795
LGALS7	0.961
PLCH1	-0.375375
OR1M1	0.127
PRAMEF16	0.23075
HECTD1	0.005
C14orf39	-0.724
TLN2	-0.3823
HDAC4	-1.10978571428571
SYCP2L	-2.2915
GLRA1	0.1965
RPS6	-0.5665
hCG_1757335	-0.393
KLHL1	-1.41
CTNNBIP1	1.22083333333333
SCAND2	-0.749
HMGN2	0.4931
YAF2	0.48525
BRPF1	-0.314
LIAS	-0.58175
CTA-246H3.1	1.4085
SAG	1.372
C20orf10	0.403
HNRNPA2B1	-0.6895
GADD45A	-0.991666666666667
MSH4	-0.1925
TMEM70	2.055
HIST1H2AM	0.76375
C19orf26	0.437333333333333
C1orf50	0.27625
GNG3	-0.33875
FTO	0.119
CALCB	2.3135
PPP3R1	-0.076875
C15orf42	-1.00175
CCNJ	0.6975
GNAZ	1.892
PSD	0.5595
FAM57A	-0.80325
STIM2	0.879
