Hybridization REF	TCGA-E2-A15J-01A-11R-A12P-07
RPS6KA5	-0.4036
FAHD1	0.08
SLC12A4	-0.587
BRCA1	-1.89933333333333
GBL	0.71375
SLK	0.424666666666667
NUDT9P1	-2.4105
NOXO1	-1.258
USP52	-0.568
BAZ1B	0.391
SLCO2B1	1.8525
BBS12	0.798
LRGUK	0.431166666666667
TERF2IP	-0.44775
COL1A1	4.0345
KIAA0090	0.118
GRK5	-0.725833333333333
AP1S2	-2.5289
TMEM52	0.365833333333333
CA11	-0.027125
OR4A15	0.3375
ACBD3	1.7057
SPAG11B	-0.07225
PRDM2	0.9668
FOXP3	0.03275
SMYD3	0.2279
LOC389199	1.93
LGI2	0.126333333333333
NAPE-PLD	-0.2438
ANKRD6	0.1435
WDR45	0.863666666666667
SHROOM1	-1.40675
PSCD3	-1.0085
PYY	0.952
KCNC1	-0.8675
ARHGEF9	0.0741
OR8J1	0.80075
GPR55	-0.0356666666666667
NS3BP	-1.733
C10orf22	0.0181666666666667
NAT8L	0.604
DUSP4	1.49783333333333
FOXM1	-2.44066666666667
GRAMD2	1.0732
ZBTB48	0.636833333333333
BUD31	-0.51
PABPC5	-0.556
CCDC41	-0.037
FBXO11	-0.198416666666667
C6orf148	-0.62575
RFXAP	-1.61975
C6orf15	-0.675
CDK8	-0.457833333333333
C6orf70	0.623
TESSP2	-0.204
ALG2	0.51775
PPP1R3D	-0.01825
TPM3	0.436166666666667
SYT13	5.27475
EPB42	-1.05733333333333
CETN3	-0.8475
PRY	0.2075
NTHL1	1.10883333333333
POLR2B	0.178
RPS28	0.829833333333333
P2RX3	0.5385
LYZL4	0.148666666666667
WBP4	-0.105
PMM1	0.23
C11orf79	0.17375
CBLL1	-0.87925
IL1F10	0.449833333333333
VAX2	0.3095
SETDB1	0.644333333333333
LRAP	-3.45283333333333
GCLM	-0.709166666666667
CPEB3	2.12575
PPM1A	0.265625
INTS1	0.005
CAMTA1	1.37791666666667
SAMSN1	-2.50725
LOC158830	-3.78466666666667
GMPPA	0.290125
AIPL1	-0.530666666666667
IL24	0.202833333333333
BDKRB1	-1.19866666666667
MLF1	0.7543
TAF12	0.4725
ID1	-3.55725
THADA	0.19275
PIK3CB	-0.2105
OR4N5	0.079
TBC1D17	0.178166666666667
COX8A	-0.612
CDCA4	-0.6095
C2orf44	-1.13425
ZNF534	-0.99225
IMMP1L	0.36025
NIPSNAP3B	0.00824999999999998
FTMT	1.33
PWP2	-0.580166666666667
MMP15	-1.0268
DNAH11	-1.77425
MTMR14	0.023
DNAL4	1.64025
IPP	0.03275
TMEM59	0.659875
C1orf157	1.0885
RGS4	-0.6175
DDX18	-0.0563333333333334
SNX6	0.3645
ZNHIT2	1.2765
NCDN	0.0896666666666667
FLJ33534	-0.349
RAG1	-1.702375
OR4D10	0.533
PTPN5	-0.260666666666667
POMT1	0.27525
LRRC8A	-0.7232
CYP1A1	-1.41975
CAPN1	0.244
DDHD2	-1.118375
GRIK2	0.39025
GNRHR	0.37475
PPBP	0.242
HTR3A	-0.9765
SLITRK4	-0.6245
ANKRD49	-0.371
BTF3	0.3276
SARS	-0.19475
C13orf18	-0.554833333333333
CACNB1	-0.376285714285714
QKI	-0.578181818181818
SETMAR	0.48475
MAN2B1	0.501666666666667
EML3	0.18025
ACADL	1.162
OFD1	0.39825
DEFB114	0.6855
CGA	-2.6322
PEX16	0.510166666666667
LRRC10	-0.5535
GNG12	0.7025
C1orf152	0.162
CHRM1	0.4635
CD53	-0.745375
DBH	-1.13125
TFAP2B	3.015
HIST1H2BJ	-1.26966666666667
FAM46D	0.894
TMEM11	-0.1915
C3orf32	-3.54575
PCCB	0.536625
IPO13	0.814625
C6orf105	-5.7985
COMMD5	0.793
SUV420H1	-0.7278
LTBR	1.14575
ARHGAP15	-2.520625
HDHD2	0.17275
TDRKH	0.003
LOC401052	1.4015
PSG4	-1.09975
GNB4	-1.5812
SPATA4	4.7235
SLC9A3	0.504
OSBP	0.684166666666667
NBPF3	-0.823333333333333
DOCK11	-1.9675
SLC39A5	-1.54433333333333
PRR5	1.4294
C10orf63	1.668
SMTNL2	-2.2865
ADRA1A	-0.809
ASAH1	1.7433
DOM3Z	0.4345
GIPR	1.12
AHI1	0.460166666666667
NADSYN1	-0.0178333333333333
RGS14	1.253
IL18BP	0.7349
RTN4RL1	1.75408333333333
ARMC6	0.08825
PSMD5	0.4755
HK3	1.7048
OR4S1	0.049
RSU1	0.3252
MAD2L1	-2.85155555555555
EIF4A3	-0.7995
DLEC1	1.45766666666667
E4F1	0.603666666666667
CHMP2B	0.34
CAMSAP1	-0.6015
RPS21	-0.393666666666667
ARID5A	1.24475
UBE2N	-0.4125
IGSF8	1.54833333333333
MAGEB6	-4.57
ACAD11	-1.2229
MGC4172	-0.582
LMO4	-1.60525
KLKB1	-0.3255
HP	-1.6045
HDAC3	-0.179
SCHIP1	-0.42075
CLCA1	0.308
OLFML2A	0.3705
C1orf112	-0.87025
KIF19	0.525416666666667
HAPLN4	-0.0365
CXCR7	-0.1355
GOT2	-0.4913
RAB38	-1.953875
DCX	-1.5225
PPM1H	0.653166666666667
NFYC	0.766666666666667
KIN	-0.311
ZNF228	0.651
PLSCR4	1.69766666666667
HIG2	0.0615
FAM79B	6.736
C21orf86	-0.0268
KCNK10	-0.347
ZNF738	-1.286625
FSTL5	-1.0995
OR6A2	0.5885
OTOA	1.07583333333333
EXOC1	0.232375
AHRR	-3.088375
PDAP1	-1.49925
C19orf6	-0.202
ZAN	0.47775
LY6G6E	0.2265
EIF4E2	-0.45675
C20orf198	0.0805
ZNF324	0.365
CYP3A5	-4.142
ENTPD7	1.31733333333333
MBOAT5	1.01066666666667
GJB5	1.2185
TTC13	0.48
S100Z	-2.13033333333333
KIAA0664	0.324
PDGFRB	1.338
IL17D	-1.84625
OR56B4	-0.3655
RDX	-1.51083333333333
SLC34A3	1.578
IL28B	1.22
JUND	1.72725
CHRNB1	-0.707375
CAMK2B	0.8395
FETUB	-2.06225
CXorf23	0.665625
MRTO4	-1.064
TTC3	-0.7475
NDUFB8	-0.962666666666667
EDG2	-0.07925
SEMA3G	0.754
IL23A	-2.4735
GRHL1	1.1631
LOC441054	-0.7495
WDR65	1.152
PSTK	-0.18175
STOML3	0.3358
R3HDM2	0.3821
C5	-2.4655
SLC2A10	1.1965
C3orf22	0.475
PAQR3	-1.72507692307692
ANKRD26	-1.421
HCRTR1	-0.081
LOC399947	0.0145
PSD2	0.074
TIGD2	-0.4715
SCRN1	-2.854375
COQ10A	-1.51725
DDI2	-0.159
METTL7B	-0.885666666666666
UCN2	1.22875
FAM92A3	-0.103
WDR16	1.549
ZNF511	0.281
ZMYM5	-1.059625
POLR3G	-3.47175
ZNF586	0.43875
C1orf49	-0.3125
TANK	0.368833333333333
RCAN1	1.42183333333333
PELI3	0.999833333333333
LIMD2	-1.41933333333333
TMEM189	-1.185
NTN4	2.361875
LOC151300	-0.494
CLEC2A	-1.6925
GPR135	-0.70425
DPYSL4	-3.0765
JAK2	-0.568666666666667
TSHZ1	0.484333333333333
TM9SF4	-0.355625
ZNF264	0.294
SIRPG	0.215625
BICD1	-2.34425
HERC6	-0.457166666666667
METTL5	-0.8105
CASP1	-0.1055
PRRT1	-0.390166666666667
PLA2G4C	3.237
ICA1L	-0.972428571428571
TPTE2	-0.286833333333333
OTUD7A	1.59933333333333
AQP11	-2.48675
APOA2	-3.8996
KALRN	-1.1583
SECTM1	1.18858333333333
IFNAR1	0.01075
TALDO1	-0.43925
RAB11FIP4	0.37525
EIF5A	0.1525
FAM49A	0.72275
NEGR1	-0.7875
YTHDC2	-0.538
EHD2	-1.012625
NCF1	1.9847
SCRT2	2.1025
HOXA5	-1.91833333333333
NUP133	0.781
FGF12	-2.207875
SLMO2	-0.016625
SNTA1	-0.97575
CACNG2	-0.230125
GCM1	0.695125
ELF1	0.445666666666667
TLR5	3.1105
TCFL5	-1.253
RBMY2FP	-3.298
LOC100125556	0.825875
FAM129B	0.51575
MAP3K7IP1	0.14775
NCK2	0.475
OXA1L	0.032
FMO9P	0.6785
ZSCAN12	0.13475
PSMD12	-0.69375
HSCB	0.0635
CLDN10	-3.7455
MGC13053	-0.63025
HPCAL4	-0.572
ASZ1	-2.5255
MEX3D	0.408833333333333
NFAT5	-1.9256
CSPG4LYP1	-0.574833333333333
FBXO3	1.1599
DVL1	0.376833333333333
CMKLR1	0.418
TYMS	-3.935125
PEF1	1.229
ZNF750	1.10566666666667
MCM5	-0.8579
MEGF11	-1.367
KCNK7	-0.003
PTP4A3	1.523
C1QTNF2	-1.65933333333333
OR6S1	-0.2785
FAM122B	-1.02275
ZNF551	-0.762625
HBQ1	-2.329
GEMIN6	-0.19425
ARSK	0.30075
RBP7	0.2865
CPNE9	0.312
DSC1	0.379
LOC730112	-0.3765
MAP2K4	1.156625
HS3ST5	-2.4865
EPB41L3	-1.93825
TEKT2	2.7245
CDKN2B	-0.992416666666667
ZNF480	-0.7935
MAP3K6	0.9777
MAP6	0.904833333333333
HN1	-0.155
OR2L13	0.376166666666667
SLC16A11	1.19225
FAM96A	-0.37925
APOL1	-0.2855
C5orf32	0.33425
RTP1	-0.523833333333333
RNF175	0.09
ZBTB41	2.089
AHCTF1	0.1118
SAE2	-0.4817
ITGA2	-0.421916666666667
MME	-1.313
CCDC14	-1.27425
MAST4	0.675642857142857
KRT33B	-1.1685
KCTD2	-0.201833333333333
WDR26	0.921333333333333
MFI2	0.49475
NR4A3	0.106875
ARSA	1.51775
UNKL	0.044
SULT6B1	-0.2265
CCNA2	-2.694
SOX15	0.0835
PPAPDC1B	-0.60025
C19orf44	0.7955
MCAT	1.10958333333333
ARID1B	0.365875
OR52N1	0.6745
C12orf48	-2.18275
MAGI1	-0.08725
NIPA2	-0.452
GBX2	-1.63875
RSHL3	0.738375
RAVER1	0.958166666666667
C15orf17	-0.07775
SLC30A2	0.59175
ZNF518	-0.59725
PCYT1B	-2.34975
C10orf114	-2.1195
EIF3H	1.27766666666667
SLC25A39	-0.433333333333333
KIF1B	-0.756375
AMOTL2	-0.15925
C6orf120	0.34475
PSRC1	-1.34425
PLA2G10	-0.120875
KIF5C	1.18125
MRPL37	-0.248
C17orf62	0.4415
C9orf135	-1.165
DUSP10	2.7806
CLCNKB	0.546
PSMA5	-0.1
C8orf53	0.0725
AMPD3	1.339
PIAS1	-0.8525
ADCYAP1R1	0.2695
GYLTL1B	1.15675
CDH20	0.0726666666666666
FBXO7	0.03675
TMEM134	0.892
FLJ14213	0.691
ZNF3	-0.219
LRRFIP1	0.51625
CNOT2	0.0578333333333333
ABI3	1.881
ALDH5A1	0.372916666666667
HNT	2.4065
SERPINA4	-3.0905
TK2	0.409833333333333
STMN1	-2.28033333333333
GUCA2A	-0.335
GALNT10	0.595785714285714
DPP6	-0.84355
C9orf93	-0.75375
PRELID2	-1.2395
STK39	0.68225
SFTPA1	-2.1115
CKS2	-2.10811111111111
RHO	-0.116875
C20orf135	-0.34325
XKR3	-2.539
CR1	-0.465333333333333
RPS6KA2	0.0327142857142858
C20orf112	1.0015
MRPL22	-0.16475
C4orf23	0.8705
GADD45B	1.60975
KLHDC1	1.814
C2orf48	-3.5135
ZNF287	0.752
DAAM2	-1.9625
DPPA2	-3.25633333333333
TCTN3	0.0355
DNAJB11	-0.576375
FPR1	3.60475
DEFB4	0.2865
PTCD2	-0.7047
SMOC2	5.1295
CABP7	0.41775
SERPINB11	0.0875
MAGEF1	0.091
NDE1	0.502333333333333
ITGA10	-0.1865
FSHB	1.574
ANXA2	0.43
HORMAD2	-0.54725
HLCS	0.594
MCF2L	1.5755
FH	0.61775
TBC1D24	1.6155
KIAA1505	1.991
LGALS2	-2.6685
CNBD1	-0.874
SYNPO2L	-0.23175
PTPN23	0.609428571428571
C1orf183	-1.11583333333333
MAGEA8	-3.0545
DGCR8	-1.235
GSR	-2.0755
PAQR7	0.50575
ZNF676	-1.00225
CACNA1C	-0.4529
SP7	0.031
PDCD6	-0.38525
NRN1L	-0.4795
BRI3BP	-0.822083333333333
KIAA1183	0.5855
ASB4	0.204
CCL23	-0.141
OBSL1	-0.721625
SLC12A7	1.11441666666667
KIAA0240	1.13
CD1B	-3.68316666666667
FCGR2A	1.262125
MDC1	-1.4825
HTR1A	0.318166666666667
OCEL1	0.152
ATP11B	-1.205375
FBXO34	0.206833333333333
PCDH12	3.3305
RPE	-0.35525
C17orf74	-0.0105
CSDC2	-0.278
PET112L	0.748
TMBIM1	-0.61725
P2RXL1	0.028
TCHP	-0.46475
TRMT1	-0.412333333333333
F2RL2	-1.4185
LRRC32	2.11483333333333
IMPG2	-0.592
BGLAP	1.0295
LOC493869	-0.99925
MRAS	-0.085625
SLC35F5	1.132
CBWD1	0.3405
AXL	-2.302875
ATP2C2	-0.3275
TELO2	0.79875
PNPLA3	-0.25475
PCDHB14	0.177
CD276	0.5065
KRT80	-1.218375
DUSP28	0.314
CSNK1E	-0.12125
SRP14	0.1555
KCNQ4	0.585
KRT72	-0.226833333333333
CCDC117	0.548375
C6orf89	-0.180666666666667
TUBB2B	-4.04225
RTN4IP1	-0.94325
CR1L	-4.36866666666667
CEND1	0.722625
C12orf41	-0.420666666666667
RNF31	0.3195
UBN1	0.346333333333333
C17orf32	0.735875
SLC5A7	0.32375
GPR92	0.874333333333333
ESAM	2.2515
CTNNA1	0.882333333333333
HRBL	-0.2499
CBX4	0.29775
TMEM182	-0.058
SH3TC2	0.579833333333333
IL10	0.776
PXMP4	0.304
RNF167	0.3982
PAK7	0.0141666666666667
ETV3	-0.269
ATPIF1	-0.247666666666667
LOC554207	-2.784
OR8H1	0.1785
WDFY3	0.736625
DPM1	-1.20125
GPSM1	-0.206
WDR92	-0.2237
LRP1	0.477833333333333
ANKH	-1.26125
THUMPD3	-0.83075
POLR1B	-0.31275
OLFM4	0.5414
RAD9B	0.76825
TSPY2	-3.686
PAX6	-2.72083333333333
SCG2	-2.703375
SLC17A6	0.26525
FMO3	1.150375
PADI4	0.230875
TUBB4	-0.6883
NLK	-0.58925
POU4F3	-0.6115
SDF4	0.018
ITGBL1	1.504
NETO1	-0.4535
TAP2	-0.432
ABBA-1	-0.287833333333333
GNAI1	-1.70775
VPS4B	0.7875
NOPE	-1.1977
GALNT6	2.653
SESN1	0.684625
GBE1	-1.86888888888889
CLASP1	0.058
RASGEF1B	0.52275
ACOT11	0.676142857142857
AFAP1	-0.1015
OR2H2	0.38575
DPY19L2P1	-0.8495
DZIP1	-2.9355
SEC22C	-0.317916666666667
GPR161	-0.930583333333333
RNF146	0.84575
WDR74	-0.209625
GALP	-0.6085
PURA	0.172
DNPEP	0.696583333333333
RP11-78J21.1	-0.27125
ERBB2	2.497125
FANCM	-1.64666666666667
NEO1	0.773333333333333
DDX3Y	-4.95
RPS3A	1.041
MXRA7	-0.7785
LGALS3	-1.54616666666667
GLT8D1	-0.24125
CFL2	-2.53983333333333
UPB1	0.17575
NAP1L5	-0.510625
CLDN14	-1.087
DHX38	-1.0125
BTBD1	-0.0755
TARS2	0.817666666666667
ABCF1	-0.2003
FCF1	-0.047
LRRC49	-0.69625
GUCY1B2	-1.893
C1orf177	-0.002
SMARCA4	-0.416142857142857
LRP8	-2.25766666666667
TAGLN3	-1.473
MRPL14	-0.303
TTRAP	-0.4
ZDHHC20	0.00175
NFE2L3	-2.05375
KIAA1377	0.02975
PALMD	2.1093
TMEM43	-0.57625
TTL	-1.626
STAT5B	-0.352833333333333
SSB	-0.8405
OR10H5	0.6595
SLC22A13	-0.69825
AKAP3	-0.79175
TIMM23	0.0186666666666667
OAS2	1.55775
KIAA0423	0.917
TRIM11	0.937833333333333
GLIS3	2.857875
TMEM50B	0.432166666666667
ARHGEF4	-1.54925
DEGS1	0.0910909090909091
TBL1XR1	1.98833333333333
G6PD	-1.43875
SP140	-0.3926
MUC17	-0.302615384615385
NUDC	0.0451
DNAJC5B	1.002
SCARA3	-1.2345
CPA3	1.13033333333333
BCAT2	0.658125
MFN1	0.2499
NRG3	0.638
SNX11	0.37475
PLEKHH1	-1.388
GPR177	-0.633333333333333
HCFC2	-0.03825
TCAP	-0.76275
MOCOS	-0.6695
C14orf93	0.376
PRDM10	-0.0431666666666667
SLC16A4	1.34466666666667
SRGAP1	-1.37916666666667
VIP	0.609
DUSP27	1.13683333333333
LILRA1	0.7663
MC2R	0.467
MGC24103	-2.74825
MBTD1	-1.3645
FUT11	-0.440166666666667
USP33	0.6863
C15orf39	-1.78025
MAP3K12	0.82125
PAAF1	-0.1855
BARHL1	0.3505
FLJ16165	0.1805
PIWIL2	-3.749
SYNE1	-0.190272727272727
CMTM4	0.408875
TSPYL1	0.9008
GUF1	-0.117333333333333
TMEM157	1.3725
WDR44	-0.42975
HIST1H3C	-0.38325
DKFZp666G057	2.2375
RNPEP	1.08875
GAS2L2	2.0655
ADH4	-5.232
GRPR	1.50833333333333
FBXL17	1.65275
ZBTB10	0.541083333333333
Gcom1	-0.460444444444444
HTRA1	0.8556
ZNF585A	-0.292166666666667
SLC26A2	-1.59728571428571
OTOP3	0.463666666666667
WISP1	1.90566666666667
ATP2B4	0.156333333333333
FLJ10769	0.6335
CRAMP1L	0.49025
CHST12	-1.09375
RAB22A	0.195333333333333
TARDBP	-0.525285714285714
STAU1	-0.01875
CRB3	2.16616666666667
MIG7	-3.57425
CHMP1A	-0.2985
ZNF160	-0.275125
B3GALT6	0.1845
BARX1	-1.15116666666667
C6orf167	-2.4636875
NXNL1	0.2175
DHX29	0.600375
HADHB	-0.30125
PLXNB2	0.947
ILDR1	-1.64875
SLC15A3	2.1585
GAS2	-2.758
C20orf69	-0.931
NUMB	-0.222
TNIP1	0.501625
MESP1	-2.59616666666667
PSKH1	-0.5695
NSFL1C	0.101125
RHOG	0.153
HEY1	-2.31216666666667
KNG1	-2.90014285714286
ITGAX	1.742
LIN9	-0.425666666666667
CANT1	0.859875
XRN1	-0.618
CCDC96	1.698
HEATR6	-1.3
GNG7	-1.04833333333333
RUNX2	0.931875
SOX1	1.4036
FCRL5	-0.3321
ZNF99	-0.325625
FAM9A	1.191
SNX22	0.772666666666667
MBNL3	-3.4485
ODC1	-3.0379
ADORA2B	-1.9835
NR2F6	1.10125
ZFYVE16	0.2215
SYNJ2BP	-0.4072
POLE	-0.413375
E2F2	-1.151875
THRA	0.129166666666667
PTGES2	-0.485166666666667
HIP1R	-0.124833333333333
TMUB1	-0.0493333333333333
ENO3	-1.4875
RSPH10B	-0.2585
CXorf39	1.021875
IRGC	0.18975
GPR109B	-0.87625
FLJ13305	-2.1255
LCE3A	0.9085
TNFRSF18	2.45433333333333
DET1	0.04125
TRPM3	-0.885416666666667
C16orf79	-0.548
FECH	0.191833333333333
RAP2A	-0.321166666666667
CRIP1	3.01466666666667
AZIN1	0.6435
SLC7A7	2.96475
IL10RA	0.3643
TMEM64	-3.1225
CDC42EP4	0.6239
C16orf58	0.5991
ARG2	-2.2915
POU5F1P4	-4.39175
FAM62B	-0.326625
DNAH8	-3.0149
ASH2L	-0.899
TSLP	-5.34566666666667
CNTNAP5	-0.00333333333333337
TMEM16C	-2.2935
IFNA14	0.157
SLC1A3	0.013375
CABYR	1.664
BCL7B	0.0073
NUDT13	0.079
C13orf28	-0.1045
C1orf53	1.28125
ARL6IP4	0.0213
RPL35A	0.25675
EMR3	0.235
RAB40C	0.96825
SLC41A1	-0.692833333333333
LRCH1	-1.33925
LY6G5B	-1.92
FAM124A	-0.639285714285714
MGC10981	-4.02533333333333
CLIP3	-0.5667
MAP4K2	0.166333333333333
CHIC1	0.72775
SULF1	5.05683333333333
C20orf30	-0.0886428571428571
PRDM5	-1.623875
ELOVL1	0.41
C11orf48	-0.398125
SLC39A10	-0.05275
KCNV1	0.14975
ACP1	-0.7455
ZMYM2	-0.564625
B3GNT6	-0.587666666666667
C9orf69	0.10675
C2orf15	1.46225
C20orf166	0.341
HSP90AA6P	-0.723
EDG7	2.1255
NEURL	-0.445375
LPL	-0.1615
CLEC2D	0.0392857142857143
GRRP1	0.682333333333333
CD8B	-3.6492
HIST1H3D	-0.774166666666667
SLC6A12	0.47075
FAM27L	0.0495
CD84	0.8242
RASA1	-0.3235
PHKG1	0.0115
MAGEA11	-1.9455
IMPA1	-0.9659
NPM3	-0.82675
RARRES1	1.9635
SH3BP1	0.071625
B3GNTL1	0.13
ARPC5L	-0.146333333333333
KLHL26	0.499
SIM2	-1.97975
GJC1	1.1245
C20orf194	-0.55275
EXO1	-2.32975
SLC2A2	-2.73616666666667
LOC285074	-1.18875
LRG1	3.4875
KIRREL	-0.119
PIK3R1	0.890928571428571
C4orf34	1.39525
MAF	-1.45461111111111
ADCY4	3.29733333333333
ZMIZ2	0.9495
SLC46A3	1.156
STAMBP	-0.099
CCDC16	0.2245
MS4A12	0.3915
TCF20	0.27525
LRRC46	2.26575
C20orf152	-0.027
MRPS6	-0.39875
ABCB11	0.038
KCNC2	-0.2704
CDH19	-2.6734
C9orf123	0.0338333333333333
SSH3	1.523625
LDLRAD1	-0.86275
CCBE1	1.41125
ZNF135	1.907
TAAR1	-0.3265
WFDC12	-0.0385
CCDC42	-0.0576666666666667
FLJ12529	-0.5035
PER1	0.0521666666666667
TIMM50	-0.310666666666667
SMARCAD1	-0.0491666666666667
FAM26C	0.672
TP53TG3	0.625833333333333
SH3RF1	2.1085
LMCD1	1.01
GPR63	0.3815
FLJ21986	-3.893375
AIFM3	0.5645
MICAL1	0.0306666666666667
BLZF1	0.976666666666667
IQCA	0.731
PCDHGC3	-1.8375
SAC	-0.10725
BCL6B	1.6745
DDO	-0.17275
MARCO	1.12025
DCHS1	0.317333333333333
C1orf170	-0.116
CD200R1	0.517333333333333
C22orf15	-0.372
SEPT11	-0.403333333333333
ADNP	-0.20775
UST	-1.1742
C13orf34	-1.64216666666667
RFFL	0.546857142857143
APBA3	0.262
C2orf60	-0.38325
CUTL1	-1.0199
PMS1	-0.343125
ZNF689	0.762
EIF3E	0.2625
IL9	-0.2944
RPL31	0.304875
LY9	0.1405
ATP2B3	0.64075
KDELR2	-0.157458333333333
TFCP2	0.543875
NLRP12	0.539
FLJ45422	-0.89975
TLE4	-1.8373
ZNF570	0.3585
FLJ43806	0.108
TLK2	-0.713
CIR	0.5205
MARS2	1.009
COL24A1	0.634
SDF2L1	-0.5255
HIBADH	-0.1815
IGFBP3	-3.05671428571429
C12orf23	1.052375
PSPC1	-0.434
C20orf43	-0.165
TRAV20	0.2275
ARHGAP24	0.221125
KIAA1975	-1.679625
C1QA	3.2778
DNTT	-4.96083333333333
C10orf6	-0.248666666666667
C11orf41	-0.226625
HNRPF	0.8345
COL11A1	6.13366666666667
UBAP2	-0.661333333333333
CDKN2AIPNL	-1.263
C20orf174	0.6695
SPRED2	1.028
PLA2G12A	0.0773333333333333
ICEBERG	-2.2115
SCN10A	-0.356
C11orf65	0.3485
GBP5	3.0015
PITPNC1	-1.58466666666667
POU3F3	1.8225
NCOA7	0.592875
LIN7C	0.1185
LOC348840	-1.697
NKX2-2	-3.02766666666667
ANKRD13D	0.691875
LOC123688	-0.688
FUT2	2.11616666666667
TAAR8	0.377
FZD4	-1.18958333333333
PNMA3	0.0541666666666666
OR4L1	0.417
WIT1	-3.224
EXOC3L	1.88075
ATPBD4	-0.7067
KRBA1	-0.9605
UBXD6	-0.4605
HOXB7	0.579071428571429
C7orf23	-0.988
UNQ338	-1.892
STAB2	-0.1695
CDC20B	0.1355
IRF9	1.112
CENTG1	0.192916666666667
TNPO2	-0.7205
MCPH1	-0.261625
BMS1P5	-1.6675
SLC26A7	0.6805
HIST1H3J	0.8895
C9orf3	-0.9904
LBH	0.834125
MYO1D	0.16
PTDSS2	-0.04225
NFU1	-0.164
DEPDC4	-1.57375
WNT7B	-0.1108
GLP2R	-0.574166666666667
SETD4	-0.2696
DYNLT3	-0.4221
FKBP11	-0.736333333333333
SESTD1	1.11516666666667
FLII	0.7945
RPS16	0.7099
CHPF	0.693666666666667
CSNK2A1	-0.197333333333333
SUMO1P1	-0.1415
FKBP6	0.673
ZNF214	1.9885
TWIST1	-0.809833333333333
DDX56	-0.2455
TRAM1L1	2.134
EPO	-2.907
MRPS18B	0.0245
ZNF682	-1.03433333333333
RPL14	0.627166666666667
MAFF	1.12125
LOC51136	-1.100625
LY96	-1.27625
DDX20	-0.20575
ABTB1	1.18066666666667
ARL5A	-0.5434
CCT6A	-1.38575
HEPACAM	-2.4338
EHHADH	-1.42183333333333
RBAK	-1.17533333333333
CGB1	-0.73025
ITGB5	0.7671
YIPF3	0.2675
FKBP2	-0.29825
NR1D1	-0.7951
TMEM110	0.126
NEK2	-0.5635
PRAMEF8	-2.93425
C20orf52	-0.947
PCDHGA3	-1.5305
VWA3B	0.029
NDUFA5	-0.11225
THAP9	-0.17475
FLVCR2	-0.158
AP1S1	-0.95125
SMAD6	-0.95625
SAV1	0.39
SAT1	0.788625
ZNF251	1.251
ADAMTS7	0.4232
RPP38	0.209
C1orf211	-1.8265
YPEL2	1.24855
RBMS1	-2.20325
ZNF445	-1.05333333333333
NRXN2	0.520333333333333
PGBD4	-1.47675
UGT2B28	1.23875
WBSCR16	-0.283
NLRC3	-0.80325
ASTL	0.6235
ST6GALNAC1	-3.88825
ZADH2	0.6085
MLLT4	0.56275
ARL6	0.311833333333333
MEF2C	-0.72925
CBFA2T3	-1.672
AFF3	2.17357142857143
COG7	0.645
MYB	0.303
PLXNA3	0.2375
XRCC2	-2.77833333333333
MMS19	-0.007375
ST8SIA5	-0.897625
CHPT1	-0.457166666666667
KIAA1712	-0.78525
OR6X1	0.5435
ACTR3	0.17625
UGCG	1.02583333333333
OR4P4	-0.4695
ZAP70	-3.37275
LPP	1.873875
ZNF485	0.1635
PTPRCAP	-0.98975
IL12RB1	0.311
ATRX	-0.0365
CHST8	1.772125
C14orf109	0.594
ARV1	1.21025
NMB	-2.99257142857143
COX5A	-0.661666666666667
EIF6	-0.681
MPPED2	-1.47583333333333
SEMG1	-2.6955
CHRDL1	-1.152
TRAF3IP2	1.17
WNK2	0.656375
LILRA4	1.9725
LAMA2	2.474
PXT1	0.00899999999999998
RLBP1	-3.39
CD300C	0.64825
SLTM	0.11325
FLJ10404	-0.4010625
APOBEC3D	-1.53616666666667
RENBP	0.337166666666667
ATXN7L1	0.379375
NID1	-0.297
TUBGCP3	-0.787125
ITIH5	0.373294117647059
CCDC110	3.277
C8A	-3.16525
MGC87042	1.54125
HOXC13	1.23025
TFDP2	-1.0565
HCP5	1.38675
POLI	0.86225
UCN	0.781166666666667
ZNF764	0.988166666666667
C8orf45	1.05375
FHL3	-0.931
SPATA5L1	-0.57
MMRN2	2.51933333333333
NDST1	0.879333333333333
COL20A1	-0.436166666666667
ZNF248	-0.660333333333333
PELP1	0.068
MBL2	-2.64916666666667
RNF41	0.57
C5orf24	-0.21475
THOC5	-0.236875
SERINC3	0.0631666666666667
RP11-151A6.2	1.07075
CDCP2	-0.2975
HIST1H2AA	0.9935
C11orf75	-0.822166666666667
FKBP7	-0.6595
DDOST	-0.47875
GPNMB	-0.259666666666667
TTF2	-1.71333333333333
KCNT1	0.301666666666667
SLC39A14	-1.4385
NGRN	0.0892
GPR137B	1.5515
MECP2	-0.571125
PSMA1	-0.49525
C16orf73	-5.90375
TMEM60	1.10033333333333
CSN3	-0.6775
NOS1	0.640166666666667
RAB7L1	0.759666666666667
YBX2	0.0545
KIAA1166	-0.500125
FUBP3	0.322833333333333
ABCG1	2.429
ACACA	-0.121416666666667
ARL11	-0.2286
ATOH1	1.111
ODF1	0.427
CREB3L3	-1.90966666666667
TMEM127	0.888785714285714
DSCAML1	-1.08875
PLN	1.4475
LYPLA1	-0.4175
PRDM9	-2.60225
SASP	-0.2865
PLUNC	0.192166666666667
INTU	0.90775
HISPPD1	-0.80475
