Hybridization REF	TCGA-AR-A1AQ-01A-11R-A12P-07
TRPM3	-0.24275
C16orf79	-1.744
FECH	0.894666666666667
RAP2A	0.741333333333333
CRIP1	0.716666666666667
AZIN1	0.626375
SLC7A7	3.8485
IL10RA	1.4973
TMEM64	-1.73
CDC42EP4	1.6368
C16orf58	-0.4374
ARG2	-0.71725
POU5F1P4	-4.45575
FAM62B	0.50075
DNAH8	-1.526
ASH2L	0.254125
TSLP	-3.04066666666667
CNTNAP5	-0.178666666666667
TMEM16C	-0.79125
IFNA14	-0.992
SLC1A3	1.44225
CABYR	1.874
BCL7B	0.1757
NUDT13	-1.29516666666667
C13orf28	0.23325
C1orf53	-0.73075
ARL6IP4	0.1424
RPL35A	0.31325
EMR3	0.44875
RAB40C	0.1445
SLC41A1	-0.0576666666666667
LRCH1	0.4365
LY6G5B	-0.4555
FAM124A	1.44592857142857
MGC10981	1.86416666666667
CLIP3	0.9045
MAP4K2	0.8265
CHIC1	-0.05525
SULF1	4.0085
C20orf30	-0.235214285714286
PRDM5	-1.020375
ELOVL1	0.797
C11orf48	-0.279125
SLC39A10	0.2045
KCNV1	2.188
ACP1	-0.326833333333333
ZMYM2	-0.442875
B3GNT6	-0.00416666666666671
C9orf69	-0.2525
C2orf15	0.4695
C20orf166	0.477
HSP90AA6P	-0.6195
EDG7	1.4565
NEURL	-1.4595
LPL	-0.944333333333333
CLEC2D	0.469785714285714
GRRP1	1.19283333333333
CD8B	-1.9966
HIST1H3D	-0.615833333333333
SLC6A12	1.191
FAM27L	0.069
CD84	3.026
RASA1	-0.552
PHKG1	-0.0955
MAGEA11	-1.926
IMPA1	-0.1124
NPM3	-0.3125
RARRES1	6.60725
SH3BP1	0.512375
B3GNTL1	0.63
ARPC5L	-0.038
KLHL26	0.41775
SIM2	-0.824875
GJC1	0.3935
C20orf194	0.189
EXO1	-1.1965
SLC2A2	-2.81766666666667
LOC285074	-1.0145
LRG1	-3.10075
KIRREL	-0.422
PIK3R1	1.65057142857143
C4orf34	-1.009
MAF	-1.13161111111111
ADCY4	3.3465
ZMIZ2	0.6804
SLC46A3	0.427333333333333
STAMBP	0.678666666666667
CCDC16	0.06175
MS4A12	0.4805
TCF20	0.4685
LRRC46	0.0435
C20orf152	0.13325
MRPS6	-0.5395
ABCB11	-0.2965
KCNC2	0.286
CDH19	-1.10466666666667
C9orf123	0.623
SSH3	-0.080375
LDLRAD1	-3.527
CCBE1	-0.37775
ZNF135	0.957
TAAR1	-0.1315
WFDC12	0.4265
CCDC42	0.4595
FLJ12529	0.3925
PER1	-1.07483333333333
TIMM50	0.0438333333333333
SMARCAD1	-0.515833333333333
FAM26C	0.3475
TP53TG3	-3.34883333333333
SH3RF1	0.5597
LMCD1	1.03875
GPR63	0.6615
FLJ21986	-2.38925
AIFM3	0.2615
MICAL1	0.065
BLZF1	0.202333333333333
IQCA	-0.3045
PCDHGC3	-0.053
SAC	0.40575
BCL6B	1.75383333333333
DDO	-1.20675
MARCO	4.0465
DCHS1	0.342166666666667
C1orf170	-1.40916666666667
CD200R1	3.13066666666667
C22orf15	-0.34
SEPT11	0.413166666666667
ADNP	0.237
UST	0.9652
C13orf34	-0.0588333333333333
RFFL	0.110214285714286
APBA3	0.3625
C2orf60	-0.211375
CUTL1	-0.6995
PMS1	-0.43875
ZNF689	-0.99
EIF3E	0.254666666666667
IL9	0.313166666666667
RPL31	0.812
LY9	2.27883333333333
ATP2B3	0.3435
KDELR2	0.103041666666667
TFCP2	0.424125
NLRP12	-0.5145
FLJ45422	-0.1305
TLE4	0.433
ZNF570	0.2735
FLJ43806	-0.3685
TLK2	-0.650375
CIR	0.8665
MARS2	0.5445
COL24A1	-0.21975
SDF2L1	-0.2675
HIBADH	-0.298666666666667
IGFBP3	-2.66171428571429
C12orf23	0.472875
PSPC1	1.07325
C20orf43	0.35
TRAV20	0.8815
ARHGAP24	0.816625
KIAA1975	-1.328125
C1QA	3.346
DNTT	-4.69966666666667
C10orf6	-0.74625
C11orf41	1.5245
HNRPF	-0.17975
COL11A1	5.12133333333333
UBAP2	0.594166666666667
CDKN2AIPNL	-1.754
C20orf174	4.2705
SPRED2	-0.8035
PLA2G12A	-0.508833333333333
ICEBERG	-1.86716666666667
SCN10A	-0.0355
C11orf65	-0.05125
GBP5	5.093
PITPNC1	-0.701833333333333
POU3F3	0.06
NCOA7	1.27075
LIN7C	0.2621
LOC348840	-1.0625
NKX2-2	-3.39433333333333
ANKRD13D	0.493
LOC123688	-0.35025
FUT2	0.5095
TAAR8	0.748
FZD4	-1.46
PNMA3	-0.510833333333333
OR4L1	0.689
WIT1	-2.26475
EXOC3L	2.51725
ATPBD4	-0.8339
KRBA1	-0.37875
UBXD6	-0.85075
HOXB7	-0.730142857142857
C7orf23	0.503
UNQ338	3.53125
STAB2	0.185
CDC20B	-0.21075
IRF9	2.16025
CENTG1	1.10758333333333
TNPO2	-0.13
MCPH1	0.337625
BMS1P5	-1.90625
SLC26A7	0.921
HIST1H3J	0.5445
C9orf3	-0.3886
LBH	1.799
MYO1D	0.46775
PTDSS2	0.40625
NFU1	0.389
DEPDC4	-0.147
WNT7B	0.993
GLP2R	-0.1724
SETD4	0.148
DYNLT3	-0.3769
FKBP11	1.2115
SESTD1	1.502
FLII	0.35575
RPS16	0.3839
CHPF	1.256
CSNK2A1	0.4685
SUMO1P1	0.769
FKBP6	-0.001
ZNF214	-2.24916666666667
TWIST1	-0.112333333333333
DDX56	-1.032
TRAM1L1	1.7369
EPO	-2.89733333333333
MRPS18B	-0.826
ZNF682	0.0478333333333333
RPL14	-0.5235
MAFF	0.06375
LOC51136	-0.077875
LY96	0.79125
DDX20	-0.241
ABTB1	-0.176666666666667
ARL5A	0.3688
CCT6A	-1.39925
HEPACAM	-1.4875
EHHADH	-0.259333333333333
RBAK	-1.1135
CGB1	0.5745
ITGB5	-1.5723
YIPF3	1.1845
FKBP2	0.2665
NR1D1	-1.0322
TMEM110	0.7955
NEK2	0.023
PRAMEF8	-2.86125
C20orf52	-0.703666666666667
PCDHGA3	-0.97
VWA3B	0.436
NDUFA5	-0.050125
THAP9	-0.3805
FLVCR2	1.1655
AP1S1	0.131875
SMAD6	-1.43875
SAV1	0.7885
SAT1	0.9905
ZNF251	1.76875
ADAMTS7	0.5366
RPP38	1.88925
C1orf211	-0.754
YPEL2	0.04925
RBMS1	0.42225
ZNF445	-0.826666666666667
NRXN2	0.00283333333333334
PGBD4	-1.213375
UGT2B28	-2.9755
WBSCR16	-0.6806
NLRC3	1.07925
ASTL	0.24625
ST6GALNAC1	-3.97
ZADH2	0.03
MLLT4	0.827583333333333
ARL6	1.0605
MEF2C	0.90125
CBFA2T3	-1.839
AFF3	-0.187785714285714
COG7	-0.898166666666667
MYB	-2.21016666666667
PLXNA3	0.5675
XRCC2	-0.766
MMS19	-0.093375
ST8SIA5	-0.505875
CHPT1	-0.302833333333333
KIAA1712	-1.147375
OR6X1	3.633
ACTR3	0.877375
UGCG	-0.649166666666667
OR4P4	0.716
ZAP70	-1.4395
LPP	0.908375
ZNF485	-0.363
PTPRCAP	1.468
IL12RB1	1.1815
ATRX	0.1684
CHST8	-2.714125
C14orf109	-0.05425
ARV1	0.782
NMB	0.553857142857143
COX5A	-0.495666666666667
EIF6	-0.3235
MPPED2	-0.759833333333333
SEMG1	-1.9745
CHRDL1	-0.046
TRAF3IP2	1.23275
WNK2	0.337875
LILRA4	3.57566666666667
LAMA2	3.05125
PXT1	-0.6085
RLBP1	-3.39675
CD300C	1.3205
SLTM	-0.4265
FLJ10404	-0.467733333333333
APOBEC3D	0.393166666666667
RENBP	1.3795
ATXN7L1	0.348
NID1	0.1135
TUBGCP3	0.00924999999999997
ITIH5	0.260222222222222
CCDC110	1.15975
C8A	-2.71775
MGC87042	0.46275
HOXC13	0.1545
TFDP2	-0.68675
HCP5	2.537
POLI	0.2685
UCN	-1.41766666666667
ZNF764	-0.42
C8orf45	1.288
FHL3	0.583
SPATA5L1	-0.68575
MMRN2	3.2195
NDST1	0.0568333333333333
COL20A1	-0.225
ZNF248	0.835333333333333
PELP1	0.0521666666666667
MBL2	-2.89
RNF41	0.454625
C5orf24	-0.489125
THOC5	-0.38775
SERINC3	-0.00100000000000002
RP11-151A6.2	-0.297
CDCP2	0.08
HIST1H2AA	0.44975
C11orf75	1.52516666666667
FKBP7	0.141
DDOST	0.581
GPNMB	1.28233333333333
TTF2	-0.808833333333333
KCNT1	0.250333333333333
SLC39A14	0.47825
NGRN	-0.6085
GPR137B	1.207
MECP2	-0.121125
PSMA1	-0.04975
C16orf73	-4.139
TMEM60	0.217666666666667
CSN3	1.685
NOS1	0.422666666666667
RAB7L1	1.01233333333333
YBX2	-2.8545
KIAA1166	1.189
FUBP3	-0.363166666666667
ABCG1	0.2635
ACACA	-0.52525
ARL11	0.6896
ATOH1	0.2325
ODF1	0.945333333333333
CREB3L3	-0.835833333333333
TMEM127	0.673285714285714
DSCAML1	-0.1405
PLN	2.18933333333333
LYPLA1	0.143
PRDM9	-2.18175
SASP	2.0405
PLUNC	0.383833333333333
INTU	-0.762
HISPPD1	-0.88625
LNPEP	0.349166666666667
YARS2	-0.0941666666666666
APCDD1L	-2.4325
ZCCHC4	-1.0232
FBXO22	-0.703833333333333
TTLL13	-0.5095
ZNF669	-0.669
PTGDR	2.6465
DDX27	0.4315
KIAA0409	-0.375166666666667
GJB6	1.45675
ASB8	0.0945
PLP2	0.487166666666667
MEPE	0.58275
OR10J5	0.052
KRT222P	-0.779
COQ7	-1.00766666666667
C1orf101	0.52175
RERG	-0.6817
CHMP5	0.51675
THAP11	-0.469625
ZNF43	0.154
ZRANB3	0.248
KRT13	1.98925
MRPL19	-0.07225
RBBP9	0.456875
SPATA17	0.12525
BXDC5	0.557
PAFAH1B1	-0.31275
MAGEE1	0.99875
OSTF1	0.53425
KIAA0323	-0.542
TXNDC13	-0.1365
CNTN4	1.074625
LCE1B	0.173
UNQ501	-0.211
ZNF154	-0.196
C3orf64	0.4805
SYT5	0.0204
PON1	0.509833333333333
FLJ10357	-1.13675
ATP4A	-1.15
GNPDA1	-0.635666666666667
MGAT1	0.823666666666667
C14orf121	1.08125
SLC35B2	0.814
MIER3	-0.748666666666667
CHEK1	-0.732125
ZNF8	-0.599833333333333
TXNDC1	-0.443333333333333
CKB	-2.5315
RTN3	0.379714285714286
FZD2	-1.05466666666667
PART1	0.62075
PSMB6	-0.07075
PCDHB8	-1.967
PHC3	-0.6356
PPP1R8	0.667333333333333
NOVA2	1.58766666666667
TNFRSF11B	-4.404625
GOLPH3	0.048
UBLCP1	-0.09225
SUHW3	0.316
TTLL1	0.71025
OPN4	-0.0845
OR13G1	0.3345
ZPBP2	0.6152
HSD17B11	-1.68675
C9orf50	-0.3125
DHDDS	0.509785714285714
CTSW	2.2588
NEFM	-2.88083333333333
MRPL28	-0.83225
SYN1	0.1545
PIGV	-0.483166666666667
ZIM2	-1.43025
APBB1	0.698333333333333
SND1	0.11525
C1orf123	-0.274
CHD3	-1.0915
BHLHB8	0.64825
RNASE2	1.75166666666667
BCAP31	0.375375
SLC25A44	0.6205
CHD6	-0.9291
PIB5PA	-0.416538461538461
SELS	0.90675
LOC541471	-0.4785
FAT2	2.1195
ZNF81	-0.1745
OR4C16	0.3725
FLJ10081	-0.2507
LRRC4	0.51125
CS	-0.287333333333333
N4BP2	-1.193
IGFBP7	1.14525
ZNF318	0.6225
NDNL2	0.415625
ZNF609	-0.54925
SIRT4	-0.3385
EXOSC10	-0.09125
ECE2	0.480333333333333
OVGP1	-0.291
GTPBP3	0.00974999999999999
PACS2	0.225
C19orf36	-1.121
ARL4C	-0.243125
ATG4B	0.361375
UBQLNL	0.27175
RHOXF2B	-4.087
PLEKHG2	-0.2285
GALR1	-0.704
AQP4	-0.365166666666667
HDAC7A	-0.267666666666667
DCUN1D3	-0.264
OR8A1	0.2495
CCRN4L	0.42525
CBR4	-1.43983333333333
KIFC1	-0.798
SLC7A14	-1.28783333333333
LHX5	-0.4665
TRPC7	-0.1885
LPXN	0.44925
SERPINA1	-1.64025
RPS13	0.0577
BPIL3	0.3645
PRKAA1	-1.33875
FADS2	0.883
ENAH	0.319375
PRO1768	0.0565
APBA2BP	0.00950000000000001
LIPH	0.330666666666667
C3orf33	-1.3835
RCC2	0.436071428571429
ALDH1A2	-3.6434
RNF103	0.9325
AHCY	-0.340625
ALG12	0.3115
CCL17	3.55225
ZNF543	0.151333333333333
ESRRG	0.9562
CNGA1	1.768
RDH5	-0.946333333333333
OTX1	-0.7493
PTGFR	-0.177333333333333
CDR2	-0.279125
SELE	5.84825
NLGN2	-0.554666666666667
EXOSC9	-0.774
ZNF566	0.0231666666666667
KLRC2	-3.077
GPR12	0.9605
KIAA0196	0.2135
PDRG1	-0.179
SSR3	0.107642857142857
MSI1	0.4055
CST9	-0.1065
CC2D1A	0.419875
PLAGL1	0.506166666666667
ZNF778	0.354
RNF2	0.274
KLF6	0.563833333333333
THBD	1.10833333333333
tcag7.1314	0.70725
NR5A1	0.453833333333333
ABCD2	1.711
DNAJC7	-1.794
CLEC4C	1.773
TM2D3	0.540375
CCDC4	-0.5885
PLAC2	1.33
DCD	-0.6525
FAAH	0.64725
POLA1	-0.605666666666667
TM7SF2	-1.4155
FLJ39822	-2.378
FLOT2	0.216
MAP4K1	1.02716666666667
SRP68	-0.055375
C21orf74	0.1345
ARPC5	0.29625
LOC126075	1.2235
HECW2	1.304
ZDHHC4	-1.097
ANKRD42	0.0682
PDE9A	0.330833333333333
ABCA8	-0.841
NDUFS2	0.023
UBR5	-0.239625
BTBD16	-1.67575
LOC554174	-0.648
ZNF20	0.525
KIAA1843	0.546
WDR17	0.028125
C15orf33	0.9205
RNF113A	-0.29875
CAMKK1	-0.8308
CLCN2	1.2365
ANXA6	-0.372
LOC340069	0.413
EMID1	2.686125
DPM3	0.306416666666667
ELA1	-0.4385
SLC25A13	-0.2186
KRT24	0.0905
SMPD1	-0.156
TH	0.224375
COL6A2	0.732642857142857
ANKS1B	0.40625
GPR126	0.0159
ZC3H12A	0.913833333333333
TMEM47	0.156
C2orf51	0.197666666666667
C1orf88	1.92316666666667
HSF2BP	-0.26925
AKAP10	-0.131
RPAP3	-0.171
KLHDC8B	0.914
STOM	-0.1449
MUPCDH	0.3365
C10orf72	-0.373625
PLEKHA3	0.643833333333333
TCP11L1	0.156
CWF19L1	0.045625
SPEF1	0.279
YSK4	0.164333333333333
ELN	3.9623
SAMD8	-0.131666666666667
MPI	-1.34916666666667
MEPCE	-0.0653
ABCC3	-1.8035
NANOGP1	-0.4745
KCNK17	1.939
HLA-DMB	4.5665
RRAGA	1.0165
ANGEL1	-0.862
RBM32B	0.5325
CPN1	-2.5485
MGC52282	-0.0227
HLA-A	2.61925
OR9G4	0.807
EDNRB	-2.46325
SCD	-2.95285714285714
C14orf80	-1.1935
BAGE2	-0.409
RABL4	-0.745666666666667
RCVRN	-0.1835
SHANK1	-0.031
NLRP7	-0.60075
CD226	2.09
STAT3	0.8186875
SYNJ2	-1.1374
TPCN2	-0.408666666666667
WDR36	-1.09716666666667
MBD4	-0.2815
ROBO1	-0.0196
ST3GAL6	-2.43875
SLAMF8	4.36383333333333
ATN1	0.6385
GPR141	0.7845
KRT36	-0.019
TPH1	0.1065
DDX52	-0.12875
ZSCAN29	-0.267833333333333
TRPT1	-0.302333333333333
DPEP3	0.887
DENND4A	-0.82575
TSPAN16	-0.9395
PTCHD2	-0.136
LOC145814	2.463
CAP1	0.454
EIF5A2	-0.3752
NT5DC3	-0.804
SEPT9	-0.777375
SEZ6L2	-0.535625
EGFLAM	3.82875
VPS11	0.506625
NDUFB5	-0.019
CIDEA	0.226166666666667
IER5L	-0.14125
N6AMT1	0.02675
FAM83C	0.02225
OXR1	0.538583333333333
IRX1	1.4245
DGKB	-1.00966666666667
GCN5L2	-1.6765
MIR16	-0.323875
FBXW9	0.35675
WDR4	-1.116
PDC	-0.5945
VPS33B	-0.37675
HEXB	-0.0765
FLJ32214	0.18725
TCEB3	0.13125
CRLF1	-4.61075
ABI3BP	1.2575
C8orf22	-4.559
PYCR1	-0.1985
KIAA1706	0.8135
CDK5R2	0.4585
WAS	1.6265
C12orf60	-1.1185
CCBL2	1.038625
MADD	0.21825
C5orf34	-0.92425
WDR42A	0.2011
KLF12	0.0335
HSPA1A	0.92675
ITM2C	-0.253
DAPK2	3.11016666666667
LOC442590	-0.3915
SUMF2	-0.818375
CENPA	-0.192461538461538
TMED5	0.808
CDH6	-1.4587
BRP44	0.149625
THG1L	-0.2835
GABRA2	-3.27175
C14orf166	-0.87075
MYL1	-1.48783333333333
TNFSF18	-1.178
PAP2D	-1.83783333333333
PPIB	0.73825
KLHL4	-1.119625
SFN	0.605166666666667
CCDC127	-0.61925
FRAP1	0.13575
GOLGA5	0.30025
SDCCAG1	-0.50425
MGC21675	-0.791333333333333
C10orf95	-0.6305
KIAA1345	0.125166666666667
C1orf163	-0.0235
LACE1	-0.653333333333333
OR10K2	-0.5225
CENPN	-1.62068
TMED2	0.67425
UGT1A6	2.0195
ANG	-1.42275
U2AF1	-0.0915
CASC2	0.289666666666667
NMT2	1.58966666666667
OSGEPL1	-0.584875
DFNB31	-0.4435
SLC6A20	0.442
DKC1	0.0575
FXYD4	-1.2205
WDR64	1.02975
MGC5590	0.4455
CREBZF	-0.838166666666667
DAZ1	-0.2325
PRPSAP1	-0.195
GCHFR	-0.39075
TTC7A	0.5145
LOC196993	0.41625
UBD	3.64666666666667
S100A1	0.6125
RPL6	-0.617
DNAJB6	0.4042
NAGS	0.3112
C2orf58	0.4615
KERA	0.351333333333333
MT1X	0.5605
UBE2B	0.392
KEAP1	0.52525
MST1	-3.4165
OMA1	-0.08
ABLIM2	0.4645
BCL2L13	0.340916666666667
JAZF1	0.082
TMEM63B	1.2565
S100A8	3.5391
ARFIP2	0.307
UROS	-0.24175
KHDRBS2	-2.0245
POLQ	-2.3295
SOAT1	-0.05125
SPAG4	-0.2
MRPS30	-0.993333333333334
LOC494141	0.07125
OR2T11	0.6825
ORAOV1	0.4059
ZNF184	-0.593833333333333
TCEB3B	0.171166666666667
ADAM21	0.137
GDPD1	0.53225
SPINLW1	0.34125
PRR14	-0.312666666666667
KCTD9	0.8598
NUDT3	-0.11775
KIAA1822	0.9458
HIST1H4K	-1.0565
DFNA5	-1.482
GABPA	0.12125
C14orf44	-1.12925
POLB	0.93775
PTAR1	-1.3725
SEC31A	0.4051
TRIM58	-2.528
TAS2R14	-0.0215
VPS8	0.44125
H1F0	0.401666666666667
PRKCB1	-1.05933333333333
UGT2A1	0.404
TOR1B	-1.11775
LSS	-1.50516666666667
C2orf19	0.417
HNRNPC	-0.0462142857142857
TMEM100	-1.9545
LOC116349	-1.4185
OR51M1	0.069
CCDC142	-1.04475
ISG15	2.8346875
ZCCHC14	-0.158125
CREBL2	0.590375
TGDS	-0.3245
DC2	-0.46625
CACNA2D3	-2.28335714285714
ZNF429	-0.656625
LYPD6	-1.39266666666667
SUCLG1	0.0865
OR51I1	-0.647
MAGEH1	2.0535
PRPF40A	-0.1235
SMR3A	4.115
SPINK2	-0.3725
THAP2	-0.135875
NPY5R	-1.193875
IRF4	0.662625
SPESP1	-2.02316666666667
OR10S1	0.298
DTD1	-0.18025
TUBE1	0.40025
DDX19A	-0.3825
PDPN	-1.31625
TMEM34	-0.816166666666667
MGAM	0.76875
COL3A1	5.063
GFM2	-0.9202
OR5A2	0.3325
PSG9	-0.7845
ARHGEF11	1.02033333333333
IVNS1ABP	-0.363
SIGIRR	1.081
DUSP19	0.101875
DNAJC14	0.0448
ACSS1	1.20925
IL1RAPL2	0.5255
C4orf30	-0.9405
SEPT4	1.67
LANCL3	-0.8635
SPAG17	0.243833333333333
PRDX3	-0.2785
HNF1A	-1.931375
P4HA2	-0.590875
RFWD3	-1.0905
MOV10	0.0605
DNAJA5	-0.585857142857143
LOC729440	0.90475
LOC200383	1.565
SMC2	-1.67225
MIXL1	-0.2035
TMEM9	0.783
FAM86A	0.277
ZNF174	-0.1655
MYH14	-1.59325
CCR8	0.78375
VPS37C	0.427833333333333
GPATCH1	0.0405
B3GNT8	2.0525
TBX4	-0.301
CNR2	1.02916666666667
PCDH1	0.5095
C5orf29	4.446875
OCIAD2	1.24975
PLCG2	2.8905
KIAA0247	1.295375
HRH3	0.1759
CAPN13	-0.0655
CCR1	0.7742
MGC15523	0.371666666666667
UVRAG	0.488666666666667
DNAJA2	-0.2735
ITGA2B	-0.451833333333333
CLDN5	2.5325
PTPRN2	-1.65228571428571
ZNF512	0.761666666666667
PSAP	1.15085714285714
CCDC140	0.6345
LRRC55	0.30575
CYP26C1	0.469
C8orf47	1.511
LYN	0.54025
DUSP6	-2.04433333333333
TGFB3	2.02026666666667
ELK1	0.5388
PCDH11Y	0.6705
HGD	-4.727
C17orf58	0.20975
MYO3A	1.5155
SERPINE2	-2.75983333333333
AARSD1	-0.847875
C14orf73	-1.038
ADAM33	0.7945
ZNF491	0.0145
MAPK6	-0.949
TCN1	-0.267166666666667
SLC24A6	0.6605
UBE2R2	0.41675
H1FNT	0.43025
TATDN2	0.123833333333333
LILRB1	3.045
P2RY5	0.0625
NUCB2	0.38625
C2orf37	0.26
SNX27	0.955833333333333
MTA3	0.2685
FOXO4	0.43275
ID4	-0.547
SOX5	-2.495
PXMP3	0.26875
OR52M1	0.3945
SFT2D3	0.265125
INA	-3.82316666666667
MCOLN1	1.49525
NFIX	1.0566
CLEC14A	4.787
HIBCH	0.5945
PLA2G5	1.06775
TIMM10	-0.204666666666667
MED17	0.7087
COL4A4	1.0595
TPP1	1.05266666666667
GJA3	-1.83683333333333
TMPRSS5	0.002
AADACL3	0.5495
DNMBP	-2.5875
ENPP5	2.54433333333333
NQO1	-1.599
ZSCAN2	-0.14975
SEC24C	-0.439666666666667
GTF2A1L	0.119
AXIN2	-0.214
FAM33A	-1.20816666666667
C16orf13	0.07225
SPNS2	0.669
TAF1	-0.45375
AP1G2	-0.3215
RBM42	-0.0978333333333333
HCN2	0.376166666666667
EFHB	-0.387166666666667
RUSC1	1.39833333333333
GRIK5	0.0975
USP21	0.393166666666667
ATAD3C	0.01225
ORMDL2	-0.446125
PRSS7	-3.89925
PSAT1	-1.745
FLJ13195	-0.863833333333333
TBC1D1	0.673
IFNG	5.215
OTOS	0.433333333333333
ZNF773	-0.103166666666667
EMD	-0.42
RETN	0.935
CCL8	4.471
APH1A	0.795875
COX18	-1.11325
GTF2IRD2	0.13175
CCDC82	-0.03075
PAFAH2	0.2647
NPEPL1	-0.9329
RP11-114G1.1	1.2315
TP53INP1	0.191125
ZNF300	-0.2345
FOXL2	-3.74
LARP2	0.307333333333333
LATS1	0.2315
HTR6	0.4365
SPOCK2	1.94566666666667
RNF144B	1.565
HTATIP2	1.37725
MGC10334	0.572416666666667
CENTA2	2.64183333333333
FGF2	-2.34625
FXYD7	0.28875
PHYHIPL	-2.2805
GPR34	5.35475
DDX6	-0.563333333333333
OR10W1	0.525
LHFPL1	0.168
ZNF313	0.256357142857143
VPS28	0.64075
AP3M1	-0.0954
AKR1CL2	2.919
TRAF4	-0.058875
OR2B11	0.502
C19orf12	0.417833333333333
AKAP9	0.2155
C1orf62	-0.89075
SLC20A1	-0.8929
FAM112A	0.69125
LDB2	0.54025
MRPS23	-0.1835
KLK5	4.53375
SPTB	-0.2765
EFEMP2	0.29575
EFNB2	1.203875
PCM1	0.583142857142857
NMNAT3	2.345125
TSG101	0.360166666666667
C8orf40	0.458333333333333
NOB1	-0.747
ABHD3	-0.38275
GTF3C4	-0.231625
PIGN	0.991
GALNTL1	1.20175
AEBP1	1.436125
OR9Q1	0.372
ANKRD2	-0.082625
CCL28	-3.3205
TRIM38	1.26183333333333
TMCC1	-0.333333333333333
SMG5	1.26675
LRRC7	-1.2025
NCAPD2	-0.641166666666667
C6orf153	0.178
C1orf74	0.22925
OTUD6A	0.351
DCP2	-0.44
TMEM24	0.47075
RPL18	0.169833333333333
TMEM177	0.28025
LRRC37A3	-0.3845
C1D	-0.652333333333333
LDHC	0.798
UBE4B	0.104666666666667
NIT1	0.124375
BTN3A3	1.84175
RASD1	0.071125
COMMD3	0.61625
SHFM1	0.2545
BIRC8	-0.36025
DUT	-0.74725
C12orf51	-0.563
LRRC59	-0.6415
LY6H	0.00375
WDR22	-0.0471666666666667
EDEM1	-0.154
ADH1A	0.3075
PANX2	-0.0298
CYP11B1	1.16275
CDC73	0.12475
GPR172A	1.5785
GSTM3	-1.90746153846154
KCNA5	1.473125
SERAC1	1.234
NFATC2	0.8495
ANAPC5	-0.4846
C15orf24	-0.08675
NFATC2IP	-0.999166666666667
TNRC6C	0.310166666666667
MGC102966	1.80475
FGD5	1.006
MED9	-0.21725
RAB13	0.992833333333333
C15orf49	0.5425
CRYGS	-1.8061
C12orf53	-1.3645
LOC283693	-0.3585
COX6B2	-0.6155
PHF14	-0.54325
FAM3A	0.27675
RPL13	-0.8933
PRDX2	0.7065
FLJ34047	-1.62075
PRMT3	0.43925
KCTD19	-1.5485
TRIM10	-0.482833333333333
MGC26597	0.505
GCNT4	-0.15225
GPRASP1	-1.0415
CDKN1C	-0.71575
RHBDL2	3.0726
HSPH1	1.14625
AQP1	1.947
COL17A1	-2.8331
GFAP	0.179375
CDC16	0.23225
KIAA1614	-0.0435
C6orf118	1.10383333333333
ZSWIM5	-3.39
FAM83F	3.17375
LYNX1	2.6754375
SYNPR	-0.5095
XG	3.56666666666667
PRSS16	1.476875
KIF13B	0.490214285714286
PCDH9	0.641375
HIST1H2AH	-0.512666666666667
RBM18	-0.5355
ZNF626	1.096625
HEXIM2	-0.606666666666667
ITFG1	-0.4645
TUBG2	-0.9665
SFRS7	-0.3555
C9orf14	-0.222
EXTL1	-1.915
GBP3	1.21283333333333
WDR5	-1.05875
RARG	1.02183333333333
MYO7A	1.405375
CECR6	-0.1225
C13orf3	-0.4145
SFRS18	-1.294
ACVR1B	0.235666666666667
PSMD1	-0.0344
C7orf31	0.134833333333333
ILVBL	-0.35125
IFNGR1	1.445
RNF186	-0.2695
NOL9	0.5405
MAGEL2	-0.9375
SLC29A2	0.32325
NHSL1	-0.1415
RBMX	-0.9565
PSORS1C2	0.53175
RAD51L3	0.45475
LCN6	1.193
ORAI2	-0.183875
BRUNOL6	-0.4405
OR4K5	-0.0605
CDC123	1.970875
MSLN	2.454
WWTR1	-0.786833333333333
ZNF700	-1.0875
COBL	-0.7105
PPP1R16B	0.598625
GAS7	-0.7457
MDN1	-0.7505
HAAO	0.477
C9orf68	1.9765
TNFAIP2	1.46375
FOXN1	0.5175
hCG_2033311	-1.055
ATP6V0D2	0.3608
RPL41	-0.38125
SLC38A1	-0.155875
ARHGAP6	-0.73875
ADAD2	-0.23675
PHF20L1	0.504625
MCM3AP	-0.193
ST3GAL3	-0.0361666666666667
SNX1	0.134666666666667
ELF5	5.41725
PARP3	-0.544875
RBM8A	0.06075
LINGO4	0.489
ITGA9	0.253333333333333
ZFR	-0.026
ACSL6	0.95125
FLJ20699	-0.4089
DAOA	-0.52625
FABP4	1.07375
KCNB1	-1.3375
CANX	0.1144
SLC25A28	0.731
ADIPOR2	-0.33375
ECHDC2	1.430125
SMA4	-1.34475
FRZB	2.011625
PABPC1	0.309
DMRTB1	-0.07225
APOBEC3G	1.149
CATSPER2	-1.25316666666667
CUEDC1	-1.2835
STARD9	-0.678875
CLDN8	4.212125
LOC23117	-1.64940909090909
E2F6	-0.2835
TMEM126B	-0.387666666666667
DPY19L4	-0.3535
GIMAP5	3.39883333333333
NDUFA9	1.1405
FAM77C	-3.5275
CTPS2	0.3025
LOC51035	0.1865
WDSOF1	0.5815
EGLN3	-2.334375
PITX3	0.3255
OR52E8	0.17
GRM4	1.0025
