Hybridization REF	TCGA-AR-A1AL-01A-21R-A12P-07
WAS	0.875
C12orf60	-1.10475
CCBL2	0.130625
MADD	0.035
C5orf34	-1.50525
WDR42A	0.8365
KLF12	0.1205
HSPA1A	0.68775
ITM2C	-1.31816666666667
DAPK2	1.51466666666667
LOC442590	-0.612
SUMF2	0.174
CENPA	-2.73476923076923
TMED5	0.057375
CDH6	-0.1468
BRP44	0.739625
THG1L	-0.86125
GABRA2	-3.1595
C14orf166	-0.1655
MYL1	-1.82183333333333
TNFSF18	-0.273
PAP2D	-0.536666666666667
PPIB	-0.694
KLHL4	0.20075
SFN	-0.829333333333333
CCDC127	0.28525
FRAP1	-0.25025
GOLGA5	1.06775
SDCCAG1	-0.26975
MGC21675	-0.391666666666667
C10orf95	-0.8605
KIAA1345	-0.309166666666667
C1orf163	-1.5845
LACE1	-0.338333333333333
OR10K2	-0.2525
CENPN	-2.51384
TMED2	1.389
UGT1A6	-1.442
ANG	0.09525
U2AF1	-1.18616666666667
CASC2	0.705166666666667
NMT2	-1.04166666666667
OSGEPL1	-0.442375
DFNB31	-0.42
SLC6A20	0.161
DKC1	-0.6265
FXYD4	-1.58025
WDR64	-0.17
MGC5590	0.474
CREBZF	-0.648833333333333
DAZ1	-0.53675
PRPSAP1	-1.1565
GCHFR	-0.27125
TTC7A	-0.611875
LOC196993	2.1095
UBD	2.45266666666667
S100A1	1.04025
RPL6	0.558333333333333
DNAJB6	0.095
NAGS	0.4621
C2orf58	0.506
KERA	2.10666666666667
MT1X	-0.6421
UBE2B	0.6852
KEAP1	0.236
MST1	-2.9655
OMA1	0.261
ABLIM2	0.958
BCL2L13	-0.306
JAZF1	0.133833333333333
TMEM63B	0.969
S100A8	0.1487
ARFIP2	1.263
UROS	0.6405
KHDRBS2	-0.6805
POLQ	-3.37725
SOAT1	-1.17525
SPAG4	-2.515
MRPS30	0.157
LOC494141	-0.26875
OR2T11	0.4025
ORAOV1	-0.4091
ZNF184	0.201833333333333
TCEB3B	-0.011
ADAM21	0.5585
GDPD1	-1.15875
SPINLW1	0.127
PRR14	-0.0211666666666667
KCTD9	-1.3393
NUDT3	0.47675
KIAA1822	1.1627
HIST1H4K	0.237
DFNA5	-0.88575
GABPA	0.4035
C14orf44	0.258
POLB	0.28625
PTAR1	-0.5965
SEC31A	0.8232
TRIM58	1.727
TAS2R14	-0.495
VPS8	0.333625
H1F0	-0.128333333333333
PRKCB1	-2.34466666666667
UGT2A1	0.4945
TOR1B	0.2985
LSS	-0.787666666666667
C2orf19	0.1685
HNRNPC	0.337714285714286
TMEM100	-0.146
LOC116349	-0.5885
OR51M1	0.2965
CCDC142	-1.462
ISG15	0.9376875
ZCCHC14	0.395625
CREBL2	1.06025
TGDS	0.16875
DC2	-0.24425
CACNA2D3	-0.964
ZNF429	-0.2495
LYPD6	-0.488833333333333
SUCLG1	-0.7245
OR51I1	-1.2235
MAGEH1	1.55375
PRPF40A	-1.0915
SMR3A	0.6375
SPINK2	-1.478
THAP2	0.86225
NPY5R	-0.163625
IRF4	-2.39
SPESP1	2.045
OR10S1	0.8155
DTD1	-1.207
TUBE1	-0.493
DDX19A	-0.635
PDPN	0.25625
TMEM34	-0.2015
MGAM	2.56225
COL3A1	5.60633333333333
GFM2	-0.3171
OR5A2	-0.9825
PSG9	0.8035
ARHGEF11	0.6775
IVNS1ABP	-1.016875
SIGIRR	0.94525
DUSP19	-0.852125
DNAJC14	0.2661
ACSS1	-1.168875
IL1RAPL2	-0.096
C4orf30	-1.26175
SEPT4	2.2895
LANCL3	-2.737
SPAG17	0.450333333333333
PRDX3	0.27825
HNF1A	-1.337625
P4HA2	-0.780125
RFWD3	-1.572
MOV10	-0.24425
DNAJA5	0.165285714285714
LOC729440	0.55125
LOC200383	0.423
SMC2	-1.7705
MIXL1	-1.306
TMEM9	0.085
FAM86A	1.198
ZNF174	0.3129
MYH14	-1.69875
CCR8	-0.1715
VPS37C	0.836833333333333
GPATCH1	-0.178833333333333
B3GNT8	1.995
TBX4	-0.7745
CNR2	0.747833333333333
PCDH1	0.6835
C5orf29	5.078
OCIAD2	1.223
PLCG2	0.5055
KIAA0247	2.2695
HRH3	-0.1255
CAPN13	3.235125
CCR1	-0.2114
MGC15523	-0.166444444444444
UVRAG	0.540166666666667
DNAJA2	0.1955
ITGA2B	-0.906333333333333
CLDN5	3.638625
PTPRN2	1.27692857142857
ZNF512	-0.5755
PSAP	1.8105
CCDC140	-0.784
LRRC55	-0.49675
CYP26C1	0.556
C8orf47	0.67125
LYN	0.01675
DUSP6	-0.294
TGFB3	3.798
ELK1	-0.0549
PCDH11Y	-0.456
HGD	-1.92525
C17orf58	0.73775
MYO3A	-1.4945
SERPINE2	-3.716
AARSD1	-1.373125
C14orf73	-1.3855
ADAM33	0.37175
ZNF491	0.3605
MAPK6	0.3275
TCN1	4.33633333333333
SLC24A6	1.4625
UBE2R2	-0.04025
H1FNT	0
TATDN2	0.177833333333333
LILRB1	1.98475
P2RY5	1.3005
NUCB2	0.653
C2orf37	-0.55075
SNX27	0.846833333333333
MTA3	-0.238375
FOXO4	0.300875
ID4	0.124666666666667
SOX5	-1.993
PXMP3	0.57525
OR52M1	0.326
SFT2D3	0.6875
INA	-3.56133333333333
MCOLN1	1.30725
NFIX	1.1331
CLEC14A	5.19283333333333
HIBCH	-1.2945
PLA2G5	1.83825
TIMM10	-0.344333333333333
MED17	0.4119
COL4A4	-2.1425
TPP1	1.41016666666667
GJA3	-1.98833333333333
TMPRSS5	-1.3655
AADACL3	0.7475
DNMBP	-0.519
ENPP5	3.9505
NQO1	-1.2265
ZSCAN2	-0.429
SEC24C	-0.139666666666667
GTF2A1L	2.5105
AXIN2	0.2
FAM33A	-2.04591666666667
C16orf13	0.50075
SPNS2	0.772
TAF1	-0.80625
AP1G2	0.455333333333333
RBM42	-0.165333333333333
HCN2	0.117
EFHB	-0.240333333333333
RUSC1	0.9285
GRIK5	0.294
USP21	1.14466666666667
ATAD3C	0.40475
ORMDL2	-0.038375
PRSS7	-4.683
PSAT1	-5.61025
FLJ13195	-0.2585
TBC1D1	0.0183333333333333
IFNG	1.074
OTOS	0.475833333333333
ZNF773	0.157666666666667
EMD	-1.3815
RETN	1.73875
CCL8	4.254
APH1A	0.920375
COX18	0.7215
GTF2IRD2	0.54925
CCDC82	-1.07916666666667
PAFAH2	0.2091
NPEPL1	-0.4914
RP11-114G1.1	1.384
TP53INP1	0.76725
ZNF300	-0.44
FOXL2	-3.37375
LARP2	-0.152833333333333
LATS1	0.687
HTR6	0.423
SPOCK2	0.172333333333333
RNF144B	2.65016666666667
HTATIP2	-0.956125
MGC10334	0.91925
CENTA2	2.28266666666667
FGF2	-1.18775
FXYD7	0.52975
PHYHIPL	-3.15814285714286
GPR34	5.76825
DDX6	-0.771166666666667
OR10W1	0.088
LHFPL1	-1.9395
ZNF313	-1.12357142857143
VPS28	0.781
AP3M1	0.0912
AKR1CL2	0.11275
TRAF4	-0.992
OR2B11	0.4825
C19orf12	0.7335
AKAP9	0.665666666666667
C1orf62	0.46675
SLC20A1	-0.5475
FAM112A	0.1835
LDB2	1.8
MRPS23	-1.1705
KLK5	-0.06475
SPTB	-0.2954
EFEMP2	1.53475
EFNB2	0.750625
PCM1	-0.650142857142857
NMNAT3	1.234375
TSG101	0.0956666666666667
C8orf40	0.544
NOB1	-1.21575
ABHD3	0.659
GTF3C4	0.094375
PIGN	1.01466666666667
GALNTL1	0.81875
AEBP1	2.792625
OR9Q1	0.866
ANKRD2	0.476625
CCL28	-1.59725
TRIM38	-0.0113333333333333
TMCC1	0.347333333333333
SMG5	0.941
LRRC7	-0.9755
NCAPD2	-1.81216666666667
C6orf153	-0.75225
C1orf74	-0.1905
OTUD6A	0.254
DCP2	-0.816333333333333
TMEM24	0.66775
RPL18	0.575833333333333
TMEM177	-0.69125
LRRC37A3	0.9335
C1D	0.0528333333333333
LDHC	-2.6165
UBE4B	0.264166666666667
NIT1	0.077625
BTN3A3	0.964125
RASD1	2.07425
COMMD3	0.48975
SHFM1	-0.42325
BIRC8	-0.303
DUT	-0.92925
C12orf51	-0.7695
LRRC59	-0.666833333333333
LY6H	1.4555
WDR22	-0.0215
EDEM1	0.356785714285714
ADH1A	3.6995
PANX2	-0.3018
CYP11B1	0.73125
CDC73	-0.0725
GPR172A	0.256
GSTM3	0.956769230769231
KCNA5	0.228
SERAC1	0.777
NFATC2	0
ANAPC5	0.2397
C15orf24	-0.5335
NFATC2IP	-0.776583333333333
TNRC6C	0.4675
MGC102966	-3.29175
FGD5	2.22233333333333
MED9	-0.20225
RAB13	-0.0475
C15orf49	-0.274
CRYGS	-0.8792
C12orf53	-0.5732
LOC283693	-1.006
COX6B2	-0.04575
PHF14	0.552875
FAM3A	-0.24075
RPL13	0.2395
PRDX2	0.0341
FLJ34047	-2.60775
PRMT3	-0.61175
KCTD19	-2.4625
TRIM10	-0.91
MGC26597	0.0978
GCNT4	0.3035
GPRASP1	0.814
CDKN1C	-0.195
RHBDL2	1.3601
HSPH1	1.2995
AQP1	3.10175
COL17A1	-2.4687
GFAP	0.766142857142857
CDC16	1.0405
KIAA1614	0.172
C6orf118	-1.2506
ZSWIM5	0.3235
FAM83F	3.0405
LYNX1	0.74875
SYNPR	-0.82375
XG	4.0225
PRSS16	-0.336125
KIF13B	1.631
PCDH9	0.09125
HIST1H2AH	-0.0675
RBM18	-0.509
ZNF626	0.855125
HEXIM2	-1.0785
ITFG1	0.3025
TUBG2	-1.1595
SFRS7	-0.504833333333333
C9orf14	1.057
EXTL1	-0.008
GBP3	0.289666666666667
WDR5	-0.665
RARG	1.532
MYO7A	-0.33075
CECR6	0.62575
C13orf3	-1.785125
SFRS18	-1.462375
ACVR1B	0.202666666666667
PSMD1	-0.6936
C7orf31	-0.492
ILVBL	-0.22175
IFNGR1	1.33325
RNF186	-0.94475
NOL9	-1.298
MAGEL2	1.66825
SLC29A2	0.28225
NHSL1	-1.0935
RBMX	-0.5695
PSORS1C2	0.540375
RAD51L3	-0.7195
LCN6	2.458
ORAI2	-0.589
BRUNOL6	-0.3693
OR4K5	0.235
CDC123	-0.959625
MSLN	-2.13716666666667
WWTR1	-0.542166666666667
ZNF700	-0.250333333333333
COBL	0.66175
PPP1R16B	0.38475
GAS7	0.926
MDN1	-0.076625
HAAO	1.0825
C9orf68	0.83825
TNFAIP2	1.042875
FOXN1	0.278
hCG_2033311	0.166166666666667
ATP6V0D2	3.6769
RPL41	1.063625
SLC38A1	0.907
ARHGAP6	-0.600083333333333
ADAD2	-0.5515
PHF20L1	0.3745
MCM3AP	-0.370666666666667
ST3GAL3	0.760166666666667
SNX1	0.128
ELF5	1.224
PARP3	-0.113125
RBM8A	0.154875
LINGO4	0.2955
ITGA9	0.381
ZFR	-0.0075
ACSL6	-0.701625
FLJ20699	-0.3545
DAOA	-3.22433333333333
FABP4	6.148
KCNB1	-0.01925
CANX	0.2311
SLC25A28	0.260166666666667
ADIPOR2	0.00525000000000002
ECHDC2	1.95825
SMA4	0.5
FRZB	3.14225
PABPC1	0.0733333333333333
DMRTB1	-0.400875
APOBEC3G	-0.5425
CATSPER2	-2.163
CUEDC1	-0.320833333333333
STARD9	-0.79125
CLDN8	5.731
LOC23117	-1.33777272727273
E2F6	-0.582888888888889
TMEM126B	-0.4485
DPY19L4	0.441
GIMAP5	3.25283333333333
NDUFA9	-0.292833333333333
FAM77C	2.1795
CTPS2	0.4415
LOC51035	0.165125
WDSOF1	-0.667
EGLN3	-1.151125
PITX3	0.630666666666667
OR52E8	-1.223
GRM4	0.9705
KLK1	-1.25583333333333
GPM6B	-0.2695
RRAGD	-0.0251666666666667
PAGE5	-3.43675
UCHL5	-1.22066666666667
ULK3	0.0035
AIM2	-0.285833333333333
PNO1	-1.195
OR2F2	0.6205
GNAT2	-1.008
SIX1	-1.39
ST13	0.0948333333333333
ZBTB44	0.41625
TIMP2	0.5215
ZMAT4	-0.1055
GTF2IRD1	-0.26
ZNF19	0.322166666666667
ZNF714	-0.6675
RSC1A1	0.5245
C9orf80	-0.44
PSMA8	1.1235
TMEM141	0.2625
COX4I1	-0.533142857142857
CTAGE1	0.753
DTWD1	-0.548
HSD11B1	1.8295
KRT6B	-1.953125
ARID4B	1.431
LHFPL3	0.83425
WWP2	0.844583333333333
ZNF326	-0.316
RGPD1	-0.8605
CTSH	0.690666666666667
FASTKD1	-1.198375
PAF1	0.4498
TTC9C	-0.0755
IFT57	0.5061
PRSS36	1.664
IL20RB	-2.425
ZNF592	0.327
DCTD	-0.1979
CFP	1.85425
MFNG	-0.11225
JMJD2B	1.5475
ALDH3B1	-0.322375
THSD4	2.52983333333333
KCNJ5	2.47
LMNA	-0.199666666666667
TBCD	-0.223
ZNF250	0.088
CASQ2	3.65683333333333
PEG10	-4.34958333333333
PRAME	-4.88193333333333
NP	-0.065875
TRIM59	0.0191666666666667
ZNF12	0.00237499999999999
XTP3TPA	-0.024
SIGLEC7	0.507
PANK4	-0.53625
FAM70A	-2.764
SNED1	1.34725
HIP1	-0.7869
RAET1E	-1.80633333333333
AMAC1L2	-0.305
AHNAK2	1.24175
TOE1	-1.014
RECQL4	-1.277
SPRYD3	1.50675
DPAGT1	0.34825
MAGED2	1.6058
ANKRD55	2.0715
TRPS1	4.02
DOK7	-1.34875
TFPI2	-6.34875
GTF2H3	-1.20683333333333
CYP4F11	-0.087875
LHX2	-4.5965
ATG16L1	0.0311666666666667
ASB12	0.351
C1orf116	3.962625
NF2	-0.5295
POM121	-0.1723
PHYHD1	1.8031
TXNDC17	-0.4455
DKFZp779O175	-0.27125
NUP62	-0.1885
MYO18B	-0.0803333333333333
PRAMEF1	0.0925
TCBA1	0.932125
TMEM168	0.159
FJX1	0.832
CLCF1	0.31525
SEPN1	1.677125
IGSF2	1.66975
NUDCD1	-0.621833333333333
TFF3	2.38033333333333
NDFIP1	0.0929285714285714
CHCHD4	-0.8565
TNR	0.568
CUTA	0.302166666666667
USP44	-3.60875
DPP10	-1.6274
IWS1	-0.485333333333333
PCGF1	0.50725
SULT1C4	0.5835
NTF5	-1.928
PTPN13	-0.741
SSTR5	0.685
SFRP1	-2.01175
IDH3B	-0.756125
SUOX	1.31416666666667
TMCO5	0.88925
GOLT1B	0.311
MIB1	0.0473571428571429
PCDHGB1	-0.2455
SUSD1	0.34425
ICAM5	-3.11483333333333
PAPOLB	0.179
URM1	0.4582
TMEM106B	0.170166666666667
LRIG2	-0.87425
SLC27A5	0.15325
CLIC6	1.5577
ZNF420	1.11666666666667
SCN9A	-1.3788
KIAA1909	1.47275
ELMOD1	-2.74
PRKAG1	0.15775
FAM64A	-2.56866666666667
EEF1G	0.4414
SMAD5	-1.05725
INCENP	-2.854
WASF2	-0.0825
GARS	-0.9358
CDK10	-0.2878
HLX	0.427166666666667
MDM4	-0.288875
ZNRF1	-1.0925
HHATL	-1.75633333333333
FAM21C	0.3079
HIST2H3C	-0.74325
PFDN2	-0.022875
ZNF200	-0.35825
NDN	0.7495
HBA2	-2.6355
FBLN5	2.846
PUM1	0.313285714285714
TNNT1	-3.33
C19orf59	1.0805
HNRPH2	0.8395
RAB7A	0.417666666666667
PMS2	-0.614875
BIRC3	1.7485
NRSN2	0.61725
OR52K2	1.00083333333333
SPOCK1	0.993285714285714
H2AFY	-0.2795
RXRB	-0.03675
ZNF638	-0.500333333333333
ANKRD45	-0.4545
ACTN4	0.0235
FXC1	0.54625
EIF2B5	0.3825
VPS33A	-0.44525
PINK1	0.264625
FAM106A	-0.996
SKIP	0.6654375
GAPDHS	0.70125
MUM1L1	0.89275
PSTPIP1	1.68725
CNTNAP1	-0.5269
CYP26A1	-1.66175
APOL2	-0.1624
TACC2	1.468875
COX7A2L	-0.412357142857143
HSD17B1	0.8910625
ARRB2	-0.093
SLC7A6	-0.3287
HSD17B10	-0.28575
RBJ	-0.6595
NUP155	-1.8855
MRPL10	-0.868
CYCS	-1.91533333333333
CCDC46	0.558333333333333
TECTA	1.0345
GNAL	-0.16725
LPO	0.186
PEBP4	3.17675
DDX11	-2.1085
C18orf12	0.3745
TAF9B	-0.465833333333333
IMP4	0.76925
RPA4	-0.261166666666667
NDUFS1	-1.1005
UPK1A	-1.22516666666667
ARRDC2	0.792666666666667
C18orf20	0.109
AES	0.697285714285714
CD2BP2	0.287833333333333
C16orf54	0.6755
UGT2B17	-2.665
FGFR1	-0.700136363636364
CEACAM6	3.6498
CHRM5	0.30225
CERK	-0.191875
AP3S2	-0.270571428571429
ANKS4B	-1.25825
CLCNKA	0.145666666666667
ZNF208	0.8195
HLA-DRB5	3.4225
CARKL	-0.32525
GOT1	-0.819333333333333
CASP6	-0.39425
HOXA1	-0.5345
RCL1	0.921
ZNF181	1.07216666666667
RAB40B	0.5795
MRPL38	-0.2245
LRRN2	0.8495
C3orf25	0.3185
OR5D14	0.323
OR10AG1	-0.1965
BET1L	1.3805
FRY	3.43425
AK3L1	-0.26125
CSF3R	1.352
POLR3K	-0.4035
ATG2B	0.601
EPS8	-0.184333333333333
DARS	-0.92675
C10orf56	1.02016666666667
DAD1	0.203416666666667
RIOK1	-0.634166666666667
HERC2	-0.418
HSD11B2	1.53566666666667
FAM96B	-0.75675
MGC13057	-1.631375
BSN	0.366
CAND1	0.131833333333333
HCST	2.17975
ACTR10	0.011
OR8D4	0.6765
NASP	-1.9215
COL9A2	1.71433333333333
LYZL1	-2.642
GPC5	-3.5735
TBL3	0.43
CENTD2	0.9605
OR5AP2	0.66375
TLR1	1.51325
LMO6	-0.00975
ZIC2	-3.360875
CPNE5	0.28075
ZMYND15	1.0875
FLJ22374	0.12075
CCDC106	1.386
PARP16	-0.30275
PDIA3	0.7835
C14orf126	0.06875
CECR2	-0.87
SFRS1	-1.15892857142857
FIGLA	1.366
DCP1A	-0.0683333333333333
MGC45800	-1.1447
TEKT1	-0.494
C10orf67	-2.0775
CLN5	2.42925
NTN2L	0.294
GLE1L	0.20875
CES2	-0.5321
GNAS	0.465944444444444
DDX53	-1.469
TSPAN13	2.82625
MRPL52	-0.2459
SPIRE2	-0.00600000000000001
TAS2R39	0.74075
SCUBE3	0.83225
UCRC	0.0321
CDKL3	-0.63225
KIAA1715	-0.99
ZNF345	0.45875
RTF1	0.235875
DHRS7	0.7655
RIPK4	-1.35883333333333
EXOSC2	-1.356
MS4A2	2.687
FGF17	-0.232
WDR59	-1.0445
EVI2A	-1.20125
IL17RC	0.482
HS3ST1	2.9065
ITGB1BP2	-0.987
RBPJ	-1.4285
GIMAP1	3.243
INE1	-2.04666666666667
ALDH18A1	0.080875
TPI1	-1.103125
GATA6	0.743
CABP1	-0.0848333333333333
ZNF484	0.5995
DAPK3	1.0975
GJB1	-2.31675
PIN1	0.1685
SLC6A15	-4.73358333333333
CNO	-0.711
RIN2	2.427
FRRS1	-0.3225
CYorf15B	-4.791875
DMRT3	1.2095
ATAD1	-0.17175
OTUD4	-0.295
ATOH8	-1.15325
ZSCAN16	0.5805
ASCC1	-0.28325
OTUD3	-0.776625
MGC33212	-0.336166666666667
YME1L1	-0.38625
RP11-218C14.6	0.1745
PCBP4	0.172
TNFRSF10A	-0.083
CDH10	-5.02016666666667
KL	4.202
SCP2	1.56025
C9orf119	0.416875
SON	0.28375
MAFK	-0.17
SBNO2	0.9915
SLC6A6	0.0141666666666667
SC4MOL	-1.719125
FAM35B	1.270875
PPP1R9A	0.262125
PDZRN3	1.404
CXorf20	2.189
C6orf126	1.21525
AVEN	-0.01725
FLJ21075	-2.0775
C14orf132	-0.19125
PCK2	-0.867125
GUCY2C	-0.132
BARX2	1.21275
PEX11G	0.9405
DAO	-0.914
C10orf49	0.5135
EDNRA	3.42733333333333
PPP2R5A	1.7251
DDX39	-1.09833333333333
SERF1A	0.04725
ASCIZ	0.0395000000000001
FNDC8	-0.00675
PTMS	0.181125
PHF7	0.86075
PIP4K2B	-0.2795
HHLA2	-0.433
BDH2	-0.218
APOBEC2	-0.3825
PENK	2.96966666666667
SMAD9	-0.601
MT3	-1.022
RGL1	0.529
ATG10	-1.70825
DLGAP4	-0.4925
APPBP2	-1.08507142857143
BACE2	0.285285714285714
LOC339344	0.459
ZNF395	0.2475625
HIST1H2BL	0.18675
ZNF467	0.499125
SLC25A21	-0.21775
PALM2	-0.855166666666667
NSUN5C	-1.14475
IL5	-0.9371
CLSTN2	3.01325
ANXA8L2	-2.45625
PTGES	1.551375
GDAP1L1	-2.162
OPRK1	-0.403833333333333
WDR20	0.76925
C12orf4	0.181375
NUP88	-1.076125
XRCC6BP1	-1.26833333333333
FCGBP	3.46778571428571
LEMD2	0.1275
NOMO1	-0.66075
C10orf79	-0.0872499999999999
ZNF79	0.6329
OCRL	-0.1238
HSPA8	-0.629916666666667
DIDO1	-1.22508333333333
PLA2R1	2.7765
COG3	0.8555
NGDN	-0.76975
CBFA2T2	0.293375
PNOC	-1.47825
PRRG1	-0.486333333333333
AGGF1	-0.445928571428572
DPF2	0.07575
YIPF7	-0.7085
TRPV5	0.82525
ZNF322B	0.4855
MED12	0.111333333333333
CARS	-0.169
ABCC11	3.93366666666667
C9orf25	0.617
MYH1	4.358
FRYL	0.400833333333333
AGTRAP	0.12
MMP27	1.587
ZNF432	-0.1805
OR8D1	0.6545
OR13D1	-0.12125
VWA1	2.466
STON1	0.946
IL5RA	-0.0995
PERP	0.578
C10orf107	1.288
TNFSF12	2.06325
FN1	1.34016666666667
MTR	-0.327
PHLPPL	-0.431833333333333
ZNF425	0.88025
DHFR	-1.606
PPP1R12A	-0.485125
RSPO2	-3.841375
ZNF7	0.0765
ZNF583	1.248
TPMT	-0.683166666666667
GPR132	0.932375
OR2T12	-0.3165
SERTAD2	-1.3462
ATP1A1	0.0245
FRMPD3	0.56725
ZNF672	0.2775
PLXNB3	0.553375
EML5	0.5545
FAIM3	1.953
UBQLN2	0.6525
SORCS2	2.02025
PRIM2	-1.9765
ACVR2A	0.480166666666667
YWHAZ	0.0728333333333333
PGM2L1	0.321125
GNAO1	-0.207384615384615
RPL10	0.3625
RPS6KA6	0.051
PFKL	-0.351666666666667
SH3D19	0.44375
AURKB	-2.58166666666667
ZC3H6	0.46575
DISC1	0.187333333333333
FLJ39660	-3.63266666666667
TMEM25	3.295625
OSBPL10	-1.149125
CLTCL1	-1.24716666666667
ALG6	0.175
CATSPER4	0.077
LRTM1	0.294
RRAD	0.313
TIPIN	-2.19625
CARD14	0.019125
RBM9	-0.7345
RASSF4	-0.07525
SLC25A18	0.468833333333333
C6orf58	-0.219833333333333
IGHD	0.44
PLA2G6	-0.33
TPT1	0.947375
SEC63	0.1699
CCDC113	-0.2486
TDRD10	1.1315
KIAA1666	-0.795125
TOR1AIP1	0.846916666666667
SYTL4	1.4825
SPRR2F	-1.2825
CEBPD	3.1205
SNTG2	-0.40675
C20orf77	-0.0831666666666667
TAS2R49	-3.6095
C6orf173	-2.10966666666667
SVEP1	1.4229
PXN	-1.01335714285714
VIL2	0.178416666666667
C5orf21	0.5275
DIXDC1	1.263125
GANAB	0.00666666666666667
PDSS1	-1.202
NGFR	0.0865
ATP8B4	2.36075
BMP8A	0.9245
CCDC132	-0.4525
GNRH1	-2.5635
OR10T2	-1.04325
PDGFD	3.538
OR6W1P	0.2725
HARS	-0.569916666666667
KRT77	-0.6735
AQP8	-0.2145
ITGB1	0.2041
ZNF254	0.6312
PAX1	0.300833333333333
PSMC4	-0.3461
ANKRD22	3.4905
PSMD8	0.282
HTR1E	-1.25183333333333
SOX10	-2.7356
OR5B2	-0.2255
RABGEF1	-0.405571428571429
MAP1LC3B	0.0745
CYB5R4	0.47075
AGXT2L1	-2.932
FLJ41603	2.073
TRAPPC2	0.477166666666667
FNTB	0.9295
FLJ14107	-1.19233333333333
AURKAIP1	0.7035
DSE	1.91175
NFKBIZ	0.357833333333333
OSBPL3	-2.18866666666667
LOC130576	0.4205
SLC39A9	1.113
LOC137886	0.05625
RHCE	-2.8055
ATG7	0.6725
FAM82A	0.511166666666667
FBN3	-0.2215
MCFD2	-1.34133333333333
CASP14	0.1315
EPS15	1.02008333333333
SFRS2B	1.41308333333333
C19orf47	-0.1265
PLAC9	1.4355
GPR23	0.2295
BTNL3	0.196
RGS8	0.082
GNS	1.6035
ENO2	-1.82866666666667
CBX1	-1.2066
PEX26	0.096
LRP5	0.559333333333333
ADAMTSL4	-0.0491666666666667
ARR3	0.0603333333333333
MAP1A	0.623
CD2	3.51875
NAV2	-1.0739375
TMEM69	0.07975
ATXN7	-1.63566666666667
CHN2	-0.199
ZNF781	-0.0531666666666667
HAS2	-2.8465
KIAA0241	-0.366333333333333
BIC	1.78475
MOBKL2A	0.46875
CYP2C9	0.5125
CNOT7	-0.381214285714286
SFRS10	-0.8835
CST11	1.55875
FLJ37543	-0.16
NKAP	-0.76125
RUNX1T1	3.619
EAF1	0.1828
IL4I1	2.94825
LRRC61	0.382166666666667
PSIP1	-1.91958333333333
SPRR4	0.397
ZFP90	-0.223166666666667
AP2B1	-0.134692307692308
SLC30A7	1.35616666666667
C7orf28A	-0.193833333333333
S100B	0.253833333333333
BMP2	-2.95225
ESR1	3.06183333333333
ZFPL1	0.593
ARHGAP12	-0.20025
LRRC19	-0.440666666666667
ZNF767	-1.21666666666667
NACA	-0.2813
OLIG1	-2.620375
PRF1	1.41025
LST1	2.93066666666667
SPATA9	0.187
CNFN	1.308
CDK4	-0.053
TCF15	-0.384833333333333
PARC	0.0885
PPM2C	0.2975
LOC283345	-1.2765
FAM107B	0.8645
DMXL1	-0.606375
RBM3	0.55175
HTR5A	-2.672
SCFD1	-0.117166666666667
EPHB3	2.567
ROPN1L	1.28283333333333
RAMP3	2.92725
TSPYL5	1.78781818181818
GAP43	-1.3265
PAPD4	0.29775
PDE3A	-1.458
TNFRSF10C	0.105
JMJD5	-0.196
RASGEF1A	2.0964
C16orf65	0.1468
HIPK3	1.09083333333333
XYLT2	-0.7835
XPOT	-0.813
GAL3ST1	-0.67775
DHCR7	0.1785
AMIGO3	1.13883333333333
FGFR4	-2.68816666666667
CRAT	1.49625
PPP1R14D	0.387
TRIM14	0.0558
TMPRSS11D	0.524
SLC7A11	-3.64107142857143
OR10H2	0.58025
PPM1E	-2.1927
DOCK4	1.4985
FAM127A	0.29
ENOPH1	-0.33175
SLC5A3	0.1243
ZNF530	0.1504
NTS	-6.48025
FRMD4A	0.185875
BCL11B	-3.16133333333333
PRM1	-0.207
UQCC	-0.2779
S100A16	1.16966666666667
PLS3	0.0015
WWOX	-1.18228571428571
CCDC23	0.06725
GTSE1	-2.141
GP2	2.2225
FLJ32549	-0.123625
CHIT1	1.89775
KLF9	0.710125
RPS24	0.723
MIA	-3.20525
FIGN	-1.8425
PYROXD1	0.877875
PCSK2	-0.972875
MRPL9	-0.46125
RPL24	0.076375
C12orf32	-1.117
HIST1H2BE	0.1715
RGS18	3.21375
LFNG	2.006875
RAB4B	0.5288
FBXO25	0.280333333333333
TSPAN31	-0.00416666666666666
ARL8A	0.676071428571429
C10orf83	-1.2059
OR51B6	0.6325
CNKSR2	-0.25525
C1orf156	0.479
IBSP	2.01
GFRA2	0.8725
ALKBH7	1.196
NEK10	4.1295
VN1R3	0.641
LOC91948	-1.379
CPZ	0.5005
IHPK3	0.271833333333333
COL8A1	1.04
RBPJL	-0.026
OR10A4	0.32675
CASP8AP2	-0.518625
MMP12	-0.439833333333333
OR8B12	0.699
CDCA5	-2.6625
LIX1L	-0.241
PEX11B	2.079875
GABRA1	0.3125
HABP2	0.2905
REEP1	0.113833333333333
FBXO15	-0.8345
CD68	1.29875
WFDC9	0.1805
GHDC	1.10516666666667
SMARCA1	-0.7635
SPAST	-0.0485
PLXND1	0.0554166666666666
MLCK	-0.684
INTS5	0.462166666666667
BSG	0.434714285714286
PARP8	-0.200833333333333
TEAD4	-0.604833333333333
