Hybridization REF	TCGA-BH-A0AU-11A-11R-A12P-07
C9orf50	-0.194
DHDDS	0.111285714285714
CTSW	0.3892
NEFM	-1.86416666666667
MRPL28	-1.03675
SYN1	1.53733333333333
PIGV	0.337166666666667
ZIM2	0.76875
APBB1	0.739666666666667
SND1	-0.60575
C1orf123	-0.0266666666666667
CHD3	-0.95625
BHLHB8	0.0555
RNASE2	-0.2915
BCAP31	0.128375
SLC25A44	-0.381
CHD6	-0.4687
PIB5PA	0.640307692307692
SELS	0.163375
LOC541471	-1.19725
FAT2	1.782
ZNF81	-0.3685
OR4C16	0.168
FLJ10081	0.1693
LRRC4	-0.92975
CS	-1.43816666666667
N4BP2	-0.668625
IGFBP7	0.32325
ZNF318	0.026
NDNL2	0.342875
ZNF609	-0.213125
SIRT4	1.03175
EXOSC10	-0.135
ECE2	0.299333333333333
OVGP1	0.421
GTPBP3	-1.41175
PACS2	0.3846
C19orf36	-0.448333333333333
ARL4C	0.529375
ATG4B	-0.18875
UBQLNL	1.13325
RHOXF2B	-3.5105
PLEKHG2	-2.267
GALR1	0.06
AQP4	0.1634
HDAC7A	0.239
DCUN1D3	0.0795
OR8A1	0.0885
CCRN4L	-0.9335
CBR4	-0.329166666666667
KIFC1	-3.517
SLC7A14	-0.761166666666667
LHX5	-0.529
TRPC7	-0.3245
LPXN	-0.83925
SERPINA1	0.426375
RPS13	0.2552
BPIL3	-0.0295
PRKAA1	-1.23875
FADS2	-1.173
ENAH	-0.00943750000000002
PRO1768	-1.2465
APBA2BP	-0.9245
LIPH	1.52733333333333
C3orf33	-0.20275
RCC2	-0.611928571428572
ALDH1A2	-2.3748
RNF103	1.665
AHCY	-0.748125
ALG12	0.3335
CCL17	0.277
ZNF543	1.0168
ESRRG	2.1513
CNGA1	1.0705
RDH5	0.9715
OTX1	-1.0437
PTGFR	-1.20866666666667
CDR2	-1.050375
SELE	3.66725
NLGN2	-0.6415
EXOSC9	-0.81775
ZNF566	-0.211333333333333
KLRC2	-3.1105
GPR12	0.3215
KIAA0196	-0.16275
PDRG1	-0.267
SSR3	-0.571642857142857
MSI1	0.0115
CST9	2.6155
CC2D1A	0.138375
PLAGL1	0.937333333333333
ZNF778	-0.678
RNF2	-0.0208750000000001
KLF6	0.980833333333333
THBD	1.95166666666667
tcag7.1314	1.585
NR5A1	0.181666666666667
ABCD2	0.934
DNAJC7	-1.16925
CLEC4C	-0.303
TM2D3	0.955375
CCDC4	-0.73
PLAC2	-1.9015
DCD	2.842
FAAH	1.142125
POLA1	-1.4215
TM7SF2	-0.098
FLJ39822	-0.6275
FLOT2	0.266875
MAP4K1	-0.4955
SRP68	0.0285
C21orf74	-0.1455
ARPC5	-0.41325
LOC126075	1.1805
HECW2	-0.241625
ZDHHC4	-0.1895
ANKRD42	0.964
PDE9A	0.779333333333333
ABCA8	2.231
NDUFS2	-0.17975
UBR5	-0.8465
BTBD16	-1.43975
LOC554174	1.176
ZNF20	0.4445
KIAA1843	-0.1125
WDR17	-0.0262500000000001
C15orf33	0.3225
RNF113A	0.0415
CAMKK1	-0.5248
CLCN2	-0.937
ANXA6	-0.459
LOC340069	0.035
EMID1	0.622875
DPM3	-0.156
ELA1	0.3435
SLC25A13	-1.026
KRT24	0.4495
SMPD1	-0.434
TH	0.090125
COL6A2	-0.454714285714286
ANKS1B	0.211
GPR126	-1.7382
ZC3H12A	0.206333333333333
TMEM47	1.4005
C2orf51	-0.0111666666666667
C1orf88	1.87
HSF2BP	-0.6525
AKAP10	-0.7575
RPAP3	-0.6595
KLHDC8B	0.6505
STOM	0.4569
MUPCDH	-0.34275
C10orf72	-0.03775
PLEKHA3	0.271666666666667
TCP11L1	-1.2785
CWF19L1	-0.263125
SPEF1	0.845230769230769
YSK4	-1.10133333333333
ELN	0.8945
SAMD8	-0.400333333333333
MPI	-0.766333333333333
MEPCE	0.1831
ABCC3	-1.268125
NANOGP1	-2.062
KCNK17	1.968
HLA-DMB	3.70416666666667
RRAGA	0.714
ANGEL1	-0.23125
RBM32B	-0.089
CPN1	-2.6025
MGC52282	0.6441
HLA-A	1.3995
OR9G4	0.2375
EDNRB	0.333375
SCD	-1.68214285714286
C14orf80	-1.7285
BAGE2	-0.836
RABL4	0.938666666666666
RCVRN	0.5075
SHANK1	0.4375
NLRP7	-2.8265
CD226	1.55525
STAT3	0.2860625
SYNJ2	-1.795
TPCN2	-0.575333333333333
WDR36	-0.6835
MBD4	-0.477
ROBO1	-1.1403
ST3GAL6	-2.192
SLAMF8	1.2685
ATN1	0.888833333333333
GPR141	0.0716666666666667
KRT36	0.586
TPH1	0.214
DDX52	-0.705
ZSCAN29	-0.547
TRPT1	-0.424333333333333
DPEP3	0.422
DENND4A	-1.0665
TSPAN16	-0.229
PTCHD2	-0.035
LOC145814	-0.0655
CAP1	-0.723833333333333
EIF5A2	-0.8472
NT5DC3	-0.038875
SEPT9	-1.20725
SEZ6L2	-0.357375
EGFLAM	3.2095
VPS11	1.019375
NDUFB5	-0.272333333333333
CIDEA	3.89183333333333
IER5L	-0.17825
N6AMT1	-0.439
FAM83C	-0.07275
OXR1	0.535333333333333
IRX1	2.4105
DGKB	-1.65966666666667
GCN5L2	-1.1465
MIR16	-0.32475
FBXW9	0.40175
WDR4	-2.103
PDC	0.0405
VPS33B	-0.3495
HEXB	-0.125
FLJ32214	0.25
TCEB3	-1.151
CRLF1	-3.11525
ABI3BP	0.796
C8orf22	-2.9205
PYCR1	-1.395625
KIAA1706	1.93775
CDK5R2	0.8815
WAS	-0.1815
C12orf60	-0.59225
CCBL2	0.129125
MADD	0.34475
C5orf34	-2.2165
WDR42A	0.5817
KLF12	0.638
HSPA1A	1.58575
ITM2C	-0.44225
DAPK2	2.4615
LOC442590	1.9155
SUMF2	0.513375
CENPA	-4.26846153846154
TMED5	-0.72525
CDH6	-0.6804
BRP44	-0.09625
THG1L	-0.85575
GABRA2	-2.8195
C14orf166	-0.2165
MYL1	-0.967
TNFSF18	0.217
PAP2D	-1.40866666666667
PPIB	-1.75775
KLHL4	-1.286125
SFN	-0.2405
CCDC127	0.1085
FRAP1	-0.919
GOLGA5	0.1515
SDCCAG1	0.507125
MGC21675	-0.206666666666667
C10orf95	0.4145
KIAA1345	-0.1145
C1orf163	-1.1115
LACE1	-0.820666666666667
OR10K2	0.03
CENPN	-3.04144
TMED2	0.021
UGT1A6	-0.9615
ANG	0.53325
U2AF1	-0.8355
CASC2	1.38366666666667
NMT2	0.0485
OSGEPL1	0.529125
DFNB31	-0.419
SLC6A20	0.010625
DKC1	-1.1135
FXYD4	-0.4355
WDR64	0.52025
MGC5590	0.089
CREBZF	-0.136166666666667
DAZ1	-0.50575
PRPSAP1	-0.327
GCHFR	-1.1645
TTC7A	-0.645
LOC196993	0.289
UBD	1.15883333333333
S100A1	0.655875
RPL6	0.449333333333333
DNAJB6	0.43975
NAGS	1.1924
C2orf58	0.41
KERA	0.657833333333333
MT1X	-0.0190000000000001
UBE2B	1.3917
KEAP1	0.129
MST1	-1.14225
OMA1	1.009
ABLIM2	0.74475
BCL2L13	-0.489916666666667
JAZF1	-0.2685
TMEM63B	0.104
S100A8	-1.6404
ARFIP2	0.50125
UROS	-0.3775
KHDRBS2	-1.0825
POLQ	-3.4045
SOAT1	-1.864
SPAG4	-1.95375
MRPS30	-0.211
LOC494141	-1.28875
OR2T11	0.343
ORAOV1	-0.2218
ZNF184	0.1975
TCEB3B	0.128666666666667
ADAM21	-0.247
GDPD1	-0.39575
SPINLW1	0.24275
PRR14	-0.261
KCTD9	0.4197
NUDT3	-0.3625
KIAA1822	0.3339
HIST1H4K	0.319
DFNA5	-1.24475
GABPA	-0.716
C14orf44	0.703
POLB	0.3025
PTAR1	0.60475
SEC31A	0.0949
TRIM58	-1.87225
TAS2R14	-0.3155
VPS8	-0.091375
H1F0	0.928
PRKCB1	-3.15316666666667
UGT2A1	0.387
TOR1B	-0.78825
LSS	-1.37975
C2orf19	0.451
HNRNPC	-0.141071428571429
TMEM100	0.155166666666667
LOC116349	-0.537
OR51M1	0.199
CCDC142	-0.41325
ISG15	-0.9864375
ZCCHC14	-0.457625
CREBL2	1.175
TGDS	-0.6235
DC2	-0.3235
CACNA2D3	-1.60892857142857
ZNF429	-0.254375
LYPD6	1.78116666666667
SUCLG1	0.3765
OR51I1	-0.1115
MAGEH1	1.7135
PRPF40A	-0.702
SMR3A	0.6635
SPINK2	-0.5055
THAP2	0.422125
NPY5R	2.594625
IRF4	-1.707
SPESP1	-0.3795
OR10S1	0.1865
DTD1	-0.53675
TUBE1	-0.0875
DDX19A	-1.0105
PDPN	-1.4845
TMEM34	0.26525
MGAM	0.0475
COL3A1	3.84961111111111
GFM2	-0.3491
OR5A2	-0.313
PSG9	-1.462
ARHGEF11	-0.431333333333333
IVNS1ABP	0.013375
SIGIRR	0.628
DUSP19	-0.059375
DNAJC14	-0.3569
ACSS1	0.389
IL1RAPL2	-0.0925
C4orf30	-0.62675
SEPT4	2.50025
LANCL3	-2.66525
SPAG17	1.7465
PRDX3	-0.23675
HNF1A	-0.305
P4HA2	-1.3525
RFWD3	-1.76383333333333
MOV10	-0.81075
DNAJA5	-0.467142857142857
LOC729440	0.4795
LOC200383	0.7525
SMC2	-2.61825
MIXL1	-0.6925
TMEM9	-0.09275
FAM86A	-0.323
ZNF174	0.0422
MYH14	-0.6445
CCR8	-0.27
VPS37C	0.272
GPATCH1	0.315
B3GNT8	1.383
TBX4	-0.1
CNR2	-0.0596666666666667
PCDH1	0.5325
C5orf29	2.829875
OCIAD2	1.15625
PLCG2	1.32025
KIAA0247	1.931
HRH3	-0.117
CAPN13	2.143875
CCR1	-1.5615
MGC15523	0.174722222222222
UVRAG	-0.0195
DNAJA2	-0.507833333333333
ITGA2B	-0.281666666666667
CLDN5	4.06175
PTPRN2	-1.61035714285714
ZNF512	0.288333333333333
PSAP	0.602642857142857
CCDC140	-1.4265
LRRC55	-0.09475
CYP26C1	-0.16
C8orf47	3.457
LYN	0.154
DUSP6	1.03916666666667
TGFB3	1.46966666666667
ELK1	-0.8769
PCDH11Y	-0.00283333333333334
HGD	-1.3305
C17orf58	-0.09175
MYO3A	0.258
SERPINE2	-4.278
AARSD1	-0.112125
C14orf73	-0.625
ADAM33	0.552
ZNF491	-0.1715
MAPK6	-1.76866666666667
TCN1	2.803
SLC24A6	0.5295
UBE2R2	-0.5465
H1FNT	0.0335
TATDN2	0.178
LILRB1	0.51625
P2RY5	2.974
NUCB2	0.581
C2orf37	-1.10575
SNX27	-0.523333333333333
MTA3	0.00349999999999995
FOXO4	1.082
ID4	4.02066666666667
SOX5	-1.699
PXMP3	0.94175
OR52M1	0.098
SFT2D3	0.011375
INA	-2.16283333333333
MCOLN1	0.42875
NFIX	1.3832
CLEC14A	5.20283333333333
HIBCH	0.261
PLA2G5	0.91675
TIMM10	-0.643166666666667
MED17	0.3698
COL4A4	0.485
TPP1	-0.178333333333333
GJA3	-0.8615
TMPRSS5	-0.11575
AADACL3	-0.0015
DNMBP	-0.13575
ENPP5	3.2985
NQO1	-1.8466
ZSCAN2	-0.58125
SEC24C	-0.113
GTF2A1L	0.3855
AXIN2	0.1309
FAM33A	-2.22458333333333
C16orf13	-0.7625
SPNS2	1.1985
TAF1	-0.64525
AP1G2	-0.0055
RBM42	-0.467333333333333
HCN2	1.3425
EFHB	0.259833333333333
RUSC1	-0.585666666666667
GRIK5	0.234
USP21	-0.398666666666667
ATAD3C	0.813
ORMDL2	-0.355
PRSS7	-3.54525
PSAT1	-3.50275
FLJ13195	-1.19766666666667
TBC1D1	0.134833333333333
IFNG	1.27975
OTOS	0.0718333333333333
ZNF773	0.138666666666667
EMD	-1.33125
RETN	-0.51075
CCL8	4.8355
APH1A	-0.146125
COX18	-0.505875
GTF2IRD2	-0.835
CCDC82	0.0960833333333333
PAFAH2	0.4304
NPEPL1	-0.815
RP11-114G1.1	-0.02
TP53INP1	0.478
ZNF300	0.0915
FOXL2	-2.2135
LARP2	-0.32725
LATS1	-0.07575
HTR6	-0.0925
SPOCK2	0.553
RNF144B	3.01283333333333
HTATIP2	-0.829625
MGC10334	0.107833333333333
CENTA2	1.23983333333333
FGF2	1.2255
FXYD7	0.33275
PHYHIPL	-1.396125
GPR34	3.96425
DDX6	-1.37683333333333
OR10W1	0.0655
LHFPL1	-0.1725
ZNF313	-0.474357142857143
VPS28	0.29075
AP3M1	-0.4139
AKR1CL2	-0.731
TRAF4	0.105125
OR2B11	0.4025
C19orf12	0.256
AKAP9	0.723333333333333
C1orf62	0.2535
SLC20A1	-2.2826
FAM112A	-0.3295
LDB2	2.034625
MRPS23	-1.2295
KLK5	3.5955
SPTB	-1.0981
EFEMP2	0.4755
EFNB2	0.685625
PCM1	0.445428571428572
NMNAT3	2.00275
TSG101	0.739333333333333
C8orf40	0.5175
NOB1	-0.2545
ABHD3	-1.37825
GTF3C4	-0.906375
PIGN	0.128833333333333
GALNTL1	1.281
AEBP1	0.043625
OR9Q1	-0.049
ANKRD2	0.190625
CCL28	2.1635
TRIM38	0.213166666666667
TMCC1	0.059
SMG5	-0.318
LRRC7	-0.418
NCAPD2	-1.9985
C6orf153	-1.298
C1orf74	-0.48825
OTUD6A	0.4395
DCP2	-0.695666666666667
TMEM24	-0.50375
RPL18	0.542833333333333
TMEM177	-0.5505
LRRC37A3	0.126
C1D	0.673666666666667
LDHC	-0.08625
UBE4B	0.48
NIT1	0.10075
BTN3A3	0.757125
RASD1	2.440375
COMMD3	0.43025
SHFM1	-0.45575
BIRC8	0.00925000000000001
DUT	-0.7905
C12orf51	-0.492
LRRC59	-0.780833333333333
LY6H	-0.66175
WDR22	0.1615
EDEM1	0.192642857142857
ADH1A	4.093
PANX2	0.2977
CYP11B1	0.67275
CDC73	-0.945
GPR172A	-0.6535
GSTM3	1.58330769230769
KCNA5	-0.00312499999999999
SERAC1	0.00983333333333333
NFATC2	-0.057
ANAPC5	-0.4159
C15orf24	0.09725
NFATC2IP	-1.021
TNRC6C	0.201166666666667
MGC102966	1.338875
FGD5	0.907666666666667
MED9	0.346
RAB13	-0.263
C15orf49	0.233
CRYGS	0.4749
C12orf53	0.3021
LOC283693	0.012
COX6B2	0.41125
PHF14	-0.392625
FAM3A	-0.410625
RPL13	0.7629
PRDX2	-0.6
FLJ34047	-1.394
PRMT3	-1.2985
KCTD19	-1.133
TRIM10	-0.256166666666667
MGC26597	-0.5975
GCNT4	0.114
GPRASP1	3.0655
CDKN1C	1.10791666666667
RHBDL2	0.2585
HSPH1	-0.821
AQP1	4.199125
COL17A1	3.6962
GFAP	0.8405
CDC16	0.28475
KIAA1614	0.1335
C6orf118	-0.528
ZSWIM5	-0.60675
FAM83F	2.377
LYNX1	1.45725
SYNPR	-1.2835
XG	1.19733333333333
PRSS16	2.1865
KIF13B	1.4555
PCDH9	0.684375
HIST1H2AH	0.028
RBM18	-1.2295
ZNF626	0.4045
HEXIM2	0.0485
ITFG1	0.2825
TUBG2	-1.155
SFRS7	-0.230916666666667
C9orf14	-0.1625
EXTL1	0.17275
GBP3	1.8295
WDR5	-2.49975
RARG	0.379333333333333
MYO7A	-0.209875
CECR6	-0.53125
C13orf3	-3.686
SFRS18	0.238375
ACVR1B	0.1145
PSMD1	-1.4431
C7orf31	-0.100666666666667
ILVBL	-0.61575
IFNGR1	1.52525
RNF186	4.4835
NOL9	-1.29425
MAGEL2	-0.0155
SLC29A2	-0.06025
NHSL1	-0.353
RBMX	-0.3765
PSORS1C2	0.423125
RAD51L3	-0.52875
LCN6	1.63275
ORAI2	-1.0185
BRUNOL6	0.094
OR4K5	-0.193
CDC123	-0.795
MSLN	-1.52633333333333
WWTR1	-0.995166666666667
ZNF700	-0.752666666666666
COBL	0.676
PPP1R16B	0.67025
GAS7	-0.882
MDN1	-0.744375
HAAO	0.202
C9orf68	1.60525
TNFAIP2	0.647875
FOXN1	0.2765
hCG_2033311	-0.363333333333333
ATP6V0D2	-1.2499
RPL41	1.1535
SLC38A1	0.429
ARHGAP6	-0.790833333333333
ADAD2	-0.01925
PHF20L1	-0.1300625
MCM3AP	0.236333333333333
ST3GAL3	-0.0648333333333333
SNX1	0.00183333333333334
ELF5	5.40275
PARP3	0.137375
RBM8A	-0.4671875
LINGO4	0.1155
ITGA9	0.214666666666667
ZFR	-0.39275
ACSL6	-0.735714285714286
FLJ20699	0.6245
DAOA	0.61475
FABP4	6.006
KCNB1	0.75725
CANX	-0.1247
SLC25A28	0.816833333333333
ADIPOR2	-0.484
ECHDC2	2.785875
SMA4	-0.18025
FRZB	3.938125
PABPC1	-0.5365
DMRTB1	-0.184
APOBEC3G	-0.0825
CATSPER2	0.536166666666667
CUEDC1	-0.437333333333333
STARD9	0.358
CLDN8	6.71275
LOC23117	-0.309090909090909
E2F6	-0.613111111111111
TMEM126B	-0.315333333333333
DPY19L4	0.13175
GIMAP5	3.6455
NDUFA9	-0.558833333333333
FAM77C	-2.4645
CTPS2	-0.916
LOC51035	0.788625
WDSOF1	-0.906
EGLN3	-1.972
PITX3	0.935333333333333
OR52E8	0.2975
GRM4	-0.1825
KLK1	-1.2915
GPM6B	2.14075
RRAGD	-0.105333333333333
PAGE5	-3.40575
UCHL5	-1.59033333333333
ULK3	-0.696166666666667
AIM2	-0.877333333333333
PNO1	-1.21683333333333
OR2F2	0.418
GNAT2	-1.835
SIX1	-1.08525
ST13	0.614
ZBTB44	0.014875
TIMP2	-1.3455
ZMAT4	-1.273
GTF2IRD1	-0.609
ZNF19	0.6115
ZNF714	-1.254
RSC1A1	-0.7125
C9orf80	0.2875
PSMA8	0.1135
TMEM141	-0.2055
COX4I1	0.191214285714286
CTAGE1	-0.0928333333333333
DTWD1	0.46075
HSD11B1	2.0785
KRT6B	3.698625
ARID4B	0.891875
LHFPL3	-0.22675
WWP2	0.17275
ZNF326	-0.5415
RGPD1	0.132
CTSH	0.201166666666667
FASTKD1	-0.893875
PAF1	0.6186
TTC9C	-0.51475
IFT57	0.7006
PRSS36	1.794
IL20RB	-2.0695
ZNF592	-0.199
DCTD	-0.189
CFP	0.721
MFNG	0.031875
JMJD2B	0.509
ALDH3B1	-1.008875
THSD4	1.78033333333333
KCNJ5	1.15283333333333
LMNA	-0.639166666666667
TBCD	-0.283
ZNF250	-0.0873333333333333
CASQ2	1.299
PEG10	-2.06408333333333
PRAME	-4.4486
NP	-0.9855
TRIM59	-1.01766666666667
ZNF12	0.360375
XTP3TPA	-0.5805
SIGLEC7	-0.9849
PANK4	-0.5
FAM70A	-0.0235
SNED1	-0.29325
HIP1	-0.8502
RAET1E	-0.411833333333333
AMAC1L2	-0.214
AHNAK2	-1.28033333333333
TOE1	-0.847166666666667
RECQL4	-2.3815
SPRYD3	0.8695
DPAGT1	-0.67025
MAGED2	1.8872
ANKRD55	0.16475
TRPS1	3.90516666666667
DOK7	-0.035
TFPI2	-0.93675
GTF2H3	-1.8095
CYP4F11	0.91775
LHX2	-5.05733333333333
ATG16L1	0.177
ASB12	0.1805
C1orf116	3.461625
NF2	-0.4904
POM121	0.1376
PHYHD1	2.416
TXNDC17	-1.02316666666667
DKFZp779O175	-0.283
NUP62	-0.2085
MYO18B	-0.613166666666667
PRAMEF1	0.00600000000000001
TCBA1	0.79525
TMEM168	0.8475
FJX1	-0.2515
CLCF1	-0.778
SEPN1	-0.051875
IGSF2	0.37925
NUDCD1	-0.813333333333333
TFF3	1.98333333333333
NDFIP1	0.475142857142857
CHCHD4	-0.58425
TNR	0.3575
CUTA	-0.214833333333333
USP44	-3.0735
DPP10	-0.6704
IWS1	-0.642166666666667
PCGF1	-0.31125
SULT1C4	0.6155
NTF5	4.53025
PTPN13	0.5965
SSTR5	0.258
SFRP1	4.14775
IDH3B	-0.475625
SUOX	0.9085
TMCO5	0.1165
GOLT1B	-1.3435
MIB1	-0.771071428571429
PCDHGB1	0.331
SUSD1	-0.86775
ICAM5	-1.9085
PAPOLB	-0.44875
URM1	-0.9176
TMEM106B	-0.0236666666666667
LRIG2	-0.5235
SLC27A5	-0.39425
CLIC6	3.923
ZNF420	0.780833333333333
SCN9A	-1.2107
KIAA1909	0.88075
ELMOD1	-1.76725
PRKAG1	0.01625
FAM64A	-3.66488888888889
EEF1G	0.8515
SMAD5	-0.6035
INCENP	-3.086
WASF2	0.2135
GARS	-2.3111
CDK10	-0.13
HLX	0.125166666666667
MDM4	-1.075
ZNRF1	-1.10078571428571
HHATL	-0.503833333333333
FAM21C	1.3856
HIST2H3C	-0.22725
PFDN2	-0.423375
ZNF200	-0.71825
NDN	0.58975
HBA2	-1.93783333333333
FBLN5	2.28325
PUM1	0.483642857142857
TNNT1	-3.633
C19orf59	-0.4845
HNRPH2	0.672
RAB7A	-0.5045
PMS2	-0.81375
BIRC3	-0.3975
NRSN2	0.2615
OR52K2	0.468833333333333
SPOCK1	-1.6715
H2AFY	-0.49225
RXRB	-0.01975
ZNF638	-0.196166666666667
ANKRD45	-0.1155
ACTN4	-0.206
FXC1	0.19575
EIF2B5	-0.036
VPS33A	-1.299
PINK1	1.185625
FAM106A	-0.057
SKIP	2.885375
GAPDHS	-0.3135
MUM1L1	0.23675
PSTPIP1	0.25575
CNTNAP1	-1.2695
CYP26A1	1.907
APOL2	0.0193
TACC2	0.957625
COX7A2L	-0.108785714285714
HSD17B1	0.548625
ARRB2	-0.1645
SLC7A6	-0.6376
HSD17B10	-1.06025
RBJ	-0.02425
NUP155	-2.1235
MRPL10	-0.2625
CYCS	-1.67316666666667
CCDC46	0.389166666666667
TECTA	0.235
GNAL	-1.147
LPO	-0.4885
PEBP4	2.22225
DDX11	-1.321
C18orf12	0.405
TAF9B	-0.548833333333333
IMP4	-0.4375
RPA4	1.09283333333333
NDUFS1	-1.1625
UPK1A	-0.174
ARRDC2	0.803833333333333
C18orf20	1.1
AES	0.426214285714286
CD2BP2	-0.193833333333333
C16orf54	0.4185
UGT2B17	0.503625
FGFR1	-0.0408636363636364
CEACAM6	-0.3709
CHRM5	-0.36
CERK	-1.043
AP3S2	-0.104
ANKS4B	-0.127
CLCNKA	0.283166666666667
ZNF208	-0.214333333333333
HLA-DRB5	3.68
CARKL	-0.188
GOT1	-0.785833333333333
CASP6	0.21775
HOXA1	0.1525
RCL1	0.32675
ZNF181	0.998666666666666
RAB40B	1.6525
MRPL38	-0.27925
LRRN2	0.454
C3orf25	0.44
OR5D14	-0.093
OR10AG1	0.188
BET1L	0.4414
FRY	4.1665
AK3L1	0.0165
CSF3R	0.4485
POLR3K	-1.14466666666667
ATG2B	-0.14
EPS8	-0.233333333333333
DARS	-0.169
C10orf56	0.721166666666667
DAD1	0.0723333333333333
RIOK1	-0.683166666666667
HERC2	-0.17125
HSD11B2	0.163833333333333
FAM96B	-0.434
MGC13057	1.44425
BSN	0.661
CAND1	-0.464166666666667
HCST	1.1385
ACTR10	0.506333333333333
OR8D4	0.2615
NASP	-1.4141
COL9A2	0.586666666666667
LYZL1	-1.0665
GPC5	-2.32875
TBL3	-0.824833333333333
CENTD2	0.5248
OR5AP2	0.01625
TLR1	2.2155
LMO6	-0.47325
ZIC2	-3.43875
CPNE5	0.81025
ZMYND15	1.49675
FLJ22374	-0.6725
CCDC106	-0.1115
PARP16	-0.40275
PDIA3	-0.163
C14orf126	0.0283333333333333
CECR2	-0.0135
SFRS1	-0.5045
FIGLA	0.2225
DCP1A	0.383333333333333
MGC45800	-1.428
TEKT1	-0.4804
C10orf67	-0.5705
CLN5	0.9545
NTN2L	0.2965
GLE1L	-1.14725
CES2	-0.0899
GNAS	-0.703222222222222
DDX53	-2.0475
TSPAN13	1.522
MRPL52	-0.8775
SPIRE2	-0.164875
TAS2R39	0.157
SCUBE3	-0.03325
UCRC	0.0612
CDKL3	0.08025
KIAA1715	-1.0705
ZNF345	1.34225
RTF1	-0.136875
DHRS7	0.942
RIPK4	-0.0196666666666667
EXOSC2	-1.1125
MS4A2	1.44425
FGF17	-0.27775
WDR59	0.149625
EVI2A	-2.17725
IL17RC	0.887166666666667
HS3ST1	3.0835
ITGB1BP2	-1.9335
RBPJ	-0.9325
GIMAP1	4.032
INE1	-0.228666666666667
ALDH18A1	-1.241125
TPI1	-2.065875
GATA6	-0.6455
CABP1	-0.278
ZNF484	-0.14375
DAPK3	0.27
GJB1	-0.827416666666667
PIN1	-0.76
SLC6A15	-3.22575
CNO	-0.03125
RIN2	1.724
FRRS1	-0.482
CYorf15B	-4.122125
DMRT3	0.99025
ATAD1	-0.134
OTUD4	-0.574055555555555
ATOH8	-0.1985
ZSCAN16	1.137625
ASCC1	-0.75125
OTUD3	0.361375
MGC33212	-0.477
YME1L1	-0.329375
RP11-218C14.6	0.32575
PCBP4	0.03325
TNFRSF10A	-0.62575
CDH10	-3.817
KL	2.686125
SCP2	0.5895
C9orf119	0.077875
SON	-0.22525
MAFK	-0.2735
SBNO2	-0.19
SLC6A6	-0.92475
SC4MOL	-0.8585
FAM35B	-0.475375
PPP1R9A	1.48025
PDZRN3	0.80625
CXorf20	1.209
C6orf126	-0.5885
AVEN	-0.945
FLJ21075	-2.106
C14orf132	1.024375
PCK2	-1.556875
GUCY2C	-0.286
BARX2	0.9415
PEX11G	0.768
DAO	-0.7245
C10orf49	0.564
EDNRA	1.09366666666667
PPP2R5A	0.5372
DDX39	-1.71583333333333
SERF1A	0.51325
ASCIZ	-0.0296
FNDC8	-0.167
PTMS	-0.091125
PHF7	0.901
PIP4K2B	-0.4691875
HHLA2	-0.01725
BDH2	1.6316
APOBEC2	0.06325
PENK	-0.334166666666667
SMAD9	-0.2245
MT3	-0.34975
RGL1	0.68575
ATG10	-0.929
DLGAP4	-1.02983333333333
APPBP2	-0.677285714285714
BACE2	0.000357142857142857
LOC339344	1.14733333333333
ZNF395	0.44675
HIST1H2BL	-1.07725
ZNF467	1.308125
SLC25A21	-1.51225
PALM2	-0.483
NSUN5C	-0.49975
IL5	0.0586
CLSTN2	0.64275
ANXA8L2	2.572
PTGES	0.5825
GDAP1L1	-1.7185
OPRK1	-1.20283333333333
WDR20	0.422333333333333
C12orf4	-0.0155
NUP88	-0.735125
XRCC6BP1	-0.803833333333333
FCGBP	2.88385714285714
LEMD2	0.075
NOMO1	-0.85175
C10orf79	1.69875
ZNF79	0.4984
OCRL	0.0055
HSPA8	-1.17841666666667
DIDO1	0.030375
PLA2R1	2.21075
COG3	1.1259
NGDN	0.4035
CBFA2T2	0.438875
PNOC	-0.48675
PRRG1	-0.10275
AGGF1	-0.8985
DPF2	0.40625
YIPF7	0.999
TRPV5	0.84425
ZNF322B	0.19775
MED12	-0.054
CARS	-1.34766666666667
ABCC11	2.92966666666667
C9orf25	0.06
MYH1	2.5475
FRYL	-0.128916666666667
AGTRAP	-0.1945
MMP27	0.53
ZNF432	0.5315
OR8D1	-0.00449999999999999
OR13D1	-0.324
VWA1	1.15475
STON1	0.7105
IL5RA	-0.37775
PERP	1.6075
C10orf107	0.291166666666667
TNFSF12	2.9595
FN1	-2.967125
MTR	-0.8595
PHLPPL	-0.384333333333333
ZNF425	0.82125
DHFR	-2.22238888888889
PPP1R12A	0.01275
RSPO2	-2.23785714285714
ZNF7	-0.112
ZNF583	0.22575
TPMT	-1.1205
GPR132	0.38525
OR2T12	-0.90725
SERTAD2	-0.0859
ATP1A1	0.3002
FRMPD3	0.30925
ZNF672	-0.79075
PLXNB3	0.239875
EML5	-0.1095
FAIM3	0.214
UBQLN2	0.6575
SORCS2	0.35075
PRIM2	-2.1185
ACVR2A	0.976
YWHAZ	-0.5085
PGM2L1	0.5275
GNAO1	0.1165
RPL10	0.669
RPS6KA6	-0.5665
PFKL	-0.19
SH3D19	0.92825
AURKB	-3.66633333333333
ZC3H6	1.604
DISC1	0.195833333333333
FLJ39660	-3.3845
TMEM25	2.280625
OSBPL10	-0.566375
CLTCL1	-1.0065
